Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,3.91,-3.12,14.59,8,0.69,2757,0.00,0.00,14.11,16,39.06,39.00,104,10.45,-4.23,31.58,2.34,0.00,-1.24,14.12,1.10,0.00,0.00,0.00
87,3.12,-3.12,14.70,8,0.70,2757,0.00,0.00,14.69,16,39.06,39.00,104,10.45,-4.16,31.95,2.36,0.00,-0.95,14.12,1.10,0.00,0.00,0.00
174,3.12,-3.12,14.47,8,0.70,2742,0.00,0.00,14.69,16,39.06,39.00,104,10.59,-4.08,32.50,2.36,0.00,-0.95,14.12,1.12,0.00,0.00,0.00
261,2.34,-3.12,14.24,8,0.71,2746,0.00,0.00,14.69,16,39.06,39.00,104,10.59,-3.98,32.67,2.36,0.00,-0.95,14.51,1.12,0.00,0.00,0.00
347,2.34,-3.12,14.24,8,0.72,2732,0.00,0.00,14.96,16,38.71,38.50,104,10.74,-3.89,33.21,2.38,0.00,-0.66,14.51,1.12,0.00,0.00,0.00
435,2.34,-3.12,14.47,8,0.73,2738,0.00,0.00,14.42,16,38.71,38.50,104,10.88,-3.81,34.29,2.40,0.00,-0.66,14.90,1.12,0.00,0.00,0.00
521,0.78,-3.12,14.36,8,0.75,2734,0.00,0.00,14.13,16,38.36,38.00,104,10.88,-3.67,33.94,2.38,0.00,-0.66,14.90,1.14,0.00,0.00,0.00
608,0.78,-3.12,14.36,8,0.76,2737,0.00,0.00,14.69,16,38.36,38.00,104,11.03,-3.65,35.20,2.40,0.00,-0.66,15.29,1.14,0.00,0.00,0.00
695,0.00,-3.12,14.36,8,0.77,2735,0.00,0.00,14.31,16,38.36,38.00,104,11.17,-3.58,34.47,2.40,0.00,-0.37,15.29,1.14,0.00,0.00,0.00
782,0.00,-3.12,14.36,8,0.78,2752,0.00,0.00,14.45,16,38.01,38.00,104,11.17,-3.50,35.38,2.40,0.00,-0.37,15.69,1.16,0.00,0.00,0.00
868,0.00,-3.12,14.24,8,0.78,2735,0.00,0.00,14.69,16,38.01,38.00,104,11.32,-3.35,36.05,2.40,0.00,-0.37,16.08,1.16,0.00,0.00,0.00
955,0.00,-3.12,14.47,8,0.80,2734,0.00,-2.11,14.69,16,37.66,35.00,104,11.46,-3.17,36.46,2.42,0.00,-0.08,16.47,1.18,0.00,0.00,0.00
1042,-0.78,-3.12,14.59,8,0.81,2754,0.00,-2.11,14.69,16,37.30,35.50,104,11.75,-2.98,36.87,2.44,0.00,-0.08,16.86,1.20,0.00,0.00,0.00
1129,-0.78,-3.12,14.36,8,0.83,2745,0.00,-2.11,14.68,16,36.95,34.50,104,11.90,-2.77,35.93,2.44,0.00,0.21,17.65,1.22,0.00,0.00,0.00
1216,-0.78,-3.12,14.47,8,0.85,2752,0.00,-2.11,14.68,16,36.60,34.00,104,12.04,-2.59,38.76,2.46,0.00,0.52,17.65,1.22,0.00,0.00,0.00
1302,-2.34,-3.12,14.47,8,0.85,2751,0.00,-2.11,14.68,16,36.60,34.50,104,12.19,-2.51,39.17,2.46,0.00,0.52,17.65,1.22,0.00,0.00,0.00
1389,-0.78,-3.12,14.24,8,0.85,2745,0.00,-2.11,14.69,16,36.60,34.00,104,12.19,-2.38,38.63,2.48,0.00,0.52,18.43,1.24,0.00,0.00,0.00
1476,-0.78,-3.12,14.59,8,0.87,2757,0.00,-2.11,14.68,16,36.25,34.00,104,12.48,-2.26,39.58,2.48,0.00,0.81,18.43,1.24,0.00,0.00,0.00
1563,-0.78,-3.12,14.93,8,0.88,2752,0.00,-2.11,14.36,16,35.90,33.50,104,12.48,-2.15,39.71,2.48,0.00,0.81,19.22,1.26,0.00,0.00,0.00
1650,-1.56,-3.12,14.70,8,0.89,2743,0.00,-2.11,14.45,16,35.90,33.50,104,12.62,-2.01,40.93,2.50,0.00,1.10,19.22,1.26,0.00,0.00,0.00
1736,-0.78,-3.12,14.36,8,0.90,2748,0.00,-2.11,14.68,16,35.55,33.50,104,12.77,-1.95,40.53,2.50,0.00,1.10,19.22,1.28,0.00,0.00,0.00
1823,-0.78,-3.91,14.70,8,0.90,2751,0.00,-2.11,14.68,16,35.55,33.50,104,12.77,-1.82,40.93,2.50,0.00,1.10,19.61,1.28,0.00,0.00,0.00
1910,-0.78,-3.91,14.70,8,0.90,2742,0.00,-2.11,14.69,16,35.55,33.50,104,12.91,-1.76,41.20,2.50,0.00,1.39,20.00,1.30,0.00,0.00,0.00
1996,0.00,-3.91,14.70,8,0.92,2750,0.00,-2.11,14.68,16,35.20,33.00,104,13.06,-1.60,41.75,2.52,0.00,1.39,20.39,1.30,0.00,0.00,0.00
2083,0.00,-3.91,14.81,8,0.92,2751,0.00,-2.11,14.68,16,35.20,33.00,104,13.20,-1.57,42.02,2.52,0.00,1.39,20.39,1.32,0.00,0.00,0.00
2170,-0.78,-3.91,14.70,8,0.94,2748,0.00,-2.11,14.47,16,34.84,33.00,104,13.20,-1.49,41.75,2.52,0.00,1.39,20.78,1.32,0.00,0.00,0.00
2257,0.00,-3.91,14.70,8,0.94,2753,0.00,-2.11,14.69,16,35.20,33.00,104,13.20,-1.39,42.29,2.52,0.00,1.68,21.18,1.32,0.00,0.00,0.00
2344,0.00,-3.91,14.81,8,0.94,2744,0.00,-2.11,14.68,16,34.84,33.00,104,13.35,-1.30,42.78,2.54,0.00,1.68,21.18,1.32,0.00,0.00,0.00
2430,0.00,-3.91,14.70,8,0.95,2745,0.00,-2.11,14.69,16,34.84,32.50,104,13.49,-1.28,42.33,2.54,0.00,1.68,21.18,1.32,0.00,0.00,0.00
2517,0.00,0.00,14.70,8,0.94,2751,0.00,-2.11,14.69,16,35.20,32.50,104,13.49,-1.20,42.95,2.54,0.00,1.68,21.18,1.34,0.00,0.00,0.00
2604,0.00,0.00,14.81,10,0.95,2749,0.00,-2.11,14.69,16,34.84,32.50,104,13.49,-1.16,43.29,2.54,0.00,1.68,21.18,1.34,0.00,0.00,0.00
2691,0.00,0.00,14.70,10,0.96,2749,0.00,-2.11,14.59,16,34.84,32.50,104,13.64,-1.10,43.63,2.54,0.00,1.97,21.18,1.34,0.00,9.92,0.00
2778,0.00,0.00,14.24,10,0.96,2751,0.00,-2.11,14.57,16,34.84,32.50,104,13.64,-1.06,43.12,2.54,0.00,1.97,21.57,1.34,0.00,9.70,0.00
2865,0.00,0.00,14.24,10,0.95,2754,0.00,-2.11,14.74,16,34.84,32.50,104,13.64,-1.02,43.81,2.56,0.00,1.97,21.57,1.34,0.00,9.70,0.00
2952,0.00,0.00,14.24,10,0.97,2756,0.00,-2.11,14.47,16,34.49,32.00,104,13.64,-1.01,43.81,2.54,0.00,1.97,21.57,1.34,0.00,9.40,0.00
3038,0.00,0.00,13.90,10,0.96,2759,0.00,-2.11,14.45,16,34.84,32.50,104,13.78,-0.95,43.99,2.56,0.00,1.97,21.96,1.36,0.00,9.17,0.00
3125,0.00,0.00,14.01,10,0.97,2758,0.00,-2.11,14.36,16,34.49,32.00,104,13.78,-0.91,44.16,2.56,0.00,1.97,21.96,1.36,0.00,9.17,0.00
3212,0.00,0.00,13.90,10,0.97,2755,0.00,-2.11,14.36,16,34.49,32.00,104,13.78,-0.87,44.32,2.56,0.00,1.97,21.96,1.36,0.00,8.95,0.00
3299,0.00,0.00,13.90,10,0.98,2759,0.00,-2.11,14.35,16,34.49,32.00,104,13.78,-0.83,44.50,2.56,0.00,1.97,21.96,1.36,0.00,8.95,0.00
3385,0.00,0.00,14.13,10,0.97,2759,0.00,-2.11,14.47,16,34.49,32.00,104,13.93,-0.81,45.02,2.56,0.00,1.97,21.96,1.36,0.00,8.80,0.00
3472,0.00,0.00,13.90,10,0.97,2761,0.00,-2.11,14.34,16,34.49,32.00,104,13.93,-0.77,44.50,2.56,0.00,2.26,21.96,1.36,0.00,9.77,0.00
3559,0.00,0.00,13.78,10,0.98,2757,0.00,-2.11,14.49,16,34.49,32.00,104,13.93,-0.73,44.85,2.56,0.00,2.26,21.96,1.36,0.00,9.77,0.00
3646,0.00,0.00,14.01,10,0.97,2758,0.00,-2.11,14.48,16,34.49,32.00,104,13.93,-0.73,45.36,2.56,0.00,1.97,21.96,1.36,0.00,8.50,0.00
3732,0.00,0.00,13.78,10,1.00,2764,0.00,-2.11,14.06,16,34.14,32.00,104,13.93,-0.72,44.85,2.56,0.00,1.97,21.96,1.36,0.00,8.50,0.00
3820,0.00,0.00,14.01,10,1.00,2765,0.00,-2.11,14.15,16,34.14,32.00,104,14.07,-0.70,45.70,2.58,0.00,1.97,21.96,1.36,0.00,8.50,0.00
3906,0.00,0.00,13.55,10,0.99,2766,0.00,-2.11,14.08,16,34.14,32.00,104,13.93,-0.72,45.53,2.56,0.00,2.26,21.96,1.36,0.00,9.47,0.00
3993,0.00,0.00,13.55,10,0.99,2764,0.00,-2.11,14.30,16,34.14,32.00,104,14.07,-0.70,45.36,2.56,0.00,2.26,21.96,1.36,0.00,9.47,0.00
4080,0.00,0.00,13.67,10,0.98,2771,0.00,-2.11,14.56,16,34.49,32.00,104,14.07,-0.68,45.02,2.56,0.00,2.26,21.96,1.36,0.00,9.47,0.00
4167,0.00,0.00,13.67,10,0.97,2766,0.00,-2.11,14.30,16,34.49,32.00,104,14.07,-0.64,45.53,2.56,0.00,2.26,21.96,1.36,0.00,9.32,0.00
4254,0.00,0.00,13.67,10,1.00,2756,0.00,-2.11,14.43,16,34.14,32.00,104,14.07,-0.64,45.71,2.58,0.00,1.97,21.96,1.36,0.00,8.12,0.00
4340,0.00,0.00,13.78,10,0.99,2753,0.00,-2.11,14.28,16,34.14,32.00,104,14.07,-0.64,45.36,2.58,0.00,1.97,21.96,1.36,0.00,8.12,0.00
4427,0.00,0.00,13.44,10,0.99,2757,0.00,-2.11,14.28,16,34.14,32.00,104,14.07,-0.62,45.36,2.58,0.00,2.26,21.96,1.36,0.00,9.17,0.00
4514,0.00,0.00,13.78,10,0.99,2759,0.00,-2.11,14.29,16,34.49,32.00,104,14.07,-0.60,45.53,2.58,0.00,2.26,21.96,1.36,0.00,8.95,0.00
4601,0.00,0.00,13.67,10,1.00,2755,0.00,-2.11,14.27,16,34.14,32.00,104,14.07,-0.58,45.36,2.58,0.00,2.26,21.96,1.36,0.00,8.95,0.00
4688,0.00,0.00,13.44,10,0.99,2763,0.00,-2.11,14.27,16,34.14,32.00,104,14.07,-0.54,45.53,2.58,0.00,2.26,21.96,1.36,0.00,9.02,0.00
4775,0.00,0.00,13.55,10,1.00,2756,0.00,-2.11,14.27,16,34.14,32.00,104,14.22,-0.54,45.70,2.58,0.00,2.26,21.96,1.36,0.00,9.10,0.00
4861,0.00,0.00,13.44,10,1.01,2765,0.00,-2.11,14.25,16,34.14,32.00,104,14.07,-0.54,46.91,2.58,0.00,2.26,22.35,1.36,0.00,9.10,0.00
4948,0.00,0.00,13.55,10,0.99,2765,0.00,-2.11,14.25,16,34.14,32.00,104,14.22,-0.50,46.41,2.58,0.00,2.26,22.35,1.36,0.00,8.88,0.00
5035,0.00,0.00,13.55,10,1.00,2765,0.00,-2.11,14.44,16,34.14,32.00,104,14.22,-0.50,46.23,2.58,0.00,2.26,22.35,1.36,0.00,8.72,0.00
5122,0.00,0.00,13.55,10,1.01,2764,0.00,-2.11,14.24,16,34.14,32.00,104,14.22,-0.46,44.00,2.58,0.00,2.26,22.35,1.36,0.00,8.72,0.00
5208,0.00,0.00,13.44,10,0.99,2771,0.00,-2.11,14.43,16,34.49,31.50,104,14.22,-0.48,46.23,2.58,0.00,2.26,22.35,1.36,0.00,8.57,0.00
