Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Gear (Calculated)* (position)
621902,0.00,0.00,19.29,10,0.16,2097,0.00,0.00,14.70,16,-15.08,-15.50,122,3.92,-10.73,6.09,1.44,0.00,-2.01,0.00,0.64,0.00,0.00,15.30,6,1
621994,0.00,0.00,22.39,10,0.17,1860,0.00,0.00,14.70,16,-3.83,-15.50,122,3.92,-10.67,5.27,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,17.10,6,1
622085,0.00,0.00,24.12,10,0.18,1745,0.00,0.00,14.70,16,11.99,-6.00,122,4.06,-10.69,5.30,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,19.50,6,1
622176,0.00,0.00,24.35,10,0.21,1534,0.00,0.00,14.70,16,11.99,11.50,122,4.06,-10.58,5.33,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,23.40,3,0
622267,0.00,0.00,23.66,10,0.24,1421,0.00,0.00,13.79,16,11.29,11.50,122,4.21,-10.29,5.50,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,29.40,3,0
622359,0.00,0.00,23.43,10,0.26,1298,0.00,0.00,14.70,16,10.59,19.00,122,4.50,-10.13,5.66,1.42,0.00,-1.39,1.96,0.68,0.00,0.00,29.40,3,0
622451,0.00,0.00,23.89,10,0.35,1215,0.00,0.00,12.47,16,13.40,10.50,122,4.64,-9.44,6.00,1.52,0.00,-1.39,3.14,0.74,0.00,0.00,35.00,3,0
622541,0.00,0.00,23.43,10,0.38,1281,0.00,0.00,13.72,16,16.91,11.50,122,5.66,-8.86,7.06,1.56,0.00,-1.39,4.31,0.78,0.00,0.00,53.00,3,0
622633,0.00,0.00,23.66,10,0.40,1442,0.00,0.00,14.66,16,22.19,17.50,122,6.09,-8.33,9.04,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,79.40,3,0
622725,0.00,0.00,23.54,10,0.36,1541,0.00,0.00,14.67,16,27.81,21.00,122,6.53,-8.04,9.45,1.68,0.00,-1.39,4.71,0.80,0.00,0.00,94.10,3,0
622816,0.00,0.00,23.89,10,0.34,1717,0.00,0.00,14.69,16,32.38,24.50,122,6.67,-8.22,9.63,1.68,0.00,-1.70,4.71,0.80,0.00,0.00,70.90,2,0
622907,-1.56,0.00,17.11,8,0.33,1814,0.00,0.00,14.69,16,32.38,31.50,122,6.38,-8.49,9.72,1.68,0.00,-1.70,4.71,0.80,0.00,0.00,21.40,2,0
622999,-0.78,0.00,14.70,8,0.34,1764,0.00,0.00,14.69,16,31.33,31.50,122,6.09,-8.59,9.90,1.70,0.00,-1.70,5.10,0.80,0.00,0.00,15.90,2,0
623090,1.56,0.00,14.81,8,0.37,1690,0.00,0.00,14.68,16,30.98,30.50,122,6.09,-8.47,10.08,1.70,0.00,-1.70,5.49,0.82,0.00,0.00,15.30,3,0
623181,3.12,0.00,15.04,8,0.39,1765,0.00,0.00,14.68,16,31.68,30.50,122,6.24,-8.16,10.50,1.76,0.00,-1.70,6.27,0.84,0.00,0.00,15.70,2,0
623273,3.12,0.00,15.39,8,0.43,1739,0.00,0.00,13.95,16,30.98,30.50,122,6.82,-7.85,11.52,1.80,0.00,-1.70,6.67,0.86,0.00,0.00,15.80,2,0
623365,2.34,0.00,15.27,8,0.43,1747,0.00,0.00,14.67,16,31.68,30.00,122,7.11,-7.52,12.50,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,15.60,2,0
623455,1.56,0.00,15.04,8,0.45,1764,0.00,0.00,14.67,16,31.33,30.50,122,7.25,-7.43,12.62,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,15.60,2,0
623547,-0.78,0.00,14.36,8,0.44,1760,0.00,0.00,14.67,16,31.68,30.50,122,7.40,-7.31,12.57,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,15.30,2,0
623638,-0.78,0.00,14.13,8,0.43,1779,0.00,0.00,14.68,16,31.68,31.00,122,7.40,-7.29,12.68,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,14.60,2,0
623729,0.00,0.00,14.01,8,0.42,1761,0.00,0.00,14.68,16,32.03,31.00,122,7.40,-7.33,12.62,1.84,0.00,-1.70,6.27,0.86,0.00,0.00,14.40,2,0
626525,0.00,0.00,23.54,10,0.18,1471,0.00,0.00,14.70,16,11.64,11.50,120,4.21,-10.60,4.66,1.36,0.00,-1.39,0.00,0.64,0.00,0.00,74.50,3,0
626616,0.00,0.00,23.54,10,0.17,1471,0.00,0.00,14.70,16,11.64,11.50,120,4.06,-10.67,4.24,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,83.70,3,0
626707,0.00,0.00,23.66,10,0.17,1442,0.00,0.00,14.70,16,11.64,11.50,120,4.06,-10.71,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,92.10,3,0
626799,0.00,0.00,23.89,10,0.17,1424,0.00,0.00,14.70,16,11.64,11.50,120,3.92,-10.75,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
626890,0.00,0.00,23.89,10,0.18,1394,0.00,0.00,14.70,16,11.29,11.50,120,3.92,-10.75,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
626982,0.00,0.00,23.66,10,0.18,1391,0.00,0.00,14.70,16,11.29,19.00,120,3.92,-10.75,4.07,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627073,0.00,0.00,23.89,10,0.18,1373,0.00,0.00,14.70,16,11.29,-4.50,120,3.92,-10.73,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627164,0.00,0.00,23.77,10,0.18,1370,0.00,0.00,14.70,16,11.29,0.00,120,3.92,-10.77,4.07,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627256,0.00,0.00,24.00,10,0.18,1334,0.00,0.00,14.70,16,10.94,2.00,120,3.77,-10.91,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627346,0.00,0.00,23.66,10,0.18,1354,0.00,0.00,14.70,16,11.29,6.00,120,3.77,-10.98,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,99.90,3,0
627439,0.00,0.00,23.77,10,0.18,1328,0.00,0.00,14.70,16,10.94,8.00,120,3.63,-11.04,4.07,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,99.90,3,0
627530,0.00,0.00,23.66,10,0.19,1284,0.00,0.00,14.70,16,10.94,10.00,120,3.63,-11.04,4.04,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627621,0.00,0.00,23.66,10,0.20,1226,0.00,0.00,14.69,16,10.59,18.50,120,3.63,-10.96,4.10,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627713,0.00,0.00,23.31,10,0.20,1204,0.00,0.00,14.69,16,10.59,18.50,120,3.77,-10.89,4.04,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,96.00,3,0
627804,0.00,0.00,23.43,10,0.21,1214,0.00,0.00,14.69,16,10.23,18.50,120,3.92,-10.75,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,85.20,3,0
627896,0.00,0.00,22.85,10,0.22,1129,0.00,0.00,14.69,16,10.23,18.00,120,4.06,-10.64,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,65.90,3,0
627987,0.00,0.00,22.16,10,0.22,1106,0.00,0.00,14.69,16,10.23,18.00,120,4.21,-10.50,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,45.40,3,0
628078,0.00,0.00,17.69,10,0.22,1062,0.00,0.00,14.69,16,9.88,18.00,120,4.21,-10.40,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,32.20,3,0
628169,0.00,0.00,16.42,10,0.23,1052,0.00,0.00,14.69,16,9.88,17.50,120,4.35,-10.35,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,26.40,3,0
628261,0.00,0.00,15.39,10,0.23,1035,0.00,0.00,14.69,16,9.88,17.50,120,4.35,-10.27,4.07,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,26.40,3,0
628352,-0.78,-0.78,14.93,8,0.23,1033,0.00,0.00,14.69,16,9.88,17.50,120,4.50,-10.21,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,22.10,3,0
628444,-1.56,-0.78,14.36,8,0.24,1034,0.00,0.00,14.69,16,9.88,17.50,120,4.50,-10.15,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,19.40,3,0
628535,-2.34,-0.78,13.67,8,0.24,1024,0.00,0.00,14.69,16,9.88,17.50,120,4.50,-10.09,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,17.40,3,0
628626,-3.12,-0.78,13.55,8,0.24,1008,0.00,0.00,14.69,16,9.88,17.50,120,4.64,-10.06,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,16.10,3,0
628717,-3.12,-0.78,13.21,8,0.24,1001,0.00,0.00,14.69,16,9.88,17.50,120,4.64,-10.00,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.30,3,0
628809,-3.91,-0.78,13.21,8,0.24,1001,0.00,0.00,14.69,16,9.88,17.50,120,4.79,-9.96,4.07,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,3,0
628899,-3.91,-0.78,13.21,8,0.24,999,0.00,0.00,14.69,16,9.88,17.50,120,4.79,-9.92,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,3,0
628991,-3.91,-0.78,13.32,8,0.24,1007,0.00,0.00,14.69,16,9.88,17.50,120,4.79,-9.92,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,3,0
629082,-3.91,-0.78,13.55,8,0.24,1006,0.00,0.00,14.69,16,9.88,17.00,120,4.79,-9.92,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629174,-4.69,-0.78,13.55,8,0.24,1006,0.00,0.00,14.69,16,9.88,16.00,120,4.79,-9.92,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629264,-4.69,-0.78,13.55,8,0.24,985,0.00,0.00,14.69,16,9.88,15.50,120,4.79,-9.92,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,6,1
629356,-4.69,-0.78,13.67,8,0.24,982,0.00,0.00,14.69,16,9.88,16.00,118,4.79,-9.92,3.93,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,6,1
629448,-4.69,-0.78,13.78,8,0.24,971,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.92,3.88,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,6,1
629539,-4.69,-0.78,14.01,8,0.24,965,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.92,3.88,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,6,1
629630,-4.69,-0.78,14.01,8,0.24,964,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.90,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629722,-4.69,-0.78,14.13,8,0.24,955,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.88,3.80,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629813,-4.69,-0.78,14.24,8,0.24,948,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.90,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629905,-4.69,-0.78,14.36,8,0.23,938,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.92,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,6,1
629997,-4.69,-0.78,14.24,8,0.23,933,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.90,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,6,1
630087,-4.69,-0.78,14.36,8,0.24,928,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.90,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,6,1
630179,-4.69,-0.78,14.36,8,0.23,923,0.00,0.00,14.69,16,9.88,17.00,118,4.79,-9.92,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,6,1
630271,-4.69,-0.78,14.13,8,0.24,916,0.00,0.00,14.69,16,9.88,16.50,118,4.79,-9.90,3.60,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
630361,-4.69,-0.78,14.24,8,0.23,910,0.00,0.00,14.69,16,9.88,16.50,118,4.79,-9.90,3.58,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
630453,-5.47,-0.78,14.36,8,0.23,906,0.00,0.00,14.70,16,9.88,16.50,118,4.79,-9.92,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
630544,-5.47,-0.78,14.13,8,0.24,901,0.00,0.00,14.70,16,9.88,16.50,118,4.79,-9.92,3.51,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,6,1
630635,-5.47,-0.78,14.13,8,0.24,881,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.92,3.49,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,6,1
630726,-5.47,-0.78,14.24,8,0.24,869,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.88,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,6,1
630818,-5.47,-0.78,14.24,8,0.25,855,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.84,3.51,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
630909,-5.47,-0.78,14.24,8,0.25,851,0.00,0.00,14.69,16,9.88,17.50,118,4.79,-9.80,3.55,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
631001,-5.47,-0.78,14.13,8,0.25,850,0.00,0.00,14.69,16,9.88,17.50,118,4.93,-9.77,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,6,1
631092,-6.25,-0.78,14.13,8,0.25,845,0.00,0.00,14.69,16,9.88,17.50,118,4.93,-9.73,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631184,-6.25,-0.78,14.13,8,0.28,852,0.00,0.00,13.25,16,9.88,17.50,118,5.08,-9.55,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1,0
631275,-6.25,0.00,14.13,8,0.28,867,0.00,0.00,14.69,16,9.88,16.50,118,5.22,-9.48,3.96,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1,0
631366,-6.25,0.00,14.01,8,0.27,879,0.00,0.00,14.69,16,9.88,14.50,118,5.22,-9.38,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631458,-6.25,0.00,14.13,8,0.27,886,0.00,0.00,14.69,16,9.88,13.00,118,5.37,-9.36,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631549,-7.03,0.00,14.24,8,0.27,900,0.00,0.00,14.69,16,9.88,10.50,118,5.37,-9.38,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631640,-7.81,0.00,13.78,8,0.26,908,0.00,0.00,14.69,16,9.88,10.00,118,5.37,-9.44,3.96,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631731,-7.03,0.00,13.78,8,0.25,913,0.00,0.00,14.69,16,9.88,9.00,118,5.22,-9.49,3.86,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631823,-7.81,0.00,14.01,8,0.25,916,0.00,0.00,14.70,16,9.88,8.50,118,5.22,-9.57,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
631914,-7.81,0.00,13.78,8,0.25,916,0.00,0.00,14.70,16,9.88,8.00,118,5.08,-9.63,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
632005,-7.81,0.00,13.90,8,0.25,900,0.00,0.00,14.70,16,9.88,10.50,118,5.08,-9.63,3.76,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632097,-7.81,0.00,14.01,8,0.25,897,0.00,0.00,14.70,16,9.88,10.00,118,5.08,-9.65,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632189,-8.59,0.00,14.01,8,0.26,886,0.00,0.00,14.69,16,9.88,10.50,118,5.08,-9.67,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632280,-7.81,0.00,14.13,8,0.26,884,0.00,0.00,14.69,16,9.88,11.50,118,5.08,-9.63,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632371,-7.81,0.00,14.24,8,0.25,876,0.00,0.00,14.69,16,9.88,11.50,118,5.08,-9.65,3.76,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632462,-7.81,0.00,14.36,8,0.25,883,0.00,0.00,14.70,16,9.88,11.50,118,5.08,-9.65,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632554,-7.03,0.00,14.47,8,0.25,879,0.00,0.00,14.70,16,9.88,11.00,118,5.08,-9.65,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
632645,-7.03,0.00,14.70,8,0.25,880,0.00,0.00,14.70,16,9.88,11.50,118,5.08,-9.67,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
632736,-7.03,0.00,14.70,8,0.25,872,0.00,0.00,14.70,16,9.88,11.00,118,5.08,-9.67,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
632827,-7.03,0.00,14.81,8,0.25,870,0.00,0.00,14.70,16,9.88,11.50,118,5.08,-9.67,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
632918,-7.03,0.00,14.81,8,0.25,867,0.00,0.00,14.70,16,9.88,11.50,118,5.08,-9.67,3.60,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
633010,-7.03,0.00,14.81,8,0.25,864,0.00,0.00,14.70,16,9.88,12.00,118,5.08,-9.67,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
633101,-6.25,0.00,14.81,8,0.24,871,0.00,0.00,14.70,16,9.88,12.00,118,5.08,-9.67,3.60,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
633193,-7.03,-0.78,14.81,8,0.24,876,0.00,0.00,14.70,16,9.88,10.50,118,5.08,-9.71,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
633284,-7.03,-0.78,14.81,8,0.25,876,0.00,0.00,14.70,16,9.88,10.50,118,4.93,-9.73,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
633375,-7.03,-0.78,14.70,8,0.25,863,0.00,0.00,14.70,16,9.88,11.00,118,4.93,-9.69,3.55,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
633466,-7.03,-0.78,14.81,8,0.26,857,0.00,0.00,14.70,16,9.88,11.50,118,4.93,-9.71,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
633558,-7.03,0.00,14.59,8,0.26,851,0.00,0.00,14.70,16,9.88,12.00,118,5.08,-9.63,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90,1,0
633649,-7.03,0.00,14.47,8,0.27,830,0.00,0.00,14.69,16,9.88,13.50,118,5.08,-9.55,3.73,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
633740,-7.81,0.00,14.59,8,0.29,804,0.00,0.00,14.69,16,9.88,14.50,118,5.22,-9.49,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1,0
633832,-7.03,0.00,14.59,8,0.30,816,0.00,0.00,14.69,16,9.88,17.50,118,5.37,-9.30,3.83,1.30,0.00,-1.08,0.39,0.66,0.00,0.00,14.80,1,0
633923,-7.03,0.00,14.59,8,0.32,741,0.00,0.00,13.61,16,9.88,17.50,118,5.51,-9.17,3.96,1.30,0.00,-1.08,0.39,0.66,0.00,0.00,14.70,1,0
634015,-7.03,0.00,14.47,8,0.35,712,0.00,0.00,13.43,16,9.88,17.50,118,5.80,-8.93,3.96,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
634107,-7.03,0.00,14.47,8,0.28,753,0.00,0.00,16.45,16,9.88,17.50,118,5.80,-8.82,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
634198,-7.03,0.00,14.70,8,0.28,800,0.00,0.00,14.69,16,9.88,17.50,118,5.80,-8.93,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
634289,-7.81,0.00,14.59,8,0.27,792,0.00,0.00,14.69,16,9.88,9.50,118,5.66,-9.01,3.51,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
634380,-8.59,0.00,14.47,8,0.26,854,0.00,0.00,14.70,16,9.88,6.00,118,5.66,-9.20,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
634471,-9.38,0.00,14.13,8,0.26,852,0.00,0.00,14.70,16,9.88,6.50,118,5.37,-9.36,3.45,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
634562,-9.38,0.00,13.90,8,0.25,837,0.00,0.00,14.70,16,9.88,8.50,118,5.37,-9.36,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
634654,-10.16,0.00,13.90,8,0.27,826,0.00,0.00,14.70,16,9.88,8.50,118,5.37,-9.38,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
634745,-10.16,0.00,13.90,8,0.28,805,0.00,0.00,13.57,16,9.88,10.50,118,5.37,-9.32,3.65,1.30,0.00,-1.08,0.39,0.66,0.00,0.00,14.40,1,0
634836,-10.94,0.00,13.90,8,0.32,818,0.00,0.00,13.48,16,9.88,12.00,118,5.37,-9.11,4.02,1.34,0.00,-1.08,1.18,0.68,0.00,0.00,14.40,1,0
634928,-10.16,0.00,13.78,8,0.35,846,0.00,0.00,13.77,16,10.59,10.50,118,5.80,-8.91,4.32,1.36,0.00,-1.08,1.96,0.70,0.00,0.00,14.30,1,0
635019,-10.16,0.00,14.01,8,0.41,913,0.00,0.00,12.50,16,12.70,10.50,118,6.24,-8.24,5.76,1.46,0.00,-1.08,3.14,0.74,0.00,0.00,14.30,1,0
635110,-8.59,0.00,14.24,8,0.46,977,0.00,0.00,12.99,16,15.86,12.00,118,6.67,-7.56,6.71,1.52,0.00,-1.08,3.92,0.76,0.00,0.00,14.20,1,0
635202,-7.81,0.00,14.59,8,0.43,1070,0.00,0.00,14.66,16,19.38,16.50,118,7.40,-7.21,7.65,1.60,0.00,-1.08,3.92,0.78,0.00,0.00,14.40,1,0
635293,-10.16,0.00,14.70,8,0.40,1276,0.00,0.00,15.38,16,24.30,19.00,118,7.55,-7.10,8.39,1.62,0.00,-1.08,3.92,0.78,0.00,0.00,14.60,1,0
635385,-12.50,0.00,14.36,8,0.39,1346,0.00,0.00,14.68,16,27.81,22.50,118,7.40,-7.33,8.44,1.64,0.00,-1.39,4.71,0.78,0.00,0.00,14.50,1,0
635477,-10.94,0.00,14.01,8,0.40,1432,0.00,0.00,14.68,16,28.52,27.50,118,7.25,-7.43,8.96,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,14.30,1,0
635568,-7.81,0.00,14.24,8,0.41,1451,0.00,0.00,14.68,16,28.52,27.50,118,7.25,-7.39,9.45,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,14.50,1,0
635659,-3.12,0.00,15.50,8,0.43,1408,0.00,0.00,14.67,16,28.52,28.00,118,7.40,-7.31,9.86,1.72,0.00,-1.39,5.49,0.82,0.00,0.00,14.50,1,0
635750,1.56,0.00,16.31,8,0.44,1486,0.00,0.00,14.67,16,28.52,28.00,118,7.55,-7.12,10.55,1.74,0.00,-1.39,5.88,0.82,0.00,0.00,15.30,1,0
635842,2.34,0.00,17.11,8,0.46,1490,0.00,0.00,14.67,16,28.87,28.50,118,7.84,-6.92,10.86,1.76,0.00,-1.39,5.88,0.84,0.00,0.00,16.20,1,0
635933,0.00,0.00,16.77,8,0.47,1488,0.00,0.00,14.67,16,28.87,28.00,118,7.98,-6.63,11.47,1.78,0.00,-1.39,6.27,0.84,0.00,0.00,16.70,1,0
636024,-1.56,0.00,15.96,8,0.49,1470,0.00,0.00,14.66,16,28.52,28.50,118,8.13,-6.46,11.62,1.80,0.00,-1.39,6.67,0.86,0.00,0.00,16.50,1,0
636116,-1.56,0.00,15.27,8,0.51,1460,0.00,0.00,14.66,16,28.16,28.00,118,8.42,-6.19,11.90,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,15.70,1,0
636206,-1.56,0.00,14.93,8,0.53,1393,0.00,0.00,14.66,16,27.81,27.50,118,8.56,-5.99,12.28,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,15.00,1,0
636298,-0.78,0.00,14.81,8,0.56,1364,0.00,0.00,14.15,16,27.11,27.00,118,9.00,-5.76,12.39,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,14.90,1,0
636389,-0.78,0.00,14.70,8,0.58,1308,0.00,0.00,14.66,16,26.76,26.50,118,9.14,-5.51,12.57,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,14.90,1,0
636481,-0.78,0.00,14.81,8,0.60,1275,0.00,0.00,14.65,16,26.05,26.00,118,9.29,-5.14,12.57,1.84,0.00,-1.39,7.06,0.88,0.00,0.00,14.90,1,0
636571,-0.78,0.00,14.81,8,0.62,1226,0.00,0.00,14.10,16,25.70,26.00,118,9.87,-4.74,12.62,1.84,0.00,-1.39,7.06,0.88,0.00,0.00,14.80,1,0
636664,-0.78,0.00,14.93,8,0.64,1176,0.00,0.00,14.64,16,25.00,25.00,118,10.16,-4.29,12.57,1.82,0.00,-1.08,7.06,0.88,0.00,0.00,14.80,1,0
636755,-1.56,0.00,14.81,8,0.66,1144,0.00,0.00,14.16,16,25.00,25.00,118,10.74,-4.00,12.51,1.84,0.00,-1.08,7.45,0.88,0.00,0.00,14.80,1,0
636846,-1.56,0.00,14.70,8,0.67,1118,0.00,0.00,14.64,16,24.65,24.00,118,10.88,-3.71,12.57,1.84,0.00,-1.08,7.45,0.88,0.00,0.00,14.80,1,0
636938,-2.34,0.00,14.47,8,0.69,1103,0.00,0.00,14.64,16,24.30,24.00,118,11.17,-3.42,12.55,1.82,0.00,-1.08,7.45,0.88,0.00,0.00,14.70,1,0
637029,-2.34,0.00,14.36,8,0.69,1088,0.00,0.00,14.64,16,24.30,23.50,118,11.46,-3.21,12.62,1.84,0.00,-1.08,7.45,0.90,0.00,0.00,14.50,1,0
