Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-7.03,0.00,14.59,8,187,0.22,876,55.6,40.7,0.00,0.00,14.70,16,9.88,8.00,118,4.50,-10.15,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
95,-6.25,0.00,14.70,8,187,0.22,869,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
192,-6.25,0.00,14.70,8,187,0.22,868,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.19,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
287,-6.25,0.00,14.70,8,187,0.22,869,55.7,40.8,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
383,-7.03,0.00,14.81,8,187,0.23,854,55.7,40.7,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
479,-6.25,0.00,14.81,8,187,0.22,860,55.6,40.7,0.00,0.00,14.70,16,9.88,10.00,118,4.50,-10.19,3.25,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
575,-6.25,0.00,14.70,8,187,0.22,869,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.19,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
671,-6.25,0.00,14.70,8,187,0.22,864,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.21,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
767,-6.25,0.00,14.81,8,187,0.22,869,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.19,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
863,-6.25,0.00,14.81,8,187,0.22,875,55.6,40.7,0.00,0.00,14.70,16,9.88,8.00,118,4.50,-10.19,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
959,-6.25,0.00,14.59,8,187,0.22,871,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.21,3.21,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
1054,-6.25,0.00,14.70,8,187,0.23,867,55.6,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.21,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
1151,-6.25,0.00,14.70,8,187,0.22,874,55.7,40.8,0.00,0.00,14.70,16,9.88,8.50,118,4.50,-10.19,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
1246,-7.03,0.00,14.47,8,187,0.22,870,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
1343,-7.03,0.00,14.47,8,187,0.22,866,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
1438,-7.03,0.00,14.59,8,187,0.22,864,55.7,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.19,3.27,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
1534,-7.03,0.00,14.59,8,187,0.22,876,55.6,40.8,0.00,0.00,14.70,16,9.88,8.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
1630,-7.03,0.00,14.59,8,187,0.22,868,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.23,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
1725,-7.03,0.00,14.59,8,187,0.23,858,55.7,40.8,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
1822,-6.25,0.00,14.70,8,187,0.22,868,55.7,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
1918,-7.03,0.00,14.70,8,187,0.23,858,55.6,40.7,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
2014,-6.25,0.00,14.70,8,187,0.22,856,55.6,40.7,0.00,0.00,14.70,16,9.88,10.00,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
2110,-6.25,0.00,14.70,8,187,0.22,868,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.17,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
2206,-6.25,0.00,14.59,8,187,0.22,872,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.19,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
2301,-6.25,0.00,14.81,8,187,0.22,868,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
2398,-6.25,0.00,14.81,8,187,0.22,870,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.19,3.21,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
2493,-6.25,0.00,14.70,8,187,0.23,865,55.6,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
2589,-7.03,0.00,14.59,8,187,0.23,864,55.7,40.7,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.25,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
2686,-6.25,0.00,14.59,8,187,0.22,863,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.17,3.25,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
2781,-6.25,0.00,14.70,8,187,0.22,862,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.17,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
2876,-7.03,0.00,14.70,8,187,0.22,859,55.6,40.7,0.00,0.00,14.70,16,9.88,10.00,118,4.50,-10.17,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
2972,-7.03,0.00,14.59,8,187,0.23,861,55.6,40.7,0.00,0.00,14.70,16,9.88,10.00,118,4.50,-10.15,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
3069,-6.25,0.00,14.70,8,187,0.22,873,55.6,40.7,0.00,0.00,14.70,16,9.88,8.50,118,4.50,-10.15,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
3165,-7.03,0.00,14.70,8,187,0.23,858,55.7,40.8,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
3261,-6.25,0.00,14.81,8,187,0.22,866,55.7,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.17,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
3357,-6.25,0.00,14.70,8,187,0.22,876,55.6,40.7,0.00,0.00,14.70,16,9.88,8.00,118,4.50,-10.15,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
3453,-7.03,0.00,14.59,8,187,0.22,870,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.17,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
3548,-6.25,0.00,14.59,8,187,0.23,856,55.6,40.7,0.00,0.00,14.70,16,9.88,10.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
3644,-6.25,0.00,14.70,8,187,0.23,865,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.27,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
3741,-6.25,0.00,14.70,8,187,0.22,862,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.27,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
3836,-6.25,0.00,14.70,8,187,0.23,858,55.6,40.7,0.00,0.00,14.70,16,9.88,10.00,118,4.50,-10.15,3.25,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
3933,-6.25,0.00,14.81,8,187,0.23,864,55.6,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.27,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4028,-6.25,0.00,14.81,8,187,0.22,873,55.7,40.8,0.00,0.00,14.70,16,9.88,8.50,118,4.50,-10.15,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4124,-6.25,0.00,14.81,8,187,0.22,864,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
4220,-6.25,0.00,14.70,8,187,0.22,863,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.19,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.70
4315,-6.25,0.00,14.59,8,187,0.22,865,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.25,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
4412,-7.03,0.00,14.47,8,187,0.22,868,55.7,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.21,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
4508,-7.03,0.00,14.70,8,187,0.23,870,55.6,40.7,0.00,0.00,14.70,16,9.88,9.00,118,4.50,-10.19,3.23,1.22,0.00,-1.80,0.64,0.00,0.00,14.70
4604,-6.25,0.00,14.59,8,187,0.23,869,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.25,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4700,-7.03,0.00,14.47,8,187,0.23,866,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.17,3.27,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4795,-7.03,0.00,14.36,8,187,0.23,868,55.6,40.7,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.19,3.23,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4892,-6.25,0.00,14.70,8,187,0.23,870,55.7,40.8,0.00,0.00,14.70,16,9.88,9.50,118,4.50,-10.15,3.27,1.24,0.00,-1.80,0.64,0.00,0.00,14.60
4987,-7.03,0.00,14.36,8,187,0.22,882,55.7,40.7,0.00,0.00,14.70,16,9.88,8.50,118,4.50,-10.17,3.27,1.22,0.00,-1.80,0.64,0.00,0.00,14.60
