Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.78,-3.91,14.24,8,0.33,1342,0.00,0.00,14.25,16,11.29,14.50,50,5.66,-9.01,7.57,1.58,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
86,0.78,-3.91,14.36,8,0.33,1359,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.05,7.57,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
173,0.78,-3.91,14.24,8,0.33,1363,0.00,0.00,14.25,16,11.29,13.50,50,5.66,-9.03,7.57,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
260,0.78,-3.91,14.24,8,0.33,1345,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.05,7.57,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
346,0.78,-3.91,14.13,8,0.33,1343,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.05,7.53,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
433,0.78,-3.91,14.13,8,0.34,1346,0.00,0.00,14.25,16,11.29,14.00,50,5.66,-9.05,7.57,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
520,0.78,-3.91,14.24,8,0.34,1351,0.00,0.00,14.25,16,11.29,13.50,50,5.66,-9.05,7.65,1.58,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
607,1.56,-3.91,14.24,8,0.34,1348,0.00,0.00,14.25,16,11.29,14.00,50,5.66,-9.03,7.61,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
706,0.78,-3.91,14.24,8,0.34,1338,0.00,0.00,14.25,16,11.29,14.50,50,5.66,-9.01,7.61,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
781,0.78,-3.91,14.36,8,0.34,1350,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.01,7.65,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
867,0.78,-3.91,14.13,8,0.34,1346,0.00,0.00,14.25,16,11.29,12.50,50,5.66,-9.03,7.57,1.58,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
954,0.78,-3.91,14.13,8,0.33,1350,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.05,7.57,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1041,0.78,-3.91,14.24,8,0.34,1354,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.07,7.57,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1128,0.78,-3.91,14.24,8,0.34,1344,0.00,0.00,14.25,16,10.94,14.50,50,5.66,-9.03,7.53,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
1215,0.78,-3.91,14.24,8,0.34,1347,0.00,0.00,14.25,16,11.29,13.50,50,5.66,-9.01,7.57,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1301,0.78,-3.91,14.24,8,0.33,1360,0.00,0.00,14.25,16,11.29,12.00,50,5.66,-9.05,7.53,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
1389,0.78,-3.91,14.24,8,0.33,1360,0.00,0.00,14.25,16,11.29,12.00,50,5.66,-9.09,7.48,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1476,1.56,-3.91,14.24,8,0.34,1339,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.07,7.53,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1562,0.78,-3.91,14.36,8,0.34,1337,0.00,0.00,14.25,16,11.29,14.50,50,5.66,-9.07,7.57,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
1649,0.78,-3.91,14.24,8,0.34,1352,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.05,7.57,1.58,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1735,0.78,-3.91,14.36,8,0.33,1356,0.00,0.00,14.25,16,11.29,12.50,50,5.66,-9.05,7.57,1.56,0.00,-1.49,0.00,0.62,0.00,0.00,0.00
1822,0.78,-3.91,14.24,8,0.34,1350,0.00,0.00,14.25,16,11.29,13.00,50,5.66,-9.07,7.53,1.56,0.00,-1.49,0.00,0.64,0.00,0.00,0.00
