Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.78,1.56,14.47,8,108,0.30,1288,74.6,47.4,0.00,0.00,14.36,16,10.94,11.50,86,5.08,-9.63,6.35,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
96,1.56,1.56,14.36,8,108,0.29,1290,74.6,47.4,0.00,0.00,14.36,16,10.94,13.00,86,5.08,-9.63,6.35,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
192,1.56,1.56,14.59,8,108,0.30,1290,74.6,47.3,0.00,0.00,14.36,16,10.94,11.50,86,5.08,-9.63,6.35,1.50,0.00,-1.70,0.64,0.00,0.00,14.60
288,1.56,1.56,14.47,8,108,0.30,1290,74.6,47.3,0.00,0.00,14.36,16,10.94,13.50,86,5.08,-9.61,6.35,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
384,0.78,1.56,14.47,8,108,0.29,1286,74.6,47.3,0.00,0.00,14.36,16,10.94,11.50,86,5.08,-9.59,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
479,0.78,1.56,14.36,8,108,0.29,1292,74.6,47.3,0.00,0.00,14.36,16,10.94,13.00,86,5.08,-9.63,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.70
575,0.78,1.56,14.47,8,108,0.29,1286,74.6,47.3,0.00,0.00,14.36,16,10.94,11.50,86,5.08,-9.63,6.31,1.48,0.00,-1.70,0.64,0.00,0.00,14.70
671,0.78,1.56,14.36,8,108,0.29,1278,74.6,47.3,0.00,0.00,14.36,16,10.94,12.00,86,5.08,-9.63,6.31,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
767,0.78,1.56,14.24,8,108,0.30,1303,74.6,47.3,0.00,0.00,14.36,16,10.94,13.00,86,5.08,-9.63,6.31,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
863,0.78,1.56,14.24,8,108,0.29,1291,74.6,47.3,0.00,0.00,14.36,16,10.94,10.50,86,5.08,-9.63,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
959,0.78,1.56,14.24,8,108,0.29,1298,74.6,47.3,0.00,0.00,14.36,16,10.94,12.00,86,5.08,-9.63,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
1054,0.78,1.56,14.24,8,108,0.29,1288,74.6,47.3,0.00,0.00,14.36,16,10.94,12.50,86,5.08,-9.63,6.24,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
1151,0.78,1.56,14.36,8,108,0.29,1290,74.6,47.3,0.00,0.00,14.36,16,10.94,13.50,86,5.08,-9.63,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
1246,1.56,1.56,14.36,8,108,0.29,1293,74.6,47.3,0.00,0.00,14.36,16,10.94,11.50,86,5.08,-9.63,6.27,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
1342,0.78,1.56,14.24,8,108,0.29,1288,74.6,47.3,0.00,0.00,14.36,16,10.94,11.00,86,5.08,-9.63,6.24,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
1438,0.00,1.56,14.01,8,108,0.29,1292,74.5,47.3,0.00,0.00,14.36,16,10.94,13.00,86,5.08,-9.63,6.31,1.50,0.00,-1.70,0.64,0.00,0.00,14.50
