Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Coolant Temperature (F),Mass Airflow (g/s),A/F Sensor #1 (AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value)
689603,0.16,1428,194,7.24,19.29,14.10,14.00,3.63,-11.06,1.56,0.00,0.66,0.00,0.00,0.00,16
689663,0.16,1369,194,7.17,13.55,14.10,22.00,3.77,-10.98,1.56,0.00,0.66,0.00,0.00,0.00,16
689732,0.16,1320,194,6.95,12.17,14.10,22.00,3.92,-10.87,1.54,0.00,0.66,0.00,0.00,0.00,16
689796,0.16,1280,194,6.70,11.48,14.10,22.00,3.92,-10.71,1.52,0.00,0.66,0.00,0.00,0.00,16
689856,0.16,1250,194,6.48,11.25,14.10,22.00,4.06,-10.69,1.50,0.00,0.66,0.00,0.00,0.00,16
689920,0.15,1247,194,6.18,11.25,14.10,22.00,4.06,-10.64,1.48,0.00,0.66,0.00,0.00,0.00,16
689985,0.15,1238,194,6.18,11.14,14.10,22.00,4.06,-10.60,1.48,0.00,0.66,0.00,0.00,0.00,16
690049,0.14,1225,194,5.94,11.14,14.10,22.00,4.06,-10.58,1.46,0.00,0.66,0.00,0.00,0.00,16
690113,0.14,1222,194,5.78,11.14,14.10,22.00,4.06,-10.58,1.46,0.00,0.66,0.00,0.00,0.00,16
690178,0.13,1228,194,5.55,11.14,14.10,22.00,4.06,-10.60,1.44,0.00,0.66,0.00,0.00,0.00,16
690242,0.13,1216,194,5.43,11.14,14.10,22.00,4.06,-10.62,1.42,0.00,0.66,0.00,0.00,0.00,16
690306,0.13,1212,194,5.30,11.14,14.10,22.00,4.06,-10.67,1.42,0.00,0.66,0.00,0.00,0.00,16
690370,0.13,1206,194,5.21,11.14,14.10,22.00,4.06,-10.69,1.40,0.00,0.66,0.00,0.00,0.00,16
690431,0.13,1182,194,5.10,11.14,14.10,22.00,3.92,-10.71,1.40,0.00,0.66,0.00,0.00,0.00,16
690495,0.13,1164,194,5.08,11.14,14.10,22.00,3.92,-10.71,1.40,0.00,0.66,0.00,0.00,0.00,16
690563,0.13,1141,194,5.01,11.14,14.10,22.00,3.92,-10.71,1.40,0.00,0.66,0.00,0.00,0.00,16
690627,0.14,1119,194,4.97,11.14,14.10,22.00,3.92,-10.71,1.40,0.00,0.66,0.00,0.00,0.00,16
690687,0.14,1084,194,4.95,11.25,14.10,22.00,4.06,-10.67,1.40,0.00,0.66,0.00,0.00,0.00,16
690751,0.14,1042,194,4.95,11.48,14.10,22.00,4.06,-10.67,1.40,0.00,0.66,0.00,0.00,0.00,16
690820,0.15,1022,194,4.95,11.60,14.10,22.00,4.06,-10.56,1.40,0.00,0.66,0.00,0.00,0.00,16
690880,0.15,991,194,4.91,11.83,14.10,22.00,4.21,-10.50,1.40,0.00,0.66,0.00,0.00,0.00,16
690945,0.14,980,194,4.75,12.06,14.10,22.00,4.21,-10.38,1.38,0.00,0.66,0.00,0.00,0.00,16
691009,0.14,967,194,4.60,12.29,14.10,22.00,4.35,-10.29,1.36,0.00,0.66,0.00,0.00,0.00,16
691070,0.14,948,194,4.37,12.40,14.10,22.00,4.50,-10.23,1.34,0.00,0.66,0.00,0.00,0.00,16
691134,0.13,948,194,4.15,12.98,14.10,22.00,4.50,-10.17,1.32,0.00,0.66,0.00,0.00,0.00,16
691198,0.13,932,194,4.07,12.98,14.10,22.00,4.50,-10.11,1.30,0.00,0.66,0.00,0.00,0.00,16
691263,0.14,916,194,3.96,13.21,14.10,22.00,4.64,-10.07,1.30,0.00,0.66,0.00,0.00,0.00,16
691327,0.14,883,194,3.93,13.67,14.10,22.00,4.64,-10.02,1.32,0.00,0.66,0.00,0.00,0.00,16
691391,0.15,845,194,3.96,13.78,14.10,22.00,4.79,-9.90,1.32,0.00,0.66,0.00,0.00,0.00,16
691456,0.16,798,194,3.99,14.01,14.10,22.00,4.93,-9.75,1.30,0.00,0.66,0.00,0.00,0.00,16
691521,0.16,764,194,4.02,14.01,14.10,22.00,5.08,-9.67,1.32,0.00,0.66,0.00,0.00,0.00,16
691581,0.16,762,194,4.02,14.36,14.10,22.00,5.22,-9.48,1.32,0.00,0.66,0.00,0.00,0.00,16
691645,0.16,769,194,3.99,14.47,14.10,22.00,5.37,-9.32,1.30,0.00,0.66,0.00,0.00,0.00,16
691710,0.16,773,194,4.02,14.59,14.10,22.00,5.37,-9.28,1.30,0.00,0.66,0.00,0.00,0.00,16
691774,0.16,763,194,3.91,14.70,14.10,22.00,5.51,-9.20,1.32,0.00,0.66,0.00,0.00,0.00,16
691839,0.16,754,194,3.91,14.70,14.10,22.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
691903,0.16,752,194,3.96,14.81,14.10,22.00,5.66,-9.11,1.32,0.00,0.66,0.00,0.00,0.00,16
691963,0.16,752,194,3.96,15.04,14.10,22.00,5.66,-9.03,1.32,0.00,0.66,0.00,0.00,0.00,16
692032,0.16,752,194,4.02,15.16,14.10,22.00,5.80,-8.99,1.30,0.00,0.66,0.00,0.00,0.00,16
692096,0.16,750,194,4.02,15.62,14.10,22.00,5.80,-8.89,1.32,0.00,0.66,0.00,0.00,0.00,16
692156,0.16,747,194,4.10,15.85,14.10,22.00,5.80,-8.88,1.32,0.00,0.66,0.00,0.00,0.00,16
692220,0.16,760,194,4.07,16.19,14.10,21.00,5.95,-8.84,1.32,0.00,0.66,0.00,0.00,0.00,16
692288,0.15,778,194,4.10,16.31,14.10,19.00,5.80,-8.84,1.32,0.00,0.66,0.00,0.00,0.00,16
692348,0.15,799,194,4.04,16.54,14.10,16.50,5.80,-8.88,1.32,0.00,0.66,0.00,0.00,0.00,16
692412,0.15,822,194,3.99,16.65,14.10,14.00,5.80,-8.88,1.32,0.00,0.66,0.00,0.00,0.00,16
692477,0.15,818,194,3.99,16.88,14.10,14.00,5.80,-8.93,1.30,0.00,0.66,0.00,0.00,0.00,16
692541,0.14,816,194,3.99,17.00,14.10,14.50,5.80,-8.95,1.30,0.00,0.66,0.00,0.00,0.00,16
692605,0.14,816,194,3.93,17.23,14.10,14.50,5.80,-8.99,1.30,0.00,0.66,0.00,0.00,0.00,16
692669,0.14,824,194,3.99,17.00,14.10,13.50,5.66,-9.01,1.32,0.00,0.66,0.00,0.00,0.00,16
692730,0.14,822,194,3.96,17.34,14.10,14.00,5.66,-9.05,1.32,0.00,0.66,0.00,0.00,0.00,16
692794,0.15,807,194,3.99,17.23,14.10,15.50,5.66,-9.05,1.32,0.00,0.66,0.00,0.00,0.00,16
692858,0.15,810,194,3.96,17.23,14.10,15.00,5.66,-9.05,1.30,0.00,0.66,0.00,0.00,0.00,16
692923,0.15,824,194,3.99,17.23,14.10,13.50,5.66,-9.07,1.32,0.00,0.66,0.00,0.00,0.00,16
692988,0.14,832,194,4.04,17.00,14.10,12.50,5.66,-9.07,1.32,0.00,0.66,0.00,0.00,0.00,16
693052,0.14,846,194,3.99,17.00,14.10,11.00,5.66,-9.11,1.32,0.00,0.66,0.00,0.00,0.00,16
693116,0.14,846,194,3.99,16.77,14.10,11.50,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
693177,0.14,853,194,3.96,16.77,14.10,10.50,5.51,-9.15,1.30,0.00,0.66,0.00,0.00,0.00,16
693241,0.14,856,194,3.96,16.54,14.10,10.50,5.51,-9.20,1.30,0.00,0.66,0.00,0.00,0.00,16
693309,0.14,858,194,3.93,16.65,14.10,11.00,5.51,-9.24,1.30,0.00,0.66,0.00,0.00,0.00,16
693370,0.14,840,194,3.93,16.54,14.10,12.50,5.37,-9.28,1.30,0.00,0.66,0.00,0.00,0.00,16
693434,0.14,834,194,3.93,16.42,14.10,13.00,5.37,-9.28,1.32,0.00,0.66,0.00,0.00,0.00,16
