Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Throttle Sensor Voltage (V),Coolant Temperature (F),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Turbo Dynamics Proportional* (absolute %)
13616,13.09,0.23,2002,0.00,0.00,16,38.36,38.00,7.25,-7.33,14.53,0.92,196,1.90,0.00,0.00
13676,13.55,0.24,1994,0.00,0.00,16,38.71,38.00,7.55,-7.08,15.77,0.92,196,1.96,0.00,0.00
13742,14.13,0.25,2024,0.00,0.00,16,39.41,39.00,7.84,-6.75,16.81,0.94,196,2.00,0.00,0.00
13805,14.59,0.26,2010,0.00,0.00,16,39.41,39.00,8.13,-6.46,17.26,0.96,196,2.02,0.00,0.00
13871,14.70,0.28,2021,0.00,0.00,16,39.77,39.00,8.42,-6.17,17.55,0.96,196,2.04,0.00,0.00
13936,14.59,0.29,2007,0.00,0.00,16,40.12,39.00,8.71,-5.88,19.11,0.98,196,2.08,0.00,0.00
13999,14.59,0.30,2012,0.00,0.00,16,39.77,39.00,9.00,-5.53,19.82,1.00,196,2.10,0.00,0.00
14063,14.59,0.30,2019,0.00,0.00,16,39.77,39.00,9.43,-5.28,19.66,1.00,196,2.10,0.00,0.00
14128,14.47,0.31,2025,0.00,0.00,16,40.12,39.50,9.58,-5.01,21.54,1.02,196,2.14,0.00,0.00
14192,14.59,0.32,2026,0.00,0.00,16,40.12,39.50,9.87,-4.74,21.27,1.02,196,2.14,0.00,0.00
14251,14.70,0.33,2011,0.00,0.00,16,40.12,39.00,10.16,-4.58,22.23,1.02,196,2.14,0.00,0.00
14317,14.70,0.33,2025,0.00,0.00,16,40.12,39.50,10.16,-4.45,22.31,1.04,196,2.16,0.00,0.00
14384,14.81,0.34,2034,0.00,0.00,16,39.77,39.00,10.45,-4.29,22.67,1.04,196,2.18,0.00,0.00
14444,14.81,0.34,2041,0.00,0.00,16,40.12,39.50,10.59,-4.08,23.34,1.06,196,2.20,0.00,0.00
14511,14.81,0.36,2032,0.00,0.00,16,40.12,39.50,10.88,-3.85,24.22,1.06,196,2.22,0.00,0.00
14573,14.70,0.38,2036,0.00,0.00,16,38.71,38.00,11.17,-3.46,25.40,1.10,196,2.24,0.00,0.00
14637,14.70,0.40,2031,0.00,0.00,16,37.30,36.00,11.46,-3.09,26.73,1.12,196,2.28,0.00,0.00
14701,14.70,0.41,2059,0.00,0.00,16,36.60,35.50,11.46,-2.71,27.99,1.14,196,2.28,0.00,0.00
14765,14.81,0.41,2047,0.00,0.00,16,35.20,35.00,12.04,-2.28,27.89,1.16,196,2.30,0.00,0.00
14829,14.59,0.42,2038,0.00,0.00,16,35.20,34.00,12.33,-2.11,28.52,1.16,196,2.30,0.00,0.00
14893,14.24,0.41,2054,0.00,0.00,16,34.84,34.50,12.62,-1.97,28.63,1.18,196,2.32,0.00,0.00
14957,14.47,0.40,2069,0.00,0.00,16,36.60,35.50,12.77,-2.11,26.82,1.14,196,2.30,0.00,0.00
15021,14.70,0.37,2065,0.00,0.00,16,36.95,35.50,12.62,-3.44,26.83,1.00,196,2.26,0.00,0.00
15085,14.81,0.33,2052,0.00,0.00,16,40.47,37.50,11.32,-4.33,20.82,0.94,196,2.10,0.00,0.00
15149,14.93,0.29,2062,0.00,0.00,16,40.47,40.00,10.30,-5.12,19.45,0.92,196,2.04,0.00,0.00
15213,14.47,0.26,2066,0.00,0.00,16,40.47,40.00,9.58,-5.86,17.16,0.88,196,1.98,0.00,0.00
15277,13.55,0.24,2066,0.00,0.00,16,40.12,40.00,8.71,-6.63,13.26,0.86,196,1.92,0.00,0.00
15341,13.32,0.21,2064,0.00,0.00,16,39.41,39.00,8.13,-7.10,14.76,0.84,196,1.82,0.00,0.00
15405,13.21,0.20,2056,0.00,0.00,16,38.36,38.00,7.55,-7.48,12.20,0.84,196,1.84,0.00,0.00
15469,13.32,0.18,2082,0.00,0.00,16,38.01,37.50,7.25,-7.68,12.63,0.84,196,1.82,0.00,0.00
15533,13.90,0.18,2065,0.00,0.00,16,36.95,36.50,6.96,-7.85,12.48,0.84,196,1.82,0.00,0.00
15597,14.24,0.17,2078,0.00,0.00,16,37.30,36.50,6.82,-7.99,12.14,0.84,196,1.84,0.00,0.00
15661,14.81,0.18,2108,0.00,0.00,16,36.95,36.50,6.67,-8.14,11.99,0.84,196,1.82,0.00,0.00
15725,15.27,0.17,2035,0.00,0.00,16,36.60,36.50,6.53,-8.26,11.71,0.84,196,1.82,0.00,0.00
15789,15.96,0.16,2099,0.00,0.00,16,36.95,36.50,6.38,-8.39,11.40,0.82,196,1.78,0.00,0.00
15853,16.42,0.15,2050,0.00,0.00,16,35.90,35.50,6.24,-8.51,9.80,0.82,196,1.72,0.00,0.00
15917,15.85,0.15,2078,0.00,0.00,16,35.90,35.50,6.09,-8.68,10.43,0.82,196,1.74,0.00,0.00
15985,15.39,0.15,2065,0.00,0.00,16,35.55,35.00,5.95,-8.80,10.17,0.82,196,1.72,0.00,0.00
16045,15.16,0.15,2081,0.00,0.00,16,35.55,35.00,5.80,-8.99,10.13,0.80,196,1.72,0.00,0.00
16108,15.04,0.14,2069,0.00,0.00,16,34.84,35.00,5.66,-9.11,9.57,0.80,196,1.70,0.00,0.00
16172,15.16,0.14,2057,0.00,0.00,16,34.84,34.00,5.51,-9.24,9.40,0.80,196,1.70,0.00,0.00
16236,15.27,0.13,2076,0.00,0.00,16,34.49,34.00,5.37,-9.34,9.17,0.78,196,1.68,0.00,0.00
16301,15.16,0.13,2072,0.00,0.00,16,34.49,34.00,5.37,-9.42,8.91,0.78,196,1.66,0.00,0.00
16362,15.16,0.11,2051,0.00,0.00,16,34.49,34.00,5.22,-9.53,8.74,0.78,196,1.64,0.00,0.00
16429,15.16,0.12,2064,0.00,0.00,16,33.09,32.50,5.08,-9.63,8.03,0.78,196,1.62,0.00,0.00
16492,15.16,0.13,2036,0.00,0.00,16,33.44,33.00,5.08,-9.65,8.51,0.78,196,1.64,0.00,0.00
16555,15.27,0.12,2078,0.00,0.00,16,34.14,33.50,5.08,-9.77,8.52,0.78,196,1.64,0.00,0.00
16620,16.31,0.12,2066,0.00,0.00,16,34.14,33.50,4.93,-9.80,8.51,0.78,196,1.64,0.00,0.00
16684,15.73,0.12,2043,0.00,0.00,16,33.79,33.00,4.93,-9.84,8.27,0.78,196,1.62,0.00,0.00
16747,15.50,0.11,2067,0.00,0.00,16,33.79,33.00,4.79,-9.86,7.69,0.78,196,1.58,0.00,0.00
16812,15.27,0.12,2061,0.00,0.00,16,33.44,33.00,4.79,-9.88,7.90,0.78,196,1.60,0.00,0.00
16875,14.93,0.12,2051,0.00,0.00,16,33.44,33.00,4.79,-9.92,8.19,0.78,196,1.62,0.00,0.00
16937,14.70,0.12,2061,0.00,0.00,16,33.44,33.00,4.79,-9.94,8.06,0.78,196,1.62,0.00,0.00
17001,14.24,0.12,2051,0.00,0.00,16,33.79,33.00,4.79,-9.94,8.23,0.78,196,1.62,0.00,0.00
17067,14.24,0.12,2068,0.00,0.00,16,33.44,33.00,4.79,-9.96,8.22,0.78,196,1.62,0.00,0.00
17129,14.47,0.12,2040,0.00,0.00,16,33.44,33.00,4.79,-9.96,8.19,0.78,196,1.60,0.00,0.00
17195,14.47,0.12,2044,0.00,0.00,16,33.79,33.00,4.79,-9.96,8.36,0.78,196,1.62,0.00,0.00
17258,14.47,0.12,2062,0.00,0.00,16,33.79,33.00,4.79,-10.00,8.22,0.78,196,1.62,0.00,0.00
17322,14.47,0.12,2050,0.00,0.00,16,33.79,33.00,4.64,-10.00,7.94,0.78,196,1.62,0.00,0.00
17384,14.36,0.12,2053,0.00,0.00,16,33.44,33.00,4.64,-10.00,8.18,0.78,196,1.60,0.00,0.00
17448,14.36,0.11,2040,0.00,0.00,16,33.44,33.00,4.64,-10.02,7.90,0.78,196,1.62,0.00,0.00
17514,14.36,0.12,2037,0.00,0.00,16,33.09,33.00,4.64,-10.02,7.82,0.78,196,1.58,0.00,0.00
17577,14.36,0.12,2048,0.00,0.00,16,33.44,33.00,4.64,-10.04,8.14,0.78,196,1.60,0.00,0.00
17642,14.13,0.12,2075,0.00,0.00,16,33.79,33.00,4.64,-10.02,8.23,0.78,196,1.62,0.00,0.00
17707,14.36,0.12,2016,0.00,0.00,16,33.44,33.00,4.64,-10.02,8.06,0.78,196,1.60,0.00,0.00
17768,14.59,0.12,2043,0.00,0.00,16,33.44,33.00,4.64,-10.02,8.11,0.78,196,1.60,0.00,0.00
17831,14.47,0.11,2047,0.00,0.00,16,33.44,33.00,4.64,-10.02,7.78,0.78,196,1.60,0.00,0.00
17899,14.59,0.12,2028,0.00,0.00,16,33.79,33.00,4.64,-10.02,8.03,0.78,196,1.60,0.00,0.00
17963,14.59,0.12,1987,0.00,0.00,16,33.44,33.00,4.64,-10.02,8.03,0.78,196,1.60,0.00,0.00
18026,14.70,0.11,2082,0.00,0.00,16,33.09,33.00,4.64,-10.06,7.94,0.78,196,1.58,0.00,0.00
18088,14.59,0.10,2046,0.00,0.00,16,32.73,32.00,4.64,-10.31,7.33,0.72,196,1.56,0.00,0.00
18152,14.47,0.09,1988,0.00,0.00,16,33.09,32.00,4.35,-10.58,5.49,0.70,196,1.40,0.00,0.00
18218,14.59,0.07,2084,0.00,0.00,16,33.09,32.50,4.06,-10.79,4.69,0.70,196,1.40,0.00,0.00
18283,14.59,0.07,2034,0.00,0.00,16,33.09,32.50,3.92,-10.96,4.66,0.70,196,1.38,0.00,0.00
18346,14.47,0.09,2008,0.00,0.00,16,30.62,31.00,3.77,-10.96,4.94,0.70,196,1.40,0.00,0.00
18412,14.47,0.09,2008,0.00,0.00,16,27.81,28.50,3.77,-10.87,6.11,0.70,196,1.48,0.00,0.00
18473,14.70,0.09,2041,0.00,0.00,16,23.59,24.50,3.92,-10.87,5.91,0.70,196,1.46,0.00,0.00
18538,15.16,0.10,2025,0.00,0.00,16,20.78,20.50,3.77,-10.94,5.91,0.70,196,1.48,0.00,0.00
18602,15.96,0.08,2017,0.00,0.00,16,17.62,18.50,3.77,-10.91,6.66,0.70,196,1.50,0.00,0.00
18666,17.34,0.10,2021,0.00,0.00,16,13.40,14.00,3.77,-10.81,5.68,0.70,196,1.48,0.00,0.00
18729,19.18,0.09,2015,0.00,0.00,16,10.94,11.50,3.92,-10.73,6.40,0.70,196,1.50,0.00,0.00
18792,21.02,0.09,2023,0.00,0.00,16,7.42,7.00,4.06,-10.69,6.29,0.70,196,1.48,0.00,0.00
18858,21.94,0.10,2015,0.00,0.00,16,3.91,4.50,4.06,-10.64,6.51,0.70,196,1.52,0.00,0.00
18922,22.97,0.10,2008,0.00,0.00,16,2.15,1.00,4.06,-10.60,6.40,0.70,196,1.50,0.00,0.00
18985,23.31,0.10,1994,0.00,0.00,16,4.26,4.00,4.06,-10.58,6.77,0.70,196,1.54,0.00,0.00
19048,23.08,0.09,2010,0.00,0.00,16,5.66,5.00,4.06,-10.60,6.55,0.70,196,1.50,0.00,0.00
19111,23.66,0.09,2012,0.00,0.00,16,9.88,9.50,3.92,-10.85,5.68,0.70,196,1.44,0.00,0.00
19177,23.66,0.08,2002,0.00,0.00,16,13.05,12.50,3.77,-10.94,5.81,0.70,196,1.44,0.00,0.00
19241,23.66,0.09,2007,0.00,0.00,16,15.51,15.00,3.77,-10.94,6.07,0.70,196,1.48,0.00,0.00
19303,23.20,0.09,1980,0.00,0.00,16,19.38,20.50,3.63,-11.04,5.59,0.70,196,1.44,0.00,0.00
19368,23.43,0.10,1994,0.00,0.00,16,23.59,23.00,3.63,-11.10,6.15,0.70,196,1.52,0.00,0.00
19432,22.16,0.10,1995,0.00,0.00,16,26.41,26.00,3.63,-11.12,6.81,0.70,196,1.54,0.00,0.00
19493,20.67,0.10,2002,0.00,0.00,16,29.22,29.50,3.48,-11.18,6.04,0.70,196,1.48,0.00,0.00
19560,19.87,0.10,1988,0.00,0.00,16,32.38,32.00,3.48,-11.18,6.51,0.70,196,1.50,0.00,0.00
19624,17.57,0.10,1990,0.00,0.00,16,32.73,32.00,3.48,-11.20,6.73,0.70,196,1.52,0.00,0.00
19688,15.85,0.10,1972,0.00,0.00,16,32.73,32.00,3.48,-11.20,6.62,0.70,196,1.52,0.00,0.00
19751,15.16,0.10,1978,0.00,0.00,16,32.38,32.00,3.48,-11.20,6.18,0.70,196,1.52,0.00,0.00
19816,14.70,0.11,1982,0.00,0.00,16,32.73,32.00,3.48,-11.20,6.77,0.70,196,1.52,0.00,0.00
19877,14.70,0.10,1986,0.00,0.00,16,32.38,32.00,3.48,-11.20,6.81,0.70,196,1.52,0.00,0.00
19943,14.01,0.10,1977,0.00,0.00,16,32.38,32.00,3.48,-11.18,6.92,0.70,196,1.52,0.00,0.00
20005,12.98,0.11,1980,0.00,0.00,16,32.38,32.00,3.48,-11.18,7.03,0.70,196,1.54,0.00,0.00
20069,12.40,0.10,1958,0.00,0.00,16,32.38,31.50,3.48,-11.18,6.73,0.70,196,1.54,0.00,0.00
20132,12.40,0.10,1971,0.00,0.00,16,32.03,32.00,3.48,-11.20,6.70,0.70,196,1.52,0.00,0.00
20197,12.29,0.10,1957,0.00,0.00,16,32.38,31.50,3.48,-11.22,6.73,0.70,196,1.52,0.00,0.00
20263,12.29,0.10,1983,0.00,0.00,16,32.38,31.50,3.48,-11.20,6.33,0.70,196,1.52,0.00,0.00
20327,12.29,0.10,1960,0.00,0.00,16,32.38,32.00,3.48,-11.16,6.44,0.72,196,1.48,0.00,0.00
20389,12.40,0.11,1976,0.00,0.00,16,32.38,31.50,3.48,-11.10,6.81,0.70,196,1.52,0.00,0.00
20455,12.52,0.11,1943,0.00,0.00,16,32.38,32.00,3.63,-10.94,7.37,0.72,196,1.54,0.00,0.00
20518,12.98,0.11,1952,0.00,0.00,16,32.38,31.50,3.77,-10.93,7.24,0.72,196,1.58,0.00,0.00
20582,13.90,0.12,1956,0.00,0.00,16,32.03,31.50,3.77,-10.94,7.62,0.72,196,1.56,0.00,0.00
20643,14.81,0.11,1953,0.00,0.00,16,32.38,32.00,3.77,-10.81,7.62,0.74,196,1.58,0.00,0.00
20710,14.81,0.10,1954,0.00,0.00,16,32.03,32.00,3.92,-10.79,7.46,0.74,196,1.56,0.00,0.00
20774,15.39,0.12,1952,0.00,0.00,16,32.03,31.50,3.92,-10.77,6.55,0.74,196,1.54,0.00,0.00
20835,16.54,0.12,1967,0.00,0.00,16,32.03,32.00,3.92,-10.67,7.57,0.74,196,1.56,0.00,0.00
20901,17.11,0.12,1932,0.00,0.00,16,32.73,32.00,4.06,-10.67,7.94,0.74,196,1.60,0.00,0.00
20964,17.34,0.12,1932,0.00,0.00,16,32.38,32.00,4.06,-10.65,7.94,0.74,196,1.60,0.00,0.00
21028,16.65,0.12,1939,0.00,0.00,16,32.73,32.00,4.06,-10.62,7.74,0.74,196,1.58,0.00,0.00
21093,16.19,0.12,1948,0.00,0.00,16,32.38,32.00,4.06,-10.62,7.82,0.74,196,1.58,0.00,0.00
21154,15.62,0.12,1928,0.00,0.00,16,32.38,31.50,4.06,-10.62,7.41,0.74,196,1.58,0.00,0.00
21222,15.39,0.11,1956,0.00,0.00,16,32.38,32.00,4.06,-10.89,7.08,0.66,196,1.50,0.00,0.00
21286,14.93,0.10,1949,0.00,0.00,16,25.00,25.00,3.63,-11.22,5.55,0.66,196,1.42,0.00,0.00
21350,14.59,0.08,1940,0.00,0.00,16,17.62,18.50,3.48,-11.37,4.82,0.66,196,1.40,0.00,0.00
21414,14.24,0.08,1949,0.00,0.00,16,11.99,11.50,3.34,-11.52,5.40,0.66,196,1.42,0.00,0.00
21477,14.13,0.08,1938,0.00,0.00,16,7.42,6.50,3.19,-11.56,5.46,0.66,196,1.44,0.00,0.00
21541,14.01,0.09,1931,0.00,0.00,16,6.37,6.00,3.19,-11.51,5.33,0.66,196,1.44,0.00,0.00
21605,14.59,0.09,1923,0.00,0.00,16,8.12,8.00,3.19,-11.43,5.40,0.66,196,1.44,0.00,0.00
21668,14.93,0.09,1922,0.00,0.00,16,8.48,8.00,3.34,-11.37,5.72,0.66,196,1.44,0.00,0.00
21732,15.39,0.09,1919,0.00,0.00,16,9.18,9.00,3.34,-11.37,5.52,0.66,196,1.44,0.00,0.00
21797,16.42,0.08,1929,0.00,0.00,16,9.88,9.50,3.34,-11.37,5.33,0.66,196,1.42,0.00,0.00
21861,17.34,0.08,1921,0.00,0.00,16,10.94,8.50,3.34,-11.35,5.23,0.66,196,1.42,0.00,0.00
21926,18.38,0.09,1930,0.00,0.00,16,6.37,6.00,3.34,-11.33,5.71,0.66,196,1.44,0.00,0.00
21987,19.87,0.09,1921,0.00,0.00,16,8.83,8.50,3.34,-11.33,5.78,0.66,196,1.46,0.00,0.00
22054,21.25,0.09,1925,0.00,0.00,16,7.77,7.50,3.34,-11.33,5.49,0.66,196,1.44,0.00,0.00
22114,23.54,0.09,1920,0.00,0.00,16,9.18,9.00,3.34,-11.33,5.62,0.66,196,1.46,0.00,0.00
22179,25.27,0.09,1905,0.00,0.00,16,10.23,12.50,3.34,-11.33,5.65,0.66,196,1.44,0.00,0.00
22245,25.61,0.09,1901,0.00,0.00,16,9.88,13.50,3.34,-11.35,5.72,0.64,196,1.44,0.00,0.00
22309,25.61,0.09,1904,0.00,0.00,16,10.59,13.00,3.34,-11.35,5.62,0.66,196,1.44,0.00,0.00
22372,24.81,0.07,1894,0.00,0.00,16,11.99,14.00,3.34,-11.35,4.66,0.66,196,1.38,0.00,0.00
22435,23.89,0.08,1900,0.00,0.00,16,10.94,13.50,3.34,-11.37,4.91,0.66,196,1.42,0.00,0.00
22498,23.66,0.09,1891,0.00,0.00,16,13.75,14.00,3.34,-11.37,5.30,0.66,196,1.44,0.00,0.00
22564,23.66,0.09,1900,0.00,0.00,16,12.70,14.00,3.34,-11.37,5.59,0.66,196,1.44,0.00,0.00
22629,23.66,0.08,1902,0.00,0.00,16,14.10,13.00,3.34,-11.37,4.86,0.66,196,1.44,0.00,0.00
22692,23.66,0.09,1896,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.52,0.66,196,1.38,0.00,0.00
22756,23.54,0.09,1893,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.36,0.66,196,1.44,0.00,0.00
22817,23.66,0.08,1894,0.00,0.00,16,14.10,14.00,3.34,-11.37,4.91,0.66,196,1.44,0.00,0.00
22883,24.00,0.07,1887,0.00,0.00,16,14.10,14.00,3.34,-11.37,4.79,0.66,196,1.38,0.00,0.00
22948,24.00,0.09,1893,0.00,0.00,16,14.10,14.00,3.34,-11.37,2.90,0.66,196,1.36,0.00,0.00
23009,23.54,0.09,1884,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.55,0.66,196,1.44,0.00,0.00
23078,23.89,0.09,1872,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.71,0.66,196,1.44,0.00,0.00
23139,23.89,0.09,1870,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.71,0.66,196,1.46,0.00,0.00
23203,23.89,0.09,1866,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.68,0.66,196,1.46,0.00,0.00
23267,23.66,0.08,1864,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.49,0.66,196,1.42,0.00,0.00
23328,23.89,0.09,1866,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.16,0.66,196,1.40,0.00,0.00
23395,23.66,0.09,1859,0.00,0.00,16,14.10,14.00,3.34,-11.37,5.46,0.66,196,1.44,0.00,0.00
23459,23.66,0.09,1864,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.55,0.66,196,1.44,0.00,0.00
23522,23.77,0.09,1918,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.68,0.66,196,1.46,0.00,0.00
23587,23.77,0.09,1792,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.91,0.66,196,1.48,0.00,0.00
23648,23.77,0.10,1856,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.74,0.64,196,1.46,0.00,0.00
23714,23.77,0.09,1852,0.00,0.00,16,14.10,14.00,3.34,-11.39,5.94,0.66,196,1.46,0.00,0.00
23775,23.66,0.09,1849,0.00,0.00,16,14.10,14.00,3.34,-11.41,5.62,0.66,196,1.42,0.00,0.00
23842,23.77,0.09,1849,0.00,0.00,16,14.10,14.00,3.34,-11.41,5.62,0.66,196,1.46,0.00,0.00
23906,23.77,0.10,1841,0.00,0.00,16,14.10,14.00,3.34,-11.41,5.62,0.66,196,1.48,0.00,0.00
23968,23.77,0.10,1840,0.00,0.00,16,14.10,14.00,3.34,-11.41,6.00,0.66,196,1.48,0.00,0.00
24033,23.77,0.10,1839,0.00,0.00,16,14.10,14.00,3.34,-11.43,6.00,0.66,196,1.46,0.00,0.00
24095,24.00,0.10,1848,0.00,0.00,16,14.10,14.00,3.34,-11.41,5.81,0.66,196,1.46,0.00,0.00
24160,23.77,0.09,1842,0.00,0.00,16,14.10,14.00,3.34,-11.43,5.91,0.66,196,1.46,0.00,0.00
24225,23.77,0.09,1846,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.33,0.66,196,1.42,0.00,0.00
24289,23.89,0.09,1838,0.00,0.00,16,14.10,14.00,3.34,-11.43,5.74,0.66,196,1.46,0.00,0.00
24352,23.43,0.10,1842,0.00,0.00,16,14.10,14.00,3.34,-11.43,5.72,0.66,196,1.44,0.00,0.00
24417,23.77,0.09,1836,0.00,0.00,16,14.10,14.00,3.34,-11.43,6.00,0.66,196,1.48,0.00,0.00
24481,23.77,0.09,1834,0.00,0.00,16,14.10,14.00,3.34,-11.43,5.40,0.66,196,1.44,0.00,0.00
24542,24.00,0.10,1834,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.62,0.66,196,1.46,0.00,0.00
24609,23.66,0.10,1831,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.87,0.66,196,1.46,0.00,0.00
24670,23.66,0.10,1830,0.00,0.00,16,14.10,14.00,3.34,-11.43,6.04,0.66,196,1.48,0.00,0.00
24737,23.77,0.09,1827,0.00,0.00,16,14.10,14.00,3.19,-11.43,5.81,0.66,196,1.46,0.00,0.00
24801,23.66,0.09,1820,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.33,0.66,196,1.44,0.00,0.00
24865,24.00,0.09,1812,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.87,0.66,196,1.46,0.00,0.00
24928,23.66,0.09,1802,0.00,0.00,16,14.10,14.00,3.19,-11.43,5.74,0.66,196,1.46,0.00,0.00
24989,23.77,0.10,1812,0.00,0.00,16,14.10,14.00,3.34,-11.43,5.85,0.66,196,1.46,0.00,0.00
25054,23.66,0.10,1799,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.85,0.66,196,1.46,0.00,0.00
25118,23.66,0.10,1806,0.00,0.00,16,14.10,14.00,3.19,-11.45,5.87,0.66,196,1.46,0.00,0.00
25182,23.66,0.11,1799,0.00,0.00,16,14.10,14.00,3.19,-11.37,6.26,0.68,196,1.46,0.00,0.00
25246,24.12,0.12,1800,0.00,0.00,16,14.10,14.00,3.34,-11.25,6.99,0.68,196,1.52,0.00,0.00
27290,24.12,0.12,1800,0.00,0.00,16,14.10,14.00,3.34,-11.25,6.99,0.68,196,1.52,0.00,0.00
27765,14.93,0.14,1786,0.00,0.00,16,30.62,30.50,4.93,-9.82,8.31,0.78,194,1.62,0.00,0.00
27832,14.81,0.14,1802,0.00,0.00,16,30.98,30.50,4.93,-9.82,8.27,0.78,194,1.62,0.00,0.00
27894,14.59,0.13,1800,0.00,0.00,16,30.62,30.50,4.79,-9.84,8.11,0.78,194,1.62,0.00,0.00
27958,14.36,0.13,1794,0.00,0.00,16,30.27,29.50,4.93,-9.86,7.41,0.78,194,1.58,0.00,0.00
28021,14.24,0.14,1801,0.00,0.00,16,30.62,30.00,4.79,-9.86,7.82,0.78,194,1.60,0.00,0.00
28085,14.13,0.14,1789,0.00,0.00,16,30.98,30.50,4.79,-9.88,8.39,0.78,194,1.62,0.00,0.00
28151,14.24,0.14,1808,0.00,0.00,16,30.98,30.50,4.79,-9.92,8.27,0.78,194,1.62,0.00,0.00
28215,14.47,0.13,1792,0.00,0.00,16,30.62,30.00,4.79,-9.96,7.86,0.76,194,1.58,0.00,0.00
28279,14.70,0.12,1791,0.00,0.00,16,30.27,29.50,4.64,-10.06,7.70,0.76,194,1.58,0.00,0.00
28339,14.81,0.12,1802,0.00,0.00,16,30.27,29.50,4.50,-10.15,7.21,0.76,194,1.56,0.00,0.00
28406,14.93,0.12,1789,0.00,0.00,16,29.92,29.50,4.50,-10.23,7.29,0.76,194,1.56,0.00,0.00
28470,14.93,0.12,1791,0.00,0.00,16,29.92,29.50,4.50,-10.25,7.21,0.76,194,1.56,0.00,0.00
28534,14.81,0.11,1802,0.00,0.00,16,29.92,29.50,4.35,-10.29,6.73,0.76,194,1.52,0.00,0.00
28598,14.81,0.12,1771,0.00,0.00,16,29.57,29.00,4.35,-10.31,7.06,0.76,194,1.54,0.00,0.00
28659,14.81,0.12,1786,0.00,0.00,16,29.92,29.50,4.35,-10.35,7.17,0.76,194,1.58,0.00,0.00
28724,14.70,0.12,1796,0.00,0.00,16,30.62,29.50,4.35,-10.36,7.37,0.76,194,1.58,0.00,0.00
28788,14.81,0.12,1772,0.00,0.00,16,30.27,29.50,4.35,-10.35,7.33,0.76,194,1.56,0.00,0.00
28854,14.81,0.12,1788,0.00,0.00,16,30.27,29.50,4.35,-10.31,7.37,0.76,194,1.56,0.00,0.00
28918,14.81,0.15,1781,0.00,0.00,16,30.62,30.00,4.35,-10.17,8.36,0.78,194,1.58,0.00,0.00
28981,14.93,0.16,1785,0.00,0.00,16,30.98,31.00,4.50,-9.86,9.43,0.82,194,1.64,0.00,0.00
29042,14.93,0.19,1794,0.00,0.00,16,32.03,32.00,4.79,-9.40,11.05,0.84,194,1.68,0.00,0.00
29106,14.93,0.21,1783,0.00,0.00,16,33.44,32.00,5.37,-8.78,12.79,0.88,194,1.78,0.00,0.00
29173,14.70,0.23,1791,0.00,0.00,16,33.79,33.00,5.95,-8.22,11.34,0.88,194,1.86,0.00,0.00
29237,14.47,0.25,1782,0.00,0.00,16,33.79,33.50,6.53,-7.83,14.66,0.90,194,1.90,0.00,0.00
29301,14.13,0.26,1798,0.00,0.00,16,34.14,33.50,6.96,-7.31,15.25,0.92,194,1.94,0.00,0.00
29365,13.21,0.28,1796,0.00,0.00,16,34.49,34.00,7.40,-6.86,14.02,0.94,194,1.98,0.00,0.00
29430,12.52,0.29,1802,0.00,0.00,16,34.84,34.00,7.84,-6.36,17.19,0.96,194,2.00,0.00,0.00
29491,12.52,0.31,1796,0.00,0.00,16,35.55,34.50,8.27,-5.78,16.01,0.98,194,2.04,0.00,0.00
29556,13.09,0.34,1807,0.00,0.00,16,36.60,35.50,8.85,-5.22,18.57,1.02,194,2.08,0.00,0.00
29620,13.90,0.36,1812,0.00,0.00,16,37.66,36.50,9.43,-4.81,20.40,1.02,194,2.12,0.00,0.00
29683,14.70,0.37,1804,0.00,0.00,16,37.30,36.50,10.01,-4.27,21.44,1.04,194,2.14,0.00,0.00
29745,15.16,0.38,1820,0.00,0.00,16,35.20,35.50,10.59,-3.85,22.14,1.06,194,2.18,0.00,0.00
29813,15.04,0.40,1806,0.00,0.00,16,34.84,35.00,11.03,-3.48,22.96,1.08,194,2.20,0.00,0.00
29876,14.81,0.40,1826,0.00,0.00,16,33.44,33.50,11.32,-3.15,23.83,1.08,194,2.22,0.00,0.00
