Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Throttle Sensor Voltage (V),Coolant Temperature (F),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Turbo Dynamics Proportional* (absolute %)
0,24.12,0.11,2849,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,10.03,0.66,198,1.74,0.00,0.00
63,23.77,0.11,2829,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.54,0.64,198,1.74,0.00,0.00
127,23.77,0.11,2826,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,10.43,0.64,198,1.72,0.00,0.00
192,23.77,0.11,2821,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.59,0.66,198,1.76,0.00,0.00
255,24.00,0.11,2814,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.64,0.64,198,1.76,0.00,0.00
318,24.00,0.11,2809,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.49,0.64,198,1.76,0.00,0.00
383,24.00,0.12,2802,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.48,0.66,198,1.74,0.00,0.00
447,23.66,0.11,2815,0.00,0.00,16,-10.16,-10.50,4.06,-10.65,10.69,0.66,198,1.76,0.00,0.00
509,23.66,0.11,2808,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,9.92,0.64,198,1.72,0.00,0.00
573,23.89,0.11,2804,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,9.99,0.66,198,1.72,0.00,0.00
637,23.54,0.11,2794,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.49,0.66,198,1.76,0.00,0.00
701,23.66,0.11,2787,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.45,0.64,198,1.74,0.00,0.00
768,23.89,0.11,2786,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.23,0.64,198,1.74,0.00,0.00
831,23.66,0.11,2783,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,9.48,0.64,198,1.70,0.00,0.00
893,23.77,0.11,2778,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.43,0.66,198,1.72,0.00,0.00
957,23.77,0.11,2774,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.03,0.64,198,1.72,0.00,0.00
1025,23.89,0.11,2767,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.47,0.64,198,1.74,0.00,0.00
1087,23.89,0.11,2762,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.58,0.64,198,1.74,0.00,0.00
1147,23.77,0.11,2756,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.38,0.64,198,1.72,0.00,0.00
1212,24.00,0.11,2751,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.47,0.66,198,1.74,0.00,0.00
1279,23.77,0.11,2747,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.17,0.66,198,1.72,0.00,0.00
1342,24.00,0.11,2742,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.70,0.66,198,1.70,0.00,0.00
1407,23.77,0.11,2735,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.03,0.66,198,1.72,0.00,0.00
1469,23.89,0.11,2733,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.79,0.66,198,1.72,0.00,0.00
1533,23.89,0.11,2725,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,10.33,0.64,198,1.72,0.00,0.00
1599,23.66,0.11,2722,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.13,0.66,198,1.72,0.00,0.00
1663,23.66,0.11,2718,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.21,0.66,198,1.72,0.00,0.00
1726,23.66,0.10,2710,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.43,0.64,198,1.68,0.00,0.00
1787,23.89,0.11,2704,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,7.87,0.66,198,1.70,0.00,0.00
1854,23.89,0.11,2700,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,12.73,0.64,198,1.72,0.00,0.00
1917,23.89,0.11,2678,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.52,0.64,198,1.72,0.00,0.00
1980,23.89,0.11,2676,0.00,0.00,16,-10.16,-10.50,3.92,-10.67,9.79,0.64,198,1.66,0.00,0.00
2046,23.89,0.11,2669,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.84,0.64,198,1.72,0.00,0.00
2108,23.89,0.11,2666,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.39,0.66,198,1.70,0.00,0.00
2170,23.54,0.11,2660,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,9.39,0.64,198,1.72,0.00,0.00
2236,23.77,0.11,2658,0.00,0.00,16,-10.16,-10.50,3.92,-10.69,9.79,0.64,198,1.70,0.00,0.00
2302,23.77,0.11,2648,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,10.08,0.64,198,1.72,0.00,0.00
2366,23.77,0.11,2663,0.00,0.00,16,-10.16,-10.50,3.92,-10.73,9.83,0.66,198,1.72,0.00,0.00
2428,24.00,0.10,2658,0.00,0.00,16,-10.16,-10.50,3.92,-10.69,9.79,0.66,198,1.72,0.00,0.00
2493,24.00,0.11,2651,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.31,0.64,198,1.70,0.00,0.00
2557,24.00,0.11,2651,0.00,0.00,16,-10.16,-10.50,3.92,-10.69,9.79,0.64,198,1.70,0.00,0.00
2621,24.00,0.11,2633,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.93,0.64,198,1.72,0.00,0.00
2683,24.00,0.11,2613,0.00,0.00,16,-10.16,-10.50,3.92,-10.69,9.22,0.64,198,1.68,0.00,0.00
2750,23.89,0.11,2602,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,9.97,0.64,198,1.72,0.00,0.00
2814,23.77,0.11,2592,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,9.74,0.64,198,1.70,0.00,0.00
2879,23.66,0.11,2601,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.66,0.64,198,1.72,0.00,0.00
2942,23.66,0.11,2593,0.00,0.00,16,-10.16,-10.50,3.92,-10.67,9.79,0.64,198,1.70,0.00,0.00
3005,23.89,0.11,2577,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,9.35,0.64,198,1.68,0.00,0.00
3069,23.66,0.11,2550,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.35,0.64,198,1.70,0.00,0.00
3133,23.89,0.11,2541,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.56,0.64,198,1.68,0.00,0.00
3198,23.89,0.11,2548,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,9.30,0.64,198,1.66,0.00,0.00
3261,23.54,0.11,2542,0.00,0.00,16,-10.16,-10.50,3.92,-10.67,8.82,0.66,198,1.66,0.00,0.00
3323,23.77,0.11,2516,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,9.35,0.66,198,1.68,0.00,0.00
3388,23.54,0.11,2510,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,9.39,0.64,198,1.68,0.00,0.00
3454,23.77,0.11,2504,0.00,0.00,16,-10.16,-10.50,3.92,-10.69,9.09,0.66,198,1.66,0.00,0.00
3515,24.12,0.10,2495,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,8.44,0.64,198,1.62,0.00,0.00
3580,23.77,0.11,2468,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,8.78,0.64,198,1.68,0.00,0.00
3647,23.54,0.11,2459,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,9.04,0.64,198,1.66,0.00,0.00
3710,23.77,0.11,2463,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,8.95,0.64,198,1.66,0.00,0.00
3774,23.77,0.11,2444,0.00,0.00,16,-10.16,-10.50,4.06,-10.67,8.86,0.64,198,1.66,0.00,0.00
3839,23.66,0.11,2432,0.00,0.00,16,-10.16,-10.50,4.06,-10.65,8.91,0.66,198,1.66,0.00,0.00
3899,23.77,0.11,2439,0.00,0.00,16,-10.16,-10.50,4.06,-10.65,8.86,0.64,198,1.64,0.00,0.00
3965,24.00,0.10,2416,0.00,0.00,16,-10.16,-10.50,4.06,-10.62,8.56,0.64,198,1.62,0.00,0.00
4030,23.89,0.10,2409,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.03,0.64,198,1.62,0.00,0.00
4092,23.66,0.10,2413,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.47,0.64,198,1.62,0.00,0.00
4156,23.89,0.11,2394,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.44,0.66,198,1.64,0.00,0.00
4219,23.89,0.11,2400,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.35,0.64,198,1.64,0.00,0.00
4284,24.00,0.11,2396,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.35,0.64,198,1.64,0.00,0.00
4347,23.66,0.11,2373,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.44,0.64,198,1.64,0.00,0.00
4411,23.89,0.10,2383,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.23,0.64,198,1.62,0.00,0.00
4476,23.89,0.10,2360,0.00,0.00,16,-10.16,-10.50,4.06,-10.60,8.06,0.66,198,1.62,0.00,0.00
4539,23.77,0.10,2360,0.00,0.00,16,-10.16,-10.50,4.06,-10.64,7.70,0.66,198,1.60,0.00,0.00
4604,23.66,0.10,2354,0.00,0.00,16,-10.16,-10.50,4.06,-10.64,10.05,0.64,198,1.54,0.00,0.00
4667,23.54,0.10,2334,0.00,0.00,16,-10.16,-10.50,4.06,-10.64,5.42,0.66,198,1.58,0.00,0.00
4734,23.89,0.10,2336,0.00,0.00,16,-10.16,-10.50,4.06,-10.69,7.94,0.66,198,1.60,0.00,0.00
4794,23.77,0.10,2325,0.00,0.00,16,-10.16,-10.50,4.06,-10.71,10.18,0.64,198,1.60,0.00,0.00
4859,23.77,0.10,2324,0.00,0.00,16,-10.16,-10.50,3.92,-10.71,7.65,0.64,198,1.58,0.00,0.00
4923,23.77,0.10,2310,0.00,0.00,16,-10.16,-10.50,3.92,-10.75,7.65,0.64,198,1.58,0.00,0.00
4986,23.54,0.10,2310,0.00,0.00,16,-10.16,-10.50,3.92,-10.79,7.50,0.64,198,1.58,0.00,0.00
5052,23.54,0.09,2357,0.00,0.00,16,-10.16,-10.50,3.92,-10.79,7.33,0.66,198,1.56,0.00,0.00
5116,23.54,0.09,2296,0.00,0.00,16,-10.16,-10.50,3.92,-10.81,6.95,0.64,198,1.54,0.00,0.00
5179,23.77,0.09,2275,0.00,0.00,16,-10.16,-10.50,3.92,-10.81,6.92,0.64,198,1.54,0.00,0.00
5243,23.77,0.09,2284,0.00,0.00,16,-10.16,-10.50,3.92,-10.87,7.03,0.66,198,1.54,0.00,0.00
5306,23.54,0.09,2284,0.00,0.00,16,-10.16,-10.50,3.77,-10.87,6.95,0.64,198,1.54,0.00,0.00
5371,23.66,0.09,2263,0.00,0.00,16,-10.16,-10.50,3.77,-10.91,6.84,0.64,198,1.52,0.00,0.00
5434,23.43,0.09,2268,0.00,0.00,16,-10.16,-10.50,3.77,-10.91,6.77,0.64,198,1.52,0.00,0.00
5499,23.43,0.09,2254,0.00,0.00,16,-10.16,-10.50,3.77,-10.91,6.26,0.64,198,1.50,0.00,0.00
5560,23.54,0.09,2261,0.00,0.00,16,-10.16,-10.50,3.77,-10.93,6.81,0.64,198,1.52,0.00,0.00
5627,23.66,0.09,2246,0.00,0.00,16,-10.16,-10.50,3.77,-10.96,6.55,0.64,198,1.50,0.00,0.00
5689,24.00,0.08,2256,0.00,0.00,16,-10.16,-10.50,3.77,-10.96,6.23,0.66,198,1.46,0.00,0.00
5755,23.66,0.08,2252,0.00,0.00,16,-10.16,-10.50,3.77,-10.98,6.04,0.64,198,1.46,0.00,0.00
5818,24.00,0.08,2235,0.00,0.00,16,-10.16,-10.50,3.77,-10.98,5.98,0.64,198,1.50,0.00,0.00
5882,23.77,0.08,2241,0.00,0.00,16,-10.16,-10.50,3.63,-10.98,6.29,0.66,198,1.48,0.00,0.00
5944,23.77,0.08,2220,0.00,0.00,16,-10.16,-10.50,3.63,-11.00,5.74,0.64,198,1.46,0.00,0.00
6010,23.66,0.09,2232,0.00,0.00,16,-10.16,-10.50,3.63,-11.02,5.98,0.64,198,1.48,0.00,0.00
6075,23.66,0.08,2216,0.00,0.00,16,-10.16,-10.50,3.63,-11.04,6.40,0.66,198,1.50,0.00,0.00
6138,23.66,0.08,2225,0.00,0.00,16,-10.16,-10.50,3.63,-11.06,5.93,0.66,198,1.46,0.00,0.00
6200,23.66,0.08,2209,0.00,0.00,16,-10.16,-10.50,3.63,-11.04,5.74,0.64,198,1.46,0.00,0.00
6264,23.66,0.08,2205,0.00,0.00,16,-10.16,-10.50,3.63,-11.06,5.87,0.66,198,1.48,0.00,0.00
6327,23.66,0.08,2215,0.00,0.00,16,-10.16,-10.50,3.63,-11.08,5.97,0.66,198,1.46,0.00,0.00
6392,23.89,0.08,2200,0.00,0.00,16,-10.16,-10.50,3.63,-11.08,5.87,0.66,198,1.46,0.00,0.00
6458,23.66,0.08,2202,0.00,0.00,16,-10.16,-10.50,3.63,-11.06,5.98,0.64,198,1.48,0.00,0.00
6519,23.89,0.08,2182,0.00,0.00,16,-10.16,-10.50,3.63,-11.08,6.11,0.64,198,1.48,0.00,0.00
6585,23.66,0.08,2198,0.00,0.00,16,-10.16,-10.50,3.63,-11.10,6.22,0.66,198,1.48,0.00,0.00
6648,23.66,0.08,2190,0.00,0.00,16,-10.16,-10.50,3.63,-11.10,5.78,0.66,198,1.46,0.00,0.00
6711,23.54,0.08,2184,0.00,0.00,16,-10.16,-10.50,3.63,-11.12,5.52,0.64,198,1.44,0.00,0.00
6776,23.54,0.07,2188,0.00,0.00,16,-10.16,-10.50,3.63,-11.14,5.08,0.66,198,1.44,0.00,0.00
6840,23.89,0.08,2177,0.00,0.00,16,-10.16,-10.50,3.63,-11.14,5.65,0.66,198,1.42,0.00,0.00
6904,23.77,0.08,2171,0.00,0.00,16,-10.16,-10.50,3.63,-11.16,6.04,0.66,198,1.44,0.00,0.00
6968,23.77,0.08,2177,0.00,0.00,16,-10.16,-10.50,3.48,-11.16,5.94,0.64,198,1.44,0.00,0.00
7032,23.66,0.08,2159,0.00,0.00,16,-10.16,-10.50,3.48,-11.18,5.65,0.66,198,1.46,0.00,0.00
7096,23.89,0.08,2148,0.00,0.00,16,-10.16,-10.50,3.48,-11.18,6.07,0.64,198,1.46,0.00,0.00
7158,23.77,0.08,2158,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.62,0.66,198,1.48,0.00,0.00
7223,23.54,0.08,2162,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.49,0.66,198,1.44,0.00,0.00
7284,23.54,0.07,2166,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,5.36,0.64,198,1.44,0.00,0.00
7352,23.89,0.08,2169,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.55,0.64,198,1.42,0.00,0.00
7413,23.77,0.08,2141,0.00,0.00,16,-10.16,-10.50,3.48,-11.20,5.85,0.66,198,1.46,0.00,0.00
7477,23.89,0.07,2149,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,5.85,0.66,198,1.46,0.00,0.00
7541,23.54,0.07,2148,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,4.79,0.64,198,1.40,0.00,0.00
7604,23.54,0.08,2130,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.46,0.66,198,1.44,0.00,0.00
7669,23.77,0.08,2146,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.62,0.66,198,1.44,0.00,0.00
7732,23.77,0.08,2147,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.59,0.66,198,1.44,0.00,0.00
7799,23.66,0.08,2127,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.59,0.64,198,1.44,0.00,0.00
7864,23.89,0.07,2127,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.49,0.66,198,1.42,0.00,0.00
7925,23.77,0.08,2140,0.00,0.00,16,-10.16,-10.50,3.48,-11.29,5.21,0.66,198,1.42,0.00,0.00
7995,23.66,0.08,2127,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.68,0.64,198,1.46,0.00,0.00
8055,23.89,0.08,2120,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.62,0.66,198,1.44,0.00,0.00
8119,23.66,0.08,2124,0.00,0.00,16,-10.16,-10.50,3.48,-11.29,5.85,0.64,198,1.46,0.00,0.00
8184,23.66,0.07,2134,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.72,0.64,198,1.46,0.00,0.00
8246,23.89,0.07,2102,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,4.85,0.66,198,1.38,0.00,0.00
8309,23.66,0.07,2119,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,4.91,0.64,198,1.40,0.00,0.00
8375,23.66,0.07,2108,0.00,0.00,16,-10.16,-10.50,3.34,-11.31,5.01,0.66,198,1.42,0.00,0.00
8437,23.66,0.07,2104,0.00,0.00,16,-10.16,-10.50,3.34,-11.31,5.14,0.64,198,1.40,0.00,0.00
8501,23.89,0.08,2089,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.59,0.64,198,1.46,0.00,0.00
8565,23.89,0.08,2107,0.00,0.00,16,-10.16,-10.50,3.34,-11.31,5.93,0.66,198,1.46,0.00,0.00
8631,23.89,0.08,2102,0.00,0.00,16,-10.16,-10.50,3.34,-11.31,5.78,0.66,198,1.46,0.00,0.00
8692,23.89,0.08,2098,0.00,0.00,16,-10.16,-10.50,3.34,-11.31,5.91,0.66,198,1.46,0.00,0.00
8758,23.77,0.08,2096,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,5.74,0.64,198,1.46,0.00,0.00
8822,23.66,0.08,2102,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,5.52,0.66,198,1.44,0.00,0.00
8886,23.89,0.08,2079,0.00,0.00,16,-10.16,-10.50,3.48,-11.29,5.52,0.64,198,1.44,0.00,0.00
8950,23.89,0.08,2100,0.00,0.00,16,-10.16,-10.50,3.48,-11.31,5.68,0.66,198,1.44,0.00,0.00
9015,23.66,0.08,2097,0.00,0.00,16,-10.16,-10.50,3.48,-11.29,5.55,0.66,198,1.44,0.00,0.00
9079,23.77,0.08,2086,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.46,0.66,198,1.44,0.00,0.00
9139,23.54,0.07,2076,0.00,0.00,16,-10.16,-10.50,3.34,-11.29,5.49,0.66,198,1.42,0.00,0.00
9206,23.66,0.07,2091,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,4.85,0.64,198,1.40,0.00,0.00
9270,23.89,0.08,2085,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,5.21,0.64,196,1.44,0.00,0.00
9334,23.89,0.08,2073,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.33,0.66,196,1.42,0.00,0.00
9398,23.66,0.08,2066,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.27,0.66,196,1.42,0.00,0.00
9461,23.66,0.07,2080,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.10,0.66,196,1.42,0.00,0.00
9526,23.77,0.08,2074,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.52,0.64,196,1.40,0.00,0.00
9590,23.77,0.08,2056,0.00,0.00,16,-10.16,-10.50,3.48,-11.29,5.30,0.66,196,1.44,0.00,0.00
9657,23.66,0.08,2060,0.00,0.00,16,-10.16,-10.50,3.34,-11.27,5.43,0.66,196,1.42,0.00,0.00
9715,24.00,0.08,2065,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.33,0.66,196,1.44,0.00,0.00
9779,23.89,0.08,2063,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.55,0.66,196,1.44,0.00,0.00
9846,23.89,0.08,2052,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.62,0.64,196,1.44,0.00,0.00
9909,23.66,0.08,2050,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.62,0.66,196,1.44,0.00,0.00
9974,23.43,0.08,2054,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.65,0.66,196,1.46,0.00,0.00
10038,23.66,0.08,2054,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.46,0.66,196,1.44,0.00,0.00
10101,23.66,0.08,2040,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.81,0.64,196,1.44,0.00,0.00
10164,23.66,0.09,2038,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.85,0.66,196,1.44,0.00,0.00
10230,23.89,0.08,2042,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.85,0.64,196,1.46,0.00,0.00
10294,23.77,0.09,1984,0.00,0.00,16,-10.16,-10.50,3.48,-11.27,5.81,0.66,196,1.46,0.00,0.00
10355,23.77,0.08,2094,0.00,0.00,16,-10.16,-10.50,3.48,-11.25,5.80,0.66,196,1.46,0.00,0.00
10419,23.77,0.09,2028,0.00,0.00,16,-10.16,-10.50,3.48,-11.22,5.68,0.66,196,1.44,0.00,0.00
10485,23.54,0.09,2028,0.00,0.00,16,-10.16,-10.50,3.48,-11.16,5.94,0.68,196,1.46,0.00,0.00
10549,23.77,0.11,2038,0.00,0.00,16,-10.16,-10.50,3.63,-10.91,6.18,0.70,196,1.50,0.00,0.00
10609,23.77,0.11,2032,0.00,0.00,16,-6.99,-8.50,3.77,-10.79,7.33,0.70,196,1.58,0.00,0.00
10677,23.66,0.12,2031,0.00,0.00,16,-4.53,-6.00,3.92,-10.58,7.21,0.76,196,1.58,0.00,0.00
10739,23.77,0.12,2021,0.00,0.00,16,2.50,0.50,4.35,-10.15,8.27,0.78,196,1.64,0.00,0.00
10804,23.66,0.16,2032,0.00,0.00,16,8.48,5.50,4.64,-9.88,8.91,0.82,196,1.70,0.00,0.00
10868,23.43,0.17,2019,0.00,0.00,16,19.02,18.50,5.08,-9.46,10.85,0.86,196,1.78,0.00,0.00
10929,23.54,0.19,2071,0.00,0.00,16,33.09,32.50,5.37,-8.95,11.93,0.86,196,1.84,0.00,0.00
10996,22.85,0.19,1996,0.00,0.00,16,37.66,36.50,5.95,-8.51,13.26,0.88,196,1.86,0.00,0.00
11058,19.29,0.20,2034,0.00,0.00,16,38.01,37.50,6.38,-8.20,13.45,0.88,196,1.88,0.00,0.00
11124,15.39,0.21,2012,0.00,0.00,16,38.01,37.50,6.67,-7.91,13.71,0.88,196,1.90,0.00,0.00
11188,14.01,0.21,2042,0.00,0.00,16,38.36,38.00,6.82,-7.77,14.15,0.88,196,1.90,0.00,0.00
11256,13.55,0.21,2026,0.00,0.00,16,38.36,38.00,6.96,-7.66,14.40,0.88,196,1.92,0.00,0.00
11316,13.78,0.21,2022,0.00,0.00,16,38.01,37.50,7.11,-7.58,13.65,0.88,196,1.88,0.00,0.00
11379,14.01,0.20,2018,0.00,0.00,16,38.01,37.50,7.11,-7.54,14.02,0.88,196,1.88,0.00,0.00
11445,14.47,0.21,2038,0.00,0.00,16,38.36,38.00,7.25,-7.48,14.22,0.88,196,1.90,0.00,0.00
11508,14.70,0.20,2028,0.00,0.00,16,38.36,38.00,7.25,-7.60,13.90,0.88,196,1.88,0.00,0.00
11570,14.93,0.19,2016,0.00,0.00,16,38.01,37.50,6.82,-8.06,10.90,0.82,196,1.72,0.00,0.00
11634,15.04,0.16,2021,0.00,0.00,16,36.60,35.50,6.09,-8.70,8.91,0.78,196,1.62,0.00,0.00
11697,15.04,0.14,2016,0.00,0.00,16,35.20,34.50,5.66,-9.22,8.23,0.78,196,1.62,0.00,0.00
11763,14.81,0.13,2032,0.00,0.00,16,34.49,34.00,5.22,-9.51,7.89,0.78,196,1.60,0.00,0.00
11824,14.36,0.13,2033,0.00,0.00,16,33.79,33.50,5.08,-9.73,7.94,0.76,196,1.60,0.00,0.00
11891,13.90,0.11,2012,0.00,0.00,16,33.44,32.50,4.79,-9.88,7.66,0.76,196,1.58,0.00,0.00
11955,13.67,0.11,1998,0.00,0.00,16,33.09,32.00,4.64,-10.02,7.57,0.76,196,1.60,0.00,0.00
12017,13.67,0.12,2030,0.00,0.00,16,33.44,33.00,4.64,-10.07,8.06,0.76,196,1.60,0.00,0.00
12083,13.67,0.12,2034,0.00,0.00,16,33.44,33.00,4.64,-10.15,7.90,0.76,196,1.60,0.00,0.00
12147,14.13,0.11,2007,0.00,0.00,16,33.09,32.50,4.50,-10.21,7.37,0.76,196,1.58,0.00,0.00
12209,14.36,0.11,2009,0.00,0.00,16,32.73,32.00,4.50,-10.25,7.26,0.76,196,1.56,0.00,0.00
12272,14.81,0.11,2012,0.00,0.00,16,32.73,32.00,4.50,-10.29,7.46,0.76,196,1.56,0.00,0.00
12338,15.39,0.11,2007,0.00,0.00,16,32.73,32.00,4.35,-10.35,7.21,0.76,196,1.56,0.00,0.00
12402,15.62,0.10,2019,0.00,0.00,16,32.73,32.00,4.35,-10.36,6.81,0.76,196,1.54,0.00,0.00
12466,15.62,0.10,2008,0.00,0.00,16,32.73,32.00,4.35,-10.40,6.44,0.76,196,1.52,0.00,0.00
12526,15.62,0.11,2004,0.00,0.00,16,32.73,32.00,4.35,-10.40,7.29,0.76,196,1.50,0.00,0.00
12591,15.73,0.11,2004,0.00,0.00,16,32.73,32.00,4.35,-10.35,7.37,0.76,196,1.58,0.00,0.00
12658,15.62,0.11,2015,0.00,0.00,16,33.09,32.00,4.35,-10.35,7.62,0.76,196,1.58,0.00,0.00
12722,15.73,0.10,2004,0.00,0.00,16,32.73,32.50,4.35,-10.35,6.95,0.76,196,1.58,0.00,0.00
12786,15.96,0.12,2012,0.00,0.00,16,33.09,32.00,4.35,-10.25,5.22,0.78,196,1.56,0.00,0.00
12849,15.96,0.12,2009,0.00,0.00,16,33.44,32.50,4.50,-10.15,7.78,0.78,196,1.60,0.00,0.00
12912,15.96,0.13,1997,0.00,0.00,16,33.79,33.00,4.50,-10.04,8.39,0.78,196,1.64,0.00,0.00
12978,15.50,0.13,1996,0.00,0.00,16,34.14,33.00,4.64,-9.94,8.69,0.78,196,1.66,0.00,0.00
13041,15.16,0.13,1996,0.00,0.00,16,33.79,33.00,4.79,-9.82,8.78,0.80,196,1.64,0.00,0.00
13103,14.81,0.13,2012,0.00,0.00,16,33.79,33.00,4.93,-9.73,8.56,0.80,196,1.64,0.00,0.00
13167,14.47,0.14,2012,0.00,0.00,16,34.14,33.50,5.08,-9.57,8.91,0.82,196,1.66,0.00,0.00
13230,14.13,0.16,2011,0.00,0.00,16,34.84,34.00,5.22,-9.34,9.70,0.84,196,1.72,0.00,0.00
13296,13.55,0.18,2001,0.00,0.00,16,36.25,35.00,5.51,-8.91,10.79,0.86,196,1.78,0.00,0.00
13361,13.55,0.20,2002,0.00,0.00,16,37.30,36.50,5.95,-8.49,12.53,0.88,196,1.86,0.00,0.00
13422,14.01,0.20,2019,0.00,0.00,16,38.01,37.00,6.38,-8.14,13.45,0.88,196,1.88,0.00,0.00
13486,14.13,0.20,2015,0.00,0.00,16,37.66,37.00,6.67,-7.85,13.20,0.90,196,1.86,0.00,0.00
13549,13.67,0.21,2015,0.00,0.00,16,38.01,37.50,6.96,-7.56,13.90,0.90,196,1.90,0.00,0.00
