Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),TGV Sensor Left (V),TGV Sensor Right (V)
52936,0.00,0.00,13.78,7,0.32,1202,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53032,0.00,0.00,13.78,7,0.31,1191,0.00,0.00,13.84,16,10.59,14.50,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53128,0.00,0.00,13.78,7,0.32,1192,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.35,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53223,0.00,0.00,13.78,7,0.32,1187,0.00,0.00,13.84,16,10.59,15.50,61,5.22,-9.48,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53319,0.00,0.00,13.78,7,0.32,1185,0.00,0.00,13.84,16,10.59,15.00,61,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53415,0.00,0.00,13.67,7,0.32,1188,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.46,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53511,0.00,0.00,13.67,7,0.32,1196,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.48,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53608,0.00,0.00,13.67,7,0.32,1202,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.48,6.38,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53703,0.00,0.00,13.67,7,0.31,1204,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53799,0.00,0.00,13.67,7,0.32,1197,0.00,0.00,13.84,16,10.59,14.50,61,5.22,-9.53,6.35,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53895,0.00,0.00,13.67,7,0.32,1184,0.00,0.00,13.84,16,10.59,15.00,61,5.22,-9.48,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
53991,0.00,0.00,13.67,7,0.32,1194,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.48,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54087,0.00,0.00,13.67,7,0.32,1193,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54182,0.00,0.00,13.55,7,0.32,1179,0.00,0.00,13.84,16,10.59,15.50,61,5.22,-9.49,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54279,0.00,0.00,13.55,7,0.32,1194,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.48,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54374,0.00,0.00,13.55,7,0.32,1190,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.51,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54470,0.00,0.00,13.55,7,0.31,1205,0.00,0.00,13.84,16,10.59,12.00,61,5.22,-9.53,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54566,0.00,0.00,13.55,7,0.31,1194,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.55,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54662,0.00,0.00,13.55,7,0.32,1197,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.55,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54758,0.00,0.00,13.55,7,0.32,1177,0.00,0.00,13.84,16,10.59,15.50,61,5.22,-9.53,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54854,0.00,0.00,13.55,7,0.32,1192,0.00,0.00,13.84,16,10.59,12.50,61,5.22,-9.51,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
54949,0.00,0.00,13.55,7,0.32,1181,0.00,0.00,13.84,16,10.59,15.50,61,5.22,-9.53,6.38,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55045,0.00,0.00,13.55,7,0.32,1189,0.00,0.00,13.84,16,10.59,12.00,61,5.22,-9.49,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55141,0.00,0.00,13.55,7,0.32,1192,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55237,0.00,0.00,13.55,7,0.32,1189,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55333,0.00,0.00,13.44,7,0.32,1188,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55429,0.00,0.00,13.55,7,0.32,1191,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.48,6.31,1.50,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55525,0.00,0.00,13.44,7,0.31,1195,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.51,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55621,0.00,0.00,13.44,7,0.32,1196,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.51,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55717,0.00,0.00,13.44,7,0.31,1207,0.00,0.00,13.84,16,10.59,12.50,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55813,0.00,0.00,13.44,7,0.31,1195,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
55908,0.00,0.00,13.44,7,0.32,1186,0.00,0.00,13.84,16,10.59,14.50,61,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56005,0.00,0.00,13.44,7,0.32,1190,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56100,0.00,0.00,13.44,7,0.32,1186,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.48,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56196,0.00,0.00,13.44,7,0.32,1196,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.48,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56292,0.00,0.00,13.44,7,0.31,1197,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56388,0.00,0.00,13.55,7,0.31,1204,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56484,0.00,0.00,13.55,7,0.31,1196,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56580,0.00,0.00,13.55,7,0.32,1201,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56676,0.00,0.00,13.55,7,0.32,1190,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.55,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56772,0.00,0.00,13.55,7,0.31,1201,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.35,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56867,0.00,0.00,13.55,7,0.32,1186,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.55,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
56963,0.00,0.00,13.55,7,0.31,1208,0.00,0.00,13.84,16,10.59,12.50,61,5.22,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57060,0.00,0.00,13.55,7,0.31,1202,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.57,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57156,0.00,0.00,13.55,7,0.32,1194,0.00,0.00,13.84,16,10.59,16.00,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57251,0.00,0.00,13.55,7,0.32,1194,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57347,0.00,0.00,13.55,7,0.31,1206,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57443,0.00,0.00,13.44,7,0.31,1211,0.00,0.00,13.84,16,10.59,12.00,61,5.08,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57539,0.00,0.00,13.44,7,0.31,1197,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.55,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57635,0.00,0.00,13.55,7,0.32,1202,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.55,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57731,0.00,0.00,13.55,7,0.32,1195,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.55,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57827,0.00,0.00,13.55,7,0.31,1202,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.55,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
57923,0.00,0.00,13.67,7,0.32,1199,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.55,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58019,0.00,0.00,13.55,7,0.31,1209,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58114,0.00,0.00,13.55,7,0.31,1207,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.55,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58210,0.00,0.00,13.55,7,0.31,1212,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58306,0.00,0.00,13.55,7,0.31,1201,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.57,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58403,0.00,0.00,13.55,7,0.31,1192,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.55,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58498,0.00,0.00,13.55,7,0.32,1196,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58594,0.00,0.00,13.55,7,0.32,1188,0.00,0.00,13.84,16,10.59,14.00,61,5.22,-9.53,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58690,0.00,0.00,13.67,7,0.32,1204,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.36
58786,0.00,0.00,13.67,7,0.32,1203,0.00,0.00,13.84,16,10.59,13.00,61,5.22,-9.53,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58882,0.00,0.00,13.55,7,0.31,1204,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
58978,0.00,0.00,13.55,7,0.31,1201,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.57,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59074,0.00,0.00,13.55,7,0.32,1200,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.55,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59170,0.00,0.00,13.55,7,0.32,1196,0.00,0.00,13.84,16,10.59,13.50,61,5.22,-9.53,6.31,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59266,0.00,0.00,13.55,7,0.31,1202,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.55,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59362,0.00,0.00,13.55,7,0.31,1207,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.57,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59458,0.00,0.00,13.55,7,0.31,1190,0.00,0.00,13.84,16,10.59,15.00,61,5.08,-9.57,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59553,0.00,0.00,13.55,7,0.32,1202,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59650,0.00,0.00,13.55,7,0.31,1201,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.57,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59746,0.00,0.00,13.55,7,0.31,1209,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.59,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59842,0.00,0.00,13.55,7,0.31,1188,0.00,0.00,13.84,16,10.59,15.50,61,5.08,-9.57,6.31,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
59937,0.00,0.00,13.55,7,0.31,1201,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.55,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.36
60033,0.00,0.00,13.55,7,0.31,1206,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.55,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60130,0.00,0.00,13.55,7,0.31,1209,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.57,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.36
60226,0.00,0.00,13.55,7,0.31,1198,0.00,0.00,13.84,16,10.59,13.50,61,5.08,-9.57,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60322,0.00,0.00,13.55,7,0.31,1206,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.59,6.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60418,0.00,0.00,13.55,7,0.31,1217,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.57,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60513,0.00,0.00,13.55,7,0.31,1198,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.59,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60609,0.00,0.00,13.55,7,0.31,1211,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.57,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60705,0.00,0.00,13.55,7,0.31,1210,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.63,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60801,0.00,0.00,13.55,7,0.31,1212,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.63,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
60897,0.00,0.00,13.44,7,0.31,1198,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.63,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.36
60993,0.00,0.00,13.44,7,0.31,1204,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.59,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61089,0.00,0.00,13.55,7,0.31,1204,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.63,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.36
61184,0.00,0.00,13.44,7,0.31,1202,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.63,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61281,0.00,0.00,13.44,7,0.31,1204,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.61,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61377,0.00,0.00,13.44,7,0.31,1202,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.63,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61472,0.00,0.00,13.55,7,0.31,1205,0.00,0.00,13.84,16,10.59,14.00,61,5.08,-9.61,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61568,0.00,0.00,13.55,7,0.31,1194,0.00,0.00,13.84,16,10.59,14.50,61,5.08,-9.59,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61664,0.00,0.00,13.67,7,0.31,1214,0.00,0.00,13.84,16,10.59,13.00,61,5.08,-9.63,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61760,0.00,0.00,13.55,7,0.30,1192,0.00,0.00,13.84,16,10.59,15.00,61,5.08,-9.63,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61855,0.00,0.00,13.55,7,0.31,1200,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.63,6.24,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
61951,0.00,0.00,13.55,7,0.31,1192,0.00,0.00,13.94,16,10.59,15.00,61,5.08,-9.59,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62047,0.00,0.00,13.55,7,0.31,1206,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.61,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62143,0.00,0.00,13.55,7,0.31,1205,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.63,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62239,0.00,0.00,13.55,7,0.31,1210,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.63,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62335,0.00,0.00,13.55,7,0.31,1198,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.63,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62430,0.00,0.00,13.67,7,0.31,1214,0.00,0.00,13.94,16,10.59,12.50,61,5.08,-9.65,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62527,0.00,0.00,13.67,7,0.31,1209,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.65,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62623,0.00,0.00,13.67,7,0.31,1212,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.65,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62718,0.00,0.00,13.67,7,0.31,1210,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.65,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62815,0.00,0.00,13.67,7,0.31,1207,0.00,0.00,13.94,16,10.59,14.50,61,5.08,-9.65,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
62910,0.00,0.00,13.55,7,0.31,1212,0.00,0.00,13.94,16,10.59,15.50,61,5.08,-9.63,6.24,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63007,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,15.00,61,5.08,-9.63,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63102,0.00,0.00,13.67,7,0.31,1198,0.00,0.00,13.94,16,10.59,15.50,61,5.08,-9.59,6.16,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63198,0.00,0.00,13.67,7,0.31,1189,0.00,0.00,13.94,16,10.59,15.00,61,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63294,0.00,0.00,13.55,7,0.31,1196,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.57,6.20,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63390,0.00,0.00,13.55,7,0.31,1184,0.00,0.00,13.94,16,10.59,15.50,61,5.08,-9.55,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63486,0.00,0.00,13.55,7,0.31,1198,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.55,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63582,0.00,0.00,13.55,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63677,0.00,0.00,13.55,7,0.31,1188,0.00,0.00,13.94,16,10.59,14.50,61,5.08,-9.57,6.20,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63773,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63869,0.00,0.00,13.67,7,0.31,1194,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
63966,0.00,0.00,13.67,7,0.31,1196,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.57,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64062,0.00,0.00,13.78,7,0.31,1181,0.00,0.00,13.94,16,10.59,15.50,61,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64158,0.00,0.00,13.78,7,0.31,1196,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.57,6.20,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64254,0.00,0.00,13.78,7,0.31,1190,0.00,0.00,13.94,16,10.59,14.00,61,5.08,-9.57,6.20,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64349,0.00,0.00,13.90,7,0.31,1204,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.57,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64445,0.00,0.00,13.78,7,0.31,1188,0.00,0.00,13.94,16,10.59,14.50,61,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64541,0.00,0.00,13.78,7,0.31,1196,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64636,0.00,0.00,13.67,7,0.31,1186,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64732,0.00,0.00,13.67,7,0.31,1189,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64828,0.00,0.00,13.67,7,0.31,1200,0.00,0.00,13.94,16,10.59,13.00,61,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
64924,0.00,0.00,13.67,7,0.31,1196,0.00,0.00,13.94,16,10.59,13.50,61,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65020,0.00,0.00,13.67,7,0.31,1194,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65116,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65212,0.00,0.00,13.67,7,0.31,1182,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.55,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65308,0.00,0.00,13.67,7,0.31,1186,0.00,0.00,13.94,16,10.59,14.00,59,5.22,-9.53,6.17,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65404,0.00,0.00,13.67,7,0.31,1191,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.55,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65500,0.00,0.00,13.67,7,0.31,1195,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65595,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
