Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-3.91,0.00,14.24,8,0.38,1765,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.64,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.40
87,-3.12,0.00,14.24,8,0.38,1780,0.00,0.00,14.04,16,31.33,31.00,55,5.95,-8.68,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.50
174,-3.12,0.00,14.36,8,0.38,1776,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.50
261,-3.12,0.00,14.36,8,0.38,1765,0.00,0.00,14.04,16,31.33,31.00,55,5.95,-8.66,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.50
347,-3.12,0.00,14.24,8,0.38,1776,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.60
434,-3.12,0.00,14.24,8,0.38,1785,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.25,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.50
521,-3.91,0.00,14.13,8,0.38,1778,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.30,1.76,0.00,-1.70,4.31,0.78,0.00,0.00,14.40
608,-3.91,0.00,14.01,8,0.38,1772,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.30,1.76,0.00,-1.70,4.71,0.78,0.00,0.00,14.40
695,-3.12,0.00,14.01,8,0.39,1774,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.66,11.30,1.78,0.00,-1.70,4.71,0.80,0.00,0.00,14.40
781,-3.12,0.00,14.13,8,0.38,1776,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.62,11.30,1.78,0.00,-1.70,4.31,0.80,0.00,0.00,14.40
867,-3.12,0.00,14.13,8,0.39,1768,0.00,0.00,14.04,16,31.33,31.00,55,6.09,-8.59,11.51,1.78,0.00,-1.70,4.71,0.80,0.00,0.00,14.30
955,-3.12,0.00,14.13,8,0.40,1751,0.00,0.00,14.04,16,31.33,30.50,55,6.09,-8.57,11.61,1.78,0.00,-1.70,4.71,0.80,0.00,0.00,14.50
1041,-3.12,0.00,14.13,8,0.40,1763,0.00,0.00,14.04,16,31.33,31.00,55,6.24,-8.51,11.72,1.78,0.00,-1.70,4.71,0.80,0.00,0.00,14.50
1129,-3.12,0.00,14.13,8,0.40,1776,0.00,0.00,13.97,16,31.33,31.00,55,6.24,-8.45,11.89,1.80,0.00,-1.70,4.71,0.80,0.00,0.00,14.40
1215,-3.12,0.00,14.13,8,0.41,1754,0.00,0.00,14.04,16,31.33,31.00,55,6.24,-8.43,11.94,1.80,0.00,-1.70,4.71,0.80,0.00,0.00,14.40
1302,-2.34,0.00,14.24,8,0.41,1778,0.00,0.00,13.97,16,31.33,31.00,55,6.24,-8.39,12.00,1.80,0.00,-1.70,4.71,0.80,0.00,0.00,14.40
1389,-2.34,0.00,14.24,8,0.40,1789,0.00,0.00,13.97,16,31.33,31.00,55,6.38,-8.35,12.05,1.80,0.00,-1.70,5.10,0.80,0.00,0.00,14.40
1476,-2.34,0.00,14.36,8,0.42,1785,0.00,0.00,13.97,16,30.98,31.00,55,6.38,-8.28,12.21,1.82,0.00,-1.70,5.10,0.82,0.00,0.00,14.50
1563,-1.56,0.00,14.47,8,0.42,1775,0.00,0.00,13.97,16,31.33,31.00,55,6.53,-8.18,12.55,1.84,0.00,-1.70,5.49,0.82,0.00,0.00,14.50
1650,-1.56,0.00,14.36,8,0.43,1788,0.00,0.00,13.97,16,31.33,31.00,55,6.53,-8.12,12.77,1.84,0.00,-1.70,5.49,0.82,0.00,0.00,14.60
1736,-0.78,0.00,14.47,8,0.43,1804,0.00,0.00,13.97,16,31.33,31.00,55,6.53,-8.02,12.83,1.84,0.00,-1.70,5.49,0.82,0.00,0.00,14.60
1823,-0.78,0.00,14.47,8,0.44,1800,0.00,0.00,13.97,16,31.33,31.00,55,6.82,-7.95,13.16,1.86,0.00,-1.70,5.49,0.82,0.00,0.00,14.60
1910,0.00,0.00,14.47,8,0.44,1812,0.00,0.00,13.97,16,31.33,31.00,55,6.82,-7.85,13.50,1.86,0.00,-1.70,5.88,0.82,0.00,0.00,14.60
1996,0.00,0.00,14.59,8,0.44,1826,0.00,0.00,13.97,16,31.68,31.00,55,6.96,-7.77,13.50,1.86,0.00,-1.70,5.88,0.82,0.00,0.00,14.70
2083,0.78,0.00,14.59,8,0.45,1818,0.00,0.00,13.97,16,31.33,31.00,55,6.96,-7.70,13.68,1.88,0.00,-1.70,5.88,0.84,0.00,0.00,14.60
2170,1.56,0.00,14.59,8,0.45,1818,0.00,0.00,13.90,16,31.68,31.00,55,6.96,-7.64,13.92,1.90,0.00,-1.70,6.27,0.84,0.00,0.00,14.70
2257,2.34,0.00,14.70,8,0.45,1841,0.00,0.00,13.97,16,31.68,31.50,55,7.11,-7.56,14.11,1.88,0.00,-1.70,6.27,0.84,0.00,0.00,14.70
2344,3.12,0.00,14.70,8,0.45,1864,0.00,0.00,13.97,16,31.68,31.50,54,7.11,-7.52,14.23,1.88,0.00,-1.70,6.27,0.84,0.00,0.00,14.80
2431,3.12,0.00,14.70,8,0.46,1872,0.00,0.00,13.97,16,31.68,31.50,54,7.25,-7.46,14.35,1.90,0.00,-1.70,6.27,0.84,0.00,0.00,14.80
2517,3.91,0.00,14.70,8,0.46,1870,0.00,0.00,13.97,16,32.03,32.00,54,7.25,-7.46,14.29,1.90,0.00,-1.70,6.27,0.84,0.00,0.00,14.80
2604,3.91,0.00,14.70,8,0.46,1887,0.00,0.00,13.97,16,32.38,32.00,54,7.25,-7.43,14.53,1.92,0.00,-1.70,6.27,0.84,0.00,0.00,14.80
2691,4.69,0.00,14.59,8,0.46,1912,0.00,0.00,13.97,16,32.38,32.00,54,7.25,-7.46,14.53,1.92,0.00,-1.70,6.27,0.84,0.00,0.00,14.80
2778,4.69,0.00,14.47,8,0.45,1925,0.00,0.00,13.97,16,32.38,32.00,54,7.25,-7.44,14.47,1.90,0.00,-1.70,6.27,0.86,0.00,0.00,14.70
2864,3.91,0.00,14.36,8,0.46,1916,0.00,0.00,13.98,16,32.38,32.00,54,7.25,-7.44,14.65,1.92,0.00,-1.70,6.67,0.86,0.00,0.00,14.60
2951,3.91,0.00,14.24,8,0.46,1927,0.00,0.00,13.98,16,32.73,32.00,54,7.25,-7.44,14.84,1.92,0.00,-1.70,6.67,0.86,0.00,0.00,14.50
