Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),A/F Correction #1 (%),A/F Learning #1 (%),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target* (estimated AFR),Fuel Injector #1 Latency (Direct)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (Direct)* (ms),Fuel Injector #1 Pulse Width Pre_Low-PW Compensation (ms),Fuel Pump Duty (%),Gear (Calculated)* (position),Injector Duty Cycle (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
13438,14.70,0.38,1074,0.00,0.00,12.51,16,6.09,-8.51,0.00,-1.70,0.64,0.00,0.00,15.60,0.00,0.00,13.84,7,14.36,0.932,2.05,1.160,1.220,74.90,6,1.83,0,0.0
13550,14.70,0.39,1077,0.00,0.00,12.52,16,6.24,-8.41,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,2.05,1.168,1.248,74.90,6,1.83,0,0.0
13663,14.70,0.40,1092,0.00,0.00,12.55,16,6.24,-8.37,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,2.05,1.168,1.252,74.90,6,1.81,0,0.0
13774,14.70,0.39,1094,0.00,0.00,12.56,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,2.05,1.172,1.224,74.90,6,1.86,0,0.0
13886,14.70,0.39,1094,0.00,0.00,12.57,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.936,2.05,1.160,1.252,74.90,6,1.87,0,0.0
13998,14.70,0.39,1094,0.00,0.00,12.60,16,6.38,-8.28,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.936,2.05,1.176,1.240,74.90,6,1.85,0,0.0
14110,14.70,0.40,1099,0.00,0.00,12.61,16,6.38,-8.26,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.936,2.05,1.168,1.256,74.90,6,1.85,0,0.0
14221,14.70,0.40,1102,0.00,0.00,12.74,16,6.53,-8.22,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.932,2.05,1.172,1.244,74.90,6,1.88,0,0.0
14334,14.70,0.40,1101,0.00,0.00,12.75,16,6.53,-8.22,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,2.05,1.180,1.244,74.90,6,1.84,0,0.0
14445,14.70,0.40,1094,0.00,0.00,12.75,16,6.53,-8.18,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.188,1.252,74.90,6,1.85,0,0.0
14557,14.70,0.41,1026,0.00,0.00,12.68,16,6.53,-8.12,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.184,1.288,74.90,6,1.85,0,0.0
14669,14.70,0.40,1116,0.00,0.00,12.79,16,6.53,-8.14,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.160,1.220,74.90,6,1.86,0,0.0
14781,14.70,0.40,1099,0.00,0.00,12.82,16,6.53,-8.14,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,2.05,1.184,1.256,74.90,6,1.86,0,0.0
14894,14.70,0.40,1089,0.00,0.00,12.82,16,6.53,-8.10,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,2.05,1.208,1.264,74.90,6,1.89,0,0.0
15006,14.70,0.41,1086,0.00,0.00,12.83,16,6.67,-8.10,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,2.05,1.244,1.280,74.90,6,1.85,0,0.0
15118,14.70,0.40,1124,0.00,0.00,12.85,16,6.67,-8.04,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.932,2.05,1.196,1.240,74.90,6,1.87,0,0.0
15229,14.70,0.40,1074,0.00,0.00,12.87,16,6.67,-8.10,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.188,1.252,74.90,6,1.91,0,0.0
15340,14.70,0.40,1093,0.00,0.00,12.88,16,6.67,-8.08,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,2.05,1.172,1.240,74.90,6,1.86,0,0.0
15453,14.70,0.40,1116,0.00,0.00,12.90,16,6.67,-8.10,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.932,2.05,1.176,1.248,74.90,6,1.91,0,0.0
15565,14.70,0.40,1107,0.00,0.00,12.92,16,6.67,-8.10,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.932,2.05,1.168,1.236,74.90,6,1.86,0,0.0
15676,14.70,0.39,1148,0.00,0.00,13.03,16,6.67,-8.10,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.932,2.05,1.140,1.208,74.90,6,1.93,0,0.0
15788,14.70,0.40,1112,0.00,0.00,12.93,16,6.53,-8.10,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.932,2.05,1.128,1.224,74.90,6,2.08,0,0.0
15901,14.70,0.39,1102,0.00,0.00,13.06,16,6.53,-8.14,0.00,-1.70,0.64,0.00,0.00,16.60,0.00,0.00,13.84,7,14.36,0.932,2.05,1.172,1.204,74.90,6,1.95,0,0.0
16012,14.70,0.40,1143,0.00,0.00,12.96,16,6.53,-8.14,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,2.05,1.128,1.232,74.90,6,1.91,0,0.0
16124,14.70,0.39,1103,0.00,0.00,13.08,16,6.53,-8.20,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,2.05,1.572,1.192,74.90,6,1.88,0,0.0
16236,14.70,0.40,1136,0.00,0.00,13.09,16,6.53,-8.14,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.160,1.212,74.90,6,1.90,0,0.0
16348,14.70,0.39,1113,0.00,0.00,13.10,16,6.53,-8.20,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.928,2.05,1.116,1.216,74.90,6,1.95,0,0.0
16460,14.70,0.40,1146,0.00,0.00,13.12,16,6.53,-8.18,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.932,2.05,1.104,1.188,74.90,6,1.91,0,0.0
16572,14.81,0.39,1128,0.00,0.00,13.13,16,6.53,-8.22,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.84,7,14.36,0.928,2.05,1.112,1.200,74.90,6,1.71,0,0.0
16684,14.81,0.39,1131,0.00,0.00,13.15,16,6.53,-8.24,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.932,1.79,1.120,1.196,74.90,6,1.71,0,0.0
16796,14.70,0.40,1143,0.00,0.00,13.16,16,6.38,-8.22,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,2.05,1.112,1.204,74.90,6,1.88,0,0.0
16908,14.81,0.38,1148,0.00,0.00,13.18,16,6.53,-8.30,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.092,1.168,74.90,6,1.71,0,0.0
17019,14.81,0.40,1110,0.00,0.00,13.18,16,6.53,-8.24,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.108,1.204,74.90,6,1.64,0,0.0
17132,14.81,0.39,1136,0.00,0.00,13.19,16,6.38,-8.28,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.932,1.79,1.088,1.164,74.90,6,1.71,0,0.0
17244,14.81,0.39,1135,0.00,0.00,13.21,16,6.38,-8.26,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.928,2.05,1.088,1.192,74.90,6,1.88,0,0.0
17355,14.81,0.38,1158,0.00,0.00,13.22,16,6.38,-8.33,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.932,1.79,1.072,1.136,74.90,6,1.70,0,0.0
17468,14.81,0.38,1138,0.00,0.00,13.23,16,6.38,-8.33,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.120,1.152,74.90,6,1.69,0,0.0
17580,14.81,0.39,1128,0.00,0.00,13.24,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,2.05,1.104,1.180,74.90,6,1.92,0,0.0
17691,14.81,0.38,1141,0.00,0.00,13.26,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.080,1.140,74.90,6,1.70,0,0.0
17803,14.70,0.39,1126,0.00,0.00,13.27,16,6.38,-8.30,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,2.30,1.100,1.168,74.90,6,2.12,0,0.0
17915,14.81,0.38,1135,0.00,0.00,13.28,16,6.38,-8.33,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.076,1.132,74.90,6,1.72,0,0.0
18027,14.81,0.38,1153,0.00,0.00,13.30,16,6.38,-8.37,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.76,7,14.36,0.944,1.79,1.068,1.132,74.90,6,1.72,0,0.0
18138,14.81,0.38,1110,0.00,0.00,13.30,16,6.24,-8.35,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.088,1.140,74.90,6,1.71,0,0.0
18250,14.81,0.38,1141,0.00,0.00,13.32,16,6.24,-8.37,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.064,1.144,74.90,6,1.71,0,0.0
18362,14.81,0.38,1130,0.00,0.00,13.33,16,6.24,-8.39,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.064,1.144,74.90,6,1.66,0,0.0
18474,14.81,0.38,1142,0.00,0.00,13.34,16,6.24,-8.39,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.048,1.128,74.90,6,1.69,0,0.0
18586,14.81,0.38,1124,0.00,0.00,13.35,16,6.24,-8.41,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.932,1.79,1.072,1.152,74.90,6,1.71,0,0.0
18698,14.81,0.40,1154,0.00,0.00,13.37,16,6.24,-8.41,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.932,1.79,1.036,1.116,74.90,6,1.69,0,0.0
18809,14.81,0.35,1106,0.00,0.00,13.38,16,6.24,-8.47,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.060,1.148,74.90,6,1.65,0,0.0
18921,14.81,0.37,1158,0.00,0.00,13.39,16,6.24,-8.47,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,2.040,1.104,74.90,6,1.68,0,0.0
19034,14.81,0.37,1149,0.00,0.00,13.40,16,6.24,-8.51,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.932,1.79,0.988,1.084,74.90,6,1.70,0,0.0
19145,14.81,0.37,1102,0.00,0.00,13.42,16,6.24,-8.53,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,1.79,1.020,1.104,74.90,6,1.69,0,0.0
19257,14.81,0.38,1120,0.00,0.00,13.42,16,6.24,-8.51,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.040,1.128,74.90,6,1.65,0,0.0
19369,14.81,0.38,1134,0.00,0.00,13.44,16,6.24,-8.49,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.932,1.79,1.048,1.128,74.90,6,1.68,0,0.0
19481,14.81,0.38,1136,0.00,0.00,13.45,16,6.24,-8.51,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,1.79,1.004,1.092,74.90,6,1.69,0,0.0
19593,14.81,0.36,1142,0.00,0.00,13.46,16,6.24,-8.55,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.932,1.79,1.000,1.080,74.90,6,1.71,0,0.0
19705,14.81,0.36,1140,0.00,0.00,13.48,16,6.09,-8.55,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.924,1.79,0.988,1.072,74.90,6,1.67,0,0.0
19817,14.81,0.37,1117,0.00,0.00,13.49,16,6.24,-8.55,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.60,7,14.36,0.948,1.79,0.008,1.088,74.90,6,1.72,0,0.0
19929,14.81,0.37,1138,0.00,0.00,13.50,16,6.09,-8.53,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.68,7,14.36,0.952,1.79,0.988,1.096,74.90,6,1.70,0,0.0
20040,14.93,0.36,1108,0.00,0.00,13.51,16,6.09,-8.59,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.76,7,14.36,0.944,1.79,1.032,1.076,74.90,6,1.73,0,0.0
20152,14.93,0.37,1138,0.00,0.00,13.52,16,6.09,-8.55,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.928,1.79,1.004,1.112,74.90,6,1.66,0,0.0
20264,14.93,0.36,1136,0.00,0.00,13.53,16,6.09,-8.59,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.932,1.79,0.996,1.076,74.90,6,1.71,0,0.0
20376,14.93,0.37,1108,0.00,0.00,13.54,16,6.09,-8.59,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.932,1.79,0.980,1.076,74.90,6,1.65,0,0.0
20488,14.93,0.36,1130,0.00,0.00,13.55,16,6.09,-8.59,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.936,1.79,0.972,1.064,74.90,6,1.70,0,0.0
20600,14.93,0.36,1128,0.00,0.00,13.56,16,6.09,-8.60,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.936,1.79,0.980,1.072,74.90,6,1.66,0,0.0
20711,14.93,0.35,1144,0.00,0.00,13.58,16,6.09,-8.62,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,1.79,0.972,1.044,74.90,6,1.71,0,0.0
20823,15.04,0.36,1117,0.00,0.00,13.59,16,6.09,-8.64,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.76,7,14.36,0.936,1.79,0.980,1.072,74.90,6,1.70,0,0.0
20936,15.04,0.36,1140,0.00,0.00,13.60,16,6.09,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.76,7,14.36,0.932,1.79,0.952,1.044,74.90,6,1.69,0,0.0
21048,15.04,0.36,1132,0.00,0.00,13.61,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.76,7,14.36,0.936,1.79,0.952,1.052,74.90,6,1.67,0,0.0
21159,15.04,0.36,1142,0.00,0.00,13.62,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,1.79,0.940,1.044,74.90,6,1.69,0,0.0
21271,15.04,0.36,1122,0.00,0.00,13.63,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.948,1.79,0.948,1.060,74.90,6,1.66,0,0.0
21383,15.04,0.36,1088,0.00,0.00,13.64,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.52,7,14.36,0.972,1.79,0.972,1.060,74.90,6,1.66,0,0.0
21495,15.04,0.36,1117,0.00,0.00,13.65,16,6.09,-8.68,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.44,7,14.36,0.976,1.79,0.972,1.056,74.90,6,1.67,0,0.0
21607,15.16,0.36,1128,0.00,0.00,13.67,16,6.09,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.44,7,14.36,0.976,1.79,0.956,1.040,74.90,6,1.70,0,0.0
21719,15.16,0.36,1130,0.00,0.00,13.68,16,6.09,-8.68,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.52,7,14.36,0.956,1.79,0.948,1.040,74.90,6,1.65,0,0.0
21831,15.16,0.35,1114,0.00,0.00,13.69,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.76,7,14.36,0.940,1.79,0.944,1.036,74.90,6,1.68,0,0.0
21943,15.16,0.36,1138,0.00,0.00,13.70,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.84,7,14.36,0.932,1.79,0.952,1.044,74.90,6,1.66,0,0.0
22055,15.27,0.35,1109,0.00,0.00,13.72,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.92,7,14.36,0.940,1.79,0.944,1.028,74.90,6,1.68,0,0.0
22167,15.27,0.35,1111,0.00,0.00,13.72,16,5.95,-8.72,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.92,7,14.36,0.936,1.79,0.944,1.036,74.90,6,1.68,0,0.0
22280,15.27,0.36,1112,0.00,0.00,13.73,16,5.95,-8.70,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.92,7,14.36,0.920,1.79,0.960,1.044,74.90,6,1.66,0,0.0
22391,15.27,0.36,1086,0.00,0.00,13.75,16,5.95,-8.68,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.920,1.79,0.988,1.052,74.90,6,1.66,0,0.0
22503,15.27,0.36,1105,0.00,0.00,13.76,16,5.95,-8.66,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.84,7,14.36,0.924,1.79,0.956,1.068,74.90,6,1.64,0,0.0
22615,15.27,0.36,1092,0.00,0.00,13.77,16,6.09,-8.64,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.68,7,14.36,0.948,1.79,0.980,1.048,74.90,6,1.66,0,0.0
22727,15.39,0.37,1094,0.00,0.00,13.78,16,6.09,-8.62,0.00,-1.70,0.64,0.00,0.00,15.70,0.00,0.00,13.92,7,14.36,0.932,1.79,0.980,1.072,74.90,6,1.63,0,0.0
22838,15.39,0.36,1084,0.00,0.00,13.79,16,6.09,-8.62,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.92,7,14.36,0.932,1.79,0.988,1.056,74.90,6,1.67,0,0.0
22950,15.39,0.37,1121,0.00,0.00,13.80,16,6.09,-8.60,0.00,-1.70,0.64,0.00,0.00,15.80,0.00,0.00,13.92,7,14.36,0.928,1.79,0.972,1.064,74.90,6,1.63,0,0.0
23063,15.39,0.36,1093,0.00,0.00,13.81,16,6.09,-8.60,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.92,7,14.36,0.924,1.79,0.960,1.060,74.90,6,1.63,0,0.0
23174,15.39,0.37,1105,0.00,0.00,13.82,16,6.09,-8.59,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.76,7,14.36,0.928,1.79,0.960,1.060,74.90,6,1.65,0,0.0
23286,15.50,0.36,1107,0.00,0.00,13.84,16,6.09,-8.57,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.932,1.79,0.976,1.052,74.90,6,1.67,0,0.0
23398,15.62,0.37,1082,0.00,0.00,13.84,16,6.09,-8.53,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.76,7,14.36,0.940,1.79,0.988,1.068,74.90,6,1.62,0,0.0
23511,15.62,0.37,1090,0.00,0.00,13.85,16,6.09,-8.53,0.00,-1.70,0.64,0.00,0.00,15.90,0.00,0.00,13.84,7,14.36,0.928,1.79,0.988,1.084,74.90,6,1.64,0,0.0
23623,15.73,0.37,1107,0.00,0.00,13.87,16,6.09,-8.51,0.00,-1.70,0.64,0.00,0.00,16.00,0.00,0.00,13.84,7,14.36,0.936,1.79,0.988,1.076,74.90,6,1.66,0,0.0
23735,15.62,0.38,1032,0.00,0.00,13.78,16,6.24,-8.51,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.936,1.79,1.004,1.108,74.90,6,1.59,0,0.0
23847,15.73,0.40,1109,0.00,0.00,13.89,16,6.24,-8.45,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.92,7,14.36,0.940,1.79,0.980,1.064,74.90,6,1.64,0,0.0
23958,15.73,0.35,1099,0.00,0.00,13.91,16,6.24,-8.49,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.76,7,14.36,0.948,1.79,0.992,1.088,74.90,6,1.67,0,0.0
24070,15.62,0.40,1114,0.00,0.00,13.91,16,6.24,-8.49,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.68,7,14.36,0.952,1.79,0.988,1.072,74.90,6,1.63,0,0.0
24182,15.73,0.39,1082,0.00,0.00,13.84,16,6.24,-8.45,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.68,7,14.36,0.948,1.79,2.040,1.104,74.90,6,1.62,0,0.0
24294,15.73,0.38,1118,0.00,0.00,13.94,16,6.24,-8.41,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.68,7,14.36,0.920,1.79,0.988,1.080,74.90,6,1.66,0,0.0
24406,15.73,0.38,1102,0.00,0.00,13.95,16,6.24,-8.41,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.76,7,14.36,0.924,1.79,1.004,1.084,74.90,6,1.64,0,0.0
24517,15.73,0.39,1049,0.00,0.00,13.87,16,6.24,-8.39,0.00,-1.70,0.64,0.00,0.00,16.10,0.00,0.00,13.84,7,14.36,0.932,1.79,1.004,1.100,74.90,6,1.61,0,0.0
24630,15.85,0.38,1117,0.00,0.00,13.97,16,6.38,-8.39,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.92,7,14.36,0.940,1.79,0.996,1.084,74.90,6,1.66,0,0.0
24742,15.73,0.39,1102,0.00,0.00,13.89,16,6.38,-8.35,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.92,7,14.36,0.940,1.79,1.020,1.100,74.90,6,1.61,0,0.0
24854,15.73,0.38,1106,0.00,0.00,14.00,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.92,7,14.36,0.932,1.79,1.020,1.100,74.90,6,1.64,0,0.0
24966,15.96,0.38,1105,0.00,0.00,14.00,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.92,7,14.36,0.924,1.79,0.992,1.100,74.90,6,1.65,0,0.0
25078,15.96,0.38,1104,0.00,0.00,14.02,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.20,0.00,0.00,13.76,7,14.36,0.928,1.79,1.016,1.088,74.90,6,1.64,0,0.0
25189,15.96,0.39,1112,0.00,0.00,14.03,16,6.38,-8.30,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.84,7,14.36,0.924,1.79,1.016,1.112,74.90,6,1.60,0,0.0
25302,16.08,0.38,1145,0.00,0.00,14.04,16,6.53,-8.30,0.00,-1.70,0.64,0.00,0.00,16.60,0.00,0.00,13.84,7,14.36,0.936,1.79,1.016,1.088,74.90,6,1.68,0,0.0
25413,16.19,0.39,1102,0.00,0.00,14.05,16,6.38,-8.30,0.00,-1.70,0.64,0.00,0.00,16.50,0.00,0.00,13.92,7,14.36,0.932,1.79,1.024,1.104,74.90,6,1.61,0,0.0
25525,15.96,0.37,1101,0.00,0.00,14.06,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.92,7,14.36,0.944,1.79,0.984,1.068,74.90,6,1.69,0,0.0
25638,16.08,0.39,1102,0.00,0.00,14.07,16,6.38,-8.33,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.92,7,14.36,0.932,1.79,1.020,1.092,74.90,6,1.64,0,0.0
25750,15.85,0.38,1119,0.00,0.00,14.09,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.92,7,14.36,0.924,1.79,1.004,1.084,74.90,6,1.67,0,0.0
25862,15.73,0.39,1088,0.00,0.00,14.10,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.84,7,14.36,0.924,1.79,1.036,1.116,74.90,6,1.61,0,0.0
25974,15.96,0.39,1081,0.00,0.00,14.11,16,6.53,-8.28,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.76,7,14.36,0.920,1.79,1.016,1.096,74.90,6,1.67,0,0.0
26085,16.08,0.39,1101,0.00,0.00,14.12,16,6.38,-8.26,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.76,7,14.36,0.940,1.79,1.024,1.104,74.90,6,1.64,0,0.0
26197,15.96,0.38,1085,0.00,0.00,14.13,16,6.38,-8.24,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.92,7,14.36,0.924,1.79,0.008,1.088,74.90,6,1.67,0,0.0
26309,16.19,0.38,1094,0.00,0.00,14.15,16,6.53,-8.24,0.00,-1.70,0.64,0.00,0.00,16.40,0.00,0.00,13.92,7,14.36,0.924,1.79,0.000,1.096,74.90,6,1.65,0,0.0
26421,16.19,0.39,1143,0.00,0.00,14.15,16,6.38,-8.26,0.00,-1.70,0.64,0.00,0.00,16.50,0.00,0.00,13.84,7,14.36,0.920,1.79,1.064,1.096,74.90,6,1.67,0,0.0
26534,16.08,0.39,1104,0.00,0.00,14.17,16,6.38,-8.24,0.00,-1.70,0.64,0.00,0.00,16.60,0.00,0.00,13.92,7,14.36,0.932,1.79,0.988,1.104,74.90,6,1.61,0,0.0
26645,15.96,0.37,1089,0.00,0.00,14.18,16,6.38,-8.30,0.00,-1.70,0.64,0.00,0.00,16.50,0.00,0.00,13.92,7,14.36,0.932,1.79,1.020,1.060,74.90,6,1.70,0,0.0
26757,16.19,0.38,1131,0.00,0.00,14.19,16,6.38,-8.31,0.00,-1.70,0.64,0.00,0.00,16.30,0.00,0.00,13.92,7,14.36,0.932,1.79,0.976,1.084,74.90,6,1.65,0,0.0
