Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
12201,0.00,0.00,14.81,7,0.30,965,0.00,0.00,13.10,16,9.88,12.00,100,5.37,-9.28,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,174
12290,0.00,0.00,14.81,7,0.30,980,0.00,0.00,13.11,16,9.88,11.00,100,5.51,-9.24,4.95,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.60,174
12379,0.00,0.00,14.81,7,0.31,986,0.00,0.00,13.11,16,9.88,9.50,100,5.51,-9.18,5.01,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
12468,0.00,0.00,14.81,7,0.31,972,0.00,0.00,13.12,16,9.88,9.50,100,5.51,-9.17,5.01,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,174
12557,0.00,0.00,14.81,7,0.30,1001,0.00,0.00,13.12,16,9.88,8.00,100,5.51,-9.17,5.05,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,174
12647,0.00,0.00,14.81,7,0.30,1012,0.00,0.00,13.14,16,9.88,7.00,100,5.51,-9.15,5.05,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
12736,0.00,0.00,14.81,7,0.30,985,0.00,0.00,13.14,16,9.88,8.00,100,5.51,-9.17,4.99,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
12825,0.00,0.00,14.81,7,0.31,977,0.00,0.00,13.15,16,9.88,10.50,100,5.51,-9.17,5.01,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
12913,0.00,0.00,14.81,7,0.31,991,0.00,0.00,13.15,16,9.88,9.50,100,5.51,-9.13,5.11,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
13002,0.00,0.00,14.81,7,0.31,1001,0.00,0.00,13.16,16,9.88,9.50,100,5.66,-9.07,5.24,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
13091,0.00,0.00,14.93,7,0.31,1006,0.00,0.00,13.17,16,9.88,7.50,100,5.66,-9.07,5.21,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
13181,0.00,0.00,14.93,7,0.31,993,0.00,0.00,13.17,16,9.88,9.50,100,5.66,-9.09,5.18,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
13270,0.00,0.00,14.93,7,0.31,1010,0.00,0.00,13.18,16,9.88,10.50,100,5.66,-9.09,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
13358,0.00,0.00,14.93,7,0.31,1000,0.00,0.00,13.19,16,9.88,8.50,100,5.66,-9.09,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
13448,0.00,0.00,14.93,7,0.32,1003,0.00,0.00,13.20,16,9.88,7.50,100,5.66,-9.05,5.27,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
13537,0.00,0.00,14.93,7,0.31,1012,0.00,0.00,13.20,16,9.88,8.00,100,5.66,-9.09,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
13626,0.00,0.00,14.93,7,0.30,1002,0.00,0.00,13.21,16,9.88,6.50,100,5.66,-9.11,5.21,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
13716,0.00,0.00,14.93,7,0.31,1012,0.00,0.00,13.22,16,9.88,8.00,100,5.66,-9.11,5.21,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
13805,0.00,0.00,14.93,7,0.31,1018,0.00,0.00,13.23,16,9.88,7.50,100,5.66,-9.11,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
13894,0.00,0.00,14.93,7,0.30,1009,0.00,0.00,13.23,16,9.88,8.50,100,5.51,-9.15,5.21,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
13983,0.00,0.00,15.04,7,0.30,1028,0.00,0.00,13.24,16,9.88,9.50,100,5.51,-9.18,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14072,0.00,0.00,15.04,7,0.31,1005,0.00,0.00,13.24,16,9.88,9.50,100,5.51,-9.15,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14160,0.00,0.00,15.04,7,0.32,999,0.00,0.00,13.26,16,9.88,10.00,100,5.51,-9.09,5.27,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
14249,0.00,0.00,15.04,7,0.31,1023,0.00,0.00,13.26,16,9.88,7.00,100,5.66,-9.09,5.27,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14338,0.00,0.00,15.04,7,0.31,1003,0.00,0.00,13.27,16,9.88,10.00,100,5.51,-9.15,5.30,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,174
14428,0.00,0.00,15.04,7,0.31,1021,0.00,0.00,13.28,16,9.88,8.00,100,5.51,-9.13,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14517,0.00,0.00,15.04,7,0.31,1005,0.00,0.00,13.29,16,9.88,9.50,100,5.51,-9.13,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14606,0.00,0.00,15.16,7,0.31,993,0.00,0.00,13.29,16,9.88,11.00,100,5.51,-9.13,5.24,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
14694,0.00,0.00,15.16,7,0.31,1010,0.00,0.00,13.30,16,9.88,9.50,100,5.66,-9.09,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,174
14784,0.00,0.00,15.16,7,0.31,1004,0.00,0.00,13.31,16,9.88,8.00,100,5.66,-9.09,5.30,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
14872,0.00,0.00,15.16,7,0.31,1019,0.00,0.00,13.32,16,9.88,9.00,100,5.66,-9.07,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,174
14962,0.00,0.00,15.16,7,0.31,1000,0.00,0.00,13.32,16,9.88,9.00,100,5.66,-9.11,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
15051,0.00,0.00,15.27,7,0.31,1008,0.00,0.00,13.33,16,9.88,9.50,100,5.51,-9.15,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15140,0.00,0.00,15.27,7,0.30,1026,0.00,0.00,13.33,16,9.88,7.50,100,5.51,-9.15,5.21,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15229,0.00,0.00,15.27,7,0.31,1002,0.00,0.00,13.34,16,9.88,8.50,100,5.51,-9.15,5.21,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15318,0.00,0.00,15.27,7,0.31,1013,0.00,0.00,13.34,16,9.88,9.00,100,5.51,-9.15,5.27,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15407,0.78,0.00,15.39,7,0.31,1019,0.00,0.00,13.34,16,9.88,8.50,100,5.51,-9.15,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15497,0.78,0.00,15.39,7,0.31,1007,0.00,0.00,13.34,16,9.88,9.50,100,5.51,-9.13,5.24,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15585,1.56,0.00,15.39,7,0.31,1029,0.00,0.00,13.34,16,9.88,7.50,100,5.66,-9.11,5.24,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,174
15675,1.56,0.00,15.50,7,0.30,1013,0.00,0.00,13.34,16,9.88,8.00,100,5.51,-9.17,5.18,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
15763,1.56,0.00,15.50,7,0.30,1025,0.00,0.00,13.34,16,9.88,9.00,100,5.51,-9.20,5.11,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
15853,2.34,0.00,15.50,7,0.30,1041,0.00,0.00,13.34,16,9.88,6.50,100,5.51,-9.20,5.18,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
15942,2.34,0.00,15.50,7,0.30,1026,0.00,0.00,13.34,16,9.88,7.00,100,5.51,-9.22,5.18,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
16031,3.12,0.00,15.50,7,0.31,1039,0.00,0.00,13.34,16,9.88,7.50,100,5.51,-9.26,5.18,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
16120,3.91,0.00,15.62,7,0.30,1025,0.00,0.00,13.34,16,9.88,9.00,100,5.37,-9.28,5.24,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
16209,3.91,0.00,15.62,7,0.29,1045,0.00,0.00,13.34,16,9.88,8.50,100,5.37,-9.30,5.11,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
16298,4.69,0.00,15.62,7,0.30,1043,0.00,0.00,13.34,16,9.88,7.00,100,5.37,-9.32,5.11,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
16387,4.69,0.00,15.50,7,0.30,1026,0.00,0.00,13.34,16,9.88,9.50,100,5.37,-9.34,5.14,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,174
16476,4.69,0.00,15.50,7,0.30,1048,0.00,0.00,13.34,16,9.88,7.50,100,5.37,-9.34,5.18,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
16565,4.69,0.00,15.39,7,0.29,1040,0.00,0.00,13.34,16,9.88,8.00,100,5.37,-9.38,5.11,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,174
16654,4.69,0.00,15.39,7,0.29,1048,0.00,0.00,13.34,16,9.88,7.50,100,5.37,-9.42,5.05,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,174
16743,5.47,0.00,15.27,7,0.29,1040,0.00,0.00,13.34,16,9.88,6.50,100,5.22,-9.44,5.05,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,174
16832,5.47,0.00,15.27,7,0.29,1057,0.00,0.00,13.34,16,9.88,7.00,100,5.22,-9.48,5.05,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,174
16921,5.47,0.00,15.27,7,0.28,1064,0.00,0.00,13.34,16,9.88,7.50,100,5.22,-9.53,4.99,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.60,174
17010,5.47,0.00,15.16,7,0.28,1054,0.00,0.00,13.34,16,9.88,9.50,100,5.08,-9.55,4.95,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.60,174
17099,5.47,0.00,15.16,7,0.28,1050,0.00,0.00,13.34,16,9.88,8.00,100,5.22,-9.53,4.99,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,174
17188,5.47,0.00,15.16,7,0.29,1042,0.00,0.00,13.34,16,9.88,7.00,100,5.08,-9.55,5.01,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,174
17277,6.25,0.00,15.04,7,0.28,1044,0.00,0.00,13.34,16,9.88,9.50,100,5.08,-9.57,5.01,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,174
17366,6.25,0.00,15.04,7,0.28,1055,0.00,0.00,13.34,16,9.88,8.00,100,5.08,-9.57,4.95,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,174
17455,6.25,0.00,15.04,7,0.28,1061,0.00,0.00,13.34,16,9.88,8.00,100,5.08,-9.59,4.92,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,174
17544,6.25,0.00,14.93,7,0.27,1063,0.00,0.00,13.34,16,9.88,7.50,100,5.08,-9.63,4.86,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.30,174
17633,5.47,0.00,14.81,7,0.28,1046,0.00,0.00,13.34,16,9.88,9.50,100,5.08,-9.65,4.79,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.40,174
17722,6.25,0.00,14.93,7,0.28,1051,0.00,0.00,13.34,16,9.88,9.50,100,5.08,-9.67,4.86,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,174
17811,6.25,0.00,14.81,7,0.27,1061,0.00,0.00,13.34,16,9.88,8.00,100,5.08,-9.65,4.82,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,174
17900,6.25,0.00,14.81,7,0.28,1056,0.00,0.00,13.34,16,9.88,8.50,100,5.08,-9.65,4.86,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
17990,6.25,0.00,14.81,7,0.27,1043,0.00,0.00,13.34,16,9.88,9.50,100,5.08,-9.67,4.79,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
18079,6.25,0.00,14.81,7,0.27,1042,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.73,4.73,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
18168,6.25,0.00,14.81,7,0.27,1054,0.00,0.00,13.34,16,9.88,9.50,100,4.93,-9.73,4.79,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
18256,6.25,0.00,14.81,7,0.27,1056,0.00,0.00,13.34,16,9.88,8.50,100,4.93,-9.73,4.79,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
18346,6.25,0.00,14.81,7,0.28,1046,0.00,0.00,13.34,16,9.88,9.50,100,4.93,-9.73,4.75,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
18435,6.25,0.00,14.81,7,0.27,1043,0.00,0.00,13.34,16,9.88,9.00,100,4.93,-9.73,4.73,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
18524,6.25,0.00,14.70,7,0.27,1057,0.00,0.00,13.34,16,9.88,8.50,100,4.93,-9.77,4.73,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
18613,6.25,0.00,14.81,7,0.27,1066,0.00,0.00,13.34,16,9.88,8.00,100,4.93,-9.77,4.73,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
18702,6.25,0.00,14.59,7,0.27,1050,0.00,0.00,13.34,16,9.88,9.00,100,4.93,-9.77,4.66,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
18791,6.25,0.00,14.59,7,0.27,1046,0.00,0.00,13.34,16,9.88,10.00,100,4.93,-9.77,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
18880,5.47,0.00,14.59,7,0.27,1041,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.78,4.73,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
18969,6.25,0.00,14.59,7,0.27,1048,0.00,0.00,13.34,16,9.88,9.50,100,4.93,-9.80,4.70,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19058,6.25,0.00,14.70,7,0.27,1054,0.00,0.00,13.34,16,9.88,9.00,100,4.93,-9.80,4.73,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
19147,6.25,0.00,14.70,7,0.27,1041,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.77,4.66,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
19236,6.25,0.00,14.70,7,0.27,1036,0.00,0.00,13.34,16,9.88,10.00,100,4.93,-9.78,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19325,6.25,0.00,14.70,7,0.27,1039,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.82,4.70,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19414,6.25,0.00,14.70,7,0.26,1039,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.80,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19503,6.25,0.00,14.81,7,0.27,1043,0.00,0.00,13.34,16,9.88,9.50,100,4.93,-9.78,4.64,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19592,6.25,0.00,14.70,7,0.27,1033,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.78,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
19682,6.25,0.00,14.70,7,0.27,1044,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.77,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19770,6.25,0.00,14.59,7,0.27,1024,0.00,0.00,13.34,16,9.88,11.50,100,4.93,-9.78,4.66,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
19859,6.25,0.00,14.59,7,0.27,1034,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.77,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
19948,5.47,0.00,14.59,7,0.27,1030,0.00,0.00,13.34,16,9.88,9.00,100,4.93,-9.75,4.64,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
20037,5.47,0.00,14.47,7,0.27,1042,0.00,0.00,13.34,16,9.88,9.50,100,4.93,-9.78,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
20126,6.25,0.00,14.70,7,0.26,1051,0.00,0.00,13.34,16,9.88,8.00,100,4.93,-9.82,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
20214,6.25,0.00,14.70,7,0.26,1037,0.00,0.00,13.34,16,9.88,11.00,100,4.79,-9.84,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
20304,6.25,0.00,14.70,7,0.26,1030,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.82,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
20393,6.25,0.00,14.70,7,0.27,1025,0.00,0.00,13.34,16,9.88,8.50,100,4.79,-9.84,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
20482,6.25,0.00,14.70,7,0.26,1046,0.00,0.00,13.34,16,9.88,9.50,100,4.79,-9.84,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
20571,6.25,0.00,14.70,7,0.26,1040,0.00,0.00,13.34,16,9.88,9.50,100,4.79,-9.84,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
20660,6.25,0.00,14.70,7,0.26,1026,0.00,0.00,13.34,16,9.88,10.50,100,4.79,-9.82,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
20749,6.25,0.00,14.70,7,0.27,1024,0.00,0.00,13.34,16,9.88,10.50,100,4.93,-9.84,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
20838,6.25,0.00,14.70,7,0.27,1007,0.00,0.00,13.32,16,9.88,12.50,100,4.79,-9.84,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
20928,0.00,0.00,14.70,7,0.30,933,0.00,0.00,11.41,16,9.88,17.50,100,4.93,-9.69,4.52,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21016,0.00,0.00,14.70,7,0.38,772,0.00,0.00,9.85,16,9.88,17.50,100,6.09,-9.17,4.70,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21105,0.00,0.00,14.70,7,0.54,731,0.00,0.00,10.76,16,9.88,17.50,100,6.67,-8.04,7.46,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21194,0.00,0.00,14.81,7,0.67,634,0.00,0.00,11.33,16,9.88,17.50,100,7.84,-6.83,7.98,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
21283,0.00,0.00,14.93,7,0.79,522,0.00,0.00,11.64,16,9.88,17.50,100,9.29,-5.47,7.98,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
21372,0.00,0.00,15.73,7,0.86,456,0.00,0.00,11.78,16,9.88,17.50,100,10.01,-4.66,7.78,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21461,0.00,0.00,16.19,7,0.92,386,0.00,0.00,11.78,16,9.88,17.50,100,11.17,-3.58,7.50,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21550,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,7.50,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,174
21639,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
21728,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,1.26,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,174
21818,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,1.04,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,174
21906,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,0.84,0.00,-1.70,1.18,0.68,0.00,0.00,15.00,174
21995,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,0.82,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,174
22084,0.00,0.00,16.08,7,0.35,273,0.00,0.00,13.34,16,12.34,12.00,100,12.62,-2.03,6.93,0.80,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,174
22173,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.08,2.93,0.74,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,174
22262,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.04,2.93,0.72,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,174
22352,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.08,2.93,0.72,0.00,-1.70,1.18,0.68,0.00,0.00,15.20,174
22441,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.08,2.93,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.10,174
22530,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.08,2.93,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.20,174
22619,0.00,0.00,14.70,7,0.35,0,0.00,0.00,13.34,16,12.34,9.50,100,14.65,-0.08,2.93,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,15.20,174
150159,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150247,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150336,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150425,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.50,174
150515,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150605,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150694,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150784,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.80,174
150873,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
150961,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.70,174
151051,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151139,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.70,174
151229,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151318,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.50,174
151408,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.50,174
151497,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151585,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151674,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151764,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151852,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
151941,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.60,174
152030,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.65,-0.08,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.50,174
152120,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,-20.00,9.50,100,14.51,-0.14,2.92,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,15.70,174
