Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.24,0.16,1502,0.00,0.00,16,14.10,18.00,5.22,8.03,-1.39,0.64
171,13.90,0.16,1501,0.00,0.00,16,14.10,16.50,5.22,7.98,-1.39,0.64
350,13.78,0.16,1510,0.00,0.00,16,14.10,17.50,5.22,8.03,-1.39,0.64
511,13.67,0.16,1503,0.00,0.00,16,14.10,17.50,5.22,8.03,-1.39,0.64
699,13.78,0.16,1498,0.00,0.00,16,14.10,17.50,5.22,7.98,-1.39,0.64
870,13.67,0.16,1494,0.00,0.00,16,14.10,18.50,5.37,7.90,-1.39,0.64
1042,13.78,0.16,1497,0.00,0.00,16,14.10,17.50,5.37,7.98,-1.39,0.64
1214,13.78,0.16,1508,0.00,0.00,16,14.10,16.50,5.37,7.98,-1.39,0.64
1386,13.78,0.16,1490,0.00,0.00,16,14.10,18.50,5.37,7.90,-1.39,0.64
1558,14.01,0.16,1495,0.00,0.00,16,14.10,18.00,5.37,7.86,-1.39,0.64
1730,14.13,0.16,1490,0.00,0.00,16,14.10,18.50,5.37,7.94,-1.39,0.64
1902,14.13,0.16,1496,0.00,0.00,16,14.10,17.50,5.37,7.98,-1.39,0.64
2074,13.78,0.16,1504,0.00,0.00,16,14.10,16.50,5.37,7.94,-1.39,0.64
2245,13.78,0.16,1484,0.00,0.00,16,14.10,18.00,5.37,7.94,-1.39,0.64
2417,13.90,0.16,1470,0.00,0.00,16,14.10,20.00,5.37,7.98,-1.39,0.64
2589,13.78,0.16,1466,0.00,0.00,16,14.10,20.00,5.66,7.98,-1.39,0.64
2761,14.13,0.17,1463,0.00,0.00,16,14.10,19.50,5.66,8.03,-1.39,0.64
2948,14.47,0.17,1460,0.00,0.00,16,14.10,19.00,5.66,7.98,-1.39,0.64
3120,14.70,0.17,1462,0.00,0.00,16,14.10,18.50,5.66,8.39,-1.39,0.64
3292,14.59,0.17,1485,0.00,0.00,16,14.10,16.00,5.80,8.47,-1.39,0.64
3464,14.47,0.17,1496,0.00,0.00,16,14.10,15.50,5.66,8.56,-1.39,0.64
3636,14.13,0.17,1497,0.00,0.00,16,14.10,15.50,5.66,8.56,-1.39,0.64
3808,13.90,0.17,1510,0.00,0.00,16,14.10,15.50,5.66,8.65,-1.39,0.64
3980,13.55,0.17,1516,0.00,0.00,16,14.10,15.50,5.66,8.60,-1.39,0.64
4152,13.44,0.17,1520,0.00,0.00,16,14.10,15.50,5.51,8.65,-1.39,0.64
4323,13.55,0.17,1519,0.00,0.00,16,14.10,16.00,5.66,8.47,-1.39,0.64
4495,13.67,0.17,1516,0.00,0.00,16,14.10,17.50,5.51,8.47,-1.39,0.64
4666,13.90,0.17,1506,0.00,0.00,16,14.10,18.00,5.51,8.47,-1.39,0.64
4838,13.78,0.17,1508,0.00,0.00,16,14.10,17.50,5.66,8.47,-1.39,0.64
5010,13.90,0.17,1489,0.00,0.00,16,14.10,18.00,5.51,8.52,-1.39,0.64
5182,13.44,0.17,1485,0.00,0.00,16,14.10,19.50,5.66,8.47,-1.39,0.64
5354,13.78,0.17,1473,0.00,0.00,16,14.10,20.00,5.66,8.47,-1.39,0.64
5526,13.78,0.17,1484,0.00,0.00,16,14.10,19.00,5.66,8.36,-1.39,0.64
5698,14.01,0.17,1498,0.00,0.00,16,14.10,16.50,5.66,8.47,-1.39,0.64
5885,13.90,0.17,1506,0.00,0.00,16,14.10,16.50,5.66,8.44,-1.39,0.64
6057,13.90,0.17,1513,0.00,0.00,16,14.10,16.50,5.51,8.39,-1.39,0.64
6230,13.67,0.17,1497,0.00,0.00,16,14.10,18.50,5.51,8.52,-1.39,0.64
6402,13.78,0.17,1501,0.00,0.00,16,14.10,16.50,5.51,8.52,-1.39,0.64
6574,13.67,0.17,1490,0.00,0.00,16,14.10,19.00,5.51,8.56,-1.39,0.64
6762,13.78,0.17,1474,0.00,0.00,16,14.10,20.00,5.66,8.52,-1.39,0.64
6934,13.55,0.17,1477,0.00,0.00,16,14.10,19.00,5.66,8.44,-1.39,0.64
7105,13.78,0.17,1462,0.00,0.00,16,14.10,20.00,5.66,8.47,-1.39,0.64
7277,13.67,0.18,1456,0.00,0.00,16,14.10,20.00,5.80,8.56,-1.39,0.64
7449,13.90,0.18,1465,0.00,0.00,16,14.10,18.50,5.95,8.74,-1.39,0.64
7636,13.90,0.18,1478,0.00,0.00,16,14.10,19.00,5.95,8.78,-1.39,0.64
7808,13.90,0.18,1470,0.00,0.00,16,14.10,17.50,5.95,8.91,-1.39,0.64
7980,13.90,0.18,1490,0.00,0.00,16,14.10,17.50,5.95,9.00,-1.39,0.64
8140,13.90,0.18,1507,0.00,0.00,16,14.10,14.50,5.80,8.82,-1.39,0.64
8327,13.90,0.18,1500,0.00,0.00,16,14.10,16.50,5.80,8.95,-1.39,0.64
8499,13.90,0.18,1508,0.00,0.00,16,14.10,15.00,5.80,9.00,-1.39,0.64
8671,13.90,0.18,1515,0.00,0.00,16,14.10,17.50,5.80,8.95,-1.39,0.64
8843,14.13,0.18,1496,0.00,0.00,16,14.10,18.00,5.80,8.87,-1.39,0.64
9015,13.90,0.18,1508,0.00,0.00,16,14.10,16.00,5.80,8.95,-1.39,0.64
9187,13.90,0.17,1534,0.00,0.00,16,14.10,15.00,5.66,8.78,-1.39,0.64
9358,13.67,0.17,1542,0.00,0.00,16,14.10,14.50,5.66,8.87,-1.39,0.64
9530,13.67,0.17,1532,0.00,0.00,16,14.10,16.50,5.66,8.74,-1.39,0.64
9702,13.78,0.17,1525,0.00,0.00,16,14.10,17.50,5.51,8.82,-1.39,0.64
9878,13.55,0.18,1493,0.00,0.00,16,14.10,19.00,5.66,8.78,-1.39,0.64
10050,13.78,0.17,1500,0.00,0.00,16,14.10,19.50,5.66,8.69,-1.39,0.64
10222,13.67,0.17,1480,0.00,0.00,16,14.10,21.00,5.66,8.65,-1.39,0.64
10394,13.78,0.18,1465,0.00,0.00,16,14.10,21.00,5.80,8.74,-1.39,0.64
10569,13.78,0.18,1459,0.00,0.00,16,14.10,21.50,5.80,8.69,-1.39,0.64
10731,13.78,0.18,1463,0.00,0.00,16,14.10,20.00,5.95,8.82,-1.39,0.64
10903,13.67,0.18,1451,0.00,0.00,16,14.10,21.50,5.95,8.82,-1.39,0.64
11075,14.01,0.19,1439,0.00,0.00,16,14.10,20.00,6.09,9.04,-1.39,0.64
11247,14.13,0.19,1452,0.00,0.00,16,14.10,19.00,6.24,9.22,-1.39,0.64
11419,14.13,0.20,1455,0.00,0.00,16,14.10,18.00,6.24,9.44,-1.39,0.64
11590,14.24,0.20,1456,0.00,0.00,16,14.10,17.50,6.38,9.56,-1.39,0.64
11778,14.24,0.20,1445,0.00,0.00,16,14.10,17.50,6.38,9.66,-1.39,0.64
11950,14.36,0.19,1478,0.00,0.00,16,14.10,15.00,6.38,9.61,-1.39,0.64
12122,14.36,0.19,1542,0.00,0.00,16,14.10,11.50,6.24,9.53,-1.39,0.64
12294,14.13,0.19,1556,0.00,0.00,16,14.10,10.50,6.09,9.66,-1.39,0.64
12466,14.01,0.18,1565,0.00,0.00,16,14.10,10.50,5.95,9.56,-1.39,0.64
12638,13.55,0.18,1562,0.00,0.00,16,14.10,13.00,5.80,9.56,-1.39,0.64
12813,13.55,0.18,1574,0.00,0.00,16,14.10,12.50,5.66,9.39,-1.39,0.64
12985,13.44,0.18,1589,0.00,0.00,16,14.10,13.00,5.66,9.31,-1.39,0.64
13157,13.44,0.17,1594,0.00,0.00,16,14.10,13.50,5.51,9.22,-1.39,0.64
13329,13.44,0.17,1595,0.00,0.00,16,14.10,14.00,5.51,9.13,-1.39,0.64
13501,13.32,0.17,1591,0.00,0.00,16,14.10,15.50,5.37,9.09,-1.39,0.64
13672,13.32,0.17,1606,0.00,0.00,16,14.10,16.50,5.37,8.91,-1.39,0.64
13844,12.98,0.16,1596,0.00,0.00,16,14.10,16.50,5.37,8.69,-1.39,0.64
14016,12.86,0.17,1600,0.00,0.00,16,14.10,16.50,5.22,8.74,-1.39,0.64
14188,13.44,0.16,1602,0.00,0.00,16,14.10,17.50,5.22,8.39,-1.39,0.64
14360,13.55,0.16,1583,0.00,0.00,16,14.10,18.50,5.08,8.39,-1.39,0.64
14532,13.44,0.16,1560,0.00,0.00,16,14.10,20.00,5.08,8.44,-1.39,0.64
14704,13.55,0.16,1575,0.00,0.00,16,14.10,18.00,5.08,8.14,-1.39,0.64
14875,13.44,0.15,1563,0.00,0.00,16,14.10,18.00,5.08,7.98,-1.39,0.64
15047,13.32,0.15,1548,0.00,0.00,16,14.10,20.00,4.93,7.94,-1.39,0.64
15219,13.55,0.15,1548,0.00,0.00,16,14.10,20.50,5.08,7.98,-1.39,0.64
15407,13.44,0.16,1534,0.00,0.00,16,14.10,20.00,5.08,7.94,-1.39,0.64
15578,13.44,0.16,1474,0.00,0.00,16,14.10,24.00,5.08,7.94,-1.39,0.64
15750,13.44,0.16,1496,0.00,0.00,16,14.10,21.00,5.22,7.74,-1.39,0.64
15922,13.78,0.15,1502,0.00,0.00,16,14.10,19.50,5.22,7.66,-1.39,0.64
16094,13.78,0.16,1472,0.00,0.00,16,14.10,19.50,5.22,7.70,-1.39,0.64
16266,14.01,0.16,1468,0.00,0.00,16,14.10,21.00,5.22,7.66,-1.39,0.64
16438,14.01,0.16,1464,0.00,0.00,16,14.10,20.50,5.37,7.66,-1.39,0.64
16610,14.13,0.16,1452,0.00,0.00,16,14.10,19.50,5.37,7.57,-1.39,0.64
16782,14.13,0.16,1441,0.00,0.00,16,14.10,21.00,5.37,7.74,-1.39,0.64
16953,14.47,0.16,1446,0.00,0.00,16,14.10,20.00,5.37,7.82,-1.39,0.64
17125,14.59,0.16,1434,0.00,0.00,16,14.10,20.50,5.51,7.90,-1.39,0.64
17297,14.70,0.17,1446,0.00,0.00,16,14.10,18.50,5.51,8.03,-1.39,0.64
17469,14.70,0.17,1470,0.00,0.00,16,14.10,17.00,5.51,8.06,-1.39,0.64
17646,14.36,0.17,1452,0.00,0.00,16,14.10,18.00,5.51,8.11,-1.39,0.64
17817,14.47,0.17,1466,0.00,0.00,16,14.10,16.50,5.66,8.11,-1.39,0.64
17989,14.36,0.16,1481,0.00,0.00,16,14.10,16.00,5.66,8.14,-1.39,0.64
18161,14.36,0.17,1481,0.00,0.00,16,14.10,15.50,5.66,8.23,-1.39,0.64
18333,14.47,0.16,1484,0.00,0.00,16,14.10,15.50,5.51,8.14,-1.39,0.64
18505,14.47,0.17,1476,0.00,0.00,16,14.10,16.50,5.51,8.14,-1.39,0.64
18677,14.36,0.16,1486,0.00,0.00,16,14.10,15.50,5.51,8.19,-1.39,0.64
18849,14.36,0.16,1482,0.00,0.00,16,14.10,16.50,5.51,8.03,-1.39,0.64
19020,14.13,0.16,1484,0.00,0.00,16,14.10,16.50,5.51,8.23,-1.39,0.64
19192,14.24,0.16,1496,0.00,0.00,16,14.10,15.50,5.51,7.98,-1.39,0.64
19364,14.24,0.16,1487,0.00,0.00,16,14.10,16.50,5.51,7.98,-1.39,0.64
19536,14.36,0.17,1476,0.00,0.00,16,14.10,17.50,5.51,8.23,-1.39,0.64
19708,14.36,0.16,1488,0.00,0.00,16,14.10,16.00,5.51,8.14,-1.39,0.64
19895,14.24,0.16,1469,0.00,0.00,16,14.10,16.50,5.51,8.06,-1.39,0.64
