Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
96,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
191,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
288,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
384,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
480,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
576,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
672,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
768,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
869,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
961,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1057,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1153,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1249,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1345,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1441,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1536,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1633,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1729,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1825,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
1921,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2018,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2114,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2209,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2306,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2402,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2498,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2595,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2690,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2786,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2882,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
2978,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3074,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3170,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3266,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3361,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3457,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3554,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3650,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3745,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3841,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
3938,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
4033,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,99.90
4129,0.00,0.00,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,0.00,16,-20.00,9.50,48,14.22,-0.43,3.92,0.74,0.00,-1.80,0.68,0.00,0.00,99.90
4225,0.00,0.00,14.70,7,45,0.47,0,67.0,33.4,0.00,0.00,11.00,16,13.40,9.50,48,14.22,-0.43,1.79,1.08,0.00,-1.80,0.68,0.00,0.00,99.90
4320,0.00,0.00,14.70,7,45,0.47,114,66.9,32.9,0.00,0.00,11.00,16,13.40,9.50,48,14.22,-0.43,1.79,1.04,0.00,-1.80,0.68,0.00,0.00,99.90
4417,0.00,0.00,14.70,7,45,0.47,114,66.9,32.7,0.00,0.00,11.00,16,13.40,9.50,48,14.22,-0.43,1.79,1.20,0.00,-1.80,0.68,0.00,0.00,99.90
4512,0.00,0.00,14.70,7,45,0.47,160,66.9,32.6,0.00,0.00,11.00,16,13.40,9.50,48,14.22,-0.43,2.36,1.16,0.00,-1.80,0.68,0.00,0.00,99.90
4609,0.00,0.00,14.70,7,45,0.47,184,66.9,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,2.63,1.24,0.00,-1.80,0.68,0.00,0.00,99.90
4704,0.00,0.00,14.70,7,45,0.47,184,66.9,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.46,2.63,1.26,0.00,-1.80,0.68,0.00,0.00,99.90
4800,0.00,0.00,14.70,7,45,0.47,191,66.9,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,2.87,1.14,0.00,-1.80,0.68,0.00,0.00,99.90
4896,0.00,0.00,14.70,7,45,0.47,191,66.9,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,3.02,1.24,0.00,-1.80,0.68,0.00,0.00,99.90
4992,0.00,0.00,14.70,7,45,0.47,198,66.7,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.50,3.02,1.18,0.00,-1.80,0.68,0.00,0.00,99.90
5087,0.00,0.00,14.70,7,45,0.47,200,66.7,32.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.06,1.28,0.00,-1.80,0.68,0.00,0.00,99.90
5184,0.00,0.00,14.70,7,45,0.47,200,66.5,32.0,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.06,1.28,0.00,-1.80,0.68,0.00,0.00,99.90
5280,0.00,0.00,14.70,7,45,0.47,200,66.7,32.0,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.00,1.14,0.00,-1.80,0.68,0.00,0.00,99.90
5375,0.00,0.00,14.70,7,45,0.47,200,66.8,32.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.08,1.18,0.00,-1.80,0.68,0.00,0.00,99.90
5471,0.00,0.00,14.70,7,45,0.47,200,66.8,32.5,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.13,1.24,0.00,-1.80,0.68,0.00,0.00,99.90
5567,0.00,0.00,14.70,7,45,0.47,201,66.8,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.13,1.16,0.00,-1.80,0.68,0.00,0.00,99.90
5663,0.00,0.00,14.70,7,45,0.47,201,66.8,32.6,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.52,3.13,1.28,0.00,-1.80,0.68,0.00,0.00,99.90
5760,0.00,0.00,14.70,7,45,0.47,278,66.9,32.6,0.00,0.00,5.22,16,13.40,9.50,48,13.78,-0.52,3.30,1.36,0.00,-1.80,0.68,0.00,0.00,99.90
5854,0.00,0.00,14.70,7,45,0.47,278,66.9,32.9,0.00,0.00,5.22,16,13.40,9.50,48,13.78,-0.91,3.30,1.34,0.00,-1.80,0.68,0.00,0.00,96.00
5951,0.00,0.00,14.70,7,45,0.47,261,66.9,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.62,4.24,1.34,0.00,-1.80,0.68,0.00,0.00,96.00
6047,0.00,0.00,14.70,7,45,0.47,238,66.9,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.62,3.97,1.24,0.00,-1.80,0.68,0.00,0.00,96.00
6143,0.00,0.00,14.70,7,45,0.47,219,66.9,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.62,3.73,1.20,0.00,-1.80,0.68,0.00,0.00,96.00
6238,0.00,0.00,14.70,7,45,0.47,219,66.9,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.58,3.73,1.32,0.00,-1.80,0.68,0.00,0.00,96.00
6334,0.00,0.00,14.70,7,45,0.47,257,66.9,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.60,3.54,1.22,0.00,-1.80,0.68,0.00,0.00,96.00
6430,0.00,0.00,14.70,7,45,0.47,257,67.1,32.7,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.60,3.54,1.12,0.00,-1.80,0.68,0.00,0.00,96.00
6526,0.00,0.00,14.70,7,45,0.47,257,67.1,33.1,0.00,0.00,5.22,16,13.40,9.50,48,14.07,-0.60,3.54,0.98,0.00,-1.80,0.68,0.00,0.00,92.30
6622,0.00,0.00,14.70,7,45,0.47,114,67.2,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.60,2.86,0.94,0.00,-1.80,0.68,0.00,0.00,90.60
6718,0.00,0.00,14.70,7,45,0.47,114,67.3,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,2.86,0.90,0.00,-1.80,0.68,0.00,0.00,88.30
6814,0.00,0.00,14.70,7,45,0.47,114,67.3,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,2.86,0.72,0.00,-1.80,0.68,0.00,0.00,88.70
6909,0.00,0.00,14.70,7,45,0.47,114,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,3.92,0.70,0.00,-1.80,0.68,0.00,0.00,87.80
7006,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,87.10
7102,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.70
7198,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.20
7294,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.30
7389,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.70
7486,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.70
7582,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.40
7678,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.40
7774,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.48,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.40
7870,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.30
7966,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.00
8062,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.00
8158,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,86.40
8255,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,85.60
8350,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.68,0.00,-1.80,0.68,0.00,0.00,85.30
8446,0.00,0.00,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,0.74,0.00,-1.80,0.68,0.00,0.00,85.30
8542,0.00,0.00,14.70,7,45,0.47,0,67.1,33.4,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,3.92,1.08,0.00,-1.80,0.68,0.00,0.00,85.80
8638,0.00,0.00,14.70,7,45,0.47,114,67.0,33.0,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,1.68,1.10,0.00,-1.80,0.68,0.00,0.00,85.50
8733,0.00,0.00,14.70,7,45,0.47,114,67.0,32.8,0.00,0.00,5.22,16,13.40,9.50,48,14.22,-0.43,1.68,1.24,0.00,-1.80,0.68,0.00,0.00,86.00
8829,0.00,0.00,14.70,7,45,0.47,176,66.9,32.8,0.00,0.00,5.22,16,13.40,9.50,48,13.35,-1.39,5.21,1.52,0.00,-1.80,0.68,0.00,0.00,82.00
8925,0.00,0.00,14.70,7,45,0.70,608,66.9,33.4,0.00,0.00,5.22,16,13.40,20.00,48,13.20,-1.45,7.15,1.60,0.00,-1.80,0.68,0.00,0.00,68.20
9021,0.00,0.00,14.70,7,45,0.54,860,66.9,32.5,0.00,0.00,5.22,16,13.40,20.00,48,12.04,0.70,5.41,1.28,0.00,-1.80,0.64,0.00,0.00,24.90
9117,0.00,0.00,14.70,7,45,0.54,659,66.9,34.9,0.00,0.00,5.23,16,13.05,20.00,48,11.61,-3.09,6.85,1.62,0.00,-1.80,0.64,0.00,0.00,25.20
9213,0.00,0.00,14.70,7,45,0.59,622,66.9,34.9,0.00,0.00,5.23,16,12.34,19.50,48,11.46,-3.17,8.52,1.62,0.00,-1.80,0.64,0.00,0.00,26.70
9309,0.00,0.00,14.81,7,45,0.61,700,66.9,35.7,0.00,0.00,5.23,16,11.64,18.00,48,11.32,-3.29,8.87,1.64,0.00,-1.80,0.64,0.00,0.00,24.40
9405,0.00,0.00,14.70,7,45,0.65,629,66.9,36.1,0.00,0.00,5.23,16,10.94,17.50,48,14.22,-0.52,5.94,1.46,0.00,-1.80,0.64,0.00,0.00,18.80
9500,0.00,0.00,14.70,7,45,0.75,457,66.9,34.3,0.00,0.00,5.23,16,10.59,17.50,48,13.64,-1.01,6.05,1.44,0.00,-1.80,0.64,0.00,0.00,16.60
9596,0.00,0.00,14.70,7,45,0.83,331,67.1,34.3,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,1.50,0.00,-1.80,0.64,0.00,0.00,16.10
9692,0.00,0.00,14.70,7,45,0.83,331,67.2,34.1,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,1.38,0.00,-1.80,0.64,0.00,0.00,16.20
9788,0.00,0.00,14.70,7,45,0.83,331,67.2,34.4,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,1.06,0.00,-1.80,0.68,0.00,0.00,15.60
9884,0.00,0.00,14.70,7,45,0.83,331,67.3,34.6,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,0.98,0.00,-1.80,0.68,0.00,0.00,15.40
9980,0.00,0.00,14.70,7,45,0.83,331,67.3,34.6,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,0.94,0.00,-1.80,0.68,0.00,0.00,15.70
10076,0.00,0.00,14.70,7,45,0.83,331,67.3,34.6,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,0.76,0.00,-1.80,0.68,0.00,0.00,15.50
10172,0.00,0.00,14.70,7,45,0.83,331,67.3,34.7,0.00,0.00,5.23,16,10.23,16.50,48,12.91,-1.78,5.59,0.72,0.00,-1.80,0.68,0.00,0.00,15.50
10268,0.00,3.91,14.70,7,45,0.47,0,67.3,34.7,0.00,0.00,5.23,16,10.23,9.50,48,14.22,-0.43,3.92,0.70,0.00,-1.80,0.68,0.00,0.00,15.50
10364,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.23,16,10.23,9.50,48,14.22,-0.43,3.92,0.70,0.00,-1.80,0.68,0.00,0.00,15.50
10460,0.00,3.91,14.70,7,45,0.47,0,67.3,33.4,0.00,0.00,5.23,16,10.23,9.50,48,14.22,-0.43,3.92,0.70,0.00,-1.80,0.68,0.00,0.00,15.40
10556,0.00,3.91,14.70,7,45,0.47,0,67.3,33.3,0.00,0.00,5.23,16,10.23,9.50,48,14.22,-0.43,3.92,0.70,0.00,-1.80,0.68,0.00,0.00,15.50
