#
Time	A/F Correction #1	A/F Learning #1	A/F Sensor #1	CL/OL Fueling*	Engine Load*	RPM	Feedback Knock Correction*	Fine Learning Knock Correction*	Fueling Final Base*	IAM*	Ignition Base Timing*	Ignition Total Timing	Intake Air Temperature	Manifold Absolute Pressure	Manifold Relative Sea Level Pressure (Direct)*	Mass Airflow	Mass Airflow Sensor Voltage	Primary Wastegate Duty Cycle	Target Boost*	Throttle Opening Angle	Throttle Sensor Voltage	Turbo Dynamics Integral Cumulative*	Turbo Dynamics Proportional*	AEM UEGO Wideband  (AFR Gasoline)
msec	%	%	AFR	status	g/rev	rpm	degrees	degrees	estimate	raw ecu 	degrees	degrees	F	psi	psi rela	g/s	V	%	psi rela	%	V	absolute	absolute	9600 bau
514793.000	-3.12	-1.56	14.7	8.0	0.26	901.0	0.000	0.000	14.7	16.0	9.88	8.0	109.0	5.08	-9.61	3.8	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
514881.000	-3.12	-1.56	14.59	8.0	0.26	896.0	0.000	0.000	14.7	16.0	9.88	9.0	109.0	5.08	-9.59	3.83	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
514967.000	-3.91	-1.56	14.7	8.0	0.26	891.0	0.000	0.000	14.7	16.0	9.88	9.5	109.0	5.08	-9.65	3.83	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
515054.000	-3.91	-1.56	14.59	8.0	0.25	892.0	0.000	0.000	14.7	16.0	9.88	9.5	109.0	5.08	-9.63	3.83	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.76
515140.000	-3.91	-1.56	14.59	8.0	0.26	886.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.63	3.8	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.74
515227.000	-3.91	-1.56	14.47	8.0	0.26	878.0	0.000	0.000	14.7	16.0	9.88	10.0	109.0	5.08	-9.65	3.8	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.72
515314.000	-3.91	-1.56	14.47	8.0	0.26	880.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.63	3.8	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
515400.000	-4.69	-1.56	14.36	8.0	0.26	868.0	0.000	0.000	14.7	16.0	9.88	11.5	109.0	5.08	-9.63	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
515487.000	-4.69	-1.56	14.24	8.0	0.26	874.0	0.000	0.000	14.7	16.0	9.88	11.5	109.0	5.08	-9.63	3.78	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
515574.000	-4.69	-1.56	14.47	8.0	0.26	882.0	0.000	0.000	14.7	16.0	9.88	10.0	109.0	5.08	-9.61	3.78	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.62
515662.000	-4.69	-1.56	14.36	8.0	0.26	874.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.63	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.58
515748.000	-4.69	-1.56	14.36	8.0	0.26	864.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.63	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
515835.000	-4.69	-1.56	14.36	8.0	0.26	870.0	0.000	0.000	14.7	16.0	9.88	11.0	109.0	5.08	-9.57	3.78	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
515922.000	-4.69	-1.56	14.59	8.0	0.26	869.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.61	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
516008.000	-3.91	-1.56	14.59	8.0	0.26	874.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.61	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.56
516096.000	-4.69	-1.56	14.47	8.0	0.26	873.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.57	3.75	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.60
516183.000	-4.69	-1.56	14.7	8.0	0.26	870.0	0.000	0.000	14.7	16.0	9.88	9.5	109.0	5.08	-9.63	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
516269.000	-3.91	-1.56	14.7	8.0	0.26	864.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.61	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
516356.000	-4.69	-1.56	14.59	8.0	0.26	862.0	0.000	0.000	14.7	16.0	9.88	11.0	109.0	5.08	-9.61	3.73	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.64
516443.000	-3.91	-1.56	14.7	8.0	0.27	853.0	0.000	0.000	14.7	16.0	9.88	11.5	109.0	5.08	-9.57	3.78	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
516530.000	-3.91	-1.56	14.7	8.0	0.26	865.0	0.000	0.000	14.7	16.0	9.88	11.5	109.0	5.08	-9.57	3.75	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.68
516616.000	-3.91	-1.56	14.7	8.0	0.26	860.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.57	3.75	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.70
516703.000	-3.91	-1.56	14.81	8.0	0.26	859.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.57	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.74
516790.000	-3.91	-1.56	14.7	8.0	0.26	865.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.55	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
516876.000	-3.91	-1.56	14.7	8.0	0.26	854.0	0.000	0.000	14.7	16.0	9.88	10.0	109.0	5.08	-9.57	3.7	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
516963.000	-3.91	-1.56	14.7	8.0	0.26	851.0	0.000	0.000	14.7	16.0	9.88	11.5	109.0	5.08	-9.57	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.80
517050.000	-4.69	-1.56	14.59	8.0	0.26	855.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.55	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
517136.000	-3.91	-1.56	14.7	8.0	0.26	864.0	0.000	0.000	14.7	16.0	9.88	10.5	109.0	5.08	-9.57	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
517223.000	-4.69	-1.56	14.47	8.0	0.26	862.0	0.000	0.000	14.7	16.0	9.88	10.0	111.0	5.08	-9.55	3.8	1.36	0.0	-1.08	0.78	0.64	0.0	0.0	14.78
517310.000	-3.91	-1.56	14.7	8.0	0.34	863.0	0.000	0.000	11.29	16.0	16.21	9.5	111.0	6.24	-8.53	6.88	1.72	0.0	-1.08	8.63	0.82	0.0	0.0	14.74
517397.000	-3.91	-1.56	14.7	8.0	0.72	857.0	0.000	0.000	12.55	16.0	24.3	10.5	111.0	10.45	-4.31	19.9	2.26	0.0	-1.08	23.92	1.18	0.0	0.0	14.66
517483.000	-4.69	0.78	14.47	8.0	0.98	958.0	0.000	0.000	16.65	16.0	28.87	24.5	111.0	14.07	-0.58	19.09	2.04	9.8	-4.18	35.29	1.7	0.0	0.0	14.56
517571.000	-3.12	-1.56	14.59	8.0	0.8	1750.0	0.000	0.000	14.59	16.0	33.79	26.5	111.0	14.22	-0.5	23.58	2.26	50.98	-2.94	38.04	1.88	0.0	0.0	14.44
517657.000	-14.06	-1.56	12.4	8.0	0.78	2110.0	0.000	0.000	17.18	16.0	36.6	33.0	111.0	13.2	-2.22	25.98	2.12	50.98	-2.94	0.0	1.16	0.0	0.0	14.88
517744.000	-6.25	-1.56	14.93	8.0	0.47	2472.0	0.000	0.000	16.51	16.0	22.19	36.5	111.0	8.13	-7.66	7.56	1.56	0.0	-2.01	0.0	0.64	0.0	0.0	15.40
517830.000	0.0	0.0	16.54	10.0	0.27	2522.0	0.000	0.000	15.32	16.0	4.61	22.0	111.0	5.08	-9.42	7.61	1.56	0.0	-2.94	0.0	0.64	0.0	0.0	15.88
517917.000	0.0	0.0	15.85	10.0	0.25	2436.0	0.000	0.000	14.7	16.0	-15.08	8.0	111.0	4.64	-10.09	7.53	1.56	0.0	-2.94	0.0	0.64	0.0	0.0	16.56
518004.000	0.0	0.0	18.38	10.0	0.22	2316.0	0.000	0.000	14.7	16.0	-15.08	-15.5	111.0	4.35	-10.42	6.35	1.48	0.0	-2.01	0.0	0.64	0.0	0.0	17.94
518090.000	0.0	0.0	22.28	10.0	0.18	2092.0	0.000	0.000	14.7	16.0	-15.08	-15.5	111.0	3.92	-10.69	5.56	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	19.60
518177.000	0.0	0.0	25.5	10.0	0.17	1996.0	0.000	0.000	14.7	16.0	-11.91	-15.5	111.0	3.77	-10.91	5.21	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	21.22
518265.000	0.0	0.0	25.5	10.0	0.18	1881.0	0.000	0.000	14.69	16.0	1.8	-10.0	111.0	3.77	-10.93	5.66	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	24.82
518352.000	0.0	0.0	24.46	10.0	0.2	1718.0	0.000	0.000	14.69	16.0	9.53	1.5	111.0	3.63	-10.96	5.7	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	32.16
518438.000	0.0	0.0	23.77	10.0	0.2	1672.0	0.000	0.000	14.69	16.0	11.99	9.5	111.0	3.48	-11.22	5.76	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	41.48
518525.000	0.0	0.0	23.43	10.0	0.19	1614.0	0.000	0.000	14.69	16.0	11.99	11.5	111.0	3.34	-11.37	5.83	1.46	0.0	-1.39	0.0	0.64	0.0	0.0	49.74
518611.000	0.0	0.0	23.77	10.0	0.23	1516.0	0.000	0.000	14.69	16.0	11.99	11.5	111.0	3.34	-11.37	5.83	1.46	0.0	-1.39	0.0	0.64	0.0	0.0	56.70
518698.000	0.0	0.0	23.66	10.0	0.24	1438.0	0.000	0.000	14.69	16.0	11.64	11.5	111.0	3.34	-11.31	5.79	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	58.62
518785.000	0.0	0.0	23.2	10.0	0.22	1401.0	0.000	0.000	14.69	16.0	11.29	19.0	111.0	3.48	-11.18	5.73	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	54.06
518872.000	0.0	0.0	22.97	10.0	0.26	1328.0	0.000	0.000	14.69	16.0	10.94	19.0	111.0	3.63	-11.08	5.63	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	46.82
518959.000	0.0	0.0	19.06	10.0	0.26	1308.0	0.000	0.000	14.69	16.0	10.94	19.0	111.0	3.63	-11.02	5.56	1.44	0.0	-1.39	0.0	0.64	0.0	0.0	38.38
519046.000	0.0	0.0	16.54	10.0	0.26	1273.0	0.000	0.000	14.69	16.0	10.59	19.0	111.0	3.63	-11.0	5.37	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	30.28
519132.000	-3.12	-0.78	14.01	8.0	0.26	1210.0	0.000	0.000	14.69	16.0	10.59	18.5	111.0	3.77	-10.96	5.3	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	24.80
519219.000	-8.59	-0.78	12.06	8.0	0.26	1192.0	0.000	0.000	14.69	16.0	10.59	18.5	111.0	3.77	-10.91	5.24	1.42	0.0	-1.39	0.0	0.64	0.0	0.0	21.56
519306.000	-10.16	-0.78	11.71	8.0	0.26	1173.0	0.000	0.000	14.69	16.0	10.23	18.5	111.0	3.92	-10.79	5.01	1.4	0.0	-1.08	0.0	0.64	0.0	0.0	18.10
519393.000	-12.5	-1.56	11.48	8.0	0.26	1123.0	0.000	0.000	14.69	16.0	10.23	18.0	111.0	3.92	-10.71	4.86	1.38	0.0	-1.08	0.0	0.64	0.0	0.0	15.90
519479.000	-14.06	-1.56	11.14	8.0	0.26	1107.0	0.000	0.000	14.69	16.0	10.23	18.0	111.0	4.06	-10.67	4.73	1.36	0.0	-1.08	0.0	0.64	0.0	0.0	14.66
519566.000	-14.84	-1.56	11.14	8.0	0.25	1093.0	0.000	0.000	14.69	16.0	9.88	18.0	111.0	4.06	-10.62	4.43	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	13.82
519653.000	-16.41	-1.56	11.14	8.0	0.25	1078.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.06	-10.62	4.35	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	13.22
519739.000	-17.97	-2.34	11.14	8.0	0.24	1056.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.06	-10.6	4.26	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	12.76
519826.000	-18.75	-2.34	11.14	8.0	0.24	1045.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.06	-10.6	4.24	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	12.40
519913.000	-20.31	-2.34	11.14	8.0	0.24	1014.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.06	-10.6	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	12.02
520000.000	-21.88	-2.34	11.25	8.0	0.25	997.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.06	-10.58	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	11.76
520087.000	-22.66	-2.34	11.37	8.0	0.26	973.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.21	-10.48	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	11.60
520173.000	-22.66	-2.34	11.6	8.0	0.26	951.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.35	-10.38	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	11.52
520260.000	-23.44	-3.12	11.94	8.0	0.26	913.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.5	-10.25	3.99	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	11.54
520347.000	-23.44	-4.69	12.17	8.0	0.26	901.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.5	-10.17	3.85	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	11.60
520433.000	-23.44	-4.69	12.52	8.0	0.26	879.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.5	-10.09	3.75	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	11.68
520521.000	-22.66	-4.69	12.86	8.0	0.27	839.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.64	-10.02	3.7	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	11.82
520608.000	-22.66	-4.69	13.21	8.0	0.27	825.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.79	-9.9	3.7	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	12.02
520694.000	-21.88	-4.69	13.44	8.0	0.28	794.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	4.93	-9.77	3.7	1.26	0.0	-1.08	0.0	0.64	0.0	0.0	12.22
520781.000	-21.88	-4.69	13.78	8.0	0.3	756.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	5.08	-9.63	3.73	1.28	0.0	-1.08	0.0	0.64	0.0	0.0	12.40
520867.000	-21.09	-4.69	14.01	8.0	0.3	754.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	5.22	-9.49	3.78	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	12.62
520954.000	-21.09	-4.69	14.24	8.0	0.31	758.0	0.000	0.000	14.68	16.0	9.88	17.5	111.0	5.37	-9.34	3.88	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	12.84
521041.000	-20.31	-3.91	14.36	8.0	0.31	754.0	0.000	0.000	14.68	16.0	9.88	17.5	111.0	5.51	-9.2	3.96	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	13.06
521127.000	-19.53	-3.91	14.81	8.0	0.32	766.0	0.000	0.000	14.69	16.0	9.88	17.5	111.0	5.66	-9.03	3.99	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	13.30
521214.000	-18.75	-3.91	15.04	8.0	0.31	775.0	0.000	0.000	14.69	16.0	9.88	16.5	111.0	5.8	-8.91	4.1	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	13.62
521301.000	-17.97	-3.91	15.27	8.0	0.31	803.0	0.000	0.000	14.69	16.0	9.88	14.5	111.0	5.95	-8.86	4.13	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	13.96
521387.000	-16.41	-3.91	15.96	8.0	0.28	812.0	0.000	0.000	13.62	16.0	9.88	13.0	111.0	5.95	-8.78	4.15	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.40
521474.000	-16.41	-3.91	15.96	8.0	0.32	774.0	0.000	0.000	14.69	16.0	9.88	16.0	111.0	5.95	-8.74	4.18	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	14.78
521562.000	-14.06	-3.12	16.42	8.0	0.31	821.0	0.000	0.000	14.69	16.0	9.88	14.0	111.0	5.95	-8.68	4.24	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.18
521648.000	-14.06	-3.12	16.31	8.0	0.3	841.0	0.000	0.000	14.69	16.0	9.88	10.5	111.0	5.95	-8.66	4.26	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.54
521735.000	-12.5	-1.56	16.65	8.0	0.3	841.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.95	-8.72	4.15	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.84
521821.000	-10.94	-1.56	16.77	8.0	0.3	836.0	0.000	0.000	14.69	16.0	9.88	10.5	111.0	5.95	-8.72	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.04
521908.000	-10.94	-1.56	16.88	8.0	0.3	831.0	0.000	0.000	14.69	16.0	9.88	8.5	111.0	5.95	-8.72	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.28
521995.000	-10.16	-1.56	17.0	8.0	0.3	855.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.95	-8.74	4.26	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.46
522082.000	-8.59	-1.56	17.0	8.0	0.3	856.0	0.000	0.000	14.69	16.0	9.88	7.5	111.0	5.95	-8.74	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.60
522169.000	-9.38	-1.56	16.77	8.0	0.3	853.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.95	-8.82	4.24	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.72
522255.000	-7.81	-1.56	17.0	8.0	0.29	868.0	0.000	0.000	14.69	16.0	9.88	6.0	111.0	5.95	-8.86	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.78
522342.000	-8.59	-1.56	16.65	8.0	0.3	844.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.8	-8.88	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.78
522429.000	-7.81	-1.56	16.42	8.0	0.3	846.0	0.000	0.000	14.69	16.0	9.88	9.0	111.0	5.8	-8.88	4.26	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.74
522516.000	-7.03	-1.56	16.65	8.0	0.3	860.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.95	-8.82	4.26	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.68
522602.000	-7.03	-1.56	16.54	8.0	0.3	854.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.8	-8.88	4.24	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.60
522689.000	-6.25	-1.56	16.42	8.0	0.29	867.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.8	-8.86	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.50
522776.000	-6.25	-1.56	16.19	8.0	0.29	862.0	0.000	0.000	14.69	16.0	9.88	7.5	111.0	5.8	-8.88	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.42
522862.000	-6.25	-1.56	16.42	8.0	0.29	865.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.8	-8.91	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.38
522949.000	-5.47	-1.56	16.19	8.0	0.29	873.0	0.000	0.000	14.69	16.0	9.88	7.5	111.0	5.8	-8.93	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.34
523036.000	-5.47	-1.56	15.85	8.0	0.29	872.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.8	-8.95	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.28
523123.000	-4.69	-1.56	15.96	8.0	0.29	868.0	0.000	0.000	14.69	16.0	9.88	7.0	111.0	5.66	-8.99	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	16.24
523210.000	-3.91	-1.56	15.96	8.0	0.29	879.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.66	-8.97	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.18
523297.000	-4.69	-1.56	15.73	8.0	0.29	872.0	0.000	0.000	14.69	16.0	9.88	6.5	111.0	5.66	-9.01	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.08
523383.000	-3.91	-1.56	15.85	8.0	0.29	869.0	0.000	0.000	14.69	16.0	9.88	8.0	111.0	5.66	-9.01	4.24	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.02
523470.000	-3.91	-1.56	15.85	8.0	0.29	882.0	0.000	0.000	14.69	16.0	9.88	9.0	111.0	5.66	-9.01	4.24	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	16.00
523557.000	-3.91	-1.56	15.73	8.0	0.29	883.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.66	-9.07	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.96
523643.000	-3.12	-1.56	15.73	8.0	0.28	886.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.66	-9.09	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.92
523730.000	-3.12	-1.56	15.73	8.0	0.29	862.0	0.000	0.000	14.69	16.0	9.88	9.5	111.0	5.66	-9.09	4.18	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.90
523817.000	-2.34	-1.56	15.5	8.0	0.29	855.0	0.000	0.000	14.69	16.0	9.88	9.5	111.0	5.66	-9.09	4.21	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.82
523904.000	-2.34	-1.56	15.39	8.0	0.29	862.0	0.000	0.000	14.69	16.0	9.88	9.5	111.0	5.66	-9.01	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	15.74
523990.000	-3.12	-1.56	15.5	8.0	0.3	856.0	0.000	0.000	14.69	16.0	9.88	10.0	111.0	5.66	-9.01	4.21	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	15.70
524077.000	-2.34	-1.56	15.39	8.0	0.29	875.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.66	-8.99	4.15	1.34	0.0	-1.08	0.0	0.64	0.0	0.0	15.68
524163.000	-3.12	-1.56	15.16	8.0	0.28	885.0	0.000	0.000	14.7	16.0	9.88	7.0	111.0	5.66	-9.01	4.13	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.56
524251.000	-3.12	-1.56	15.27	8.0	0.28	895.0	0.000	0.000	14.7	16.0	9.88	6.0	111.0	5.66	-9.09	4.13	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.50
524337.000	-2.34	-1.56	15.27	8.0	0.27	902.0	0.000	0.000	14.7	16.0	9.88	6.5	111.0	5.51	-9.17	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	15.46
524424.000	-3.12	-1.56	14.93	8.0	0.27	900.0	0.000	0.000	14.7	16.0	9.88	6.0	111.0	5.51	-9.22	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	15.36
524511.000	-3.12	-1.56	15.04	8.0	0.27	892.0	0.000	0.000	14.7	16.0	9.88	6.5	111.0	5.37	-9.26	4.1	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	15.22
524598.000	-3.12	-1.56	14.93	8.0	0.28	899.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.37	-9.26	4.13	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	15.18
524684.000	-3.12	-1.56	14.81	8.0	0.28	886.0	0.000	0.000	14.7	16.0	9.88	8.0	111.0	5.37	-9.28	4.13	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	15.12
524771.000	-3.12	-1.56	14.93	8.0	0.28	884.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	5.37	-9.28	4.15	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.04
524858.000	-2.34	-1.56	14.93	8.0	0.28	886.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.37	-9.28	4.13	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.00
524945.000	-2.34	-1.56	14.93	8.0	0.28	886.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.37	-9.28	4.13	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.00
525032.000	-1.56	-1.56	15.16	8.0	0.28	888.0	0.000	0.000	14.7	16.0	9.88	7.5	111.0	5.37	-9.32	4.1	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.02
525119.000	-2.34	-1.56	15.04	8.0	0.27	894.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.37	-9.3	4.07	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.02
525206.000	-2.34	-1.56	14.81	8.0	0.27	890.0	0.000	0.000	14.7	16.0	9.88	9.0	111.0	5.37	-9.34	4.07	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.00
525292.000	-2.34	-1.56	14.93	8.0	0.27	894.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	5.37	-9.36	4.04	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.00
525379.000	-2.34	-1.56	14.81	8.0	0.27	899.0	0.000	0.000	14.7	16.0	9.88	8.5	111.0	5.37	-9.36	4.02	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	15.00
525466.000	-2.34	-1.56	14.81	8.0	0.27	888.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	5.37	-9.38	3.99	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.96
525553.000	-2.34	-1.56	14.81	8.0	0.27	879.0	0.000	0.000	14.7	16.0	9.88	9.5	111.0	5.37	-9.38	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.96
525640.000	-2.34	-1.56	14.7	8.0	0.28	873.0	0.000	0.000	14.7	16.0	9.88	10.5	111.0	5.37	-9.36	4.04	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.94
525727.000	-3.12	-1.56	14.59	8.0	0.28	860.0	0.000	0.000	14.7	16.0	9.88	12.5	111.0	5.37	-9.36	4.07	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.92
525813.000	-2.34	-1.56	14.7	8.0	0.29	862.0	0.000	0.000	14.7	16.0	9.88	12.0	111.0	5.37	-9.28	4.1	1.3	0.0	-1.08	0.0	0.64	0.0	0.0	14.88
525900.000	-2.34	-1.56	14.7	8.0	0.28	862.0	0.000	0.000	14.7	16.0	9.88	11.5	111.0	5.37	-9.26	4.07	1.32	0.0	-1.08	0.0	0.64	0.0	0.0	14.86
