Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Intake Air Temperature (F)
115982,6.25,-3.12,15.04,8,0.46,1273,0.00,0.00,14.62,16,25.70,25.50,7.25,9.67,1.68,0.82,0.00,81
116045,7.03,-3.12,15.04,8,0.47,1223,0.00,0.00,13.47,16,26.05,25.50,7.40,9.58,1.68,0.82,0.00,81
116109,7.03,-3.12,14.93,8,0.50,1175,0.00,0.00,13.33,16,27.81,26.50,7.40,9.63,1.68,0.82,0.00,81
116173,7.03,-3.12,14.93,8,0.52,1110,0.00,0.00,13.18,16,28.52,28.00,7.69,9.72,1.68,0.82,0.00,81
116237,7.03,-3.12,14.81,8,0.56,1062,0.00,0.00,13.37,16,27.11,28.00,7.98,9.86,1.70,0.82,0.00,81
116301,6.25,-3.12,14.81,8,0.58,1020,0.00,0.00,13.32,16,25.70,26.50,8.27,9.95,1.70,0.82,0.00,81
116365,5.47,-3.12,14.59,8,0.61,978,0.00,0.00,13.62,16,23.95,25.00,8.56,10.04,1.70,0.82,0.00,81
116429,3.91,-3.12,14.13,8,0.64,936,0.00,0.00,13.56,16,21.84,23.00,9.00,9.99,1.70,0.82,0.00,81
116492,2.34,-2.34,13.78,8,0.66,904,0.00,0.00,13.54,16,19.73,21.00,9.43,10.04,1.72,0.84,0.00,81
116556,-0.78,-2.34,13.09,8,0.69,879,0.00,0.00,13.82,16,18.67,19.00,9.72,10.19,1.72,0.84,0.00,81
116620,-0.78,-2.34,12.98,8,0.71,878,0.00,0.00,14.49,16,19.02,19.00,10.16,10.33,1.72,0.84,0.00,81
116684,-2.34,-2.34,12.98,8,0.68,897,0.00,0.00,15.14,16,20.78,20.00,10.45,10.19,1.72,0.84,0.00,81
116748,-3.12,-2.34,12.63,8,0.66,927,0.00,0.00,14.99,16,22.54,22.00,10.59,10.23,1.72,0.84,0.00,81
116813,-3.91,-1.56,12.63,8,0.64,950,0.00,0.00,14.56,16,23.24,23.00,10.59,10.14,1.72,0.84,0.00,81
116876,-3.12,-1.56,12.52,8,0.64,965,0.00,0.00,14.58,16,24.30,23.50,10.59,10.28,1.72,0.84,0.00,81
116940,-1.56,-1.56,12.75,8,0.63,970,0.00,0.00,14.58,16,24.30,24.00,10.59,10.23,1.70,0.84,0.00,81
117003,0.78,-1.56,13.44,8,0.63,993,0.00,0.00,14.58,16,25.00,25.00,10.59,10.28,1.72,0.84,0.00,81
117068,3.12,-1.56,14.01,8,0.62,1004,0.00,0.00,14.58,16,25.00,25.00,10.45,10.28,1.72,0.84,0.00,81
117131,4.69,-1.56,14.70,8,0.62,1024,0.00,0.00,14.60,16,26.05,25.50,10.45,10.39,1.72,0.84,0.00,81
117195,4.69,-1.56,15.04,8,0.61,1042,0.00,0.00,14.60,16,26.41,26.00,10.30,10.49,1.74,0.84,0.00,81
117259,7.03,-1.56,15.27,8,0.60,1075,0.00,0.00,14.62,16,27.11,27.00,10.16,10.55,1.74,0.84,0.00,81
117323,7.03,-1.56,15.62,8,0.60,1092,0.00,0.00,14.62,16,27.11,27.00,10.16,10.60,1.74,0.84,0.00,81
117387,6.25,-0.78,15.85,8,0.59,1092,0.00,0.00,14.62,16,27.46,27.00,10.16,10.75,1.74,0.84,0.00,81
117450,6.25,-0.78,15.50,8,0.59,1094,0.00,0.00,14.62,16,27.46,27.00,10.01,10.81,1.74,0.84,0.00,81
117514,5.47,-0.78,15.62,8,0.59,1108,0.00,0.00,14.62,16,27.81,27.00,10.01,10.91,1.76,0.84,0.00,81
117578,6.25,0.78,15.27,8,0.59,1115,0.00,0.00,14.64,16,28.16,27.50,9.87,10.96,1.76,0.84,0.00,81
117642,6.25,0.78,15.27,8,0.59,1134,0.00,0.00,14.64,16,28.16,28.00,9.87,11.07,1.76,0.86,0.00,81
117706,7.03,0.78,15.16,8,0.59,1148,0.00,0.00,14.64,16,28.52,28.00,9.87,11.27,1.78,0.86,0.00,81
117770,7.03,0.78,15.16,8,0.59,1169,0.00,0.00,14.64,16,28.52,28.50,9.72,11.42,1.78,0.86,0.00,81
117834,7.03,0.78,15.16,8,0.58,1184,0.00,0.00,14.64,16,28.87,28.50,9.72,11.52,1.78,0.86,0.00,81
117898,7.03,0.78,15.04,8,0.58,1205,0.00,0.00,14.64,16,28.87,28.50,9.72,11.62,1.80,0.88,0.00,81
117961,7.03,0.78,14.93,8,0.60,1219,0.00,0.00,14.64,16,28.87,28.50,9.72,12.05,1.80,0.88,0.00,81
118025,6.25,0.78,14.81,8,0.61,1232,0.00,0.00,14.62,16,28.87,28.50,9.72,12.42,1.84,0.90,0.00,81
118088,6.25,0.78,14.70,8,0.63,1260,0.00,0.00,14.62,16,28.87,28.50,9.72,12.92,1.86,0.90,0.00,81
118153,5.47,0.78,14.47,8,0.64,1270,0.00,0.00,14.62,16,29.22,28.50,9.87,13.53,1.86,0.92,0.00,81
118216,4.69,0.78,14.36,8,0.65,1297,0.00,0.00,14.60,16,29.57,29.00,9.87,14.02,1.88,0.92,0.00,81
118280,4.69,0.78,14.36,8,0.67,1309,0.00,0.00,14.60,16,29.57,29.50,10.01,14.51,1.90,0.94,0.00,81
118345,4.69,0.78,14.13,8,0.67,1344,0.00,0.00,14.60,16,30.62,29.50,10.16,15.01,1.92,0.94,0.00,81
118408,4.69,0.78,14.01,8,0.69,1354,0.00,0.00,14.99,16,30.62,30.50,10.30,15.50,1.94,0.94,0.00,81
118473,3.91,0.78,14.13,8,0.67,1378,0.00,0.00,14.62,16,31.33,30.50,10.30,15.31,1.94,0.94,0.00,81
118537,4.69,0.78,14.24,8,0.67,1392,0.00,0.00,14.62,16,31.33,31.00,10.45,15.57,1.94,0.94,0.00,81
118600,4.69,0.78,14.24,8,0.66,1426,0.00,0.00,14.62,16,31.68,31.50,10.45,15.70,1.94,0.94,0.00,81
118664,4.69,0.78,14.24,8,0.66,1434,0.00,0.00,14.64,16,32.03,31.50,10.45,15.76,1.94,0.94,0.00,81
118728,3.91,0.78,14.36,8,0.65,1466,0.00,0.00,15.06,16,32.03,32.00,10.30,15.83,1.96,0.96,0.00,81
118792,4.69,0.78,14.47,8,0.64,1480,0.00,0.00,14.64,16,32.38,32.00,10.30,15.89,1.96,0.96,0.00,81
118856,5.47,0.78,14.47,8,0.64,1510,0.00,0.00,14.64,16,32.73,32.50,10.30,16.09,1.96,0.96,0.00,81
118920,5.47,0.78,14.59,8,0.64,1527,0.00,0.00,14.66,16,32.73,32.50,10.30,16.27,1.96,0.96,0.00,81
118984,5.47,0.78,14.59,8,0.63,1546,0.00,0.00,14.66,16,33.09,32.50,10.16,16.22,1.96,0.96,0.00,81
119048,4.69,0.78,14.59,8,0.62,1570,0.00,0.00,14.66,16,33.09,32.50,10.01,16.47,1.98,0.96,0.00,81
119111,5.47,0.78,14.70,8,0.62,1593,0.00,0.00,14.66,16,33.09,33.00,10.01,16.60,1.98,0.96,0.00,81
119175,4.69,0.78,14.70,8,0.62,1617,0.00,0.00,14.69,16,33.09,33.00,9.87,16.54,1.98,0.96,0.00,81
119240,4.69,0.78,14.59,8,0.62,1627,0.00,0.00,14.69,16,33.79,33.00,9.72,16.93,1.98,0.96,0.00,81
119303,4.69,0.78,14.47,8,0.62,1641,0.00,0.00,16.78,16,33.44,33.50,9.72,16.87,2.00,0.96,0.00,81
119367,5.47,0.78,14.59,8,0.61,1671,0.00,0.00,14.69,16,34.14,33.50,9.58,16.93,1.98,0.96,0.00,81
119431,4.69,0.78,14.47,8,0.61,1694,0.00,0.00,14.69,16,34.14,34.00,9.58,17.13,2.00,0.96,0.00,81
119495,4.69,0.78,14.47,8,0.60,1710,0.00,0.00,14.69,16,34.49,34.00,9.43,17.00,2.00,0.94,0.00,81
119558,4.69,0.78,14.47,8,0.60,1730,0.00,0.00,14.70,16,34.49,34.00,9.29,17.00,2.00,0.92,0.00,81
119622,4.69,0.78,14.47,8,0.59,1740,0.00,0.00,15.09,16,34.49,34.00,9.00,16.60,1.98,0.90,0.00,81
119687,3.91,0.78,14.36,8,0.56,1748,0.00,0.00,15.21,16,33.79,33.00,8.42,15.57,1.92,0.88,0.00,81
119750,3.12,0.78,14.24,8,0.52,1768,0.00,0.00,15.24,16,34.14,33.50,7.98,14.45,1.88,0.86,0.00,81
119814,2.34,0.78,14.01,8,0.50,1781,0.00,0.00,15.44,16,33.79,33.50,7.55,13.54,1.86,0.84,0.00,81
119878,0.00,0.78,13.67,8,0.46,1787,0.00,0.00,15.53,16,33.79,33.50,7.11,12.48,1.80,0.82,0.00,81
119942,-0.78,0.00,13.44,8,0.42,1787,0.00,0.00,15.64,16,33.79,33.50,7.11,11.21,1.74,0.80,0.00,81
120012,-1.56,0.00,13.32,8,0.39,1800,0.00,0.00,15.50,16,33.09,33.50,6.53,10.08,1.70,0.80,0.00,81
120069,-2.34,0.00,13.32,8,0.36,1811,0.00,0.00,15.02,16,32.73,33.00,6.09,9.67,1.68,0.78,0.00,81
120134,-3.12,0.00,13.32,8,0.33,1813,0.00,0.00,15.02,16,32.38,32.50,5.80,9.09,1.66,0.78,0.00,81
120198,-4.69,0.00,13.21,8,0.31,1820,0.00,0.00,17.13,16,31.33,32.00,5.51,8.82,1.64,0.76,0.00,81
120261,-6.25,0.00,13.09,8,0.27,1827,0.00,0.00,15.14,16,30.98,31.00,5.37,8.12,1.60,0.74,0.00,81
120325,-7.03,-0.78,13.09,8,0.25,1828,0.00,0.00,15.14,16,30.62,30.50,4.93,7.15,1.52,0.74,0.00,81
120389,-8.59,-0.78,13.09,8,0.24,1814,0.00,0.00,15.14,16,30.27,30.00,4.64,6.41,1.48,0.72,0.00,81
120453,-8.59,-0.78,13.09,8,0.22,1820,0.00,0.00,15.14,16,30.27,30.00,4.35,6.16,1.48,0.70,0.00,81
120518,-9.38,-0.78,13.21,8,0.21,1818,0.00,0.00,15.14,16,30.27,29.50,4.06,5.91,1.46,0.70,0.00,81
120581,-10.16,-0.78,13.32,8,0.19,1810,0.00,0.00,15.14,16,29.92,30.00,3.92,5.65,1.44,0.70,0.00,81
120645,-10.94,-0.78,13.21,8,0.19,1796,0.00,0.00,15.14,16,29.57,29.50,3.77,5.65,1.44,0.70,0.00,81
120709,-12.50,-0.78,13.32,8,0.19,1794,0.00,0.00,15.14,16,29.92,29.50,3.63,5.72,1.46,0.70,0.00,81
120772,-12.50,-1.56,13.32,8,0.19,1808,0.00,0.00,15.14,16,30.27,29.50,3.48,5.74,1.46,0.68,0.00,81
120836,-12.50,-1.56,13.44,8,0.19,1835,0.00,0.00,15.14,16,29.57,30.00,3.48,5.85,1.46,0.68,0.00,81
120900,-13.28,-1.56,13.67,8,0.19,1788,0.00,0.00,14.70,16,28.87,29.50,3.34,5.71,1.46,0.68,0.00,81
120964,0.00,-1.56,13.78,10,0.20,1774,0.00,0.00,14.70,16,27.11,28.50,3.34,5.91,1.46,0.68,0.00,81
121029,0.00,-1.56,13.67,10,0.20,1782,0.00,0.00,14.70,16,26.05,27.00,3.34,5.94,1.46,0.68,0.00,81
121092,0.00,-1.56,13.78,10,0.20,1804,0.00,0.00,14.70,16,24.65,25.50,3.34,5.80,1.46,0.68,0.00,81
121156,0.00,-1.56,13.90,10,0.20,1761,0.00,0.00,14.70,16,22.19,23.50,3.34,5.74,1.44,0.64,0.00,81
121220,0.00,-3.91,14.13,10,0.19,1726,0.00,0.00,15.61,16,18.32,20.50,3.19,4.99,1.40,0.64,0.00,81
121284,0.00,-3.91,14.59,10,0.16,1744,0.00,0.00,14.70,16,14.45,17.00,3.19,4.86,1.38,0.64,0.00,81
121348,0.00,-3.91,14.81,10,0.16,1761,0.00,0.00,14.70,16,11.99,13.50,3.19,4.79,1.38,0.64,0.00,81
121412,0.00,-3.91,15.62,10,0.17,1697,0.00,0.00,14.70,16,11.99,11.50,3.19,4.79,1.38,0.64,0.00,81
121476,0.00,-3.91,16.42,10,0.17,1695,0.00,0.00,14.70,16,11.99,11.50,3.19,4.79,1.38,0.64,0.00,81
121539,0.00,-3.91,17.00,10,0.17,1726,0.00,0.00,14.70,16,11.99,11.50,3.05,4.83,1.38,0.64,0.00,81
121604,0.00,-3.91,18.03,10,0.17,1689,0.00,0.00,14.70,16,11.99,11.50,3.05,4.77,1.38,0.64,0.00,81
121667,0.00,-3.91,19.41,10,0.17,1671,0.00,0.00,14.70,16,11.99,11.50,3.05,4.66,1.38,0.64,0.00,81
121731,0.00,-3.91,19.98,10,0.17,1678,0.00,0.00,14.70,16,11.99,11.50,3.05,4.66,1.38,0.64,0.00,81
121795,0.00,-3.91,21.59,10,0.17,1656,0.00,0.00,14.70,16,11.99,19.00,3.05,4.66,1.38,0.64,0.00,81
121859,0.00,-3.91,21.59,10,0.17,1624,0.00,0.00,14.70,16,11.99,20.00,3.05,4.64,1.38,0.64,0.00,81
121922,0.00,-3.91,23.31,10,0.17,1644,0.00,0.00,14.70,16,11.99,18.50,3.05,4.60,1.38,0.64,0.00,81
121986,0.00,-3.91,24.92,10,0.17,1629,0.00,0.00,14.70,16,11.99,19.00,3.05,4.66,1.38,0.64,0.00,81
122050,0.00,-3.91,25.61,10,0.17,1590,0.00,0.00,14.70,16,11.99,20.00,3.05,4.64,1.38,0.64,0.00,81
122114,0.00,-3.91,25.61,10,0.18,1589,0.00,0.00,14.70,16,11.99,20.00,3.05,4.64,1.38,0.64,0.00,81
122179,0.00,-3.91,24.92,10,0.17,1596,0.00,0.00,14.70,16,11.99,19.50,3.19,4.64,1.36,0.64,0.00,81
122242,0.00,-3.91,24.12,10,0.18,1562,0.00,0.00,14.70,16,11.99,20.00,3.19,4.64,1.38,0.64,0.00,81
122306,0.00,-3.91,23.77,10,0.18,1546,0.00,0.00,14.70,16,11.99,20.00,3.19,4.60,1.36,0.64,0.00,81
122370,0.00,-3.91,24.00,10,0.18,1527,0.00,0.00,14.70,16,11.64,20.00,3.19,4.53,1.36,0.64,0.00,81
122434,0.00,-3.91,23.77,10,0.19,1384,0.00,0.00,14.70,16,11.29,19.00,3.19,4.53,1.36,0.64,0.00,81
122498,0.00,-3.91,23.89,10,0.20,1306,0.00,0.00,14.69,16,10.94,19.00,3.34,4.48,1.36,0.64,0.00,81
122563,0.00,-3.91,23.89,10,0.22,1306,0.00,0.00,14.69,16,10.59,19.00,3.34,4.40,1.36,0.64,0.00,81
122626,0.00,-3.91,23.89,10,0.23,1188,0.00,0.00,14.69,16,10.59,18.50,3.48,4.46,1.36,0.64,0.00,81
122690,0.00,-3.91,23.77,10,0.23,1170,0.00,0.00,14.69,16,10.59,18.00,3.63,4.51,1.36,0.64,0.00,81
122753,0.00,-3.91,23.77,10,0.23,1167,0.00,0.00,14.69,16,10.23,18.50,3.63,4.40,1.34,0.64,0.00,81
122817,0.00,-3.91,24.12,10,0.23,1130,0.00,0.00,14.69,16,9.88,18.00,3.63,4.29,1.34,0.64,0.00,81
122881,0.00,-3.91,23.89,10,0.24,1083,0.00,0.00,14.69,16,9.88,17.50,3.63,4.24,1.34,0.64,0.00,81
122945,0.00,-3.91,23.89,10,0.24,1046,0.00,0.00,14.66,16,9.88,17.50,3.63,4.21,1.34,0.64,0.00,81
123010,0.00,-3.91,23.66,10,0.25,1013,0.00,0.00,14.66,16,9.88,17.50,3.77,4.21,1.34,0.64,0.00,81
123073,0.00,-3.91,23.77,10,0.26,975,0.00,0.00,14.66,16,9.88,17.50,3.92,4.21,1.32,0.64,0.00,81
123137,0.00,-3.91,23.77,10,0.26,953,0.00,0.00,14.66,16,9.88,17.50,4.06,4.18,1.32,0.64,0.00,81
123201,0.00,-3.91,23.54,10,0.27,937,0.00,0.00,14.66,16,9.88,17.50,4.21,4.18,1.32,0.64,0.00,81
123264,0.00,-3.91,24.12,10,0.27,926,0.00,0.00,14.66,16,9.88,17.50,4.35,4.18,1.34,0.64,0.00,81
123328,0.00,-3.91,23.77,10,0.28,912,0.00,0.00,14.64,16,9.88,17.50,4.50,4.32,1.34,0.64,0.00,81
123392,0.00,-3.91,23.31,10,0.30,911,0.00,0.00,14.64,16,9.88,17.50,4.79,4.49,1.36,0.64,0.00,81
123456,0.00,-3.91,21.94,10,0.31,917,0.00,0.00,14.64,16,9.88,17.50,4.93,4.66,1.36,0.64,0.00,81
123520,0.00,-3.91,20.10,10,0.31,932,0.00,0.00,14.64,16,9.88,17.50,5.08,4.77,1.38,0.64,0.00,81
123584,0.00,-3.12,15.73,10,0.30,951,0.00,0.00,13.54,16,9.88,15.50,5.22,4.83,1.38,0.64,0.00,81
123647,-0.78,-3.12,14.59,8,0.29,990,0.00,0.00,14.66,16,9.88,11.00,5.37,4.73,1.38,0.64,0.00,81
123712,-2.34,-3.12,13.55,8,0.28,1003,0.00,0.00,14.66,16,9.88,9.50,5.22,4.70,1.38,0.64,0.00,81
123776,-3.12,-3.12,12.86,8,0.28,1005,0.00,0.00,14.66,16,9.88,9.50,5.22,4.70,1.38,0.64,0.00,81
123839,-3.12,-3.12,12.75,8,0.30,980,0.00,0.00,14.66,16,9.88,11.00,5.37,4.88,1.40,0.64,0.00,81
123902,-3.12,-3.12,12.86,8,0.32,962,0.00,0.00,13.25,16,9.88,14.00,5.37,5.08,1.40,0.64,0.00,81
123967,-3.12,-3.12,13.09,8,0.32,964,0.00,0.00,14.64,16,9.88,13.00,5.51,5.21,1.42,0.64,0.00,81
124031,-3.12,-3.12,13.32,8,0.33,986,0.00,0.00,14.64,16,9.88,10.50,5.51,5.36,1.42,0.64,0.00,81
124095,-3.12,-3.12,13.67,8,0.32,1015,0.00,0.00,14.64,16,9.88,7.50,5.66,5.40,1.44,0.64,0.00,81
124158,-2.34,-3.12,13.90,8,0.32,1006,0.00,0.00,14.66,16,9.88,8.50,5.66,5.33,1.44,0.64,0.00,81
124222,-2.34,-3.12,14.36,8,0.32,1020,0.00,0.00,14.66,16,9.88,8.50,5.66,5.33,1.42,0.64,0.00,81
124287,-1.56,-3.12,14.47,8,0.31,1018,0.00,0.00,14.64,16,9.88,7.50,5.66,5.49,1.44,0.64,0.00,81
124350,-1.56,-3.12,14.70,8,0.33,1017,0.00,0.00,14.64,16,9.88,8.00,5.80,5.59,1.44,0.64,0.00,81
124414,-1.56,-3.12,14.70,8,0.34,1014,0.00,0.00,14.64,16,9.88,8.00,5.80,5.68,1.44,0.64,0.00,81
124478,-1.56,-3.12,14.70,8,0.34,1028,0.00,0.00,14.64,16,9.88,7.00,5.80,5.74,1.46,0.64,0.00,81
124541,-1.56,-3.12,14.81,8,0.34,1030,0.00,0.00,14.64,16,9.88,7.00,5.95,5.78,1.46,0.64,0.00,81
124606,-1.56,-3.12,15.04,8,0.34,1032,0.00,0.00,14.64,16,9.88,7.00,5.95,5.85,1.46,0.64,0.00,81
124670,-0.78,-3.12,15.04,8,0.33,1046,0.00,0.00,14.66,16,9.88,5.50,5.95,5.81,1.46,0.64,0.00,81
124733,-0.78,-3.12,15.39,8,0.33,1040,0.00,0.00,14.66,16,9.88,6.50,5.95,5.81,1.46,0.64,0.00,81
124797,0.00,-3.12,15.39,8,0.33,1050,0.00,0.00,14.66,16,9.88,6.00,5.95,5.81,1.46,0.64,0.00,81
124861,0.00,-3.12,15.62,8,0.34,1040,0.00,0.00,14.66,16,9.88,7.00,5.95,5.85,1.46,0.64,0.00,81
124926,0.00,-3.12,15.62,8,0.34,1044,0.00,0.00,14.64,16,9.88,7.00,6.09,5.91,1.46,0.64,0.00,81
124989,0.00,-3.12,15.62,8,0.35,1046,0.00,0.00,14.64,16,9.88,7.00,6.09,5.98,1.48,0.64,0.00,81
125052,0.78,-3.12,15.62,8,0.35,1050,0.00,0.00,14.66,16,9.88,6.50,6.09,6.13,1.48,0.64,0.00,81
125117,0.78,-3.12,15.50,8,0.35,1050,0.00,0.00,14.66,16,9.88,6.50,6.09,6.09,1.48,0.64,0.00,81
125181,0.78,-3.12,15.62,8,0.34,1072,0.00,0.00,14.66,16,9.88,4.50,6.09,6.05,1.48,0.64,0.00,81
125244,1.56,-3.12,15.73,8,0.33,1083,0.00,0.00,14.66,16,9.88,3.50,6.09,5.94,1.46,0.64,0.00,81
125308,1.56,-3.12,15.62,8,0.33,1082,0.00,0.00,14.66,16,9.88,4.00,6.09,5.91,1.46,0.64,0.00,81
125372,1.56,-3.12,15.50,8,0.34,1066,0.00,0.00,14.66,16,9.88,6.00,6.09,5.91,1.48,0.64,0.00,81
125435,1.56,-3.12,15.62,8,0.34,1059,0.00,0.00,14.66,16,9.88,7.00,6.09,5.98,1.48,0.64,0.00,81
125499,1.56,-3.12,15.62,8,0.34,1065,0.00,0.00,14.66,16,9.88,7.00,6.09,6.05,1.48,0.64,0.00,81
125564,1.56,-3.12,15.50,8,0.34,1075,0.00,0.00,14.69,16,10.23,6.00,6.09,6.09,1.48,0.64,0.00,81
125627,2.34,-3.12,15.50,8,0.33,1098,0.00,0.00,14.69,16,10.23,4.00,6.09,5.98,1.46,0.64,0.00,81
125691,2.34,-3.12,15.50,8,0.32,1095,0.00,0.00,14.69,16,10.23,4.50,5.95,5.91,1.46,0.64,0.00,81
125756,2.34,-3.12,15.50,8,0.32,1100,0.00,0.00,14.69,16,10.23,4.50,5.95,5.87,1.46,0.64,0.00,81
125818,2.34,-3.12,15.62,8,0.32,1102,0.00,0.00,14.69,16,10.23,5.00,5.95,5.85,1.46,0.64,0.00,81
125882,3.12,-3.12,15.50,8,0.32,1104,0.00,0.00,14.69,16,10.23,5.00,5.95,5.91,1.48,0.64,0.00,81
125946,3.12,-3.12,15.50,8,0.32,1108,0.00,0.00,14.69,16,10.23,5.00,5.95,5.85,1.46,0.64,0.00,81
126011,3.12,-3.12,15.50,8,0.33,1090,0.00,0.00,14.69,16,10.23,7.00,5.95,5.91,1.48,0.64,0.00,81
126075,3.12,-3.12,15.50,8,0.33,1094,0.00,0.00,14.69,16,10.23,7.00,5.95,5.98,1.48,0.64,0.00,81
126139,3.12,-3.12,15.50,8,0.33,1094,0.00,0.00,14.69,16,10.23,7.00,5.95,5.98,1.48,0.64,0.00,81
126202,3.91,-3.12,15.39,8,0.32,1102,0.00,0.00,14.69,16,10.23,6.50,5.95,6.01,1.48,0.64,0.00,81
126266,3.91,-3.12,15.39,8,0.32,1110,0.00,0.00,14.69,16,10.23,6.00,5.95,5.91,1.46,0.64,0.00,81
126330,3.91,-3.12,15.39,8,0.32,1114,0.00,0.00,14.69,16,10.23,6.00,5.95,5.91,1.48,0.64,0.00,81
126394,3.91,-3.12,15.27,8,0.32,1107,0.00,0.00,14.69,16,10.23,6.00,5.95,5.91,1.46,0.64,0.00,81
126458,3.91,-3.12,15.50,8,0.32,1112,0.00,0.00,14.70,16,10.23,7.00,5.95,5.85,1.46,0.64,0.00,81
126522,3.91,-3.12,15.27,8,0.31,1103,0.00,0.00,14.70,16,10.23,8.00,5.80,5.81,1.46,0.64,0.00,81
126587,4.69,-3.12,15.39,8,0.31,1116,0.00,0.00,14.70,16,10.23,7.00,5.80,5.78,1.46,0.64,0.00,81
126650,4.69,-3.12,15.16,8,0.31,1104,0.00,0.00,14.69,16,10.23,8.00,5.80,5.85,1.46,0.64,0.00,81
126714,4.69,-3.12,15.16,8,0.32,1102,0.00,0.00,14.69,16,10.23,8.50,5.80,5.85,1.46,0.64,0.00,81
126778,4.69,-3.12,15.16,8,0.32,1111,0.00,0.00,14.70,16,10.23,8.00,5.80,5.87,1.46,0.64,0.00,81
126842,4.69,-3.12,15.16,8,0.31,1116,0.00,0.00,14.70,16,10.23,8.00,5.80,5.74,1.46,0.64,0.00,81
126906,4.69,-3.12,15.16,8,0.31,1125,0.00,0.00,14.70,16,10.23,6.50,5.80,5.72,1.44,0.64,0.00,81
126970,4.69,-3.12,15.16,8,0.31,1112,0.00,0.00,14.70,16,10.23,8.00,5.80,5.68,1.44,0.64,0.00,81
127034,4.69,-3.12,15.16,8,0.31,1108,0.00,0.00,14.70,16,10.23,9.00,5.80,5.68,1.46,0.64,0.00,81
127097,4.69,-3.12,15.04,8,0.31,1120,0.00,0.00,14.70,16,10.23,7.50,5.80,5.74,1.44,0.64,0.00,81
127161,4.69,-3.12,15.16,8,0.30,1118,0.00,0.00,14.70,16,10.23,8.00,5.66,5.65,1.46,0.64,0.00,81
127225,5.47,-3.12,15.04,8,0.30,1128,0.00,0.00,14.70,16,10.23,7.00,5.66,5.62,1.44,0.64,0.00,81
127289,4.69,-3.12,15.16,8,0.30,1127,0.00,0.00,14.70,16,10.23,7.50,5.66,5.62,1.44,0.64,0.00,81
127353,5.47,-3.12,15.04,8,0.30,1122,0.00,0.00,14.70,16,10.23,8.00,5.66,5.65,1.44,0.64,0.00,81
127417,5.47,-3.12,15.04,8,0.30,1125,0.00,0.00,14.70,16,10.23,9.00,5.66,5.59,1.44,0.64,0.00,81
127481,5.47,-3.12,14.93,8,0.30,1120,0.00,0.00,14.70,16,10.23,8.50,5.66,5.59,1.44,0.64,0.00,81
127544,5.47,-3.12,14.93,8,0.30,1130,0.00,0.00,14.70,16,10.23,7.50,5.66,5.62,1.44,0.64,0.00,81
127608,5.47,-3.12,15.04,8,0.30,1136,0.00,0.00,14.70,16,10.23,7.00,5.66,5.65,1.44,0.64,0.00,81
127672,5.47,-3.12,14.93,8,0.29,1136,0.00,0.00,14.70,16,10.23,7.00,5.66,5.55,1.44,0.64,0.00,81
127736,5.47,-3.12,14.93,8,0.29,1128,0.00,0.00,14.70,16,10.23,8.00,5.51,5.55,1.44,0.64,0.00,81
127800,5.47,-3.12,14.93,8,0.29,1142,0.00,0.00,14.70,16,10.23,7.00,5.51,5.52,1.44,0.64,0.00,81
127864,5.47,-3.12,14.81,8,0.29,1139,0.00,0.00,14.70,16,10.23,7.50,5.51,5.49,1.44,0.64,0.00,81
127928,5.47,-3.12,14.81,8,0.29,1131,0.00,0.00,14.70,16,10.23,8.50,5.51,5.49,1.44,0.64,0.00,81
127992,5.47,-3.12,14.81,8,0.29,1130,0.00,0.00,14.70,16,10.23,9.00,5.51,5.52,1.44,0.64,0.00,81
128056,5.47,-3.12,14.81,8,0.30,1136,0.00,0.00,14.70,16,10.23,8.00,5.51,5.55,1.44,0.64,0.00,81
128120,5.47,-3.12,14.81,8,0.29,1138,0.00,0.00,14.70,16,10.23,8.00,5.51,5.52,1.44,0.64,0.00,81
128183,5.47,-3.12,14.81,8,0.29,1128,0.00,0.00,14.70,16,10.23,9.50,5.51,5.46,1.44,0.64,0.00,81
128247,5.47,-3.12,14.81,8,0.29,1132,0.00,0.00,14.70,16,10.23,9.00,5.51,5.46,1.44,0.64,0.00,81
128311,5.47,-3.12,14.81,8,0.29,1142,0.00,0.00,14.70,16,10.23,8.00,5.37,5.46,1.44,0.64,0.00,81
128376,5.47,-3.12,14.70,8,0.29,1135,0.00,0.00,14.70,16,10.23,9.00,5.37,5.46,1.44,0.64,0.00,81
128439,5.47,-3.12,14.70,8,0.29,1128,0.00,0.00,14.70,16,10.23,10.00,5.37,5.46,1.44,0.64,0.00,81
128504,5.47,-3.12,14.70,8,0.28,1131,0.00,0.00,14.70,16,10.23,9.50,5.37,5.46,1.44,0.64,0.00,81
128567,5.47,-3.12,14.59,8,0.28,1139,0.00,0.00,14.70,16,10.23,8.50,5.37,5.40,1.42,0.64,0.00,81
128631,5.47,-3.12,14.70,8,0.28,1146,0.00,0.00,14.70,16,10.23,8.00,5.37,5.40,1.44,0.64,0.00,81
