Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Tank Pressure (psi),IAM* (raw ecu value),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
0,14.75,190,0.65,3004,0.00,0.00,-0.032,16,32.55,-4.25,11.76
172,14.23,190,0.64,3004,0.00,0.00,-0.032,16,31.08,-4.27,11.76
344,14.64,190,0.64,3000,0.00,0.00,-0.032,16,31.31,-4.25,11.76
531,14.95,190,0.64,2984,0.00,0.00,-0.032,16,32.44,-4.25,11.76
687,14.78,190,0.65,3000,0.00,0.00,-0.032,16,32.44,-4.25,11.76
858,14.50,190,0.64,2998,0.00,0.00,-0.032,16,30.97,-4.25,11.76
1046,14.81,190,0.65,2986,0.00,0.00,-0.032,16,31.76,-4.25,11.76
1218,14.58,190,0.65,2984,0.00,0.00,-0.032,16,32.10,-4.25,11.76
1390,14.66,190,0.66,3004,0.00,0.00,-0.032,16,33.61,-4.27,11.76
1565,14.23,190,0.66,2982,0.00,0.00,-0.032,16,33.49,-4.25,11.76
1737,14.17,190,0.66,2986,0.00,0.00,-0.032,16,32.89,-4.25,11.76
1902,14.12,190,0.66,3006,0.00,0.00,-0.032,16,32.44,-4.27,11.76
2090,14.29,190,0.63,3006,0.00,0.00,-0.032,16,30.18,-4.27,11.76
2250,14.78,190,0.59,2984,0.00,0.00,-0.032,16,29.31,-4.25,11.76
2437,15.82,190,0.62,3004,0.00,0.00,-0.032,16,31.65,-4.25,11.76
2609,14.46,190,0.62,2990,0.00,0.00,-0.032,16,30.85,-4.27,11.76
2785,14.28,190,0.63,2984,0.00,0.00,-0.032,16,31.65,-4.25,11.76
2957,14.13,190,0.62,2981,0.00,0.00,-0.032,16,31.54,-4.25,11.76
3129,14.87,190,0.61,3001,0.00,0.00,-0.032,16,28.23,-4.27,11.76
3301,14.75,190,0.64,2997,0.00,0.00,-0.032,16,31.87,-4.25,11.76
3473,14.41,190,0.65,2975,0.00,0.00,-0.032,16,32.55,-4.25,11.76
3645,14.52,190,0.66,3001,0.00,0.00,-0.032,16,32.89,-4.27,11.76
3817,14.19,190,0.65,2996,0.00,0.00,-0.032,16,31.98,-4.25,11.76
3988,14.42,190,0.66,2980,0.00,0.00,-0.032,16,32.89,-4.25,11.76
4176,14.23,190,0.65,2981,0.00,0.00,-0.032,16,32.78,-4.25,11.76
4348,14.46,190,0.66,3002,0.00,0.00,-0.032,16,32.89,-4.27,11.76
4520,14.16,190,0.64,2981,0.00,0.00,-0.032,16,32.78,-4.27,11.76
4692,14.37,190,0.66,2983,0.00,0.00,-0.032,16,32.21,-4.25,11.76
4863,14.16,190,0.61,2982,0.00,0.00,-0.032,16,28.88,-4.25,11.76
5040,15.30,190,0.64,3004,0.00,0.00,-0.032,16,31.42,-4.27,11.76
5212,14.58,190,0.64,2988,0.00,0.00,-0.032,16,32.32,-4.25,11.76
5383,14.84,190,0.64,3010,0.00,0.00,-0.032,16,31.42,-4.25,11.76
5555,14.68,190,0.64,3010,0.00,0.00,-0.032,16,31.98,-4.27,11.76
5727,14.58,190,0.64,3010,0.00,0.00,-0.028,16,31.87,-4.25,11.76
5899,14.66,190,0.63,2994,0.00,0.00,-0.028,16,30.86,-4.25,11.37
6071,14.79,190,0.61,3014,0.00,0.00,-0.028,16,27.91,-4.27,11.37
6243,14.87,190,0.62,3016,0.00,0.00,-0.028,16,31.54,-4.27,10.98
6430,14.45,190,0.60,2996,0.00,0.00,-0.028,16,26.84,-4.27,10.98
6586,14.73,190,0.59,2998,0.00,0.00,-0.028,16,29.29,-4.25,10.98
6774,14.66,190,0.57,2998,0.00,0.00,-0.028,16,27.69,-4.27,10.98
6946,14.73,190,0.58,3019,0.00,0.00,-0.028,16,28.97,-4.27,10.59
7118,14.54,190,0.57,3001,0.00,0.00,-0.028,16,28.86,-4.27,10.59
7290,14.66,190,0.57,3000,0.00,0.00,-0.028,16,28.54,-4.25,10.20
7461,14.56,190,0.56,3017,0.00,0.00,-0.028,16,28.54,-4.27,10.20
7633,14.68,190,0.55,3020,0.00,0.00,-0.028,16,27.91,-4.27,10.20
7805,14.66,190,0.54,3022,0.00,0.00,-0.028,16,26.63,-4.27,10.20
7977,14.75,190,0.54,2998,0.00,0.00,-0.028,16,27.05,-4.27,9.80
8164,14.70,190,0.53,3004,0.00,0.00,-0.028,16,26.41,-4.27,9.80
8336,14.68,190,0.53,3023,0.00,0.00,-0.028,16,26.52,-4.27,9.80
8508,14.50,190,0.51,3016,0.00,0.00,-0.028,16,26.31,-4.27,9.41
8680,14.52,190,0.50,3004,0.00,0.00,-0.028,16,24.82,-4.27,9.41
8852,14.75,190,0.51,3023,0.00,0.00,-0.028,16,25.21,-4.27,9.41
9024,14.66,190,0.50,3023,0.00,0.00,-0.028,16,25.21,-4.27,9.02
9196,14.52,190,0.49,3026,0.00,0.00,-0.028,16,24.52,-4.27,9.02
9383,14.75,190,0.49,3010,0.00,0.00,-0.025,16,24.33,-4.27,9.41
9555,14.70,190,0.47,3006,0.00,0.00,-0.025,16,23.45,-4.27,9.02
9727,14.68,190,0.44,3006,0.00,0.00,-0.025,16,21.02,-4.27,9.02
9903,15.12,190,0.45,3024,0.00,0.00,-0.025,16,22.59,-4.27,8.63
10076,14.87,190,0.45,3020,0.00,0.00,-0.025,16,22.78,-4.27,8.63
10248,14.52,190,0.45,3006,0.00,0.00,-0.025,16,22.59,-4.27,8.63
10419,14.56,190,0.45,3022,0.00,0.00,-0.025,16,22.33,-4.27,8.63
10592,14.17,190,0.39,3017,0.00,0.00,-0.025,16,21.62,-4.27,8.63
10768,15.56,190,0.43,3026,0.00,0.00,-0.025,16,21.98,-4.27,8.63
10940,14.60,190,0.40,3002,0.00,0.00,-0.025,16,20.49,-4.25,8.63
11112,14.68,190,0.43,2995,0.00,0.00,-0.025,16,21.54,-4.25,8.63
11284,14.35,190,0.43,3014,0.00,0.00,-0.025,16,21.54,-4.27,8.63
11456,13.97,190,0.44,3008,0.00,0.00,-0.025,16,22.33,-4.27,8.63
11628,14.52,190,0.44,2993,0.00,0.00,-0.021,16,22.06,-4.25,8.63
11800,14.78,190,0.42,3007,0.00,0.00,-0.021,16,21.28,-4.25,8.63
11971,14.92,190,0.41,3004,0.00,0.00,-0.021,16,21.10,-4.27,8.63
12143,15.18,190,0.43,3004,0.00,0.00,-0.021,16,20.41,-4.25,9.02
12331,14.49,190,0.46,2986,0.00,0.00,-0.021,16,23.05,-4.25,9.02
12503,13.92,190,0.43,3000,0.00,0.00,-0.021,16,22.78,-4.25,9.02
12679,14.97,190,0.42,3004,0.00,0.00,-0.021,16,22.98,-4.27,9.02
12851,15.04,190,0.46,2980,0.00,0.00,-0.021,16,23.34,-4.25,9.02
13038,13.95,190,0.44,2981,0.00,0.00,-0.021,16,22.68,-4.25,9.02
13210,14.78,190,0.43,3004,0.00,0.00,-0.021,16,22.96,-4.27,9.02
13382,14.73,190,0.38,2993,0.00,0.00,-0.021,16,17.11,-4.25,9.02
13555,16.58,190,0.41,2980,0.00,0.00,-0.021,16,21.80,-4.25,9.02
