Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.70,0.11,848,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
172,14.70,0.11,846,0.00,0.00,16,14.10,13.50,4.50,3.08,-1.08,0.64
344,14.59,0.11,840,0.00,0.00,16,14.10,14.00,4.50,3.13,-1.08,0.64
516,14.59,0.11,840,0.00,0.00,16,14.10,14.00,4.64,3.13,-1.08,0.64
688,14.59,0.11,846,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
860,14.70,0.11,842,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
1032,14.81,0.11,832,0.00,0.00,16,14.10,14.50,4.50,3.13,-1.08,0.64
1204,14.81,0.11,852,0.00,0.00,16,14.10,12.50,4.50,3.13,-1.08,0.64
1375,14.70,0.11,843,0.00,0.00,16,14.10,12.00,4.50,3.08,-1.08,0.64
1563,14.70,0.11,830,0.00,0.00,16,14.10,15.50,4.50,3.10,-1.08,0.64
1735,14.59,0.11,846,0.00,0.00,16,14.10,13.50,4.50,3.05,-1.08,0.64
1907,14.59,0.11,854,0.00,0.00,16,14.10,12.50,4.50,3.08,-1.08,0.64
2078,14.59,0.11,855,0.00,0.00,16,14.10,12.50,4.50,3.08,-1.08,0.64
2250,14.70,0.11,848,0.00,0.00,16,14.10,13.50,4.50,3.10,-1.08,0.64
2422,14.70,0.11,843,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
2610,14.59,0.11,844,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
2766,14.59,0.11,837,0.00,0.00,16,14.10,14.50,4.50,3.13,-1.08,0.64
2953,14.47,0.11,840,0.00,0.00,16,14.10,13.50,4.50,3.10,-1.08,0.64
3125,14.47,0.11,850,0.00,0.00,16,14.10,13.50,4.50,3.08,-1.08,0.64
3297,14.47,0.11,849,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
3469,14.47,0.11,835,0.00,0.00,16,14.10,14.50,4.50,3.10,-1.08,0.64
3641,14.59,0.11,844,0.00,0.00,16,14.10,13.50,4.50,3.10,-1.08,0.64
3813,14.70,0.11,839,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
3985,14.70,0.11,834,0.00,0.00,16,14.10,15.00,4.50,3.08,-1.08,0.64
4172,14.47,0.11,836,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
4344,14.59,0.11,838,0.00,0.00,16,14.10,15.00,4.64,3.08,-1.08,0.64
4516,14.70,0.11,835,0.00,0.00,16,14.10,14.00,4.64,3.05,-1.08,0.64
4688,14.70,0.11,846,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64
4860,14.59,0.11,840,0.00,0.00,16,14.10,13.50,4.50,3.08,-1.08,0.64
5031,14.59,0.11,834,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
5203,14.59,0.11,848,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
5375,14.59,0.11,844,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.08,0.64
5562,14.70,0.11,838,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
5734,14.59,0.11,834,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
5911,14.70,0.11,839,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
6083,14.70,0.11,842,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
6255,14.81,0.11,832,0.00,0.00,16,14.10,14.50,4.50,3.08,-1.08,0.64
6427,14.81,0.11,843,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64
6599,14.70,0.11,836,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64
6770,14.59,0.11,848,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
6942,14.59,0.11,847,0.00,0.00,16,14.10,13.00,4.50,3.08,-1.08,0.64
7119,14.59,0.11,835,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.08,0.64
7291,14.59,0.11,833,0.00,0.00,16,14.10,14.00,4.64,3.08,-1.08,0.64
7479,14.70,0.11,839,0.00,0.00,16,14.10,14.00,4.64,3.08,-1.08,0.64
7651,14.81,0.11,841,0.00,0.00,16,14.10,13.00,4.64,3.08,-1.08,0.64
7823,14.70,0.11,836,0.00,0.00,16,14.10,14.00,4.50,3.03,-1.08,0.64
7995,14.70,0.11,838,0.00,0.00,16,14.10,14.00,4.50,3.05,-1.08,0.64
8167,14.59,0.11,830,0.00,0.00,16,14.10,14.50,4.50,3.05,-1.08,0.64
