Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
95,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
190,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
286,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
383,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
478,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
574,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
670,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
767,0.00,0.00,14.70,7,79,0.44,0,65.9,30.9,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
863,0.00,0.00,14.70,7,79,0.44,0,66.1,31.3,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
959,0.00,0.00,14.70,7,79,0.44,0,66.2,31.5,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1055,0.00,0.00,14.70,7,79,0.44,0,66.2,31.5,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1151,0.00,0.00,14.70,7,79,0.44,0,66.3,31.6,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1247,0.00,0.00,14.70,7,79,0.44,0,66.3,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1342,0.00,0.00,14.70,7,79,0.44,0,66.3,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1439,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1534,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1631,0.00,0.00,14.70,7,79,0.44,0,66.3,31.6,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1727,0.00,0.00,14.70,7,79,0.44,0,66.3,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1822,0.00,0.00,14.70,7,79,0.44,0,66.3,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
1918,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2014,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2111,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2206,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2303,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2399,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2495,0.00,0.00,14.70,7,79,0.44,0,66.4,31.7,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2591,0.00,0.00,14.70,7,79,0.44,0,66.1,31.3,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2686,0.00,0.00,14.70,7,79,0.44,0,66.0,31.1,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2783,0.00,0.00,14.70,7,79,0.44,0,66.0,31.0,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.48,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
2879,0.00,0.00,14.70,7,79,0.44,0,65.9,31.0,0.00,0.00,0.00,16,-20.00,9.50,81,14.22,-0.43,3.64,0.70,0.00,-1.80,0.68,0.00,0.00,96.00
