Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
37476,-2.34,0.00,14.81,8,0.26,1049,0.00,0.00,14.70,16,9.88,10.50,64,5.08,-9.63,4.42,1.36,-1.08,0.00,0.66,14.80
37551,-2.34,0.00,14.81,8,0.26,1045,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.65,4.48,1.36,-1.08,0.00,0.66,14.80
37626,-2.34,0.00,14.93,8,0.26,1048,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.65,4.39,1.36,-1.08,0.00,0.66,14.80
37702,-2.34,0.00,14.81,8,0.26,1045,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.63,4.53,1.36,-1.08,0.00,0.66,14.80
37777,-2.34,0.00,14.93,8,0.27,1039,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.63,4.63,1.36,-1.08,0.00,0.66,14.80
37852,-2.34,0.00,14.81,8,0.27,1037,0.00,0.00,14.70,16,9.88,10.50,64,5.08,-9.63,4.57,1.36,-1.08,0.00,0.66,14.80
37927,-1.56,0.00,14.81,8,0.27,1038,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.63,4.69,1.36,-1.08,0.00,0.66,14.80
38003,-1.56,0.00,14.81,8,0.25,1054,0.00,0.00,13.38,16,9.88,8.00,64,5.08,-9.63,4.69,1.36,-1.08,0.00,0.66,14.80
38078,-1.56,0.00,14.93,8,0.26,1060,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.65,4.39,1.36,-1.08,0.00,0.66,14.80
38154,-1.56,0.00,14.81,8,0.26,1046,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.63,4.57,1.36,-1.08,0.00,0.66,14.80
38229,-1.56,0.00,14.81,8,0.26,1051,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.65,4.51,1.36,-1.08,0.00,0.66,14.80
38303,-1.56,0.00,14.81,8,0.25,1056,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.65,4.60,1.36,-1.08,0.00,0.66,14.80
38380,-1.56,0.00,14.81,8,0.26,1054,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.67,4.44,1.36,-1.08,0.00,0.66,14.80
38455,-2.34,0.00,14.70,8,0.26,1054,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.69,4.48,1.34,-1.08,0.00,0.66,14.80
38531,-2.34,0.00,14.59,8,0.25,1060,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.67,4.31,1.36,-1.08,0.00,0.66,14.80
38606,-3.12,0.00,14.36,8,0.26,1054,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.67,4.31,1.34,-1.08,0.00,0.66,14.80
38681,-3.12,0.00,14.36,8,0.26,1048,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.69,4.47,1.36,-1.08,0.00,0.66,14.80
38757,-3.12,0.00,14.24,8,0.26,1052,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.67,4.53,1.36,-1.08,0.00,0.66,14.80
38831,-2.34,0.00,14.36,8,0.26,1046,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.67,4.57,1.36,-1.08,0.00,0.66,14.80
38907,-2.34,0.00,14.47,8,0.26,1050,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.67,4.53,1.36,-1.08,0.00,0.66,14.80
38982,-2.34,0.00,14.47,8,0.26,1057,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.67,4.57,1.36,-1.08,0.00,0.66,14.80
39058,-1.56,0.00,14.70,8,0.25,1057,0.00,0.00,14.70,16,9.88,8.50,64,5.08,-9.67,4.50,1.34,-1.08,0.00,0.66,14.80
39133,-2.34,0.00,14.70,8,0.25,1058,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.73,4.57,1.36,-1.08,0.00,0.66,14.80
39208,-2.34,0.00,14.70,8,0.26,1058,0.00,0.00,14.70,16,9.88,9.00,64,5.08,-9.71,4.57,1.36,-1.08,0.00,0.66,14.80
39284,-1.56,0.00,14.70,8,0.25,1053,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.71,4.42,1.34,-1.08,0.00,0.66,14.80
39359,-2.34,0.00,14.70,8,0.26,1064,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.73,4.57,1.36,-1.08,0.00,0.66,14.80
39435,-2.34,0.00,14.59,8,0.26,1062,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.73,4.60,1.36,-1.08,0.00,0.66,14.80
39509,-2.34,0.00,14.59,8,0.26,1054,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.73,4.57,1.36,-1.08,0.00,0.66,14.80
39585,-2.34,0.00,14.47,8,0.26,1048,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.75,4.57,1.36,-1.08,0.00,0.66,14.80
39660,-2.34,0.00,14.59,8,0.25,1068,0.00,0.00,14.70,16,9.88,10.50,64,4.93,-9.73,4.39,1.34,-1.08,0.00,0.66,14.80
39735,-2.34,0.00,14.47,8,0.25,1066,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.73,4.33,1.34,-1.08,0.00,0.66,14.80
39811,-3.12,0.00,14.59,8,0.25,1064,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.75,4.47,1.36,-1.08,0.00,0.66,14.80
39886,-3.12,0.00,14.36,8,0.26,1042,0.00,0.00,14.70,16,9.88,11.00,64,4.93,-9.73,4.42,1.36,-1.08,0.00,0.66,14.80
39962,-3.12,0.00,14.36,8,0.26,1044,0.00,0.00,14.70,16,9.88,10.50,64,4.93,-9.73,4.47,1.36,-1.08,0.00,0.66,14.80
40036,-3.12,0.00,14.36,8,0.25,1054,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.75,4.50,1.36,-1.08,0.00,0.66,14.80
40112,-2.34,0.00,14.47,8,0.25,1066,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.73,4.44,1.34,-1.08,0.00,0.66,14.80
40187,-2.34,0.00,14.47,8,0.26,1062,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.73,4.44,1.36,-1.08,0.00,0.66,14.80
40263,-3.12,0.00,14.59,8,0.25,1069,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.77,4.50,1.36,-1.08,0.00,0.66,14.80
40339,-2.34,0.00,14.59,8,0.25,1057,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.77,4.47,1.34,-1.08,0.00,0.66,14.80
40414,-2.34,0.00,14.47,8,0.25,1059,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.77,4.50,1.34,-1.08,0.00,0.66,14.80
40489,-3.12,0.00,14.47,8,0.24,1061,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.77,4.42,1.34,-1.08,0.00,0.66,14.80
40564,-2.34,0.00,14.59,8,0.24,1074,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.77,4.31,1.34,-1.08,0.00,0.66,14.80
40639,-2.34,0.00,14.47,8,0.25,1062,0.00,0.00,14.70,16,9.88,8.00,66,4.93,-9.77,4.31,1.36,-1.08,0.00,0.64,14.80
40714,-3.12,0.00,14.47,8,0.26,1038,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.78,4.51,1.36,-1.08,0.00,0.66,14.80
40790,-2.34,0.00,14.59,8,0.26,1049,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.77,4.42,1.36,-1.08,0.00,0.66,14.80
40865,-2.34,0.00,14.59,8,0.26,1058,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.73,4.57,1.36,-1.08,0.00,0.66,14.80
40940,-2.34,0.00,14.59,8,0.24,1060,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.77,4.60,1.34,-1.08,0.00,0.66,14.80
41016,-2.34,0.00,14.70,8,0.25,1079,0.00,0.00,14.70,16,9.88,8.00,66,4.93,-9.78,4.31,1.36,-1.08,0.00,0.66,14.80
41091,-2.34,0.00,14.59,8,0.25,1057,0.00,0.00,14.70,16,9.88,7.50,66,4.93,-9.80,4.44,1.36,-1.08,0.00,0.66,14.80
41166,-2.34,0.00,14.59,8,0.26,1044,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.47,1.36,-1.08,0.00,0.66,14.80
41241,-3.12,0.00,14.59,8,0.25,1045,0.00,0.00,14.70,16,9.88,11.00,66,4.93,-9.77,4.42,1.34,-1.08,0.00,0.66,14.80
41317,-2.34,0.00,14.47,8,0.26,1044,0.00,0.00,14.70,16,9.88,11.00,66,4.93,-9.78,4.47,1.36,-1.08,0.00,0.66,14.80
41393,-2.34,0.00,14.70,8,0.27,1056,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.78,4.51,1.36,-1.08,0.00,0.66,14.80
41467,-2.34,0.00,14.59,8,0.25,1057,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.77,4.60,1.36,-1.08,0.00,0.66,14.80
41543,-2.34,0.00,14.59,8,0.26,1066,0.00,0.00,14.70,16,9.88,8.00,66,4.93,-9.78,4.53,1.36,-1.08,0.00,0.66,14.80
41618,-2.34,0.00,14.59,8,0.25,1057,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.82,4.63,1.34,-1.08,0.00,0.66,14.80
41694,-2.34,0.00,14.59,8,0.24,1062,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.80,4.42,1.34,-1.08,0.00,0.66,14.80
41769,-2.34,0.00,14.47,8,0.25,1062,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.44,1.34,-1.08,0.00,0.66,14.80
41844,-3.12,0.00,14.59,8,0.25,1059,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.33,1.34,-1.08,0.00,0.66,14.80
41919,-3.12,0.00,14.47,8,0.24,1057,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.36,1.36,-1.08,0.00,0.66,14.80
41995,-3.12,0.00,14.36,8,0.25,1054,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.82,4.42,1.34,-1.08,0.00,0.66,14.80
42071,-3.12,0.00,14.36,8,0.26,1035,0.00,0.00,14.70,16,9.88,10.00,66,4.93,-9.82,4.44,1.36,-1.08,0.00,0.66,14.80
42145,-3.12,0.00,14.36,8,0.25,1046,0.00,0.00,14.70,16,9.88,12.00,66,4.93,-9.82,4.39,1.34,-1.08,0.00,0.66,14.80
42221,-3.12,0.00,14.24,8,0.25,1066,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.80,4.39,1.34,-1.08,0.00,0.66,14.80
42297,-3.12,0.00,14.47,8,0.25,1063,0.00,0.00,14.70,16,9.88,9.00,66,4.93,-9.82,4.47,1.34,-1.08,0.00,0.66,14.80
42371,-3.12,0.00,14.36,8,0.26,1050,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.82,4.47,1.36,-1.08,0.00,0.66,14.80
42448,-3.12,0.00,14.47,8,0.26,1046,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.82,4.39,1.36,-1.08,0.00,0.66,14.80
42522,-3.12,0.00,14.59,8,0.25,1045,0.00,0.00,14.70,16,9.88,10.00,66,4.93,-9.82,4.53,1.34,-1.08,0.00,0.66,14.80
42598,-2.34,0.00,14.59,8,0.25,1059,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.82,4.33,1.36,-1.08,0.00,0.66,14.80
42673,-2.34,0.00,14.59,8,0.25,1048,0.00,0.00,14.70,16,9.88,10.00,66,4.93,-9.84,4.36,1.34,-1.08,0.00,0.66,14.80
42749,-3.12,0.00,14.70,8,0.25,1053,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
42824,-3.12,0.00,14.47,8,0.25,1052,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.28,1.36,-1.08,0.00,0.66,14.80
42899,-3.12,0.00,14.47,8,0.25,1050,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.84,4.42,1.34,-1.08,0.00,0.66,14.80
42974,-3.12,0.00,14.59,8,0.26,1051,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.39,1.36,-1.08,0.00,0.66,14.80
43050,-3.12,0.00,14.47,8,0.25,1052,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.82,4.50,1.34,-1.08,0.00,0.66,14.80
43125,-3.12,0.00,14.36,8,0.25,1060,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.82,4.42,1.34,-1.08,0.00,0.66,14.80
43200,-3.12,0.00,14.47,8,0.25,1061,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.84,4.36,1.34,-1.08,0.00,0.66,14.80
43276,-3.12,0.00,14.36,8,0.25,1052,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.28,1.34,-1.08,0.00,0.66,14.80
43352,-3.12,0.00,14.36,8,0.25,1054,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.42,1.34,-1.08,0.00,0.66,14.80
43427,-3.91,0.00,14.47,8,0.25,1054,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.36,1.34,-1.08,0.00,0.66,14.80
43502,-3.12,0.00,14.36,8,0.25,1046,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.84,4.33,1.34,-1.08,0.00,0.66,14.80
43577,-3.12,0.00,14.36,8,0.25,1047,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.42,1.34,-1.08,0.00,0.66,14.80
43652,-3.12,0.00,14.47,8,0.25,1058,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.86,4.39,1.36,-1.08,0.00,0.66,14.80
43728,-3.12,0.00,14.47,8,0.24,1050,0.00,0.00,14.70,16,9.88,9.00,66,4.79,-9.82,4.28,1.34,-1.08,0.00,0.66,14.80
43803,-3.12,0.00,14.47,8,0.25,1043,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.84,4.28,1.34,-1.08,0.00,0.66,14.80
43879,-3.12,0.00,14.47,8,0.24,1035,0.00,0.00,14.70,16,9.88,11.50,66,4.93,-9.84,4.33,1.34,-1.08,0.00,0.66,14.80
43953,-3.12,0.00,14.47,8,0.25,1033,0.00,0.00,14.70,16,9.88,11.50,66,4.79,-9.82,4.31,1.34,-1.08,0.00,0.66,14.80
44029,-3.91,0.00,14.36,8,0.25,1036,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.28,1.34,-1.08,0.00,0.66,14.80
44104,-3.12,0.00,14.59,8,0.25,1042,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.84,4.28,1.36,-1.08,0.00,0.66,14.80
44180,-3.12,0.00,14.47,8,0.26,1034,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.82,4.42,1.34,-1.08,0.00,0.66,14.80
44254,-3.12,0.00,14.59,8,0.25,1031,0.00,0.00,14.70,16,9.88,11.00,66,4.93,-9.82,4.33,1.34,-1.08,0.00,0.66,14.80
44330,-3.12,0.00,14.59,8,0.25,1042,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.39,1.34,-1.08,0.00,0.66,14.80
44405,-3.12,0.00,14.47,8,0.25,1037,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.82,4.47,1.36,-1.08,0.00,0.66,14.80
44481,-3.12,0.00,14.70,8,0.25,1046,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.36,1.34,-1.08,0.00,0.66,14.80
44557,-2.34,0.00,14.70,8,0.25,1045,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.36,1.34,-1.08,0.00,0.66,14.80
44631,-2.34,0.00,14.70,8,0.25,1041,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.36,1.36,-1.08,0.00,0.66,14.80
44707,-3.12,0.00,14.70,8,0.24,1032,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.17,1.32,-1.08,0.00,0.66,14.80
44782,-3.12,0.00,14.70,8,0.25,1034,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.82,4.36,1.34,-1.08,0.00,0.66,14.80
44857,-2.34,0.00,14.59,8,0.24,1028,0.00,0.00,14.70,16,9.88,11.00,66,4.79,-9.84,4.42,1.34,-1.08,0.00,0.66,14.80
44932,-3.12,0.00,14.70,8,0.25,1032,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.84,4.20,1.34,-1.08,0.00,0.66,14.80
45008,-2.34,0.00,14.47,8,0.25,1041,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.31,1.36,-1.08,0.00,0.66,14.80
45083,-2.34,0.00,14.59,8,0.26,1043,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.84,4.39,1.36,-1.08,0.00,0.66,14.80
45158,-3.12,0.00,14.59,8,0.25,1041,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.39,1.34,-1.08,0.00,0.66,14.80
45234,-2.34,0.00,14.59,8,0.25,1040,0.00,0.00,14.70,16,9.88,8.00,66,4.79,-9.84,4.25,1.34,-1.08,0.00,0.66,14.80
45309,-2.34,0.00,14.59,8,0.25,1034,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.84,4.42,1.36,-1.08,0.00,0.66,14.80
45384,-2.34,0.00,14.59,8,0.25,1040,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.86,4.42,1.36,-1.08,0.00,0.66,14.80
45460,-2.34,0.00,14.59,8,0.26,1047,0.00,0.00,14.70,16,9.88,9.00,66,4.79,-9.84,4.42,1.36,-1.08,0.00,0.66,14.80
45535,-2.34,0.00,14.59,8,0.25,1044,0.00,0.00,14.70,16,9.88,8.50,66,4.79,-9.86,4.47,1.34,-1.08,0.00,0.66,14.80
45610,-2.34,0.00,14.70,8,0.25,1054,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.36,1.34,-1.08,0.00,0.66,14.80
45685,-3.12,0.00,14.59,8,0.25,1044,0.00,0.00,14.70,16,9.88,8.00,66,4.79,-9.86,4.33,1.34,-1.08,0.00,0.66,14.80
45761,-3.12,0.00,14.47,8,0.26,1034,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.86,4.20,1.36,-1.08,0.00,0.66,14.80
45836,-2.34,0.00,14.59,8,0.25,1038,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.84,4.33,1.34,-1.08,0.00,0.66,14.80
45911,-2.34,0.00,14.59,8,0.25,1035,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
45987,-3.12,0.00,14.70,8,0.25,1042,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.36,1.34,-1.08,0.00,0.66,14.80
46063,-3.12,0.00,14.59,8,0.25,1043,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.33,1.34,-1.08,0.00,0.66,14.80
46137,-3.12,0.00,14.59,8,0.25,1042,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.33,1.32,-1.08,0.00,0.66,14.80
46213,-3.12,0.00,14.47,8,0.24,1039,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.22,1.32,-1.08,0.00,0.66,14.80
46288,-3.12,0.00,14.47,8,0.23,1040,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.00,1.34,-1.08,0.00,0.66,14.80
46363,-3.12,0.00,14.47,8,0.25,1034,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.86,4.25,1.34,-1.08,0.00,0.66,14.80
46439,-3.12,0.00,14.47,8,0.26,1032,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.86,4.36,1.34,-1.08,0.00,0.66,14.80
46514,-3.12,0.00,14.47,8,0.26,1017,0.00,0.00,14.70,16,9.88,11.50,66,4.79,-9.82,4.39,1.34,-1.08,0.00,0.66,14.80
46590,-3.12,0.00,14.47,8,0.24,1038,0.00,0.00,14.70,16,9.88,10.00,66,4.93,-9.82,4.39,1.32,-1.08,0.00,0.66,14.80
46665,-3.12,0.00,14.47,8,0.25,1035,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
46740,-3.12,0.00,14.59,8,0.25,1046,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.36,1.34,-1.08,0.00,0.66,14.80
46815,-3.12,0.00,14.47,8,0.25,1035,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.86,4.31,1.34,-1.08,0.00,0.66,14.80
46892,-3.12,0.00,14.59,8,0.26,1046,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.44,1.34,-1.08,0.00,0.66,14.80
46966,-2.34,0.00,14.47,8,0.25,1040,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.42,1.34,-1.08,0.00,0.66,14.80
47041,-3.12,0.00,14.59,8,0.24,1036,0.00,0.00,14.70,16,9.88,9.00,66,4.79,-9.86,4.31,1.34,-1.08,0.00,0.66,14.80
47117,-3.12,0.00,14.59,8,0.24,1033,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.22,1.32,-1.08,0.00,0.66,14.80
47192,-3.12,0.00,14.59,8,0.25,1045,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.86,4.31,1.34,-1.08,0.00,0.66,14.80
47267,-3.12,0.00,14.47,8,0.25,1026,0.00,0.00,14.70,16,9.88,11.00,66,4.79,-9.86,4.25,1.34,-1.08,0.00,0.66,14.80
47342,-3.12,0.00,14.59,8,0.25,1023,0.00,0.00,14.70,16,9.88,11.00,66,4.79,-9.84,4.39,1.34,-1.08,0.00,0.66,14.80
47417,-3.12,0.00,14.47,8,0.25,1024,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.82,4.33,1.34,-1.08,0.00,0.66,14.80
47494,-3.12,0.00,14.59,8,0.25,1042,0.00,0.00,14.70,16,9.88,9.00,66,4.93,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
47569,-3.12,0.00,14.59,8,0.25,1044,0.00,0.00,14.70,16,9.88,9.00,66,4.79,-9.84,4.20,1.34,-1.08,0.00,0.66,14.80
47644,-3.12,0.00,14.47,8,0.26,1033,0.00,0.00,14.70,16,9.88,8.50,66,4.79,-9.84,4.28,1.36,-1.08,0.00,0.66,14.80
47719,-3.12,0.00,14.47,8,0.25,1022,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.33,1.34,-1.08,0.00,0.66,14.80
47794,-3.12,0.00,14.59,8,0.24,1026,0.00,0.00,14.70,16,9.88,10.50,66,4.93,-9.84,4.25,1.32,-1.08,0.00,0.66,14.80
47870,-3.12,0.00,14.47,8,0.25,1029,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.82,4.28,1.34,-1.08,0.00,0.66,14.80
47945,-3.12,0.00,14.70,8,0.25,1042,0.00,0.00,14.70,16,9.88,8.50,66,4.79,-9.86,4.31,1.34,-1.08,0.00,0.66,14.80
48020,-2.34,0.00,14.59,8,0.25,1031,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.84,4.28,1.36,-1.08,0.00,0.66,14.80
48096,-2.34,0.00,14.59,8,0.26,1026,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.28,1.34,-1.08,0.00,0.66,14.80
48171,-2.34,0.00,14.70,8,0.26,1014,0.00,0.00,14.70,16,9.88,10.50,66,4.79,-9.86,4.36,1.34,-1.08,0.00,0.66,14.80
48246,-2.34,0.00,14.70,8,0.25,1029,0.00,0.00,14.70,16,9.88,11.50,66,4.79,-9.82,4.31,1.34,-1.08,0.00,0.66,14.80
48322,-2.34,0.00,14.70,8,0.25,1029,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
48397,-2.34,0.00,14.70,8,0.25,1028,0.00,0.00,14.70,16,9.88,10.00,66,4.93,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
48473,-2.34,0.00,14.70,8,0.25,1024,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.82,4.31,1.32,-1.08,0.00,0.66,14.80
48548,-2.34,0.00,14.70,8,0.25,1029,0.00,0.00,14.70,16,9.88,8.50,66,4.93,-9.84,4.33,1.36,-1.08,0.00,0.66,14.80
48623,-2.34,0.00,14.70,8,0.26,1032,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.31,1.36,-1.08,0.00,0.66,14.80
48698,-2.34,0.00,14.70,8,0.26,1025,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.82,4.42,1.34,-1.08,0.00,0.66,14.80
48773,-2.34,0.00,14.70,8,0.26,1027,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.39,1.34,-1.08,0.00,0.66,14.80
48849,-3.12,0.00,14.59,8,0.25,1035,0.00,0.00,14.70,16,9.88,9.00,66,4.93,-9.82,4.22,1.34,-1.08,0.00,0.66,14.80
48924,-2.34,0.00,14.47,8,0.24,1028,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.82,4.22,1.34,-1.08,0.00,0.66,14.80
48999,-3.12,0.00,14.59,8,0.25,1034,0.00,0.00,14.70,16,9.88,9.00,66,4.79,-9.84,4.17,1.34,-1.08,0.00,0.66,14.80
49075,-3.12,0.00,14.59,8,0.25,1035,0.00,0.00,14.70,16,9.88,10.00,66,4.79,-9.82,4.33,1.36,-1.08,0.00,0.66,14.80
49150,-3.12,0.00,14.36,8,0.25,1027,0.00,0.00,14.70,16,9.88,9.00,66,4.93,-9.82,4.33,1.34,-1.08,0.00,0.66,14.80
49225,-3.12,0.00,14.47,8,0.25,1027,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.31,1.34,-1.08,0.00,0.66,14.80
49301,-2.34,0.00,14.47,8,0.25,1031,0.00,0.00,14.70,16,9.88,9.50,66,4.93,-9.84,4.36,1.34,-1.08,0.00,0.66,14.80
49376,-2.34,0.00,14.59,8,0.25,1028,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.84,4.22,1.34,-1.08,0.00,0.66,14.80
49452,-3.12,0.00,14.59,8,0.25,1043,0.00,0.00,14.70,16,9.88,8.00,66,4.79,-9.86,4.28,1.34,-1.08,0.00,0.66,14.80
49527,-2.34,0.00,14.59,8,0.25,1048,0.00,0.00,14.70,16,9.88,7.50,66,4.79,-9.86,4.33,1.34,-1.08,0.00,0.66,14.80
49602,-2.34,0.00,14.59,8,0.25,1035,0.00,0.00,14.70,16,9.88,7.50,66,4.79,-9.88,4.33,1.36,-1.08,0.00,0.66,14.80
49677,-2.34,0.00,14.70,8,0.26,1020,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.88,4.33,1.34,-1.08,0.00,0.66,14.80
49753,-2.34,0.00,14.70,8,0.24,1028,0.00,0.00,14.70,16,9.88,9.50,66,4.79,-9.86,4.25,1.32,-1.08,0.00,0.66,14.80
