Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
71177,23.89,0.19,2542,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71240,24.12,0.16,2510,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71304,24.12,0.18,2456,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.01,0.64,0.00,0.00,99.90
71368,23.54,0.18,2414,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.01,0.64,0.00,0.00,99.90
71432,24.12,0.18,2378,0.00,0.00,14.70,16,4.06,-10.69,0.00,-2.01,0.64,0.00,0.00,99.90
71496,23.77,0.16,2311,0.00,0.00,14.70,16,4.06,-10.69,0.00,-2.01,0.64,0.00,0.00,99.90
71560,23.77,0.16,2295,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.01,0.64,0.00,0.00,99.90
71624,23.77,0.16,2244,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.01,0.64,0.00,0.00,99.90
71687,24.12,0.15,2192,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71752,23.89,0.15,2148,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71815,23.89,0.16,2126,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71880,23.54,0.15,2078,0.00,0.00,14.70,16,3.92,-10.77,0.00,-2.01,0.64,0.00,0.00,99.90
71944,23.66,0.16,2016,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.01,0.64,0.00,0.00,99.90
72008,23.77,0.19,1992,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.01,0.64,0.00,0.00,99.90
72072,23.89,0.13,1952,0.00,0.00,14.70,16,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,99.90
72136,24.12,0.19,1904,0.00,0.00,14.70,16,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,99.90
72200,24.12,0.13,1872,0.00,0.00,14.70,16,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,99.90
72263,24.00,0.17,1834,0.00,0.00,14.70,16,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,99.90
72328,23.66,0.17,1789,0.00,0.00,14.70,16,3.77,-10.89,0.00,-1.70,0.64,0.00,0.00,99.90
72391,23.89,0.17,1748,0.00,0.00,14.70,16,3.77,-10.89,0.00,-1.70,0.64,0.00,0.00,99.90
72455,23.66,0.17,1713,0.00,0.00,14.70,16,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,99.90
72519,23.77,0.18,1680,0.00,0.00,14.70,16,3.77,-10.89,0.00,-1.70,0.64,0.00,0.00,99.90
72583,23.77,0.18,1667,0.00,0.00,14.70,16,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,99.90
72646,24.12,0.19,1633,0.00,0.00,14.70,16,3.77,-10.81,0.00,-1.70,0.64,0.00,0.00,99.90
72711,24.00,0.19,1597,0.00,0.00,14.70,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,99.90
72775,23.77,0.19,1575,0.00,0.00,14.70,16,3.92,-10.69,0.00,-1.39,0.64,0.00,0.00,99.90
72839,24.00,0.19,1566,0.00,0.00,14.70,16,4.06,-10.64,0.00,-1.39,0.64,0.00,0.00,99.90
72902,23.77,0.20,1540,0.00,0.00,14.70,16,4.06,-10.60,0.00,-1.39,0.64,0.00,0.00,99.90
72967,24.00,0.20,1518,0.00,0.00,14.70,16,4.21,-10.54,0.00,-1.39,0.64,0.00,0.00,99.90
73030,23.66,0.20,1521,0.00,0.00,14.70,16,4.21,-10.50,0.00,-1.39,0.64,0.00,0.00,99.90
73093,24.00,0.20,1504,0.00,0.00,14.70,16,4.21,-10.48,0.00,-1.39,0.64,0.00,0.00,99.90
73158,24.12,0.19,1479,0.00,0.00,14.70,16,4.21,-10.46,0.00,-1.39,0.64,0.00,0.00,99.90
73222,24.00,0.18,1484,0.00,0.00,14.70,16,4.21,-10.52,0.00,-1.39,0.64,0.00,0.00,99.90
73285,23.89,0.18,1462,0.00,0.00,14.70,16,4.06,-10.60,0.00,-1.39,0.64,0.00,0.00,99.90
73350,23.66,0.17,1462,0.00,0.00,14.70,16,4.06,-10.60,0.00,-1.39,0.66,0.00,0.00,99.90
73413,23.77,0.18,1436,0.00,0.00,14.70,16,4.06,-10.64,0.00,-1.39,0.66,0.00,0.00,99.90
73477,24.00,0.20,1444,0.00,0.00,14.70,16,4.06,-10.58,0.00,-1.39,0.66,0.00,0.00,99.90
73542,23.89,0.21,1424,0.00,0.00,14.70,16,4.21,-10.46,0.00,-1.39,0.68,0.00,0.00,99.90
73605,23.89,0.23,1410,0.00,0.00,13.56,16,4.35,-10.38,0.00,-1.39,0.70,0.00,0.00,99.90
73669,23.77,0.22,1397,0.00,0.00,14.69,16,4.50,-10.19,0.00,-1.39,0.72,0.00,0.00,99.90
73733,23.77,0.27,1402,0.00,0.00,14.69,16,4.64,-10.02,0.00,-1.39,0.72,0.00,0.00,99.90
73797,23.89,0.27,1407,0.00,0.00,14.69,16,4.79,-9.86,0.00,-1.39,0.72,0.00,0.00,99.90
73860,23.89,0.28,1432,0.00,0.00,14.69,16,4.93,-9.75,0.00,-1.39,0.72,0.00,0.00,99.90
73924,23.66,0.29,1410,0.00,0.00,14.69,16,5.08,-9.69,0.00,-1.39,0.72,0.00,0.00,99.90
73988,24.00,0.28,1346,0.00,0.00,14.69,16,5.08,-9.57,0.00,-1.39,0.72,0.00,0.00,99.90
74052,24.00,0.29,1352,0.00,0.00,14.69,16,5.22,-9.48,0.00,-1.39,0.72,0.00,0.00,96.00
74116,23.54,0.31,1398,0.00,0.00,14.69,16,5.37,-9.38,0.00,-1.39,0.74,0.00,0.00,96.00
74180,23.43,0.34,1413,0.00,0.00,13.72,16,5.51,-9.24,0.00,-1.39,0.76,0.00,0.00,66.60
74243,21.13,0.35,1376,0.00,0.00,14.67,16,5.66,-9.01,0.00,-1.39,0.78,0.00,0.00,31.50
74308,17.34,0.38,1360,0.00,0.00,13.39,16,5.95,-8.72,0.00,-1.39,0.82,0.00,0.00,31.50
74372,15.85,0.45,1410,0.00,0.00,12.97,16,6.53,-8.24,0.00,-1.39,0.82,0.00,0.00,21.40
74435,14.93,0.48,1387,0.00,0.00,13.96,16,7.11,-7.66,0.00,-1.39,0.82,0.00,0.00,21.40
74499,14.47,0.49,1388,0.00,0.00,14.65,16,7.55,-7.31,0.00,-1.39,0.84,0.00,0.00,17.30
74563,14.24,0.49,1427,0.00,0.00,14.65,16,7.84,-6.94,0.00,-1.39,0.84,0.00,0.00,15.30
74626,13.32,0.49,1407,0.00,0.00,14.65,16,8.13,-6.67,0.00,-1.39,0.84,0.00,0.00,15.30
74691,13.21,0.49,1418,0.00,0.00,14.65,16,8.27,-6.48,0.00,-1.39,0.84,0.00,0.00,14.40
74755,12.98,0.49,1433,0.00,0.00,14.66,16,8.42,-6.36,0.00,-1.39,0.84,0.00,0.00,14.00
74818,13.55,0.50,1449,0.00,0.00,14.66,16,8.42,-6.25,0.00,-1.39,0.84,0.00,0.00,14.00
74882,14.24,0.49,1434,0.00,0.00,14.66,16,8.42,-6.17,0.00,-1.39,0.84,0.00,0.00,14.30
74946,14.81,0.49,1468,0.00,0.00,14.66,16,8.56,-6.13,0.00,-1.39,0.84,0.00,0.00,15.10
75009,15.50,0.50,1487,0.00,0.00,14.66,16,8.56,-6.11,0.00,-1.39,0.84,0.00,0.00,15.10
75074,16.31,0.50,1482,0.00,0.00,14.66,16,8.56,-6.11,0.00,-1.39,0.84,0.00,0.00,16.00
75138,16.19,0.49,1493,0.00,0.00,14.66,16,8.56,-6.11,0.00,-1.39,0.84,0.00,0.00,16.00
75201,16.19,0.49,1498,0.00,0.00,14.66,16,8.56,-6.11,0.00,-1.39,0.84,0.00,0.00,16.30
75265,15.85,0.49,1513,0.00,0.00,14.67,16,8.56,-6.15,0.00,-1.39,0.84,0.00,0.00,16.20
75330,15.85,0.49,1540,0.00,0.00,14.67,16,8.56,-6.21,0.00,-1.39,0.84,0.00,0.00,16.20
75393,15.50,0.48,1536,0.00,0.00,14.67,16,8.56,-6.21,0.00,-1.39,0.84,0.00,0.00,15.90
75457,15.39,0.49,1545,0.00,0.00,14.67,16,8.42,-6.23,0.00,-1.39,0.84,0.00,0.00,15.60
75520,15.27,0.47,1573,0.00,0.00,14.68,16,8.42,-6.30,0.00,-1.39,0.84,0.00,0.00,15.60
75584,15.16,0.47,1588,0.00,0.00,14.68,16,8.42,-6.36,0.00,-1.39,0.86,0.00,0.00,15.40
75648,15.39,0.48,1579,0.00,0.00,14.68,16,8.27,-6.38,0.00,-1.39,0.86,0.00,0.00,15.40
75712,15.16,0.51,1601,0.00,0.00,13.75,16,8.42,-6.30,0.00,-1.39,0.88,0.00,0.00,15.40
75776,15.27,0.55,1623,0.00,0.00,14.66,16,8.56,-6.11,0.00,-1.70,0.90,0.00,0.00,15.30
75840,15.04,0.56,1623,0.00,0.00,14.66,16,8.85,-5.84,0.00,-1.70,0.92,0.00,0.00,15.20
75904,14.93,0.58,1640,0.00,0.00,13.73,16,9.00,-5.61,0.00,-1.70,0.96,0.00,0.00,15.20
75968,14.47,0.64,1639,0.00,0.00,14.13,16,9.43,-5.07,0.00,-1.70,0.96,0.00,0.00,14.70
76031,14.13,0.66,1658,0.00,0.00,14.64,16,10.01,-4.72,0.00,-1.70,0.98,0.00,0.00,14.70
76095,13.90,0.67,1686,0.00,0.00,14.64,16,10.16,-4.43,0.00,-1.70,0.98,0.00,0.00,14.40
76159,13.90,0.66,1704,0.00,0.00,14.95,16,10.45,-4.23,0.00,-1.70,0.98,0.00,0.00,14.30
76223,13.90,0.65,1712,0.00,0.00,14.66,16,10.45,-4.20,0.00,-1.70,1.00,0.00,0.00,14.30
76287,14.24,0.67,1756,0.00,0.00,14.66,16,10.59,-4.14,0.00,-1.70,1.00,0.00,0.00,14.30
76350,14.47,0.68,1760,0.00,0.00,14.65,16,10.59,-4.06,0.00,-1.70,1.00,0.00,0.00,14.60
76415,14.70,0.66,1758,0.00,0.00,14.66,16,10.59,-4.06,0.00,-1.70,1.00,0.00,0.00,14.60
76479,14.81,0.67,1802,0.00,0.00,14.66,16,10.59,-4.04,0.00,-1.70,1.02,0.00,0.00,14.90
76542,14.93,0.66,1811,0.00,0.00,14.07,16,10.74,-3.98,0.00,-1.70,1.04,0.00,0.00,14.80
76606,14.81,0.76,1830,0.00,0.00,13.63,16,11.03,-3.62,0.00,-1.70,1.12,0.00,0.00,14.80
76670,14.81,0.83,1862,0.00,0.00,14.38,16,11.90,-2.90,0.00,-1.70,1.14,0.00,0.00,15.00
76734,14.81,0.82,1905,0.00,0.00,14.64,16,12.33,-2.48,0.00,-1.70,1.14,0.00,0.00,15.00
76798,14.36,0.81,1922,0.00,0.00,14.64,16,12.48,-2.26,0.00,-1.70,1.16,0.00,0.00,14.30
76862,13.55,0.85,1952,0.00,0.00,14.35,16,12.77,-1.97,0.00,-1.70,1.24,0.00,0.00,13.80
76925,13.55,0.89,1967,0.00,0.00,14.19,16,13.35,-1.53,0.00,-1.70,1.34,0.00,0.00,13.80
76990,14.59,1.01,2004,0.00,0.00,13.70,16,14.07,-0.87,0.00,-1.70,1.70,0.00,0.00,14.50
77053,14.81,1.10,2040,0.00,0.00,14.87,16,14.95,0.10,0.00,-1.08,2.08,0.00,0.00,14.70
77117,14.47,1.11,2083,0.00,0.00,14.22,16,15.09,0.33,48.24,-1.08,2.66,0.00,0.00,14.70
77181,13.44,1.11,2095,0.00,0.00,12.91,16,15.24,0.52,48.24,0.15,3.50,0.00,0.00,13.70
77245,12.98,1.10,2140,0.00,0.00,12.31,16,15.24,0.62,48.24,0.15,3.96,0.00,0.00,13.60
77309,13.32,1.10,2198,0.00,0.00,12.32,16,15.38,0.72,48.24,0.46,3.96,0.00,0.00,13.60
77373,12.52,1.11,2216,0.00,0.00,12.32,16,15.38,0.81,48.24,0.46,3.96,0.00,0.00,12.80
77437,11.94,1.12,2236,0.00,0.00,12.13,16,15.53,0.89,48.24,0.77,3.96,0.00,0.00,12.80
77501,11.60,1.11,2311,0.00,0.00,12.32,16,15.53,0.93,48.24,0.77,3.96,0.00,0.00,12.20
77565,11.71,1.13,2322,0.00,0.00,12.33,16,15.67,1.02,48.24,0.77,3.96,0.00,0.00,12.30
77629,11.71,1.13,2374,0.00,0.00,12.44,16,15.82,1.12,48.24,0.77,3.96,0.00,0.00,12.30
77693,11.71,1.13,2435,0.00,0.00,12.33,16,15.82,1.20,48.24,0.77,3.96,0.00,0.00,12.30
77756,11.60,1.16,2450,0.00,0.00,12.33,16,15.96,1.28,48.24,1.08,3.96,0.00,0.00,12.20
77820,11.60,1.18,2492,0.00,0.00,12.24,16,15.96,1.37,48.24,1.08,3.96,0.00,0.00,12.20
77884,11.60,1.22,2558,0.00,0.00,12.33,16,16.11,1.47,48.24,1.08,3.96,0.00,0.00,12.20
77948,11.60,1.19,2591,0.00,0.00,12.33,16,16.25,1.60,48.24,1.08,3.96,0.00,0.00,12.20
78011,11.71,1.18,2610,0.00,0.00,12.22,16,16.40,1.70,48.24,1.39,3.96,0.00,0.00,12.20
78076,11.60,1.22,2674,0.00,0.00,12.33,16,16.54,1.84,48.24,1.39,3.96,0.00,0.00,12.20
78140,11.83,1.24,2709,0.00,0.00,12.33,16,16.69,1.95,48.24,1.70,3.96,0.00,0.00,12.20
78205,11.48,1.26,2746,0.00,0.00,12.33,16,16.69,2.11,48.24,1.70,3.96,0.00,0.00,12.20
78268,11.60,1.25,2806,0.00,0.00,12.33,16,16.83,2.22,48.24,1.70,3.96,0.00,0.00,12.20
78332,11.48,1.34,2858,0.00,0.00,12.33,16,16.98,2.38,48.24,1.70,3.96,0.00,-0.12,12.20
78396,11.60,1.32,2858,0.00,0.00,12.16,16,17.27,2.59,48.24,2.32,3.96,-0.10,-0.12,12.30
78460,11.48,1.37,2971,0.00,0.00,12.18,16,17.41,2.75,48.24,2.32,3.96,-0.10,0.20,12.20
78524,11.48,1.38,2971,0.00,0.00,12.12,16,17.56,2.92,48.63,2.94,3.96,0.02,0.20,12.20
78588,11.48,1.41,3006,0.00,0.00,12.33,16,17.85,3.13,48.63,2.94,3.96,0.02,0.05,12.20
78651,11.25,1.44,3035,0.00,0.00,12.33,16,17.99,3.35,48.63,3.25,3.96,0.02,0.05,11.90
78716,11.25,1.52,3122,0.00,0.00,12.14,16,18.14,3.56,48.63,3.25,3.96,0.02,0.30,11.90
78779,11.25,1.51,3152,0.00,0.00,12.12,16,18.43,3.77,49.02,3.87,3.96,0.20,0.30,11.80
78844,11.25,1.57,3231,0.00,0.00,12.32,16,18.72,4.06,49.02,3.87,3.96,0.20,0.82,11.70
78907,11.14,1.58,3260,0.00,0.00,12.33,16,19.01,4.37,49.80,4.80,3.96,0.79,0.82,11.70
78971,11.14,1.65,3327,0.00,0.00,12.32,16,19.30,4.60,49.80,4.80,3.96,0.79,0.82,11.60
79035,11.14,1.66,3406,0.00,0.00,12.15,16,19.59,4.93,52.16,5.72,3.96,1.78,1.82,11.60
79099,11.14,1.72,3431,0.00,0.00,12.18,16,20.02,5.32,52.16,5.72,3.96,1.78,1.82,11.60
79163,11.14,1.76,3494,0.00,0.00,12.07,16,20.46,5.74,55.69,6.96,3.96,3.46,3.70,11.60
79227,11.14,1.78,3575,0.00,0.00,12.16,16,20.89,6.25,55.69,6.96,3.96,3.46,3.70,11.60
79291,11.14,1.88,3635,0.00,0.00,12.05,16,21.47,6.81,55.69,8.20,3.96,5.50,4.60,11.50
79355,11.14,1.96,3709,0.00,0.00,11.61,16,22.20,7.39,58.43,8.20,3.96,5.50,4.60,11.50
79419,11.14,2.02,3757,0.00,0.00,11.48,16,22.93,8.12,58.43,9.75,3.96,8.02,5.80,11.50
79483,11.14,2.09,3811,0.00,0.00,11.36,16,23.65,8.82,62.35,9.75,3.96,8.02,5.80,11.20
79548,11.14,2.19,3898,0.00,0.00,11.37,16,24.38,9.63,62.35,11.29,3.96,10.56,5.88,11.00
79611,11.14,2.28,3994,0.00,0.00,11.46,16,25.39,10.46,62.75,11.29,3.96,10.56,5.88,11.00
79675,11.14,2.32,4056,0.00,0.00,11.41,16,26.41,11.45,62.75,13.46,3.96,10.56,7.07,11.10
79739,11.14,2.44,4157,0.00,0.00,11.41,16,27.42,12.49,62.75,13.46,3.96,10.56,7.07,10.90
79803,11.14,2.61,4206,0.00,0.00,11.28,16,28.58,13.71,62.75,15.31,3.96,10.56,6.10,10.90
79867,11.14,2.84,4328,0.00,0.00,11.50,16,30.04,14.81,57.25,15.31,3.96,10.56,6.10,11.20
79931,11.14,3.07,4432,0.00,0.00,11.36,16,30.04,16.38,57.25,18.72,3.96,10.56,8.88,11.20
79995,11.14,3.18,4520,0.00,0.00,11.24,16,31.49,17.87,48.63,18.72,3.96,10.56,8.88,11.40
80059,11.14,3.16,4618,0.00,0.00,11.26,16,33.08,18.95,48.63,20.57,3.96,10.56,4.90,10.80
80123,11.14,3.24,4728,0.00,0.00,11.31,16,34.10,19.90,44.31,20.57,3.96,10.56,4.90,10.80
80187,11.14,3.23,4801,0.00,0.00,11.28,16,34.97,20.40,44.31,20.57,3.96,10.56,0.22,10.80
80251,11.14,3.27,4944,0.00,0.00,11.23,16,35.40,20.67,42.75,20.57,3.96,10.56,0.22,11.30
80315,11.14,3.27,5037,0.00,0.00,11.23,16,35.55,20.71,42.75,20.57,3.96,10.56,-0.18,11.30
80379,11.14,3.32,5172,0.00,0.00,11.82,16,35.55,20.71,43.53,20.57,3.96,10.42,-0.18,10.90
80443,11.14,3.29,5285,0.00,0.00,11.55,16,35.55,20.71,43.53,20.57,3.96,10.42,-0.18,11.30
80507,11.14,3.31,5399,0.00,0.00,11.66,16,35.55,20.73,43.92,20.57,3.96,10.28,-0.18,11.30
80571,11.14,3.29,5399,0.00,0.00,11.57,16,35.55,20.73,43.92,20.57,3.96,10.28,-0.23,10.50
80635,11.14,3.31,5502,0.00,0.00,11.68,16,35.55,20.83,43.92,20.57,3.96,10.10,-0.23,10.50
80699,11.14,3.30,5618,0.00,0.00,11.58,16,35.55,20.75,43.92,20.57,3.96,10.10,-0.23,10.90
80763,11.14,3.31,5782,0.00,0.00,11.58,16,35.55,20.73,43.92,20.57,3.96,10.10,-0.33,10.70
80828,11.14,3.26,5891,0.00,0.00,11.59,16,35.40,20.79,43.53,20.57,3.96,9.84,-0.33,10.70
80891,11.14,3.23,5891,0.00,0.00,11.55,16,35.55,20.75,43.53,20.57,3.96,9.84,-0.33,10.80
80954,11.14,3.23,6019,0.00,0.00,11.51,16,35.26,20.63,43.53,20.57,3.96,9.78,-0.08,11.00
81020,11.14,3.20,6147,0.00,0.00,11.61,16,35.26,20.54,43.53,20.57,3.96,9.78,-0.08,11.00
81084,11.14,3.20,6318,0.00,0.00,11.61,16,35.40,20.46,43.53,20.57,3.96,9.78,0.17,11.20
81149,11.14,3.17,6318,0.00,0.00,11.68,16,35.26,20.61,43.53,20.57,3.96,9.88,0.17,11.30
81212,11.14,3.10,6471,0.00,0.00,11.52,16,35.26,20.54,43.92,20.57,3.96,9.88,0.17,11.30
81277,11.14,3.11,6567,0.00,0.00,11.77,16,35.26,20.61,43.92,20.57,3.96,9.88,0.07,11.40
81340,11.14,3.04,6567,0.00,0.00,11.73,16,35.11,20.57,43.92,20.57,3.92,9.88,0.07,11.30
81405,11.14,3.01,6756,0.00,0.00,11.75,16,35.11,20.15,43.92,20.57,1.84,9.88,0.07,11.30
81469,11.14,2.42,6756,0.00,0.00,16.41,16,21.47,5.69,43.92,20.57,0.66,9.88,0.07,10.70
81533,11.14,0.55,6544,0.00,0.00,15.17,16,21.47,-2.90,43.92,-3.25,0.66,0.00,0.00,10.70
81596,12.40,0.22,6250,0.00,0.00,13.33,16,8.71,-7.23,0.00,-3.25,0.66,0.00,0.00,12.90
81661,12.40,0.15,6250,0.00,0.00,13.23,16,8.71,-9.24,0.00,-3.25,0.66,0.00,0.00,13.10
81725,11.37,0.12,6152,0.00,0.00,13.25,16,5.08,-9.77,0.00,-3.25,0.66,0.00,0.00,13.10
81789,11.37,0.17,6152,0.00,0.00,13.24,16,5.22,-9.46,0.00,-4.18,0.66,0.00,0.00,16.60
81854,16.88,0.20,5846,0.00,0.00,13.24,16,5.22,-9.53,0.00,-4.18,0.66,0.00,0.00,27.00
81918,23.54,0.20,5597,0.00,0.00,13.25,16,5.08,-9.65,0.00,-4.18,0.66,0.00,0.00,27.00
81982,23.77,0.21,5323,0.00,0.00,13.25,16,4.79,-9.92,0.00,-4.80,0.78,0.00,0.00,62.00
82046,23.77,0.38,5323,0.00,0.00,11.03,16,5.66,-9.03,0.00,-4.80,1.00,0.00,0.00,84.50
82110,23.43,0.52,5040,0.00,0.00,12.53,16,6.82,-8.18,0.00,-3.87,1.12,0.00,0.00,84.50
82173,23.08,0.63,5050,0.00,0.00,12.76,16,7.98,-6.85,1.18,-3.87,1.20,0.00,0.00,11.30
82238,11.83,0.70,5234,0.00,0.00,12.54,16,7.98,-6.13,1.18,-0.46,1.28,0.00,0.00,11.30
82301,11.60,0.88,5274,0.00,0.00,12.47,16,8.85,-5.12,6.27,-0.46,1.32,0.00,0.00,12.40
82366,11.60,1.07,4829,0.00,0.00,12.89,16,10.16,-3.77,6.27,-0.46,1.34,0.00,0.00,12.10
82430,11.14,1.03,4529,0.00,0.00,12.96,16,11.46,-2.80,9.41,1.70,1.42,0.00,0.00,12.10
82493,10.91,1.17,4829,0.00,0.00,12.52,16,12.33,-2.11,9.41,1.70,1.46,0.00,18.12,11.10
82557,10.91,1.25,4607,0.00,0.00,13.12,16,13.20,-1.20,25.10,3.56,1.42,8.00,18.12,11.20
82622,11.14,1.16,4720,0.00,0.00,12.78,16,13.49,-1.33,25.10,3.56,1.38,8.00,14.18,11.20
82685,11.14,1.16,4720,0.00,0.00,13.08,16,13.06,-1.80,24.71,2.94,1.14,8.00,14.18,11.60
82750,11.14,0.84,4717,0.00,0.00,15.35,16,9.72,-5.72,24.71,2.94,0.66,8.00,0.00,10.80
82814,11.14,0.42,4655,0.00,0.00,15.17,16,6.09,-9.07,0.00,-4.80,0.66,0.00,0.00,10.80
82877,11.14,0.24,4693,0.00,0.00,17.43,16,4.79,-10.06,0.00,-4.80,0.66,0.00,0.00,9.10
82941,11.25,0.17,4587,0.00,0.00,14.27,16,4.50,-10.13,0.00,-4.80,0.66,0.00,0.00,10.80
83005,15.27,0.18,4422,0.00,0.00,14.46,16,4.50,-10.29,0.00,-4.80,0.66,0.00,0.00,10.80
83069,15.27,0.17,4296,0.00,0.00,14.61,16,4.35,-10.36,0.00,-3.87,0.64,0.00,0.00,22.70
83133,23.77,0.16,4116,0.00,0.00,14.70,16,4.21,-10.50,0.00,-3.87,0.64,0.00,0.00,22.70
83197,23.43,0.15,3985,0.00,0.00,15.09,16,4.06,-10.65,0.00,-3.56,0.64,0.00,0.00,54.80
83260,24.00,0.14,3805,0.00,0.00,14.70,16,3.92,-10.81,0.00,-3.56,0.66,0.00,0.00,88.80
83324,23.43,0.14,3667,0.00,0.00,14.70,16,3.77,-10.87,0.00,-3.25,0.66,0.00,0.00,88.80
83389,23.66,0.15,3526,0.00,0.00,14.00,16,3.92,-10.83,0.00,-3.25,0.68,0.00,0.00,96.00
83452,23.54,0.17,3421,0.00,0.00,13.98,16,4.06,-10.64,0.00,-2.94,0.72,0.00,0.00,96.00
83516,24.00,0.21,3274,0.00,0.00,14.69,16,4.50,-10.27,0.00,-2.94,0.72,0.00,0.00,96.00
83581,23.89,0.21,3182,0.00,0.00,14.69,16,4.50,-10.15,0.00,-2.63,0.74,0.00,0.00,96.00
83644,23.89,0.21,3176,0.00,0.00,14.69,16,4.50,-10.19,0.00,-2.63,0.76,0.00,0.00,95.60
83709,23.08,0.22,3390,0.00,0.00,14.09,16,4.50,-10.25,0.00,-3.25,0.78,0.00,0.00,95.60
83773,22.28,0.23,3536,0.00,0.00,14.69,16,4.50,-10.17,0.00,-3.25,0.80,0.00,0.00,17.60
83836,17.23,0.24,3467,0.00,0.00,14.69,16,4.64,-10.02,0.00,-3.25,0.80,0.00,0.00,17.60
83901,15.50,0.24,3431,0.00,0.00,14.69,16,4.79,-9.92,0.00,-3.25,0.80,0.00,0.00,16.20
83965,14.47,0.25,3454,0.00,0.00,14.69,16,4.79,-9.86,0.00,-3.25,0.80,0.00,0.00,14.70
84028,14.24,0.25,3461,0.00,0.00,14.69,16,4.93,-9.78,0.00,-3.25,0.80,0.00,0.00,14.70
84093,14.24,0.22,3448,0.00,0.00,14.69,16,4.64,-10.00,0.00,-3.25,0.64,0.00,0.00,14.50
84156,14.01,0.18,3442,0.00,0.00,15.08,16,4.64,-10.67,0.00,-3.25,0.64,0.00,0.00,14.60
84220,14.01,0.14,3369,0.00,0.00,13.95,16,3.92,-10.81,0.00,-2.94,0.64,0.00,0.00,14.60
84284,14.13,0.15,3264,0.00,0.00,14.70,16,3.92,-10.75,0.00,-2.94,0.64,0.00,0.00,14.50
84348,14.81,0.16,3117,0.00,0.00,14.70,16,3.92,-10.69,0.00,-2.63,0.64,0.00,0.00,14.60
84412,16.54,0.17,3001,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.63,0.64,0.00,0.00,14.60
84476,19.87,0.18,2886,0.00,0.00,14.70,16,4.06,-10.67,0.00,-2.63,0.64,0.00,0.00,16.40
84540,23.54,0.19,2765,0.00,0.00,14.70,16,4.06,-10.65,0.00,-2.32,0.64,0.00,0.00,20.80
84604,25.38,0.21,2642,0.00,0.00,14.70,16,4.06,-10.64,0.00,-2.32,0.64,0.00,0.00,20.80
84668,25.38,0.20,2513,0.00,0.00,14.70,16,4.06,-10.62,0.00,-2.01,0.64,0.00,0.00,27.60
84732,25.38,0.20,2389,0.00,0.00,14.70,16,4.06,-10.54,0.00,-2.01,0.68,0.00,0.00,27.60
84797,24.12,0.23,2289,0.00,0.00,14.70,16,4.21,-10.36,0.00,-2.01,0.72,0.00,0.00,36.40
84860,23.54,0.24,2162,0.00,0.00,14.70,16,4.50,-10.11,0.00,-2.01,0.74,0.00,0.00,65.30
84924,24.00,0.24,2087,0.00,0.00,13.94,16,4.64,-10.02,0.00,-2.01,0.82,0.00,0.00,65.30
84988,24.00,0.31,2089,0.00,0.00,13.32,16,4.79,-9.69,0.00,-2.01,0.84,0.00,0.00,90.60
85051,24.00,0.33,2099,0.00,0.00,14.68,16,5.37,-9.26,0.00,-2.01,0.86,0.00,0.00,96.00
85115,23.54,0.33,2187,0.00,0.00,15.10,16,5.66,-8.86,0.00,-2.01,0.86,0.00,0.00,96.00
85179,23.20,0.33,2360,0.00,0.00,14.68,16,5.95,-8.76,0.00,-2.01,0.86,0.00,0.00,75.10
85243,15.50,0.35,2578,0.00,0.00,14.68,16,5.95,-8.62,0.00,-2.01,0.86,0.00,0.00,16.20
85307,14.13,0.40,2556,0.00,0.00,13.96,16,6.09,-8.49,0.00,-2.01,0.86,0.00,0.00,16.20
85371,14.59,0.38,2556,0.00,0.00,14.67,16,6.38,-8.33,0.00,-2.01,0.86,0.00,0.00,15.00
