Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
5387,14.81,0.13,820,0.00,0.00,16,9.88,8.00,5.37,-9.26,3.56,-1.08,0.64
5575,14.81,0.13,833,0.00,0.00,16,9.88,7.00,5.37,-9.36,3.60,-1.08,0.64
5763,14.81,0.13,830,0.00,0.00,16,9.88,7.50,5.37,-9.38,3.58,-1.08,0.64
5966,14.70,0.13,823,0.00,0.00,16,9.88,8.50,5.37,-9.30,3.60,-1.08,0.64
6153,14.81,0.13,836,0.00,0.00,16,9.88,7.50,5.37,-9.36,3.67,-1.08,0.64
6341,14.81,0.14,812,0.00,0.00,16,9.88,10.50,5.37,-9.32,3.73,-1.08,0.64
6529,14.81,0.15,786,0.00,0.00,16,9.88,13.00,5.66,-9.09,3.99,-1.08,0.66
6716,14.81,0.17,810,0.00,0.00,16,9.88,9.50,5.95,-8.74,4.55,-1.08,0.68
6919,14.47,0.18,844,0.00,0.00,16,11.99,11.50,6.38,-8.41,4.86,-1.08,0.68
7113,14.01,0.18,874,0.00,0.00,16,14.10,13.50,6.53,-8.12,5.23,-1.08,0.70
7300,13.90,0.19,904,0.00,0.00,16,17.27,16.50,6.67,-7.99,5.46,-1.08,0.70
7488,13.90,0.20,891,0.00,0.00,16,20.08,20.00,6.82,-7.79,5.81,-1.08,0.72
7675,13.90,0.24,850,0.00,0.00,16,23.59,23.50,7.25,-7.29,6.40,-1.08,0.74
7878,14.36,0.25,872,0.00,0.00,16,26.05,25.00,7.98,-6.67,7.33,-1.08,0.76
8066,14.13,0.26,944,0.00,0.00,16,26.41,26.00,8.56,-6.17,7.98,-1.08,0.78
8253,14.01,0.27,1030,0.00,0.00,16,28.16,27.50,8.85,-5.74,9.17,-1.08,0.80
8441,14.47,0.26,1178,0.00,0.00,16,29.22,28.50,9.14,-5.57,10.48,-1.08,0.82
8644,15.16,0.26,1320,0.00,0.00,16,28.87,28.50,9.00,-5.74,11.29,-1.39,0.84
8832,15.50,0.25,1446,0.00,0.00,16,28.52,28.00,8.56,-6.15,11.61,-1.39,0.84
9024,15.16,0.25,1443,0.00,0.00,16,28.52,28.00,8.42,-6.30,11.99,-1.39,0.84
9216,14.81,0.26,1390,0.00,0.00,16,29.22,28.50,8.56,-6.21,12.15,-1.39,0.84
9404,14.59,0.27,1364,0.00,0.00,16,29.57,29.00,8.71,-6.01,12.48,-1.39,0.86
9595,14.59,0.28,1330,0.00,0.00,16,29.57,29.00,8.85,-5.78,12.37,-1.39,0.86
9782,14.47,0.29,1316,0.00,0.00,16,29.22,28.50,9.00,-5.59,12.64,-1.39,0.86
9985,14.47,0.30,1277,0.00,0.00,16,28.87,28.50,9.29,-5.30,12.64,-1.39,0.86
10177,14.47,0.32,1206,0.00,0.00,16,26.76,26.00,9.72,-4.83,12.70,-1.08,0.86
10365,14.36,0.33,1126,0.00,0.00,16,25.70,24.00,10.45,-4.12,12.79,-1.08,0.86
10552,14.13,0.30,1290,0.00,0.00,16,29.22,28.50,10.45,-4.39,12.75,-1.39,0.88
10740,14.70,0.29,1370,0.00,0.00,16,29.92,29.00,10.01,-4.78,12.96,-1.39,0.88
10943,15.39,0.28,1462,0.00,0.00,16,29.92,29.50,9.58,-5.18,13.84,-1.39,0.88
11130,15.16,0.27,1606,0.00,0.00,16,30.27,29.00,9.29,-5.51,13.90,-1.39,0.88
11318,15.04,0.27,1702,0.00,0.00,16,32.03,31.50,9.00,-5.76,15.11,-1.39,0.90
11505,15.04,0.34,1818,0.00,0.00,16,37.30,36.50,9.72,-5.09,20.32,-0.77,1.00
11693,13.55,0.34,1954,0.00,0.00,16,39.06,38.50,10.30,-4.43,21.27,-0.15,1.02
11896,14.36,0.32,2078,0.00,0.00,16,40.82,40.00,10.30,-4.41,21.89,0.15,1.04
12084,15.04,0.33,2208,0.00,0.00,16,42.23,41.50,10.30,-4.41,23.63,-0.15,1.04
12271,14.93,0.32,2318,0.00,0.00,16,43.98,43.50,10.30,-4.45,25.20,-0.77,1.00
12474,14.59,0.28,2480,0.00,0.00,16,45.04,44.50,9.58,-5.32,23.14,-2.63,0.96
12662,14.81,0.27,2586,0.00,0.00,16,45.04,44.50,8.71,-6.05,23.16,-3.56,0.94
12850,14.01,0.25,2658,0.00,0.00,16,44.34,43.50,8.13,-6.65,22.06,-3.87,0.92
13052,14.47,0.24,2748,0.00,0.00,16,44.34,43.50,7.69,-7.02,22.14,-4.18,0.90
13240,14.59,0.21,2845,0.00,0.00,16,44.34,43.50,7.25,-7.52,21.00,-4.18,0.82
13428,13.67,0.11,2818,0.00,0.00,16,30.62,33.50,4.64,-10.17,8.82,-4.18,0.64
13616,12.40,0.12,2656,0.00,0.00,16,15.51,17.50,3.92,-10.71,10.79,-3.87,0.64
13819,15.27,0.12,2312,0.00,0.00,16,11.99,11.50,4.21,-10.56,9.66,-3.25,0.64
14006,21.25,0.11,1978,0.00,0.00,16,11.99,11.50,4.06,-10.67,10.02,-1.70,0.64
14194,23.43,0.12,1689,0.00,0.00,16,11.99,11.50,3.92,-10.75,6.92,-1.39,0.64
14381,23.31,0.15,1384,0.00,0.00,16,11.29,11.00,4.35,-10.44,6.95,-1.39,0.64
14584,23.31,0.14,1224,0.00,0.00,16,10.59,18.50,4.64,-10.07,6.33,-1.39,0.64
14772,23.43,0.14,1275,0.00,0.00,16,11.99,12.00,4.64,-9.98,5.59,-1.39,0.74
14959,22.85,0.22,1328,0.00,0.00,16,19.73,19.00,5.66,-8.86,8.78,-1.39,0.82
15147,16.77,0.22,1616,0.00,0.00,16,32.73,32.50,7.25,-7.25,12.74,-1.39,0.88
15350,13.32,0.25,1763,0.00,0.00,16,33.09,33.00,7.55,-7.12,13.95,-1.39,0.88
15537,14.93,0.31,1652,0.00,0.00,16,33.44,31.50,8.42,-6.17,15.77,-1.39,0.98
15725,14.59,0.41,1708,0.00,0.00,16,32.73,33.00,10.88,-3.77,22.24,0.46,1.12
18731,14.59,0.22,2559,0.00,0.00,16,43.98,43.00,7.11,-7.62,18.72,-3.25,0.88
18918,14.81,0.23,2552,0.00,0.00,16,43.98,43.50,7.25,-7.41,19.73,-3.56,0.90
19121,14.47,0.25,2572,0.00,0.00,16,44.34,44.00,7.55,-7.08,21.19,-3.56,0.92
19309,14.13,0.25,2614,0.00,0.00,16,44.69,43.50,7.69,-6.96,21.36,-3.56,0.92
19496,14.70,0.25,2649,0.00,0.00,16,44.69,44.00,7.84,-6.88,22.14,-3.87,0.92
19684,14.47,0.25,2669,0.00,0.00,16,44.69,44.00,7.84,-6.88,22.23,-3.87,0.92
19887,14.59,0.24,2692,0.00,0.00,16,44.34,43.50,7.84,-7.02,22.24,-3.87,0.88
20075,14.24,0.17,2705,0.00,0.00,16,41.17,40.00,6.09,-8.95,13.39,-3.87,0.72
20262,12.75,0.12,2700,0.00,0.00,16,37.30,36.50,4.79,-10.17,10.89,-3.87,0.68
20465,13.78,0.14,2639,0.00,0.00,16,31.33,30.00,4.06,-10.60,10.84,-3.87,0.68
20653,15.62,0.12,2653,0.00,0.00,16,23.95,25.00,4.06,-10.58,10.85,-3.87,0.68
20840,20.21,0.12,2610,0.00,0.00,16,14.10,16.00,4.21,-10.54,10.48,-3.56,0.66
21028,23.08,0.12,2608,0.00,0.00,16,11.99,11.50,4.06,-10.69,9.65,-3.56,0.64
21215,23.31,0.11,2546,0.00,0.00,16,11.99,11.50,3.92,-10.79,9.30,-3.56,0.64
21418,23.43,0.11,2479,0.00,0.00,16,11.99,11.50,3.92,-10.77,9.18,-3.25,0.64
21615,23.31,0.11,2460,0.00,0.00,16,11.99,11.50,3.92,-10.79,8.99,-3.25,0.64
21802,23.43,0.12,2426,0.00,0.00,16,11.99,11.50,3.92,-10.77,8.82,-2.94,0.64
21990,23.54,0.11,2378,0.00,0.00,16,11.99,11.50,3.92,-10.75,8.52,-2.94,0.64
22177,23.43,0.12,2351,0.00,0.00,16,11.99,11.50,4.06,-10.60,8.91,-2.94,0.68
22380,23.54,0.12,2303,0.00,0.00,16,15.16,15.00,4.50,-10.29,9.52,-2.63,0.72
22568,23.43,0.12,2258,0.00,0.00,16,20.78,20.50,4.21,-10.46,9.61,-2.63,0.72
22755,21.94,0.12,2278,0.00,0.00,16,25.70,26.00,4.06,-10.62,8.56,-2.63,0.72
22943,14.13,0.10,2236,0.00,0.00,16,28.16,28.00,4.06,-10.71,8.40,-2.63,0.68
23146,13.21,0.09,2246,0.00,0.00,16,19.73,17.50,3.63,-11.16,6.88,-2.32,0.66
23333,14.47,0.08,2218,0.00,0.00,16,11.99,11.50,3.63,-11.08,6.07,-2.01,0.64
23521,16.54,0.08,2156,0.00,0.00,16,11.99,11.50,3.63,-11.10,5.65,-2.01,0.64
23713,21.02,0.09,2110,0.00,0.00,16,11.99,11.50,3.48,-11.18,5.58,-2.01,0.64
23900,22.97,0.08,2070,0.00,0.00,16,11.99,11.50,3.48,-11.23,5.40,-2.01,0.64
24091,23.31,0.08,2034,0.00,0.00,16,11.99,11.50,3.48,-11.22,5.36,-1.70,0.64
24294,23.20,0.08,2008,0.00,0.00,16,11.99,11.50,3.48,-11.22,2.77,-1.70,0.64
24485,23.54,0.08,1992,0.00,0.00,16,11.99,11.50,3.48,-11.18,5.43,-1.39,0.64
24672,23.43,0.09,1946,0.00,0.00,16,11.99,11.50,3.63,-11.06,5.65,-1.39,0.68
24860,23.43,0.11,1905,0.00,0.00,16,12.70,12.00,3.92,-10.79,6.70,-1.39,0.70
25047,23.54,0.11,1906,0.00,0.00,16,17.27,17.00,4.06,-10.73,6.48,-1.39,0.72
25250,23.54,0.14,1863,0.00,0.00,16,23.95,24.50,3.92,-10.67,7.70,-1.39,0.78
25438,22.85,0.15,1905,0.00,0.00,16,32.73,32.00,4.64,-9.92,9.18,-1.39,0.80
25626,14.59,0.16,1876,0.00,0.00,16,33.09,32.50,5.22,-9.46,9.79,-1.39,0.80
25813,13.21,0.15,1868,0.00,0.00,16,33.09,32.50,5.51,-9.20,9.79,-1.39,0.80
26001,14.24,0.16,1868,0.00,0.00,16,33.09,33.00,5.66,-9.11,9.79,-1.39,0.80
26219,15.16,0.15,1868,0.00,0.00,16,32.73,32.50,5.37,-9.38,9.04,-1.39,0.78
26407,15.27,0.12,1877,0.00,0.00,16,31.68,31.50,4.93,-9.80,7.98,-1.39,0.76
26610,14.70,0.12,1867,0.00,0.00,16,31.68,31.00,4.64,-10.07,7.54,-1.39,0.76
26797,14.59,0.12,1873,0.00,0.00,16,31.33,31.00,4.50,-10.17,7.46,-1.39,0.76
26985,14.81,0.11,1869,0.00,0.00,16,30.98,31.00,4.50,-10.23,7.41,-1.39,0.76
27172,15.04,0.12,1862,0.00,0.00,16,30.98,30.50,4.50,-10.27,7.32,-1.39,0.76
27375,15.16,0.12,1838,0.00,0.00,16,30.98,30.50,4.50,-10.27,7.50,-1.39,0.76
27563,14.93,0.13,1843,0.00,0.00,16,31.33,31.00,4.64,-10.13,5.30,-1.39,0.78
27751,14.47,0.20,1857,0.00,0.00,16,34.14,34.00,5.37,-9.40,9.75,-1.39,0.86
27939,13.44,0.22,1868,0.00,0.00,16,35.55,35.50,6.96,-7.79,14.15,-1.39,0.90
28126,12.86,0.24,1891,0.00,0.00,16,36.60,36.50,7.55,-6.98,15.19,-1.39,0.90
28317,14.70,0.24,1918,0.00,0.00,16,36.60,36.50,7.98,-6.67,15.63,-1.39,0.92
28520,15.16,0.25,1945,0.00,0.00,16,37.66,38.00,8.13,-6.57,16.07,-1.39,0.92
28708,15.27,0.25,1972,0.00,0.00,16,38.36,38.00,8.13,-6.57,15.85,-1.39,0.92
28896,14.81,0.24,2005,0.00,0.00,16,39.06,39.00,8.13,-6.50,16.36,-1.70,0.92
29099,14.70,0.24,2024,0.00,0.00,16,39.41,39.00,8.13,-6.52,16.36,-1.70,0.92
29286,15.04,0.24,2054,0.00,0.00,16,39.77,39.00,8.13,-6.59,16.14,-1.70,0.92
29474,15.04,0.24,2088,0.00,0.00,16,40.47,40.00,8.13,-6.61,16.96,-1.70,0.92
29661,14.36,0.23,2118,0.00,0.00,16,40.47,40.00,8.13,-6.59,16.89,-2.01,0.92
29864,14.70,0.24,2150,0.00,0.00,16,40.82,41.00,8.13,-6.57,17.55,-2.01,0.92
30052,14.70,0.23,2188,0.00,0.00,16,41.52,41.50,8.13,-6.57,17.71,-2.01,0.94
30240,14.59,0.29,2217,0.00,0.00,16,42.93,42.50,8.71,-6.09,18.28,-1.70,0.98
30427,14.13,0.33,2273,0.00,0.00,16,42.58,42.50,9.87,-4.89,23.54,-0.77,1.04
30630,13.90,0.34,2314,0.00,0.00,16,43.28,43.00,10.30,-4.31,25.98,-0.15,1.06
30821,14.81,0.35,2384,0.00,0.00,16,43.28,43.00,10.74,-3.87,27.79,-0.15,1.06
31009,14.70,0.35,2404,0.00,0.00,16,43.28,43.00,11.03,-3.73,28.41,0.15,1.06
31196,14.81,0.34,2468,0.00,0.00,16,43.63,43.50,10.88,-3.93,28.31,-0.46,1.04
31384,14.70,0.33,2516,0.00,0.00,16,43.63,43.00,10.45,-4.33,28.73,-1.70,1.00
31587,14.36,0.29,2584,0.00,0.00,16,44.69,44.00,9.43,-5.28,24.90,-2.94,0.96
31774,14.70,0.27,2623,0.00,0.00,16,44.69,44.50,8.85,-5.86,24.41,-3.56,0.94
31962,14.81,0.25,2680,0.00,0.00,16,44.69,44.50,8.42,-6.28,23.14,-3.87,0.92
32149,14.93,0.23,2711,0.00,0.00,16,44.34,44.00,7.55,-7.14,20.50,-3.87,0.88
32352,13.78,0.20,2714,0.00,0.00,16,43.98,43.50,6.96,-7.73,18.18,-4.18,0.84
32540,14.59,0.19,2732,0.00,0.00,16,42.93,42.50,6.53,-8.22,16.67,-4.18,0.82
32728,14.70,0.18,2734,0.00,0.00,16,42.23,42.00,5.95,-8.64,16.29,-4.18,0.82
32915,14.47,0.16,2740,0.00,0.00,16,40.82,40.50,5.66,-8.99,15.25,-4.18,0.78
33103,14.47,0.14,2741,0.00,0.00,16,39.06,39.00,5.37,-9.53,13.32,-4.18,0.74
33306,14.59,0.13,2739,0.00,0.00,16,38.01,37.50,4.79,-9.98,11.93,-4.18,0.72
33493,14.81,0.12,2717,0.00,0.00,16,36.95,36.50,4.50,-10.27,10.85,-4.18,0.70
33681,14.81,0.12,2734,0.00,0.00,16,36.25,36.50,4.21,-10.54,10.64,-4.18,0.68
33869,14.59,0.12,2684,0.00,0.00,16,28.87,29.50,4.06,-10.65,10.54,-4.18,0.68
34072,16.65,0.11,2678,0.00,0.00,16,17.62,19.00,4.06,-10.62,9.56,-3.87,0.66
34260,21.59,0.11,2649,0.00,0.00,16,11.99,11.50,4.06,-10.58,10.33,-3.87,0.66
34447,22.97,0.10,2598,0.00,0.00,16,11.99,11.50,3.92,-10.71,9.48,-3.56,0.64
34635,23.43,0.11,2574,0.00,0.00,16,11.99,11.50,3.92,-10.81,9.17,-3.56,0.64
34838,23.54,0.11,2521,0.00,0.00,16,11.99,11.50,3.92,-10.85,9.18,-3.56,0.64
35025,23.43,0.13,2494,0.00,0.00,16,13.75,13.50,4.35,-10.42,10.43,-3.25,0.70
35213,23.20,0.14,2475,0.00,0.00,16,20.08,20.00,4.35,-10.40,11.39,-3.25,0.72
35401,18.38,0.14,2485,0.00,0.00,16,26.05,26.00,4.35,-10.33,11.50,-3.25,0.72
35593,12.98,0.13,2454,0.00,0.00,16,32.03,32.00,4.50,-10.23,11.09,-3.25,0.72
35780,12.86,0.10,2427,0.00,0.00,16,25.00,22.00,4.06,-10.77,8.35,-3.25,0.64
35972,13.90,0.11,2422,0.00,0.00,16,11.99,11.50,3.63,-10.96,8.27,-2.94,0.64
36175,17.34,0.11,2401,0.00,0.00,16,11.99,11.50,3.92,-10.81,8.22,-2.94,0.64
36363,22.97,0.10,2349,0.00,0.00,16,11.99,11.50,3.92,-10.79,7.62,-2.63,0.66
36550,23.31,0.11,2304,0.00,0.00,16,11.99,11.50,4.06,-10.69,7.98,-2.63,0.66
36741,23.20,0.10,2280,0.00,0.00,16,11.99,11.50,4.06,-10.69,7.41,-2.63,0.66
36928,23.20,0.10,2228,0.00,0.00,16,11.99,11.50,3.92,-10.77,7.24,-2.32,0.66
37131,23.31,0.09,2196,0.00,0.00,16,11.99,11.50,3.92,-10.85,6.62,-2.32,0.66
37319,23.43,0.09,2158,0.00,0.00,16,11.99,11.50,3.77,-10.89,6.59,-2.01,0.66
37507,23.54,0.09,2126,0.00,0.00,16,11.99,11.50,3.77,-10.94,6.15,-2.01,0.66
37695,23.43,0.08,2072,0.00,0.00,16,11.99,11.50,3.63,-11.02,5.94,-1.70,0.66
37898,23.20,0.09,2046,0.00,0.00,16,11.99,11.50,3.63,-10.98,5.91,-1.70,0.68
38085,23.43,0.10,2036,0.00,0.00,16,12.34,12.50,3.92,-10.73,6.59,-1.70,0.70
38273,23.43,0.10,1997,0.00,0.00,16,16.91,17.00,4.06,-10.73,6.44,-1.39,0.70
38462,23.43,0.10,1970,0.00,0.00,16,21.48,20.50,3.63,-11.08,6.40,-1.39,0.70
38649,23.08,0.10,1938,0.00,0.00,16,25.70,25.00,3.48,-11.16,6.55,-1.39,0.70
38852,17.11,0.10,1926,0.00,0.00,16,30.27,29.50,3.63,-11.10,6.62,-1.39,0.70
39040,13.09,0.10,1919,0.00,0.00,16,31.33,31.50,3.63,-11.04,6.62,-1.39,0.68
39227,12.29,0.09,1865,0.00,0.00,16,20.78,22.00,3.19,-11.47,5.27,-1.39,0.64
39415,12.29,0.10,1628,0.00,0.00,16,11.99,11.50,3.19,-11.49,5.36,-1.39,0.64
39602,13.32,0.12,1300,0.00,0.00,16,10.94,19.00,3.63,-11.06,7.66,-1.39,0.64
39795,13.55,0.12,1170,0.00,0.00,16,10.59,18.50,3.92,-10.71,5.04,-1.08,0.64
39998,14.93,0.13,1092,0.00,0.00,16,10.23,18.00,4.06,-10.62,4.64,-1.08,0.64
40185,17.00,0.12,1043,0.00,0.00,16,9.88,17.50,4.06,-10.52,4.37,-1.08,0.64
40377,16.08,0.12,1008,0.00,0.00,16,9.88,17.50,4.21,-10.46,4.07,-1.08,0.64
40565,14.13,0.12,990,0.00,0.00,16,9.88,17.50,4.35,-10.31,3.91,-1.08,0.64
40768,12.29,0.12,931,0.00,0.00,16,9.88,17.50,4.50,-10.17,3.62,-1.08,0.64
40956,11.83,0.12,899,0.00,0.00,16,9.88,17.50,4.64,-10.06,3.60,-1.08,0.64
41143,11.94,0.12,882,0.00,0.00,16,9.88,17.50,4.79,-9.96,3.55,-1.08,0.64
41330,12.17,0.14,878,0.00,0.00,16,9.88,17.50,4.79,-9.84,3.40,-1.08,0.68
41533,12.63,0.25,863,0.00,0.00,16,13.40,13.00,6.38,-8.30,7.34,-1.08,0.78
41722,14.01,0.28,1171,0.00,0.00,16,25.70,25.50,8.27,-6.44,10.74,-1.08,0.88
41909,13.21,0.26,1698,0.00,0.00,16,32.03,31.50,8.85,-5.78,14.60,-1.39,0.90
42097,15.73,0.25,1845,0.00,0.00,16,35.55,35.50,8.42,-6.32,15.26,-1.39,0.90
42284,16.19,0.26,1864,0.00,0.00,16,35.90,35.50,8.27,-6.46,15.55,-1.39,0.92
42476,15.27,0.28,1758,0.00,0.00,16,33.79,33.50,8.27,-6.27,16.23,-1.39,0.92
42679,14.70,0.31,1594,0.00,0.00,16,32.38,32.00,8.85,-5.67,16.23,-1.39,0.92
42867,14.13,0.30,1611,0.00,0.00,16,32.03,32.00,9.58,-5.10,16.29,-1.39,0.94
43054,14.24,0.30,1646,0.00,0.00,16,33.09,33.00,9.72,-5.03,16.58,-1.39,0.94
43242,15.04,0.29,1706,0.00,0.00,16,33.79,33.00,9.58,-5.16,16.74,-1.39,0.94
43445,14.93,0.30,1729,0.00,0.00,16,34.49,34.00,9.43,-5.26,17.11,-1.39,0.94
43633,14.81,0.27,1781,0.00,0.00,16,35.20,34.50,9.29,-5.96,16.89,-1.39,0.78
43820,14.36,0.12,1908,0.00,0.00,16,24.65,26.00,4.93,-9.71,4.15,-1.39,0.64
44008,13.09,0.09,1811,0.00,0.00,16,11.99,11.50,3.92,-10.81,5.68,-1.39,0.64
44195,14.13,0.14,1494,0.00,0.00,16,11.64,11.50,3.92,-10.79,6.66,-1.39,0.64
44397,15.04,0.14,1197,0.00,0.00,16,10.59,18.50,4.06,-10.60,6.29,-1.39,0.64
44585,17.23,0.14,1226,0.00,0.00,16,10.59,17.00,4.06,-10.58,5.46,-1.39,0.64
44772,21.25,0.14,1155,0.00,0.00,16,10.23,18.00,4.06,-10.62,5.30,-1.08,0.64
44961,18.38,0.14,1074,0.00,0.00,16,9.88,17.50,4.21,-10.52,5.08,-1.08,0.64
45153,14.36,0.14,1044,0.00,0.00,16,9.88,17.50,4.35,-10.38,4.85,-1.08,0.64
45341,11.83,0.13,1018,0.00,0.00,16,9.88,17.50,4.35,-10.33,4.40,-1.08,0.64
45528,11.25,0.12,1024,0.00,0.00,16,9.88,17.50,4.35,-10.35,4.24,-1.08,0.64
45732,11.14,0.12,1019,0.00,0.00,16,9.88,17.50,4.35,-10.36,4.15,-1.08,0.64
45919,11.25,0.12,1004,0.00,0.00,16,9.88,17.50,4.35,-10.33,4.13,-1.08,0.64
46107,11.48,0.13,981,0.00,0.00,16,9.88,17.50,4.50,-10.21,4.21,-1.08,0.66
46294,12.06,0.14,966,0.00,0.00,16,9.88,17.50,4.79,-9.90,4.29,-1.08,0.68
46500,12.52,0.17,983,0.00,0.00,16,10.94,10.50,5.37,-9.32,2.77,-1.08,0.70
46688,13.21,0.15,1056,0.00,0.00,16,13.40,13.00,5.80,-8.97,5.49,-1.08,0.70
46875,14.01,0.17,1071,0.00,0.00,16,15.86,16.50,5.95,-8.84,5.68,-1.08,0.72
47063,14.47,0.13,1152,0.00,0.00,16,11.99,3.50,5.51,-9.38,3.81,-1.08,0.64
47250,15.27,0.11,1024,0.00,0.00,16,9.88,14.00,4.64,-10.04,3.55,-1.08,0.64
47453,15.96,0.11,956,0.00,0.00,16,9.88,17.50,4.64,-10.04,3.78,-1.08,0.64
47641,15.96,0.13,888,0.00,0.00,16,9.88,17.50,4.93,-9.65,3.88,-1.08,0.64
47829,15.73,0.11,886,0.00,0.00,16,9.88,17.50,5.08,-9.63,3.58,-1.08,0.64
48023,15.62,0.14,842,0.00,0.00,16,9.88,17.50,5.08,-9.61,3.55,-1.08,0.64
48210,15.62,0.15,753,0.00,0.00,16,9.88,17.50,5.51,-9.24,3.88,-1.08,0.64
48398,15.96,0.14,825,0.00,0.00,16,9.88,12.50,5.66,-9.01,3.78,-1.08,0.64
48588,15.62,0.14,824,0.00,0.00,16,9.88,12.00,5.66,-9.11,3.70,-1.08,0.64
48791,15.50,0.14,809,0.00,0.00,16,9.88,13.00,5.66,-9.11,3.75,-1.08,0.64
48979,15.39,0.14,810,0.00,0.00,16,9.88,12.50,5.66,-9.07,3.78,-1.08,0.64
49167,15.39,0.14,814,0.00,0.00,16,9.88,11.50,5.66,-9.05,3.75,-1.08,0.64
49354,15.50,0.14,815,0.00,0.00,16,9.88,11.00,5.66,-9.03,3.80,-1.08,0.64
49546,15.62,0.14,811,0.00,0.00,16,9.88,10.50,5.66,-9.01,3.75,-1.08,0.64
49734,15.73,0.14,819,0.00,0.00,16,9.88,11.00,5.66,-9.01,3.78,-1.08,0.64
49921,15.85,0.14,815,0.00,0.00,16,9.88,10.50,5.66,-8.99,3.86,-1.08,0.64
50124,15.62,0.16,826,0.00,0.00,16,9.88,9.50,5.66,-8.91,4.07,-1.08,0.68
50312,15.62,0.19,861,0.00,0.00,16,11.64,11.00,6.38,-8.31,5.46,-1.08,0.70
50499,15.27,0.16,1067,0.00,0.00,16,14.45,13.50,6.53,-8.12,5.85,-1.08,0.74
50687,14.36,0.22,1144,0.00,0.00,16,20.08,20.00,6.82,-7.81,8.36,-1.08,0.78
50877,14.70,0.26,1154,0.00,0.00,16,27.11,25.50,7.69,-7.21,9.71,-1.08,0.82
