Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
87,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
174,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
261,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
348,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
434,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
521,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
608,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
695,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
782,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
869,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
957,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1042,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1130,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1216,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1304,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1391,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1477,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1564,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1651,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1738,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1825,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1912,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
1999,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
2085,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
2172,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
2259,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
2346,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,96.00
