Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
1524302,13.78,0.22,2361,0.00,0.00,16,42.93,42.50,7.69,17.94,-2.63,0.88,13.76,0.00,7.06
1524505,14.13,0.23,2358,0.00,0.00,16,43.63,43.00,7.69,18.16,-2.94,0.88,13.84,0.00,7.06
1524692,13.78,0.23,2341,0.00,0.00,16,43.28,43.00,7.55,18.10,-2.63,0.88,13.76,0.00,7.06
1524898,13.78,0.23,2366,0.00,0.00,16,43.28,43.50,7.55,18.17,-2.63,0.86,13.84,0.00,6.67
1525104,14.01,0.23,2346,0.00,0.00,16,43.28,42.50,7.40,17.47,-2.94,0.86,13.76,0.00,6.67
1525301,14.01,0.22,2349,0.00,0.00,16,42.58,42.50,7.40,17.17,-2.94,0.86,13.84,0.00,6.67
1525502,14.01,0.23,2362,0.00,0.00,16,43.28,43.00,7.40,17.85,-2.63,0.86,13.84,0.00,6.67
1525696,14.01,0.24,2364,0.00,0.00,16,43.63,43.50,7.55,18.72,-2.63,0.88,13.92,0.00,7.45
1525899,13.67,0.21,2346,0.00,0.00,16,42.58,42.50,7.84,17.71,-2.94,0.90,13.92,0.00,7.45
1526104,14.70,0.25,2333,0.00,0.00,16,44.34,44.00,7.98,19.50,-2.94,0.90,13.84,0.00,7.84
1526304,14.13,0.25,2365,0.00,0.00,16,43.98,44.50,8.13,20.14,-2.94,0.90,13.84,0.00,7.45
1526492,14.13,0.25,2350,0.00,0.00,16,43.98,43.50,7.98,19.11,-2.63,0.88,13.84,0.00,7.45
1526695,14.24,0.22,2350,0.00,0.00,16,43.28,43.50,7.84,18.32,-2.63,0.88,13.84,0.00,7.06
1526898,14.13,0.22,2365,0.00,0.00,16,42.93,43.00,7.55,17.17,-2.94,0.86,13.84,0.00,6.67
1527105,14.36,0.21,2355,0.00,0.00,16,42.58,42.50,7.25,16.79,-2.94,0.86,13.84,0.00,6.27
1527306,14.13,0.20,2358,0.00,0.00,16,42.23,42.00,7.11,15.98,-2.94,0.84,13.84,0.00,5.88
1527507,14.24,0.21,2360,0.00,0.00,16,42.58,42.50,7.11,16.88,-2.63,0.86,13.76,0.00,6.67
1527696,13.78,0.25,2356,0.00,0.00,16,44.69,43.00,7.69,19.81,-2.94,0.92,13.84,0.00,8.24
1527899,13.44,0.30,2343,0.00,0.00,16,44.34,44.50,8.85,23.05,-2.94,0.96,13.84,0.00,9.80
1528102,13.55,0.31,2366,0.00,0.00,16,43.63,44.00,9.58,24.71,-1.70,1.00,13.84,0.00,10.59
1528289,13.32,0.34,2372,0.00,0.00,16,43.28,43.00,10.16,27.05,-1.08,1.02,13.84,0.00,11.37
1528493,13.67,0.35,2361,0.00,0.00,16,43.28,42.50,10.59,27.90,-0.77,1.04,13.84,0.00,11.76
1528696,13.90,0.36,2370,0.00,0.00,16,42.23,42.50,10.88,28.33,-0.77,1.04,13.84,0.00,12.16
1528902,13.55,0.37,2388,0.00,0.00,16,41.52,41.50,11.03,29.83,-0.77,1.04,13.84,0.00,11.76
1529103,13.67,0.35,2391,0.00,0.00,16,43.63,42.50,11.03,27.90,-0.77,1.02,13.84,0.00,11.37
1529294,14.24,0.37,2398,0.00,0.00,16,42.23,41.50,11.03,29.07,-1.39,1.02,13.84,0.00,11.37
1529497,13.78,0.35,2385,0.00,0.00,16,42.93,41.50,11.03,29.50,-1.39,1.02,13.84,0.00,11.37
1529700,14.01,0.34,2388,0.00,0.00,16,43.98,42.50,10.88,27.58,-1.39,1.02,13.84,0.00,10.98
1529903,14.24,0.34,2396,0.00,0.00,16,43.63,43.50,10.59,27.37,-2.01,1.00,13.92,0.00,10.20
1530100,14.01,0.33,2410,0.00,0.00,16,43.98,43.50,10.30,26.73,-2.32,0.96,13.84,0.00,9.80
1530298,14.13,0.29,2428,0.00,0.00,16,44.69,43.50,9.87,25.11,-2.94,0.94,13.84,0.00,9.41
1530502,14.36,0.29,2416,0.00,0.00,16,45.39,45.00,9.29,22.41,-2.94,0.92,13.84,0.00,8.24
1530686,14.47,0.28,2420,0.00,0.00,16,45.39,45.00,9.00,22.33,-2.94,0.92,13.92,0.00,8.24
1530889,14.47,0.27,2420,0.00,0.00,16,45.39,45.00,8.71,22.06,-2.94,0.92,13.84,0.00,8.24
1531098,14.47,0.26,2401,0.00,0.00,16,45.39,44.50,8.56,21.27,-2.94,0.92,13.76,0.00,8.24
1531286,14.70,0.26,2421,0.00,0.00,16,45.04,44.50,8.56,21.27,-2.94,0.92,13.92,0.00,8.24
1531489,14.47,0.26,2414,0.00,0.00,16,45.04,45.00,8.42,20.40,-2.94,0.92,13.84,0.00,8.24
1531692,14.70,0.27,2408,0.00,0.00,16,45.74,45.00,8.42,21.98,-2.94,0.90,13.84,0.00,8.24
1531895,13.90,0.26,2429,0.00,0.00,16,45.04,45.00,8.42,21.10,-2.94,0.90,13.84,0.00,7.84
1532098,13.90,0.26,2428,0.00,0.00,16,45.39,44.00,8.42,20.91,-2.94,0.90,13.84,0.00,7.84
1532294,14.13,0.26,2429,0.00,0.00,16,45.04,44.50,8.27,20.66,-2.94,0.90,13.92,0.00,7.84
1532495,14.36,0.26,2433,0.00,0.00,16,45.39,45.00,8.27,21.27,-2.94,0.90,13.84,0.00,7.84
1532697,14.36,0.27,2433,0.00,0.00,16,45.39,45.00,8.27,21.18,-2.94,0.90,13.92,0.00,7.84
1532884,14.13,0.25,2431,0.00,0.00,16,45.04,44.00,8.27,20.06,-2.94,0.90,13.92,0.00,7.84
1533087,14.13,0.24,2436,0.00,0.00,16,44.69,44.00,8.27,20.14,-2.94,0.90,13.92,0.00,7.84
1533291,14.47,0.26,2431,0.00,0.00,16,45.04,44.50,8.27,20.48,-2.94,0.90,13.84,0.00,7.84
1533494,14.36,0.25,2426,0.00,0.00,16,44.69,44.50,8.27,20.15,-2.94,0.90,13.84,0.00,7.84
1533697,14.36,0.26,2432,0.00,0.00,16,45.39,44.50,8.27,20.92,-2.94,0.90,13.84,0.00,7.84
1533884,14.36,0.26,2422,0.00,0.00,16,45.04,44.50,8.27,20.48,-2.94,0.90,13.84,0.00,7.84
1534091,14.36,0.25,2417,0.00,0.00,16,44.69,44.50,8.13,20.48,-2.94,0.90,13.84,0.00,7.84
1534293,14.36,0.24,2426,0.00,0.00,16,44.34,44.00,7.98,19.99,-2.94,0.90,13.84,0.00,7.45
1534480,14.13,0.22,2419,0.00,0.00,16,43.63,43.00,7.69,18.17,-2.94,0.86,13.76,0.00,6.67
1534684,14.70,0.20,2418,0.00,0.00,16,42.58,42.50,7.11,16.80,-2.94,0.82,13.92,0.00,5.49
1534887,14.36,0.18,2406,0.00,0.00,16,28.16,28.00,6.53,13.39,-2.94,0.80,13.84,0.00,4.71
1535088,14.36,0.16,2418,0.00,0.00,16,15.16,18.50,6.09,10.98,-2.94,0.78,13.84,0.00,3.92
1535290,14.70,0.14,2414,0.00,0.00,16,8.48,7.00,5.37,10.88,-2.94,0.74,13.84,0.00,2.75
1535485,14.24,0.11,2405,0.00,0.00,16,-9.10,-4.50,4.93,8.44,-2.94,0.74,13.84,0.00,2.75
1535684,15.39,0.11,2383,0.00,0.00,16,-7.34,-10.50,4.93,8.86,-2.94,0.72,13.92,0.00,2.35
1535888,16.88,0.12,2374,0.00,0.00,16,-2.77,-6.00,4.79,9.88,-2.94,0.72,13.92,0.00,1.96
1536085,14.70,0.09,2371,0.00,0.00,16,-6.99,-6.50,4.06,6.84,-2.94,0.64,13.92,0.00,0.00
1536283,15.62,0.10,2368,0.00,0.00,16,-2.07,-5.00,3.92,8.18,-2.63,0.64,13.92,0.00,0.00
1536482,22.28,0.10,2345,0.00,0.00,16,0.39,0.50,3.92,7.54,-2.63,0.64,13.92,0.00,0.00
1536701,25.61,0.08,2328,0.00,0.00,16,8.48,5.50,3.77,5.78,-2.63,0.64,13.92,0.00,0.00
1536904,23.89,0.09,2336,0.00,0.00,16,6.72,6.00,3.77,7.54,-2.63,0.64,13.92,0.00,0.00
1537100,23.66,0.07,2317,0.00,0.00,16,9.18,11.00,3.77,5.85,-2.63,0.64,13.92,0.00,0.00
1537302,23.89,0.07,2314,0.00,0.00,16,15.16,11.50,3.77,6.07,-2.63,0.64,13.92,0.00,0.00
1537502,23.77,0.07,2295,0.00,0.00,16,13.40,15.50,3.63,5.55,-2.63,0.64,13.92,0.00,0.00
1537705,23.66,0.08,2299,0.00,0.00,16,15.51,15.50,3.63,5.84,-2.63,0.64,13.84,0.00,0.00
1537893,23.66,0.06,2278,0.00,0.00,16,15.51,15.50,3.63,5.04,-2.63,0.64,13.92,0.00,0.00
1538095,23.66,0.07,2278,0.00,0.00,16,15.51,15.50,3.63,5.65,-2.32,0.64,13.92,0.00,0.00
1538295,23.66,0.06,2265,0.00,0.00,16,15.51,15.50,3.63,4.88,-2.32,0.64,13.84,0.00,0.00
1538490,23.77,0.09,2266,0.00,0.00,16,4.96,15.50,3.77,6.84,-2.32,0.70,13.84,0.00,1.57
1538693,23.66,0.13,2257,0.00,0.00,16,15.16,9.50,4.35,9.66,-2.32,0.78,13.92,0.00,3.92
1538881,16.88,0.15,2252,0.00,0.00,16,19.73,19.00,5.08,11.60,-2.32,0.80,13.84,0.00,4.71
1539094,13.32,0.17,2238,0.00,0.00,16,30.98,22.50,5.66,13.01,-2.32,0.82,13.92,0.00,5.49
1539293,13.78,0.18,2254,0.00,0.00,16,30.62,30.50,6.09,13.07,-2.32,0.84,13.92,0.00,5.88
1539494,14.24,0.19,2230,0.00,0.00,16,37.30,34.00,6.38,14.46,-2.32,0.86,13.92,0.00,6.27
1539690,14.36,0.19,2234,0.00,0.00,16,37.30,36.50,6.67,14.20,-2.32,0.86,13.84,0.00,6.27
1539882,14.47,0.18,2246,0.00,0.00,16,33.44,37.50,6.82,13.56,-2.32,0.86,13.92,0.00,6.27
1540075,14.81,0.19,2232,0.00,0.00,16,38.01,34.00,6.82,14.40,-2.32,0.86,13.92,0.00,6.67
1540278,14.93,0.20,2258,0.00,0.00,16,40.82,40.00,6.96,15.04,-2.32,0.86,13.84,0.00,6.67
1540481,14.81,0.21,2255,0.00,0.00,16,40.82,40.50,7.11,15.25,-2.32,0.86,13.84,0.00,6.67
1540684,14.47,0.21,2244,0.00,0.00,16,41.17,40.50,7.11,15.91,-2.32,0.88,13.92,0.00,6.67
1540887,14.13,0.21,2263,0.00,0.00,16,41.17,40.50,7.25,15.61,-2.32,0.88,13.76,0.00,7.06
1541086,14.59,0.17,2252,0.00,0.00,16,26.76,31.50,6.38,10.94,-2.32,0.66,13.84,0.00,0.39
1541284,14.70,0.08,2274,0.00,0.00,16,6.37,3.50,3.92,4.78,-2.32,0.64,13.76,0.00,0.00
1541486,14.70,0.07,2235,0.00,0.00,16,15.51,15.00,3.48,5.29,-2.32,0.64,13.92,0.00,0.00
1541687,18.60,0.09,2240,0.00,0.00,16,15.16,15.50,3.48,5.92,-2.32,0.64,13.84,0.00,0.00
1541874,24.69,0.09,2225,0.00,0.00,16,15.16,15.00,3.48,6.33,-2.32,0.64,13.92,0.00,0.00
1542081,24.58,0.06,2223,0.00,0.00,16,15.16,15.00,3.48,4.82,-2.32,0.64,13.84,0.00,0.00
1542282,23.89,0.08,2212,0.00,0.00,16,15.16,15.00,3.48,5.91,-2.32,0.64,13.92,0.00,0.00
1542482,24.00,0.06,2194,0.00,0.00,16,15.16,15.00,3.48,4.50,-2.32,0.64,13.92,0.00,0.00
1542680,23.77,0.07,2184,0.00,0.00,16,15.16,15.00,3.48,5.01,-2.32,0.64,13.92,0.00,0.00
1542878,23.89,0.06,2187,0.00,0.00,16,15.16,15.00,3.48,4.25,-2.32,0.64,13.92,0.00,0.00
1543077,23.66,0.08,2184,0.00,0.00,16,14.80,15.00,3.48,5.14,-2.32,0.64,13.92,0.00,0.00
1543280,23.54,0.06,2178,0.00,0.00,16,14.80,14.50,3.34,4.88,-2.01,0.64,13.92,0.00,0.00
1543475,23.54,0.07,2172,0.00,0.00,16,14.80,14.50,3.34,4.42,-2.01,0.64,13.92,0.00,0.00
1543674,23.43,0.05,2150,0.00,0.00,16,14.80,14.50,3.34,3.77,-2.01,0.64,13.92,0.00,0.00
1543862,23.89,0.05,2144,0.00,0.00,16,14.80,14.50,3.34,4.11,-2.01,0.64,13.92,0.00,0.00
1544072,23.89,0.05,2135,0.00,0.00,16,14.80,14.50,3.34,3.87,-2.01,0.64,13.92,0.00,0.00
1544275,23.77,0.05,2131,0.00,0.00,16,14.80,14.50,3.34,4.11,-2.01,0.64,13.92,0.00,0.00
1544475,23.77,0.06,2124,0.00,0.00,16,14.80,14.50,3.34,4.36,-2.01,0.64,13.84,0.00,0.00
1544674,23.77,0.05,2113,0.00,0.00,16,14.45,14.50,3.34,3.77,-2.01,0.64,13.92,0.00,0.00
1544862,23.77,0.07,2107,0.00,0.00,16,14.45,14.00,3.34,4.79,-2.01,0.64,13.84,0.00,0.00
1545071,24.00,0.06,2100,0.00,0.00,16,14.45,14.00,3.48,4.39,-2.01,0.66,13.92,0.00,0.39
1545273,24.00,0.09,2086,0.00,0.00,16,15.16,14.00,3.92,6.11,-2.01,0.72,13.84,0.00,1.96
1545462,23.54,0.11,2097,0.00,0.00,16,18.67,16.50,4.50,7.57,-2.01,0.78,13.92,0.00,3.92
1545665,23.43,0.15,2101,0.00,0.00,16,30.27,27.50,5.37,10.23,-2.01,0.84,13.84,0.00,5.88
1545868,16.65,0.18,2116,0.00,0.00,16,34.84,33.50,6.24,12.46,-1.70,0.86,13.92,0.00,6.67
1546068,14.59,0.21,2086,0.00,0.00,16,38.71,38.00,6.82,14.20,-2.01,0.90,13.92,0.00,7.45
1546269,14.70,0.22,2100,0.00,0.00,16,39.41,39.00,7.40,15.04,-2.01,0.90,13.84,0.00,7.45
1546465,14.81,0.22,2087,0.00,0.00,16,39.41,39.00,7.55,15.46,-2.01,0.90,13.92,0.00,7.45
1546669,14.59,0.22,2087,0.00,0.00,16,39.77,39.00,7.55,15.31,-2.01,0.90,13.92,0.00,7.84
1546862,14.36,0.21,2110,0.00,0.00,16,39.06,39.00,7.69,15.83,-2.01,0.90,13.84,0.00,7.45
1547068,14.47,0.23,2102,0.00,0.00,16,39.77,39.00,7.69,15.75,-2.01,0.90,13.84,0.00,7.84
1547269,14.59,0.22,2117,0.00,0.00,16,39.41,39.00,7.69,14.97,-2.01,0.90,13.84,0.00,7.45
1547468,14.70,0.21,2110,0.00,0.00,16,39.41,39.00,7.69,15.31,-2.01,0.90,13.76,0.00,7.45
1547653,14.81,0.22,2118,0.00,0.00,16,39.77,39.00,7.69,15.53,-2.01,0.90,13.76,0.00,7.45
1547857,14.70,0.21,2107,0.00,0.00,16,39.41,39.00,7.55,13.75,-2.01,0.84,13.84,0.00,6.27
1548070,13.90,0.14,2111,0.00,0.00,16,26.41,32.00,6.24,4.82,-2.01,0.64,13.76,0.00,0.00
1548273,12.52,0.07,2115,0.00,0.00,16,15.51,17.00,3.92,5.46,-1.70,0.64,13.92,0.00,0.00
1548457,13.55,0.06,2098,0.00,0.00,16,14.45,14.00,3.48,4.20,-1.70,0.64,13.84,0.00,0.00
1548660,15.73,0.08,2086,0.00,0.00,16,14.45,14.00,3.48,5.30,-1.70,0.64,13.60,0.00,0.00
1548863,22.97,0.09,2085,0.00,0.00,16,14.45,14.00,3.48,6.12,-1.70,0.64,13.84,0.00,0.00
1549065,23.66,0.06,2073,0.00,0.00,16,14.45,14.00,3.48,4.39,-1.70,0.64,13.84,0.00,0.00
1549266,23.77,0.06,2075,0.00,0.00,16,14.45,14.00,3.48,4.42,-1.70,0.64,13.92,0.00,0.00
1549467,23.66,0.07,2062,0.00,0.00,16,14.10,14.00,3.48,4.63,-1.70,0.64,13.84,0.00,0.00
1549673,23.66,0.07,2040,0.00,0.00,16,14.10,14.00,3.48,5.01,-1.70,0.64,13.92,0.00,0.00
1549867,23.89,0.06,2031,0.00,0.00,16,14.10,14.00,3.48,4.39,-1.70,0.64,13.92,0.00,0.00
1550067,23.77,0.06,2012,0.00,0.00,16,14.10,14.00,3.48,4.22,-1.70,0.64,13.92,0.00,0.00
1550254,23.54,0.07,1986,0.00,0.00,16,14.10,14.00,3.48,4.73,-1.39,0.64,13.84,0.00,0.00
1550457,23.54,0.08,1976,0.00,0.00,16,14.10,14.00,3.48,4.55,-1.39,0.64,13.84,0.00,0.00
1550660,23.54,0.06,1948,0.00,0.00,16,14.10,14.00,3.48,3.77,-1.39,0.64,13.84,0.00,0.00
1550863,23.66,0.06,1942,0.00,0.00,16,14.10,14.00,3.48,3.95,-1.39,0.64,13.92,0.00,0.00
1551064,23.54,0.07,1939,0.00,0.00,16,14.10,14.00,3.48,4.39,-1.39,0.64,13.84,0.00,0.00
1551268,23.66,0.06,1917,0.00,0.00,16,14.10,14.00,3.48,4.20,-1.39,0.64,13.84,0.00,0.00
1551461,23.77,0.08,1898,0.00,0.00,16,14.10,14.00,3.48,5.40,-1.39,0.64,13.92,0.00,0.00
1551664,23.43,0.06,1900,0.00,0.00,16,14.10,14.00,3.48,4.31,-1.39,0.64,13.68,0.00,0.00
1551852,23.77,0.08,1878,0.00,0.00,16,14.10,14.00,3.48,4.91,-1.39,0.64,13.92,0.00,0.00
1552060,23.54,0.07,1866,0.00,0.00,16,14.10,14.00,3.48,4.53,-1.39,0.64,13.84,0.00,0.00
1552260,23.77,0.06,1856,0.00,0.00,16,14.10,14.00,3.48,3.80,-1.39,0.64,13.92,0.00,0.00
1552462,23.66,0.07,1838,0.00,0.00,16,14.10,14.00,3.48,4.39,-1.39,0.64,13.84,0.00,0.00
1552662,23.77,0.08,1820,0.00,0.00,16,14.10,14.00,3.48,4.97,-1.39,0.64,13.92,0.00,0.00
1552853,23.89,0.08,1726,0.00,0.00,16,14.10,14.00,3.48,4.31,-1.39,0.64,13.92,0.00,0.00
1553056,23.54,0.11,1404,0.00,0.00,16,14.10,14.00,3.63,4.97,-1.39,0.64,13.84,0.00,0.00
1553244,23.43,0.13,1134,0.00,0.00,16,14.10,22.00,4.06,4.97,-1.08,0.64,13.92,34.00,0.00
1553447,23.77,0.09,1136,0.00,0.00,16,14.10,22.00,4.21,3.31,-1.08,0.64,13.84,32.00,0.00
1553650,23.66,0.11,1004,0.00,0.00,16,14.10,22.00,4.35,3.51,-1.08,0.64,13.92,30.00,0.00
1553853,23.54,0.09,948,0.00,0.00,16,14.10,22.00,4.79,2.73,-1.08,0.64,13.84,28.00,0.00
1554052,21.13,0.12,836,0.00,0.00,16,14.10,22.00,4.93,2.96,-1.08,0.64,13.84,27.00,0.00
1554252,17.23,0.11,866,0.00,0.00,16,14.10,21.00,5.37,3.08,-1.08,0.64,13.84,25.00,0.00
1554453,17.00,0.11,791,0.00,0.00,16,14.10,22.00,5.37,2.63,-1.08,0.64,13.92,23.00,0.00
1554654,17.34,0.10,729,0.00,0.00,16,14.10,22.00,5.66,2.69,-1.08,0.64,13.76,21.00,0.00
1554841,16.65,0.13,693,0.00,0.00,16,14.10,22.00,5.95,3.02,-1.08,0.64,13.52,20.00,0.00
1555048,16.54,0.22,616,0.00,0.00,16,14.10,22.00,7.11,4.93,-1.08,0.64,12.64,18.00,0.00
1555248,18.38,0.14,842,0.00,0.00,16,14.10,6.00,7.11,3.67,-1.08,0.64,13.84,16.00,0.00
1555450,15.39,0.13,836,0.00,0.00,16,14.10,6.00,6.38,3.67,-1.08,0.64,13.76,14.00,0.00
1555646,15.04,0.16,755,0.00,0.00,16,14.10,13.50,6.38,4.09,-1.08,0.64,13.84,13.00,0.00
1555846,15.16,0.15,884,0.00,0.00,16,14.10,6.00,6.38,4.11,-1.08,0.64,13.84,11.00,0.00
1556044,16.31,0.13,927,0.00,0.00,16,14.10,6.00,5.95,3.45,-1.08,0.64,13.84,9.00,0.00
1556246,16.42,0.13,908,0.00,0.00,16,14.10,6.00,5.80,3.87,-1.08,0.64,13.84,7.00,0.00
1556447,15.73,0.15,837,0.00,0.00,16,14.10,12.00,5.80,4.39,-1.08,0.64,13.92,5.00,0.00
1556646,15.85,0.14,930,0.00,0.00,16,14.10,6.00,5.95,4.11,-1.08,0.64,13.84,4.00,0.00
1556831,15.39,0.13,916,0.00,0.00,16,14.10,6.50,5.66,4.06,-1.08,0.64,13.84,2.00,0.00
1557034,15.27,0.14,910,0.00,0.00,16,14.10,7.50,5.66,4.22,-1.08,0.64,13.84,0.00,0.00
1557243,14.81,0.13,930,0.00,0.00,16,14.10,7.50,5.66,4.00,-1.08,0.64,13.76,0.00,0.00
1557440,14.70,0.13,913,0.00,0.00,16,14.10,9.50,5.51,3.89,-1.08,0.64,13.76,0.00,0.00
1557644,14.70,0.12,918,0.00,0.00,16,14.10,10.50,5.51,3.81,-1.08,0.64,13.84,0.00,0.00
1557836,14.47,0.12,916,0.00,0.00,16,14.10,10.50,5.37,3.74,-1.08,0.64,13.76,0.00,0.00
1558039,14.59,0.12,902,0.00,0.00,16,14.10,12.00,5.37,3.77,-1.08,0.64,13.84,0.00,0.00
1558239,14.81,0.13,904,0.00,0.00,16,14.10,12.50,5.37,3.78,-1.08,0.64,13.68,0.00,0.00
1558439,14.93,0.12,920,0.00,0.00,16,14.10,11.00,5.22,3.56,-1.08,0.64,13.84,0.00,0.00
1558638,14.81,0.12,885,0.00,0.00,16,14.10,15.50,5.22,3.56,-1.08,0.64,13.68,0.00,0.00
1558839,14.81,0.13,872,0.00,0.00,16,14.10,16.00,5.22,3.67,-1.08,0.64,13.84,0.00,0.00
1559026,14.70,0.12,884,0.00,0.00,16,14.10,14.50,5.22,3.74,-1.08,0.64,13.68,0.00,0.00
1559231,14.59,0.12,900,0.00,0.00,16,14.10,13.00,5.22,3.54,-1.08,0.64,13.84,0.00,0.00
1559434,14.70,0.11,911,0.00,0.00,16,14.10,12.00,5.08,3.40,-1.08,0.64,13.92,0.00,0.00
1559637,14.59,0.11,880,0.00,0.00,16,14.10,15.50,4.93,3.33,-1.08,0.64,13.84,0.00,0.00
1559825,14.70,0.12,882,0.00,0.00,16,14.10,15.00,4.93,3.56,-1.08,0.64,13.92,0.00,0.00
1560028,14.70,0.12,896,0.00,0.00,16,14.10,13.50,4.93,3.49,-1.08,0.64,13.84,0.00,0.00
1560235,14.81,0.12,901,0.00,0.00,16,14.10,13.00,4.93,3.42,-1.08,0.64,13.84,0.00,0.00
1560423,14.47,0.18,908,0.00,0.00,16,15.16,14.00,5.51,5.17,-1.08,0.76,13.92,0.00,3.14
1560626,14.36,0.24,1093,0.00,0.00,16,20.78,18.50,6.96,8.91,-1.08,0.80,13.84,0.00,4.31
1560829,11.94,0.21,1560,0.00,0.00,16,30.62,28.50,7.40,11.93,-1.39,0.84,13.84,0.00,5.88
1561032,14.36,0.18,2072,0.00,0.00,16,34.84,35.50,7.11,13.37,-2.01,0.86,13.76,0.00,6.67
1561232,16.42,0.21,2274,0.00,0.00,16,41.52,41.00,6.67,16.05,-2.63,0.88,13.84,0.00,7.06
1561431,14.36,0.22,2188,0.00,0.00,16,40.47,40.00,6.96,15.61,-2.32,0.88,13.76,0.00,7.06
1561635,13.90,0.23,2221,0.00,0.00,16,41.52,40.00,7.11,17.02,-2.32,0.90,13.84,0.00,7.84
1561832,14.01,0.25,2228,0.00,0.00,16,42.23,41.50,7.84,18.41,-2.32,0.94,13.76,0.00,8.63
1562036,14.24,0.28,2276,0.00,0.00,16,43.63,42.50,8.42,20.66,-2.63,0.96,13.84,0.00,9.41
1562223,14.01,0.31,2306,0.00,0.00,16,43.63,43.00,9.00,23.54,-1.70,1.00,13.76,0.00,10.59
1562426,13.90,0.32,2368,0.00,0.00,16,43.63,43.50,9.58,25.30,-1.39,1.00,13.84,0.00,10.98
1562629,13.55,0.33,2423,0.00,0.00,16,43.98,43.50,9.87,26.94,-1.39,1.02,13.84,0.00,10.98
1562832,13.67,0.34,2478,0.00,0.00,16,43.63,43.00,9.87,28.01,-1.70,1.02,13.84,0.00,10.98
1563020,14.01,0.33,2544,0.00,0.00,16,43.63,43.00,9.87,27.58,-1.70,1.02,13.84,0.00,11.37
1563229,13.90,0.34,2593,0.00,0.00,16,43.28,42.50,9.87,28.86,-2.01,1.02,13.84,0.00,11.37
1563427,13.90,0.33,2660,0.00,0.00,16,43.28,42.50,9.87,29.83,-2.32,1.00,13.84,0.00,10.98
1563628,13.55,0.33,2739,0.00,0.00,16,42.93,42.50,9.72,29.95,-2.94,1.00,13.76,0.00,10.59
1563820,13.55,0.32,2789,0.00,0.00,16,42.93,42.50,9.43,29.83,-3.25,0.98,13.76,0.00,10.20
1564023,13.32,0.31,2836,0.00,0.00,16,43.28,42.50,9.29,29.28,-3.87,0.98,13.76,0.00,9.80
1564226,13.32,0.29,2920,0.00,0.00,16,43.98,43.00,8.85,28.32,-4.18,0.94,13.84,0.00,9.41
1564423,13.21,0.26,2955,0.00,0.00,16,44.34,43.50,8.42,26.01,-4.18,0.92,13.68,0.00,8.63
1564622,13.55,0.24,3010,0.00,0.00,16,44.34,43.50,7.98,24.81,-4.18,0.92,13.84,0.00,8.24
1564824,13.67,0.23,3048,0.00,0.00,16,44.34,43.50,7.69,23.72,-4.18,0.90,13.76,0.00,7.84
1565009,13.67,0.22,3075,0.00,0.00,16,44.34,43.50,7.40,22.15,-4.18,0.90,13.84,0.00,7.45
1565219,13.90,0.21,3108,0.00,0.00,16,44.34,43.50,7.11,21.53,-4.18,0.88,13.76,0.00,7.06
1565422,13.55,0.19,3148,0.00,0.00,16,39.41,39.00,6.82,18.96,-4.18,0.86,13.76,0.00,6.67
1565619,13.55,0.18,3176,0.00,0.00,16,35.20,33.00,6.53,19.51,-4.18,0.86,13.84,0.00,6.27
1565807,13.44,0.18,3191,0.00,0.00,16,32.38,31.50,6.38,18.80,-4.18,0.86,13.76,0.00,6.27
1566010,13.44,0.18,3191,0.00,0.00,16,31.33,28.50,6.24,18.80,-4.18,0.84,13.84,0.00,6.27
1566221,13.32,0.17,3228,0.00,0.00,16,26.76,29.50,6.24,18.48,-4.18,0.84,13.84,0.00,5.88
1566419,13.44,0.17,3219,0.00,0.00,16,26.41,25.50,6.09,18.32,-4.18,0.84,13.84,0.00,5.88
1566616,13.55,0.17,3232,0.00,0.00,16,25.70,25.50,5.95,18.10,-4.18,0.84,13.92,0.00,5.88
1566820,13.32,0.16,3262,0.00,0.00,16,22.89,25.50,5.95,17.94,-4.18,0.84,13.84,0.00,5.88
1567013,13.09,0.17,3241,0.00,0.00,16,23.59,23.50,5.95,18.01,-4.18,0.84,13.84,0.00,5.88
1567217,13.44,0.16,3258,0.00,0.00,16,22.19,21.50,5.80,17.70,-4.18,0.84,13.84,0.00,5.88
1567416,13.55,0.16,3302,0.00,0.00,16,21.13,21.00,5.80,17.94,-4.18,0.84,13.84,0.00,5.88
1567614,13.32,0.17,3301,0.00,0.00,16,25.00,24.00,5.95,18.25,-4.18,0.84,13.76,0.00,5.88
1567809,13.21,0.16,3264,0.00,0.00,16,23.59,21.00,5.95,17.70,-4.18,0.86,13.84,0.00,5.88
1568014,13.44,0.17,3275,0.00,0.00,16,24.65,26.00,5.95,18.16,-4.18,0.84,13.76,0.00,6.27
1568217,13.21,0.17,3298,0.00,0.00,16,24.65,25.00,5.95,18.48,-4.18,0.84,13.84,0.00,6.27
1568416,13.32,0.17,3307,0.00,0.00,16,23.59,23.50,5.95,18.32,-4.18,0.84,13.76,0.00,6.27
1568612,13.21,0.17,3324,0.00,0.00,16,24.30,24.00,5.95,18.48,-4.18,0.84,13.84,0.00,5.88
