Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
88272,14.36,135,0.10,1891,0.00,0.00,16,30.27,30.50,3.34,-11.29,6.22,1.50,0.00,0.68,0.00
88335,14.24,135,0.10,1867,0.00,0.00,16,30.62,30.00,3.48,-11.27,6.15,1.48,0.00,0.68,0.00
88397,13.90,135,0.10,1864,0.00,0.00,16,30.62,30.50,3.48,-11.27,6.07,1.48,0.00,0.68,0.00
88475,13.55,135,0.10,1864,0.00,0.00,16,30.27,30.50,3.48,-11.27,6.04,1.48,0.00,0.68,0.00
88538,13.21,135,0.10,1866,0.00,0.00,16,29.92,30.00,3.48,-11.25,6.04,1.48,0.00,0.68,0.00
88600,12.98,135,0.10,1850,0.00,0.00,16,30.27,29.50,3.34,-11.31,5.94,1.46,0.00,0.68,0.00
88663,12.75,135,0.10,1837,0.00,0.00,16,29.92,30.00,3.34,-11.31,5.91,1.46,0.00,0.68,0.00
88725,12.52,135,0.10,1823,0.00,0.00,16,29.92,29.50,3.34,-11.37,5.72,1.46,0.00,0.68,0.00
88788,12.40,135,0.10,1809,0.00,0.00,16,29.57,29.50,3.34,-11.37,5.65,1.46,0.00,0.68,0.00
88850,12.29,135,0.10,1800,0.00,0.00,16,29.57,29.50,3.34,-11.43,5.72,1.46,0.00,0.68,0.00
88913,12.29,135,0.10,1800,0.00,0.00,16,29.57,29.50,3.34,-11.43,5.68,1.46,0.00,0.68,0.00
88975,12.29,135,0.10,1794,0.00,0.00,16,29.22,29.50,3.34,-11.45,5.62,1.46,0.00,0.68,0.00
89038,12.29,136,0.10,1765,0.00,0.00,16,29.22,29.00,3.19,-11.45,5.62,1.44,0.00,0.68,0.00
89100,12.29,136,0.10,1757,0.00,0.00,16,28.87,29.00,3.19,-11.45,5.68,1.44,0.00,0.68,0.00
89178,12.40,136,0.10,1747,0.00,0.00,16,28.87,28.50,3.19,-11.45,5.62,1.44,0.00,0.68,0.00
89241,12.40,136,0.10,1730,0.00,0.00,16,28.52,28.50,3.19,-11.45,5.65,1.46,0.00,0.70,0.00
91296,12.40,136,0.10,1730,0.00,0.00,16,28.52,28.50,3.19,-11.45,5.65,1.46,0.00,0.70,0.00
91821,15.73,136,0.17,1456,0.00,0.00,16,26.41,26.00,5.66,-9.01,8.31,1.62,0.00,0.76,0.00
91868,15.73,136,0.17,1462,0.00,0.00,16,26.05,26.00,5.66,-8.99,8.14,1.62,0.00,0.76,0.00
91946,15.85,136,0.17,1462,0.00,0.00,16,26.05,26.00,5.66,-8.99,8.23,1.62,0.00,0.76,0.00
92009,15.85,136,0.17,1457,0.00,0.00,16,26.41,26.00,5.66,-8.99,8.27,1.62,0.00,0.76,0.00
92071,15.85,136,0.17,1474,0.00,0.00,16,26.41,26.00,5.66,-8.99,8.19,1.62,0.00,0.76,0.00
92134,15.73,136,0.17,1492,0.00,0.00,16,26.76,26.50,5.66,-8.97,8.39,1.62,0.00,0.76,0.00
92196,15.62,136,0.16,1493,0.00,0.00,16,26.76,26.50,5.66,-8.99,8.03,1.62,0.00,0.76,0.00
92259,15.50,136,0.17,1510,0.00,0.00,16,26.76,26.50,5.66,-9.03,8.27,1.62,0.00,0.76,0.00
92321,15.39,136,0.16,1500,0.00,0.00,16,27.11,26.50,5.66,-9.05,8.27,1.62,0.00,0.76,0.00
92384,15.27,136,0.16,1506,0.00,0.00,16,27.11,26.50,5.66,-9.07,8.23,1.62,0.00,0.76,0.00
92446,15.27,136,0.16,1527,0.00,0.00,16,27.11,27.00,5.66,-9.09,8.14,1.62,0.00,0.76,0.00
92509,15.16,136,0.16,1530,0.00,0.00,16,27.11,27.00,5.66,-9.09,8.31,1.62,0.00,0.76,0.00
92587,15.16,136,0.16,1548,0.00,0.00,16,27.46,27.00,5.66,-9.15,8.36,1.62,0.00,0.76,0.00
92649,15.16,136,0.16,1562,0.00,0.00,16,27.46,27.50,5.51,-9.18,8.27,1.62,0.00,0.76,0.00
92712,15.04,136,0.16,1564,0.00,0.00,16,27.46,27.50,5.51,-9.22,8.23,1.62,0.00,0.76,0.00
92790,15.04,136,0.16,1558,0.00,0.00,16,27.81,27.00,5.51,-9.24,8.23,1.62,0.00,0.76,0.00
92837,15.04,136,0.16,1581,0.00,0.00,16,28.16,27.50,5.37,-9.30,8.31,1.62,0.00,0.76,0.00
92900,14.93,136,0.16,1602,0.00,0.00,16,28.16,28.00,5.37,-9.36,8.27,1.62,0.00,0.76,0.00
92962,14.81,136,0.15,1592,0.00,0.00,16,27.81,28.00,5.37,-9.40,8.19,1.62,0.00,0.76,0.00
93025,14.70,136,0.14,1589,0.00,0.00,16,28.16,27.50,5.22,-9.48,7.78,1.62,0.00,0.76,0.00
93087,14.59,136,0.14,1610,0.00,0.00,16,28.16,28.00,5.22,-9.61,7.78,1.58,0.00,0.74,0.00
93150,14.59,136,0.14,1617,0.00,0.00,16,27.81,28.00,5.08,-9.77,7.50,1.58,0.00,0.74,0.00
93212,14.47,136,0.14,1600,0.00,0.00,16,27.81,27.50,4.93,-9.84,7.33,1.56,0.00,0.74,0.00
93290,14.36,136,0.13,1613,0.00,0.00,16,28.16,27.50,4.79,-9.94,7.24,1.56,0.00,0.74,0.00
93353,14.24,136,0.13,1613,0.00,0.00,16,27.81,27.50,4.79,-9.96,6.92,1.54,0.00,0.74,0.00
93415,14.24,136,0.13,1625,0.00,0.00,16,27.46,27.50,4.64,-10.04,7.10,1.56,0.00,0.74,0.00
93478,14.13,136,0.13,1616,0.00,0.00,16,27.81,27.00,4.64,-10.09,7.06,1.54,0.00,0.74,0.00
93540,14.01,136,0.13,1608,0.00,0.00,16,27.46,27.00,4.64,-10.13,7.06,1.54,0.00,0.74,0.00
93608,14.01,136,0.13,1604,0.00,0.00,16,27.46,27.00,4.50,-10.15,6.95,1.54,0.00,0.74,0.00
93670,14.01,136,0.13,1610,0.00,0.00,16,27.46,27.00,4.50,-10.15,6.95,1.54,0.00,0.74,0.00
93733,14.01,136,0.13,1606,0.00,0.00,16,27.46,27.00,4.50,-10.17,6.84,1.54,0.00,0.74,0.00
93795,14.24,136,0.13,1596,0.00,0.00,16,27.11,27.00,4.50,-10.19,6.81,1.52,0.00,0.74,0.00
93858,14.24,136,0.13,1594,0.00,0.00,16,27.11,27.00,4.50,-10.19,6.81,1.52,0.00,0.74,0.00
93920,14.24,136,0.13,1601,0.00,0.00,16,27.46,27.00,4.50,-10.21,6.81,1.54,0.00,0.74,0.00
93983,14.36,136,0.13,1588,0.00,0.00,16,27.11,27.00,4.50,-10.19,6.88,1.54,0.00,0.74,0.00
94045,14.36,136,0.13,1577,0.00,0.00,16,27.11,27.00,4.50,-10.15,6.88,1.54,0.00,0.74,0.00
94108,14.36,136,0.13,1582,0.00,0.00,16,27.11,27.00,4.50,-10.15,6.95,1.54,0.00,0.74,0.00
94186,14.47,136,0.13,1585,0.00,0.00,16,27.11,27.00,4.50,-10.15,6.92,1.54,0.00,0.74,0.00
94248,14.59,136,0.13,1567,0.00,0.00,16,27.11,27.00,4.50,-10.13,6.92,1.54,0.00,0.74,0.00
94311,14.70,136,0.13,1562,0.00,0.00,16,26.76,27.00,4.50,-10.13,6.88,1.52,0.00,0.74,0.00
94373,14.70,136,0.13,1566,0.00,0.00,16,27.11,26.50,4.64,-10.11,6.81,1.54,0.00,0.74,0.00
94436,14.70,136,0.13,1554,0.00,0.00,16,26.76,27.00,4.64,-10.07,6.81,1.52,0.00,0.74,0.00
94498,14.81,136,0.13,1533,0.00,0.00,16,26.76,26.50,4.64,-10.04,6.81,1.54,0.00,0.74,0.00
94561,14.81,136,0.14,1533,0.00,0.00,16,26.41,26.00,4.64,-10.02,6.81,1.54,0.00,0.74,0.00
94623,14.81,136,0.14,1526,0.00,0.00,16,26.41,26.00,4.79,-9.96,6.88,1.54,0.00,0.74,0.00
94686,14.70,136,0.14,1528,0.00,0.00,16,26.76,26.00,4.79,-9.96,6.95,1.54,0.00,0.74,0.00
94748,14.81,136,0.13,1528,0.00,0.00,16,26.41,26.00,4.79,-9.94,6.88,1.54,0.00,0.74,0.00
94811,14.81,136,0.14,1540,0.00,0.00,16,26.41,26.50,4.79,-9.94,6.88,1.54,0.00,0.74,0.00
94874,14.70,136,0.14,1521,0.00,0.00,16,26.05,26.00,4.79,-9.92,6.92,1.54,0.00,0.74,0.00
94952,14.81,136,0.14,1493,0.00,0.00,16,25.70,26.00,4.79,-9.88,6.77,1.54,0.00,0.74,0.00
95014,14.70,136,0.14,1482,0.00,0.00,16,25.70,25.50,4.79,-9.84,6.73,1.54,0.00,0.74,0.00
95077,14.70,136,0.14,1469,0.00,0.00,16,25.70,25.50,4.79,-9.84,6.73,1.52,0.00,0.74,0.00
95139,14.70,136,0.13,1483,0.00,0.00,16,25.70,25.50,4.79,-9.82,6.29,1.52,0.00,0.72,0.00
95202,14.59,136,0.12,1492,0.00,0.00,16,25.70,25.50,4.79,-10.02,5.08,1.48,0.00,0.68,0.00
95264,14.47,136,0.11,1475,0.00,0.00,16,24.30,30.50,4.64,-10.29,3.88,1.34,0.00,0.66,0.00
95327,14.36,136,0.10,1460,0.00,0.00,16,22.19,29.50,4.35,-10.56,3.69,1.28,0.00,0.66,0.00
95389,14.36,136,0.09,1438,0.00,0.00,16,21.13,29.50,4.06,-10.81,3.85,1.30,0.00,0.66,0.00
95452,14.36,136,0.09,1425,0.00,0.00,16,19.02,27.00,3.77,-10.94,4.07,1.30,0.00,0.64,0.00
95514,14.24,136,0.09,1440,0.00,0.00,16,16.91,23.50,3.77,-11.06,4.02,1.32,0.00,0.64,0.00
95577,14.13,136,0.09,1422,0.00,0.00,16,15.16,22.50,3.63,-11.16,4.37,1.34,0.00,0.64,0.00
95639,14.01,136,0.10,1407,0.00,0.00,16,14.10,21.50,3.48,-11.20,4.37,1.36,0.00,0.64,0.00
95717,14.01,136,0.10,1377,0.00,0.00,16,14.10,22.00,3.48,-11.23,4.51,1.36,0.00,0.64,0.00
95780,13.90,136,0.10,1382,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.51,1.36,0.00,0.64,0.00
95843,13.90,136,0.09,1380,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.29,1.34,0.00,0.64,0.00
95905,13.78,136,0.10,1377,0.00,0.00,16,14.10,21.50,3.48,-11.29,4.40,1.36,0.00,0.64,0.00
95968,13.67,136,0.10,1358,0.00,0.00,16,14.10,22.00,3.34,-11.29,4.40,1.36,0.00,0.64,0.00
96030,13.55,138,0.10,1336,0.00,0.00,16,14.10,22.00,3.34,-11.29,4.46,1.36,0.00,0.64,0.00
96093,13.44,138,0.10,1311,0.00,0.00,16,14.10,22.00,3.34,-11.29,4.51,1.36,0.00,0.64,0.00
96155,13.21,138,0.11,1304,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.53,1.36,0.00,0.64,0.00
96217,13.21,138,0.10,1304,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.48,1.36,0.00,0.64,0.00
96280,12.98,138,0.10,1309,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.48,1.36,0.00,0.64,0.00
96342,12.75,138,0.10,1304,0.00,0.00,16,14.10,22.00,3.48,-11.29,4.48,1.36,0.00,0.64,0.00
96420,12.75,138,0.10,1284,0.00,0.00,16,14.10,22.00,3.34,-11.27,4.40,1.36,0.00,0.64,0.00
96483,12.63,138,0.10,1279,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.43,1.34,0.00,0.64,0.00
96545,12.52,138,0.11,1250,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.43,1.34,0.00,0.64,0.00
96597,12.29,138,0.11,1249,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.43,1.36,0.00,0.64,0.00
96675,12.29,138,0.11,1259,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.40,1.36,0.00,0.64,0.00
96725,12.17,138,0.10,1252,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.43,1.34,0.00,0.64,0.00
96788,12.06,138,0.11,1252,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.40,1.34,0.00,0.64,0.00
96852,11.94,138,0.11,1246,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.40,1.36,0.00,0.64,0.00
96930,12.06,138,0.10,1217,0.00,0.00,16,14.10,22.00,3.48,-11.25,4.35,1.34,0.00,0.64,0.00
96993,11.94,138,0.10,1230,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.15,1.32,0.00,0.64,0.00
99011,11.94,138,0.10,1230,0.00,0.00,16,14.10,22.00,3.48,-11.27,4.15,1.32,0.00,0.64,0.00
99620,15.16,138,0.23,1056,0.00,0.00,16,24.65,24.00,6.96,-7.70,8.11,1.62,0.00,0.78,0.00
99667,15.27,138,0.24,1076,0.00,0.00,16,25.00,24.50,7.25,-7.48,8.56,1.64,0.00,0.78,0.00
99734,14.93,138,0.24,1086,0.00,0.00,16,25.70,25.00,7.40,-7.35,8.69,1.66,0.00,0.78,0.00
99796,15.04,138,0.25,1079,0.00,0.00,16,26.41,25.50,7.55,-7.21,8.87,1.66,0.00,0.78,0.00
99874,14.81,138,0.25,1079,0.00,0.00,16,26.41,26.00,7.69,-7.04,8.82,1.66,0.00,0.78,0.00
99937,14.81,138,0.24,1070,0.00,0.00,16,26.41,26.00,7.69,-6.94,8.87,1.66,0.00,0.78,0.00
99999,14.81,138,0.24,1080,0.00,0.00,16,26.05,26.00,7.84,-6.88,8.95,1.66,0.00,0.78,0.00
100062,14.81,138,0.24,1110,0.00,0.00,16,25.35,26.00,7.84,-6.86,8.95,1.66,0.00,0.78,0.00
100124,14.81,138,0.24,1133,0.00,0.00,16,25.35,25.00,7.84,-6.81,8.95,1.66,0.00,0.78,0.00
100187,14.81,138,0.24,1132,0.00,0.00,16,25.70,25.00,7.84,-6.81,9.00,1.66,0.00,0.78,0.00
100249,15.04,138,0.23,1140,0.00,0.00,16,25.00,25.00,7.84,-6.79,8.95,1.66,0.00,0.78,0.00
100312,15.04,138,0.23,1169,0.00,0.00,16,25.00,25.00,7.98,-6.88,9.13,1.66,0.00,0.78,0.00
100374,15.16,138,0.23,1207,0.00,0.00,16,24.65,24.50,7.84,-6.98,9.26,1.68,0.00,0.78,0.00
100437,15.39,138,0.23,1216,0.00,0.00,16,24.65,25.00,7.69,-7.06,9.13,1.66,0.00,0.78,0.00
100499,15.62,138,0.23,1215,0.00,0.00,16,24.65,24.50,7.69,-7.12,9.18,1.68,0.00,0.78,0.00
100562,15.62,138,0.22,1225,0.00,0.00,16,24.65,24.50,7.55,-7.21,9.26,1.68,0.00,0.78,0.00
100640,15.73,138,0.22,1272,0.00,0.00,16,25.00,25.00,7.40,-7.35,9.13,1.68,0.00,0.78,0.00
100702,15.62,138,0.21,1339,0.00,0.00,16,26.41,25.50,7.25,-7.60,8.29,1.66,0.00,0.78,0.00
100765,15.62,138,0.17,1478,0.00,0.00,16,27.81,27.00,6.96,-8.82,9.87,1.54,0.00,0.64,0.00
100827,15.50,138,0.14,1572,0.00,0.00,16,24.65,18.50,5.66,-9.65,3.72,1.34,0.00,0.64,0.00
100890,15.27,138,0.11,1642,0.00,0.00,16,21.84,14.50,4.64,-10.21,3.72,1.30,0.00,0.64,0.00
100954,15.04,138,0.10,1646,0.00,0.00,16,18.67,11.50,4.35,-10.65,3.80,1.30,0.00,0.64,0.00
101016,14.59,138,0.09,1610,0.00,0.00,16,15.51,8.00,3.77,-11.02,3.96,1.32,0.00,0.64,0.00
101079,14.24,138,0.10,1549,0.00,0.00,16,14.10,6.00,3.63,-11.16,4.46,1.38,0.00,0.64,0.00
101141,13.44,138,0.11,1434,0.00,0.00,16,14.10,6.00,3.48,-11.14,5.01,1.40,0.00,0.64,0.00
101204,13.21,138,0.12,1332,0.00,0.00,16,14.10,15.00,3.63,-11.02,4.97,1.40,0.00,0.64,0.00
101266,13.32,138,0.13,1254,0.00,0.00,16,14.10,22.00,3.77,-10.94,5.01,1.42,0.00,0.64,0.00
101329,13.32,138,0.12,1188,0.00,0.00,16,14.10,22.00,3.92,-10.81,5.08,1.40,0.00,0.64,0.00
101407,13.21,138,0.13,1200,0.00,0.00,16,14.10,22.00,3.92,-10.79,4.95,1.40,0.00,0.64,0.00
101469,14.13,138,0.13,1189,0.00,0.00,16,14.10,22.00,3.92,-10.77,5.01,1.40,0.00,0.66,0.00
101532,13.90,138,0.14,1170,0.00,0.00,16,14.10,22.00,4.06,-10.69,5.23,1.42,0.00,0.66,0.00
101594,14.24,138,0.14,1167,0.00,0.00,16,14.10,22.00,4.06,-10.56,5.33,1.44,0.00,0.66,0.00
101657,14.24,138,0.14,1170,0.00,0.00,16,14.10,22.00,4.21,-10.46,5.33,1.42,0.00,0.68,0.00
101720,14.24,138,0.13,1172,0.00,0.00,16,14.10,22.00,4.35,-10.38,5.14,1.42,0.00,0.68,0.00
101782,14.47,138,0.13,1177,0.00,0.00,16,14.10,22.00,4.35,-10.29,5.04,1.40,0.00,0.68,0.00
101844,14.36,138,0.13,1183,0.00,0.00,16,14.10,14.00,4.50,-10.21,5.14,1.42,0.00,0.70,0.00
101907,14.36,140,0.14,1190,0.00,0.00,16,14.80,14.50,4.50,-10.11,5.30,1.44,0.00,0.70,0.00
101970,13.90,140,0.14,1174,0.00,0.00,16,15.51,15.50,4.64,-10.02,5.46,1.44,0.00,0.70,0.00
102033,12.98,140,0.14,1174,0.00,0.00,16,15.86,15.50,4.79,-9.94,5.49,1.44,0.00,0.70,0.00
102095,12.86,140,0.14,1176,0.00,0.00,16,16.56,15.50,4.79,-9.86,5.52,1.44,0.00,0.70,0.00
102173,12.52,140,0.14,1171,0.00,0.00,16,16.91,16.50,4.93,-9.75,5.52,1.44,0.00,0.70,0.00
102236,12.63,140,0.14,1166,0.00,0.00,16,17.62,16.50,4.93,-9.73,5.59,1.44,0.00,0.70,0.00
102298,12.63,140,0.15,1152,0.00,0.00,16,17.97,17.50,5.08,-9.65,5.65,1.44,0.00,0.70,0.00
102361,12.63,140,0.15,1132,0.00,0.00,16,18.67,17.50,5.08,-9.59,5.65,1.44,0.00,0.70,0.00
102423,12.98,140,0.15,1132,0.00,0.00,16,19.02,18.50,5.22,-9.53,5.65,1.46,0.00,0.70,0.00
102486,13.09,140,0.16,1116,0.00,0.00,16,19.38,19.00,5.22,-9.42,5.68,1.44,0.00,0.70,0.00
102548,13.44,140,0.16,1078,0.00,0.00,16,19.73,19.50,5.37,-9.34,5.72,1.46,0.00,0.70,0.00
102611,13.67,140,0.17,1052,0.00,0.00,16,20.78,20.00,5.37,-9.26,5.72,1.46,0.00,0.70,0.00
102673,13.67,140,0.17,1025,0.00,0.00,16,20.78,20.50,5.51,-9.18,5.72,1.46,0.00,0.70,0.00
102736,14.01,140,0.16,1012,0.00,0.00,16,20.78,20.50,5.51,-9.07,5.68,1.46,0.00,0.70,0.00
102798,14.01,140,0.16,1041,0.00,0.00,16,20.78,20.50,5.66,-9.05,5.72,1.44,0.00,0.70,0.00
102878,14.13,140,0.14,1057,0.00,0.00,16,20.78,20.50,5.66,-9.09,4.99,1.46,0.00,0.64,0.00
102925,14.13,140,0.13,1066,0.00,0.00,16,19.02,25.50,5.66,-9.46,3.67,1.32,0.00,0.64,0.00
103003,14.01,140,0.12,1099,0.00,0.00,16,18.32,20.00,5.08,-9.88,3.47,1.26,0.00,0.64,0.00
103065,14.24,140,0.11,1110,0.00,0.00,16,16.21,17.50,4.79,-10.06,3.40,1.26,0.00,0.64,0.00
103128,14.24,140,0.11,1106,0.00,0.00,16,14.80,16.00,4.50,-10.23,3.45,1.26,0.00,0.64,0.00
103191,14.24,140,0.11,1089,0.00,0.00,16,14.10,16.50,4.35,-10.36,3.55,1.26,0.00,0.64,0.00
103253,14.24,140,0.10,1080,0.00,0.00,16,14.10,17.00,4.35,-10.40,3.65,1.28,0.00,0.64,0.00
103316,14.24,140,0.11,1036,0.00,0.00,16,14.10,21.00,4.21,-10.48,3.72,1.28,0.00,0.64,0.00
103378,14.36,140,0.11,1028,0.00,0.00,16,14.10,21.50,4.21,-10.48,3.78,1.28,0.00,0.64,0.00
103441,14.36,140,0.12,1002,0.00,0.00,16,14.10,22.00,4.21,-10.48,3.91,1.30,0.00,0.64,0.00
103503,14.47,140,0.12,991,0.00,0.00,16,14.10,22.00,4.21,-10.42,3.91,1.32,0.00,0.64,0.00
103566,14.36,140,0.13,971,0.00,0.00,16,14.10,22.00,4.35,-10.35,3.99,1.34,0.00,0.64,0.00
103628,14.47,140,0.13,957,0.00,0.00,16,14.10,22.00,4.35,-10.25,4.15,1.34,0.00,0.64,0.00
103706,14.47,140,0.13,961,0.00,0.00,16,14.10,22.00,4.64,-10.07,4.24,1.34,0.00,0.64,0.00
103769,14.59,140,0.14,961,0.00,0.00,16,14.10,22.00,4.64,-9.94,4.40,1.36,0.00,0.64,0.00
103831,14.47,140,0.14,970,0.00,0.00,16,14.10,22.00,4.79,-9.82,4.63,1.36,0.00,0.64,0.00
103894,14.70,140,0.14,972,0.00,0.00,16,14.10,21.50,4.93,-9.71,4.66,1.38,0.00,0.64,0.00
103957,14.47,140,0.14,982,0.00,0.00,16,14.10,20.00,5.08,-9.65,4.69,1.38,0.00,0.64,0.00
104019,14.59,140,0.14,999,0.00,0.00,16,14.10,18.00,5.08,-9.57,4.85,1.40,0.00,0.64,0.00
104082,14.47,140,0.15,1016,0.00,0.00,16,14.10,16.00,5.08,-9.57,4.88,1.40,0.00,0.64,0.00
104144,14.24,140,0.15,1021,0.00,0.00,16,14.10,15.50,5.22,-9.53,5.04,1.40,0.00,0.64,0.00
104207,14.36,140,0.15,1030,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
104269,14.36,140,0.15,1030,0.00,0.00,16,14.10,14.00,5.22,-9.44,5.17,1.42,0.00,0.64,0.00
104335,14.01,140,0.16,1031,0.00,0.00,16,14.10,14.00,5.22,-9.42,5.27,1.44,0.00,0.64,0.00
104398,14.13,140,0.16,1037,0.00,0.00,16,14.10,13.50,5.37,-9.34,5.43,1.44,0.00,0.64,0.00
104461,14.01,140,0.16,1044,0.00,0.00,16,14.10,12.50,5.37,-9.30,5.59,1.44,0.00,0.64,0.00
104528,14.01,140,0.16,1054,0.00,0.00,16,14.10,11.50,5.51,-9.20,5.65,1.44,0.00,0.64,0.00
104590,14.13,140,0.16,1053,0.00,0.00,16,14.10,11.50,5.51,-9.17,5.65,1.44,0.00,0.64,0.00
104653,14.13,140,0.16,1052,0.00,0.00,16,14.10,10.50,5.51,-9.15,5.72,1.46,0.00,0.64,0.00
104715,14.36,140,0.16,1056,0.00,0.00,16,14.10,12.00,5.66,-9.09,5.74,1.46,0.00,0.64,0.00
104793,14.36,140,0.16,1063,0.00,0.00,16,14.10,11.50,5.66,-9.07,5.78,1.46,0.00,0.64,0.00
106833,14.36,140,0.16,1063,0.00,0.00,16,14.10,11.50,5.66,-9.07,5.78,1.46,0.00,0.64,0.00
107343,14.70,140,0.14,1156,0.00,0.00,16,14.10,11.50,5.22,-9.44,5.52,1.44,0.00,0.64,0.00
107390,14.70,140,0.14,1149,0.00,0.00,16,14.10,12.50,5.22,-9.44,5.46,1.44,0.00,0.64,0.00
107468,14.59,140,0.14,1164,0.00,0.00,16,14.10,11.00,5.22,-9.46,5.49,1.44,0.00,0.64,0.00
107530,14.59,140,0.14,1163,0.00,0.00,16,14.10,11.50,5.22,-9.46,5.46,1.44,0.00,0.64,0.00
107593,14.59,140,0.14,1148,0.00,0.00,16,14.10,13.00,5.22,-9.46,5.46,1.44,0.00,0.64,0.00
107655,14.47,140,0.14,1145,0.00,0.00,16,14.10,13.50,5.22,-9.48,5.46,1.44,0.00,0.64,0.00
107718,14.59,140,0.14,1161,0.00,0.00,16,14.10,11.50,5.22,-9.48,5.46,1.44,0.00,0.64,0.00
107780,14.47,140,0.14,1169,0.00,0.00,16,14.10,11.00,5.22,-9.53,5.46,1.44,0.00,0.64,0.00
107843,14.47,140,0.14,1163,0.00,0.00,16,14.10,12.00,5.22,-9.55,5.36,1.44,0.00,0.64,0.00
107905,14.47,140,0.13,1160,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.23,1.42,0.00,0.64,0.00
107968,14.36,140,0.14,1164,0.00,0.00,16,14.10,12.00,5.08,-9.59,5.27,1.42,0.00,0.64,0.00
108030,14.47,140,0.14,1158,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.30,1.42,0.00,0.64,0.00
108108,14.36,140,0.14,1150,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.27,1.42,0.00,0.64,0.00
108171,14.24,140,0.14,1148,0.00,0.00,16,14.10,14.00,5.08,-9.61,5.27,1.42,0.00,0.64,0.00
108233,14.36,140,0.14,1157,0.00,0.00,16,14.10,13.00,5.08,-9.61,5.21,1.42,0.00,0.64,0.00
108296,14.47,140,0.14,1153,0.00,0.00,16,14.10,13.00,5.08,-9.63,5.21,1.42,0.00,0.64,0.00
108359,14.36,140,0.13,1155,0.00,0.00,16,14.10,13.50,5.08,-9.65,5.21,1.42,0.00,0.64,0.00
108421,14.47,140,0.13,1153,0.00,0.00,16,14.10,14.00,5.08,-9.63,5.21,1.42,0.00,0.64,0.00
108483,14.36,142,0.13,1152,0.00,0.00,16,14.10,14.00,5.08,-9.67,5.14,1.42,0.00,0.64,0.00
108546,14.47,142,0.14,1143,0.00,0.00,16,14.10,14.50,5.08,-9.65,5.17,1.42,0.00,0.64,0.00
108609,14.47,142,0.14,1144,0.00,0.00,16,14.10,14.50,5.08,-9.65,5.27,1.42,0.00,0.64,0.00
108671,14.47,142,0.14,1144,0.00,0.00,16,14.10,14.50,5.08,-9.65,5.27,1.42,0.00,0.64,0.00
108733,14.59,142,0.14,1150,0.00,0.00,16,14.10,13.50,5.08,-9.65,5.21,1.42,0.00,0.64,0.00
108812,14.59,142,0.13,1146,0.00,0.00,16,14.10,14.00,5.08,-9.67,5.10,1.40,0.00,0.64,0.00
108874,14.47,142,0.13,1142,0.00,0.00,16,14.10,14.50,5.08,-9.69,5.08,1.42,0.00,0.64,0.00
108926,14.47,142,0.14,1139,0.00,0.00,16,14.10,15.00,4.93,-9.73,5.10,1.40,0.00,0.64,0.00
108993,14.47,142,0.13,1141,0.00,0.00,16,14.10,14.50,4.93,-9.73,5.14,1.42,0.00,0.64,0.00
109055,14.47,142,0.14,1134,0.00,0.00,16,14.10,14.00,5.08,-9.69,5.14,1.40,0.00,0.64,0.00
109118,14.47,142,0.14,1136,0.00,0.00,16,14.10,15.00,4.93,-9.71,5.14,1.42,0.00,0.64,0.00
109180,14.47,142,0.14,1132,0.00,0.00,16,14.10,16.00,4.93,-9.71,5.08,1.40,0.00,0.64,0.00
109258,14.47,142,0.14,1131,0.00,0.00,16,14.10,15.00,4.93,-9.71,5.10,1.42,0.00,0.64,0.00
109321,14.47,142,0.13,1143,0.00,0.00,16,14.10,13.50,4.93,-9.73,5.08,1.40,0.00,0.64,0.00
109383,14.36,142,0.13,1122,0.00,0.00,16,14.10,16.00,4.93,-9.71,5.04,1.40,0.00,0.64,0.00
109446,14.24,142,0.13,1131,0.00,0.00,16,14.10,15.00,4.93,-9.73,5.08,1.40,0.00,0.64,0.00
109508,14.36,142,0.13,1135,0.00,0.00,16,14.10,15.00,4.93,-9.73,5.08,1.40,0.00,0.64,0.00
