Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
28721,14.81,0.17,1272,0.00,0.00,16,10.94,10.00,5.66,-9.07,7.24,-1.39,0.64
28909,14.81,0.17,1268,0.00,0.00,16,10.94,11.00,5.66,-9.09,7.24,-1.39,0.64
29096,14.70,0.17,1270,0.00,0.00,16,10.94,10.50,5.66,-9.11,7.14,-1.39,0.64
29300,14.59,0.17,1271,0.00,0.00,16,10.94,12.00,5.66,-9.17,7.10,-1.39,0.64
29487,14.70,0.17,1269,0.00,0.00,16,10.94,11.50,5.51,-9.15,7.14,-1.39,0.64
29675,14.59,0.16,1286,0.00,0.00,16,10.94,10.50,5.51,-9.18,7.06,-1.39,0.64
29862,14.59,0.17,1279,0.00,0.00,16,10.94,11.50,5.51,-9.18,7.06,-1.39,0.64
30050,14.59,0.16,1287,0.00,0.00,16,10.94,10.50,5.51,-9.20,7.10,-1.39,0.64
30237,14.59,0.17,1276,0.00,0.00,16,10.94,12.00,5.51,-9.22,7.03,-1.39,0.64
30440,14.47,0.16,1278,0.00,0.00,16,10.94,11.50,5.51,-9.24,7.06,-1.39,0.64
30628,14.47,0.16,1280,0.00,0.00,16,10.94,12.50,5.37,-9.26,6.88,-1.39,0.64
30815,14.47,0.16,1275,0.00,0.00,16,10.94,12.00,5.37,-9.28,6.88,-1.39,0.64
31003,14.47,0.16,1279,0.00,0.00,16,10.94,13.00,5.37,-9.26,6.95,-1.39,0.64
31194,14.47,0.16,1286,0.00,0.00,16,10.94,11.00,5.37,-9.32,6.84,-1.39,0.64
31397,14.36,0.16,1275,0.00,0.00,16,10.94,11.00,5.37,-9.34,6.84,-1.39,0.64
31585,14.47,0.16,1268,0.00,0.00,16,10.94,13.00,5.37,-9.34,6.77,-1.39,0.64
31776,14.59,0.16,1274,0.00,0.00,16,10.94,12.50,5.37,-9.34,6.81,-1.39,0.64
31963,14.59,0.16,1275,0.00,0.00,16,10.94,12.50,5.37,-9.38,6.77,-1.39,0.64
32151,14.47,0.16,1275,0.00,0.00,16,10.94,12.00,5.37,-9.38,6.70,-1.39,0.64
32338,14.36,0.16,1270,0.00,0.00,16,10.94,12.50,5.22,-9.40,6.70,-1.39,0.64
35160,14.36,0.16,1242,0.00,0.00,16,10.59,13.00,5.22,-9.46,6.48,-1.39,0.64
35347,14.36,0.16,1250,0.00,0.00,16,10.59,11.50,5.22,-9.44,6.48,-1.39,0.64
35550,14.36,0.16,1251,0.00,0.00,16,10.59,11.50,5.22,-9.44,6.51,-1.39,0.64
35738,14.47,0.16,1240,0.00,0.00,16,10.59,11.50,5.22,-9.44,6.51,-1.39,0.64
35919,14.47,0.16,1233,0.00,0.00,16,10.59,13.00,5.22,-9.46,6.44,-1.39,0.64
36106,14.47,0.16,1230,0.00,0.00,16,10.59,12.00,5.37,-9.38,6.59,-1.39,0.64
36309,14.47,0.16,1246,0.00,0.00,16,10.59,11.00,5.37,-9.38,6.51,-1.39,0.64
36497,14.47,0.16,1244,0.00,0.00,16,10.59,11.00,5.37,-9.38,6.51,-1.39,0.64
36684,14.36,0.16,1233,0.00,0.00,16,10.59,12.00,5.37,-9.36,6.55,-1.39,0.64
36872,14.36,0.16,1229,0.00,0.00,16,10.59,12.50,5.37,-9.36,6.55,-1.39,0.64
37064,14.36,0.16,1237,0.00,0.00,16,10.59,10.50,5.37,-9.38,6.48,-1.39,0.64
37252,14.36,0.16,1230,0.00,0.00,16,10.59,11.50,5.37,-9.34,6.59,-1.39,0.64
37439,14.36,0.16,1228,0.00,0.00,16,10.59,12.00,5.37,-9.36,6.55,-1.39,0.64
37627,14.36,0.16,1225,0.00,0.00,16,10.59,13.00,5.37,-9.34,6.55,-1.39,0.64
37814,14.36,0.16,1218,0.00,0.00,16,10.59,13.00,5.37,-9.34,6.59,-1.39,0.64
38002,14.47,0.16,1224,0.00,0.00,16,10.59,11.00,5.37,-9.34,6.55,-1.39,0.64
38205,14.47,0.16,1228,0.00,0.00,16,10.59,11.50,5.37,-9.28,6.59,-1.39,0.64
38381,14.47,0.16,1223,0.00,0.00,16,10.59,11.50,5.37,-9.26,6.51,-1.39,0.64
38584,14.47,0.16,1229,0.00,0.00,16,10.59,10.50,5.37,-9.26,6.51,-1.39,0.64
38771,14.36,0.16,1227,0.00,0.00,16,10.59,11.00,5.37,-9.26,6.59,-1.39,0.64
38958,14.47,0.16,1234,0.00,0.00,16,10.59,10.50,5.37,-9.28,6.55,-1.39,0.64
39151,14.59,0.16,1227,0.00,0.00,16,10.59,10.50,5.51,-9.24,6.59,-1.39,0.64
39338,14.59,0.16,1228,0.00,0.00,16,10.59,10.50,5.51,-9.24,6.62,-1.39,0.64
39526,14.47,0.16,1225,0.00,0.00,16,10.59,11.00,5.37,-9.24,6.62,-1.39,0.64
39713,14.36,0.16,1223,0.00,0.00,16,10.59,11.00,5.37,-9.26,6.55,-1.39,0.64
39916,14.36,0.16,1233,0.00,0.00,16,10.59,11.50,5.51,-9.22,6.55,-1.39,0.64
40104,14.36,0.16,1228,0.00,0.00,16,10.59,10.50,5.37,-9.26,6.55,-1.39,0.64
42938,14.59,0.18,1212,0.00,0.00,16,10.59,11.00,5.95,-8.80,7.17,-1.39,0.64
43141,14.59,0.18,1222,0.00,0.00,16,10.59,10.00,5.95,-8.78,7.21,-1.39,0.64
43329,14.47,0.18,1216,0.00,0.00,16,10.59,10.50,5.95,-8.78,7.17,-1.39,0.64
43516,14.36,0.18,1216,0.00,0.00,16,10.59,11.50,5.95,-8.74,7.21,-1.39,0.64
43704,14.36,0.18,1225,0.00,0.00,16,10.59,11.50,5.95,-8.70,7.29,-1.39,0.64
43895,14.47,0.18,1228,0.00,0.00,16,10.59,10.00,5.95,-8.76,7.33,-1.39,0.64
44098,14.36,0.18,1227,0.00,0.00,16,10.59,10.50,5.95,-8.78,7.29,-1.39,0.64
44286,14.59,0.17,1232,0.00,0.00,16,10.59,11.50,5.95,-8.82,7.17,-1.39,0.64
44474,14.47,0.18,1225,0.00,0.00,16,10.59,12.00,5.95,-8.82,7.18,-1.39,0.64
44661,14.47,0.17,1244,0.00,0.00,16,10.59,9.50,5.80,-8.88,7.21,-1.39,0.64
44848,14.36,0.18,1234,0.00,0.00,16,10.59,10.50,5.80,-8.91,7.17,-1.39,0.64
45051,14.36,0.18,1237,0.00,0.00,16,10.59,10.50,5.95,-8.84,7.21,-1.39,0.64
45239,14.47,0.17,1240,0.00,0.00,16,10.59,10.00,5.80,-8.88,7.17,-1.39,0.64
45427,14.36,0.17,1246,0.00,0.00,16,10.59,9.50,5.80,-8.88,7.21,-1.39,0.64
45614,14.47,0.18,1234,0.00,0.00,16,10.59,11.00,5.80,-8.89,7.17,-1.39,0.64
45817,14.47,0.18,1237,0.00,0.00,16,10.59,12.00,5.80,-8.82,7.24,-1.39,0.64
46005,14.47,0.17,1246,0.00,0.00,16,10.59,10.00,5.80,-8.89,7.17,-1.39,0.64
46192,14.47,0.17,1233,0.00,0.00,16,10.59,11.50,5.80,-8.91,7.14,-1.39,0.64
46381,14.36,0.17,1246,0.00,0.00,16,10.59,10.00,5.66,-8.97,7.10,-1.39,0.64
46568,14.36,0.17,1251,0.00,0.00,16,10.59,10.50,5.66,-8.99,7.17,-1.39,0.64
46771,14.36,0.17,1244,0.00,0.00,16,10.59,10.50,5.66,-8.95,7.14,-1.39,0.64
46959,14.36,0.17,1252,0.00,0.00,16,10.94,10.00,5.66,-8.93,7.10,-1.39,0.64
47146,14.36,0.17,1242,0.00,0.00,16,10.59,11.00,5.66,-8.99,7.03,-1.39,0.64
47334,14.36,0.17,1228,0.00,0.00,16,10.59,12.50,5.66,-8.97,7.03,-1.39,0.64
47526,14.36,0.17,1230,0.00,0.00,16,10.59,11.50,5.80,-8.93,7.03,-1.39,0.64
47729,14.24,0.17,1226,0.00,0.00,16,10.59,11.00,5.80,-8.97,7.03,-1.39,0.64
47917,14.36,0.19,1226,0.00,0.00,16,10.59,11.00,5.66,-8.95,7.03,-1.39,0.64
50747,14.47,0.17,1219,0.00,0.00,16,10.59,10.50,5.80,-8.91,6.84,-1.39,0.64
50950,14.47,0.17,1212,0.00,0.00,16,10.59,11.50,5.80,-8.93,6.95,-1.39,0.64
51137,14.47,0.17,1206,0.00,0.00,16,10.59,12.00,5.80,-8.91,6.92,-1.39,0.64
51325,14.47,0.17,1202,0.00,0.00,16,10.59,12.50,5.80,-8.89,6.88,-1.39,0.64
51512,14.47,0.17,1218,0.00,0.00,16,10.59,10.50,5.80,-8.91,6.88,-1.39,0.64
51715,14.47,0.17,1202,0.00,0.00,16,10.59,10.00,5.80,-8.95,6.84,-1.39,0.64
51903,14.59,0.17,1213,0.00,0.00,16,10.59,11.50,5.80,-8.91,6.88,-1.39,0.64
52106,14.59,0.17,1207,0.00,0.00,16,10.59,11.00,5.80,-8.91,6.88,-1.39,0.64
52298,14.47,0.17,1208,0.00,0.00,16,10.59,11.50,5.80,-8.88,6.88,-1.39,0.64
52486,14.47,0.17,1223,0.00,0.00,16,10.59,10.00,5.80,-8.91,6.88,-1.39,0.64
52673,14.36,0.17,1201,0.00,0.00,16,10.59,12.50,5.80,-8.88,6.95,-1.08,0.64
52861,14.36,0.17,1214,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.88,-1.39,0.64
53064,14.36,0.17,1214,0.00,0.00,16,10.59,10.50,5.80,-8.88,6.88,-1.39,0.64
53251,14.36,0.17,1204,0.00,0.00,16,10.59,11.50,5.80,-8.84,6.92,-1.08,0.64
53444,14.47,0.17,1210,0.00,0.00,16,10.59,11.00,5.80,-8.89,6.95,-1.39,0.64
53631,14.36,0.17,1208,0.00,0.00,16,10.59,11.50,5.80,-8.89,6.92,-1.08,0.64
53819,14.36,0.17,1205,0.00,0.00,16,10.59,11.50,5.80,-8.88,6.95,-1.39,0.64
54006,14.24,0.17,1208,0.00,0.00,16,10.59,11.50,5.80,-8.89,6.92,-1.39,0.64
54199,14.47,0.17,1205,0.00,0.00,16,10.59,11.50,5.80,-8.91,6.92,-1.39,0.64
54401,14.47,0.17,1201,0.00,0.00,16,10.59,12.00,5.80,-8.89,6.84,-1.39,0.64
54589,14.47,0.17,1205,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.92,-1.39,0.64
54777,14.47,0.17,1204,0.00,0.00,16,10.59,11.50,5.80,-8.88,6.88,-1.08,0.64
54966,14.59,0.17,1213,0.00,0.00,16,10.59,10.50,5.80,-8.86,6.88,-1.39,0.64
55169,14.36,0.17,1210,0.00,0.00,16,10.59,10.50,5.80,-8.86,6.88,-1.08,0.64
55356,14.36,0.17,1209,0.00,0.00,16,10.59,11.00,5.80,-8.88,6.92,-1.08,0.64
55544,14.36,0.17,1203,0.00,0.00,16,10.59,11.50,5.80,-8.84,6.92,-1.08,0.64
55731,14.36,0.17,1224,0.00,0.00,16,10.59,9.50,5.80,-8.93,6.92,-1.39,0.64
58609,14.47,0.17,1217,0.00,0.00,16,10.59,10.50,5.80,-8.91,6.88,-1.39,0.64
58796,14.47,0.19,1212,0.00,0.00,16,10.59,11.50,5.80,-8.93,6.84,-1.39,0.64
58984,14.47,0.17,1212,0.00,0.00,16,10.59,11.00,5.80,-8.89,6.92,-1.08,0.64
59171,14.36,0.17,1191,0.00,0.00,16,10.59,10.50,5.80,-8.93,6.81,-1.39,0.64
59359,14.36,0.16,1200,0.00,0.00,16,10.59,12.00,5.80,-8.88,6.81,-1.39,0.64
59562,14.47,0.17,1192,0.00,0.00,16,10.59,12.50,5.80,-8.88,6.88,-1.08,0.64
59749,14.36,0.18,1183,0.00,0.00,16,10.59,13.00,5.95,-8.82,6.95,-1.08,0.64
59937,14.47,0.19,1197,0.00,0.00,16,10.59,11.50,5.95,-8.82,6.95,-1.39,0.64
60124,14.24,0.17,1192,0.00,0.00,16,10.59,11.50,5.95,-8.82,6.88,-1.08,0.64
60327,14.36,0.17,1193,0.00,0.00,16,10.59,11.50,5.95,-8.82,6.84,-1.39,0.64
60515,14.47,0.17,1188,0.00,0.00,16,10.59,11.50,5.95,-8.78,6.84,-1.08,0.64
60707,14.47,0.17,1210,0.00,0.00,16,10.59,9.50,5.80,-8.84,6.92,-1.39,0.64
60895,14.47,0.17,1202,0.00,0.00,16,10.59,10.50,5.80,-8.86,6.88,-1.39,0.64
61082,14.47,0.19,1197,0.00,0.00,16,10.59,11.00,5.95,-8.80,6.92,-1.08,0.64
61289,14.47,0.17,1199,0.00,0.00,16,10.59,10.50,5.95,-8.84,6.88,-1.08,0.64
61478,14.36,0.18,1193,0.00,0.00,16,10.59,11.50,5.95,-8.82,6.88,-1.08,0.64
61666,14.47,0.17,1198,0.00,0.00,16,10.59,12.00,5.95,-8.80,6.88,-1.08,0.64
61853,14.59,0.17,1184,0.00,0.00,16,10.59,11.50,5.95,-8.78,6.88,-1.08,0.64
62041,14.47,0.17,1187,0.00,0.00,16,10.59,11.50,5.95,-8.80,6.88,-1.39,0.64
62244,14.47,0.17,1198,0.00,0.00,16,10.59,10.50,5.95,-8.80,6.88,-1.08,0.64
62432,14.36,0.17,1189,0.00,0.00,16,10.59,11.50,5.95,-8.78,6.84,-1.08,0.64
62619,14.47,0.17,1213,0.00,0.00,16,10.59,8.50,5.95,-8.80,6.81,-1.39,0.64
62807,14.47,0.17,1190,0.00,0.00,16,10.59,11.00,5.95,-8.74,6.92,-1.08,0.64
62994,14.59,0.17,1192,0.00,0.00,16,10.59,11.00,5.95,-8.74,6.92,-1.08,0.64
63197,14.59,0.18,1184,0.00,0.00,16,10.59,11.50,5.95,-8.78,6.92,-1.08,0.64
63389,14.59,0.17,1193,0.00,0.00,16,10.59,10.50,5.95,-8.78,6.92,-1.08,0.64
66387,14.24,0.17,1213,0.00,0.00,16,10.59,9.50,5.80,-8.89,6.84,-1.39,0.64
66590,14.47,0.17,1198,0.00,0.00,16,10.59,11.50,5.80,-8.89,6.84,-1.08,0.64
66778,14.47,0.17,1184,0.00,0.00,16,10.59,12.50,5.80,-8.88,6.77,-1.08,0.64
66969,14.47,0.17,1191,0.00,0.00,16,10.59,11.00,5.80,-8.88,6.81,-1.08,0.64
67156,14.47,0.17,1208,0.00,0.00,16,10.59,9.50,5.80,-8.93,6.81,-1.39,0.64
67348,14.47,0.17,1204,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.84,-1.08,0.64
67539,14.47,0.17,1195,0.00,0.00,16,10.59,11.50,5.80,-8.88,6.77,-1.08,0.64
67727,14.59,0.17,1196,0.00,0.00,16,10.59,11.50,5.80,-8.89,6.81,-1.08,0.64
67914,14.47,0.17,1196,0.00,0.00,16,10.59,11.00,5.80,-8.89,6.81,-1.08,0.64
68117,14.47,0.17,1205,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.81,-1.39,0.64
68305,14.36,0.17,1202,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.81,-1.08,0.64
68493,14.47,0.17,1197,0.00,0.00,16,10.59,11.00,5.80,-8.89,6.73,-1.39,0.64
68680,14.47,0.17,1195,0.00,0.00,16,10.59,11.00,5.80,-8.89,6.73,-1.08,0.64
68883,14.47,0.17,1186,0.00,0.00,16,10.59,11.50,5.80,-8.86,6.77,-1.08,0.64
69071,14.47,0.17,1196,0.00,0.00,16,10.59,11.00,5.80,-8.88,6.73,-1.08,0.64
69258,14.59,0.17,1188,0.00,0.00,16,10.59,11.50,5.80,-8.86,6.70,-1.08,0.64
69446,14.47,0.17,1186,0.00,0.00,16,10.59,11.50,5.80,-8.84,6.77,-1.08,0.64
69649,14.59,0.17,1199,0.00,0.00,16,10.59,10.00,5.80,-8.86,6.81,-1.08,0.64
69838,14.59,0.17,1194,0.00,0.00,16,10.59,10.50,5.80,-8.88,6.77,-1.39,0.64
70025,14.59,0.19,1190,0.00,0.00,16,10.59,11.00,5.80,-8.84,6.81,-1.08,0.64
70213,14.47,0.17,1194,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.73,-1.39,0.64
70400,14.59,0.17,1183,0.00,0.00,16,10.59,11.50,5.80,-8.86,6.73,-1.08,0.64
70603,14.47,0.17,1178,0.00,0.00,16,10.59,12.50,5.80,-8.89,6.77,-1.08,0.64
70791,14.47,0.17,1201,0.00,0.00,16,10.59,9.00,5.80,-8.89,6.73,-1.39,0.64
70978,14.24,0.17,1197,0.00,0.00,16,10.59,10.50,5.80,-8.89,6.77,-1.08,0.64
71166,14.36,0.17,1192,0.00,0.00,16,10.59,10.50,5.80,-8.88,6.73,-1.08,0.64
94992,14.47,0.17,1155,0.00,0.00,16,10.23,10.00,5.95,-8.78,6.44,-1.08,0.64
95180,14.59,0.17,1138,0.00,0.00,16,10.23,11.50,5.95,-8.74,6.48,-1.08,0.64
95367,14.47,0.17,1157,0.00,0.00,16,10.23,9.50,5.95,-8.74,6.44,-1.08,0.64
95555,14.59,0.17,1157,0.00,0.00,16,10.23,9.50,5.95,-8.78,6.48,-1.08,0.64
95744,14.47,0.17,1144,0.00,0.00,16,10.23,10.50,5.95,-8.72,6.48,-1.08,0.64
95934,14.36,0.17,1131,0.00,0.00,16,10.23,12.00,5.95,-8.72,6.48,-1.08,0.64
96137,14.47,0.17,1144,0.00,0.00,16,10.23,10.50,5.95,-8.72,6.40,-1.08,0.64
98958,14.47,0.17,1140,0.00,0.00,16,10.23,10.50,5.95,-8.74,6.40,-1.08,0.64
99161,14.59,0.17,1138,0.00,0.00,16,10.23,10.50,5.95,-8.78,6.40,-1.08,0.64
99348,14.47,0.17,1136,0.00,0.00,16,10.23,11.00,5.95,-8.78,6.33,-1.08,0.64
99536,14.47,0.17,1156,0.00,0.00,16,10.23,9.00,5.95,-8.78,6.40,-1.08,0.64
99725,14.47,0.17,1148,0.00,0.00,16,10.23,11.00,5.95,-8.76,6.33,-1.08,0.64
99912,14.36,0.17,1138,0.00,0.00,16,10.23,10.50,5.95,-8.78,6.37,-1.08,0.64
100100,14.24,0.17,1154,0.00,0.00,16,10.23,9.00,5.95,-8.78,6.37,-1.08,0.64
100303,14.36,0.17,1142,0.00,0.00,16,10.23,10.50,5.95,-8.78,6.33,-1.08,0.64
100490,14.36,0.17,1145,0.00,0.00,16,10.23,10.00,5.95,-8.82,6.33,-1.08,0.64
100678,14.36,0.17,1136,0.00,0.00,16,10.23,10.50,5.95,-8.76,6.40,-1.08,0.64
100865,14.47,0.17,1142,0.00,0.00,16,10.23,10.50,5.95,-8.74,6.33,-1.08,0.64
101053,14.36,0.17,1137,0.00,0.00,16,10.23,10.50,5.95,-8.76,6.33,-1.08,0.64
101240,14.59,0.17,1142,0.00,0.00,16,10.23,10.00,5.95,-8.78,6.37,-1.08,0.64
101443,14.59,0.17,1141,0.00,0.00,16,10.23,10.00,5.95,-8.74,6.37,-1.08,0.64
101632,14.47,0.17,1138,0.00,0.00,16,10.23,11.50,5.95,-8.72,6.40,-1.08,0.64
101819,14.36,0.17,1123,0.00,0.00,16,10.23,10.50,5.95,-8.72,6.40,-1.08,0.64
102009,14.36,0.17,1139,0.00,0.00,16,10.23,9.50,5.95,-8.74,6.33,-1.08,0.64
102196,14.59,0.17,1140,0.00,0.00,16,10.23,9.50,5.95,-8.76,6.33,-1.08,0.64
102384,14.47,0.17,1137,0.00,0.00,16,10.23,10.00,5.95,-8.78,6.29,-1.08,0.64
102571,14.47,0.17,1132,0.00,0.00,16,10.23,10.00,5.95,-8.72,6.40,-1.08,0.64
102774,14.59,0.17,1127,0.00,0.00,16,10.23,10.50,5.95,-8.72,6.33,-1.08,0.64
102962,14.59,0.17,1132,0.00,0.00,16,10.23,10.50,5.95,-8.72,6.33,-1.08,0.64
103150,14.70,0.17,1125,0.00,0.00,16,10.23,10.50,5.95,-8.70,6.37,-1.08,0.64
103353,14.59,0.17,1128,0.00,0.00,16,10.23,10.00,6.09,-8.70,6.40,-1.08,0.64
103534,14.59,0.17,1138,0.00,0.00,16,10.23,8.50,5.95,-8.68,6.33,-1.08,0.64
103737,14.47,0.17,1116,0.00,0.00,16,10.23,11.00,5.95,-8.68,6.37,-1.08,0.64
103924,14.47,0.17,1127,0.00,0.00,16,10.23,9.50,5.95,-8.70,6.37,-1.08,0.64
106778,14.47,0.17,1131,0.00,0.00,16,10.23,9.00,6.09,-8.68,6.37,-1.08,0.64
106981,14.47,0.17,1128,0.00,0.00,16,10.23,9.50,6.09,-8.68,6.37,-1.08,0.64
107168,14.36,0.17,1114,0.00,0.00,16,10.23,11.00,5.95,-8.68,6.33,-1.08,0.64
107356,14.47,0.16,1115,0.00,0.00,16,10.23,10.50,5.95,-8.68,6.37,-1.08,0.64
107543,14.70,0.17,1132,0.00,0.00,16,10.23,9.50,5.95,-8.68,6.33,-1.08,0.64
107731,14.59,0.17,1110,0.00,0.00,16,10.23,11.50,5.95,-8.68,6.37,-1.08,0.64
107934,14.59,0.17,1123,0.00,0.00,16,10.23,10.00,5.95,-8.70,6.44,-1.08,0.64
108122,14.59,0.17,1135,0.00,0.00,16,10.23,9.00,5.95,-8.68,6.40,-1.08,0.64
108314,14.36,0.17,1112,0.00,0.00,16,10.23,10.00,5.95,-8.68,6.37,-1.08,0.64
