Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
2684,-4.69,0.00,14.36,8,0.23,798,0.00,0.00,13.54,16,9.88,8.50,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
2780,-3.91,0.00,14.47,8,0.24,785,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.17,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
2876,-3.91,0.00,14.59,8,0.24,782,0.00,0.00,13.54,16,9.88,10.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
2973,-3.91,0.00,14.47,8,0.24,772,0.00,0.00,13.54,16,9.88,11.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3068,-3.12,0.00,14.70,8,0.24,782,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3164,-3.91,0.00,14.70,8,0.24,783,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
3260,-3.12,0.00,14.81,8,0.24,787,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3356,-3.12,0.00,14.81,8,0.24,780,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.7,21.4
3452,-3.91,0.00,14.81,8,0.24,784,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
3548,-3.91,0.00,14.70,8,0.23,801,0.00,0.00,13.54,16,9.88,8.00,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3644,-3.91,0.00,14.47,8,0.23,800,0.00,0.00,13.54,16,9.88,8.00,151,4.50,-10.15,3.06,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
3740,-4.69,0.00,14.47,8,0.23,782,0.00,0.00,13.54,16,9.88,8.00,151,4.50,-10.21,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3836,-3.91,0.00,14.47,8,0.24,784,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.17,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
3931,-3.91,0.00,14.47,8,0.24,773,0.00,0.00,13.54,16,9.88,11.00,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.4
4027,-3.91,0.00,14.70,8,0.24,786,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
4123,-3.12,0.00,14.81,8,0.24,777,0.00,0.00,13.54,16,9.88,10.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
4220,-3.12,0.00,14.81,8,0.24,771,0.00,0.00,13.54,16,9.88,11.00,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
4315,-3.12,0.00,14.81,8,0.24,784,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.14,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
4411,-3.12,0.00,14.81,8,0.24,785,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
4507,-3.91,0.00,14.81,8,0.24,786,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
4603,-3.12,0.00,14.81,8,0.24,784,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
4699,-3.12,0.00,14.70,8,0.24,780,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
4794,-3.12,0.00,14.81,8,0.23,786,0.00,0.00,13.54,16,9.88,8.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
4890,-3.12,0.00,14.70,8,0.23,794,0.00,0.00,13.54,16,9.88,8.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
4987,-3.12,0.00,14.70,8,0.24,796,0.00,0.00,13.54,16,9.88,8.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
5084,-3.12,0.00,14.81,8,0.24,791,0.00,0.00,13.54,16,9.88,9.00,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
5179,-3.91,0.00,14.59,8,0.24,777,0.00,0.00,13.54,16,9.88,10.50,151,4.50,-10.17,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
5275,-3.91,0.00,14.59,8,0.24,773,0.00,0.00,13.54,16,9.88,11.00,151,4.50,-10.17,3.14,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
5370,-3.12,0.00,14.70,8,0.24,780,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.14,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
5466,-3.12,0.00,14.59,8,0.24,782,0.00,0.00,13.54,16,9.88,10.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
5563,-3.12,0.00,14.81,8,0.24,789,0.00,0.00,13.54,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
5659,-3.12,0.00,14.81,8,0.23,800,0.00,0.00,13.54,16,9.88,8.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
5755,-3.12,0.00,14.70,8,0.23,779,0.00,0.00,13.54,16,9.88,10.50,151,4.50,-10.19,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
5851,-3.91,0.00,14.70,8,0.24,782,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
5946,-3.91,0.00,14.47,8,0.24,793,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
6042,-3.91,0.00,14.47,8,0.23,791,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.21,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
6138,-3.91,0.00,14.59,8,0.24,794,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.21,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
6234,-3.91,0.00,14.47,8,0.24,788,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
6329,-3.91,0.00,14.59,8,0.24,788,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
6425,-3.12,0.00,14.70,8,0.24,776,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.3
6522,-3.91,0.00,14.70,8,0.24,772,0.00,0.00,13.63,16,9.88,11.00,151,4.50,-10.15,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.4
6617,-3.91,0.00,14.70,8,0.24,783,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.4
6714,-3.12,0.00,14.59,8,0.24,787,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
6810,-3.91,0.00,14.36,8,0.24,791,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.4
6906,-3.91,0.00,14.59,8,0.23,799,0.00,0.00,13.63,16,9.88,8.00,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.3
7001,-3.91,0.00,14.47,8,0.24,786,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.3
7097,-3.91,0.00,14.47,8,0.24,774,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.17,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
7194,-3.12,0.00,14.47,8,0.24,779,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7289,-3.12,0.00,14.59,8,0.24,791,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7385,-3.12,0.00,14.70,8,0.24,794,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.15,3.14,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7481,-3.12,0.00,14.70,8,0.24,794,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.16,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7577,-3.12,0.00,14.81,8,0.24,777,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7672,-3.12,0.00,14.81,8,0.24,789,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.15,3.14,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
7769,-3.12,0.00,14.70,8,0.24,786,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
7864,-3.12,0.00,14.81,8,0.24,789,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
7960,-3.12,0.00,14.81,8,0.24,792,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
8056,-2.34,0.00,14.93,8,0.24,780,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.17,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
8152,-3.12,0.00,14.81,8,0.24,790,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.17,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
8249,-3.12,0.00,14.81,8,0.24,786,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
8344,-3.12,0.00,14.81,8,0.24,785,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.14,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
8440,-2.34,0.00,14.93,8,0.24,794,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.19,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
8537,-3.12,0.00,14.81,8,0.24,786,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.6,21.4
8632,-3.12,0.00,14.81,8,0.24,788,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,57.6,21.4
8727,-3.12,0.00,14.81,8,0.24,786,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.6,21.4
8824,-3.12,0.00,14.70,8,0.24,778,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.17,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.6,21.4
8919,-3.12,0.00,14.70,8,0.24,782,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
9015,-3.12,0.00,14.70,8,0.23,796,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.17,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
9112,-3.91,0.00,14.47,8,0.23,796,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.21,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
9207,-3.91,0.00,14.59,8,0.23,794,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
9303,-3.12,0.00,14.59,8,0.24,792,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.17,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
9400,-3.12,0.00,14.47,8,0.24,788,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
9495,-3.12,0.00,14.70,8,0.24,790,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
9591,-3.12,0.00,14.59,8,0.24,785,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
9687,-2.34,0.00,14.81,8,0.24,789,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
9783,-2.34,0.00,14.81,8,0.24,783,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.15,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,21.4
9878,-3.12,0.00,14.81,8,0.24,776,0.00,0.00,13.63,16,9.88,10.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
9974,-3.12,0.00,14.70,8,0.24,787,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
10071,-3.12,0.00,14.59,8,0.23,794,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
10166,-3.12,0.00,14.59,8,0.23,792,0.00,0.00,13.63,16,9.88,8.00,151,4.50,-10.21,3.06,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
10262,-3.12,0.00,14.59,8,0.24,789,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
10358,-3.12,0.00,14.59,8,0.24,776,0.00,0.00,13.63,16,9.88,11.50,151,4.50,-10.19,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
10454,-3.12,0.00,14.59,8,0.24,783,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
10550,-3.12,0.00,14.70,8,0.23,785,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
10646,-3.12,0.00,14.59,8,0.24,785,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.06,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
10741,-2.34,0.00,14.81,8,0.23,787,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
10837,-2.34,0.00,14.81,8,0.24,789,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.15,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
10934,-3.12,0.00,14.59,8,0.24,790,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
11029,-3.12,0.00,14.70,8,0.23,796,0.00,0.00,13.63,16,9.88,8.50,151,4.50,-10.21,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
11125,-3.12,0.00,14.70,8,0.23,794,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.19,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
11221,-3.12,0.00,14.70,8,0.23,782,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.21,3.06,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
11317,-2.34,0.00,14.70,8,0.24,784,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.15,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
11412,-2.34,0.00,14.70,8,0.24,781,0.00,0.00,13.63,16,9.88,11.00,151,4.50,-10.17,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.3
11509,-2.34,0.00,14.81,8,0.24,787,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.17,3.11,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,21.4
11605,-2.34,0.00,14.81,8,0.23,793,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.15,3.11,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.7,21.4
11700,-2.34,0.00,14.81,8,0.23,781,0.00,0.00,13.63,16,9.88,10.00,151,4.50,-10.17,3.06,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.7,21.4
11797,-2.34,0.00,14.81,8,0.24,788,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.21,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
11893,-2.34,0.00,14.70,8,0.24,785,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.17,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
11989,-2.34,0.00,14.70,8,0.24,791,0.00,0.00,13.63,16,9.88,9.00,151,4.50,-10.19,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.4
12085,-2.34,0.00,14.81,8,0.23,787,0.00,0.00,13.63,16,9.88,9.50,151,4.50,-10.19,3.09,1.18,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
12181,-2.34,0.00,14.81,8,0.24,773,0.00,0.00,13.63,16,9.88,11.00,151,4.50,-10.17,3.09,1.20,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.3
