Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-5.47,0.00,14.47,7,0.24,828,0.00,0.00,14.67,16,9.88,9.50,113,4.93,-9.84,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
86,-4.69,0.00,14.47,7,0.25,828,0.00,0.00,14.68,16,9.88,9.50,113,4.79,-9.84,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
173,-4.69,0.00,14.47,7,0.25,836,0.00,0.00,14.69,16,9.88,8.50,113,4.79,-9.86,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
260,-4.69,0.00,14.59,7,0.25,836,0.00,0.00,14.69,16,9.88,9.00,113,4.79,-9.84,3.39,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
347,-4.69,0.00,14.70,7,0.25,827,0.00,0.00,14.70,16,9.88,9.50,113,4.79,-9.84,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
434,-4.69,0.00,14.70,7,0.25,819,0.00,0.00,14.70,16,9.88,10.00,113,4.93,-9.82,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
521,-4.69,0.00,14.81,7,0.25,828,0.00,0.00,14.70,16,9.88,10.50,113,4.93,-9.82,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
607,-4.69,0.00,14.81,7,0.25,825,0.00,0.00,14.70,16,9.88,9.50,113,4.93,-9.82,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
695,-4.69,0.00,14.81,7,0.24,826,0.00,0.00,14.70,16,9.88,8.00,113,4.93,-9.82,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
781,-3.91,0.00,14.81,7,0.25,837,0.00,0.00,14.70,16,9.88,9.00,113,4.93,-9.82,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
867,-4.69,0.00,14.70,7,0.24,835,0.00,0.00,14.70,16,9.88,8.50,113,4.93,-9.84,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
954,-4.69,0.00,14.81,7,0.24,834,0.00,0.00,14.70,16,9.88,8.00,113,4.79,-9.84,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
1040,-3.91,0.00,14.81,7,0.24,839,0.00,0.00,14.70,16,9.88,8.00,113,4.79,-9.86,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
1128,-3.91,0.00,14.70,7,0.25,836,0.00,0.00,14.70,16,9.88,8.50,113,4.79,-9.84,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
1214,-3.91,0.00,14.81,7,0.24,841,0.00,0.00,14.70,16,9.88,9.00,113,4.79,-9.86,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
1301,-3.91,0.00,14.81,7,0.24,834,0.00,0.00,14.70,16,9.88,8.00,113,4.79,-9.86,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
1388,-3.91,0.00,14.81,7,0.24,823,0.00,0.00,14.70,16,9.88,10.50,113,4.79,-9.86,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
1474,-3.91,0.00,14.81,7,0.24,828,0.00,0.00,14.70,16,9.88,10.00,113,4.79,-9.86,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
1561,-3.91,0.00,14.81,7,0.24,826,0.00,0.00,14.70,16,9.88,9.50,113,4.79,-9.86,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
1649,-3.91,0.00,14.81,7,0.25,836,0.00,0.00,14.70,16,9.88,9.00,113,4.79,-9.86,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
1735,-3.91,0.00,14.81,7,0.24,830,0.00,0.00,14.70,16,9.88,9.50,113,4.79,-9.86,3.39,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
1822,-3.91,0.00,14.70,7,0.24,830,0.00,0.00,14.70,16,9.88,9.00,113,4.79,-9.84,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
1909,-3.91,0.00,14.70,7,0.25,834,0.00,0.00,14.70,16,9.88,9.00,113,4.79,-9.86,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
1995,-4.69,0.00,14.59,7,0.25,814,0.00,0.00,14.70,16,9.88,11.50,113,4.79,-9.82,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2082,-3.91,0.00,14.59,7,0.25,808,0.00,0.00,14.70,16,9.88,11.50,113,4.93,-9.82,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2169,-4.69,0.00,14.59,7,0.25,824,0.00,0.00,14.70,16,9.88,10.00,113,4.93,-9.80,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2256,-4.69,0.00,14.59,7,0.25,828,0.00,0.00,14.70,16,9.88,9.50,113,4.93,-9.82,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2343,-4.69,0.00,14.59,7,0.25,828,0.00,0.00,14.70,16,9.88,9.50,113,4.93,-9.82,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2429,-4.69,0.00,14.59,7,0.25,832,0.00,0.00,14.70,16,9.88,9.00,113,4.93,-9.82,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2516,-3.91,0.00,14.70,7,0.25,839,0.00,0.00,14.70,16,9.88,8.00,113,4.93,-9.82,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2602,-3.91,0.00,14.70,7,0.25,829,0.00,0.00,14.70,16,9.88,10.00,113,4.93,-9.82,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2690,-3.91,0.00,14.81,7,0.25,814,0.00,0.00,14.70,16,9.88,11.00,113,4.93,-9.82,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2776,-3.91,0.00,14.70,7,0.25,814,0.00,0.00,14.70,16,9.88,10.50,113,4.93,-9.82,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2864,-3.91,0.00,14.81,7,0.25,804,0.00,0.00,14.70,16,9.88,10.50,113,4.93,-9.77,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2950,-3.91,0.00,14.81,7,0.25,824,0.00,0.00,14.70,16,9.88,9.50,113,4.93,-9.77,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3036,-3.91,0.00,14.70,7,0.25,830,0.00,0.00,14.70,16,9.88,9.00,113,4.93,-9.78,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3124,-3.91,0.00,14.70,7,0.24,836,0.00,0.00,14.70,16,9.88,8.50,113,4.93,-9.80,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3210,-3.91,0.00,14.70,7,0.25,834,0.00,0.00,14.70,16,9.88,9.00,113,4.93,-9.80,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3297,-3.91,0.00,14.59,7,0.25,804,0.00,0.00,14.70,16,9.88,11.50,113,4.93,-9.75,3.39,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3383,-3.91,0.00,14.59,7,0.25,810,0.00,0.00,14.70,16,9.88,11.00,113,4.93,-9.77,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3471,-4.69,0.00,14.59,7,0.25,810,0.00,0.00,14.70,16,9.88,10.00,113,4.93,-9.77,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
