Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,7.81,0.00,14.70,8,0.24,1000,0.00,0.00,13.07,16,9.88,8.50,120,4.79,-9.96,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.80
87,7.81,0.00,14.70,8,0.24,1009,0.00,0.00,13.07,16,9.88,9.00,118,4.79,-9.94,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
174,7.81,0.00,14.81,8,0.24,1008,0.00,0.00,13.07,16,9.88,9.50,118,4.79,-9.96,4.06,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.90
261,7.81,0.00,14.70,8,0.24,988,0.00,0.00,13.07,16,9.88,11.50,118,4.79,-9.94,4.03,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
348,7.81,0.00,14.81,8,0.24,991,0.00,0.00,13.07,16,9.88,10.50,120,4.79,-9.92,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
435,7.81,0.00,14.81,8,0.25,1002,0.00,0.00,13.07,16,9.88,9.50,120,4.79,-9.92,4.06,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
521,7.81,0.00,14.81,8,0.25,982,0.00,0.00,13.07,16,9.88,11.50,120,4.79,-9.92,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
607,7.81,0.00,14.70,8,0.24,996,0.00,0.00,13.07,16,9.88,10.00,118,4.79,-9.90,4.06,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
695,7.03,0.00,14.59,8,0.24,1004,0.00,0.00,13.07,16,9.88,9.50,118,4.79,-9.92,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
781,7.03,0.00,14.70,8,0.24,1004,0.00,0.00,13.07,16,9.88,9.00,118,4.79,-9.92,4.03,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.00
