Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,15.73,0.12,850,0.00,0.00,16,14.10,11.50,4.93,3.52,-1.30,0.64
172,15.73,0.12,856,0.00,0.00,16,14.10,11.50,4.93,3.47,-1.30,0.64
344,15.73,0.13,850,0.00,0.00,16,14.10,13.50,4.79,3.52,-1.30,0.64
516,15.50,0.12,854,0.00,0.00,16,14.10,12.50,4.93,3.47,-1.30,0.64
688,15.50,0.12,851,0.00,0.00,16,14.10,12.00,4.79,3.38,-1.30,0.64
859,15.39,0.12,848,0.00,0.00,16,14.10,13.00,4.79,3.42,-1.30,0.64
1031,15.50,0.12,850,0.00,0.00,16,14.10,13.00,4.79,3.40,-1.30,0.64
1203,15.39,0.12,852,0.00,0.00,16,14.10,14.00,4.79,3.38,-1.30,0.64
1375,15.39,0.12,842,0.00,0.00,16,14.10,14.00,4.79,3.38,-1.30,0.64
4350,15.62,0.35,2756,0.00,0.00,16,41.88,41.50,10.45,32.26,0.83,1.14
4522,15.04,0.38,2529,0.00,0.00,16,40.12,39.00,11.03,31.36,1.76,1.14
4694,14.24,0.40,2143,0.00,0.00,16,36.60,36.00,12.04,29.03,2.05,1.14
4866,13.67,0.43,1896,0.00,0.00,16,31.68,31.00,12.33,25.59,2.36,1.14
5037,14.24,0.42,1682,0.00,0.00,16,29.57,29.00,12.91,24.13,1.76,1.14
5209,14.36,0.44,1590,0.00,0.00,16,28.52,28.50,13.35,22.41,1.45,1.14
5397,14.70,0.41,1556,0.00,0.00,16,30.27,29.50,13.49,21.89,1.45,1.14
5569,14.93,0.40,1825,0.00,0.00,16,34.14,33.00,12.91,24.22,2.05,1.14
5741,15.04,0.38,1990,0.00,0.00,16,36.95,36.50,12.33,25.38,2.05,1.10
5915,15.04,0.31,2118,0.00,0.00,16,41.17,41.00,10.59,16.22,-2.20,0.84
6087,13.44,0.19,2184,0.00,0.00,16,37.66,39.50,7.25,11.56,-2.20,0.82
6259,12.52,0.16,2254,0.00,0.00,16,27.46,27.00,6.09,12.19,-2.51,0.82
6431,13.55,0.16,2268,0.00,0.00,16,22.19,22.50,5.95,11.71,-2.82,0.80
6603,14.47,0.15,2270,0.00,0.00,16,16.56,18.00,5.37,10.03,-2.82,0.70
6778,14.47,0.10,2205,0.00,0.00,16,15.86,15.50,4.21,6.11,-2.51,0.64
6950,14.36,0.10,2187,0.00,0.00,16,9.18,8.50,3.34,7.46,-2.51,0.64
7122,14.93,0.10,2114,0.00,0.00,16,14.45,14.00,3.63,7.50,-2.20,0.64
7294,16.88,0.10,2084,0.00,0.00,16,14.45,14.00,3.48,6.70,-1.90,0.64
7462,18.95,0.10,1978,0.00,0.00,16,14.10,14.00,3.48,6.40,-1.60,0.64
7634,22.16,0.10,1944,0.00,0.00,16,14.10,14.00,3.48,6.22,-1.60,0.64
7807,23.66,0.10,1891,0.00,0.00,16,14.10,14.00,3.34,6.00,-1.60,0.64
7979,22.39,0.11,1805,0.00,0.00,16,14.10,14.00,3.34,6.29,-1.60,0.66
8151,24.35,0.11,1733,0.00,0.00,16,14.10,14.00,3.48,6.37,-1.60,0.66
8323,22.39,0.11,1718,0.00,0.00,16,14.10,14.00,3.63,6.29,-1.60,0.66
8495,22.39,0.12,1620,0.00,0.00,16,14.10,14.00,3.77,6.48,-1.60,0.68
8666,22.62,0.11,1608,0.00,0.00,16,16.56,16.00,4.06,5.78,-1.60,0.70
8838,22.62,0.11,1576,0.00,0.00,16,19.02,19.00,3.92,5.91,-1.60,0.70
9010,22.51,0.12,1540,0.00,0.00,16,21.84,21.00,3.92,5.98,-1.60,0.72
9182,22.28,0.12,1540,0.00,0.00,16,25.70,25.00,4.06,6.40,-1.60,0.72
9354,19.18,0.12,1529,0.00,0.00,16,26.05,25.50,4.35,6.22,-1.60,0.72
9526,15.85,0.12,1501,0.00,0.00,16,26.05,25.00,4.50,6.15,-1.60,0.72
9702,15.27,0.13,1515,0.00,0.00,16,26.05,25.50,4.50,6.37,-1.60,0.74
9879,15.39,0.13,1522,0.00,0.00,16,26.05,25.50,4.64,6.40,-1.60,0.74
10049,15.73,0.14,1515,0.00,0.00,16,25.70,25.00,4.64,6.62,-1.60,0.74
10221,15.73,0.14,1520,0.00,0.00,16,26.76,26.00,4.93,7.21,-1.60,0.76
10393,15.62,0.14,1530,0.00,0.00,16,26.41,26.00,5.08,7.21,-1.60,0.76
10565,15.04,0.15,1526,0.00,0.00,16,27.11,26.50,5.08,7.46,-1.60,0.76
10737,14.81,0.16,1544,0.00,0.00,16,27.46,26.50,5.37,8.03,-1.60,0.78
10909,14.59,0.18,1598,0.00,0.00,16,28.87,28.50,5.80,9.31,-1.60,0.80
11081,14.59,0.18,1614,0.00,0.00,16,29.22,29.00,5.95,9.66,-1.60,0.82
11253,14.24,0.18,1658,0.00,0.00,16,30.27,29.50,6.24,9.83,-1.60,0.82
11424,14.36,0.18,1718,0.00,0.00,16,30.98,30.50,6.09,10.13,-1.60,0.82
11610,14.70,0.18,1740,0.00,0.00,16,32.03,31.50,6.09,10.64,-1.60,0.82
11783,14.93,0.18,1783,0.00,0.00,16,32.73,32.00,6.09,10.78,-1.60,0.84
11955,14.70,0.18,1820,0.00,0.00,16,33.44,33.00,6.09,10.79,-1.60,0.84
12127,14.59,0.17,1860,0.00,0.00,16,34.14,33.00,5.95,10.94,-1.60,0.84
12300,14.47,0.17,1938,0.00,0.00,16,34.84,34.00,5.95,10.79,-1.60,0.82
12472,14.47,0.15,1949,0.00,0.00,16,34.14,33.50,5.66,9.39,-1.60,0.78
12644,14.36,0.14,1984,0.00,0.00,16,33.79,33.00,4.93,8.03,-1.60,0.74
12816,14.01,0.10,1962,0.00,0.00,16,32.03,31.50,4.06,6.29,-1.60,0.72
12988,13.55,0.10,1952,0.00,0.00,16,32.03,31.50,3.92,6.18,-1.60,0.72
13159,13.44,0.10,1937,0.00,0.00,16,31.68,31.00,3.77,6.44,-1.60,0.72
13331,14.13,0.10,1942,0.00,0.00,16,32.03,31.50,3.63,6.59,-1.60,0.72
13503,14.70,0.10,1888,0.00,0.00,16,30.98,30.50,3.63,6.44,-1.60,0.72
13675,15.27,0.10,1872,0.00,0.00,16,30.98,30.50,3.63,6.37,-1.60,0.72
13847,15.62,0.10,1883,0.00,0.00,16,30.98,30.50,3.63,6.44,-1.60,0.72
14019,15.39,0.11,1848,0.00,0.00,16,30.62,30.00,3.63,6.59,-1.60,0.72
14191,15.27,0.11,1842,0.00,0.00,16,30.27,29.50,3.63,6.62,-1.60,0.72
14362,14.93,0.11,1835,0.00,0.00,16,29.92,29.50,3.77,6.66,-1.60,0.72
14534,14.81,0.11,1812,0.00,0.00,16,29.92,29.50,3.77,6.62,-1.60,0.72
14706,14.36,0.11,1795,0.00,0.00,16,29.92,29.00,3.77,6.55,-1.60,0.72
14878,14.13,0.10,1780,0.00,0.00,16,29.57,28.00,3.77,5.43,-1.60,0.64
15065,14.24,0.08,1718,0.00,0.00,16,21.13,21.50,3.05,4.73,-1.60,0.64
15237,14.59,0.09,1678,0.00,0.00,16,14.10,14.00,3.19,4.85,-1.60,0.64
15409,15.04,0.10,1580,0.00,0.00,16,14.10,14.00,3.48,4.85,-1.60,0.64
15581,17.69,0.10,1424,0.00,0.00,16,14.10,14.00,3.63,4.53,-1.60,0.64
15753,20.10,0.11,1332,0.00,0.00,16,14.10,22.00,3.63,4.46,-1.60,0.64
15925,21.48,0.11,1255,0.00,0.00,16,14.10,22.00,3.63,4.48,-1.60,0.64
16097,22.74,0.11,1223,0.00,0.00,16,14.10,22.00,3.48,4.40,-1.60,0.64
16269,22.97,0.12,1180,0.00,0.00,16,14.10,22.00,3.48,4.37,-1.30,0.64
16440,22.74,0.12,1092,0.00,0.00,16,14.10,22.00,3.63,4.32,-1.30,0.64
16612,21.82,0.12,1053,0.00,0.00,16,14.10,22.00,3.77,4.24,-1.30,0.64
16784,19.06,0.12,1037,0.00,0.00,16,14.10,22.00,3.77,4.07,-1.30,0.64
16956,14.93,0.12,1024,0.00,0.00,16,14.10,22.00,3.92,3.96,-1.30,0.64
17128,13.09,0.11,1006,0.00,0.00,16,14.10,22.00,4.06,3.80,-1.30,0.64
17300,12.75,0.11,1001,0.00,0.00,16,14.10,22.00,4.06,3.72,-1.30,0.64
17467,12.52,0.11,998,0.00,0.00,16,14.10,22.00,4.21,3.65,-1.30,0.64
17639,12.52,0.14,994,0.00,0.00,16,14.10,13.50,4.21,4.71,-1.30,0.72
17811,12.86,0.23,968,0.00,0.00,16,17.27,17.50,5.51,8.15,-1.30,0.80
17998,13.90,0.25,1253,0.00,0.00,16,28.16,27.50,7.55,10.69,-1.30,0.86
18170,13.21,0.24,1492,0.00,0.00,16,29.22,29.00,8.13,12.85,-1.60,0.88
18342,14.13,0.25,1714,0.00,0.00,16,33.09,32.00,8.27,13.96,-1.60,0.92
18506,16.65,0.25,1844,0.00,0.00,16,35.20,35.00,8.13,15.19,-1.60,0.92
18678,16.31,0.25,1886,0.00,0.00,16,36.25,36.00,8.13,15.48,-1.60,0.92
18849,15.16,0.26,1885,0.00,0.00,16,36.60,36.00,8.13,16.07,-1.60,0.94
19021,14.81,0.27,1851,0.00,0.00,16,35.90,35.50,8.27,16.58,-1.60,0.94
19193,14.59,0.28,1774,0.00,0.00,16,33.44,32.50,8.56,16.44,-1.60,0.94
19381,14.36,0.32,1573,0.00,0.00,16,32.38,32.00,9.43,16.44,-1.60,0.94
19542,13.90,0.34,1474,0.00,0.00,16,30.98,30.50,9.87,16.00,-1.60,0.94
19714,13.55,0.34,1356,0.00,0.00,16,29.22,29.00,10.59,15.85,-1.60,0.94
19886,14.24,0.31,1458,0.00,0.00,16,31.33,30.50,10.74,15.06,-1.60,0.94
20058,14.36,0.31,1540,0.00,0.00,16,32.03,31.50,10.59,16.29,-1.60,0.96
20230,15.16,0.30,1710,0.00,0.00,16,34.49,33.50,10.16,16.82,-1.60,0.96
20401,15.04,0.29,1802,0.00,0.00,16,35.90,35.00,9.43,17.33,-1.60,0.96
20586,14.81,0.28,1925,0.00,0.00,16,38.36,38.00,9.14,17.48,-1.60,0.96
20758,14.47,0.26,2022,0.00,0.00,16,40.12,39.00,8.71,17.79,-1.90,0.96
20930,14.70,0.25,2135,0.00,0.00,16,41.17,40.50,8.56,17.86,-1.90,0.94
