Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1735,0.00,0.00,14.47,7,0.21,857,0.00,0.00,14.22,16,9.88,17.00,99,4.35,-10.36,3.03,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
1822,0.00,0.00,14.47,7,0.22,850,0.00,0.00,14.22,16,9.88,17.50,99,4.35,-10.31,3.03,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1909,0.00,0.00,14.47,7,0.22,847,0.00,0.00,14.23,16,9.88,17.00,99,4.35,-10.31,3.05,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
1996,0.00,0.00,14.47,7,0.21,851,0.00,0.00,14.24,16,9.88,16.00,99,4.50,-10.29,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
2083,0.00,0.00,14.47,7,0.21,849,0.00,0.00,14.25,16,9.88,16.00,99,4.35,-10.25,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
2169,0.00,0.00,14.47,7,0.21,846,0.00,0.00,14.25,16,9.88,15.50,99,4.50,-10.25,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
2255,0.00,0.00,14.47,7,0.22,841,0.00,0.00,14.26,16,9.88,15.50,99,4.50,-10.25,3.03,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
2343,0.00,0.00,14.47,7,0.22,839,0.00,0.00,14.27,16,9.88,15.50,99,4.50,-10.23,3.00,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2429,0.00,0.00,14.47,7,0.22,838,0.00,0.00,14.27,16,9.88,15.50,99,4.50,-10.23,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2517,0.00,0.00,14.47,7,0.22,840,0.00,0.00,14.28,16,9.88,15.00,99,4.50,-10.21,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2603,0.00,0.00,14.47,7,0.21,834,0.00,0.00,14.28,16,9.88,15.00,99,4.50,-10.21,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2690,0.00,0.00,14.47,7,0.22,825,0.00,0.00,14.30,16,9.88,15.50,99,4.50,-10.21,2.97,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2776,0.00,0.00,14.59,7,0.22,822,0.00,0.00,14.30,16,9.88,15.50,99,4.50,-10.17,3.00,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2863,0.00,0.00,14.59,7,0.22,827,0.00,0.00,14.31,16,9.88,14.00,99,4.50,-10.15,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2951,0.00,0.00,14.59,7,0.22,824,0.00,0.00,14.31,16,9.88,14.00,99,4.50,-10.15,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3037,0.00,0.00,14.59,7,0.22,810,0.00,0.00,14.32,16,9.88,14.50,99,4.50,-10.11,2.96,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3124,0.00,0.00,14.59,7,0.22,813,0.00,0.00,14.32,16,9.88,14.50,99,4.64,-10.11,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
3210,0.00,0.00,14.59,7,0.22,808,0.00,0.00,14.34,16,9.88,15.00,99,4.64,-10.11,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3298,0.00,0.00,14.59,7,0.22,816,0.00,0.00,14.34,16,9.88,14.00,99,4.64,-10.11,3.00,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3384,0.00,0.00,14.59,7,0.22,806,0.00,0.00,14.34,16,9.88,14.00,99,4.64,-10.09,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3470,0.00,0.00,14.59,7,0.22,806,0.00,0.00,14.35,16,9.88,14.00,99,4.64,-10.06,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3558,0.00,0.00,14.59,7,0.22,814,0.00,0.00,14.36,16,9.88,13.00,99,4.64,-10.06,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3645,0.00,0.00,14.70,7,0.22,813,0.00,0.00,14.36,16,9.88,12.50,99,4.64,-10.06,2.94,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3732,0.00,0.00,14.70,7,0.22,808,0.00,0.00,14.37,16,9.88,13.00,99,4.64,-10.06,2.97,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
3818,0.00,0.00,14.70,7,0.22,799,0.00,0.00,14.38,16,9.88,13.00,99,4.64,-10.04,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3905,0.00,0.00,14.70,7,0.23,800,0.00,0.00,14.38,16,9.88,13.00,99,4.64,-10.02,3.03,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3992,0.00,0.00,14.81,7,0.23,799,0.00,0.00,14.39,16,9.88,13.00,99,4.64,-10.00,3.03,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4078,0.00,0.00,14.81,7,0.23,808,0.00,0.00,14.40,16,9.88,11.50,99,4.64,-10.02,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4165,0.00,0.00,14.81,7,0.23,808,0.00,0.00,14.40,16,9.88,11.50,99,4.64,-10.00,3.05,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4252,0.00,0.00,14.81,7,0.23,810,0.00,0.00,14.41,16,9.88,11.00,99,4.64,-9.96,3.03,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
4339,0.00,0.00,14.81,7,0.23,806,0.00,0.00,14.42,16,9.88,11.50,99,4.79,-9.96,3.08,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4426,0.00,0.00,14.81,7,0.23,805,0.00,0.00,14.43,16,9.88,11.50,99,4.79,-9.96,3.08,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4513,0.00,0.00,14.93,7,0.23,800,0.00,0.00,14.43,16,9.88,11.50,99,4.79,-9.96,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4599,0.00,0.00,14.93,7,0.23,809,0.00,0.00,14.43,16,9.88,11.50,99,4.79,-9.96,3.08,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
4686,0.00,0.00,14.93,7,0.23,804,0.00,0.00,14.44,16,9.88,11.00,99,4.79,-9.94,3.08,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
4773,0.00,0.00,15.04,7,0.23,796,0.00,0.00,14.45,16,9.88,11.50,99,4.79,-9.92,3.11,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
4860,0.00,0.00,14.93,7,0.23,800,0.00,0.00,14.46,16,9.88,12.00,99,4.79,-9.88,3.14,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
4947,0.00,0.00,14.93,7,0.23,812,0.00,0.00,14.47,16,9.88,9.50,99,4.79,-9.92,3.11,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5033,0.78,0.00,15.04,7,0.23,808,0.00,0.00,14.47,16,9.88,10.00,99,4.79,-9.90,3.14,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
5120,0.78,0.00,15.04,7,0.23,815,0.00,0.00,14.47,16,9.88,10.00,99,4.79,-9.90,3.14,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
5207,0.78,0.00,14.93,7,0.23,810,0.00,0.00,14.48,16,9.88,10.00,99,4.79,-9.90,3.14,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5293,0.78,0.00,14.93,7,0.23,812,0.00,0.00,14.49,16,9.88,9.50,99,4.79,-9.88,3.14,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
5379,0.78,0.00,15.04,7,0.24,804,0.00,0.00,14.49,16,9.88,10.50,99,4.79,-9.86,3.16,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5467,0.78,0.00,15.04,7,0.23,799,0.00,0.00,14.50,16,9.88,10.50,99,4.79,-9.86,3.16,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5554,0.78,0.00,15.04,7,0.23,814,0.00,0.00,14.51,16,9.88,9.50,99,4.79,-9.86,3.14,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
5641,0.78,0.00,14.93,7,0.23,811,0.00,0.00,14.52,16,9.88,9.50,99,4.79,-9.86,3.14,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5727,0.78,0.00,15.04,7,0.24,804,0.00,0.00,14.52,16,9.88,10.50,99,4.79,-9.86,3.16,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
5813,0.78,0.00,14.93,7,0.24,806,0.00,0.00,14.53,16,9.88,10.00,99,4.79,-9.86,3.19,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
5901,0.78,0.00,14.81,7,0.23,808,0.00,0.00,14.54,16,9.88,9.50,99,4.79,-9.84,3.19,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
5988,1.56,0.00,14.93,7,0.23,821,0.00,0.00,14.54,16,9.88,9.50,99,4.79,-9.86,3.19,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
6074,1.56,0.00,15.04,7,0.24,813,0.00,0.00,14.55,16,9.88,9.50,99,4.79,-9.84,3.19,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
6161,1.56,0.00,15.04,7,0.23,808,0.00,0.00,14.56,16,9.88,10.00,99,4.79,-9.86,3.19,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
6248,2.34,0.00,14.93,7,0.24,809,0.00,0.00,14.56,16,9.88,10.00,99,4.79,-9.84,3.19,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
6334,1.56,0.00,15.16,7,0.24,812,0.00,0.00,14.57,16,9.88,9.50,99,4.79,-9.84,3.19,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
6421,2.34,0.00,15.04,7,0.24,810,0.00,0.00,14.58,16,9.88,9.50,99,4.79,-9.86,3.19,1.24,0.00,-1.08,1.18,0.68,0.00,0.00,15.10
6508,2.34,0.00,14.93,7,0.31,825,0.00,0.00,11.72,16,9.88,8.50,99,4.93,-8.24,4.25,1.24,0.00,-1.08,10.98,0.96,0.00,0.00,15.10
6595,1.56,0.00,15.04,7,0.69,825,0.00,0.00,11.54,16,9.53,9.50,99,6.53,-4.31,7.94,1.96,0.00,-0.77,12.16,1.06,0.00,0.00,15.10
6682,2.34,0.00,14.93,7,0.80,784,0.00,0.00,12.59,16,11.64,9.50,99,11.03,-4.54,13.36,2.12,0.00,-0.77,0.00,0.64,0.00,0.00,15.10
6768,2.34,0.00,14.93,7,0.50,1228,0.00,0.00,16.81,16,12.70,10.00,99,8.85,-6.94,5.01,1.56,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
6855,-1.56,0.00,14.93,7,0.37,1304,0.00,0.00,16.43,16,12.34,4.50,99,7.69,-8.49,4.24,1.34,0.00,-1.39,0.00,0.64,0.00,0.00,15.20
6941,-4.69,0.00,12.86,7,0.28,1417,0.00,0.00,15.97,16,11.64,4.00,99,6.24,-9.42,3.94,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
7029,-6.25,0.00,12.52,7,0.23,1465,0.00,0.00,15.36,16,11.64,11.50,99,4.93,-10.02,3.78,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,13.50
7116,-4.69,0.00,12.63,7,0.20,1424,0.00,0.00,14.66,16,11.29,11.50,99,4.64,-10.46,3.77,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,13.20
7202,-2.34,0.00,14.01,7,0.19,1391,0.00,0.00,14.68,16,10.94,3.00,99,4.35,-10.67,3.96,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,13.20
7289,-1.56,0.00,14.47,7,0.21,1291,0.00,0.00,13.57,16,10.59,2.50,99,3.92,-10.65,4.09,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,13.50
7376,-1.56,0.00,14.70,7,0.23,1163,0.00,0.00,14.69,16,10.23,6.00,99,4.06,-10.54,4.17,1.34,0.00,-1.39,0.00,0.64,0.00,0.00,13.80
7462,0.00,0.00,15.04,7,0.23,1114,0.00,0.00,13.07,16,10.23,11.50,99,4.21,-10.44,4.27,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
7549,0.78,0.00,15.39,7,0.23,1094,0.00,0.00,14.71,16,9.88,11.50,99,4.35,-10.40,4.17,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,14.20
7636,3.91,0.00,15.62,7,0.23,1084,0.00,0.00,14.71,16,9.88,14.00,99,4.35,-10.38,4.06,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
7722,4.69,0.00,16.54,7,0.22,1079,0.00,0.00,14.71,16,9.88,14.00,99,4.35,-10.38,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
7809,3.91,0.00,16.54,7,0.22,1058,0.00,0.00,14.71,16,9.88,15.00,99,4.35,-10.38,3.89,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.60
7896,3.91,0.00,16.08,7,0.22,1054,0.00,0.00,14.71,16,9.88,15.50,99,4.35,-10.40,3.87,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.80
7983,3.12,0.00,15.62,7,0.22,1052,0.00,0.00,14.71,16,9.88,15.50,99,4.35,-10.46,3.81,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,16.10
8070,2.34,0.00,15.27,7,0.21,1043,0.00,0.00,14.71,16,9.88,15.50,99,4.21,-10.48,3.69,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.10
8156,2.34,0.00,15.16,7,0.21,1038,0.00,0.00,14.71,16,9.88,15.50,99,4.21,-10.48,3.66,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.20
8243,2.34,0.00,14.81,7,0.21,1031,0.00,0.00,14.71,16,9.88,15.50,99,4.21,-10.50,3.63,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.10
8330,1.56,0.00,14.70,7,0.21,1002,0.00,0.00,14.71,16,9.88,17.50,99,4.21,-10.48,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.90
8417,1.56,0.00,14.70,7,0.22,994,0.00,0.00,14.71,16,9.88,17.50,99,4.21,-10.46,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.70
8503,1.56,0.00,14.70,7,0.22,988,0.00,0.00,14.71,16,9.88,17.50,99,4.21,-10.42,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.40
8590,2.34,0.00,14.70,7,0.21,986,0.00,0.00,14.71,16,9.88,17.50,99,4.21,-10.44,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
8677,1.56,0.00,14.59,7,0.21,977,0.00,0.00,14.71,16,9.88,17.50,99,4.35,-10.42,3.44,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
8764,1.56,0.00,14.59,7,0.21,972,0.00,0.00,14.71,16,9.88,17.50,99,4.21,-10.40,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
8850,1.56,0.00,14.70,7,0.21,966,0.00,0.00,14.71,16,9.88,17.50,99,4.35,-10.40,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
8937,1.56,0.00,14.59,7,0.21,961,0.00,0.00,14.71,16,9.88,17.00,99,4.35,-10.40,3.33,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9024,1.56,0.00,14.59,7,0.21,951,0.00,0.00,14.71,16,9.88,17.50,99,4.35,-10.40,3.27,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9110,1.56,0.00,14.70,7,0.20,948,0.00,0.00,14.71,16,9.88,17.00,99,4.35,-10.40,3.25,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9197,1.56,0.00,14.59,7,0.21,948,0.00,0.00,14.71,16,9.88,16.50,99,4.35,-10.42,3.22,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9284,1.56,0.00,14.47,7,0.21,936,0.00,0.00,14.71,16,9.88,17.00,99,4.21,-10.40,3.22,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9371,1.56,0.00,14.59,7,0.21,929,0.00,0.00,14.71,16,9.88,17.00,99,4.21,-10.40,3.16,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9457,1.56,0.00,14.59,7,0.20,930,0.00,0.00,14.71,16,9.88,17.00,99,4.35,-10.42,3.16,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
9544,1.56,0.00,14.59,7,0.20,922,0.00,0.00,14.71,16,9.88,15.50,99,4.21,-10.42,3.16,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9631,1.56,0.00,14.70,7,0.20,919,0.00,0.00,14.71,16,9.88,16.00,99,4.21,-10.44,3.11,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9717,1.56,0.00,14.59,7,0.20,906,0.00,0.00,14.70,16,9.88,16.00,99,4.21,-10.44,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9804,1.56,0.00,14.70,7,0.20,904,0.00,0.00,14.70,16,9.88,16.50,99,4.21,-10.42,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9891,2.34,0.00,14.70,7,0.20,898,0.00,0.00,14.70,16,9.88,16.50,99,4.21,-10.44,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
9978,2.34,0.00,14.70,7,0.20,904,0.00,0.00,14.70,16,9.88,16.00,99,4.21,-10.44,3.08,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10064,1.56,0.00,14.70,7,0.20,897,0.00,0.00,14.70,16,9.88,15.50,99,4.21,-10.42,3.05,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10151,1.56,0.00,14.70,7,0.20,895,0.00,0.00,14.70,16,9.88,15.50,99,4.21,-10.46,3.03,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10238,1.56,0.00,14.70,7,0.20,887,0.00,0.00,14.70,16,9.88,16.00,99,4.21,-10.44,3.00,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10325,2.34,0.00,14.81,7,0.20,886,0.00,0.00,14.70,16,9.88,15.50,99,4.21,-10.42,3.00,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10412,2.34,0.00,14.81,7,0.21,872,0.00,0.00,14.70,16,9.88,16.50,99,4.21,-10.40,3.00,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10498,2.34,0.00,14.81,7,0.21,860,0.00,0.00,14.70,16,9.88,16.50,99,4.35,-10.35,3.05,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
10586,2.34,0.00,14.81,8,0.23,861,0.00,0.00,14.70,16,9.88,16.00,99,4.35,-10.29,3.14,1.24,0.00,-1.08,0.39,0.66,0.00,0.00,14.80
10672,2.34,0.00,14.81,8,0.25,852,0.00,0.00,14.56,16,9.88,16.50,99,4.35,-10.13,3.25,1.26,0.00,-1.08,0.78,0.68,0.00,0.00,14.70
10760,2.34,0.00,14.81,8,0.27,852,0.00,0.00,14.69,16,9.88,16.50,99,4.64,-9.88,3.84,1.30,0.00,-1.08,1.57,0.70,0.00,0.00,14.70
10846,3.12,0.00,14.81,8,0.30,859,0.00,0.00,13.12,16,9.88,9.50,99,4.79,-9.65,4.07,1.36,0.00,-1.08,2.35,0.72,0.00,0.00,14.80
10932,3.12,0.00,14.93,8,0.41,873,0.00,0.00,11.45,16,9.88,9.50,99,5.08,-8.59,4.96,1.46,0.00,-1.08,3.14,0.74,0.00,0.00,14.80
11020,2.34,0.00,14.93,8,0.46,844,0.00,0.00,13.19,16,10.23,9.50,99,6.38,-8.04,6.93,1.52,0.00,-1.08,3.53,0.76,0.00,0.00,14.80
11106,1.56,0.00,14.81,8,0.50,915,0.00,0.00,13.77,16,10.59,9.50,99,6.82,-7.43,7.50,1.58,0.00,-1.08,3.92,0.78,0.00,0.00,15.10
11193,-1.56,0.00,14.47,8,0.50,957,0.00,0.00,14.63,16,11.29,10.50,99,7.25,-6.96,8.03,1.62,0.00,-1.08,3.92,0.78,0.00,0.00,15.00
11280,-3.91,0.00,13.21,8,0.48,969,0.00,0.00,14.64,16,12.34,10.50,99,7.98,-6.65,8.75,1.64,0.00,-1.08,4.31,0.78,0.00,0.00,14.50
11367,-8.59,0.00,12.75,8,0.47,1142,0.00,0.00,14.65,16,13.05,12.50,99,8.13,-6.50,9.03,1.66,0.00,-1.08,4.71,0.80,0.00,0.00,14.50
11453,-9.38,0.00,12.40,8,0.47,1181,0.00,0.00,14.65,16,13.40,13.00,99,8.27,-6.42,9.27,1.66,0.00,-1.08,4.71,0.80,0.00,0.00,13.50
11540,-7.81,0.00,12.52,8,0.50,1204,0.00,0.00,14.65,16,13.40,13.00,99,8.42,-6.28,9.75,1.68,0.00,-1.08,5.10,0.82,0.00,0.00,13.00
11626,-4.69,0.00,13.09,8,0.51,1199,0.00,0.00,14.64,16,13.40,13.00,99,8.42,-6.15,9.93,1.70,0.00,-1.08,5.10,0.82,0.00,0.00,13.10
11714,-2.34,0.00,14.59,8,0.52,1192,0.00,0.00,14.64,16,13.40,13.00,99,8.56,-5.88,10.22,1.72,0.00,-1.39,5.49,0.82,0.00,0.00,13.70
11800,0.00,0.00,14.93,8,0.53,1203,0.00,0.00,14.64,16,13.40,13.00,99,8.85,-5.69,10.59,1.74,0.00,-1.39,5.49,0.82,0.00,0.00,14.60
11887,1.56,0.00,15.50,8,0.54,1204,0.00,0.00,14.64,16,13.40,13.00,99,9.00,-5.49,10.77,1.76,0.00,-1.39,5.88,0.84,0.00,0.00,15.90
11973,2.34,0.00,15.96,8,0.55,1221,0.00,0.00,14.64,16,13.75,13.00,99,9.14,-5.36,11.00,1.76,0.00,-1.39,5.88,0.84,0.00,0.00,16.00
12060,1.56,0.00,15.73,8,0.55,1229,0.00,0.00,14.64,16,13.75,13.50,99,9.43,-5.20,11.32,1.78,0.00,-1.39,5.88,0.84,0.00,0.00,16.00
12147,1.56,0.00,15.62,8,0.57,1233,0.00,0.00,14.64,16,13.75,13.50,99,9.43,-5.09,11.51,1.78,0.00,-1.39,6.27,0.84,0.00,0.00,15.90
