Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,2.34,0.00,14.59,8,162,0.25,1096,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.92,4.57,1.34,0.00,-1.70,0.64,0.00,0.00,14.60
95,2.34,0.00,14.36,8,162,0.25,1101,71.7,47.8,0.00,0.00,14.70,16,10.23,11.00,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
191,2.34,0.00,14.59,8,162,0.25,1102,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
287,2.34,0.00,14.47,8,162,0.25,1088,71.7,47.8,0.00,0.00,14.70,16,10.23,11.00,118,4.79,-9.94,4.57,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
382,2.34,0.00,14.59,8,162,0.25,1094,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
479,2.34,0.00,14.47,8,162,0.25,1100,71.7,47.8,0.00,0.00,14.70,16,10.23,10.00,118,4.79,-9.92,4.57,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
575,2.34,0.00,14.36,8,162,0.25,1099,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.94,4.57,1.38,0.00,-1.70,0.64,0.00,0.00,14.60
670,2.34,0.00,14.59,8,162,0.25,1091,71.7,47.8,0.00,0.00,14.70,16,10.23,10.00,118,4.79,-9.92,4.57,1.34,0.00,-1.70,0.64,0.00,0.00,14.60
767,2.34,0.00,14.47,8,162,0.25,1102,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
862,2.34,0.00,14.70,8,162,0.25,1100,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.90,4.57,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
958,2.34,0.00,14.70,8,162,0.25,1086,71.7,47.8,0.00,0.00,14.70,16,10.23,11.00,118,4.79,-9.86,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.60
1054,3.12,0.00,14.59,8,162,0.25,1095,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.90,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.70
1150,3.12,0.00,14.70,8,162,0.25,1102,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.94,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.70
1246,3.12,0.00,14.70,8,162,0.25,1099,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.92,4.57,1.36,0.00,-1.70,0.64,0.00,0.00,14.70
1342,3.12,0.00,14.70,8,162,0.25,1102,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.70
1438,3.12,0.00,14.81,8,162,0.25,1094,71.7,47.8,0.00,0.00,14.70,16,10.23,10.50,118,4.79,-9.92,4.60,1.36,0.00,-1.70,0.64,0.00,0.00,14.70
1533,3.12,0.00,14.70,8,162,0.25,1104,71.7,47.8,0.00,0.00,14.70,16,10.23,9.50,118,4.79,-9.90,4.57,1.36,0.00,-1.70,0.64,0.00,0.00,14.80
