Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
172,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
344,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
516,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
703,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
876,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
1034,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
1206,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
1394,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
1565,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
1738,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
1910,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
2084,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
2256,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
2428,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
2600,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
2777,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
2949,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
3118,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
3290,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
3461,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
3633,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
3811,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
3980,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
4152,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.36,3.72,-1.18,0.68
4324,14.70,0.22,0,0.00,0.00,16,-20.00,9.50,14.22,3.72,-1.18,0.68
