Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F),Primary Wastegate Duty Cycle (%)
0,13.74,0.32,1981,0.00,0.00,16,39.77,39.50,21.19,-1.39,0.96,189,0.00
188,13.74,0.32,2014,0.00,0.00,16,40.12,40.00,21.54,-1.08,0.96,189,0.00
375,13.87,0.32,2069,0.00,0.00,16,40.82,40.50,21.71,-1.39,0.98,189,0.00
578,14.12,0.33,2117,0.00,0.00,16,41.17,41.00,22.06,-1.08,1.00,189,0.00
766,13.89,0.35,2163,0.00,0.00,16,41.52,41.50,24.62,-0.77,1.04,189,0.00
953,13.99,0.39,2218,0.00,0.00,16,38.36,39.00,28.63,1.08,1.10,189,0.00
1141,13.50,0.40,2282,0.00,0.00,16,38.01,38.00,30.60,1.39,1.12,189,0.00
1328,13.70,0.42,2348,0.00,0.00,16,37.66,37.00,32.86,1.70,1.12,189,0.00
1531,13.76,0.42,2429,0.00,0.00,16,36.95,36.50,34.08,1.70,1.12,189,0.00
1719,13.53,0.42,2502,0.00,0.00,16,37.30,37.00,34.94,1.70,1.12,189,0.00
1906,13.66,0.42,2569,0.00,0.00,16,37.66,37.50,35.69,0.77,1.10,189,0.00
2094,13.66,0.39,2617,0.00,0.00,16,40.12,39.50,34.08,-0.46,1.06,189,0.00
2297,13.59,0.37,2702,0.00,0.00,16,40.82,40.00,33.34,-1.08,1.04,189,0.00
2484,13.86,0.36,2762,0.00,0.00,16,41.88,41.50,32.62,-1.39,1.04,189,0.00
2672,13.66,0.35,2822,0.00,0.00,16,42.23,42.00,33.23,-2.01,1.02,189,0.39
2875,13.33,0.34,2862,0.00,0.00,16,42.58,42.50,31.27,-2.63,1.00,189,2.35
3062,13.50,0.30,2926,0.00,0.00,16,43.28,43.00,31.17,-3.25,0.98,189,1.57
3250,13.33,0.29,2944,0.00,0.00,16,43.98,43.50,27.89,-3.87,0.96,189,0.78
3437,13.28,0.27,2984,0.00,0.00,16,44.34,43.50,27.47,-4.18,0.96,189,0.00
3640,13.24,0.26,3030,0.00,0.00,16,44.34,44.00,26.52,-4.18,0.94,189,0.00
3828,13.16,0.25,3065,0.00,0.00,16,44.34,44.00,25.20,-4.18,0.94,189,0.00
4015,13.26,0.24,3091,0.00,0.00,16,44.34,44.00,25.20,-4.18,0.94,189,0.00
4203,13.43,0.23,3108,0.00,0.00,16,44.34,44.00,24.62,-4.18,0.92,189,0.00
4390,13.34,0.23,3117,0.00,0.00,16,44.34,44.00,24.41,-4.18,0.92,189,0.00
4593,13.49,0.23,3144,0.00,0.00,16,44.34,44.00,24.23,-4.18,0.92,189,0.00
4781,13.22,0.23,3168,0.00,0.00,16,44.34,44.00,24.41,-4.18,0.92,189,0.00
4969,13.15,0.22,3217,0.00,0.00,16,44.34,44.00,24.23,-4.18,0.92,189,0.00
5171,13.20,0.22,3226,0.00,0.00,16,44.34,44.00,22.80,-4.18,0.92,189,0.00
5359,13.38,0.22,3227,0.00,0.00,16,44.34,44.00,23.14,-4.18,0.92,189,0.00
5547,13.24,0.22,3266,0.00,0.00,16,44.34,44.00,24.13,-4.18,0.92,189,0.00
5734,13.23,0.22,3276,0.00,0.00,16,44.34,44.00,24.32,-4.18,0.92,189,0.00
5922,13.10,0.22,3295,0.00,0.00,16,44.34,44.00,24.41,-4.18,0.94,189,0.00
6125,13.09,0.23,3323,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.94,189,0.00
6312,13.07,0.27,3350,0.00,0.00,16,44.34,44.00,28.85,-2.63,1.02,189,0.00
6500,13.22,0.33,3404,0.00,0.00,16,42.58,43.00,36.05,-0.15,1.12,189,5.49
6687,13.07,0.38,3453,0.00,0.00,16,40.47,40.50,42.95,1.08,1.18,189,7.06
6875,12.65,0.42,3501,0.00,0.00,16,38.71,38.50,49.60,3.87,1.24,189,11.37
7078,12.46,0.46,3602,0.00,0.00,16,36.60,36.50,53.64,4.49,1.26,189,12.16
7265,12.25,0.49,3702,0.00,0.00,16,35.20,35.00,58.95,5.10,1.24,189,12.94
7453,12.04,0.45,3767,0.00,0.00,16,37.66,37.00,56.63,2.01,1.18,189,9.02
7640,12.39,0.50,3852,0.00,0.00,16,34.49,34.50,60.46,3.25,1.24,189,10.59
7843,11.87,0.62,3985,0.00,0.00,16,25.35,28.00,79.02,8.20,1.44,189,16.86
8031,11.24,0.76,4136,0.00,0.00,16,18.32,20.00,100.96,10.67,1.54,189,17.65
8218,11.10,0.89,4249,0.00,0.00,16,12.70,13.00,125.72,10.98,1.60,189,18.04
8406,11.23,0.95,4478,0.00,0.00,16,11.29,10.50,143.69,11.91,1.64,189,18.43
8609,11.22,0.97,4682,0.00,0.00,16,11.29,11.50,149.44,12.22,1.66,189,18.82
8796,11.23,0.97,4820,0.00,0.00,16,12.34,11.50,155.17,12.22,1.66,189,18.82
8984,11.26,0.95,4996,0.00,0.00,16,14.10,12.50,159.07,11.60,1.58,189,18.43
9171,11.26,0.87,5165,0.00,0.00,16,17.27,17.00,153.88,10.67,1.50,189,18.04
9359,11.26,0.80,5384,0.00,0.00,16,21.84,20.50,142.18,8.82,1.42,189,17.65
9562,11.25,0.51,5435,0.00,0.00,16,39.06,35.00,128.53,-2.01,0.76,189,5.49
9749,13.09,0.26,5158,0.00,0.00,16,19.38,27.50,48.52,-6.65,0.64,189,0.00
9937,22.08,0.21,4604,0.00,0.00,16,6.02,6.00,31.95,-5.41,0.64,189,0.00
10124,24.00,0.17,4146,0.00,0.00,16,6.02,6.00,22.86,-4.18,0.64,189,0.00
10327,24.08,0.14,3742,0.00,0.00,16,6.02,6.00,18.41,-4.18,0.64,189,0.00
10515,23.81,0.13,3514,0.00,0.00,16,6.02,6.00,15.18,-4.18,0.64,189,0.00
10702,23.70,0.16,3147,0.00,0.00,16,6.02,6.00,19.43,-4.18,0.64,189,0.00
10890,23.68,0.11,2816,0.00,0.00,16,4.26,4.50,10.03,-4.18,0.64,189,0.00
11093,24.02,0.12,2461,0.00,0.00,16,3.20,3.50,9.65,-3.56,0.64,189,0.00
11281,23.81,0.14,2148,0.00,0.00,16,7.42,6.50,10.79,-2.01,0.74,189,0.00
11468,23.68,0.16,2086,0.00,0.00,16,22.54,15.00,10.69,-1.70,0.82,189,0.00
11655,15.93,0.18,2498,0.00,0.00,16,41.88,40.50,14.28,-3.56,0.82,189,0.00
11858,15.05,0.20,2687,0.00,0.00,16,43.63,42.50,17.26,-4.18,0.84,189,0.00
12046,13.63,0.20,2679,0.00,0.00,16,43.63,43.50,17.55,-3.87,0.84,189,0.00
12233,13.67,0.21,2684,0.00,0.00,16,43.98,43.50,18.10,-3.87,0.84,189,0.00
12421,13.43,0.19,2660,0.00,0.00,16,42.23,43.00,17.41,-3.87,0.80,189,0.00
12608,13.07,0.14,2653,0.00,0.00,16,36.95,39.50,11.24,-3.87,0.68,189,0.00
12811,13.18,0.11,2637,0.00,0.00,16,16.91,20.00,9.88,-3.87,0.64,189,0.00
12999,17.00,0.12,2620,0.00,0.00,16,4.26,4.00,10.59,-3.87,0.64,189,0.00
13186,25.45,0.12,2604,0.00,0.00,16,4.26,4.00,10.54,-3.87,0.64,189,0.00
13389,25.62,0.12,2617,0.00,0.00,16,3.91,3.50,10.33,-3.56,0.64,189,0.00
13577,24.10,0.11,2577,0.00,0.00,16,3.91,3.50,9.48,-3.56,0.64,189,0.00
13764,23.92,0.11,2576,0.00,0.00,16,3.91,3.50,9.75,-3.56,0.64,189,0.00
13952,23.77,0.11,2560,0.00,0.00,16,3.91,3.50,8.96,-3.56,0.64,189,0.00
14139,24.07,0.12,2523,0.00,0.00,16,3.91,3.50,9.30,-3.56,0.64,189,0.00
14342,23.74,0.11,2521,0.00,0.00,16,3.55,3.50,9.56,-3.25,0.64,189,0.00
14530,24.05,0.12,2509,0.00,0.00,16,3.55,3.50,9.56,-3.25,0.66,189,0.00
14717,24.13,0.13,2493,0.00,0.00,16,3.55,3.50,10.45,-3.25,0.68,189,0.00
14905,23.84,0.13,2465,0.00,0.00,16,6.72,4.50,10.78,-3.25,0.70,189,0.00
15108,23.76,0.15,2470,0.00,0.00,16,19.02,15.50,12.30,-3.25,0.78,189,0.00
15295,15.87,0.21,2488,0.00,0.00,16,42.93,42.50,16.82,-3.25,0.86,189,0.00
15483,13.60,0.24,2460,0.00,0.00,16,44.34,44.00,18.26,-3.25,0.90,189,0.00
15670,14.02,0.27,2468,0.00,0.00,16,45.39,45.00,21.45,-3.25,0.94,189,0.00
15873,13.85,0.29,2472,0.00,0.00,16,44.69,45.00,24.13,-3.25,0.96,189,0.00
16061,13.57,0.29,2472,0.00,0.00,16,45.04,44.50,24.32,-3.25,0.94,189,0.00
16248,13.18,0.19,2476,0.00,0.00,16,40.12,44.00,14.22,-3.25,0.68,189,0.00
16439,12.03,0.11,2432,0.00,0.00,16,15.51,23.00,8.36,-2.94,0.64,189,0.00
16626,14.73,0.11,2458,0.00,0.00,16,3.55,3.50,9.75,-2.94,0.64,189,0.00
16814,21.37,0.12,2440,0.00,0.00,16,3.55,3.50,9.83,-3.25,0.64,189,0.00
17017,23.56,0.12,2428,0.00,0.00,16,3.55,3.50,9.74,-2.94,0.68,189,0.00
17204,23.82,0.14,2420,0.00,0.00,16,10.23,8.50,11.45,-2.94,0.72,189,0.00
17392,21.23,0.14,2399,0.00,0.00,16,20.43,18.50,11.51,-2.94,0.74,189,0.00
17579,14.42,0.14,2414,0.00,0.00,16,32.03,29.00,11.40,-2.94,0.74,189,0.00
17782,14.18,0.13,2384,0.00,0.00,16,37.30,36.50,11.29,-2.94,0.74,189,0.00
17970,14.90,0.14,2405,0.00,0.00,16,37.66,37.50,11.25,-2.94,0.74,189,0.00
18157,15.26,0.14,2371,0.00,0.00,16,37.66,38.00,11.09,-2.94,0.74,189,0.00
18345,14.84,0.14,2355,0.00,0.00,16,37.30,37.50,11.24,-2.94,0.74,189,0.00
18532,14.51,0.14,2370,0.00,0.00,16,37.30,37.50,11.25,-2.94,0.74,189,0.00
18735,14.47,0.14,2363,0.00,0.00,16,37.30,37.50,11.04,-2.94,0.74,189,0.00
18923,14.74,0.13,2344,0.00,0.00,16,36.95,36.50,10.58,-2.63,0.74,189,0.00
19110,14.79,0.13,2341,0.00,0.00,16,36.95,36.50,10.33,-2.63,0.74,189,0.00
19313,14.95,0.13,2342,0.00,0.00,16,36.25,36.50,10.64,-2.63,0.74,189,0.00
19501,14.82,0.13,2336,0.00,0.00,16,36.95,36.50,10.08,-2.63,0.74,189,0.00
19688,14.84,0.13,2345,0.00,0.00,16,36.60,36.50,10.33,-2.63,0.74,189,0.00
19876,14.51,0.13,2326,0.00,0.00,16,36.95,36.50,10.33,-2.63,0.74,189,0.00
20063,14.31,0.13,2341,0.00,0.00,16,36.95,36.50,10.43,-2.63,0.74,189,0.00
20266,14.51,0.14,2319,0.00,0.00,16,37.30,36.50,10.49,-2.63,0.76,189,0.00
20454,14.56,0.15,2312,0.00,0.00,16,38.01,38.00,11.29,-2.63,0.78,187,0.00
20641,14.70,0.16,2333,0.00,0.00,16,39.06,39.00,12.96,-2.63,0.80,187,0.00
20829,14.63,0.20,2320,0.00,0.00,16,41.52,40.00,14.40,-2.63,0.84,187,0.00
21016,14.05,0.22,2333,0.00,0.00,16,42.23,42.50,16.89,-2.63,0.88,187,0.00
21219,13.65,0.26,2342,0.00,0.00,16,44.34,43.50,19.51,-2.63,0.92,187,0.00
21407,13.51,0.27,2337,0.00,0.00,16,44.69,44.50,21.10,-2.63,0.94,187,0.00
21594,13.68,0.28,2358,0.00,0.00,16,45.04,45.00,21.88,-2.63,0.94,187,0.00
21782,13.82,0.29,2368,0.00,0.00,16,44.69,45.00,22.49,-2.94,0.94,187,0.00
21985,13.85,0.29,2371,0.00,0.00,16,45.04,44.50,23.05,-2.94,0.94,187,0.00
22173,13.80,0.29,2389,0.00,0.00,16,45.04,45.00,22.86,-2.94,0.94,187,0.00
22360,13.86,0.29,2392,0.00,0.00,16,45.04,45.00,23.63,-2.94,0.94,187,0.00
22548,13.80,0.29,2401,0.00,0.00,16,45.39,45.00,23.74,-2.94,0.94,187,0.00
22735,13.90,0.29,2415,0.00,0.00,16,45.39,45.00,22.77,-2.94,0.92,187,0.00
22938,13.70,0.25,2428,0.00,0.00,16,45.04,44.50,20.40,-3.25,0.88,187,0.00
23126,14.15,0.25,2438,0.00,0.00,16,44.69,45.00,20.84,-3.25,0.90,187,0.00
23313,13.74,0.25,2449,0.00,0.00,16,45.04,45.00,21.18,-3.25,0.90,187,0.00
23501,13.57,0.27,2461,0.00,0.00,16,45.39,45.00,22.23,-3.25,0.92,187,0.00
23692,13.63,0.26,2499,0.00,0.00,16,45.04,45.00,22.31,-3.25,0.92,187,0.00
23894,14.16,0.28,2506,0.00,0.00,16,45.04,45.00,22.96,-3.25,0.92,187,0.00
24082,13.62,0.27,2523,0.00,0.00,16,45.39,45.00,23.06,-3.25,0.92,187,0.00
24270,13.80,0.26,2513,0.00,0.00,16,45.04,45.00,22.50,-3.25,0.92,187,0.00
24457,14.15,0.27,2542,0.00,0.00,16,45.04,45.00,22.58,-3.25,0.92,187,0.00
24649,13.88,0.25,2540,0.00,0.00,16,44.69,44.50,22.77,-3.56,0.90,187,0.00
24841,14.27,0.25,2552,0.00,0.00,16,44.69,44.50,21.63,-3.56,0.90,187,0.00
25029,14.39,0.25,2575,0.00,0.00,16,44.69,44.50,21.88,-3.56,0.90,187,0.00
25232,13.77,0.23,2574,0.00,0.00,16,44.34,44.00,20.50,-3.56,0.88,187,0.00
25420,14.16,0.21,2598,0.00,0.00,16,43.63,43.50,18.33,-3.56,0.84,187,0.00
25607,14.21,0.20,2592,0.00,0.00,16,43.28,43.00,17.33,-3.56,0.82,187,0.00
25794,13.67,0.16,2606,0.00,0.00,16,40.12,41.50,14.28,-3.56,0.78,187,0.00
25997,13.60,0.16,2586,0.00,0.00,16,40.47,40.00,13.96,-3.56,0.78,187,0.00
26185,13.71,0.15,2618,0.00,0.00,16,38.71,39.00,13.20,-3.56,0.76,187,0.00
26373,13.84,0.14,2589,0.00,0.00,16,38.36,38.50,12.41,-3.56,0.76,187,0.00
26560,14.01,0.14,2610,0.00,0.00,16,38.71,38.00,12.10,-3.56,0.74,187,0.00
26748,14.60,0.13,2594,0.00,0.00,16,38.01,37.50,11.25,-3.56,0.74,187,0.00
26950,14.18,0.13,2593,0.00,0.00,16,36.95,37.00,11.88,-3.56,0.74,187,0.00
27138,14.65,0.13,2574,0.00,0.00,16,37.66,38.00,11.25,-3.56,0.74,187,0.00
27327,14.95,0.12,2582,0.00,0.00,16,37.30,37.00,11.66,-3.56,0.74,187,0.00
27515,14.89,0.13,2568,0.00,0.00,16,37.30,37.50,11.24,-3.56,0.74,187,0.00
27702,15.24,0.12,2581,0.00,0.00,16,37.30,36.50,10.54,-3.56,0.74,187,0.00
27905,15.54,0.14,2554,0.00,0.00,16,38.01,37.50,11.40,-3.56,0.74,187,0.00
28093,14.93,0.17,2575,0.00,0.00,16,40.82,40.00,13.95,-3.56,0.80,187,0.00
28280,13.94,0.19,2548,0.00,0.00,16,42.23,42.00,15.85,-3.56,0.84,187,0.00
28468,14.53,0.26,2561,0.00,0.00,16,45.04,44.00,20.24,-3.56,0.94,187,0.00
28671,13.74,0.32,2576,0.00,0.00,16,43.63,43.50,27.47,-2.32,1.04,187,0.00
28858,13.70,0.34,2570,0.00,0.00,16,43.28,43.00,29.49,-1.39,1.04,187,0.00
29046,13.88,0.34,2592,0.00,0.00,16,43.28,43.00,29.60,-1.39,1.02,187,0.00
29233,13.55,0.32,2590,0.00,0.00,16,43.63,43.50,29.27,-2.01,1.00,187,0.00
29436,13.91,0.29,2620,0.00,0.00,16,44.69,44.50,24.41,-3.25,0.94,187,0.00
29624,13.80,0.26,2627,0.00,0.00,16,44.69,44.50,22.77,-3.87,0.90,187,0.00
29811,13.91,0.25,2621,0.00,0.00,16,44.34,44.00,21.45,-3.87,0.88,187,0.00
29999,13.94,0.23,2642,0.00,0.00,16,43.98,44.00,20.40,-3.87,0.86,187,0.00
30186,13.84,0.21,2630,0.00,0.00,16,43.98,43.50,18.95,-3.87,0.86,187,0.00
30389,13.67,0.20,2637,0.00,0.00,16,43.63,43.50,18.02,-3.87,0.84,187,0.00
30566,13.75,0.19,2648,0.00,0.00,16,42.23,42.50,16.22,-3.87,0.82,187,0.00
30771,14.18,0.18,2640,0.00,0.00,16,41.88,42.00,16.00,-3.87,0.82,187,0.00
30958,14.01,0.18,2652,0.00,0.00,16,42.23,41.50,16.36,-3.87,0.80,185,0.00
31146,14.21,0.17,2647,0.00,0.00,16,41.17,41.00,15.06,-3.87,0.80,185,0.00
31333,14.42,0.17,2653,0.00,0.00,16,40.47,41.00,15.06,-3.87,0.80,185,0.00
31536,14.72,0.17,2642,0.00,0.00,16,40.82,41.50,14.85,-3.87,0.80,185,0.00
31724,14.18,0.18,2658,0.00,0.00,16,41.52,41.50,15.05,-3.56,0.80,185,0.00
31911,14.34,0.16,2621,0.00,0.00,16,40.82,41.00,13.15,-3.87,0.80,185,0.00
32099,15.03,0.16,2644,0.00,0.00,16,40.47,40.50,14.60,-3.87,0.80,185,0.00
32302,14.72,0.17,2640,0.00,0.00,16,40.47,40.00,14.15,-3.87,0.78,185,0.00
32489,14.26,0.15,2620,0.00,0.00,16,39.06,39.00,13.02,-3.87,0.78,185,0.00
32677,14.69,0.15,2600,0.00,0.00,16,39.41,39.00,13.02,-3.87,0.78,185,0.00
32864,14.65,0.15,2630,0.00,0.00,16,39.06,39.00,13.13,-3.87,0.76,185,0.00
33052,14.58,0.15,2610,0.00,0.00,16,39.06,39.00,13.01,-3.56,0.76,185,0.00
33255,14.35,0.15,2617,0.00,0.00,16,39.06,39.00,12.85,-3.56,0.76,185,0.00
33442,14.09,0.14,2601,0.00,0.00,16,38.71,38.50,12.47,-3.56,0.76,185,0.00
33634,14.59,0.14,2608,0.00,0.00,16,38.71,38.50,11.99,-3.56,0.76,185,0.00
33822,14.77,0.13,2580,0.00,0.00,16,38.01,38.00,11.40,-3.56,0.74,185,0.00
34009,14.70,0.13,2571,0.00,0.00,16,37.66,38.00,11.15,-3.56,0.74,185,0.00
34197,15.11,0.12,2560,0.00,0.00,16,36.60,37.00,10.69,-3.56,0.70,185,0.00
34400,14.89,0.12,2574,0.00,0.00,16,36.60,36.50,9.97,-3.56,0.68,185,0.00
34587,15.60,0.10,2546,0.00,0.00,16,28.16,30.50,8.96,-3.56,0.68,185,0.00
34775,18.83,0.09,2538,0.00,0.00,16,15.86,19.50,7.33,-3.25,0.66,185,0.00
34962,23.94,0.11,2535,0.00,0.00,16,3.91,6.00,9.48,-3.25,0.66,185,0.00
35165,25.62,0.10,2502,0.00,0.00,16,3.55,3.50,8.35,-3.25,0.66,185,0.00
35353,23.94,0.10,2478,0.00,0.00,16,3.55,3.50,8.60,-3.25,0.66,185,0.00
35541,23.81,0.10,2460,0.00,0.00,16,3.55,3.50,8.56,-3.25,0.66,185,0.00
35728,24.09,0.11,2466,0.00,0.00,16,3.55,3.50,8.56,-3.25,0.64,185,0.00
35916,24.12,0.10,2446,0.00,0.00,16,3.20,3.50,7.65,-2.94,0.64,185,0.00
36108,23.88,0.12,2158,0.00,0.00,16,2.85,2.50,7.33,-2.32,0.64,185,0.00
36311,24.06,0.12,1852,0.00,0.00,16,4.96,12.50,6.44,-1.39,0.64,185,0.00
36498,24.07,0.22,1536,0.00,0.00,16,14.45,10.00,6.82,-1.39,1.02,185,0.00
36686,23.79,0.47,1668,0.00,0.00,16,31.33,21.00,29.61,12.22,1.44,185,0.00
36873,12.64,0.15,2804,0.00,0.00,16,22.89,35.00,7.21,-3.87,0.64,185,0.00
37076,15.48,0.11,2563,0.00,0.00,16,3.55,3.50,9.04,-3.25,0.64,185,0.00
37264,24.28,0.11,2224,0.00,0.00,16,2.85,3.00,8.27,-2.63,0.64,185,0.00
37451,23.81,0.14,1904,0.00,0.00,16,3.91,3.50,8.06,-1.70,0.70,185,0.00
37639,23.95,0.19,1752,0.00,0.00,16,17.27,14.00,11.45,-1.39,0.80,185,0.00
37842,19.19,0.16,2277,0.00,0.00,16,39.41,35.50,12.31,-1.39,0.82,185,0.00
38029,15.54,0.16,2705,0.00,0.00,16,41.52,41.50,16.22,-4.18,0.82,185,0.00
38221,15.00,0.17,3008,0.00,0.00,16,41.88,41.50,16.66,-4.18,0.82,185,0.00
38409,13.93,0.17,2997,0.00,0.00,16,41.88,42.00,16.51,-4.18,0.84,185,0.00
38597,14.01,0.17,3017,0.00,0.00,16,42.23,42.00,17.26,-4.18,0.84,185,0.00
38800,13.88,0.17,3034,0.00,0.00,16,42.23,42.50,18.41,-4.18,0.84,185,0.00
38987,13.99,0.15,3020,0.00,0.00,16,40.12,40.00,16.29,-4.18,0.74,185,0.00
39175,12.65,0.11,3006,0.00,0.00,16,37.30,38.00,11.15,-4.18,0.70,185,0.00
39362,13.71,0.11,2974,0.00,0.00,16,36.60,37.00,10.43,-4.18,0.68,185,0.00
39565,14.87,0.10,2911,0.00,0.00,16,15.51,22.50,10.03,-4.18,0.64,185,0.00
39753,19.12,0.11,2935,0.00,0.00,16,5.66,5.50,10.54,-4.18,0.64,185,0.00
39940,25.37,0.11,2888,0.00,0.00,16,5.31,5.00,10.99,-4.18,0.64,185,0.00
40128,24.72,0.11,2880,0.00,0.00,16,5.31,5.00,10.94,-4.18,0.64,183,0.00
40320,23.64,0.11,2858,0.00,0.00,16,4.96,5.00,10.23,-4.18,0.64,183,0.00
40507,24.11,0.10,2808,0.00,0.00,16,4.96,4.50,10.38,-4.18,0.64,183,0.00
40710,24.06,0.11,2778,0.00,0.00,16,4.96,4.50,10.54,-4.18,0.64,183,0.00
40898,23.77,0.11,2737,0.00,0.00,16,4.61,4.50,10.17,-4.18,0.64,183,0.00
41090,23.76,0.11,2722,0.00,0.00,16,4.61,4.50,10.47,-4.18,0.64,183,0.00
41278,23.70,0.12,2700,0.00,0.00,16,4.61,4.50,10.47,-3.87,0.64,183,0.00
41465,23.68,0.12,2680,0.00,0.00,16,4.26,4.50,10.99,-3.87,0.66,183,0.00
41653,23.68,0.12,2653,0.00,0.00,16,4.26,4.00,10.64,-3.87,0.66,183,0.00
41856,23.61,0.12,2610,0.00,0.00,16,4.26,4.00,11.05,-3.87,0.66,183,0.00
42043,23.55,0.13,2600,0.00,0.00,16,4.26,4.00,10.54,-3.56,0.68,183,0.00
42231,23.98,0.13,2562,0.00,0.00,16,8.48,6.00,10.69,-3.56,0.72,183,0.00
42418,23.72,0.15,2548,0.00,0.00,16,20.08,17.50,12.36,-3.56,0.76,183,0.00
42621,16.09,0.16,2570,0.00,0.00,16,36.95,32.00,13.32,-3.56,0.78,183,0.00
42798,15.11,0.18,2576,0.00,0.00,16,41.17,41.00,14.92,-3.56,0.82,183,0.00
43001,14.53,0.19,2554,0.00,0.00,16,42.23,42.00,15.05,-3.25,0.82,183,0.00
43188,14.55,0.19,2533,0.00,0.00,16,42.23,42.50,16.51,-3.56,0.82,183,0.00
43376,13.94,0.20,2554,0.00,0.00,16,42.93,42.50,17.10,-3.56,0.84,183,0.00
43563,14.03,0.22,2561,0.00,0.00,16,43.63,43.50,17.64,-3.56,0.86,183,0.00
43768,13.91,0.24,2550,0.00,0.00,16,44.34,43.50,19.42,-3.56,0.88,183,0.00
43956,13.70,0.25,2564,0.00,0.00,16,44.69,44.00,20.57,-3.56,0.90,183,0.00
44143,13.99,0.26,2574,0.00,0.00,16,44.69,44.50,22.31,-3.56,0.92,183,0.00
44331,13.80,0.27,2594,0.00,0.00,16,45.04,45.00,23.05,-3.56,0.94,183,0.00
44534,13.93,0.28,2605,0.00,0.00,16,44.69,44.50,24.32,-3.56,0.96,183,0.00
44721,13.85,0.30,2634,0.00,0.00,16,44.34,43.50,26.42,-3.25,1.00,183,0.00
44909,13.76,0.33,2632,0.00,0.00,16,43.28,43.00,29.27,-2.63,1.02,183,0.00
45096,13.61,0.34,2663,0.00,0.00,16,42.93,42.50,30.38,-2.32,1.02,183,0.00
45315,13.70,0.35,2694,0.00,0.00,16,42.58,42.50,30.83,-2.32,1.02,183,0.00
45507,13.34,0.34,2746,0.00,0.00,16,42.58,42.50,31.16,-1.70,1.02,181,0.00
45695,13.43,0.35,2748,0.00,0.00,16,42.23,42.00,32.29,-1.70,1.02,181,0.00
45882,13.51,0.35,2781,0.00,0.00,16,42.23,42.00,32.74,-2.01,1.02,181,0.00
46070,13.57,0.35,2815,0.00,0.00,16,42.23,42.00,32.97,-2.63,1.02,181,0.00
46273,13.53,0.35,2828,0.00,0.00,16,42.23,42.00,32.74,-2.01,1.02,181,2.35
46460,13.51,0.35,2879,0.00,0.00,16,42.23,42.00,33.59,-2.01,1.02,181,3.14
46648,13.32,0.34,2891,0.00,0.00,16,42.58,42.00,33.59,-2.63,1.02,181,3.14
46835,13.45,0.33,2939,0.00,0.00,16,42.93,42.50,32.51,-2.63,1.00,181,2.35
47038,13.35,0.29,2947,0.00,0.00,16,43.63,43.50,29.38,-4.18,0.96,181,0.78
47226,13.35,0.27,2974,0.00,0.00,16,44.34,44.00,27.36,-4.18,0.94,181,0.00
47413,13.29,0.25,3010,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.92,181,0.00
47601,13.32,0.23,3024,0.00,0.00,16,44.34,44.00,24.03,-4.18,0.90,181,0.00
47788,13.43,0.22,3046,0.00,0.00,16,44.34,44.00,22.76,-4.18,0.88,181,0.00
47991,13.18,0.21,3041,0.00,0.00,16,44.34,44.00,20.57,-4.18,0.86,181,0.00
48179,13.27,0.19,3052,0.00,0.00,16,43.98,43.50,19.66,-4.18,0.86,181,0.00
48366,13.40,0.20,3062,0.00,0.00,16,44.34,44.00,20.32,-4.18,0.88,181,0.00
48554,13.63,0.23,3080,0.00,0.00,16,44.34,44.00,23.34,-4.18,0.96,181,0.00
48746,13.36,0.30,3124,0.00,0.00,16,43.63,43.50,29.05,-2.63,1.02,181,2.35
48949,13.20,0.35,3152,0.00,0.00,16,42.23,42.50,34.58,-0.77,1.10,181,4.71
49136,13.17,0.39,3167,0.00,0.00,16,39.41,40.00,40.59,1.70,1.16,181,6.27
49324,13.03,0.43,3231,0.00,0.00,16,37.30,37.50,46.08,2.63,1.20,181,9.80
49511,13.03,0.45,3252,0.00,0.00,16,36.60,36.50,47.45,2.63,1.20,181,9.80
49699,12.72,0.46,3308,0.00,0.00,16,35.55,36.00,50.20,2.63,1.20,181,9.80
49902,12.67,0.47,3354,0.00,0.00,16,35.20,35.00,53.48,3.25,1.20,181,10.59
50089,12.43,0.50,3384,0.00,0.00,16,33.79,33.50,56.46,3.87,1.22,181,11.37
50277,12.29,0.52,3462,0.00,0.00,16,32.03,31.50,60.61,3.87,1.22,181,11.37
50480,12.12,0.54,3503,0.00,0.00,16,30.27,30.50,64.00,4.49,1.24,181,12.16
50672,11.73,0.61,3583,0.00,0.00,16,23.95,26.00,68.13,5.10,1.36,181,12.94
50860,11.38,0.85,3656,0.00,0.00,16,12.70,13.00,92.71,12.53,1.74,181,18.82
51047,10.94,1.09,3722,0.00,0.00,16,6.37,6.00,125.86,13.77,2.20,181,20.39
51235,11.20,1.21,3818,0.00,0.00,16,6.37,6.00,152.22,15.31,2.78,181,22.75
51435,11.22,1.18,3974,0.00,0.00,16,6.72,6.00,154.11,16.55,2.98,181,21.18
51625,11.22,1.21,4087,0.00,0.00,16,7.07,6.50,160.98,15.93,2.90,181,23.92
