Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.24,0.15,2552,0.00,0.00,16,15.16,12.50,5.22,12.63,-3.25,0.78
172,14.47,0.14,2513,0.00,0.00,16,3.91,7.00,5.22,11.77,-3.56,0.78
344,14.81,0.14,2503,0.00,0.00,16,8.48,8.00,5.08,11.88,-3.25,0.76
515,14.81,0.13,2509,0.00,0.00,16,3.91,5.50,4.93,11.51,-3.25,0.74
703,14.47,0.13,2482,0.00,0.00,16,-0.66,0.00,4.79,10.74,-3.25,0.76
875,14.70,0.13,2480,0.00,0.00,16,7.07,6.00,4.93,11.50,-3.25,0.74
1047,15.85,0.14,2492,0.00,0.00,16,7.07,6.00,4.93,11.51,-3.25,0.76
1218,13.90,0.14,2470,0.00,0.00,16,6.02,6.00,4.79,11.44,-3.25,0.74
1390,13.55,0.13,2446,0.00,0.00,16,3.91,2.50,4.93,10.99,-3.25,0.76
1562,14.59,0.15,2463,0.00,0.00,16,13.40,6.00,4.93,11.40,-3.25,0.78
1734,14.36,0.17,2429,0.00,0.00,16,20.43,21.50,5.37,13.39,-3.25,0.80
1921,13.78,0.16,2440,0.00,0.00,16,20.78,20.00,5.66,13.26,-2.94,0.80
2093,14.24,0.18,2461,0.00,0.00,16,36.25,25.50,5.95,14.08,-3.25,0.86
2265,14.47,0.22,2461,0.00,0.00,16,43.63,43.00,6.82,17.86,-3.25,0.88
2437,13.32,0.22,2432,0.00,0.00,16,43.63,43.00,7.25,18.33,-3.25,0.88
2609,14.13,0.23,2438,0.00,0.00,16,43.98,43.50,7.40,18.96,-2.94,0.88
2781,14.24,0.24,2441,0.00,0.00,16,44.34,43.50,7.55,19.35,-3.04,0.90
2953,14.36,0.24,2429,0.00,0.00,16,44.34,43.50,7.69,19.26,-2.94,0.90
3125,14.59,0.25,2424,0.00,0.00,16,44.69,43.50,7.84,19.35,-2.94,0.90
3312,14.36,0.25,2426,0.00,0.00,16,44.69,44.00,7.98,20.23,-2.94,0.92
