Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-0.78,0.78,14.24,8,149,0.28,1243,64.9,39.0,0.00,0.00,14.79,16,10.94,13.00,102,5.08,-9.69,5.89,1.46,0.00,-1.70,0.64,0.00,0.00,14.40
95,-0.78,0.78,14.36,8,149,0.28,1241,64.9,39.0,0.00,0.00,14.79,16,10.59,13.50,102,5.08,-9.67,5.85,1.46,0.00,-1.70,0.64,0.00,0.00,14.40
191,-0.78,0.78,14.47,8,149,0.29,1230,64.9,39.0,0.00,0.00,14.70,16,10.59,14.50,102,5.08,-9.67,5.89,1.46,0.00,-1.70,0.64,0.00,0.00,14.40
287,-0.78,0.78,14.47,8,149,0.29,1243,64.8,39.1,0.00,0.00,14.79,16,10.59,13.50,102,5.08,-9.65,5.85,1.44,0.00,-1.70,0.64,0.00,0.00,14.40
383,-0.78,0.78,14.36,8,149,0.28,1222,64.9,39.1,0.00,0.00,14.79,16,10.59,12.50,102,5.08,-9.67,5.70,1.44,0.00,-1.70,0.64,0.00,0.00,14.50
485,-0.78,0.78,14.47,8,149,0.28,1218,64.9,39.1,0.00,0.00,14.79,16,10.59,14.00,102,4.93,-9.71,5.63,1.44,0.00,-1.70,0.64,0.00,0.00,14.50
574,-0.78,0.00,14.47,8,149,0.27,1198,64.9,39.1,0.00,0.00,14.70,16,10.59,14.00,102,4.93,-9.69,5.54,1.44,0.00,-1.70,0.64,0.00,0.00,14.50
670,0.00,0.78,14.70,8,149,0.28,1190,64.9,39.1,0.00,0.00,14.70,16,10.59,15.50,102,5.08,-9.65,5.56,1.44,0.00,-1.70,0.64,0.00,0.00,14.50
766,0.00,0.78,14.70,8,149,0.28,1188,64.9,39.0,0.00,0.00,14.70,16,10.59,16.00,102,5.08,-9.63,5.63,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
862,0.00,0.78,14.59,8,149,0.27,1199,64.9,39.0,0.00,0.00,14.79,16,10.59,14.00,102,5.08,-9.63,5.54,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
958,0.78,0.78,14.81,8,149,0.27,1202,64.9,39.0,0.00,0.00,14.70,16,10.59,13.00,102,5.08,-9.67,5.43,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
1054,0.78,0.78,14.70,8,149,0.28,1187,64.8,39.1,0.00,0.00,14.70,16,10.59,14.50,102,5.08,-9.65,5.50,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
1149,0.78,0.78,14.81,8,149,0.28,1191,64.8,39.1,0.00,0.00,14.70,16,10.59,14.00,102,5.08,-9.63,5.50,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
1246,0.78,0.78,14.70,8,149,0.28,1175,64.8,39.1,0.00,0.00,14.70,16,10.59,14.50,102,5.08,-9.57,5.50,1.42,0.00,-1.70,0.64,0.00,0.00,14.80
1341,0.78,0.78,14.70,8,149,0.28,1182,64.8,39.1,0.00,0.00,14.70,16,10.59,15.50,102,5.08,-9.57,5.50,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
1438,0.78,0.78,14.59,8,149,0.28,1168,64.9,39.0,0.00,0.00,14.70,16,10.23,14.00,102,5.22,-9.53,5.50,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
1533,0.78,0.78,14.70,8,149,0.29,1158,64.9,39.0,0.00,0.00,14.70,16,10.23,16.00,102,5.22,-9.48,5.43,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
1629,0.78,0.78,14.70,8,149,0.29,1151,64.9,38.9,0.00,0.00,14.70,16,10.23,15.00,102,5.22,-9.46,5.54,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
1725,0.78,0.78,14.70,8,149,0.28,1162,64.9,38.9,0.00,0.00,14.70,16,10.23,13.50,102,5.22,-9.46,5.46,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
1821,0.00,0.78,14.47,8,149,0.28,1160,64.9,38.9,0.00,0.00,14.70,16,10.23,12.50,102,5.22,-9.49,5.37,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
1916,0.78,0.78,14.70,8,149,0.28,1133,64.9,38.9,0.00,0.00,14.70,16,10.23,12.50,102,5.22,-9.48,5.30,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
2013,0.78,0.78,14.59,8,149,0.29,1120,64.9,38.9,0.00,0.00,14.70,16,10.23,15.00,102,5.22,-9.46,5.47,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
2109,0.78,0.78,14.70,8,149,0.29,1139,64.8,38.8,0.00,0.00,14.70,16,10.23,12.50,102,5.37,-9.38,5.56,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
2212,0.00,0.78,14.36,8,149,0.29,1134,64.5,38.8,0.00,0.00,14.70,16,10.23,13.00,102,5.37,-9.38,5.46,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
2300,0.78,0.78,14.47,8,149,0.29,1136,64.9,38.8,0.00,0.00,14.70,16,10.23,13.00,102,5.37,-9.38,5.43,1.42,0.00,-1.70,0.64,0.00,0.00,14.70
2396,0.78,0.78,14.59,8,149,0.29,1138,64.9,38.8,0.00,0.00,14.70,16,10.23,14.00,102,5.37,-9.34,5.54,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
2492,0.78,0.78,14.47,8,149,0.30,1130,64.9,38.7,0.00,0.00,14.70,16,10.23,13.00,102,5.37,-9.30,5.56,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
2587,0.78,0.78,14.70,8,149,0.30,1127,64.9,38.7,0.00,0.00,14.70,16,10.23,13.50,102,5.37,-9.26,5.56,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
2684,0.78,0.78,14.47,8,149,0.30,1146,64.8,38.8,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.24,5.63,1.44,0.00,-1.70,0.64,0.00,0.00,14.70
2780,0.78,0.78,14.59,8,149,0.30,1130,64.9,38.7,0.00,0.00,14.70,16,10.23,10.50,102,5.51,-9.24,5.60,1.44,0.00,-1.70,0.64,0.00,0.00,14.60
2876,0.78,0.78,14.70,8,149,0.30,1123,64.9,38.6,0.00,0.00,14.70,16,10.23,12.50,102,5.51,-9.18,5.70,1.46,0.00,-1.70,0.64,0.00,0.00,14.60
2972,1.56,0.78,14.70,8,149,0.30,1114,64.9,38.6,0.00,0.00,14.70,16,10.23,11.50,104,5.51,-9.17,5.70,1.46,0.00,-1.70,0.64,0.00,0.00,14.70
3067,1.56,0.78,14.81,8,149,0.31,1108,64.9,38.5,0.00,0.00,14.69,16,10.23,13.00,104,5.51,-9.13,5.79,1.44,0.00,-1.70,0.64,0.00,0.00,14.80
3163,1.56,0.78,14.81,8,149,0.31,1118,64.9,38.5,0.00,0.00,14.69,16,10.23,12.50,104,5.66,-9.05,5.83,1.46,0.00,-1.70,0.64,0.00,0.00,14.80
3259,1.56,0.78,14.81,8,149,0.32,1123,64.9,38.4,0.00,0.00,14.69,16,10.23,13.00,104,5.66,-8.99,5.92,1.46,0.00,-1.70,0.64,0.00,0.00,14.80
3355,1.56,0.78,14.81,8,149,0.32,1112,64.9,38.4,0.00,0.00,14.69,16,10.23,10.50,104,5.66,-8.97,5.99,1.46,0.00,-1.70,0.64,0.00,0.00,14.80
3451,2.34,0.78,14.93,8,149,0.32,1133,64.8,38.5,0.00,0.00,14.70,16,10.23,12.00,104,5.80,-8.93,6.02,1.48,0.00,-1.70,0.64,0.00,0.00,14.90
3547,2.34,0.78,14.93,8,149,0.31,1142,64.9,38.4,0.00,0.00,14.70,16,10.23,9.00,104,5.66,-8.97,5.96,1.46,0.00,-1.70,0.64,0.00,0.00,14.80
3642,3.12,0.78,15.16,8,149,0.32,1118,64.9,38.4,0.00,0.00,14.69,16,10.23,9.50,104,5.80,-8.93,5.99,1.46,0.00,-1.70,0.64,0.00,0.00,14.90
3740,3.12,0.78,15.04,8,149,0.33,1115,64.9,38.4,0.00,0.00,14.69,16,10.23,11.50,104,5.80,-8.88,6.05,1.48,0.00,-1.70,0.64,0.00,0.00,15.20
3835,3.12,0.78,15.04,8,149,0.33,1116,64.9,38.3,0.00,0.00,14.69,16,10.23,9.50,104,5.80,-8.80,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.10
3931,3.91,0.78,15.04,8,149,0.33,1129,64.9,38.2,0.00,0.00,14.69,16,10.23,9.50,104,5.95,-8.80,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.00
4027,3.91,0.78,15.27,8,149,0.32,1143,64.9,38.2,0.00,0.00,14.69,16,10.23,8.00,104,5.95,-8.82,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.10
4123,4.69,0.78,15.39,8,149,0.32,1147,64.9,38.2,0.00,0.00,14.70,16,10.23,8.00,104,5.95,-8.82,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.10
4219,4.69,0.78,15.27,8,149,0.32,1139,64.9,38.3,0.00,0.00,14.70,16,10.23,8.50,104,5.80,-8.84,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.20
4314,4.69,0.78,15.04,8,149,0.32,1159,64.8,38.3,0.00,0.00,14.70,16,10.23,9.50,104,5.95,-8.82,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.10
4411,4.69,0.78,14.93,8,149,0.32,1144,64.8,38.3,0.00,0.00,14.70,16,10.23,8.00,104,5.80,-8.88,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.00
4506,4.69,0.78,15.04,8,149,0.32,1146,64.8,38.4,0.00,0.00,14.70,16,10.23,9.50,104,5.95,-8.84,6.16,1.48,0.00,-1.70,0.64,0.00,0.00,15.00
4602,4.69,0.78,14.93,8,149,0.32,1164,64.9,38.3,0.00,0.00,14.70,16,10.23,8.00,104,5.80,-8.84,6.13,1.48,0.00,-1.70,0.64,0.00,0.00,15.10
4698,5.47,0.78,14.93,8,149,0.31,1164,64.6,38.6,0.00,0.00,14.70,16,10.23,7.50,104,5.80,-8.89,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,15.00
4794,5.47,0.78,14.81,8,149,0.31,1157,64.6,38.6,0.00,0.00,14.70,16,10.23,8.50,104,5.80,-8.88,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.90
4891,4.69,0.78,14.70,8,149,0.31,1163,64.5,38.9,0.00,0.00,14.70,16,10.23,8.00,104,5.80,-8.89,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.90
4986,4.69,0.78,14.59,8,149,0.31,1167,64.7,38.6,0.00,0.00,14.70,16,10.59,8.00,104,5.80,-8.91,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.80
5082,4.69,0.78,14.47,8,149,0.31,1168,64.8,38.5,0.00,0.00,14.70,16,10.59,7.50,104,5.66,-8.95,6.13,1.46,0.00,-1.70,0.64,0.00,0.00,14.70
5177,4.69,0.78,14.47,8,149,0.31,1169,64.8,38.5,0.00,0.00,14.70,16,10.59,7.50,104,5.66,-8.99,6.13,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
5274,4.69,0.78,14.59,8,149,0.31,1166,64.8,38.5,0.00,0.00,14.70,16,10.23,8.00,104,5.66,-8.99,6.05,1.46,0.00,-1.70,0.64,0.00,0.00,14.60
5369,4.69,0.78,14.70,8,149,0.31,1182,64.8,38.5,0.00,0.00,14.70,16,10.59,8.00,104,5.66,-8.99,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
5466,4.69,0.78,14.70,8,149,0.31,1162,64.8,38.5,0.00,0.00,14.70,16,10.23,8.50,104,5.66,-9.01,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
5562,3.91,0.78,14.47,8,149,0.31,1182,64.8,38.5,0.00,0.00,14.70,16,10.23,8.00,104,5.66,-9.03,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
5658,3.91,0.78,14.47,8,149,0.31,1159,64.8,38.5,0.00,0.00,14.70,16,10.23,9.50,104,5.66,-9.01,6.09,1.46,0.00,-1.70,0.64,0.00,0.00,14.60
5753,4.69,0.78,14.59,8,149,0.31,1177,64.9,38.4,0.00,0.00,14.70,16,10.59,10.50,104,5.66,-8.99,6.13,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
5848,4.69,0.78,14.47,8,149,0.31,1166,64.9,38.4,0.00,0.00,14.70,16,10.59,8.50,104,5.66,-9.03,6.02,1.46,0.00,-1.70,0.64,0.00,0.00,14.60
5945,4.69,0.78,14.59,8,149,0.31,1178,64.9,38.5,0.00,0.00,14.70,16,10.59,10.00,104,5.66,-9.01,6.02,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
6041,4.69,0.78,14.47,8,149,0.31,1189,64.8,38.5,0.00,0.00,14.70,16,10.59,9.00,104,5.66,-9.05,6.02,1.48,0.00,-1.70,0.64,0.00,0.00,14.60
6137,4.69,0.78,14.59,8,149,0.30,1186,64.9,38.5,0.00,0.00,14.70,16,10.59,8.00,104,5.66,-9.07,6.02,1.46,0.00,-1.70,0.64,0.00,0.00,14.70
6233,4.69,0.78,14.36,8,149,0.30,1186,64.9,38.5,0.00,0.00,14.70,16,10.59,8.50,104,5.66,-9.11,5.96,1.46,0.00,-1.70,0.64,0.00,0.00,14.60
6329,3.91,0.78,14.36,8,149,0.30,1181,64.9,38.6,0.00,0.00,14.70,16,10.59,8.50,104,5.51,-9.13,5.99,1.46,0.00,-1.70,0.64,0.00,0.00,14.50
6425,3.91,0.78,14.36,8,149,0.31,1159,64.9,38.5,0.00,0.00,14.70,16,10.23,11.50,104,5.66,-9.09,6.02,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
6521,3.91,0.78,14.47,8,149,0.31,1170,64.9,38.5,0.00,0.00,14.70,16,10.59,10.50,104,5.66,-9.03,6.09,1.48,0.00,-1.70,0.64,0.00,0.00,14.50
