Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.78,14.36,8,0.30,1169,0.00,0.00,14.70,16,10.23,12.00,91,5.51,-9.15,5.89,1.46,0.00,-1.18,0.00,0.64,0.00,0.00,14.50
87,-0.78,0.78,14.36,8,0.30,1171,0.00,0.00,14.70,16,10.59,11.50,91,5.51,-9.18,5.89,1.46,0.00,-1.18,0.00,0.64,0.00,0.00,14.60
173,-0.78,0.78,14.36,8,0.30,1174,0.00,0.00,14.70,16,10.59,11.50,91,5.51,-9.24,5.83,1.46,0.00,-1.18,0.00,0.64,0.00,0.00,14.60
260,-0.78,0.78,14.36,8,0.30,1169,0.00,0.00,14.70,16,10.23,11.50,91,5.51,-9.24,5.83,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.50
347,-0.78,0.78,14.24,8,0.30,1162,0.00,0.00,14.70,16,10.23,12.00,91,5.51,-9.24,5.83,1.46,0.00,-1.18,0.00,0.64,0.00,0.00,14.50
433,-0.78,0.78,14.24,8,0.30,1156,0.00,0.00,14.70,16,10.23,11.50,91,5.51,-9.24,5.83,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.40
520,-0.78,0.78,14.24,8,0.30,1149,0.00,0.00,14.70,16,10.23,12.50,91,5.51,-9.20,5.76,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.50
607,-0.78,0.78,14.36,8,0.30,1157,0.00,0.00,14.70,16,10.23,12.50,91,5.51,-9.20,5.76,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.40
694,-1.56,0.78,14.36,8,0.30,1148,0.00,0.00,14.70,16,10.23,12.00,91,5.51,-9.20,5.73,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.40
781,-1.56,0.78,14.24,8,0.30,1153,0.00,0.00,14.70,16,10.23,11.50,91,5.51,-9.24,5.76,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.50
868,-1.56,0.78,14.36,8,0.30,1134,0.00,0.00,14.70,16,10.23,14.00,91,5.51,-9.22,5.70,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.40
954,-1.56,0.78,14.24,8,0.31,1123,0.00,0.00,14.70,16,10.23,14.50,91,5.51,-9.18,5.73,1.44,0.00,-1.18,0.00,0.64,0.00,0.00,14.40
