Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
6270,14.59,0.15,1161,0.00,0.00,16,10.59,10.00,5.51,-9.24,5.72,-1.18,0.64
6459,14.70,0.15,1172,0.00,0.00,16,10.23,9.50,5.51,-9.28,5.87,-1.18,0.64
6649,14.70,0.15,1178,0.00,0.00,16,10.23,9.00,5.37,-9.30,5.85,-1.18,0.64
6839,14.59,0.15,1184,0.00,0.00,16,10.59,9.00,5.37,-9.36,5.78,-1.18,0.64
7030,14.36,0.15,1190,0.00,0.00,16,10.59,8.50,5.37,-9.38,5.81,-1.18,0.64
7219,14.24,0.15,1177,0.00,0.00,16,10.59,10.50,5.22,-9.38,5.85,-1.18,0.64
7409,14.24,0.15,1183,0.00,0.00,16,10.59,8.00,5.37,-9.38,5.98,-1.18,0.64
7599,14.24,0.16,1193,0.00,0.00,16,10.59,9.00,5.37,-9.22,6.48,-1.18,0.66
7789,14.24,0.17,1200,0.00,0.00,16,10.59,8.50,5.66,-9.01,6.88,-1.18,0.68
7978,14.24,0.16,1201,0.00,0.00,16,11.64,11.50,5.51,-9.20,6.44,-1.18,0.70
8167,14.24,0.16,1178,0.00,0.00,16,14.45,14.00,5.37,-9.17,6.11,-1.18,0.72
8358,14.36,0.18,1142,0.00,0.00,16,17.27,16.50,5.80,-8.74,6.70,-1.18,0.74
8547,14.01,0.20,1136,0.00,0.00,16,21.48,21.00,6.24,-8.33,7.33,-1.18,0.76
8737,13.90,0.23,1189,0.00,0.00,16,25.00,24.00,6.82,-7.60,8.91,-1.18,0.80
8927,14.24,0.22,1325,0.00,0.00,16,25.70,25.50,7.11,-7.56,9.75,-1.49,0.80
9117,14.59,0.22,1371,0.00,0.00,16,26.05,26.00,7.11,-7.62,9.84,-1.49,0.80
9307,15.27,0.22,1366,0.00,0.00,16,26.05,26.00,7.11,-7.60,9.88,-1.49,0.80
9496,15.50,0.22,1354,0.00,0.00,16,26.41,26.00,7.11,-7.56,10.13,-1.49,0.80
9686,15.16,0.22,1369,0.00,0.00,16,26.05,26.00,7.11,-7.52,9.66,-1.49,0.80
9877,14.81,0.23,1374,0.00,0.00,16,26.76,26.50,7.25,-7.48,10.38,-1.49,0.80
10065,14.70,0.17,1420,0.00,0.00,16,23.59,17.50,5.95,-9.51,5.40,-1.49,0.64
10257,14.13,0.10,1444,0.00,0.00,16,13.75,7.00,4.50,-10.38,3.40,-1.49,0.64
10448,12.63,0.09,1347,0.00,0.00,16,10.94,14.50,4.06,-10.69,3.93,-1.49,0.64
10667,12.29,0.11,1229,0.00,0.00,16,10.59,19.00,3.92,-10.71,4.40,-1.49,0.64
10849,12.29,0.14,1178,0.00,0.00,16,10.23,19.00,4.21,-10.27,5.01,-1.18,0.68
11039,12.75,0.14,1160,0.00,0.00,16,11.29,10.50,4.79,-9.92,5.33,-1.18,0.68
11229,12.86,0.18,1146,0.00,0.00,16,13.75,13.50,5.08,-9.30,6.51,-1.18,0.74
11419,13.09,0.21,1196,0.00,0.00,16,20.08,18.00,5.95,-8.41,8.06,-1.18,0.80
11609,13.21,0.22,1379,0.00,0.00,16,26.76,26.50,6.82,-7.73,10.33,-1.49,0.82
11800,14.24,0.23,1453,0.00,0.00,16,27.81,27.50,7.11,-7.52,10.99,-1.49,0.82
11989,15.73,0.24,1414,0.00,0.00,16,27.81,27.50,7.40,-7.31,11.15,-1.49,0.82
12179,16.54,0.24,1388,0.00,0.00,16,28.16,28.00,7.55,-7.06,11.40,-1.49,0.82
12369,15.73,0.24,1408,0.00,0.00,16,27.81,28.00,7.69,-6.94,11.35,-1.49,0.82
12558,15.39,0.24,1406,0.00,0.00,16,28.16,28.00,7.84,-6.83,11.45,-1.49,0.82
12749,15.27,0.25,1390,0.00,0.00,16,28.52,28.50,7.98,-6.73,11.66,-1.49,0.82
12938,15.16,0.26,1368,0.00,0.00,16,28.52,28.50,7.98,-6.63,11.82,-1.49,0.82
13127,15.04,0.25,1344,0.00,0.00,16,28.16,28.00,8.13,-6.52,11.29,-1.49,0.82
13317,14.93,0.25,1259,0.00,0.00,16,27.46,27.50,8.13,-7.14,9.57,-1.49,0.68
13508,15.04,0.16,1334,0.00,0.00,16,18.32,18.50,5.37,-9.44,3.75,-1.49,0.64
13697,13.67,0.10,1389,0.00,0.00,16,11.29,8.50,4.35,-10.46,3.72,-1.49,0.64
13887,12.40,0.10,1308,0.00,0.00,16,10.94,16.50,3.77,-10.87,4.26,-1.49,0.64
14077,11.94,0.11,1260,0.00,0.00,16,10.59,19.00,3.92,-10.81,4.53,-1.49,0.64
14266,11.94,0.12,1206,0.00,0.00,16,10.59,19.00,3.92,-10.73,4.51,-1.18,0.64
14456,11.94,0.12,1166,0.00,0.00,16,10.23,18.50,4.06,-10.58,4.64,-1.18,0.64
14644,11.94,0.12,1130,0.00,0.00,16,10.23,18.50,4.21,-10.46,4.64,-1.18,0.64
14835,12.06,0.12,1116,0.00,0.00,16,10.23,18.50,4.35,-10.35,4.57,-1.18,0.64
15026,12.17,0.14,1105,0.00,0.00,16,10.23,18.50,4.50,-10.04,4.95,-1.18,0.66
15215,12.29,0.15,1116,0.00,0.00,16,10.23,17.00,4.93,-9.63,5.59,-1.18,0.68
15405,12.86,0.15,1115,0.00,0.00,16,10.94,10.50,5.22,-9.51,5.46,-1.18,0.70
15595,13.55,0.18,1054,0.00,0.00,16,13.40,13.00,5.51,-9.11,6.44,-1.18,0.74
15784,14.24,0.23,1167,0.00,0.00,16,21.48,22.50,6.67,-7.95,9.31,-1.18,0.80
15973,14.36,0.25,1173,0.00,0.00,16,27.46,27.50,7.55,-7.17,9.61,-1.18,0.80
16164,14.01,0.24,1224,0.00,0.00,16,26.76,27.00,7.98,-6.79,9.99,-1.18,0.80
16355,14.70,0.24,1276,0.00,0.00,16,27.11,27.00,7.98,-6.85,10.38,-1.49,0.82
16544,16.31,0.24,1344,0.00,0.00,16,27.46,27.00,7.69,-7.00,10.74,-1.49,0.82
16733,16.54,0.23,1424,0.00,0.00,16,27.81,27.50,7.69,-7.04,11.09,-1.49,0.82
16923,15.73,0.24,1515,0.00,0.00,16,28.87,28.50,7.69,-6.96,11.93,-1.49,0.86
17113,15.39,0.29,1612,0.00,0.00,16,30.98,30.50,8.42,-6.15,15.34,-1.49,0.94
17303,14.47,0.31,1671,0.00,0.00,16,34.84,34.50,9.14,-5.51,17.79,-1.49,0.96
17493,14.24,0.29,1810,0.00,0.00,16,36.60,36.50,9.00,-5.72,18.02,-1.49,0.94
17683,14.81,0.22,1918,0.00,0.00,16,37.30,36.50,7.11,-7.77,10.64,-1.49,0.78
17872,13.09,0.14,1978,0.00,0.00,16,34.84,34.00,5.22,-9.61,7.90,-1.49,0.74
18062,12.29,0.11,2026,0.00,0.00,16,32.73,33.00,4.35,-10.69,6.44,-1.80,0.68
18251,12.06,0.09,1974,0.00,0.00,16,28.52,30.00,3.63,-11.18,5.94,-1.49,0.66
18441,12.06,0.09,2025,0.00,0.00,16,20.78,21.50,3.34,-11.33,6.15,-1.80,0.66
18631,12.40,0.09,1918,0.00,0.00,16,11.99,12.00,3.34,-11.47,5.74,-1.49,0.64
18821,13.21,0.09,1915,0.00,0.00,16,11.99,12.00,3.34,-11.33,5.55,-1.49,0.64
19010,14.93,0.09,1810,0.00,0.00,16,11.99,12.00,3.34,-11.37,5.49,-1.49,0.64
19200,18.60,0.09,1812,0.00,0.00,16,11.99,12.00,3.34,-11.35,5.43,-1.49,0.64
19389,21.48,0.09,1726,0.00,0.00,16,11.99,20.00,3.34,-11.39,5.33,-1.49,0.64
19579,21.94,0.09,1666,0.00,0.00,16,11.99,20.00,3.34,-11.35,5.33,-1.49,0.64
19769,22.05,0.10,1628,0.00,0.00,16,11.99,20.00,3.48,-11.14,5.43,-1.49,0.66
19959,22.05,0.11,1556,0.00,0.00,16,11.99,20.00,3.77,-10.83,5.85,-1.49,0.68
20147,22.05,0.12,1511,0.00,0.00,16,11.64,20.00,4.06,-10.50,6.07,-1.49,0.68
20337,21.94,0.11,1434,0.00,0.00,16,11.64,11.50,4.21,-10.40,5.43,-1.49,0.68
20527,22.05,0.11,1437,0.00,0.00,16,14.45,13.50,4.21,-10.50,5.46,-1.49,0.68
20717,22.05,0.12,1357,0.00,0.00,16,16.21,16.00,4.21,-10.56,5.46,-1.49,0.68
20906,21.82,0.12,1390,0.00,0.00,16,19.38,19.00,4.21,-10.52,5.46,-1.49,0.68
21096,18.49,0.12,1320,0.00,0.00,16,21.48,22.00,4.21,-10.50,5.43,-1.49,0.68
21285,15.62,0.12,1351,0.00,0.00,16,23.59,23.50,4.21,-10.50,5.40,-1.49,0.68
21476,14.81,0.12,1311,0.00,0.00,16,22.89,22.50,4.21,-10.46,5.36,-1.49,0.68
21665,14.59,0.12,1321,0.00,0.00,16,23.24,23.00,4.21,-10.46,5.40,-1.49,0.68
21854,14.36,0.12,1293,0.00,0.00,16,22.54,22.50,4.21,-10.48,5.40,-1.49,0.64
22043,14.24,0.10,1292,0.00,0.00,16,15.51,20.50,3.77,-11.00,3.93,-1.49,0.64
22234,14.13,0.11,1188,0.00,0.00,16,10.59,19.00,3.63,-11.04,4.26,-1.49,0.64
22423,13.90,0.13,1072,0.00,0.00,16,9.88,18.00,3.92,-10.75,4.43,-1.18,0.64
22613,13.67,0.14,1012,0.00,0.00,16,9.88,18.00,4.21,-10.44,4.60,-1.18,0.64
22802,13.09,0.14,996,0.00,0.00,16,9.88,18.00,4.79,-9.92,4.73,-1.18,0.64
22992,12.98,0.14,1006,0.00,0.00,16,9.88,17.50,4.93,-9.77,4.75,-1.18,0.64
23184,12.63,0.14,1025,0.00,0.00,16,9.88,14.00,4.93,-9.73,4.75,-1.18,0.64
23371,13.09,0.14,1004,0.00,0.00,16,9.88,17.00,5.08,-9.63,4.75,-1.18,0.64
23561,13.32,0.15,987,0.00,0.00,16,9.88,16.50,5.08,-9.57,4.79,-1.18,0.64
23751,14.24,0.14,988,0.00,0.00,16,9.88,15.50,5.22,-9.48,4.75,-1.18,0.64
23940,14.70,0.15,977,0.00,0.00,16,9.88,15.50,5.22,-9.44,4.75,-1.18,0.64
24130,15.04,0.15,959,0.00,0.00,16,9.88,16.00,5.37,-9.34,4.79,-1.18,0.64
24320,15.16,0.15,970,0.00,0.00,16,9.88,14.00,5.37,-9.26,4.75,-1.18,0.64
24509,15.27,0.15,972,0.00,0.00,16,9.88,13.00,5.37,-9.26,4.69,-1.18,0.64
24699,15.50,0.15,948,0.00,0.00,16,9.88,14.50,5.37,-9.22,4.79,-1.18,0.64
24889,15.39,0.17,954,0.00,0.00,16,9.88,13.50,5.66,-8.97,5.23,-1.18,0.66
25078,15.50,0.18,968,0.00,0.00,16,9.88,10.00,5.95,-8.64,5.74,-1.18,0.68
25269,15.39,0.17,1017,0.00,0.00,16,11.64,11.00,6.24,-8.55,5.72,-1.18,0.72
25459,15.39,0.19,1125,0.00,0.00,16,15.51,14.50,6.24,-8.16,6.84,-1.18,0.80
25648,15.39,0.25,1334,0.00,0.00,16,28.52,28.50,7.40,-7.10,11.45,-1.49,0.84
25838,14.81,0.24,1508,0.00,0.00,16,28.87,28.50,7.69,-6.98,11.93,-1.49,0.84
26028,14.81,0.25,1461,0.00,0.00,16,28.52,28.50,7.84,-6.85,12.04,-1.49,0.84
26217,15.85,0.25,1470,0.00,0.00,16,28.87,28.50,7.98,-6.73,12.15,-1.49,0.84
26406,15.50,0.23,1564,0.00,0.00,16,29.57,29.50,7.84,-6.98,12.37,-1.49,0.84
26595,15.16,0.23,1600,0.00,0.00,16,30.62,30.50,7.55,-7.21,12.48,-1.49,0.84
26786,14.93,0.22,1708,0.00,0.00,16,31.68,31.50,7.11,-7.56,12.79,-1.49,0.86
26975,14.81,0.22,1742,0.00,0.00,16,33.44,33.00,6.96,-7.72,12.79,-1.49,0.86
27165,14.59,0.22,1796,0.00,0.00,16,33.79,33.50,6.96,-7.73,13.26,-1.49,0.86
27355,14.47,0.22,1858,0.00,0.00,16,35.55,35.00,6.96,-7.68,13.90,-1.49,0.88
27544,14.13,0.22,1922,0.00,0.00,16,36.60,36.00,7.11,-7.60,14.28,-1.49,0.88
27734,14.01,0.22,1970,0.00,0.00,16,37.30,37.50,7.11,-7.56,14.60,-1.49,0.88
27923,14.24,0.23,2043,0.00,0.00,16,39.06,38.50,7.25,-7.50,15.33,-1.80,0.90
28113,14.36,0.23,2070,0.00,0.00,16,39.77,39.50,7.25,-7.41,16.07,-1.80,0.90
28302,14.36,0.24,2128,0.00,0.00,16,40.82,40.50,7.40,-7.25,17.03,-2.11,0.92
28492,14.47,0.26,2208,0.00,0.00,16,42.58,42.50,7.69,-6.96,18.96,-2.42,0.94
28682,14.47,0.27,2258,0.00,0.00,16,43.98,44.00,8.13,-6.50,19.81,-2.11,0.98
28872,14.47,0.30,2382,0.00,0.00,16,44.69,45.00,8.56,-5.90,23.15,-1.80,1.00
29062,14.70,0.31,2473,0.00,0.00,16,44.34,44.50,9.00,-5.63,25.20,-1.80,1.02
29252,14.70,0.31,2577,0.00,0.00,16,43.98,43.50,9.14,-5.55,26.93,-1.49,1.02
29441,14.24,0.31,2715,0.00,0.00,16,43.63,43.50,9.14,-5.55,28.09,-1.49,1.04
29632,14.36,0.31,2810,0.00,0.00,16,43.28,43.00,9.00,-5.74,29.15,-2.11,1.04
29822,14.13,0.30,2928,0.00,0.00,16,43.63,43.50,8.85,-5.94,29.37,-2.11,1.02
30011,14.24,0.29,2993,0.00,0.00,16,43.98,43.50,8.71,-6.03,29.37,-2.11,1.02
30201,14.13,0.28,3105,0.00,0.00,16,43.98,43.50,8.56,-6.13,29.48,-2.11,1.02
30391,14.36,0.26,3188,0.00,0.00,16,44.34,44.00,7.84,-7.25,23.83,-4.25,0.86
30580,12.29,0.11,3183,0.00,0.00,16,31.33,28.00,4.06,-10.67,8.39,-4.25,0.64
30770,11.37,0.11,2943,0.00,0.00,16,13.75,16.00,3.77,-11.16,10.69,-4.25,0.64
30960,11.71,0.12,2560,0.00,0.00,16,11.99,11.50,3.63,-11.00,10.48,-3.64,0.64
31149,13.55,0.12,2179,0.00,0.00,16,11.99,11.50,3.63,-11.02,9.26,-3.04,0.64
31338,18.83,0.12,1888,0.00,0.00,16,11.99,11.50,3.77,-10.89,7.98,-1.49,0.64
31528,21.71,0.15,1568,0.00,0.00,16,11.99,20.00,3.92,-10.65,7.66,-1.49,0.64
31719,21.94,0.15,1275,0.00,0.00,16,10.94,19.00,4.35,-10.21,6.40,-1.49,0.64
31907,21.94,0.13,1248,0.00,0.00,16,10.94,14.00,4.79,-10.09,5.17,-1.49,0.64
32097,21.94,0.12,1254,0.00,0.00,16,10.59,15.50,4.35,-10.27,4.95,-1.49,0.66
32287,21.25,0.15,1223,0.00,0.00,16,11.99,12.00,4.93,-9.82,6.22,-1.49,0.72
32476,15.62,0.18,1270,0.00,0.00,16,16.91,17.00,5.51,-9.24,7.41,-1.49,0.76
32667,14.36,0.18,1439,0.00,0.00,16,26.41,23.50,5.80,-8.68,8.87,-1.49,0.80
32856,13.09,0.17,1774,0.00,0.00,16,32.38,32.00,5.95,-8.80,10.28,-1.49,0.82
33046,14.93,0.19,1773,0.00,0.00,16,32.38,32.50,5.95,-8.64,11.29,-1.49,0.84
33234,16.31,0.22,1789,0.00,0.00,16,33.79,33.00,6.38,-8.20,12.79,-1.49,0.86
33426,15.62,0.25,1799,0.00,0.00,16,34.14,34.00,7.11,-7.29,14.86,-1.49,0.92
33616,14.81,0.30,1836,0.00,0.00,16,36.25,36.00,8.42,-6.07,18.18,-1.49,0.98
33807,14.36,0.35,1868,0.00,0.00,16,38.36,38.00,9.72,-9.75,21.97,0.04,1.04
33998,14.47,0.36,1940,0.00,0.00,16,38.01,38.00,10.59,-4.10,23.54,0.35,1.06
34187,14.81,0.35,1984,0.00,0.00,16,38.71,39.00,10.74,-3.93,23.44,0.97,1.08
34378,15.04,0.36,2050,0.00,0.00,16,39.41,40.00,10.88,-3.79,24.61,1.57,1.08
34567,14.93,0.36,2102,0.00,0.00,16,40.12,40.00,10.88,-3.79,25.49,1.28,1.08
34756,14.81,0.37,2168,0.00,0.00,16,40.12,40.00,11.03,-3.69,26.41,1.28,1.10
34946,14.47,0.38,2252,0.00,0.00,16,39.77,40.00,11.03,-3.65,27.99,0.97,1.10
35136,14.24,0.38,2318,0.00,0.00,16,40.47,40.00,11.17,-3.58,29.37,1.28,1.10
35326,14.47,0.38,2401,0.00,0.00,16,40.47,40.00,11.17,-3.44,30.72,1.28,1.10
35517,14.24,0.39,2425,0.00,0.00,16,40.12,40.00,11.32,-3.42,31.84,0.97,1.12
35705,14.47,0.38,2492,0.00,0.00,16,40.12,40.00,11.03,-3.62,31.95,0.97,1.10
35894,14.24,0.38,2580,0.00,0.00,16,40.82,40.50,10.88,-3.75,32.73,0.04,1.08
36085,14.36,0.37,2627,0.00,0.00,16,41.17,40.50,10.88,-3.93,32.73,0.04,1.08
36275,14.36,0.37,2692,0.00,0.00,16,41.17,41.50,10.74,-4.10,33.22,0.04,1.08
36464,14.24,0.36,2761,0.00,0.00,16,41.52,41.00,10.45,-4.25,32.87,-0.89,1.08
36655,14.36,0.35,2827,0.00,0.00,16,41.88,41.50,10.30,-4.51,33.47,-0.89,1.06
36844,14.47,0.35,2904,0.00,0.00,16,42.23,42.00,10.01,-4.70,33.10,-0.89,1.06
37034,14.24,0.34,2954,0.00,0.00,16,42.58,42.50,9.87,-4.87,33.22,-1.49,1.06
37223,14.36,0.32,3017,0.00,0.00,16,42.93,42.50,9.72,-5.10,32.73,-1.49,1.06
37413,14.24,0.30,3061,0.00,0.00,16,43.63,43.50,9.00,-6.50,28.41,-1.49,0.90
37603,12.52,0.13,3047,0.00,0.00,16,36.60,34.50,4.93,-10.15,8.36,-4.25,0.64
37794,11.37,0.11,2968,0.00,0.00,16,16.21,14.50,3.63,-11.18,11.24,-4.25,0.64
37982,11.37,0.14,2654,0.00,0.00,16,11.99,11.50,3.63,-11.06,12.48,-3.64,0.64
38173,11.71,0.14,2275,0.00,0.00,16,11.99,11.50,3.63,-11.08,10.69,-2.73,0.64
38366,15.62,0.13,1962,0.00,0.00,16,11.99,11.50,3.63,-10.98,8.78,-1.49,0.64
38553,21.48,0.15,1658,0.00,0.00,16,11.99,20.00,3.77,-10.85,8.03,-1.49,0.64
38745,21.94,0.15,1334,0.00,0.00,16,11.29,19.00,4.21,-10.36,6.99,-1.49,0.64
38935,22.05,0.13,1238,0.00,0.00,16,10.59,16.50,4.79,-9.98,5.52,-1.18,0.64
39128,22.05,0.11,1249,0.00,0.00,16,10.59,14.00,4.35,-10.35,4.64,-1.49,0.66
39317,21.71,0.23,1214,0.00,0.00,16,13.05,13.00,5.37,-8.72,8.62,-1.49,0.82
39507,15.96,0.23,1336,0.00,0.00,16,27.81,27.50,6.96,-7.62,11.09,-1.49,0.84
39699,12.40,0.20,1763,0.00,0.00,16,35.55,35.50,6.67,-8.08,11.66,-1.49,0.86
39888,15.62,0.19,2058,0.00,0.00,16,37.30,37.50,6.53,-8.20,12.75,-1.80,0.88
40079,16.54,0.21,2024,0.00,0.00,16,38.01,38.50,6.82,-7.77,13.45,-1.80,0.90
40268,15.27,0.28,2015,0.00,0.00,16,39.77,40.00,7.69,-6.48,18.50,-1.80,0.98
40460,13.55,0.31,2037,0.00,0.00,16,40.12,40.00,9.00,-5.47,20.57,-0.27,1.02
40651,14.70,0.32,2043,0.00,0.00,16,40.47,40.00,9.58,-4.97,22.07,0.04,1.04
40840,15.04,0.33,2086,0.00,0.00,16,40.82,40.50,10.01,-4.62,23.05,0.35,1.06
41031,14.93,0.34,2106,0.00,0.00,16,40.82,40.50,10.30,-4.33,23.93,0.35,1.06
41222,14.70,0.35,2122,0.00,0.00,16,40.47,40.00,10.59,-4.06,25.30,0.66,1.08
41414,14.59,0.37,2174,0.00,0.00,16,39.77,39.00,10.88,-3.75,26.51,1.28,1.08
41607,14.36,0.37,2178,0.00,0.00,16,40.82,40.00,11.03,-3.65,26.83,0.97,1.10
41794,14.47,0.37,2196,0.00,0.00,16,40.12,40.00,11.17,-3.56,27.89,0.97,1.10
41988,14.36,0.38,2243,0.00,0.00,16,40.12,40.00,11.17,-3.52,28.20,1.57,1.10
42177,14.47,0.38,2298,0.00,0.00,16,39.77,39.00,11.32,-3.40,28.63,1.28,1.10
42366,14.47,0.39,2294,0.00,0.00,16,39.41,39.50,11.32,-3.33,29.16,0.97,1.10
42556,14.36,0.37,2325,0.00,0.00,16,40.47,40.00,11.32,-3.65,29.38,0.35,1.06
42748,14.36,0.36,2399,0.00,0.00,16,42.58,42.50,10.74,-4.04,28.41,-0.27,1.06
42938,14.24,0.36,2414,0.00,0.00,16,42.93,43.00,10.59,-4.12,28.52,-0.27,1.04
43128,14.59,0.36,2394,0.00,0.00,16,42.58,42.50,10.59,-4.06,28.94,-0.58,1.04
43318,14.36,0.35,2449,0.00,0.00,16,42.58,42.50,10.59,-4.16,29.26,-0.58,1.04
43509,14.47,0.33,2482,0.00,0.00,16,43.63,43.50,9.72,-5.18,25.68,-2.11,0.96
43700,13.90,0.28,2503,0.00,0.00,16,45.04,45.00,8.71,-5.99,23.34,-3.35,0.96
43891,14.81,0.28,2519,0.00,0.00,16,45.04,45.00,8.42,-6.28,23.14,-3.35,0.94
44084,14.59,0.27,2539,0.00,0.00,16,45.39,45.00,8.13,-6.52,22.58,-3.64,0.94
44273,14.59,0.26,2548,0.00,0.00,16,44.69,44.50,7.98,-6.65,21.89,-3.64,0.94
44465,14.70,0.26,2569,0.00,0.00,16,44.69,44.50,7.98,-6.71,22.14,-3.64,0.94
44654,14.70,0.25,2580,0.00,0.00,16,44.69,45.00,7.98,-6.79,22.14,-3.64,0.94
44849,14.59,0.25,2603,0.00,0.00,16,44.34,44.50,7.84,-6.90,21.45,-3.64,0.94
45037,14.70,0.22,2605,0.00,0.00,16,43.98,43.50,7.11,-7.68,18.95,-3.64,0.88
45230,14.01,0.21,2620,0.00,0.00,16,43.98,43.50,6.82,-7.95,18.80,-3.94,0.88
45420,14.13,0.21,2613,0.00,0.00,16,43.63,43.50,6.67,-8.06,18.18,-3.64,0.86
45610,14.36,0.20,2610,0.00,0.00,16,43.63,43.50,6.53,-8.22,17.48,-3.64,0.86
45803,14.47,0.20,2630,0.00,0.00,16,43.63,43.50,6.38,-8.30,17.48,-3.64,0.86
45992,14.70,0.20,2625,0.00,0.00,16,43.63,43.50,6.38,-8.35,17.48,-3.94,0.86
46184,14.47,0.20,2610,0.00,0.00,16,43.63,43.50,6.38,-8.33,17.71,-3.94,0.86
46390,14.59,0.20,2620,0.00,0.00,16,43.63,43.50,6.38,-8.31,17.71,-3.64,0.86
46582,14.59,0.19,2626,0.00,0.00,16,42.58,42.50,6.24,-8.55,16.44,-3.64,0.82
46775,14.01,0.16,2626,0.00,0.00,16,40.12,39.50,5.37,-9.44,12.82,-3.64,0.78
46961,13.67,0.13,2602,0.00,0.00,16,38.01,37.50,4.50,-10.17,11.55,-3.94,0.72
47153,13.32,0.12,2611,0.00,0.00,16,36.25,36.50,4.21,-10.62,10.17,-3.64,0.70
47343,13.09,0.12,2585,0.00,0.00,16,36.60,36.00,3.92,-10.79,9.88,-3.64,0.70
47534,14.24,0.12,2565,0.00,0.00,16,36.25,36.00,3.77,-10.91,9.92,-3.64,0.70
47725,14.24,0.12,2562,0.00,0.00,16,36.25,36.00,3.77,-10.96,9.75,-3.64,0.70
