Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,14.70,7,64,0.44,0,70.2,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.40
96,0.00,0.00,14.70,7,64,0.44,0,70.3,37.9,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
192,0.00,0.00,14.70,7,64,0.44,0,70.3,37.9,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.10
288,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.00
384,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.00
481,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,88.10
576,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.00
672,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.00
768,0.00,0.00,14.70,7,64,0.44,0,70.3,37.9,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.50
864,0.00,0.00,14.70,7,64,0.44,0,70.3,37.9,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.80
961,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.30
1056,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.30
1153,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.80
1248,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.60
1345,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.60
1440,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.80
1537,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.30
1632,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.20
1728,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.60
1825,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
1921,0.00,0.00,14.70,7,64,0.44,0,70.2,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
2016,0.00,0.00,14.70,7,64,0.44,0,70.2,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
2113,0.00,0.00,14.70,7,64,0.44,0,70.2,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
2209,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.60
2305,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.40
2401,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.80
2497,0.00,0.00,14.70,7,64,0.44,0,70.3,37.9,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.29,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.90
2593,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,86.70
2689,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.70,0.00,-1.70,0.68,0.00,0.00,87.00
2785,0.00,0.00,14.70,7,64,0.44,0,70.3,37.8,0.00,0.00,0.00,16,-20.00,9.50,72,14.36,-0.33,3.70,0.68,0.00,-1.70,0.68,0.00,0.00,88.70
2881,0.00,0.00,14.70,7,64,0.44,114,70.0,37.8,0.00,0.00,13.54,16,13.40,9.50,72,14.36,-0.31,1.84,1.14,0.00,-1.70,0.68,0.00,0.00,87.10
2977,0.00,0.00,14.70,7,64,0.44,114,69.9,37.6,0.00,0.00,13.54,16,13.40,9.50,72,14.36,-0.31,1.84,1.04,0.00,-1.70,0.68,0.00,0.00,89.80
3073,0.00,0.00,14.70,7,64,0.44,170,69.9,37.6,0.00,0.00,6.98,16,13.40,9.50,72,14.36,-0.31,2.50,1.10,0.00,-1.70,0.68,0.00,0.00,86.50
3169,0.00,0.00,14.70,7,64,0.44,170,69.9,37.5,0.00,0.00,6.98,16,13.40,9.50,72,14.36,-0.37,2.50,1.14,0.00,-1.70,0.68,0.00,0.00,86.50
3264,0.00,0.00,14.70,7,64,0.44,194,69.8,37.5,0.00,0.00,6.98,16,13.40,9.50,72,14.36,-0.37,2.73,1.16,0.00,-1.70,0.68,0.00,0.00,87.90
3360,0.00,0.00,14.70,7,64,0.44,212,69.7,37.5,0.00,0.00,6.98,16,13.40,9.50,72,14.36,-0.41,3.16,1.30,0.00,-1.70,0.68,0.00,0.00,88.30
3456,0.00,0.00,14.70,7,64,0.44,242,69.8,37.5,0.00,0.00,6.98,16,13.40,9.50,72,14.22,-0.48,3.45,1.16,0.00,-1.70,0.68,0.00,0.00,85.80
3553,0.00,0.00,14.70,7,64,0.44,242,69.8,37.7,0.00,0.00,6.98,16,13.40,9.50,72,14.22,-0.50,3.45,1.22,0.00,-1.70,0.68,0.00,0.00,84.70
3648,0.00,0.00,14.70,7,64,0.44,236,69.8,37.7,0.00,0.00,6.97,16,13.40,9.50,72,14.22,-0.50,3.69,1.32,0.00,-1.70,0.68,0.00,0.00,82.30
3743,0.00,0.00,14.70,7,64,0.44,219,69.5,37.7,0.00,0.00,6.97,16,13.75,9.50,72,13.93,-1.16,3.42,1.36,0.00,-1.70,0.66,0.00,0.00,81.40
3840,0.00,0.00,14.70,7,64,0.44,219,69.7,37.7,0.00,0.00,6.97,16,14.80,18.50,72,13.49,-1.14,4.60,1.36,0.00,-1.70,0.66,0.00,0.00,76.50
3935,0.00,0.00,14.70,7,64,0.44,450,69.7,38.8,0.00,0.00,6.97,16,14.80,19.00,72,13.49,-1.28,5.85,1.50,0.00,-1.70,0.64,0.00,0.00,68.20
4031,0.00,0.00,14.70,7,64,0.93,552,69.7,39.2,0.00,0.00,6.97,16,14.80,19.00,72,13.49,-1.26,7.61,1.58,0.00,-1.70,0.64,0.00,0.00,66.00
4127,0.00,0.00,14.70,7,64,0.76,557,69.8,39.2,0.00,0.00,6.97,16,14.80,19.00,72,13.49,-1.97,7.19,1.52,0.00,-1.70,0.64,0.00,0.00,65.70
4223,0.00,0.00,14.70,7,64,0.76,620,69.8,40.6,0.00,0.00,6.92,16,15.16,19.00,72,12.62,-1.95,6.60,1.52,0.00,-1.70,0.64,0.00,0.00,63.40
4319,0.00,0.00,14.70,7,64,0.76,568,69.8,40.6,0.00,0.00,6.36,16,14.45,18.00,72,12.62,-2.13,7.17,1.56,0.00,-1.70,0.64,0.00,0.00,58.70
4415,0.00,0.00,14.70,7,64,1.05,492,69.8,40.6,0.00,0.00,5.39,16,14.10,17.50,72,12.62,-1.74,7.33,1.56,0.00,-1.70,0.64,0.00,0.00,53.90
4510,0.00,0.00,14.70,7,64,1.06,401,69.8,41.0,0.00,0.00,3.27,16,13.40,17.50,72,12.91,-1.49,7.06,1.46,0.00,-1.70,0.64,0.00,0.00,51.50
