Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.59,0.15,1146,0.00,0.00,16,14.10,13.50,5.22,5.78,-1.18,0.64
172,14.59,0.15,1151,0.00,0.00,16,14.10,13.00,5.22,5.74,-1.18,0.64
344,14.59,0.15,1157,0.00,0.00,16,14.10,13.00,5.22,5.78,-1.18,0.64
516,14.59,0.15,1156,0.00,0.00,16,14.10,13.00,5.22,5.72,-1.18,0.64
688,14.70,0.15,1163,0.00,0.00,16,14.10,13.00,5.08,5.72,-1.18,0.64
860,14.59,0.15,1155,0.00,0.00,16,14.10,12.50,5.22,5.72,-1.18,0.64
1031,14.70,0.15,1160,0.00,0.00,16,14.10,13.50,5.08,5.72,-1.18,0.64
1203,14.70,0.15,1164,0.00,0.00,16,14.10,13.00,5.22,5.72,-1.18,0.64
1375,14.70,0.15,1166,0.00,0.00,16,14.10,13.00,5.22,5.72,-1.18,0.64
1547,14.59,0.15,1163,0.00,0.00,16,14.10,14.00,5.08,5.78,-1.18,0.64
1719,14.70,0.15,1172,0.00,0.00,16,14.10,13.00,5.08,5.74,-1.18,0.64
1891,14.59,0.15,1170,0.00,0.00,16,14.10,13.00,5.08,5.68,-1.18,0.64
2063,14.59,0.15,1154,0.00,0.00,16,14.10,15.50,5.08,5.74,-1.18,0.64
2235,14.59,0.14,1182,0.00,0.00,16,14.10,12.00,5.08,5.68,-1.18,0.64
2406,14.47,0.15,1185,0.00,0.00,16,14.10,12.00,5.08,5.68,-1.18,0.64
2578,14.47,0.15,1166,0.00,0.00,16,14.10,14.00,5.08,5.78,-1.18,0.64
2750,14.59,0.15,1185,0.00,0.00,16,14.10,12.00,5.08,5.74,-1.18,0.64
2922,14.59,0.15,1183,0.00,0.00,16,14.10,13.00,5.08,5.72,-1.18,0.64
3094,14.59,0.15,1178,0.00,0.00,16,14.10,13.50,5.08,5.78,-1.18,0.64
3281,14.59,0.15,1178,0.00,0.00,16,14.10,14.00,5.08,5.72,-1.18,0.64
3453,14.59,0.15,1174,0.00,0.00,16,14.10,14.00,5.08,5.85,-1.18,0.64
3625,14.47,0.14,1193,0.00,0.00,16,14.10,12.00,5.08,5.72,-1.18,0.64
3797,14.59,0.15,1185,0.00,0.00,16,14.10,13.50,5.08,5.72,-1.18,0.64
3970,14.47,0.14,1188,0.00,0.00,16,14.10,13.50,4.93,5.72,-1.18,0.64
4142,14.36,0.15,1169,0.00,0.00,16,14.10,15.50,5.08,5.74,-1.18,0.64
4314,14.47,0.14,1186,0.00,0.00,16,14.10,13.50,5.08,5.72,-1.18,0.64
4486,14.47,0.14,1192,0.00,0.00,16,14.10,13.00,5.08,5.65,-1.18,0.64
4658,14.36,0.15,1177,0.00,0.00,16,14.10,14.50,5.08,5.72,-1.18,0.64
4829,14.36,0.14,1171,0.00,0.00,16,14.10,15.50,5.08,5.65,-1.18,0.64
5001,14.47,0.15,1174,0.00,0.00,16,14.10,15.00,5.08,5.74,-1.18,0.64
5173,14.47,0.15,1182,0.00,0.00,16,14.10,14.00,5.08,5.78,-1.18,0.64
5345,14.47,0.15,1189,0.00,0.00,16,14.10,13.50,5.08,5.72,-1.18,0.64
5517,14.59,0.14,1196,0.00,0.00,16,14.10,13.00,5.08,5.65,-1.18,0.64
5689,14.59,0.14,1190,0.00,0.00,16,14.10,14.00,4.93,5.65,-1.18,0.64
5861,14.59,0.14,1195,0.00,0.00,16,14.10,13.50,4.93,5.72,-1.18,0.64
6032,14.59,0.14,1201,0.00,0.00,16,14.10,13.00,4.93,5.65,-1.18,0.64
6209,14.47,0.14,1194,0.00,0.00,16,14.10,14.00,4.93,5.59,-1.18,0.64
6381,14.47,0.14,1178,0.00,0.00,16,14.10,15.50,4.93,5.59,-1.18,0.64
6553,14.47,0.15,1151,0.00,0.00,16,14.10,18.00,4.93,5.72,-1.18,0.64
6725,14.47,0.14,1176,0.00,0.00,16,14.10,15.00,5.08,5.65,-1.18,0.64
6896,14.36,0.14,1168,0.00,0.00,16,14.10,15.50,5.22,5.40,-1.18,0.64
7068,14.36,0.14,1154,0.00,0.00,16,14.10,16.50,5.08,5.40,-1.18,0.64
7240,14.59,0.14,1165,0.00,0.00,16,14.10,15.00,5.08,5.52,-1.18,0.64
7412,14.70,0.14,1172,0.00,0.00,16,14.10,14.00,5.08,5.52,-1.18,0.64
7584,14.81,0.14,1156,0.00,0.00,16,14.10,15.50,5.08,5.36,-1.18,0.64
7756,14.81,0.14,1148,0.00,0.00,16,14.10,16.50,5.08,5.40,-1.18,0.64
7928,14.81,0.15,1138,0.00,0.00,16,14.10,17.00,5.08,5.65,-1.18,0.64
8099,14.59,0.15,1157,0.00,0.00,16,14.10,16.00,5.08,5.68,-1.18,0.64
8271,14.47,0.15,1147,0.00,0.00,16,14.10,15.00,5.22,5.62,-1.18,0.64
8447,14.36,0.15,1157,0.00,0.00,16,14.10,14.00,5.22,5.65,-1.18,0.64
8619,14.36,0.15,1159,0.00,0.00,16,14.10,13.50,5.22,5.65,-1.18,0.64
8791,14.47,0.15,1138,0.00,0.00,16,14.10,15.50,5.22,5.81,-1.18,0.64
8966,14.36,0.16,1152,0.00,0.00,16,14.10,13.50,5.37,5.98,-1.18,0.64
9138,14.47,0.15,1159,0.00,0.00,16,14.10,13.00,5.37,5.91,-1.18,0.64
9310,14.59,0.15,1160,0.00,0.00,16,14.10,13.00,5.37,5.91,-1.18,0.64
9487,14.47,0.15,1159,0.00,0.00,16,14.10,13.50,5.37,5.85,-1.18,0.64
9659,14.47,0.15,1164,0.00,0.00,16,14.10,13.00,5.37,5.91,-1.18,0.64
9830,14.59,0.16,1160,0.00,0.00,16,14.10,14.00,5.37,6.04,-1.18,0.64
10002,14.59,0.15,1175,0.00,0.00,16,14.10,12.50,5.37,6.04,-1.18,0.64
10174,14.70,0.15,1189,0.00,0.00,16,14.10,11.50,5.37,5.98,-1.18,0.64
10346,14.59,0.15,1188,0.00,0.00,16,14.10,11.50,5.37,5.98,-1.18,0.64
10518,14.59,0.15,1173,0.00,0.00,16,14.10,14.00,5.37,5.91,-1.18,0.64
