Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.36,0.14,1167,0.00,0.00,16,14.10,14.00,4.93,5.27,-1.18,0.64
170,14.47,0.13,1162,0.00,0.00,16,14.10,14.50,4.93,5.27,-1.18,0.64
354,14.47,0.13,1165,0.00,0.00,16,14.10,14.00,4.93,5.21,-1.18,0.64
3179,15.16,0.14,1158,0.00,0.00,16,14.10,13.00,5.08,5.23,-1.18,0.64
3342,14.93,0.14,1166,0.00,0.00,16,14.10,13.00,5.08,5.23,-1.18,0.64
3511,14.93,0.14,1150,0.00,0.00,16,14.10,14.50,5.08,5.23,-1.18,0.64
3680,14.70,0.14,1159,0.00,0.00,16,14.10,13.50,5.08,5.21,-1.18,0.64
3864,14.59,0.14,1158,0.00,0.00,16,14.10,13.50,5.08,5.21,-1.18,0.64
4027,14.47,0.13,1169,0.00,0.00,16,14.10,12.50,5.08,5.21,-1.18,0.64
4212,14.36,0.13,1146,0.00,0.00,16,14.10,15.00,4.93,5.21,-1.18,0.64
4381,14.24,0.13,1154,0.00,0.00,16,14.10,13.50,4.93,5.21,-1.18,0.64
4550,14.24,0.13,1160,0.00,0.00,16,14.10,13.50,5.08,5.14,-1.18,0.64
4728,14.24,0.13,1163,0.00,0.00,16,14.10,13.50,4.93,5.17,-1.18,0.64
4897,14.36,0.14,1156,0.00,0.00,16,14.10,14.00,4.93,5.21,-1.18,0.64
5081,14.36,0.14,1162,0.00,0.00,16,14.10,13.50,5.08,5.23,-1.18,0.64
5250,14.36,0.14,1154,0.00,0.00,16,14.10,14.50,4.93,5.21,-1.18,0.64
5428,14.47,0.13,1159,0.00,0.00,16,14.10,14.00,4.93,5.23,-1.18,0.64
5598,14.36,0.14,1154,0.00,0.00,16,14.10,14.50,4.93,5.21,-1.18,0.64
5782,14.36,0.14,1153,0.00,0.00,16,14.10,14.50,4.93,5.21,-1.18,0.64
5951,14.24,0.14,1134,0.00,0.00,16,14.10,16.50,5.08,5.27,-1.18,0.64
6129,14.36,0.14,1134,0.00,0.00,16,14.10,15.50,5.08,5.21,-1.18,0.64
6298,14.13,0.14,1143,0.00,0.00,16,14.10,14.50,5.08,5.21,-1.18,0.64
6467,14.13,0.14,1143,0.00,0.00,16,14.10,14.50,5.08,5.27,-1.18,0.64
6652,14.36,0.14,1133,0.00,0.00,16,14.10,14.00,5.08,5.27,-1.18,0.64
6830,14.59,0.14,1142,0.00,0.00,16,14.10,14.50,5.08,5.27,-1.18,0.64
6999,14.59,0.14,1139,0.00,0.00,16,14.10,14.00,5.08,5.33,-1.18,0.64
7175,14.47,0.14,1146,0.00,0.00,16,14.10,13.50,5.08,5.27,-1.18,0.64
7337,14.47,0.14,1142,0.00,0.00,16,14.10,14.00,5.08,5.30,-1.18,0.64
7522,14.47,0.14,1148,0.00,0.00,16,14.10,13.50,5.08,5.27,-1.18,0.64
7691,14.47,0.14,1143,0.00,0.00,16,14.10,14.00,5.08,5.23,-1.18,0.64
7860,14.47,0.14,1135,0.00,0.00,16,14.10,15.00,5.08,5.23,-1.18,0.64
8038,14.36,0.14,1144,0.00,0.00,16,14.10,14.00,5.08,5.27,-1.18,0.64
8223,14.36,0.14,1148,0.00,0.00,16,14.10,13.50,5.08,5.23,-1.18,0.64
8392,14.47,0.14,1152,0.00,0.00,16,14.10,13.00,5.08,5.27,-1.18,0.64
8561,14.59,0.14,1150,0.00,0.00,16,14.10,14.00,5.08,5.27,-1.18,0.64
8761,14.59,0.14,1155,0.00,0.00,16,14.10,13.50,5.08,5.27,-1.18,0.64
8939,14.59,0.14,1158,0.00,0.00,16,14.10,13.00,5.08,5.27,-1.18,0.64
9124,14.59,0.14,1149,0.00,0.00,16,14.10,14.00,5.08,5.21,-1.18,0.64
9277,14.47,0.14,1156,0.00,0.00,16,14.10,13.50,5.08,5.21,-1.18,0.64
9461,14.36,0.14,1141,0.00,0.00,16,14.10,15.50,5.08,5.27,-1.18,0.64
9624,14.36,0.14,1152,0.00,0.00,16,14.10,14.00,5.08,5.33,-1.18,0.64
9810,14.47,0.14,1141,0.00,0.00,16,14.10,15.50,5.08,5.30,-1.18,0.64
9979,14.47,0.14,1152,0.00,0.00,16,14.10,14.00,5.08,5.23,-1.18,0.64
10157,14.47,0.14,1154,0.00,0.00,16,14.10,14.00,5.08,5.30,-1.18,0.64
10326,14.59,0.14,1147,0.00,0.00,16,14.10,14.50,5.08,5.33,-1.18,0.64
10500,14.59,0.14,1156,0.00,0.00,16,14.10,13.50,5.08,5.27,-1.18,0.64
10669,14.59,0.14,1160,0.00,0.00,16,14.10,13.00,5.08,5.27,-1.18,0.64
10847,14.59,0.14,1150,0.00,0.00,16,14.10,14.50,5.08,5.27,-1.18,0.64
11032,14.47,0.14,1155,0.00,0.00,16,14.10,14.00,5.08,5.33,-1.18,0.64
11201,14.47,0.14,1162,0.00,0.00,16,14.10,13.00,5.08,5.27,-1.18,0.64
11370,14.24,0.14,1156,0.00,0.00,16,14.10,14.00,5.08,5.27,-1.18,0.64
11548,14.36,0.14,1166,0.00,0.00,16,14.10,13.00,4.93,5.23,-1.18,0.64
11720,14.47,0.14,1167,0.00,0.00,16,14.10,13.00,4.93,5.27,-1.18,0.64
11902,14.36,0.14,1177,0.00,0.00,16,14.10,12.00,4.93,5.21,-1.18,0.64
12071,14.13,0.14,1154,0.00,0.00,16,14.10,15.00,4.93,5.27,-1.18,0.64
12249,14.36,0.13,1164,0.00,0.00,16,14.10,14.00,4.93,5.23,-1.18,0.64
12418,14.13,0.14,1162,0.00,0.00,16,14.10,14.00,4.93,5.14,-1.18,0.64
12587,14.01,0.13,1144,0.00,0.00,16,14.10,15.50,4.93,5.21,-1.18,0.64
12771,14.01,0.13,1146,0.00,0.00,16,14.10,15.50,4.93,5.21,-1.18,0.64
12933,14.24,0.14,1208,0.00,0.00,16,14.10,15.50,4.93,5.23,-1.18,0.64
13118,14.13,0.13,1141,0.00,0.00,16,14.10,15.50,5.08,5.21,-1.18,0.64
13287,14.24,0.13,1136,0.00,0.00,16,14.10,16.00,5.08,5.17,-1.18,0.64
13465,14.36,0.14,1143,0.00,0.00,16,14.10,14.50,5.08,5.21,-1.18,0.64
