Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1908,-5.47,-4.69,13.55,8,0.21,1163,0.00,0.00,14.71,16,10.23,2.00,111,3.92,-10.81,3.67,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.40
1995,-3.91,-4.69,14.36,8,0.23,1106,0.00,0.00,13.58,16,9.88,7.50,113,3.92,-10.71,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40
2082,-3.91,-4.69,14.47,8,0.23,1033,0.00,0.00,14.71,16,9.88,17.00,113,4.06,-10.62,3.85,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.40
2168,-3.91,-4.69,14.47,8,0.23,1007,0.00,0.00,14.70,16,9.88,16.50,113,4.06,-10.50,3.85,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.40
2255,-3.91,-4.69,14.59,8,0.23,1006,0.00,0.00,14.71,16,9.88,16.50,113,4.21,-10.42,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30
2341,-3.12,-4.69,14.93,8,0.22,993,0.00,0.00,14.71,16,9.88,17.50,113,4.35,-10.40,3.73,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40
2428,-2.34,-4.69,15.04,8,0.22,984,0.00,0.00,14.71,16,9.88,17.00,111,4.35,-10.38,3.60,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
2515,-2.34,-4.69,15.16,8,0.22,976,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.36,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
2602,-1.56,-4.69,15.27,8,0.22,972,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.36,3.51,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
2688,-1.56,-4.69,15.27,8,0.22,959,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.36,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
2775,-2.34,-4.69,15.27,8,0.22,956,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.31,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
2862,-2.34,-4.69,14.81,8,0.22,952,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.31,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
2949,-3.12,-4.69,14.81,8,0.22,942,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.31,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
3035,-3.12,-4.69,14.47,8,0.22,937,0.00,0.00,14.71,16,9.88,17.00,111,4.35,-10.31,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
3121,-3.91,-4.69,14.24,8,0.22,934,0.00,0.00,14.71,16,9.88,17.00,111,4.35,-10.29,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
3209,-3.91,-4.69,14.24,8,0.22,917,0.00,0.00,14.70,16,9.88,17.50,111,4.35,-10.31,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
3295,-4.69,-4.69,14.01,8,0.22,915,0.00,0.00,14.70,16,9.88,17.50,111,4.35,-10.29,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
3383,-4.69,-4.69,14.13,8,0.22,910,0.00,0.00,14.70,16,9.88,17.50,111,4.50,-10.27,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3468,-4.69,-4.69,14.24,8,0.22,898,0.00,0.00,14.70,16,9.88,17.50,111,4.50,-10.25,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
3556,-4.69,-4.69,14.24,8,0.22,898,0.00,0.00,14.70,16,9.88,17.50,111,4.50,-10.25,3.33,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
3642,-4.69,-4.69,14.36,8,0.22,904,0.00,0.00,14.70,16,9.88,16.50,111,4.50,-10.25,3.30,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
3729,-3.91,-4.69,14.47,8,0.21,908,0.00,0.00,14.70,16,9.88,15.50,111,4.50,-10.31,3.25,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
3815,-3.91,-4.69,14.47,8,0.21,907,0.00,0.00,14.70,16,9.88,15.00,111,4.35,-10.31,3.21,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
3903,-3.91,-4.69,14.70,8,0.21,909,0.00,0.00,14.71,16,9.88,14.00,111,4.35,-10.35,3.16,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
3989,-3.12,-4.69,14.81,8,0.21,888,0.00,0.00,14.70,16,9.88,15.50,111,4.35,-10.35,3.16,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
4076,-3.91,-4.69,14.70,8,0.23,880,0.00,0.00,14.70,16,9.88,16.50,111,4.35,-10.29,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
4162,-3.91,-4.69,14.70,8,0.25,869,0.00,0.00,13.29,16,9.88,16.50,111,4.50,-10.23,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
4249,-3.91,-4.69,14.70,8,0.26,783,0.00,0.00,14.69,16,9.88,17.50,111,4.64,-10.04,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
4336,-3.91,-4.69,14.70,8,0.26,786,0.00,0.00,14.69,16,9.88,17.50,111,4.64,-9.92,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
4422,-3.12,-4.69,14.70,8,0.26,794,0.00,0.00,14.70,16,9.88,17.50,111,4.79,-9.86,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
4509,-2.34,-4.69,14.93,8,0.25,792,0.00,0.00,14.70,16,9.88,17.50,111,4.93,-9.77,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
4596,-2.34,-4.69,15.04,8,0.25,791,0.00,0.00,14.70,16,9.88,17.50,111,4.93,-9.75,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
4682,-2.34,-4.69,15.04,8,0.25,791,0.00,0.00,14.70,16,9.88,17.50,111,4.93,-9.71,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
4770,-2.34,-4.69,15.16,8,0.25,792,0.00,0.00,14.70,16,9.88,17.50,111,5.08,-9.67,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
4856,-1.56,-3.91,15.04,8,0.25,797,0.00,0.00,14.70,16,9.88,16.50,111,5.08,-9.65,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
4942,-2.34,-3.91,15.27,8,0.26,797,0.00,0.00,14.70,16,9.88,16.50,111,5.08,-9.63,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5030,-2.34,-3.91,15.04,8,0.26,795,0.00,0.00,14.70,16,9.88,16.50,111,5.08,-9.61,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5116,-3.12,-3.91,14.93,8,0.26,784,0.00,0.00,14.70,16,9.88,16.50,111,5.08,-9.53,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
5203,-3.12,-3.91,14.70,8,0.27,793,0.00,0.00,14.69,16,9.88,15.50,111,5.22,-9.53,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5290,-3.12,-3.91,14.59,8,0.26,801,0.00,0.00,14.70,16,9.88,13.00,111,5.22,-9.48,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5376,-4.69,-3.91,14.36,8,0.26,811,0.00,0.00,14.69,16,9.88,13.00,111,5.22,-9.48,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5463,-4.69,-3.91,14.13,8,0.26,818,0.00,0.00,14.70,16,9.88,11.50,111,5.22,-9.48,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
5550,-4.69,-3.91,14.13,8,0.26,821,0.00,0.00,14.70,16,9.88,12.00,111,5.22,-9.48,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80
5636,-3.91,-3.91,14.24,8,0.26,809,0.00,0.00,14.70,16,9.88,12.00,111,5.22,-9.48,3.51,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
5723,-3.91,-3.91,14.24,8,0.26,802,0.00,0.00,14.70,16,9.88,13.00,111,5.22,-9.46,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
5810,-3.91,-3.91,14.36,8,0.27,810,0.00,0.00,14.69,16,9.88,11.50,111,5.22,-9.44,3.58,1.26,0.00,-1.08,0.00,0.74,0.00,0.00,14.50
5897,-3.91,-3.91,14.47,8,0.62,805,0.00,0.00,11.33,16,14.10,12.00,111,5.37,-7.43,9.48,1.98,0.00,-1.08,9.41,1.02,0.00,0.00,14.50
5983,-4.69,-3.91,14.47,8,0.80,810,0.00,0.00,11.53,16,21.13,14.00,111,10.74,-3.96,17.36,2.04,0.00,-1.08,11.76,0.76,0.00,0.00,14.50
6070,-3.91,-3.91,14.59,8,0.66,800,0.00,0.00,14.15,16,22.89,21.00,111,10.30,-5.28,10.27,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,14.50
6157,-3.12,-3.91,14.81,8,0.46,1262,0.00,0.00,17.52,16,19.73,13.50,111,8.27,-7.56,3.78,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,14.50
6244,-3.12,-3.91,14.81,8,0.33,1423,0.00,0.00,17.07,16,15.86,11.50,111,5.80,-8.91,3.39,1.24,0.00,-1.39,0.00,0.64,0.00,0.00,14.90
6331,-8.59,-3.91,12.98,8,0.23,1524,0.00,0.00,16.25,16,11.99,15.50,111,4.93,-10.09,3.23,1.24,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
6417,-11.72,-4.69,12.29,8,0.19,1588,0.00,0.00,15.61,16,11.99,11.50,111,4.50,-10.52,3.36,1.24,0.00,-1.39,0.00,0.64,0.00,0.00,13.80
6504,-13.28,-4.69,12.06,8,0.16,1538,0.00,0.00,14.71,16,11.64,11.50,111,3.77,-10.94,3.34,1.26,0.00,-1.39,0.00,0.64,0.00,0.00,13.30
6591,-14.06,-4.69,12.17,8,0.17,1478,0.00,0.00,14.71,16,10.94,11.50,111,3.63,-11.10,3.58,1.26,0.00,-1.39,0.00,0.64,0.00,0.00,12.90
6677,-14.06,-4.69,12.40,8,0.20,1277,0.00,0.00,14.71,16,10.59,2.50,111,3.48,-11.06,3.88,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,12.90
6765,-14.84,-4.69,12.63,8,0.24,1138,0.00,0.00,13.23,16,9.88,16.50,111,3.77,-10.81,4.04,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,12.90
6851,-14.84,-4.69,12.98,8,0.24,1052,0.00,0.00,14.71,16,9.88,17.50,111,4.06,-10.56,4.13,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,12.90
6937,-11.72,-4.69,14.13,8,0.23,1019,0.00,0.00,14.71,16,9.88,17.50,111,4.21,-10.44,3.85,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,12.80
7025,-12.50,-4.69,14.01,8,0.24,1003,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.36,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,12.90
7111,-10.94,-4.69,14.70,8,0.25,978,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.27,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.20
7198,-10.94,-4.69,14.70,8,0.25,930,0.00,0.00,14.70,16,9.88,17.50,111,4.50,-10.13,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
7284,-10.16,-4.69,15.04,8,0.26,912,0.00,0.00,14.70,16,9.88,17.50,111,4.64,-10.04,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.90
7372,-10.16,-4.69,15.04,8,0.27,894,0.00,0.00,14.70,16,9.88,17.50,111,4.79,-9.94,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.90
7458,-8.59,-4.69,15.50,8,0.28,854,0.00,0.00,14.70,16,9.88,17.50,111,4.79,-9.78,3.86,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.10
7546,-7.81,-4.69,15.85,8,0.30,844,0.00,0.00,14.70,16,9.88,17.50,111,4.93,-9.67,4.02,1.32,0.00,-1.08,0.00,0.66,0.00,0.00,14.30
7632,-7.81,-3.91,15.85,8,0.31,832,0.00,0.00,13.69,16,9.88,17.50,111,5.22,-9.38,4.24,1.36,0.00,-1.08,0.78,0.68,0.00,0.00,14.60
7719,-7.81,-3.91,15.73,8,0.33,819,0.00,0.00,14.69,16,9.88,17.50,111,5.37,-9.18,4.40,1.36,0.00,-1.08,0.78,0.68,0.00,0.00,14.80
7806,-7.81,-3.91,15.50,8,0.33,826,0.00,0.00,14.69,16,9.88,17.50,111,5.66,-8.97,4.66,1.36,0.00,-1.08,1.18,0.70,0.00,0.00,15.10
7892,-8.59,-3.91,15.39,8,0.36,836,0.00,0.00,14.69,16,10.59,9.50,111,5.80,-8.72,4.79,1.40,0.00,-1.08,1.57,0.70,0.00,0.00,15.50
7979,-8.59,-3.91,15.16,8,0.37,845,0.00,0.00,14.68,16,11.99,11.00,111,6.09,-8.55,5.08,1.42,0.00,-1.08,1.57,0.70,0.00,0.00,15.70
8065,-9.38,-3.91,14.81,8,0.37,850,0.00,0.00,14.68,16,13.40,12.00,111,6.24,-8.30,5.27,1.44,0.00,-1.08,1.57,0.70,0.00,0.00,15.70
8152,-10.16,-3.91,14.81,8,0.37,871,0.00,0.00,14.69,16,15.16,13.00,111,6.53,-8.18,5.43,1.44,0.00,-1.08,1.96,0.72,0.00,0.00,15.60
8239,-9.38,-3.91,14.70,8,0.40,893,0.00,0.00,14.68,16,16.56,15.50,111,6.67,-8.02,5.76,1.48,0.00,-1.08,2.75,0.74,0.00,0.00,15.30
8326,-9.38,-3.91,14.59,8,0.42,947,0.00,0.00,14.68,16,19.02,17.00,111,6.82,-7.77,6.71,1.54,0.00,-1.08,3.14,0.76,0.00,0.00,15.00
8413,-9.38,-3.91,14.70,8,0.42,983,0.00,0.00,14.67,16,21.84,19.00,111,7.11,-7.48,7.09,1.56,0.00,-1.08,3.53,0.76,0.00,0.00,14.90
8499,-8.59,-3.91,14.81,8,0.41,1020,0.00,0.00,14.67,16,25.00,24.00,111,7.25,-7.37,7.37,1.56,0.00,-1.08,3.92,0.78,0.00,0.00,14.80
8585,-7.81,-3.91,15.04,8,0.42,1118,0.00,0.00,14.68,16,26.05,25.00,111,7.40,-7.31,8.31,1.62,0.00,-1.08,4.31,0.80,0.00,0.00,15.00
8673,-4.69,-3.91,15.39,8,0.42,1189,0.00,0.00,14.68,16,26.41,26.00,111,7.55,-7.15,8.60,1.64,0.00,-1.39,4.71,0.80,0.00,0.00,15.00
8760,-3.12,-3.91,16.08,8,0.42,1227,0.00,0.00,14.68,16,27.11,26.50,111,7.55,-7.15,8.96,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,15.80
8847,-0.78,-3.91,16.19,8,0.41,1332,0.00,0.00,14.68,16,27.81,27.00,111,7.55,-7.23,9.22,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,15.80
8933,0.78,-3.91,16.19,8,0.40,1370,0.00,0.00,14.68,16,27.81,27.50,111,7.40,-7.37,9.27,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,16.10
9020,2.34,-3.91,16.65,8,0.40,1406,0.00,0.00,14.69,16,28.16,28.00,111,7.25,-7.46,9.31,1.68,0.00,-1.39,4.71,0.82,0.00,0.00,16.30
9106,3.12,-3.91,16.54,8,0.38,1405,0.00,0.00,14.69,16,27.81,28.00,111,7.25,-7.46,9.41,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,16.40
9194,3.12,-3.91,16.31,8,0.41,1392,0.00,0.00,14.69,16,27.81,27.50,111,7.25,-7.46,9.45,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,16.30
9280,3.91,-3.91,16.08,8,0.41,1393,0.00,0.00,14.69,16,27.81,27.50,111,7.25,-7.44,9.45,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,16.20
9367,4.69,-3.91,15.96,8,0.42,1380,0.00,0.00,14.69,16,27.81,27.50,111,7.25,-7.43,9.58,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,16.20
9453,5.47,-3.91,15.85,8,0.42,1370,0.00,0.00,14.69,16,27.81,27.50,111,7.25,-7.43,9.53,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,16.00
9540,5.47,-3.91,15.73,8,0.42,1380,0.00,0.00,14.69,16,27.81,27.50,111,7.40,-7.39,9.63,1.68,0.00,-1.39,5.10,0.82,0.00,0.00,15.90
9627,5.47,-3.91,15.39,8,0.38,1390,0.00,0.00,14.69,16,28.16,27.50,111,7.40,-8.04,5.96,1.68,0.00,-1.39,0.78,0.64,0.00,0.00,15.70
9713,5.47,-3.91,15.16,8,0.29,1428,0.00,0.00,16.14,16,23.95,28.00,111,5.37,-9.32,3.99,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,15.60
9800,5.47,-3.91,15.04,8,0.25,1481,0.00,0.00,16.01,16,18.32,23.50,111,4.93,-9.88,3.51,1.26,0.00,-1.39,0.00,0.64,0.00,0.00,15.30
9887,4.69,-4.69,14.81,8,0.18,1567,0.00,0.00,15.45,16,14.10,17.00,111,4.35,-10.62,3.42,1.24,0.00,-1.39,0.00,0.64,0.00,0.00,15.30
9973,3.12,-4.69,14.47,8,0.16,1543,0.00,0.00,14.72,16,11.64,11.50,111,3.92,-10.98,3.36,1.24,0.00,-1.39,0.00,0.64,0.00,0.00,15.30
10060,1.56,-4.69,13.67,8,0.15,1512,0.00,0.00,14.72,16,11.29,11.50,111,3.48,-11.22,3.45,1.26,0.00,-1.39,0.00,0.64,0.00,0.00,14.90
10147,0.00,0.00,13.32,10,0.16,1390,0.00,0.00,14.72,16,10.94,11.50,111,3.34,-11.35,3.59,1.26,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
10234,0.00,0.00,13.21,10,0.18,1310,0.00,0.00,13.56,16,10.94,19.00,111,3.34,-11.35,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.50
10321,0.00,0.00,13.09,10,0.19,1257,0.00,0.00,14.71,16,10.59,19.00,111,3.48,-11.25,3.69,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.30
10407,0.00,0.00,13.09,10,0.21,1156,0.00,0.00,14.71,16,10.23,18.00,111,3.48,-11.08,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.20
10494,0.00,0.00,13.21,10,0.22,1109,0.00,0.00,14.71,16,9.88,18.00,111,3.63,-10.94,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.00
10581,-0.78,-0.78,13.21,8,0.22,1082,0.00,0.00,14.71,16,9.88,17.50,111,3.92,-10.75,3.88,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.90
10667,-0.78,-0.78,13.32,8,0.23,1058,0.00,0.00,14.71,16,9.88,17.50,111,4.06,-10.64,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.90
10755,-1.56,-0.78,13.44,8,0.23,1006,0.00,0.00,14.71,16,9.88,17.50,111,4.06,-10.56,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
10841,-2.34,-1.56,13.32,8,0.23,991,0.00,0.00,14.71,16,9.88,17.50,111,4.21,-10.42,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
10928,-3.12,-1.56,13.32,8,0.23,975,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.36,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
11015,-3.12,-1.56,13.32,8,0.23,950,0.00,0.00,14.71,16,9.88,17.50,111,4.35,-10.29,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
11102,-3.91,-2.34,13.21,8,0.23,941,0.00,0.00,14.71,16,9.88,17.50,111,4.50,-10.21,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
11188,-5.47,-2.34,13.21,8,0.23,932,0.00,0.00,14.71,16,9.88,17.50,111,4.50,-10.17,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.70
11275,-5.47,-2.34,13.09,8,0.23,910,0.00,0.00,14.71,16,9.88,17.50,111,4.50,-10.15,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.70
11361,-7.03,-2.34,12.98,8,0.23,901,0.00,0.00,14.71,16,9.88,17.50,111,4.64,-10.11,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
11448,-7.03,-2.34,12.75,8,0.24,895,0.00,0.00,14.71,16,9.88,17.50,111,4.64,-10.09,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60
11536,-7.81,-2.34,12.75,8,0.24,883,0.00,0.00,14.71,16,9.88,17.50,111,4.64,-10.06,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.50
11621,-8.59,-3.12,12.63,8,0.24,868,0.00,0.00,14.71,16,9.88,17.50,111,4.64,-10.02,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
11709,-9.38,-3.12,12.75,8,0.25,862,0.00,0.00,14.71,16,9.88,17.50,111,4.64,-10.00,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.30
11796,-9.38,-3.12,12.86,8,0.25,842,0.00,0.00,14.70,16,9.88,17.50,111,4.79,-9.92,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.20
11882,-9.38,-4.69,12.98,8,0.26,820,0.00,0.00,14.70,16,9.88,17.50,111,4.79,-9.90,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.10
