Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
154739,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
154928,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
155118,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
155309,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
155491,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.84,0.00
155679,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.84,0.00
155878,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
156065,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
156253,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
156440,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
156628,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
156826,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
157016,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
157208,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
157396,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
157587,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
157763,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
157965,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
158153,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
158345,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
158538,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
158726,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
158924,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
159118,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
159308,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
159493,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
159685,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
159874,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
160061,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
160249,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
160436,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
160627,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
160821,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
161010,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
161200,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
161389,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
161577,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
161780,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
161973,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
162163,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
162349,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
162542,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
162719,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
162923,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.92,0.00
163108,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
163295,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
163483,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
163686,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
163879,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
164071,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
164261,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.00,0.00
164452,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,12.00,0.00
164643,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.00,0.00
164833,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
165019,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,12.00,0.00
165208,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
165395,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
165583,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,12.00,0.00
165802,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
165972,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
166160,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
166351,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
166541,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.76,0.00
166730,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
166920,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
167099,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
167287,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
167490,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
167677,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.76,0.00
167871,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
168058,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
168248,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
168440,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.76,0.00
168632,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
168821,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.52,0.00
169007,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.60,0.00
169194,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.60,0.00
169382,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
169582,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
169770,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.60,0.00
169963,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.60,0.00
170156,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
170342,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
170535,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.60,0.00
170723,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
170912,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
171099,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
171286,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
171474,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
171661,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.60,0.00
171863,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.60,0.00
172051,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.68,0.00
172241,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
172431,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
172619,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.68,0.00
172806,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.68,0.00
173002,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
173190,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
173382,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.68,0.00
173571,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
173760,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
173950,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
174143,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
174334,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
174517,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.52,0.00
174704,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
174904,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
175098,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.60,0.00
175287,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
175481,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
175670,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
175862,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.60,0.00
176049,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.60,0.00
176237,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.68,0.00
176424,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
176612,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
176815,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
176994,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
177198,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
177385,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.92,0.00
177572,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.92,0.00
177760,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
177957,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
178149,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
178342,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
178533,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
178724,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
178914,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
179105,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
179293,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
179480,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
179668,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
179862,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
180054,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.84,0.00
180246,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
180437,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
180627,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.84,0.00
180814,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
181001,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
181199,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
181387,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.84,0.00
181566,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.76,0.00
181769,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
181959,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.66,11.68,0.00
182147,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.68,0.00
182335,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,11.68,0.00
182527,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.84,0.00
182711,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
182904,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,11.92,0.00
183096,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,12.00,0.00
183284,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
183472,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
183664,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
183853,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
184043,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
184236,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.68,12.00,0.00
184423,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.51,2.92,-1.08,0.66,12.00,0.00
2768985,14.70,0.13,1018,0.00,0.00,16,14.10,14.00,5.08,4.51,-1.08,0.64,13.68,0.00
2769172,14.70,0.13,1012,0.00,0.00,16,14.10,14.00,5.08,4.51,-1.08,0.64,13.68,0.00
2769375,14.47,0.13,1024,0.00,0.00,16,14.10,14.00,5.08,4.51,-1.08,0.64,13.68,0.00
2769563,14.59,0.13,1012,0.00,0.00,16,14.10,13.50,5.08,4.51,-1.08,0.64,13.60,0.00
2769751,14.47,0.13,1018,0.00,0.00,16,14.10,13.50,5.08,4.48,-1.08,0.64,13.60,0.00
2769944,14.59,0.13,1017,0.00,0.00,16,14.10,14.00,5.08,4.51,-1.08,0.64,13.60,0.00
2770132,14.59,0.13,1028,0.00,0.00,16,14.10,13.00,5.08,4.51,-1.08,0.64,13.68,0.00
2770319,14.47,0.13,1017,0.00,0.00,16,14.10,14.00,5.08,4.48,-1.08,0.64,13.60,0.00
2770507,14.59,0.13,1017,0.00,0.00,16,14.10,14.50,5.08,4.51,-1.08,0.64,13.68,0.00
2770694,14.59,0.13,1017,0.00,0.00,16,14.10,14.00,5.08,4.51,-1.08,0.64,13.60,0.00
2770891,14.59,0.13,997,0.00,0.00,16,14.10,14.00,5.08,4.48,-1.08,0.64,13.28,0.00
2771067,14.59,0.14,988,0.00,0.00,16,14.10,16.50,5.22,4.48,-1.08,0.64,13.60,0.00
2771270,14.59,0.14,994,0.00,0.00,16,14.10,14.50,5.51,4.43,-1.08,0.64,13.44,0.00
2771457,14.59,0.14,980,0.00,0.00,16,14.10,16.50,5.51,4.48,-1.08,0.64,13.68,0.00
2771645,14.70,0.14,987,0.00,0.00,16,14.10,14.50,5.51,4.48,-1.08,0.64,13.68,0.00
2771838,14.93,0.14,982,0.00,0.00,16,14.10,15.50,5.37,4.55,-1.08,0.64,13.60,0.00
2772024,15.27,0.14,1000,0.00,0.00,16,14.10,14.50,5.51,4.51,-1.08,0.64,13.68,0.00
2772209,15.39,0.13,1000,0.00,0.00,16,14.10,13.00,5.37,4.48,-1.08,0.64,13.60,0.00
2772396,15.27,0.13,998,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.08,0.64,13.68,0.00
2772595,15.16,0.14,1002,0.00,0.00,16,14.10,13.50,5.37,4.51,-1.08,0.64,13.60,0.00
2772782,15.16,0.14,1004,0.00,0.00,16,14.10,12.50,5.37,4.51,-1.08,0.64,13.68,0.00
2772970,14.93,0.13,1015,0.00,0.00,16,14.10,13.00,5.22,4.48,-1.08,0.64,13.68,0.00
2773155,14.81,0.13,1003,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.08,0.64,13.52,0.00
2773342,14.70,0.13,1004,0.00,0.00,16,14.10,13.50,5.22,4.51,-1.08,0.64,13.68,0.00
2773545,14.70,0.13,1004,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.08,0.64,13.52,0.00
2773733,14.59,0.13,1008,0.00,0.00,16,14.10,13.00,5.08,4.51,-1.08,0.64,13.60,0.00
2773924,14.24,0.13,1001,0.00,0.00,16,14.10,14.00,5.22,4.48,-1.08,0.64,13.60,0.00
2774113,14.24,0.13,1002,0.00,0.00,16,14.10,14.00,5.08,4.48,-1.08,0.64,13.60,0.00
2774301,14.01,0.13,1004,0.00,0.00,16,14.10,13.50,5.22,4.51,-1.08,0.64,13.60,0.00
2774488,14.01,0.13,986,0.00,0.00,16,14.10,15.00,5.22,4.46,-1.08,0.64,13.68,0.00
2774696,14.13,0.13,1002,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.08,0.64,13.68,0.00
2774870,14.01,0.14,1001,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.08,0.64,13.68,0.00
2775057,14.13,0.14,1004,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.08,0.64,13.68,0.00
2775246,14.24,0.14,984,0.00,0.00,16,14.10,15.50,5.22,4.51,-1.08,0.64,13.68,0.00
2775435,14.47,0.14,992,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.08,0.64,13.68,0.00
2775622,14.36,0.14,988,0.00,0.00,16,14.10,14.00,5.22,4.51,-1.08,0.64,13.68,0.00
2775825,14.47,0.14,988,0.00,0.00,16,14.10,14.00,5.37,4.51,-1.08,0.64,13.60,0.00
2776013,14.59,0.14,977,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.08,0.64,13.60,0.00
2776201,14.36,0.14,985,0.00,0.00,16,14.10,14.00,5.37,4.51,-1.08,0.64,13.52,0.00
2776394,14.59,0.14,977,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.08,0.64,13.68,0.00
2776582,14.59,0.14,998,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.08,0.64,13.52,0.00
2776769,14.70,0.14,996,0.00,0.00,16,14.10,13.00,5.37,4.55,-1.08,0.64,13.52,0.00
2776961,14.47,0.14,992,0.00,0.00,16,14.10,13.50,5.37,4.51,-1.08,0.64,13.60,0.00
2777149,14.70,0.14,983,0.00,0.00,16,14.10,14.50,5.22,4.57,-1.08,0.64,13.52,0.00
2777337,14.59,0.14,991,0.00,0.00,16,14.10,13.50,5.37,4.55,-1.08,0.64,13.68,0.00
2777524,14.70,0.14,991,0.00,0.00,16,14.10,13.50,5.37,4.55,-1.08,0.64,13.60,0.00
2777712,14.59,0.14,988,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.08,0.64,13.68,0.00
2777908,14.36,0.14,991,0.00,0.00,16,14.10,13.50,5.37,4.51,-1.08,0.64,13.68,0.00
2778090,14.47,0.14,992,0.00,0.00,16,14.10,13.00,5.37,4.55,-1.08,0.64,13.68,0.00
2778277,14.36,0.14,993,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
2778465,14.36,0.14,976,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.76,0.00
2778657,14.47,0.14,977,0.00,0.00,16,14.10,15.00,5.37,4.57,-1.08,0.64,13.68,0.00
2778859,14.59,0.14,983,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.68,0.00
2779044,14.47,0.14,994,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.08,0.64,13.60,0.00
2779231,14.47,0.14,982,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.08,0.64,13.68,0.00
2779419,14.59,0.14,980,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.52,0.00
2779607,14.59,0.14,975,0.00,0.00,16,14.10,14.50,5.37,4.57,-1.08,0.64,13.68,0.00
2779795,14.59,0.14,996,0.00,0.00,16,14.10,13.50,5.37,4.55,-1.08,0.64,13.60,0.00
2779982,14.47,0.14,988,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
2780185,14.36,0.14,989,0.00,0.00,16,14.10,13.00,5.37,4.60,-1.08,0.64,13.68,0.00
2780373,14.59,0.14,973,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.60,0.00
2780561,14.59,0.14,986,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.68,0.00
2780748,14.47,0.14,998,0.00,0.00,16,14.10,12.50,5.37,4.51,-1.08,0.64,13.52,0.00
2780941,14.59,0.14,983,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.08,0.64,13.68,0.00
2781124,14.59,0.14,984,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.08,0.64,13.52,0.00
2781315,14.47,0.14,990,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
2781503,14.59,0.14,982,0.00,0.00,16,14.10,15.50,5.37,4.57,-1.08,0.64,13.68,0.00
2781690,14.47,0.14,996,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.08,0.64,13.68,0.00
2781890,14.59,0.14,975,0.00,0.00,16,14.10,13.00,5.37,4.60,-1.08,0.64,13.68,0.00
2782081,14.70,0.14,980,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.08,0.64,13.68,0.00
2782269,14.70,0.14,984,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.68,0.00
2782456,14.59,0.14,992,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.08,0.64,13.68,0.00
2782644,14.59,0.14,988,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.60,0.00
2782840,14.70,0.14,988,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.60,0.00
2783023,14.59,0.14,991,0.00,0.00,16,14.10,13.50,5.37,4.55,-1.08,0.64,13.52,0.00
2783210,14.59,0.14,996,0.00,0.00,16,14.10,13.00,5.37,4.57,-1.08,0.64,13.68,0.00
2783398,14.47,0.14,1000,0.00,0.00,16,14.10,14.00,5.37,4.55,-1.08,0.64,13.52,0.00
2783585,14.47,0.14,992,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.68,0.00
2783788,14.59,0.14,994,0.00,0.00,16,14.10,14.00,5.37,4.60,-1.08,0.64,13.60,0.00
2783976,14.59,0.14,998,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.44,0.00
2784164,14.59,0.14,1002,0.00,0.00,16,14.10,12.50,5.37,4.57,-1.08,0.64,13.68,0.00
2784352,14.59,0.14,982,0.00,0.00,16,14.10,15.00,5.37,4.57,-1.08,0.64,13.60,0.00
2784539,14.70,0.14,989,0.00,0.00,16,14.10,14.00,5.22,4.64,-1.08,0.64,13.68,0.00
2784727,14.59,0.14,994,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
