Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
4119551,13.16,190,0.33,3082,0.00,0.00,16,42.58,42.50,34.73,-3.25,1.00
4119739,13.29,190,0.33,3082,0.00,0.00,16,42.58,42.50,33.98,-3.25,1.00
4119911,13.11,190,0.34,3103,0.00,0.00,16,42.58,42.50,34.48,-3.25,1.00
4120098,13.20,190,0.33,3102,0.00,0.00,16,42.93,42.50,35.22,-3.25,1.00
4120286,13.43,190,0.33,3085,0.00,0.00,16,42.58,42.50,34.73,-3.25,1.00
4120473,13.22,190,0.34,3108,0.00,0.00,16,42.58,42.50,34.73,-3.25,1.00
4120645,13.19,190,0.33,3109,0.00,0.00,16,42.58,42.50,33.61,-3.25,1.00
4120833,13.26,190,0.33,3112,0.00,0.00,16,42.58,42.50,34.60,-3.25,1.00
4121020,13.19,190,0.34,3095,0.00,0.00,16,42.58,42.50,34.11,-3.25,1.00
4121192,13.29,190,0.32,3112,0.00,0.00,16,42.58,42.50,34.61,-3.25,1.00
4121379,13.14,190,0.33,3098,0.00,0.00,16,42.58,42.50,33.73,-3.25,1.00
4121567,13.25,190,0.34,3099,0.00,0.00,16,42.58,42.50,34.61,-3.25,1.00
4121739,13.14,190,0.34,3102,0.00,0.00,16,42.58,42.50,34.61,-2.63,1.00
4121926,13.48,190,0.33,3103,0.00,0.00,16,42.58,42.50,34.73,-3.25,1.00
4122115,13.15,190,0.34,3103,0.00,0.00,16,42.58,42.50,34.48,-2.63,1.00
4122287,13.26,190,0.33,3124,0.00,0.00,16,42.93,42.50,35.22,-2.63,1.00
4122474,13.13,190,0.34,3125,0.00,0.00,16,42.58,42.50,35.11,-2.63,1.00
4122661,13.14,190,0.34,3109,0.00,0.00,16,42.58,42.50,35.35,-2.63,1.00
4122833,13.13,190,0.33,3129,0.00,0.00,16,42.58,42.50,34.61,-2.63,1.00
4125702,13.82,190,0.24,3128,0.00,0.00,16,44.34,44.00,24.62,-4.18,0.90
4125874,14.13,190,0.23,3146,0.00,0.00,16,44.34,44.00,24.22,-4.18,0.88
4126061,13.77,190,0.21,3139,0.00,0.00,16,44.34,44.00,22.23,-4.18,0.88
4126242,14.09,190,0.19,3136,0.00,0.00,16,39.77,44.00,21.71,-4.18,0.86
4126429,14.06,190,0.20,3130,0.00,0.00,16,41.88,38.00,19.81,-4.18,0.84
4126617,14.39,190,0.19,3120,0.00,0.00,16,35.90,38.50,19.81,-4.18,0.84
4126804,14.74,190,0.19,3104,0.00,0.00,16,35.20,38.50,19.89,-4.18,0.84
4126976,13.96,190,0.18,3120,0.00,0.00,16,34.14,36.00,19.19,-4.18,0.84
4127164,14.11,190,0.19,3098,0.00,0.00,16,37.30,33.00,19.11,-4.18,0.84
4127351,14.13,190,0.18,3112,0.00,0.00,16,34.84,38.50,19.81,-4.18,0.84
4127523,13.92,190,0.18,3109,0.00,0.00,16,34.14,36.00,19.35,-4.18,0.84
4127710,13.98,190,0.18,3107,0.00,0.00,16,32.73,35.00,19.04,-4.18,0.84
4127898,14.30,190,0.17,3070,0.00,0.00,16,30.62,39.00,19.91,-4.18,0.86
4128070,14.70,190,0.20,3085,0.00,0.00,16,36.60,44.00,21.00,-4.18,0.88
4128257,14.26,190,0.22,3088,0.00,0.00,16,44.34,44.00,22.06,-4.18,0.88
4128445,13.68,190,0.22,3090,0.00,0.00,16,44.34,44.00,22.86,-4.18,0.90
4128632,13.82,190,0.22,3070,0.00,0.00,16,44.34,44.00,22.23,-4.18,0.92
4128804,13.98,190,0.25,3064,0.00,0.00,16,44.34,44.00,24.90,-4.18,0.92
4128992,13.44,190,0.24,3085,0.00,0.00,16,44.34,44.00,26.09,-4.18,0.94
4129179,13.81,190,0.27,3082,0.00,0.00,16,44.34,44.00,27.04,-4.18,0.94
4129351,13.51,190,0.27,3062,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.96
4129538,13.63,190,0.28,3065,0.00,0.00,16,43.98,43.50,28.96,-4.18,0.96
4129714,13.41,190,0.29,3081,0.00,0.00,16,43.98,43.50,28.54,-3.87,0.96
4129901,13.48,190,0.29,3078,0.00,0.00,16,43.63,44.00,28.11,-3.87,0.98
4130089,13.44,190,0.30,3081,0.00,0.00,16,43.63,43.00,31.30,-3.87,0.98
4130261,13.38,190,0.30,3062,0.00,0.00,16,43.63,43.00,31.30,-3.25,1.00
4130448,13.40,190,0.31,3062,0.00,0.00,16,43.28,43.00,32.43,-3.25,1.00
4130635,13.67,190,0.31,3088,0.00,0.00,16,43.28,43.00,32.55,-3.25,1.00
4133465,13.41,190,0.32,3098,0.00,0.00,16,43.28,42.50,32.54,-3.25,1.00
4133652,13.29,190,0.32,3098,0.00,0.00,16,43.28,42.50,33.00,-3.25,1.00
4133840,13.32,190,0.32,3100,0.00,0.00,16,42.93,43.00,31.64,-3.25,1.00
4134012,13.20,190,0.32,3100,0.00,0.00,16,42.93,42.50,33.12,-3.25,1.00
4134199,13.33,190,0.31,3102,0.00,0.00,16,43.28,42.50,33.37,-3.25,1.00
4134371,13.49,190,0.32,3086,0.00,0.00,16,42.93,42.50,33.23,-3.25,1.00
4134559,13.37,190,0.31,3105,0.00,0.00,16,43.28,42.50,33.00,-3.25,1.00
4134746,13.42,190,0.32,3089,0.00,0.00,16,42.93,43.50,31.65,-3.25,1.00
4134918,13.17,190,0.31,3089,0.00,0.00,16,43.28,42.50,32.20,-3.25,0.98
4135106,13.66,190,0.31,3090,0.00,0.00,16,43.28,43.50,32.43,-3.25,0.98
4135293,13.37,190,0.31,3089,0.00,0.00,16,43.28,43.00,32.20,-3.25,0.98
4135467,13.21,190,0.31,3091,0.00,0.00,16,43.28,43.00,32.32,-3.25,0.98
4135654,13.29,190,0.31,3094,0.00,0.00,16,43.28,43.00,31.98,-3.25,0.98
4135857,13.28,190,0.31,3112,0.00,0.00,16,43.28,43.00,32.32,-3.25,0.98
4136015,13.29,190,0.31,3113,0.00,0.00,16,43.28,43.00,32.09,-3.25,0.98
4136202,13.39,190,0.30,3113,0.00,0.00,16,43.28,43.00,32.54,-3.25,0.98
4136389,13.30,190,0.31,3113,0.00,0.00,16,43.28,43.00,32.32,-3.87,0.98
4136561,13.37,190,0.30,3116,0.00,0.00,16,43.63,43.00,31.08,-3.87,0.98
4136749,13.71,190,0.31,3098,0.00,0.00,16,43.28,43.00,32.32,-3.87,0.98
4136936,13.35,190,0.31,3098,0.00,0.00,16,43.28,43.00,31.87,-3.87,0.98
4137124,13.23,190,0.31,3099,0.00,0.00,16,43.28,43.00,31.76,-3.87,0.98
4137296,13.26,190,0.31,3104,0.00,0.00,16,43.28,43.00,32.54,-3.25,1.00
4137483,13.23,190,0.32,3104,0.00,0.00,16,42.93,43.00,32.77,-3.25,1.00
4137655,13.17,190,0.32,3122,0.00,0.00,16,42.93,42.50,32.89,-3.25,1.00
4137843,13.29,190,0.32,3108,0.00,0.00,16,43.28,42.50,33.12,-3.25,1.00
4138030,13.24,190,0.32,3124,0.00,0.00,16,42.93,42.50,32.66,-3.25,1.00
4138217,13.14,190,0.32,3126,0.00,0.00,16,42.93,42.50,33.13,-3.25,1.00
4138389,13.23,190,0.33,3108,0.00,0.00,16,42.93,42.50,33.98,-3.25,1.00
4141249,13.14,190,0.35,3143,0.00,0.00,16,42.23,42.00,36.47,-2.63,1.02
4141437,13.16,190,0.35,3167,0.00,0.00,16,42.23,42.00,36.72,-2.63,1.02
4141624,13.05,190,0.34,3167,0.00,0.00,16,42.23,42.50,36.22,-2.63,1.02
4141796,13.01,190,0.35,3152,0.00,0.00,16,42.23,42.00,36.72,-2.63,1.02
4141984,13.28,190,0.35,3170,0.00,0.00,16,42.23,42.00,37.10,-2.01,1.02
4142171,13.29,190,0.35,3175,0.00,0.00,16,42.23,42.00,37.46,-2.01,1.02
4142343,13.07,190,0.35,3178,0.00,0.00,16,42.58,41.50,37.46,-2.63,1.02
4142531,13.17,190,0.35,3163,0.00,0.00,16,42.23,42.00,36.72,-2.63,1.02
4142718,13.21,190,0.33,3182,0.00,0.00,16,42.93,42.50,34.61,-3.25,1.00
4142890,13.28,190,0.30,3163,0.00,0.00,16,43.63,43.50,31.41,-3.87,0.96
4143078,13.26,190,0.28,3164,0.00,0.00,16,43.98,43.50,30.17,-4.18,0.94
4143265,13.42,190,0.28,3162,0.00,0.00,16,43.98,44.00,28.64,-4.18,0.94
4143440,13.53,190,0.26,3182,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.92
4143628,13.65,190,0.25,3159,0.00,0.00,16,44.34,44.00,26.51,-4.18,0.92
4143800,13.60,190,0.24,3158,0.00,0.00,16,44.34,44.00,25.79,-4.18,0.90
4143987,13.73,190,0.23,3174,0.00,0.00,16,44.34,44.00,24.42,-4.18,0.90
4144175,13.73,190,0.22,3170,0.00,0.00,16,44.34,44.00,24.11,-4.18,0.90
4144362,14.37,190,0.22,3150,0.00,0.00,16,44.34,44.00,22.24,-4.18,0.90
4144534,14.58,190,0.23,3168,0.00,0.00,16,44.34,44.00,23.83,-4.18,0.90
4144722,13.89,190,0.23,3163,0.00,0.00,16,44.34,44.00,23.63,-4.18,0.90
4144893,14.11,190,0.23,3167,0.00,0.00,16,44.34,44.00,24.22,-4.18,0.92
4145081,14.09,190,0.21,3143,0.00,0.00,16,44.34,44.00,22.32,-4.18,0.92
4145268,14.70,190,0.25,3162,0.00,0.00,16,44.34,44.00,26.31,-4.18,0.92
4145440,13.44,190,0.25,3159,0.00,0.00,16,44.34,44.00,26.40,-4.18,0.94
4145628,13.22,190,0.24,3156,0.00,0.00,16,44.34,44.00,25.90,-4.18,0.94
4145815,13.85,190,0.25,3136,0.00,0.00,16,44.34,44.00,26.84,-4.18,0.94
4145987,13.80,190,0.26,3140,0.00,0.00,16,44.34,44.00,27.48,-4.18,0.96
4146174,13.71,190,0.26,3160,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.96
4149030,13.02,190,0.34,3180,0.00,0.00,16,42.58,42.50,36.22,-2.63,1.02
4149217,13.07,190,0.34,3163,0.00,0.00,16,42.93,42.50,35.60,-2.63,1.02
4149389,13.16,190,0.34,3183,0.00,0.00,16,42.58,42.50,35.24,-2.63,1.02
4149577,13.29,190,0.34,3168,0.00,0.00,16,42.58,42.50,35.48,-2.63,1.02
4149752,13.19,190,0.34,3172,0.00,0.00,16,42.23,42.50,34.36,-2.63,1.02
4149939,13.14,190,0.34,3175,0.00,0.00,16,42.23,42.00,36.35,-2.63,1.02
4150127,13.14,190,0.33,3197,0.00,0.00,16,42.58,42.00,37.22,-2.63,1.02
4150299,13.31,190,0.35,3180,0.00,0.00,16,42.23,42.00,37.22,-2.01,1.02
4150491,13.05,190,0.35,3182,0.00,0.00,16,42.58,41.50,37.84,-2.63,1.02
4150663,13.37,190,0.35,3206,0.00,0.00,16,42.23,42.00,36.84,-2.63,1.02
4150850,13.18,190,0.34,3190,0.00,0.00,16,42.58,42.50,35.72,-2.63,1.00
4151038,12.96,190,0.33,3212,0.00,0.00,16,42.93,42.50,34.48,-3.25,1.00
4151210,13.20,190,0.30,3196,0.00,0.00,16,43.63,43.00,33.61,-3.87,0.98
4151397,13.17,190,0.27,3193,0.00,0.00,16,44.34,43.50,31.52,-4.18,0.94
4151585,13.71,190,0.26,3210,0.00,0.00,16,44.34,44.00,27.69,-4.18,0.90
4151772,13.20,190,0.23,3191,0.00,0.00,16,44.34,44.00,24.71,-4.18,0.90
4151944,13.40,190,0.22,3209,0.00,0.00,16,44.34,44.00,22.77,-4.18,0.88
4152131,13.94,190,0.21,3180,0.00,0.00,16,44.34,43.50,21.27,-4.18,0.86
4152319,13.91,190,0.20,3186,0.00,0.00,16,41.52,43.50,21.18,-4.18,0.86
4152491,13.98,190,0.19,3196,0.00,0.00,16,37.66,39.50,20.39,-4.18,0.86
4152679,14.31,190,0.18,3196,0.00,0.00,16,33.09,36.00,19.18,-4.18,0.86
4152867,14.33,190,0.20,3160,0.00,0.00,16,44.34,41.00,20.65,-4.18,0.86
4153055,13.82,190,0.19,3187,0.00,0.00,16,35.20,38.00,20.06,-4.18,0.86
4153227,14.63,190,0.19,3188,0.00,0.00,16,38.36,44.00,21.27,-4.18,0.88
4153414,14.21,190,0.20,3162,0.00,0.00,16,43.98,44.00,22.15,-4.18,0.88
4153602,13.99,190,0.20,3175,0.00,0.00,16,44.34,44.00,20.65,-4.18,0.88
4153774,14.05,190,0.20,3176,0.00,0.00,16,44.34,44.00,21.18,-4.18,0.90
4153961,14.12,190,0.23,3172,0.00,0.00,16,44.34,44.00,22.68,-4.18,0.90
4156783,13.28,190,0.28,3160,0.00,0.00,16,44.34,44.00,28.75,-4.18,0.96
4156970,13.42,190,0.28,3146,0.00,0.00,16,43.98,43.50,30.06,-4.18,0.96
4157142,13.40,190,0.28,3164,0.00,0.00,16,43.98,43.50,29.50,-4.18,0.96
4157330,13.34,190,0.29,3144,0.00,0.00,16,43.98,43.50,29.95,-4.18,0.96
4157517,13.40,190,0.29,3148,0.00,0.00,16,43.98,43.50,30.40,-3.87,0.96
4157689,13.46,190,0.28,3167,0.00,0.00,16,43.98,43.50,30.06,-3.87,0.96
4157877,13.46,190,0.29,3166,0.00,0.00,16,43.98,43.50,29.72,-3.87,0.96
4158064,13.49,190,0.28,3147,0.00,0.00,16,43.98,43.50,30.40,-3.87,0.98
4158252,13.34,190,0.28,3151,0.00,0.00,16,43.98,43.50,29.41,-3.87,0.96
4158424,13.69,190,0.29,3167,0.00,0.00,16,43.63,43.50,30.96,-3.87,0.98
4158611,13.41,190,0.29,3170,0.00,0.00,16,43.63,43.50,30.74,-3.87,0.98
4158799,13.37,190,0.30,3150,0.00,0.00,16,43.63,43.50,30.52,-3.87,0.98
4158971,13.35,190,0.29,3154,0.00,0.00,16,43.63,43.50,30.74,-3.87,0.98
4159162,13.37,190,0.29,3172,0.00,0.00,16,43.63,43.50,30.74,-3.87,0.98
4159350,13.53,190,0.30,3155,0.00,0.00,16,43.63,43.00,32.20,-3.25,1.00
4159525,13.29,190,0.30,3156,0.00,0.00,16,43.63,43.00,32.09,-3.25,1.00
4159712,13.41,190,0.31,3159,0.00,0.00,16,43.28,43.00,32.43,-3.25,1.00
4159884,13.21,190,0.31,3174,0.00,0.00,16,43.28,43.00,32.89,-3.25,1.00
4160072,13.27,190,0.31,3160,0.00,0.00,16,43.28,43.50,33.12,-3.25,1.00
4160259,13.38,190,0.31,3180,0.00,0.00,16,43.28,43.50,31.41,-3.25,1.00
4160431,13.43,190,0.31,3163,0.00,0.00,16,43.28,43.00,32.90,-3.25,1.00
4160619,13.29,190,0.32,3180,0.00,0.00,16,43.28,43.00,33.48,-3.25,1.00
4160791,13.26,190,0.32,3167,0.00,0.00,16,43.28,43.00,33.36,-3.25,1.00
4160979,13.23,190,0.31,3183,0.00,0.00,16,43.28,42.50,33.48,-3.25,1.00
4161166,13.25,190,0.32,3184,0.00,0.00,16,43.28,42.50,33.23,-3.25,1.00
4161338,13.10,190,0.32,3171,0.00,0.00,16,42.93,43.00,33.36,-3.25,1.00
4161526,13.28,190,0.33,3174,0.00,0.00,16,42.93,42.50,34.36,-3.25,1.00
4161713,13.22,190,0.32,3193,0.00,0.00,16,42.93,42.50,33.48,-3.25,1.00
4164566,13.25,190,0.33,3210,0.00,0.00,16,42.58,42.50,34.86,-2.63,1.00
4164738,13.25,190,0.33,3230,0.00,0.00,16,42.93,42.50,35.72,-3.25,1.00
4164926,13.28,190,0.31,3214,0.00,0.00,16,43.28,43.00,32.89,-3.25,0.98
4165113,13.19,190,0.29,3230,0.00,0.00,16,43.98,43.50,30.63,-4.18,0.96
4165301,13.43,190,0.26,3228,0.00,0.00,16,44.34,44.00,29.17,-4.18,0.92
4165472,13.54,190,0.24,3210,0.00,0.00,16,44.34,44.00,23.74,-4.18,0.90
4165660,14.13,190,0.21,3227,0.00,0.00,16,44.34,44.00,22.50,-4.18,0.88
4165832,14.31,190,0.20,3209,0.00,0.00,16,44.34,44.00,21.54,-4.18,0.88
4166021,14.19,190,0.20,3198,0.00,0.00,16,41.88,44.00,21.71,-4.18,0.86
4166209,14.30,190,0.18,3191,0.00,0.00,16,32.73,35.50,19.19,-4.18,0.86
4166381,14.56,190,0.19,3206,0.00,0.00,16,37.66,42.00,21.00,-4.18,0.86
4166568,13.88,190,0.19,3204,0.00,0.00,16,39.06,33.50,19.51,-4.18,0.86
4166756,14.55,190,0.20,3178,0.00,0.00,16,43.28,41.00,20.48,-4.18,0.86
4166928,13.81,190,0.20,3197,0.00,0.00,16,43.63,36.50,19.90,-4.18,0.88
4167115,14.10,190,0.22,3200,0.00,0.00,16,44.34,40.50,20.73,-4.18,0.88
4167303,13.40,190,0.22,3172,0.00,0.00,16,44.34,44.00,22.95,-4.18,0.90
4167474,13.51,190,0.18,3188,0.00,0.00,16,33.09,44.00,21.36,-4.18,0.90
4167662,14.56,190,0.24,3163,0.00,0.00,16,44.34,44.00,25.21,-4.18,0.92
4167849,13.56,190,0.23,3163,0.00,0.00,16,44.34,44.00,25.30,-4.18,0.94
4168021,13.83,190,0.24,3163,0.00,0.00,16,44.34,44.00,25.40,-4.18,0.94
4168209,13.42,190,0.25,3176,0.00,0.00,16,44.34,44.00,26.84,-4.18,0.94
4168397,13.39,190,0.26,3158,0.00,0.00,16,44.34,44.00,28.01,-4.18,0.96
4168569,13.31,190,0.28,3172,0.00,0.00,16,43.98,44.00,28.64,-4.18,0.96
4168760,13.16,189,0.26,3155,0.00,0.00,16,44.34,44.00,29.17,-3.87,0.96
4168932,13.47,190,0.27,3174,0.00,0.00,16,44.34,43.50,30.40,-3.87,0.98
4169119,13.62,189,0.30,3155,0.00,0.00,16,43.63,43.50,31.30,-3.87,0.98
4169307,13.21,189,0.30,3174,0.00,0.00,16,43.63,43.50,31.75,-3.25,1.00
4169494,13.28,189,0.31,3174,0.00,0.00,16,43.28,43.00,31.87,-3.25,1.00
4172316,12.99,189,0.36,3180,0.00,0.00,16,41.88,41.50,38.34,-2.01,1.04
4172504,13.13,189,0.37,3184,0.00,0.00,16,41.17,41.50,38.98,-2.01,1.04
4172676,12.92,189,0.36,3205,0.00,0.00,16,41.52,41.00,38.98,-2.01,1.04
4172863,13.08,189,0.37,3188,0.00,0.00,16,40.82,40.50,40.07,-2.01,1.04
4173051,12.94,190,0.37,3209,0.00,0.00,16,41.17,41.50,39.25,-2.01,1.04
4173223,13.07,189,0.38,3194,0.00,0.00,16,40.47,40.00,40.21,-2.01,1.04
4173410,12.94,189,0.37,3200,0.00,0.00,16,40.82,41.00,39.51,-1.39,1.04
4173598,12.94,189,0.38,3220,0.00,0.00,16,40.47,40.00,40.35,-1.39,1.04
4173770,13.00,189,0.38,3204,0.00,0.00,16,40.12,40.00,40.77,-1.39,1.04
4173957,12.96,189,0.38,3227,0.00,0.00,16,41.17,41.00,40.48,-1.39,1.04
4174132,13.11,189,0.38,3227,0.00,0.00,16,40.82,40.00,40.77,-1.39,1.04
4174320,13.11,189,0.38,3214,0.00,0.00,16,41.17,40.50,40.63,-1.39,1.04
4174507,12.81,189,0.37,3236,0.00,0.00,16,40.82,40.50,40.35,-1.39,1.04
4174679,12.92,189,0.37,3221,0.00,0.00,16,40.47,40.00,40.63,-1.39,1.04
4174867,13.02,189,0.38,3241,0.00,0.00,16,40.47,40.50,40.35,-1.39,1.04
4175054,13.10,189,0.38,3244,0.00,0.00,16,40.47,40.50,40.48,-1.39,1.04
4175226,13.05,189,0.37,3249,0.00,0.00,16,40.82,40.00,41.05,-1.39,1.04
4175413,12.93,189,0.38,3230,0.00,0.00,16,40.82,40.50,40.91,-1.39,1.04
4175601,13.00,189,0.36,3254,0.00,0.00,16,41.88,41.50,38.46,-2.63,1.02
4175773,12.65,189,0.32,3232,0.00,0.00,16,43.28,42.50,34.48,-3.25,0.98
4175960,12.96,189,0.29,3254,0.00,0.00,16,43.98,43.50,31.30,-4.18,0.94
4176148,13.41,189,0.25,3236,0.00,0.00,16,44.34,44.00,28.96,-4.18,0.92
4176335,14.03,189,0.25,3251,0.00,0.00,16,44.34,44.00,27.04,-4.18,0.92
4176509,13.43,189,0.24,3230,0.00,0.00,16,44.34,44.00,25.89,-4.18,0.90
4176697,13.49,189,0.24,3224,0.00,0.00,16,44.34,44.00,25.10,-4.18,0.90
4176884,13.56,189,0.22,3220,0.00,0.00,16,44.34,44.00,23.53,-4.18,0.90
4177056,14.00,189,0.21,3240,0.00,0.00,16,44.34,44.00,22.41,-4.18,0.88
4177244,13.81,189,0.21,3216,0.00,0.00,16,44.34,44.00,23.14,-4.18,0.88
4180081,13.26,189,0.28,3197,0.00,0.00,16,43.98,43.50,31.20,-3.25,0.98
4180253,13.35,189,0.30,3178,0.00,0.00,16,43.63,43.50,32.20,-3.25,1.00
4180440,13.38,189,0.31,3179,0.00,0.00,16,43.28,43.50,32.43,-3.25,1.00
4180628,13.09,189,0.31,3193,0.00,0.00,16,43.28,43.00,32.77,-3.25,1.00
4180800,13.05,189,0.31,3196,0.00,0.00,16,43.28,43.00,33.01,-3.25,1.00
4180987,13.26,189,0.32,3180,0.00,0.00,16,42.93,42.50,33.73,-2.63,1.00
4181175,13.19,189,0.33,3200,0.00,0.00,16,42.93,42.50,34.61,-2.63,1.02
4181346,13.09,189,0.33,3180,0.00,0.00,16,42.93,42.50,34.97,-2.63,1.02
4181534,13.11,189,0.33,3183,0.00,0.00,16,42.93,42.50,35.60,-2.63,1.02
4181721,13.18,189,0.33,3201,0.00,0.00,16,42.58,42.50,35.60,-2.63,1.02
4181909,13.36,189,0.33,3187,0.00,0.00,16,42.58,42.50,35.60,-2.01,1.02
4182081,13.23,189,0.35,3205,0.00,0.00,16,42.23,42.00,37.35,-2.63,1.02
4182268,12.87,189,0.35,3190,0.00,0.00,16,42.23,42.50,36.60,-2.01,1.02
4182456,13.08,189,0.35,3188,0.00,0.00,16,42.23,42.00,37.47,-2.01,1.04
4182628,13.14,189,0.34,3206,0.00,0.00,16,42.58,42.00,37.47,-2.01,1.04
4182815,13.10,189,0.35,3196,0.00,0.00,16,42.23,42.00,38.09,-2.01,1.04
4183002,13.19,189,0.35,3194,0.00,0.00,16,41.88,42.50,37.60,-2.01,1.02
4183174,13.13,189,0.34,3217,0.00,0.00,16,42.58,42.00,37.46,-2.01,1.04
4183362,13.10,189,0.35,3197,0.00,0.00,16,42.23,42.00,38.21,-2.01,1.02
4183549,13.08,189,0.35,3219,0.00,0.00,16,42.23,41.50,37.73,-2.01,1.02
4183721,13.07,189,0.36,3201,0.00,0.00,16,41.88,42.00,37.84,-2.01,1.02
4183909,12.96,189,0.35,3220,0.00,0.00,16,42.23,41.50,37.97,-2.01,1.02
4184096,13.29,189,0.35,3223,0.00,0.00,16,42.23,42.00,37.59,-2.01,1.02
4184268,13.22,189,0.35,3205,0.00,0.00,16,42.23,42.00,37.22,-2.01,1.02
4184456,13.17,189,0.34,3227,0.00,0.00,16,42.23,42.00,37.97,-2.01,1.02
4184643,13.01,189,0.35,3208,0.00,0.00,16,42.23,42.00,37.60,-2.01,1.02
4184815,13.03,189,0.35,3230,0.00,0.00,16,42.58,42.00,37.22,-2.01,1.02
4185002,13.14,189,0.33,3232,0.00,0.00,16,42.58,42.50,35.85,-2.63,1.02
4187856,13.45,189,0.26,3190,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.96
4188043,13.62,189,0.26,3209,0.00,0.00,16,44.34,44.00,28.54,-4.18,0.96
4188215,13.52,189,0.27,3205,0.00,0.00,16,44.34,44.00,29.29,-4.18,0.96
4188403,13.37,189,0.27,3186,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.96
4188590,13.38,189,0.27,3206,0.00,0.00,16,44.34,44.00,29.18,-4.18,0.96
4188762,13.31,189,0.27,3184,0.00,0.00,16,44.34,44.00,29.28,-4.18,0.96
4188949,13.41,189,0.27,3204,0.00,0.00,16,44.34,44.00,29.39,-4.18,0.96
4189137,13.40,189,0.28,3183,0.00,0.00,16,43.98,43.50,29.61,-4.18,0.96
4189309,13.31,189,0.27,3200,0.00,0.00,16,44.34,43.50,30.40,-4.18,0.96
4189496,13.75,189,0.29,3180,0.00,0.00,16,43.98,43.50,30.52,-3.87,0.96
4189684,13.43,189,0.29,3198,0.00,0.00,16,43.98,44.00,30.63,-3.87,0.98
4189858,13.45,189,0.29,3200,0.00,0.00,16,43.63,44.00,27.79,-3.87,0.98
4190045,13.46,189,0.29,3182,0.00,0.00,16,43.98,43.50,31.19,-3.87,0.98
4190219,13.31,189,0.29,3194,0.00,0.00,16,43.63,43.50,31.18,-3.87,0.98
4190407,13.52,189,0.29,3178,0.00,0.00,16,43.63,43.50,31.19,-3.87,0.98
4190594,13.25,189,0.29,3198,0.00,0.00,16,43.63,43.50,31.52,-3.87,0.98
4190766,13.25,189,0.30,3197,0.00,0.00,16,43.63,43.50,31.76,-3.87,0.98
4190954,13.37,189,0.29,3178,0.00,0.00,16,43.98,43.50,32.43,-3.87,0.98
4191141,13.79,189,0.30,3197,0.00,0.00,16,43.28,43.50,32.32,-3.25,0.98
4191313,13.38,189,0.30,3196,0.00,0.00,16,43.63,43.50,30.97,-3.25,0.98
4191504,13.43,189,0.30,3178,0.00,0.00,16,43.28,43.00,32.32,-3.25,1.00
4191691,13.11,189,0.30,3178,0.00,0.00,16,43.28,43.50,31.52,-3.25,1.00
4191863,13.31,189,0.30,3198,0.00,0.00,16,43.63,43.00,32.43,-3.25,1.00
4192051,13.40,189,0.30,3178,0.00,0.00,16,43.28,43.00,32.32,-3.25,1.00
4192238,13.37,189,0.31,3198,0.00,0.00,16,43.28,43.00,32.90,-3.25,1.00
4192410,13.24,189,0.31,3197,0.00,0.00,16,43.28,43.50,31.41,-3.25,1.00
4192598,13.19,189,0.30,3180,0.00,0.00,16,43.63,43.00,33.24,-3.25,0.98
4192790,13.16,189,0.29,3198,0.00,0.00,16,43.63,43.50,29.73,-3.87,0.98
4195610,13.24,189,0.30,3183,0.00,0.00,16,43.63,43.50,31.87,-3.25,0.98
4195798,13.42,189,0.30,3204,0.00,0.00,16,43.63,43.50,32.20,-3.25,0.98
4195971,13.29,189,0.30,3184,0.00,0.00,16,43.63,43.50,31.41,-3.25,0.98
4196158,13.46,189,0.30,3205,0.00,0.00,16,43.63,43.00,32.66,-3.25,1.00
4196346,13.33,189,0.30,3209,0.00,0.00,16,43.63,43.50,30.63,-3.25,0.98
4196518,13.31,189,0.31,3184,0.00,0.00,16,43.28,43.50,32.09,-3.25,1.00
4196705,13.23,189,0.31,3209,0.00,0.00,16,43.63,43.00,32.55,-3.25,1.00
4196893,13.41,189,0.31,3191,0.00,0.00,16,43.28,43.00,32.55,-3.25,1.00
4197064,13.19,189,0.31,3190,0.00,0.00,16,43.28,43.00,32.43,-3.25,1.00
4197252,13.24,189,0.31,3210,0.00,0.00,16,43.28,43.50,30.96,-3.25,1.00
4197439,13.25,189,0.31,3191,0.00,0.00,16,43.28,43.50,31.64,-3.25,1.00
4197611,13.46,189,0.30,3209,0.00,0.00,16,43.63,43.00,32.20,-3.25,1.00
4197799,13.38,189,0.31,3193,0.00,0.00,16,43.28,43.50,32.09,-3.25,1.00
4197974,13.34,189,0.28,3194,0.00,0.00,16,43.98,43.50,31.65,-3.25,0.98
4198162,13.62,189,0.29,3212,0.00,0.00,16,43.63,43.50,31.65,-4.18,0.96
4198349,13.34,189,0.27,3194,0.00,0.00,16,44.34,44.00,29.29,-4.18,0.94
