Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
868,10.16,0.00,14.59,8,0.26,1229,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.92,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
955,9.38,0.00,14.47,8,0.26,1242,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.92,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1041,9.38,0.00,14.36,8,0.27,1224,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.92,5.35,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1128,9.38,0.00,14.36,8,0.26,1236,0.00,0.00,12.71,16,10.59,12.50,79,4.79,-9.90,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1215,9.38,0.00,14.24,8,0.27,1232,0.00,0.00,12.71,16,10.59,11.50,79,4.79,-9.86,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1302,9.38,0.00,14.59,8,0.27,1229,0.00,0.00,12.71,16,10.59,12.50,79,4.79,-9.84,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1389,9.38,0.00,14.47,8,0.26,1236,0.00,0.00,12.71,16,10.59,13.00,79,4.79,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1475,10.16,0.00,14.59,8,0.26,1232,0.00,0.00,12.71,16,10.59,11.00,79,4.79,-9.84,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1562,9.38,0.00,14.36,8,0.26,1242,0.00,0.00,12.71,16,10.59,9.50,79,4.79,-9.86,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1648,9.38,0.00,14.36,8,0.26,1232,0.00,0.00,12.71,16,10.59,10.00,79,4.79,-9.88,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1735,9.38,0.00,14.47,8,0.27,1237,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.86,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1822,9.38,0.00,14.47,8,0.27,1224,0.00,0.00,12.71,16,10.59,12.00,79,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1909,9.38,0.00,14.47,8,0.26,1240,0.00,0.00,12.71,16,10.59,12.00,79,4.79,-9.86,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
1996,9.38,0.00,14.36,8,0.26,1246,0.00,0.00,12.71,16,10.59,9.50,79,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2082,8.59,0.00,14.36,8,0.27,1234,0.00,0.00,12.71,16,10.59,13.00,79,4.93,-9.82,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2169,8.59,0.00,14.24,8,0.26,1232,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.80,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2256,8.59,0.00,14.24,8,0.26,1228,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2343,8.59,0.00,14.36,8,0.26,1238,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2430,8.59,0.00,14.36,8,0.27,1228,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2517,9.38,0.00,14.47,8,0.27,1238,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2603,9.38,0.00,14.36,8,0.26,1222,0.00,0.00,12.71,16,10.59,11.00,79,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2690,9.38,0.00,14.47,8,0.27,1234,0.00,0.00,12.71,16,10.59,12.00,79,4.93,-9.82,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2777,9.38,0.00,14.47,8,0.27,1236,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2863,9.38,0.00,14.47,8,0.27,1239,0.00,0.00,12.71,16,10.59,12.00,79,4.93,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
2950,9.38,0.00,14.47,8,0.26,1236,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3037,8.59,0.00,14.36,8,0.26,1246,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3124,8.59,0.00,14.47,8,0.26,1249,0.00,0.00,12.71,16,10.59,9.50,79,4.79,-9.84,5.39,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3210,9.38,0.00,14.36,8,0.26,1234,0.00,0.00,12.71,16,10.59,11.00,79,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3297,9.38,0.00,14.47,8,0.27,1240,0.00,0.00,12.71,16,10.59,11.00,79,4.93,-9.84,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3384,9.38,0.00,14.24,8,0.27,1222,0.00,0.00,12.71,16,10.59,12.00,79,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3471,9.38,0.00,14.36,8,0.26,1243,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3558,8.59,0.00,14.36,8,0.27,1238,0.00,0.00,12.71,16,10.59,9.50,79,4.93,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3644,8.59,0.00,14.36,8,0.27,1226,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3731,8.59,0.00,14.36,8,0.27,1227,0.00,0.00,12.71,16,10.59,11.00,79,4.93,-9.80,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3818,8.59,0.00,14.36,8,0.26,1238,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.78,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3905,9.38,0.00,14.47,8,0.26,1234,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
3991,9.38,0.00,14.36,8,0.27,1233,0.00,0.00,12.71,16,10.59,10.50,79,4.79,-9.84,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4078,9.38,0.00,14.47,8,0.27,1214,0.00,0.00,12.71,16,10.59,11.00,79,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4165,9.38,0.00,14.47,8,0.27,1224,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.80,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4251,9.38,0.00,14.47,8,0.26,1226,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.77,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4338,9.38,0.00,14.47,8,0.26,1236,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.78,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4425,9.38,0.00,14.24,8,0.26,1236,0.00,0.00,12.71,16,10.59,10.50,79,4.93,-9.82,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4512,8.59,0.00,14.59,8,0.27,1236,0.00,0.00,12.71,16,10.59,12.00,79,4.93,-9.78,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4599,8.59,0.00,14.36,8,0.26,1240,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.77,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4686,9.38,0.00,14.36,8,0.27,1224,0.00,0.00,12.71,16,10.59,11.50,79,4.93,-9.80,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4773,9.38,0.00,14.36,8,0.27,1238,0.00,0.00,12.71,16,10.59,9.50,79,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4860,9.38,0.00,14.36,8,0.27,1230,0.00,0.00,12.71,16,10.59,10.00,81,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
4946,9.38,0.00,14.47,8,0.27,1248,0.00,0.00,12.71,16,10.59,9.50,81,4.93,-9.82,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5032,9.38,0.00,14.24,8,0.26,1240,0.00,0.00,12.71,16,10.59,10.00,81,4.93,-9.82,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5120,8.59,0.00,14.36,8,0.26,1260,0.00,0.00,12.71,16,10.94,10.50,81,4.79,-9.86,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5206,8.59,0.00,14.36,8,0.27,1247,0.00,0.00,12.71,16,10.59,10.00,81,4.79,-9.86,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5292,8.59,0.00,14.36,8,0.27,1235,0.00,0.00,12.71,16,10.59,11.50,81,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5380,8.59,0.00,14.47,8,0.27,1227,0.00,0.00,12.71,16,10.59,11.00,81,4.93,-9.82,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5467,8.59,0.00,14.36,8,0.27,1223,0.00,0.00,12.71,16,10.59,12.00,81,4.93,-9.80,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5553,8.59,0.00,14.36,8,0.26,1240,0.00,0.00,12.71,16,10.59,10.00,81,4.93,-9.82,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5640,8.59,0.00,14.24,8,0.26,1230,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5726,8.59,0.00,14.24,8,0.27,1242,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.84,5.43,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5813,8.59,0.00,14.24,8,0.27,1246,0.00,0.00,12.71,16,10.59,10.50,81,4.79,-9.84,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5900,8.59,0.00,14.36,8,0.26,1245,0.00,0.00,12.71,16,10.59,10.00,81,4.79,-9.86,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
5987,8.59,0.00,14.36,8,0.26,1244,0.00,0.00,12.71,16,10.59,10.00,81,4.93,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6073,8.59,0.00,14.47,8,0.27,1235,0.00,0.00,12.71,16,10.59,11.00,81,4.79,-9.84,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6160,8.59,0.00,14.47,8,0.27,1220,0.00,0.00,12.71,16,10.59,11.00,81,4.93,-9.78,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6247,8.59,0.00,14.24,8,0.27,1226,0.00,0.00,12.71,16,10.59,13.00,81,4.93,-9.77,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6334,8.59,0.00,14.36,8,0.26,1240,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.77,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6420,8.59,0.00,14.36,8,0.27,1219,0.00,0.00,12.71,16,10.59,9.50,81,4.93,-9.82,5.45,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6507,8.59,0.00,14.47,8,0.27,1224,0.00,0.00,12.71,16,10.59,12.50,81,4.93,-9.77,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6594,8.59,0.00,14.24,8,0.27,1223,0.00,0.00,12.71,16,10.59,11.50,81,4.93,-9.75,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6680,8.59,0.00,14.47,8,0.27,1232,0.00,0.00,12.71,16,10.59,11.50,81,4.93,-9.75,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6767,8.59,0.00,14.47,8,0.27,1219,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.73,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6854,8.59,0.00,14.59,8,0.27,1221,0.00,0.00,12.71,16,10.59,11.50,81,5.08,-9.69,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
6941,8.59,0.00,14.59,8,0.27,1226,0.00,0.00,12.71,16,10.59,11.00,81,5.08,-9.67,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7028,8.59,0.00,14.59,8,0.27,1217,0.00,0.00,12.71,16,10.59,11.00,81,4.93,-9.67,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7115,9.38,0.00,14.59,8,0.27,1233,0.00,0.00,12.71,16,10.59,10.00,81,5.08,-9.69,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7201,9.38,0.00,14.59,8,0.27,1218,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.73,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7288,9.38,0.00,14.70,8,0.27,1227,0.00,0.00,12.71,16,10.59,11.50,81,4.93,-9.71,5.55,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7375,9.38,0.00,14.47,8,0.27,1240,0.00,0.00,12.71,16,10.59,9.50,81,4.93,-9.73,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7461,9.38,0.00,14.59,8,0.27,1232,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.75,5.49,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7548,9.38,0.00,14.59,8,0.27,1244,0.00,0.00,12.71,16,10.59,10.50,81,4.93,-9.77,5.52,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7635,9.38,0.00,14.36,8,0.27,1246,0.00,0.00,12.71,16,10.59,9.50,81,4.93,-9.77,5.55,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7722,9.38,0.00,14.59,8,0.28,1265,0.00,0.00,12.71,16,10.94,9.50,81,4.93,-9.77,5.59,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
7809,9.38,0.00,14.47,8,0.29,1254,0.00,0.00,12.69,16,10.94,8.50,81,4.93,-9.73,5.69,1.48,0.00,-1.70,0.39,0.64,0.00,0.00,0.00
7895,8.59,0.00,14.36,8,0.32,1240,0.00,0.00,11.29,16,10.59,10.50,81,5.22,-9.55,6.38,1.50,0.00,-1.70,0.78,0.68,0.00,0.00,0.00
7983,8.59,0.00,14.47,8,0.32,1276,0.00,0.00,12.67,16,10.94,8.50,81,5.37,-9.40,6.70,1.52,0.00,-1.70,1.18,0.68,0.00,0.00,0.00
8069,9.38,0.00,14.47,8,0.32,1277,0.00,0.00,12.69,16,10.94,7.50,81,5.37,-9.34,6.79,1.52,0.00,-1.70,1.18,0.68,0.00,0.00,0.00
8156,8.59,0.00,14.47,8,0.32,1280,0.00,0.00,12.69,16,10.94,8.00,81,5.51,-9.26,6.93,1.52,0.00,-1.70,1.18,0.68,0.00,0.00,0.00
8242,7.81,0.00,14.13,8,0.30,1307,0.00,0.00,12.69,16,11.64,10.50,81,5.37,-9.40,6.97,1.52,0.00,-1.70,1.18,0.68,0.00,0.00,0.00
8330,7.81,0.00,14.01,8,0.28,1319,0.00,0.00,12.71,16,14.10,12.50,81,5.08,-9.63,5.87,1.44,0.00,-1.70,1.57,0.68,0.00,0.00,0.00
8416,7.81,0.00,14.13,8,0.24,1346,0.00,0.00,13.96,16,16.21,15.50,81,4.93,-9.75,5.45,1.44,0.00,-1.70,1.57,0.70,0.00,0.00,0.00
8504,7.81,0.00,13.78,8,0.25,1393,0.00,0.00,12.84,16,17.97,17.00,81,4.79,-9.84,5.52,1.44,0.00,-1.70,1.57,0.70,0.00,0.00,0.00
8590,7.03,0.00,14.01,8,0.26,1335,0.00,0.00,12.71,16,20.08,18.00,81,4.79,-9.86,5.59,1.46,0.00,-1.70,1.57,0.70,0.00,0.00,0.00
8676,6.25,0.00,13.78,8,0.27,1324,0.00,0.00,12.71,16,21.13,21.00,81,4.93,-9.82,5.89,1.48,0.00,-1.70,1.96,0.70,0.00,0.00,0.00
8763,6.25,0.00,13.78,8,0.29,1308,0.00,0.00,12.71,16,23.59,22.50,81,4.93,-9.75,6.01,1.48,0.00,-1.70,2.35,0.72,0.00,0.00,0.00
8851,5.47,0.00,13.90,8,0.31,1318,0.00,0.00,12.69,16,25.70,24.50,81,5.08,-9.63,6.29,1.50,0.00,-1.70,2.35,0.72,0.00,0.00,0.00
8937,6.25,0.00,14.01,8,0.31,1309,0.00,0.00,12.69,16,28.16,28.00,81,5.08,-9.53,6.74,1.52,0.00,-1.70,2.75,0.72,0.00,0.00,0.00
9024,7.03,0.00,14.36,8,0.32,1312,0.00,0.00,12.69,16,28.52,28.50,81,5.37,-9.40,6.88,1.52,0.00,-1.70,2.75,0.74,0.00,0.00,0.00
9111,7.03,0.00,14.36,8,0.34,1308,0.00,0.00,12.69,16,28.52,28.50,81,5.37,-9.28,6.93,1.54,0.00,-1.70,2.75,0.74,0.00,0.00,0.00
9198,6.25,0.00,14.24,8,0.35,1314,0.00,0.00,12.67,16,28.52,28.50,81,5.51,-9.17,7.29,1.56,0.00,-1.70,3.14,0.74,0.00,0.00,0.00
9284,5.47,0.00,14.24,8,0.37,1303,0.00,0.00,12.67,16,28.52,28.50,81,5.66,-8.97,7.60,1.56,0.00,-1.70,3.53,0.76,0.00,0.00,0.00
9371,5.47,0.00,14.36,8,0.39,1296,0.00,0.00,12.64,16,28.52,28.50,81,5.95,-8.82,7.97,1.58,0.00,-1.70,3.92,0.76,0.00,0.00,0.00
9459,5.47,0.00,14.24,8,0.39,1304,0.00,0.00,12.64,16,28.52,28.50,81,6.09,-8.60,8.39,1.62,0.00,-1.70,3.92,0.76,0.00,0.00,0.00
9545,6.25,0.00,14.59,8,0.41,1297,0.00,0.00,12.64,16,28.16,28.50,81,6.24,-8.45,8.47,1.62,0.00,-1.70,3.92,0.78,0.00,0.00,0.00
9632,7.03,0.00,14.59,8,0.42,1310,0.00,0.00,12.64,16,28.16,28.50,81,6.38,-8.24,8.76,1.64,0.00,-1.70,3.92,0.78,0.00,0.00,0.00
9718,7.81,0.00,14.70,8,0.43,1299,0.00,0.00,12.61,16,28.16,28.50,81,6.53,-8.08,9.23,1.66,0.00,-1.70,4.31,0.78,0.00,0.00,0.00
9806,7.81,0.00,14.93,8,0.44,1314,0.00,0.00,12.61,16,28.52,28.50,81,6.82,-7.89,9.49,1.68,0.00,-1.70,4.71,0.80,0.00,0.00,0.00
9892,8.59,0.00,14.81,8,0.44,1336,0.00,0.00,12.61,16,28.52,28.50,81,6.96,-7.73,9.66,1.68,0.00,-1.70,4.71,0.80,0.00,0.00,0.00
9979,8.59,0.00,14.81,8,0.45,1336,0.00,0.00,12.61,16,28.52,28.50,81,7.11,-7.62,9.97,1.70,0.00,-1.70,4.71,0.80,0.00,0.00,0.00
10066,9.38,0.00,14.93,8,0.45,1348,0.00,0.00,12.61,16,28.87,28.50,81,7.25,-7.50,10.00,1.70,0.00,-1.70,4.71,0.80,0.00,0.00,0.00
10153,10.16,0.00,14.93,8,0.45,1363,0.00,0.00,12.61,16,28.87,28.50,81,7.25,-7.41,10.23,1.70,0.00,-1.70,4.71,0.80,0.00,0.00,0.00
10239,10.16,0.00,15.04,8,0.45,1373,0.00,0.00,12.61,16,28.87,28.50,81,7.40,-7.35,10.28,1.72,0.00,-1.70,5.10,0.80,0.00,0.00,0.00
10326,10.94,0.00,15.04,8,0.46,1371,0.00,0.00,12.64,16,28.87,28.50,81,7.40,-7.27,10.37,1.72,0.00,-1.70,5.10,0.80,0.00,0.00,0.00
10413,10.94,0.00,14.93,8,0.46,1358,0.00,0.00,12.64,16,28.87,28.50,81,7.55,-7.17,10.47,1.74,0.00,-1.70,5.10,0.80,0.00,0.00,0.00
10500,11.72,0.00,15.04,8,0.48,1354,0.00,0.00,12.61,16,28.87,28.50,81,7.55,-7.12,10.52,1.74,0.00,-1.70,5.10,0.82,0.00,0.00,0.00
10586,11.72,0.00,15.04,8,0.49,1338,0.00,0.00,12.61,16,28.52,28.50,81,7.69,-7.04,10.66,1.74,0.00,-1.70,5.10,0.82,0.00,0.00,0.00
10673,13.28,0.00,15.04,8,0.50,1298,0.00,0.00,12.61,16,28.16,28.50,81,7.84,-6.90,10.66,1.74,0.00,-1.70,5.10,0.82,0.00,0.00,0.00
10760,13.28,0.00,15.16,8,0.51,1286,0.00,0.00,12.61,16,28.16,28.00,81,7.98,-6.73,10.81,1.74,0.00,-1.70,5.49,0.82,0.00,0.00,0.00
10847,14.06,0.00,15.04,8,0.53,1258,0.00,0.00,12.61,16,27.81,27.50,81,8.13,-6.52,10.94,1.76,0.00,-1.70,5.49,0.82,0.00,0.00,0.00
10934,14.06,0.00,14.93,8,0.55,1232,0.00,0.00,11.87,16,27.46,27.00,81,8.42,-6.28,10.99,1.76,0.00,-1.70,5.49,0.82,0.00,0.00,0.00
11021,13.28,0.00,14.81,8,0.57,1218,0.00,0.00,12.59,16,27.46,27.00,81,8.56,-5.99,11.24,1.78,0.00,-1.70,5.88,0.82,0.00,0.00,0.00
11107,13.28,0.00,14.70,8,0.58,1214,0.00,0.00,12.59,16,27.46,27.00,81,9.00,-5.74,11.58,1.80,0.00,-1.70,5.88,0.84,0.00,0.00,0.00
11194,12.50,0.00,14.47,8,0.58,1230,0.00,0.00,12.59,16,27.46,27.00,81,9.14,-5.53,11.82,1.80,0.00,-1.70,6.27,0.84,0.00,0.00,0.00
11281,12.50,0.00,14.36,8,0.57,1244,0.00,0.00,12.67,16,27.46,27.00,81,9.29,-5.41,12.02,1.80,0.00,-1.70,6.27,0.84,0.00,0.00,0.00
11367,12.50,0.00,14.36,8,0.57,1270,0.00,0.00,12.67,16,27.81,27.50,81,9.29,-5.39,12.07,1.82,0.00,-1.70,6.27,0.84,0.00,0.00,0.00
11454,13.28,0.00,14.70,8,0.57,1304,0.00,0.00,12.70,16,28.16,27.50,81,9.29,-5.39,12.28,1.82,0.00,-1.70,6.27,0.84,0.00,0.00,0.00
11541,14.06,0.00,14.70,8,0.57,1302,0.00,0.00,12.70,16,28.16,28.00,81,9.29,-5.39,12.33,1.82,0.00,-1.70,6.67,0.84,0.00,0.00,0.00
11628,14.06,0.00,14.81,8,0.58,1316,0.00,0.00,12.70,16,28.16,28.00,81,9.29,-5.39,12.48,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,0.00
11715,14.84,0.00,14.81,8,0.57,1309,0.00,0.00,12.70,16,28.16,28.00,81,9.29,-5.38,12.59,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,0.00
11802,15.62,0.00,15.04,8,0.58,1327,0.00,0.00,12.70,16,28.16,28.00,81,9.29,-5.36,12.64,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,0.00
11889,16.41,0.00,15.16,8,0.58,1325,0.00,0.00,12.70,16,28.16,28.00,81,9.43,-5.34,12.74,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,0.00
11975,16.41,0.00,14.81,8,0.58,1308,0.00,0.00,12.70,16,28.16,28.00,81,9.43,-5.28,12.79,1.86,0.00,-1.70,7.06,0.86,0.00,0.00,0.00
12062,15.62,0.00,14.70,8,0.60,1304,0.00,0.00,12.70,16,27.81,28.00,81,9.43,-5.20,12.79,1.86,0.00,-1.70,7.06,0.86,0.00,0.00,0.00
