Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
86,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.50
173,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.90
260,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.39,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
347,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
434,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.00
520,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
608,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
695,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
782,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
868,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
955,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
1042,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.50
1129,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
1216,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
1302,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
1389,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,82.80
1477,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
1563,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,82.90
1650,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.30
1737,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
1824,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
1910,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
1997,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
2083,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
2170,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,82.80
2257,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
2343,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
2431,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
2517,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.10
2605,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.10
2691,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
2778,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
2864,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
2951,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
3038,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
3124,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
3212,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
3299,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
3385,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
3472,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
3560,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
3646,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
3733,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
3820,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
3907,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
3994,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
4081,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
4168,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.70
4255,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
4341,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
4428,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.30
4514,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
4602,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
4689,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
4775,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.50
4863,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
4950,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5036,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.00
5123,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5211,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5297,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5384,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
5470,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5557,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
5645,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5731,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
5817,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5905,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
5991,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
6078,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
6166,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
6252,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.60
6338,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.70
6426,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
6512,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
6599,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
6686,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
6773,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.30
6860,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
6947,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
7033,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
7120,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
7208,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
7294,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
7381,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
7468,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
7555,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.90
7642,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
7730,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
7816,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.00
7903,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.29,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,84.00
7990,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
8076,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.39,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
8163,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.65,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.50
8249,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.20
8337,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.10
8424,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,75,14.36,-0.33,3.64,0.70,0.00,-1.70,0.00,0.68,0.00,0.00,83.00
