Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-1.56,3.91,14.13,8,183,0.69,2761,63.4,38.0,0.00,0.00,14.70,16,41.52,41.50,70,10.16,-4.60,31.58,2.36,0.00,-2.01,1.04,0.00,0.00,14.40
95,-2.34,3.91,14.59,8,183,0.68,2770,63.4,38.0,0.00,0.00,14.70,16,41.52,41.50,70,10.16,-4.56,31.41,2.34,0.00,-2.01,1.04,0.00,0.00,14.60
191,-2.34,3.91,14.70,8,183,0.68,2774,63.4,38.0,0.00,0.00,14.69,16,41.88,41.50,70,10.16,-4.54,31.76,2.36,0.00,-2.01,1.04,0.00,0.00,14.60
287,-3.12,3.91,14.36,8,183,0.66,2774,63.4,38.0,0.00,0.00,14.69,16,41.52,41.50,70,10.16,-4.54,32.13,2.36,0.00,-2.01,1.06,0.00,0.00,14.60
384,-2.34,3.91,14.47,8,183,0.72,2778,63.4,37.9,0.00,0.00,14.70,16,41.88,41.50,70,10.16,-4.54,32.50,2.36,0.00,-2.01,1.06,0.00,0.00,14.60
480,-3.12,3.91,14.36,8,183,0.69,2784,63.4,38.0,0.00,0.00,14.70,16,41.88,41.50,70,10.16,-4.54,32.67,2.36,0.00,-2.01,1.06,0.00,0.00,14.50
575,-3.12,3.91,14.59,8,183,0.70,2778,63.4,38.0,0.00,0.00,16.80,16,41.52,41.50,70,10.16,-4.51,32.50,2.36,0.00,-2.01,1.06,0.00,0.00,14.60
672,-3.12,3.91,14.24,8,183,0.70,2807,63.4,37.9,0.00,0.00,14.69,16,41.52,41.50,70,10.16,-4.51,32.13,2.36,0.00,-2.01,1.06,0.00,0.00,14.70
767,-2.34,3.91,14.59,8,183,0.69,2810,63.4,37.9,0.00,0.00,14.70,16,41.88,41.50,70,10.16,-4.52,32.31,2.36,0.00,-2.01,1.06,0.00,0.00,14.50
864,-3.12,3.91,14.59,8,183,0.71,2817,63.4,37.9,0.00,0.00,14.70,16,41.52,41.50,70,10.16,-4.47,32.67,2.36,0.00,-2.01,1.06,0.00,0.00,14.70
959,-3.91,3.91,14.36,8,183,0.70,2820,63.4,37.8,0.00,0.00,14.69,16,41.52,41.50,70,10.16,-4.45,32.86,2.38,0.00,-2.01,1.06,0.00,0.00,14.60
1056,-3.12,3.91,14.47,8,183,0.70,2827,63.4,37.8,0.00,0.00,14.70,16,41.88,41.50,70,10.30,-4.43,32.85,2.38,0.00,-2.01,1.06,0.00,0.00,14.60
1151,-2.34,3.91,14.59,8,183,0.72,2811,63.4,37.8,0.00,0.00,14.97,16,41.52,41.50,70,10.30,-4.45,33.58,2.38,0.00,-2.01,1.06,0.00,0.00,14.50
1248,-4.69,3.91,14.36,8,183,0.70,2814,63.4,37.8,0.00,0.00,14.70,16,41.88,41.50,70,10.30,-4.43,32.85,2.38,0.00,-2.01,1.06,0.00,0.00,14.40
1343,-3.12,3.91,14.70,8,183,0.71,2820,63.4,37.8,0.00,0.00,14.69,16,41.88,41.50,70,10.30,-4.43,32.85,2.36,0.00,-2.01,1.06,0.00,0.00,14.60
1441,-3.12,3.91,14.81,8,183,0.72,2824,63.5,37.8,0.00,0.00,16.80,16,41.88,41.50,70,10.30,-4.41,33.75,2.38,0.00,-2.01,1.06,0.00,0.00,14.60
1536,-3.91,3.91,14.24,8,183,0.71,2843,63.5,37.8,0.00,0.00,14.70,16,41.88,41.50,70,10.30,-4.43,33.75,2.38,0.00,-2.01,1.06,0.00,0.00,14.50
1631,-3.91,3.91,14.47,8,183,0.71,2848,63.5,37.8,0.00,0.00,14.70,16,41.88,41.50,70,10.30,-4.41,33.39,2.38,0.00,-2.01,1.06,0.00,0.00,14.50
1728,-3.12,3.91,14.70,8,183,0.71,2847,63.5,37.8,0.00,0.00,14.70,16,41.88,41.50,70,10.30,-4.41,33.58,2.38,0.00,-2.01,1.06,0.00,0.00,14.50
