Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
18231,14.13,0.17,1388,0.00,0.00,16,14.10,15.50,5.66,-9.05,7.94,-1.39,0.64
18418,14.13,0.17,1391,0.00,0.00,16,14.10,16.00,5.66,-8.99,7.98,-1.39,0.64
18621,14.13,0.17,1388,0.00,0.00,16,14.10,16.50,5.66,-9.05,7.90,-1.39,0.64
18809,14.24,0.17,1381,0.00,0.00,16,14.10,17.00,5.66,-9.07,7.82,-1.39,0.64
18997,14.36,0.17,1372,0.00,0.00,16,14.10,17.50,5.66,-9.09,7.90,-1.39,0.64
19184,14.36,0.17,1378,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.74,-1.39,0.64
19388,14.13,0.17,1375,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.82,-1.39,0.64
19576,14.13,0.17,1382,0.00,0.00,16,14.10,15.50,5.66,-9.11,7.82,-1.39,0.64
19768,14.13,0.17,1372,0.00,0.00,16,14.10,18.50,5.66,-9.11,7.74,-1.39,0.64
19955,14.01,0.17,1358,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.70,-1.39,0.64
20143,14.13,0.17,1372,0.00,0.00,16,14.10,15.50,5.66,-9.11,7.66,-1.39,0.64
20330,14.36,0.17,1346,0.00,0.00,16,14.10,17.50,5.66,-9.11,7.74,-1.39,0.64
20521,14.36,0.17,1349,0.00,0.00,16,14.10,17.50,5.66,-9.09,7.82,-1.39,0.64
20724,14.24,0.17,1338,0.00,0.00,16,14.10,18.00,5.66,-9.05,7.66,-1.39,0.64
20927,14.13,0.18,1329,0.00,0.00,16,14.10,18.50,5.66,-9.01,7.82,-1.39,0.64
21115,14.13,0.18,1344,0.00,0.00,16,14.10,16.50,5.66,-8.99,7.90,-1.39,0.64
21302,14.24,0.18,1343,0.00,0.00,16,14.10,16.50,5.66,-8.99,7.94,-1.39,0.64
21494,14.36,0.18,1329,0.00,0.00,16,14.10,17.50,5.66,-8.95,7.98,-1.39,0.64
21682,14.36,0.18,1335,0.00,0.00,16,14.10,16.50,5.80,-8.91,8.06,-1.39,0.64
21870,14.24,0.18,1332,0.00,0.00,16,14.10,16.50,5.80,-8.89,8.11,-1.39,0.64
22073,14.24,0.18,1343,0.00,0.00,16,14.10,16.50,5.80,-8.88,8.11,-1.39,0.64
22260,14.24,0.18,1347,0.00,0.00,16,14.10,15.50,5.80,-8.88,8.03,-1.39,0.64
22448,14.36,0.18,1332,0.00,0.00,16,14.10,16.50,5.80,-8.84,8.19,-1.39,0.64
22637,14.24,0.18,1336,0.00,0.00,16,14.10,16.00,5.80,-8.84,8.14,-1.39,0.64
22840,14.24,0.19,1342,0.00,0.00,16,14.10,15.50,5.95,-8.82,8.31,-1.39,0.64
23027,14.36,0.18,1347,0.00,0.00,16,14.10,15.50,5.95,-8.82,8.14,-1.39,0.64
23215,14.36,0.18,1342,0.00,0.00,16,14.10,15.50,5.95,-8.80,8.23,-1.39,0.64
23402,14.24,0.18,1349,0.00,0.00,16,14.10,15.00,5.95,-8.80,8.19,-1.39,0.64
23605,14.13,0.18,1336,0.00,0.00,16,14.10,16.50,5.95,-8.82,8.14,-1.39,0.64
23793,14.36,0.18,1368,0.00,0.00,16,14.10,13.50,5.95,-8.82,8.11,-1.39,0.64
23981,14.59,0.18,1361,0.00,0.00,16,14.10,13.50,5.80,-8.86,8.19,-1.39,0.64
24168,14.47,0.18,1352,0.00,0.00,16,14.10,16.50,5.80,-8.88,8.19,-1.39,0.64
24356,14.47,0.18,1380,0.00,0.00,16,14.10,13.50,5.80,-8.89,8.11,-1.39,0.64
24543,14.36,0.18,1362,0.00,0.00,16,14.10,15.50,5.80,-8.89,8.19,-1.39,0.64
24735,14.24,0.18,1370,0.00,0.00,16,14.10,15.00,5.80,-8.88,8.11,-1.39,0.64
24938,14.36,0.18,1362,0.00,0.00,16,14.10,15.50,5.80,-8.89,8.11,-1.39,0.64
25126,14.24,0.18,1359,0.00,0.00,16,14.10,16.50,5.80,-8.89,8.14,-1.39,0.64
25313,14.24,0.18,1375,0.00,0.00,16,14.10,15.50,5.80,-8.95,8.11,-1.39,0.64
25516,14.36,0.18,1360,0.00,0.00,16,14.10,17.00,5.80,-8.91,8.14,-1.39,0.64
25704,14.24,0.18,1376,0.00,0.00,16,14.10,15.50,5.80,-8.97,8.06,-1.39,0.64
25892,14.13,0.18,1373,0.00,0.00,16,14.10,16.00,5.80,-8.97,8.11,-1.39,0.64
26080,14.13,0.18,1379,0.00,0.00,16,14.10,15.50,5.66,-8.99,7.98,-1.39,0.64
26267,14.24,0.17,1366,0.00,0.00,16,14.10,16.50,5.66,-8.99,7.94,-1.39,0.64
26470,14.13,0.17,1378,0.00,0.00,16,14.10,15.50,5.66,-9.03,7.86,-1.39,0.64
26658,14.13,0.17,1377,0.00,0.00,16,14.10,16.00,5.66,-9.05,7.78,-1.39,0.64
26845,14.24,0.17,1368,0.00,0.00,16,14.10,16.50,5.66,-9.05,7.86,-1.39,0.64
27036,14.36,0.17,1374,0.00,0.00,16,14.10,16.50,5.66,-9.07,7.82,-1.39,0.64
27224,14.24,0.17,1365,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.70,-1.39,0.64
27411,14.13,0.17,1376,0.00,0.00,16,14.10,16.00,5.66,-9.11,7.74,-1.39,0.64
27614,14.24,0.17,1359,0.00,0.00,16,14.10,17.50,5.66,-9.11,7.70,-1.39,0.64
27802,14.13,0.17,1362,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.74,-1.39,0.64
27989,14.13,0.17,1346,0.00,0.00,16,14.10,18.00,5.66,-9.11,7.70,-1.39,0.64
28177,14.24,0.17,1343,0.00,0.00,16,14.10,18.00,5.66,-9.11,7.57,-1.39,0.64
28380,14.24,0.17,1338,0.00,0.00,16,14.10,18.00,5.66,-9.03,7.66,-1.39,0.64
28567,14.36,0.17,1331,0.00,0.00,16,14.10,18.50,5.66,-9.07,7.62,-1.39,0.64
28755,14.36,0.17,1328,0.00,0.00,16,14.10,18.00,5.66,-9.07,7.66,-1.39,0.64
28943,14.36,0.17,1327,0.00,0.00,16,14.10,17.50,5.66,-9.05,7.78,-1.39,0.64
29130,14.36,0.17,1343,0.00,0.00,16,14.10,17.00,5.66,-9.05,7.78,-1.39,0.64
29333,14.36,0.17,1332,0.00,0.00,16,14.10,16.00,5.66,-9.05,7.74,-1.39,0.64
29521,14.13,0.18,1328,0.00,0.00,16,14.10,16.50,5.66,-9.01,7.78,-1.39,0.64
29708,14.01,0.17,1331,0.00,0.00,16,14.10,16.50,5.66,-9.05,7.74,-1.39,0.64
29896,14.24,0.17,1332,0.00,0.00,16,14.10,17.50,5.66,-9.01,7.74,-1.39,0.64
30087,14.24,0.18,1332,0.00,0.00,16,14.10,15.50,5.66,-8.99,7.70,-1.39,0.64
30290,14.47,0.18,1303,0.00,0.00,16,14.10,18.50,5.66,-8.95,7.98,-1.39,0.64
30477,14.47,0.19,1300,0.00,0.00,16,14.10,18.00,5.80,-8.88,8.14,-1.39,0.64
30665,14.36,0.19,1316,0.00,0.00,16,14.10,16.00,5.95,-8.80,8.11,-1.39,0.64
30852,14.24,0.19,1304,0.00,0.00,16,14.10,16.50,5.95,-8.76,8.19,-1.39,0.64
31040,14.36,0.18,1318,0.00,0.00,16,14.10,15.50,5.95,-8.72,7.90,-1.39,0.64
31243,14.36,0.19,1321,0.00,0.00,16,14.10,15.50,5.95,-8.68,8.36,-1.39,0.64
31430,14.59,0.19,1310,0.00,0.00,16,14.10,15.50,5.95,-8.68,8.36,-1.39,0.64
31618,14.24,0.19,1315,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.47,-1.39,0.64
31805,14.13,0.19,1319,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.31,-1.39,0.64
32009,14.36,0.19,1331,0.00,0.00,16,14.10,15.00,6.09,-8.62,8.47,-1.39,0.64
32196,14.47,0.19,1344,0.00,0.00,16,14.10,14.00,6.09,-8.62,8.47,-1.39,0.64
32399,14.59,0.19,1333,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.44,-1.39,0.64
32587,14.47,0.19,1354,0.00,0.00,16,14.10,13.50,6.09,-8.62,8.39,-1.39,0.64
32774,14.24,0.19,1336,0.00,0.00,16,14.10,15.50,6.09,-8.59,8.36,-1.39,0.64
32962,14.47,0.19,1352,0.00,0.00,16,14.10,15.50,6.09,-8.59,8.36,-1.39,0.64
33149,14.47,0.19,1344,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.31,-1.39,0.64
33352,14.59,0.19,1341,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.44,-1.39,0.64
33540,14.47,0.19,1343,0.00,0.00,16,14.10,15.50,6.09,-8.62,8.39,-1.39,0.64
33727,14.36,0.18,1353,0.00,0.00,16,14.10,14.50,6.09,-8.62,8.27,-1.39,0.64
33915,14.36,0.18,1365,0.00,0.00,16,14.10,14.00,5.95,-8.70,8.23,-1.39,0.64
34103,14.36,0.18,1364,0.00,0.00,16,14.10,15.50,5.95,-8.72,8.27,-1.39,0.64
34306,14.36,0.18,1363,0.00,0.00,16,14.10,15.50,5.95,-8.74,8.23,-1.39,0.64
34493,14.36,0.18,1364,0.00,0.00,16,14.10,16.50,5.95,-8.74,8.23,-1.39,0.64
34681,14.36,0.18,1378,0.00,0.00,16,14.10,14.00,5.95,-8.74,8.23,-1.39,0.64
34868,14.36,0.18,1363,0.00,0.00,16,14.10,15.50,5.95,-8.78,8.14,-1.39,0.64
35072,14.36,0.18,1357,0.00,0.00,16,14.10,16.50,5.95,-8.78,8.06,-1.39,0.64
35259,14.47,0.18,1364,0.00,0.00,16,14.10,15.50,5.95,-8.82,7.98,-1.39,0.64
35447,14.36,0.18,1373,0.00,0.00,16,14.10,15.00,5.80,-8.86,8.06,-1.39,0.64
35665,14.47,0.18,1357,0.00,0.00,16,14.10,16.50,5.80,-8.86,8.14,-1.39,0.64
35852,14.36,0.18,1371,0.00,0.00,16,14.10,15.50,5.95,-8.84,8.03,-1.39,0.64
36041,14.13,0.18,1355,0.00,0.00,16,14.10,17.00,5.80,-8.86,7.98,-1.39,0.64
36228,14.24,0.17,1378,0.00,0.00,16,14.10,14.00,5.80,-8.89,7.86,-1.39,0.64
36431,14.47,0.17,1365,0.00,0.00,16,14.10,16.00,5.80,-8.95,7.86,-1.39,0.64
36619,14.24,0.17,1370,0.00,0.00,16,14.10,15.50,5.66,-8.97,7.90,-1.39,0.64
36806,14.01,0.17,1350,0.00,0.00,16,14.10,17.50,5.80,-8.95,7.82,-1.39,0.64
36994,14.13,0.17,1371,0.00,0.00,16,14.10,15.50,5.66,-8.97,7.86,-1.39,0.64
37197,14.13,0.17,1370,0.00,0.00,16,14.10,16.00,5.66,-9.01,7.74,-1.39,0.64
37384,14.13,0.17,1340,0.00,0.00,16,14.10,17.00,5.66,-9.01,7.74,-1.39,0.64
37572,14.13,0.17,1368,0.00,0.00,16,14.10,16.50,5.66,-9.01,7.74,-1.39,0.64
37775,14.24,0.17,1364,0.00,0.00,16,14.10,15.50,5.66,-9.05,7.74,-1.39,0.64
37963,14.36,0.17,1346,0.00,0.00,16,14.10,17.00,5.66,-9.03,7.86,-1.39,0.64
38150,14.13,0.17,1355,0.00,0.00,16,14.10,16.00,5.66,-9.07,7.70,-1.39,0.64
38353,14.01,0.17,1343,0.00,0.00,16,14.10,17.00,5.66,-9.05,7.74,-1.39,0.64
38541,14.13,0.17,1363,0.00,0.00,16,14.10,15.00,5.66,-9.07,7.57,-1.39,0.64
38728,14.36,0.17,1350,0.00,0.00,16,14.10,16.50,5.66,-9.07,7.74,-1.39,0.64
38916,14.24,0.17,1346,0.00,0.00,16,14.10,16.50,5.66,-9.07,7.62,-1.39,0.64
39103,14.24,0.17,1353,0.00,0.00,16,14.10,15.50,5.66,-9.09,7.57,-1.39,0.64
39306,14.24,0.17,1335,0.00,0.00,16,14.10,17.00,5.66,-9.09,7.66,-1.39,0.64
39494,14.24,0.17,1340,0.00,0.00,16,14.10,16.50,5.66,-9.09,7.62,-1.39,0.64
39682,14.24,0.17,1326,0.00,0.00,16,14.10,17.50,5.66,-9.09,7.70,-1.39,0.64
39869,14.13,0.17,1324,0.00,0.00,16,14.10,16.50,5.66,-9.11,7.66,-1.39,0.64
40057,14.13,0.17,1330,0.00,0.00,16,14.10,16.00,5.66,-9.11,7.57,-1.39,0.64
40249,14.13,0.17,1336,0.00,0.00,16,14.10,15.50,5.66,-9.11,7.54,-1.39,0.64
40452,14.24,0.17,1317,0.00,0.00,16,14.10,17.50,5.66,-9.11,7.66,-1.39,0.64
40644,14.24,0.17,1315,0.00,0.00,16,14.10,17.50,5.66,-9.11,7.62,-1.39,0.64
40832,14.24,0.17,1320,0.00,0.00,16,14.10,16.50,5.66,-9.09,7.66,-1.39,0.64
41019,14.13,0.17,1314,0.00,0.00,16,14.10,17.00,5.66,-9.11,7.57,-1.39,0.64
41207,14.13,0.17,1313,0.00,0.00,16,14.10,17.00,5.66,-9.09,7.50,-1.39,0.64
41410,14.36,0.18,1298,0.00,0.00,16,14.10,17.50,5.66,-8.99,7.57,-1.39,0.64
41597,14.47,0.18,1306,0.00,0.00,16,14.10,16.50,5.66,-8.99,7.66,-1.39,0.64
41785,14.59,0.18,1313,0.00,0.00,16,14.10,15.50,5.66,-8.97,7.86,-1.39,0.64
41973,14.47,0.17,1319,0.00,0.00,16,14.10,15.50,5.66,-9.01,7.66,-1.39,0.64
42160,14.24,0.17,1309,0.00,0.00,16,14.10,15.50,5.66,-8.99,7.66,-1.39,0.64
42348,14.36,0.17,1334,0.00,0.00,16,14.10,14.00,5.66,-8.99,7.62,-1.39,0.64
42551,14.59,0.17,1314,0.00,0.00,16,14.10,16.00,5.66,-9.01,7.66,-1.39,0.64
42738,14.59,0.17,1310,0.00,0.00,16,14.10,16.50,5.66,-9.01,7.66,-1.39,0.64
42926,14.36,0.18,1318,0.00,0.00,16,14.10,15.50,5.66,-8.99,7.74,-1.39,0.64
43113,14.36,0.18,1319,0.00,0.00,16,14.10,15.00,5.66,-8.99,7.74,-1.39,0.64
43321,14.24,0.18,1332,0.00,0.00,16,14.10,14.50,5.80,-8.93,8.03,-1.39,0.66
43508,14.24,0.20,1330,0.00,0.00,16,14.10,15.00,5.95,-8.66,8.78,-1.39,0.68
43696,14.47,0.19,1322,0.00,0.00,16,15.16,15.00,6.09,-8.66,8.03,-1.39,0.70
43883,14.36,0.19,1264,0.00,0.00,16,16.91,16.50,5.95,-8.76,7.98,-1.39,0.70
44071,14.47,0.22,1193,0.00,0.00,16,19.73,19.50,6.38,-8.35,8.60,-1.08,0.72
44258,14.13,0.28,1200,0.00,0.00,16,28.87,28.50,7.25,-7.39,11.15,-1.08,0.78
44461,13.44,0.27,1333,0.00,0.00,16,29.57,29.50,8.13,-6.54,12.75,-1.39,0.80
44649,13.09,0.27,1470,0.00,0.00,16,29.57,29.00,8.27,-6.44,13.14,-1.39,0.82
44837,15.04,0.27,1474,0.00,0.00,16,29.57,29.50,8.27,-6.40,13.45,-1.39,0.82
45025,15.96,0.27,1464,0.00,0.00,16,29.57,29.50,8.42,-6.27,13.39,-1.39,0.82
45212,15.39,0.27,1502,0.00,0.00,16,29.57,29.50,8.42,-6.30,13.65,-1.39,0.82
45420,14.81,0.27,1525,0.00,0.00,16,29.57,29.50,8.42,-6.34,13.78,-1.39,0.82
45607,14.70,0.28,1500,0.00,0.00,16,29.92,29.50,8.42,-6.28,13.90,-1.39,0.82
45795,14.24,0.30,1411,0.00,0.00,16,29.92,29.50,8.56,-6.07,13.71,-1.39,0.82
45982,14.01,0.31,1336,0.00,0.00,16,29.22,29.00,9.00,-5.72,13.84,-1.39,0.82
46170,14.01,0.33,1263,0.00,0.00,16,27.81,27.50,9.43,-5.32,13.84,-1.39,0.82
46357,14.13,0.36,1129,0.00,0.00,16,24.30,23.50,10.01,-4.78,13.45,-1.39,0.82
46560,14.01,0.32,1162,0.00,0.00,16,27.46,27.00,10.45,-4.31,13.14,-1.39,0.82
46748,13.78,0.32,1284,0.00,0.00,16,28.52,28.50,9.87,-4.87,13.65,-1.39,0.82
46936,14.70,0.27,1458,0.00,0.00,16,30.27,30.50,9.43,-6.30,9.41,-1.39,0.68
47123,14.81,0.18,1402,0.00,0.00,16,18.67,14.50,6.67,-8.43,6.07,-1.39,0.64
47326,12.75,0.14,1442,0.00,0.00,16,14.10,8.00,5.37,-9.46,6.00,-1.39,0.64
47545,11.83,0.14,1358,0.00,0.00,16,14.10,15.50,5.08,-9.59,6.01,-1.39,0.64
47733,11.71,0.14,1328,0.00,0.00,16,14.10,18.50,5.08,-9.63,6.33,-1.39,0.64
47920,11.94,0.15,1316,0.00,0.00,16,14.10,19.00,5.08,-9.63,6.59,-1.39,0.64
