Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
29836,14.81,0.27,3295,0.00,0.00,16,44.34,43.50,9.00,-5.76,29.48,-3.35,1.00
30024,14.81,0.27,3294,0.00,0.00,16,44.34,43.50,8.85,-5.86,29.26,-3.35,1.00
30217,14.70,0.27,3298,0.00,0.00,16,44.34,43.50,8.85,-5.86,29.37,-3.35,1.00
30410,14.59,0.26,3317,0.00,0.00,16,44.34,43.50,8.85,-5.90,29.27,-3.35,1.00
30600,14.70,0.26,3312,0.00,0.00,16,44.34,43.50,8.85,-5.92,29.26,-3.35,1.00
30797,14.47,0.26,3310,0.00,0.00,16,44.34,43.50,8.85,-5.94,29.05,-3.35,1.00
30990,14.70,0.28,3294,0.00,0.00,16,44.34,43.50,8.85,-5.92,29.71,-3.35,1.00
31181,14.47,0.25,3294,0.00,0.00,16,44.34,43.50,8.71,-5.96,28.84,-3.35,1.00
31374,14.70,0.26,3289,0.00,0.00,16,44.34,43.50,8.71,-5.94,28.94,-3.35,1.00
31567,14.81,0.26,3288,0.00,0.00,16,44.34,43.50,8.71,-5.96,29.15,-3.35,1.00
31758,14.59,0.26,3294,0.00,0.00,16,44.34,43.50,8.71,-5.96,29.05,-3.35,1.00
31946,14.47,0.26,3312,0.00,0.00,16,44.34,43.50,8.71,-5.99,28.85,-3.35,1.00
32141,14.47,0.25,3308,0.00,0.00,16,44.34,43.50,8.71,-6.03,28.20,-3.35,0.98
32328,14.70,0.25,3311,0.00,0.00,16,44.34,43.50,8.71,-6.05,28.85,-3.35,0.98
32524,14.70,0.26,3291,0.00,0.00,16,44.34,43.50,8.71,-6.05,28.42,-3.35,0.98
32711,14.59,0.25,3289,0.00,0.00,16,44.34,43.50,8.71,-6.07,28.96,-3.35,0.98
32901,14.59,0.26,3286,0.00,0.00,16,44.34,43.50,8.56,-6.07,28.63,-3.35,0.98
33094,14.59,0.26,3310,0.00,0.00,16,44.34,43.50,8.56,-6.07,28.73,-3.35,0.98
33287,14.59,0.26,3304,0.00,0.00,16,44.34,43.50,8.56,-6.07,28.63,-3.35,0.98
33476,14.59,0.26,3294,0.00,0.00,16,44.34,43.50,8.71,-6.09,29.16,-3.35,0.98
33667,14.59,0.25,3310,0.00,0.00,16,44.34,43.50,8.56,-6.07,27.78,-3.94,0.98
33859,14.81,0.26,3288,0.00,0.00,16,44.34,43.50,8.56,-6.07,28.52,-3.35,0.98
34052,14.59,0.26,3285,0.00,0.00,16,44.34,43.50,8.56,-6.11,28.31,-3.35,0.98
34238,14.59,0.26,3286,0.00,0.00,16,44.34,43.50,8.56,-6.11,27.89,-3.35,0.98
34430,14.70,0.26,3305,0.00,0.00,16,44.34,43.50,8.56,-6.09,28.31,-3.35,0.98
34621,14.47,0.26,3305,0.00,0.00,16,44.34,43.50,8.56,-6.09,28.73,-3.35,0.98
34812,14.59,0.26,3291,0.00,0.00,16,44.34,43.50,8.56,-6.11,28.20,-3.35,0.98
35004,14.70,0.26,3291,0.00,0.00,16,44.34,43.50,8.56,-6.11,28.41,-3.35,0.98
35197,14.70,0.25,3288,0.00,0.00,16,44.34,43.50,8.56,-6.11,27.68,-3.94,0.98
35391,14.70,0.25,3307,0.00,0.00,16,44.34,43.50,8.56,-6.23,27.68,-3.94,0.98
35586,14.59,0.25,3307,0.00,0.00,16,44.34,43.50,8.42,-6.25,27.89,-3.94,0.98
35776,14.59,0.25,3289,0.00,0.00,16,44.34,43.50,8.42,-6.25,27.99,-3.94,0.98
35968,14.70,0.25,3288,0.00,0.00,16,44.34,43.50,8.42,-6.25,27.25,-3.94,0.98
36159,14.70,0.23,3289,0.00,0.00,16,44.34,43.50,8.42,-6.25,27.57,-3.94,0.98
36352,14.81,0.25,3289,0.00,0.00,16,44.34,43.50,8.42,-6.28,27.79,-3.94,0.98
36542,14.47,0.25,3285,0.00,0.00,16,44.34,43.50,8.42,-6.30,27.68,-3.94,0.98
36733,14.70,0.25,3304,0.00,0.00,16,44.34,43.50,8.42,-6.30,27.47,-3.94,0.98
36926,14.59,0.24,3299,0.00,0.00,16,44.34,43.50,8.42,-6.30,27.36,-3.94,0.98
37121,14.81,0.25,3284,0.00,0.00,16,44.34,43.50,8.42,-6.30,27.99,-3.94,0.98
37307,14.36,0.25,3282,0.00,0.00,16,44.34,43.50,8.42,-6.23,27.47,-3.94,0.98
37499,14.70,0.25,3279,0.00,0.00,16,44.34,43.50,8.42,-6.21,27.99,-3.94,0.98
37690,14.70,0.25,3301,0.00,0.00,16,44.34,43.50,8.42,-6.25,27.99,-3.94,0.98
37881,14.47,0.25,3298,0.00,0.00,16,44.34,43.50,8.42,-6.23,27.79,-3.94,0.98
38072,14.81,0.25,3275,0.00,0.00,16,44.34,43.50,8.42,-6.21,27.79,-3.94,0.98
38261,14.59,0.26,3276,0.00,0.00,16,44.34,43.50,8.56,-6.13,26.94,-3.35,0.98
38455,14.59,0.27,3291,0.00,0.00,16,44.34,43.50,8.56,-6.11,28.31,-3.35,1.00
38646,14.47,0.26,3272,0.00,0.00,16,44.34,43.50,8.71,-6.01,28.31,-3.35,1.00
38836,14.70,0.26,3292,0.00,0.00,16,44.34,43.50,8.71,-5.98,28.63,-3.35,1.00
39032,14.70,0.27,3285,0.00,0.00,16,44.34,43.50,8.85,-5.86,29.59,-3.35,1.00
39218,14.59,0.25,3269,0.00,0.00,16,44.34,43.50,8.85,-5.82,28.94,-3.35,1.00
39408,14.81,0.28,3264,0.00,0.00,16,43.98,43.50,9.00,-5.70,29.93,-3.35,1.00
39600,14.47,0.28,3282,0.00,0.00,16,44.34,43.50,9.00,-5.67,30.49,-3.35,1.00
39791,14.70,0.28,3266,0.00,0.00,16,43.98,43.50,9.14,-5.51,30.38,-2.73,1.02
39985,14.59,0.29,3266,0.00,0.00,16,43.98,43.50,9.29,-5.36,31.62,-2.73,1.02
40179,14.70,0.29,3285,0.00,0.00,16,43.98,43.50,9.43,-5.32,31.27,-2.73,1.02
40368,14.59,0.29,3284,0.00,0.00,16,43.98,43.50,9.43,-5.28,31.61,-2.73,1.02
40558,14.70,0.30,3266,0.00,0.00,16,43.63,43.00,9.58,-5.12,31.84,-2.11,1.02
40748,14.70,0.28,3265,0.00,0.00,16,43.63,43.50,9.58,-5.09,32.06,-2.11,1.02
40937,14.59,0.30,3285,0.00,0.00,16,43.63,43.00,9.58,-5.07,32.73,-2.11,1.02
41126,14.59,0.28,3268,0.00,0.00,16,43.63,43.00,9.72,-5.05,32.73,-2.11,1.02
41315,14.70,0.30,3292,0.00,0.00,16,43.63,43.00,9.72,-5.05,32.97,-2.11,1.02
41505,14.59,0.30,3291,0.00,0.00,16,43.63,43.00,9.72,-5.01,32.73,-2.11,1.02
41695,14.59,0.30,3269,0.00,0.00,16,43.63,42.50,9.72,-4.97,33.10,-2.11,1.02
41884,14.70,0.30,3275,0.00,0.00,16,43.28,43.00,9.72,-4.99,33.10,-2.11,1.02
42074,14.70,0.30,3295,0.00,0.00,16,43.63,43.00,9.72,-4.97,32.73,-2.11,1.02
42263,14.70,0.30,3294,0.00,0.00,16,43.63,42.50,9.72,-4.97,33.22,-2.11,1.02
42452,14.70,0.30,3275,0.00,0.00,16,43.28,43.00,9.72,-4.97,33.34,-2.11,1.02
42641,14.47,0.30,3279,0.00,0.00,16,43.63,43.00,9.72,-5.01,32.73,-2.11,1.02
42831,14.70,0.31,3282,0.00,0.00,16,43.63,43.00,9.72,-5.01,32.62,-2.11,1.02
43020,14.59,0.30,3276,0.00,0.00,16,43.63,43.00,9.72,-5.03,32.73,-2.11,1.02
43210,14.70,0.30,3301,0.00,0.00,16,43.63,43.00,9.72,-5.07,32.86,-2.73,1.02
43401,14.59,0.29,3301,0.00,0.00,16,43.63,43.00,9.58,-5.07,32.07,-2.73,1.02
43591,14.70,0.29,3280,0.00,0.00,16,43.63,43.00,9.72,-5.01,32.51,-2.73,1.02
43780,14.59,0.30,3282,0.00,0.00,16,43.63,43.00,9.58,-5.03,32.51,-2.11,1.02
43970,14.59,0.28,3299,0.00,0.00,16,43.63,43.00,9.72,-5.09,32.62,-2.73,1.02
44160,14.59,0.30,3302,0.00,0.00,16,43.63,43.00,9.58,-5.07,32.17,-2.11,1.02
44348,14.59,0.30,3304,0.00,0.00,16,43.63,43.00,9.58,-5.07,32.86,-2.11,1.02
44538,14.70,0.30,3301,0.00,0.00,16,43.63,43.00,9.58,-5.07,32.62,-2.11,1.02
44727,14.59,0.31,3304,0.00,0.00,16,43.63,43.00,9.58,-5.09,31.73,-2.11,1.02
44917,14.70,0.29,3284,0.00,0.00,16,43.63,43.00,9.58,-5.10,32.51,-2.11,1.02
45107,14.47,0.30,3284,0.00,0.00,16,43.63,43.00,9.58,-5.16,31.84,-2.73,1.02
45295,14.59,0.29,3304,0.00,0.00,16,43.63,43.00,9.58,-5.20,32.07,-2.73,1.02
45485,14.59,0.29,3308,0.00,0.00,16,43.98,43.50,9.43,-5.26,31.60,-2.73,1.02
45674,14.59,0.29,3304,0.00,0.00,16,43.98,43.50,9.43,-5.28,31.95,-2.73,1.02
45864,14.36,0.29,3288,0.00,0.00,16,43.98,43.50,9.43,-5.32,31.17,-2.73,1.02
46053,14.70,0.29,3284,0.00,0.00,16,43.98,43.50,9.43,-5.38,31.05,-2.73,1.02
46243,14.70,0.29,3308,0.00,0.00,16,43.98,43.50,9.29,-5.36,31.06,-2.73,1.02
46432,14.70,0.29,3282,0.00,0.00,16,43.98,43.50,9.29,-5.38,31.39,-2.73,1.02
46621,14.70,0.29,3302,0.00,0.00,16,43.98,43.50,9.29,-5.38,31.28,-2.73,1.02
46811,14.59,0.29,3302,0.00,0.00,16,43.98,43.50,9.29,-5.38,31.62,-2.73,1.02
46999,14.59,0.28,3282,0.00,0.00,16,43.98,43.50,9.29,-5.38,31.49,-2.73,1.02
47189,14.70,0.29,3279,0.00,0.00,16,43.98,43.50,9.29,-5.36,31.39,-2.73,1.02
47379,14.70,0.29,3280,0.00,0.00,16,43.98,43.50,9.29,-5.36,31.28,-2.73,1.02
47567,14.70,0.29,3295,0.00,0.00,16,43.98,43.50,9.29,-5.36,30.72,-2.73,1.02
47758,14.59,0.28,3294,0.00,0.00,16,43.98,43.50,9.43,-5.36,30.94,-2.73,1.02
