Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
167823,13.37,0.20,1044,0.00,0.00,16,15.16,14.00,6.59,-1.18,0.72,176
168011,13.56,0.23,1058,0.00,0.00,16,21.48,19.50,7.78,-1.18,0.76,176
168183,13.50,0.25,1087,0.00,0.00,16,27.11,26.50,9.09,-1.18,0.76,176
168370,13.07,0.26,1113,0.00,0.00,16,27.46,27.00,9.53,-1.18,0.78,176
168542,13.39,0.27,1146,0.00,0.00,16,29.22,28.50,10.45,-1.18,0.80,176
168729,14.06,0.28,1180,0.00,0.00,16,28.87,28.50,10.99,-1.18,0.82,176
168917,13.83,0.30,1220,0.00,0.00,16,28.52,28.50,11.93,-1.49,0.82,176
169089,14.51,0.29,1257,0.00,0.00,16,28.87,28.50,12.26,-1.49,0.84,176
169276,14.76,0.29,1294,0.00,0.00,16,29.22,28.50,12.37,-1.49,0.84,176
169464,14.89,0.28,1333,0.00,0.00,16,29.57,29.50,12.53,-1.49,0.82,176
169651,14.92,0.25,1372,0.00,0.00,16,28.52,28.50,10.59,-1.49,0.76,176
169839,14.49,0.22,1416,0.00,0.00,16,26.76,27.00,9.56,-1.49,0.76,176
170011,13.89,0.20,1442,0.00,0.00,16,26.41,26.00,9.35,-1.49,0.76,176
170198,13.52,0.19,1451,0.00,0.00,16,26.41,26.00,8.70,-1.49,0.76,176
170370,13.57,0.18,1465,0.00,0.00,16,26.41,26.00,8.82,-1.49,0.76,176
170557,14.04,0.18,1485,0.00,0.00,16,26.76,26.00,8.23,-1.49,0.76,176
170745,14.20,0.18,1496,0.00,0.00,16,27.11,26.50,8.56,-1.49,0.76,176
170917,14.18,0.18,1515,0.00,0.00,16,27.11,27.00,8.91,-1.49,0.76,176
171104,14.00,0.18,1521,0.00,0.00,16,27.81,27.00,9.18,-1.49,0.76,178
171292,14.13,0.17,1546,0.00,0.00,16,27.46,27.00,8.48,-1.49,0.72,176
171464,13.79,0.13,1556,0.00,0.00,16,26.76,26.50,5.98,-1.49,0.68,176
171651,13.54,0.13,1549,0.00,0.00,16,25.00,21.00,6.55,-1.49,0.68,178
171839,13.90,0.13,1562,0.00,0.00,16,20.43,18.50,6.73,-1.49,0.68,178
172010,14.58,0.13,1536,0.00,0.00,16,15.86,17.00,6.51,-1.49,0.68,178
172198,14.81,0.13,1524,0.00,0.00,16,11.29,11.50,6.70,-1.49,0.68,178
175033,13.96,0.17,1478,0.00,0.00,16,26.41,26.00,8.36,-1.49,0.68,178
175205,13.77,0.13,1479,0.00,0.00,16,16.21,15.50,4.75,-1.49,0.64,178
175392,13.20,0.10,1438,0.00,0.00,16,6.72,9.50,4.57,-1.49,0.64,178
175569,12.92,0.10,1448,0.00,0.00,16,6.37,8.00,4.79,-1.49,0.64,178
175761,13.09,0.10,1433,0.00,0.00,16,6.72,9.50,4.91,-1.49,0.64,178
175936,13.49,0.10,1411,0.00,0.00,16,6.72,11.00,4.95,-1.49,0.64,178
176123,14.08,0.11,1369,0.00,0.00,16,6.72,13.00,4.95,-1.49,0.64,178
176311,14.04,0.11,1376,0.00,0.00,16,6.72,11.00,5.01,-1.49,0.64,178
176483,13.83,0.11,1351,0.00,0.00,16,6.72,11.00,4.95,-1.49,0.64,178
176670,13.64,0.11,1347,0.00,0.00,16,6.72,11.50,5.01,-1.49,0.64,178
176873,13.45,0.10,1336,0.00,0.00,16,6.72,11.00,4.88,-1.49,0.64,178
177061,13.41,0.12,1260,0.00,0.00,16,7.07,15.00,4.82,-1.49,0.64,178
177233,13.69,0.12,1199,0.00,0.00,16,7.07,15.00,4.88,-1.49,0.64,178
177420,13.74,0.12,1144,0.00,0.00,16,7.07,15.00,4.69,-1.18,0.64,178
177597,13.79,0.12,1083,0.00,0.00,16,7.42,15.00,4.48,-1.18,0.64,178
177784,13.95,0.13,1051,0.00,0.00,16,7.42,15.50,4.46,-1.18,0.64,178
177972,13.52,0.13,1020,0.00,0.00,16,7.42,15.50,4.43,-1.18,0.64,178
178144,14.08,0.13,1022,0.00,0.00,16,7.42,15.50,4.37,-1.18,0.64,178
178331,14.72,0.13,999,0.00,0.00,16,7.42,15.50,4.29,-1.18,0.64,178
178518,15.03,0.14,968,0.00,0.00,16,7.42,15.50,4.43,-1.18,0.64,178
178690,15.45,0.13,983,0.00,0.00,16,7.42,15.50,4.40,-1.18,0.64,178
178878,15.43,0.13,994,0.00,0.00,16,7.42,13.00,4.37,-1.18,0.64,178
179065,15.58,0.13,994,0.00,0.00,16,7.42,12.00,4.37,-1.18,0.64,178
179237,16.04,0.14,974,0.00,0.00,16,7.42,12.00,4.46,-1.18,0.64,178
179425,15.73,0.14,988,0.00,0.00,16,7.42,11.00,4.48,-1.18,0.64,178
179597,15.64,0.14,984,0.00,0.00,16,7.42,10.50,4.48,-1.18,0.64,178
179785,15.73,0.14,981,0.00,0.00,16,7.42,10.00,4.51,-1.18,0.64,178
179972,16.07,0.14,986,0.00,0.00,16,7.42,9.00,4.55,-1.18,0.64,178
182798,15.27,0.14,1020,0.00,0.00,16,7.42,5.50,4.69,-1.18,0.64,178
182970,15.08,0.14,1026,0.00,0.00,16,7.42,4.50,4.73,-1.18,0.64,178
183157,15.03,0.14,1022,0.00,0.00,16,7.42,6.00,4.69,-1.18,0.64,178
183346,15.03,0.14,1016,0.00,0.00,16,7.42,7.00,4.75,-1.18,0.64,180
183534,15.11,0.14,1025,0.00,0.00,16,7.42,6.00,4.73,-1.18,0.64,180
183706,15.11,0.14,1012,0.00,0.00,16,7.42,7.50,4.73,-1.18,0.64,180
183893,15.06,0.14,1030,0.00,0.00,16,7.42,7.50,4.73,-1.18,0.64,180
184081,14.98,0.14,1030,0.00,0.00,16,7.42,6.00,4.66,-1.18,0.64,180
184253,14.90,0.14,1034,0.00,0.00,16,7.42,6.00,4.69,-1.18,0.64,180
184440,14.92,0.14,1028,0.00,0.00,16,7.42,8.00,4.64,-1.18,0.64,180
184627,14.87,0.13,1034,0.00,0.00,16,7.42,6.00,4.60,-1.18,0.64,180
184799,14.95,0.17,1026,0.00,0.00,16,7.42,8.00,5.72,-1.18,0.70,180
184987,14.82,0.19,1128,0.00,0.00,16,9.88,9.50,6.73,-1.18,0.74,180
185174,14.14,0.23,1189,0.00,0.00,16,15.51,14.00,8.36,-1.18,0.80,180
185346,13.69,0.25,1363,0.00,0.00,16,28.16,28.00,11.25,-1.49,0.82,180
185534,13.70,0.25,1516,0.00,0.00,16,29.22,28.50,12.59,-1.49,0.84,180
185710,14.74,0.26,1524,0.00,0.00,16,29.57,29.00,13.39,-1.49,0.86,180
185898,14.84,0.29,1481,0.00,0.00,16,30.27,29.50,13.96,-1.49,0.86,180
186085,14.66,0.31,1401,0.00,0.00,16,30.27,29.50,14.40,-1.49,0.88,180
186257,14.11,0.33,1379,0.00,0.00,16,29.92,29.50,14.92,-1.49,0.90,180
186445,14.29,0.33,1377,0.00,0.00,16,29.92,29.50,15.48,-1.49,0.90,180
186632,14.27,0.35,1384,0.00,0.00,16,29.92,29.50,15.77,-1.49,0.92,180
186807,14.30,0.35,1385,0.00,0.00,16,30.27,30.00,16.29,-1.49,0.94,180
186995,14.16,0.36,1355,0.00,0.00,16,28.52,28.50,16.36,-1.49,0.94,180
187182,14.27,0.38,1290,0.00,0.00,16,26.05,26.00,16.22,-1.49,0.94,180
187354,14.10,0.40,1169,0.00,0.00,16,22.19,23.50,15.41,-1.18,0.94,180
187541,13.71,0.36,1104,0.00,0.00,16,20.78,19.00,14.66,-1.18,0.68,180
187713,13.43,0.24,1150,0.00,0.00,16,20.78,26.00,5.21,-1.18,0.64,180
190553,15.11,0.13,1054,0.00,0.00,16,7.77,14.00,4.55,-1.18,0.64,180
190740,15.45,0.13,1055,0.00,0.00,16,7.77,12.50,4.60,-1.18,0.64,180
190928,15.70,0.13,1050,0.00,0.00,16,7.77,11.50,4.57,-1.18,0.64,180
191115,15.49,0.13,1056,0.00,0.00,16,7.77,10.50,4.46,-1.18,0.64,180
191287,15.17,0.13,1034,0.00,0.00,16,7.77,11.50,4.60,-1.18,0.64,180
191475,15.11,0.13,1043,0.00,0.00,16,7.77,11.00,4.57,-1.18,0.64,180
191647,14.95,0.14,1026,0.00,0.00,16,7.77,11.50,4.60,-1.18,0.64,180
191834,14.98,0.13,1012,0.00,0.00,16,7.77,11.50,4.51,-1.18,0.64,180
192022,14.87,0.13,1014,0.00,0.00,16,7.77,10.50,4.51,-1.18,0.64,180
192198,14.92,0.13,1021,0.00,0.00,16,7.77,9.00,4.48,-1.18,0.64,180
192386,14.81,0.13,1020,0.00,0.00,16,7.77,9.50,4.48,-1.18,0.64,180
192573,15.15,0.13,1018,0.00,0.00,16,7.77,9.00,4.48,-1.18,0.64,180
192745,14.82,0.13,1026,0.00,0.00,16,7.77,8.00,4.46,-1.18,0.64,180
192932,14.79,0.13,1016,0.00,0.00,16,7.77,8.00,4.43,-1.18,0.64,180
193120,14.89,0.13,1017,0.00,0.00,16,7.77,9.50,4.51,-1.18,0.64,180
193292,14.84,0.13,1014,0.00,0.00,16,7.77,8.00,4.48,-1.18,0.64,180
193479,14.95,0.16,1015,0.00,0.00,16,7.77,8.00,5.04,-1.18,0.68,180
193668,14.90,0.18,1059,0.00,0.00,16,8.83,8.50,6.29,-1.18,0.70,180
193842,15.13,0.19,1131,0.00,0.00,16,12.70,11.50,7.17,-1.18,0.72,180
194029,13.83,0.22,1083,0.00,0.00,16,16.91,15.50,7.54,-1.18,0.74,180
194201,13.69,0.29,1021,0.00,0.00,16,26.76,27.00,9.35,-1.18,0.80,180
194389,13.74,0.37,974,0.00,0.00,16,19.73,20.00,11.66,-1.18,0.86,180
194576,12.34,0.32,1147,0.00,0.00,16,25.35,22.00,12.79,-1.18,0.88,180
194748,13.29,0.30,1546,0.00,0.00,16,30.98,29.50,13.65,-1.49,0.88,180
194936,14.89,0.27,1728,0.00,0.00,16,33.44,33.00,15.05,-1.49,0.88,180
195123,14.97,0.26,1860,0.00,0.00,16,35.90,35.50,16.07,-1.49,0.90,180
195295,14.72,0.27,1844,0.00,0.00,16,35.90,35.50,16.51,-1.49,0.90,180
195482,14.46,0.29,1742,0.00,0.00,16,34.14,34.00,16.58,-1.49,0.90,180
198309,14.27,0.12,1098,0.00,0.00,16,7.77,14.00,4.51,-1.18,0.64,181
198481,14.51,0.12,1094,0.00,0.00,16,7.77,14.00,4.55,-1.18,0.64,181
198669,14.74,0.13,1077,0.00,0.00,16,7.77,15.00,4.48,-1.18,0.64,181
198856,14.82,0.13,1080,0.00,0.00,16,7.77,13.00,4.51,-1.18,0.64,181
199043,15.00,0.12,1069,0.00,0.00,16,7.77,13.00,4.35,-1.18,0.64,181
199215,14.73,0.13,1036,0.00,0.00,16,7.77,15.50,4.37,-1.18,0.64,181
199403,15.25,0.13,1035,0.00,0.00,16,7.77,13.50,4.51,-1.18,0.64,181
199590,15.45,0.13,1035,0.00,0.00,16,7.77,13.00,4.40,-1.18,0.64,181
199762,15.27,0.13,1031,0.00,0.00,16,7.77,12.00,4.43,-1.18,0.64,181
199950,15.12,0.13,1033,0.00,0.00,16,7.77,10.50,4.43,-1.18,0.64,181
200137,14.90,0.13,1030,0.00,0.00,16,7.77,11.00,4.40,-1.18,0.64,181
200309,14.87,0.13,1019,0.00,0.00,16,7.77,10.50,4.40,-1.18,0.64,181
200497,14.84,0.13,1006,0.00,0.00,16,7.77,11.50,4.37,-1.18,0.64,181
200684,14.74,0.13,1000,0.00,0.00,16,7.77,11.50,4.37,-1.18,0.64,181
200856,14.76,0.13,1014,0.00,0.00,16,7.77,9.50,4.26,-1.18,0.64,181
201043,14.56,0.13,999,0.00,0.00,16,7.77,9.50,4.29,-1.18,0.64,181
201231,14.70,0.13,984,0.00,0.00,16,7.77,11.50,4.32,-1.18,0.64,181
201418,14.61,0.13,994,0.00,0.00,16,7.77,9.50,4.37,-1.18,0.64,181
201606,14.77,0.13,999,0.00,0.00,16,7.77,8.50,4.32,-1.18,0.64,181
201778,14.78,0.13,984,0.00,0.00,16,7.77,9.00,4.37,-1.18,0.64,181
201965,14.84,0.13,988,0.00,0.00,16,7.77,10.00,4.43,-1.18,0.64,181
202153,14.79,0.13,985,0.00,0.00,16,7.77,9.00,4.43,-1.18,0.64,181
202325,14.81,0.13,994,0.00,0.00,16,7.77,7.50,4.43,-1.18,0.64,181
202512,14.61,0.14,987,0.00,0.00,16,7.77,8.00,4.43,-1.18,0.64,181
202689,14.70,0.14,976,0.00,0.00,16,7.77,8.00,4.43,-1.18,0.64,181
202876,14.65,0.14,981,0.00,0.00,16,7.77,8.00,4.51,-1.18,0.64,181
203063,14.77,0.14,981,0.00,0.00,16,7.77,8.00,4.48,-1.18,0.64,181
203240,14.72,0.14,996,0.00,0.00,16,11.29,10.50,4.51,-1.18,0.64,181
206078,14.81,0.12,1081,0.00,0.00,16,10.94,17.50,4.15,-1.18,0.64,181
206250,14.82,0.12,1081,0.00,0.00,16,11.29,16.50,4.18,-1.18,0.64,181
206438,15.00,0.12,1068,0.00,0.00,16,11.29,16.50,4.13,-1.18,0.64,181
206625,15.05,0.11,1071,0.00,0.00,16,11.29,16.00,4.10,-1.18,0.64,181
206812,14.98,0.12,1058,0.00,0.00,16,11.29,15.00,4.07,-1.18,0.64,181
206984,14.93,0.12,1055,0.00,0.00,16,11.29,15.00,4.04,-1.18,0.64,181
207172,14.82,0.11,1046,0.00,0.00,16,11.29,15.00,4.02,-1.18,0.64,181
207359,14.82,0.12,1037,0.00,0.00,16,11.29,15.50,3.99,-1.18,0.64,181
207531,14.82,0.11,1044,0.00,0.00,16,11.29,14.00,3.99,-1.18,0.64,181
207722,14.74,0.12,1017,0.00,0.00,16,11.29,14.50,3.93,-1.18,0.64,181
207898,14.74,0.12,1008,0.00,0.00,16,11.29,16.00,3.93,-1.18,0.64,181
208086,14.26,0.12,1015,0.00,0.00,16,11.29,14.00,3.88,-1.18,0.64,181
208273,14.65,0.11,1012,0.00,0.00,16,11.29,13.00,3.88,-1.18,0.64,181
208445,14.55,0.12,1000,0.00,0.00,16,11.29,14.00,3.88,-1.18,0.64,181
208633,14.67,0.12,1006,0.00,0.00,16,11.29,13.50,3.93,-1.18,0.64,181
208809,14.58,0.12,1001,0.00,0.00,16,11.29,13.00,3.88,-1.18,0.64,181
208997,14.61,0.12,990,0.00,0.00,16,11.29,14.00,3.93,-1.18,0.64,181
209184,14.44,0.12,978,0.00,0.00,16,11.29,14.00,3.93,-1.18,0.64,181
209372,14.46,0.12,994,0.00,0.00,16,11.29,12.00,3.91,-1.18,0.64,181
209544,14.41,0.12,996,0.00,0.00,16,11.29,11.50,3.93,-1.18,0.64,181
209731,14.46,0.12,985,0.00,0.00,16,11.29,12.50,4.02,-1.18,0.64,181
209903,14.48,0.12,985,0.00,0.00,16,11.29,12.50,3.99,-1.18,0.64,181
210090,14.65,0.12,985,0.00,0.00,16,11.29,13.00,4.07,-1.18,0.64,181
210278,14.67,0.12,990,0.00,0.00,16,11.29,11.50,4.07,-1.18,0.64,181
210450,14.77,0.13,988,0.00,0.00,16,11.29,11.00,4.10,-1.18,0.64,181
210637,14.74,0.13,984,0.00,0.00,16,11.29,11.50,4.15,-1.18,0.64,183
210825,14.77,0.12,1008,0.00,0.00,16,11.29,9.00,4.13,-1.18,0.64,183
211012,14.62,0.13,979,0.00,0.00,16,11.29,11.00,4.15,-1.18,0.64,183
213880,14.28,0.13,1012,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
214052,14.73,0.13,1004,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
214255,14.77,0.13,1004,0.00,0.00,16,11.29,10.00,4.29,-1.18,0.64,183
214427,14.74,0.13,1001,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
214614,14.67,0.13,1013,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,183
214786,14.67,0.13,1008,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,183
214974,14.62,0.13,1004,0.00,0.00,16,11.29,10.50,4.32,-1.18,0.64,183
215161,14.67,0.13,1004,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
215333,14.26,0.13,1010,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
215521,15.11,0.13,1012,0.00,0.00,16,11.29,9.50,4.26,-1.18,0.64,183
215696,14.74,0.13,1005,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
215883,14.79,0.13,1015,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,183
216071,14.82,0.13,1012,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,183
216258,14.67,0.13,1001,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,183
216430,14.72,0.13,1014,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
216618,14.65,0.13,1012,0.00,0.00,16,11.29,10.50,4.32,-1.18,0.64,183
216805,14.67,0.13,1014,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
216977,14.72,0.13,1002,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,183
217164,14.77,0.13,1020,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
217352,14.69,0.13,1025,0.00,0.00,16,11.29,10.00,4.32,-1.18,0.64,183
217524,14.72,0.13,1007,0.00,0.00,16,11.29,11.50,4.35,-1.18,0.64,183
217711,14.79,0.13,1011,0.00,0.00,16,11.29,11.00,4.32,-1.18,0.64,183
217899,14.67,0.13,1012,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
218086,14.74,0.13,1015,0.00,0.00,16,11.29,10.50,4.32,-1.18,0.64,183
218274,14.46,0.13,1015,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
218446,14.58,0.13,1022,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
218633,14.64,0.13,1012,0.00,0.00,16,11.29,10.50,4.35,-1.18,0.64,183
218820,14.70,0.13,1016,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
221652,14.62,0.13,1022,0.00,0.00,16,11.29,10.00,4.32,-1.18,0.64,183
221824,14.69,0.13,1004,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,183
222011,14.76,0.13,1018,0.00,0.00,16,11.29,11.00,4.26,-1.18,0.64,183
222199,14.84,0.13,1026,0.00,0.00,16,11.29,10.00,4.29,-1.18,0.64,183
222386,15.04,0.13,1010,0.00,0.00,16,11.29,11.50,4.32,-1.18,0.64,183
222558,14.68,0.13,1009,0.00,0.00,16,11.29,11.50,4.35,-1.18,0.64,183
222746,14.58,0.13,1012,0.00,0.00,16,11.29,10.00,4.32,-1.18,0.64,183
222933,14.74,0.13,1009,0.00,0.00,16,11.29,11.00,4.32,-1.18,0.64,183
223105,14.63,0.13,1006,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,183
223293,14.75,0.13,1009,0.00,0.00,16,11.29,11.00,4.32,-1.18,0.64,183
223480,15.15,0.13,1010,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
223652,14.72,0.13,1006,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
223839,14.65,0.13,1014,0.00,0.00,16,11.29,11.50,4.32,-1.18,0.64,183
224027,14.72,0.13,1013,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,183
224199,14.74,0.13,1008,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
224386,14.82,0.13,1007,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,183
224574,14.77,0.13,1022,0.00,0.00,16,11.29,9.50,4.29,-1.18,0.64,183
224746,14.82,0.13,1007,0.00,0.00,16,11.29,10.50,4.32,-1.18,0.64,183
224933,14.87,0.13,1007,0.00,0.00,16,11.29,11.00,4.26,-1.18,0.64,185
225121,14.81,0.13,1020,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
225292,14.77,0.13,1020,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
225480,14.67,0.13,1001,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
225667,14.74,0.13,1009,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
225855,14.26,0.13,1019,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
226027,14.72,0.13,999,0.00,0.00,16,11.29,11.00,4.35,-1.18,0.64,185
226214,14.72,0.13,1014,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,185
226402,14.82,0.13,1012,0.00,0.00,16,11.29,10.50,4.32,-1.18,0.64,185
226574,14.79,0.13,1012,0.00,0.00,16,11.29,10.50,4.35,-1.18,0.64,185
229408,14.70,0.13,1015,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
229595,14.76,0.13,1020,0.00,0.00,16,11.29,10.00,4.32,-1.18,0.64,185
229767,14.69,0.13,1007,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
229955,14.77,0.13,1008,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
230142,14.26,0.13,1023,0.00,0.00,16,11.29,10.50,4.26,-1.18,0.64,185
230314,14.58,0.13,1001,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
230506,14.77,0.13,996,0.00,0.00,16,11.29,12.50,4.35,-1.18,0.64,185
230693,14.77,0.13,1012,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
230865,14.82,0.13,1014,0.00,0.00,16,11.29,10.00,4.29,-1.18,0.64,185
231053,14.55,0.13,999,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
231240,14.62,0.13,1006,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,185
231412,14.41,0.13,1007,0.00,0.00,16,11.29,11.00,4.32,-1.18,0.64,185
231599,14.53,0.13,1010,0.00,0.00,16,11.29,10.50,4.29,-1.18,0.64,185
231771,14.55,0.13,1004,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,185
231959,14.65,0.13,1010,0.00,0.00,16,11.29,11.50,4.35,-1.18,0.64,185
232146,14.70,0.13,1006,0.00,0.00,16,11.29,11.00,4.26,-1.18,0.64,185
232318,14.81,0.13,1004,0.00,0.00,16,11.29,11.50,4.29,-1.18,0.64,185
232506,14.69,0.13,994,0.00,0.00,16,11.29,11.50,4.24,-1.18,0.64,185
232693,14.84,0.13,998,0.00,0.00,16,11.29,12.00,4.29,-1.18,0.64,185
232865,14.87,0.13,1016,0.00,0.00,16,11.29,9.50,4.32,-1.18,0.64,185
233053,15.03,0.13,1020,0.00,0.00,16,11.29,9.50,4.29,-1.18,0.64,185
233241,14.76,0.13,1015,0.00,0.00,16,11.29,11.50,4.32,-1.18,0.64,185
233415,15.16,0.12,1034,0.00,0.00,16,11.29,8.00,4.29,-1.18,0.64,185
233603,15.33,0.13,1022,0.00,0.00,16,11.29,11.00,4.29,-1.18,0.64,185
233790,15.09,0.12,1038,0.00,0.00,16,11.29,8.50,4.29,-1.18,0.64,185
233962,15.03,0.12,1049,0.00,0.00,16,11.29,8.00,4.24,-1.18,0.64,185
234154,14.87,0.12,1026,0.00,0.00,16,11.29,11.00,4.26,-1.18,0.64,185
234326,14.82,0.12,1038,0.00,0.00,16,11.29,9.50,4.29,-1.18,0.64,185
237173,12.59,0.11,1520,0.00,0.00,16,7.07,14.50,5.72,-1.49,0.64,185
237345,13.47,0.10,1432,0.00,0.00,16,7.07,15.00,4.69,-1.49,0.64,185
237532,14.32,0.11,1281,0.00,0.00,16,7.42,15.00,4.82,-1.49,0.64,185
237720,14.77,0.12,1236,0.00,0.00,16,7.42,15.50,4.95,-1.49,0.64,185
237907,14.97,0.12,1205,0.00,0.00,16,7.42,15.50,4.69,-1.49,0.64,185
238094,15.03,0.12,1166,0.00,0.00,16,7.42,15.50,4.57,-1.18,0.64,185
238266,14.90,0.12,1146,0.00,0.00,16,7.42,15.50,4.40,-1.18,0.64,185
238454,14.43,0.11,1106,0.00,0.00,16,7.77,15.50,4.21,-1.18,0.64,185
238626,14.00,0.12,1078,0.00,0.00,16,7.77,15.50,4.29,-1.18,0.64,185
238813,14.30,0.12,1041,0.00,0.00,16,7.77,15.50,4.29,-1.18,0.64,185
239001,14.48,0.12,1020,0.00,0.00,16,7.77,15.50,4.24,-1.18,0.64,185
239188,14.84,0.14,1017,0.00,0.00,16,7.77,15.50,4.69,-1.18,0.68,185
239360,15.16,0.17,1054,0.00,0.00,16,8.83,7.50,5.46,-1.18,0.72,185
239548,15.14,0.20,1135,0.00,0.00,16,12.70,11.50,7.46,-1.18,0.74,185
239720,14.12,0.20,1316,0.00,0.00,16,19.02,17.50,8.74,-1.18,0.76,185
239907,13.47,0.20,1469,0.00,0.00,16,27.11,26.00,9.97,-1.49,0.78,185
240094,14.12,0.20,1543,0.00,0.00,16,28.52,28.00,10.45,-1.49,0.80,185
240282,14.46,0.22,1549,0.00,0.00,16,28.52,28.50,11.15,-1.49,0.82,185
240454,14.36,0.24,1491,0.00,0.00,16,28.16,28.00,11.56,-1.49,0.82,185
240641,13.87,0.25,1399,0.00,0.00,16,28.52,28.50,11.66,-1.49,0.82,185
240813,13.96,0.24,1324,0.00,0.00,16,28.16,29.00,7.15,-1.49,0.64,185
241001,13.62,0.15,1423,0.00,0.00,16,13.05,16.00,4.35,-1.49,0.64,185
241188,12.48,0.11,1416,0.00,0.00,16,7.07,4.00,4.43,-1.49,0.64,185
241360,12.58,0.11,1330,0.00,0.00,16,7.07,13.00,4.88,-1.49,0.64,185
241548,13.20,0.11,1282,0.00,0.00,16,7.42,15.50,4.85,-1.49,0.64,185
241736,14.02,0.12,1230,0.00,0.00,16,7.42,15.50,5.27,-1.49,0.68,187
241908,14.63,0.16,1232,0.00,0.00,16,8.83,8.00,6.07,-1.49,0.70,187
242095,14.82,0.18,1259,0.00,0.00,16,13.40,12.00,7.50,-1.49,0.76,185
244943,14.41,0.13,1136,0.00,0.00,16,7.42,15.50,4.95,-1.18,0.68,187
245115,14.43,0.16,1170,0.00,0.00,16,8.48,8.00,6.01,-1.18,0.72,187
245305,14.28,0.18,1303,0.00,0.00,16,13.40,12.50,7.74,-1.49,0.76,187
245492,13.90,0.21,1424,0.00,0.00,16,22.89,22.50,9.97,-1.49,0.78,187
245664,13.48,0.22,1420,0.00,0.00,16,26.76,27.00,10.23,-1.49,0.80,187
245851,13.55,0.22,1412,0.00,0.00,16,27.11,27.00,10.54,-1.49,0.80,187
246039,14.17,0.22,1504,0.00,0.00,16,28.16,28.00,10.99,-1.49,0.80,187
246211,14.44,0.22,1569,0.00,0.00,16,29.22,29.00,11.45,-1.49,0.82,187
246398,14.60,0.21,1640,0.00,0.00,16,30.27,30.00,11.71,-1.49,0.82,187
246586,14.45,0.21,1714,0.00,0.00,16,32.03,31.50,12.31,-1.49,0.84,187
246760,14.84,0.20,1790,0.00,0.00,16,33.09,33.00,12.09,-1.49,0.84,187
246948,14.87,0.22,1828,0.00,0.00,16,34.84,34.00,13.13,-1.49,0.86,187
247135,14.90,0.23,1908,0.00,0.00,16,36.95,36.50,14.73,-1.49,0.88,187
247307,14.25,0.27,2010,0.00,0.00,16,39.77,38.00,17.79,-1.49,0.98,187
247494,13.87,0.32,2130,0.00,0.00,16,41.17,40.50,22.24,-0.58,1.02,187
247682,13.75,0.32,2196,0.00,0.00,16,42.58,41.50,23.73,-0.27,1.06,187
247854,14.64,0.34,2368,0.00,0.00,16,43.63,43.50,26.73,-0.27,1.06,187
