Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
12444,0.00,0.00,14.24,10,0.17,2893,63.4,35.9,0.00,0.00,14.15,16,33.79,35.00,131,3.77,-11.02,8.35,1.62,0.00,-2.32,0.00,0.66,0.00,0.00,13.80,187,14.70
12547,0.00,0.00,16.19,10,0.17,2886,63.4,35.9,0.00,0.00,14.15,16,26.41,30.00,131,3.63,-10.98,8.39,1.62,0.00,-2.32,0.00,0.66,0.00,0.00,14.20,187,14.70
12650,0.00,0.00,18.26,10,0.18,2848,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,131,3.77,-10.91,8.39,1.62,0.00,-2.32,0.00,0.66,0.00,0.00,14.30,187,14.70
12753,0.00,0.00,22.51,10,0.18,2782,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,131,3.77,-10.91,8.39,1.62,0.00,-2.32,0.00,0.64,0.00,0.00,15.80,187,14.70
12856,0.00,0.00,24.23,10,0.17,2770,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,129,3.77,-10.89,7.89,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,19.00,187,14.70
12958,0.00,0.00,23.31,10,0.18,2708,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,129,3.77,-10.91,8.06,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,22.90,187,14.70
13061,0.00,0.00,23.54,10,0.18,2671,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,129,3.77,-10.91,7.94,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,28.40,187,14.70
13164,0.00,0.00,23.77,10,0.17,2611,63.4,35.9,0.00,0.00,14.15,16,20.08,20.00,129,3.77,-10.96,7.65,1.58,0.00,-2.01,0.00,0.64,0.00,0.00,38.60,187,14.70
13267,0.00,0.00,23.54,10,0.17,2577,63.4,35.9,0.00,0.00,14.15,16,18.32,19.00,129,3.77,-10.98,7.48,1.56,0.00,-2.01,0.00,0.64,0.00,0.00,66.00,187,14.70
13370,0.00,0.00,23.89,10,0.17,2528,63.4,35.9,0.00,0.00,14.15,16,15.51,16.50,129,3.63,-11.00,7.09,1.56,0.00,-2.01,0.00,0.64,0.00,0.00,84.20,187,14.70
13472,0.00,0.00,23.66,10,0.17,2451,63.4,35.9,0.00,0.00,14.04,16,15.51,15.50,129,3.77,-11.00,7.02,1.54,0.00,-2.01,0.00,0.64,0.00,0.00,94.40,187,14.70
13575,0.00,0.00,23.54,10,0.17,2439,63.4,35.9,0.00,0.00,14.04,16,15.51,15.50,129,3.77,-10.96,6.79,1.52,0.00,-2.01,0.00,0.64,0.00,0.00,96.00,187,14.70
13678,0.00,0.00,23.89,10,0.18,2358,63.4,35.9,0.00,0.00,14.04,16,15.51,15.50,129,3.77,-10.89,7.01,1.52,0.00,-2.01,0.78,0.68,0.00,0.00,96.00,187,14.70
13781,0.00,0.00,23.31,10,0.19,2339,63.4,35.9,0.00,0.00,14.04,16,15.16,15.00,129,3.92,-10.71,7.09,1.54,0.00,-2.01,1.57,0.68,0.00,0.00,99.90,187,14.70
13884,0.00,0.00,23.77,10,0.19,2298,63.4,35.9,0.00,0.00,14.04,16,17.97,17.00,129,4.06,-10.58,7.32,1.54,0.00,-2.01,1.96,0.72,0.00,0.00,99.90,187,14.70
13986,0.00,0.00,23.54,10,0.20,2261,63.4,35.9,0.00,0.00,14.04,16,21.48,19.00,129,4.35,-10.40,7.65,1.58,0.00,-2.01,2.75,0.74,0.00,0.00,99.90,187,14.70
14089,0.00,0.00,23.43,10,0.21,2235,63.4,35.9,0.00,0.00,14.04,16,25.35,23.50,129,4.21,-10.46,8.02,1.58,0.00,-2.01,3.14,0.76,0.00,0.00,96.00,187,14.70
14192,0.00,0.00,23.66,10,0.23,2214,63.4,35.9,0.00,0.00,14.04,16,29.92,26.00,129,4.21,-10.40,8.31,1.62,0.00,-2.01,3.92,0.78,0.00,0.00,96.00,187,14.70
14295,0.00,0.00,23.31,10,0.25,2210,63.4,35.9,0.00,0.00,14.03,16,35.20,32.00,129,4.50,-10.17,9.09,1.64,0.00,-2.01,4.71,0.78,0.00,0.00,75.90,187,14.70
14397,0.00,0.00,19.75,10,0.28,2218,63.4,35.9,0.00,0.00,14.03,16,38.36,37.00,129,4.64,-9.88,7.78,1.70,0.00,-2.01,5.10,0.82,0.00,0.00,31.60,187,14.70
14500,0.00,0.00,16.42,10,0.30,2237,63.4,35.9,0.00,0.00,14.02,16,38.36,38.00,129,5.22,-9.46,10.91,1.72,0.00,-2.01,5.88,0.82,0.00,0.00,21.30,187,14.70
14604,0.00,0.00,16.08,10,0.31,2198,63.4,34.7,0.00,0.00,14.02,16,38.01,38.00,129,5.37,-9.11,11.52,1.78,0.00,-2.01,6.27,0.84,0.00,0.00,17.70,185,14.70
14706,1.56,0.00,15.73,8,0.33,2215,63.4,34.0,0.00,0.00,14.02,16,38.36,38.00,129,5.80,-8.88,11.84,1.82,0.00,-2.01,6.67,0.86,0.00,0.00,16.60,185,14.70
14809,2.34,0.00,15.62,8,0.35,2276,63.4,33.3,0.00,0.00,14.02,16,38.36,38.50,129,6.09,-8.66,12.88,1.82,0.00,-2.01,6.67,0.86,0.00,0.00,16.30,185,14.70
14912,5.47,0.00,15.96,8,0.37,2284,63.4,33.3,0.00,0.00,14.02,16,38.71,38.00,129,6.24,-8.35,13.76,1.88,0.00,-2.01,7.06,0.88,0.00,0.00,16.20,185,14.70
15015,5.47,0.00,15.73,8,0.38,2275,63.4,32.6,0.00,0.00,14.02,16,38.71,38.00,129,6.53,-8.14,14.53,1.90,0.00,-2.01,7.45,0.88,0.00,0.00,16.10,185,14.70
15118,5.47,0.00,15.16,8,0.40,2339,63.2,32.0,0.00,0.00,13.30,16,39.06,39.00,129,6.67,-7.93,13.19,1.92,0.00,-2.01,8.24,0.90,0.00,0.00,15.80,185,14.70
15220,5.47,0.00,14.81,8,0.41,2367,63.2,31.7,0.00,0.00,14.01,16,39.06,39.00,129,7.11,-7.54,16.99,1.98,0.00,-2.01,8.24,0.92,0.00,0.00,15.30,185,14.70
15323,6.25,0.00,14.93,8,0.45,2418,63.1,32.2,0.00,0.00,13.91,16,39.41,39.00,129,7.40,-7.17,18.26,2.04,0.00,-2.01,8.63,0.92,0.00,0.00,15.10,185,14.70
15426,7.03,0.00,15.04,8,0.46,2449,63.0,32.2,0.00,0.00,13.91,16,40.12,39.50,129,7.69,-6.96,18.80,2.08,0.00,-2.01,9.02,0.94,0.00,0.00,15.20,185,14.70
15528,7.81,0.00,15.04,8,0.47,2490,63.0,32.4,0.00,0.00,13.49,16,40.82,40.00,129,7.84,-6.81,19.65,2.08,0.00,-2.01,9.02,0.94,0.00,0.00,15.10,185,14.70
15631,7.03,0.00,14.81,8,0.48,2508,63.0,32.4,0.00,0.00,13.91,16,41.17,40.50,129,7.98,-6.73,20.09,2.10,0.00,-2.01,9.80,0.96,0.00,0.00,15.00,185,14.70
15735,7.03,0.00,14.81,8,0.48,2604,63.2,32.5,0.00,0.00,13.91,16,41.52,41.50,129,7.98,-6.65,20.66,2.12,0.00,-2.01,9.80,0.96,0.00,0.00,14.80,185,14.70
15838,7.03,0.00,14.70,8,0.49,2642,63.3,32.5,0.00,0.00,13.91,16,42.23,41.50,129,8.13,-6.56,21.77,2.14,0.00,-2.01,10.20,0.98,0.00,0.00,14.80,185,14.70
15941,7.81,0.00,14.70,8,0.47,2686,63.4,32.6,0.00,0.00,13.92,16,42.93,42.50,129,8.27,-6.48,22.33,2.14,0.00,-2.01,10.59,1.00,0.00,0.00,15.00,185,14.70
16043,7.81,0.00,14.70,8,0.52,2748,63.4,32.7,0.00,0.00,13.91,16,43.28,42.50,129,8.27,-6.30,23.75,2.18,0.00,-2.01,10.98,1.00,0.00,0.00,14.70,185,14.70
16146,7.03,0.00,14.47,8,0.50,2788,63.4,32.9,0.00,0.00,13.91,16,43.28,43.00,129,8.56,-6.19,24.40,2.22,0.00,-2.01,11.37,1.02,0.00,0.00,14.80,185,14.70
16249,6.25,0.00,14.47,8,0.53,2898,63.4,33.2,0.00,0.00,13.52,16,43.28,43.00,129,8.85,-5.94,26.78,2.24,0.00,-2.01,12.94,1.06,0.00,0.00,14.60,185,14.70
16351,5.47,0.00,14.36,8,0.59,2930,63.4,33.2,0.00,0.00,13.91,16,43.63,43.00,129,9.14,-5.49,28.75,2.30,0.00,-2.01,13.33,1.08,0.00,0.00,14.50,185,14.70
16455,2.34,0.00,13.90,8,0.62,3032,63.4,32.7,0.00,0.00,13.46,16,43.63,43.50,129,9.43,-5.26,30.80,2.32,0.00,-2.32,14.12,1.10,0.00,0.00,14.40,185,14.70
16558,2.34,0.00,14.13,8,0.64,3116,63.4,32.3,0.00,0.00,13.91,16,43.63,43.50,129,9.58,-5.03,31.29,2.36,0.00,-2.32,14.90,1.12,0.00,0.00,14.20,185,14.70
16661,0.78,0.00,13.90,8,0.68,3164,63.4,31.6,0.00,0.00,13.91,16,43.63,43.50,129,10.01,-4.60,35.46,2.40,0.00,-2.32,15.69,1.14,0.00,0.00,14.40,185,14.70
16764,-1.56,0.00,13.78,8,0.69,3291,63.4,31.2,0.00,0.00,13.91,16,43.98,43.50,129,10.30,-4.31,37.65,2.44,0.00,-2.32,16.47,1.16,0.00,0.00,14.20,185,14.70
16867,-1.56,0.00,14.36,8,0.69,3305,63.4,31.2,0.00,0.00,13.91,16,43.63,43.50,129,10.59,-4.02,38.46,2.46,0.00,-2.32,16.86,1.18,0.00,0.00,14.30,185,14.70
16971,-1.56,0.00,14.47,8,0.72,3451,63.4,30.7,0.00,0.00,13.65,16,43.98,43.50,129,11.03,-3.69,41.42,2.48,0.00,-2.01,18.04,1.22,0.00,0.00,14.40,185,14.70
17073,-1.56,0.00,14.59,8,0.75,3480,63.4,29.9,0.00,0.00,13.73,16,43.98,43.50,127,11.17,-3.46,42.26,2.54,0.00,-2.01,19.22,1.26,0.00,0.00,14.50,185,14.70
17176,0.00,0.00,14.81,8,0.77,3607,63.4,29.3,0.00,0.00,13.91,16,43.63,43.50,127,11.46,-3.17,46.37,2.56,0.00,-2.01,20.00,1.28,0.00,0.00,14.70,185,14.70
17279,0.00,0.00,14.70,10,0.79,3720,63.5,29.3,0.00,0.00,13.73,16,43.63,43.50,127,11.61,-3.04,47.06,2.62,0.78,-1.70,20.39,1.30,0.00,0.00,14.80,185,14.70
17382,0.00,0.00,14.81,10,0.81,3765,63.5,28.9,0.00,0.00,13.91,16,43.28,43.00,127,11.75,-3.00,51.17,2.64,2.35,-1.39,21.18,1.32,0.00,0.00,14.80,185,14.70
17485,0.00,0.00,14.93,10,0.84,3930,63.5,28.6,0.00,0.00,13.73,16,42.93,42.50,127,11.75,-2.92,55.07,2.68,4.71,-1.08,22.35,1.36,0.00,0.00,15.00,185,14.70
17588,0.00,0.00,15.27,10,0.88,3996,63.5,27.6,0.00,0.00,13.91,16,42.93,42.50,127,12.04,-2.48,57.94,2.76,9.41,-1.08,23.92,1.40,0.00,0.00,15.20,185,14.70
17690,0.00,0.00,15.27,10,0.91,4152,63.4,26.6,0.00,0.00,13.91,16,42.93,42.50,127,12.62,-2.15,62.68,2.80,9.41,0.46,24.31,1.42,0.00,0.00,15.10,185,14.70
17794,0.00,0.00,15.27,10,0.93,4276,63.4,26.6,0.00,0.00,13.78,16,43.28,43.00,127,12.77,-1.95,64.69,2.84,11.37,1.39,21.57,1.42,0.00,0.00,14.80,185,14.70
17897,0.00,0.00,15.16,10,0.84,4363,63.4,26.9,0.00,0.00,14.07,16,45.39,44.00,127,11.03,-3.96,54.21,2.86,8.63,0.15,3.53,0.94,0.00,0.00,14.00,185,14.70
17999,0.00,0.00,11.48,10,0.34,4148,63.4,33.1,0.00,0.00,15.70,16,42.93,45.00,127,7.11,-8.91,16.84,1.98,0.00,0.15,0.00,0.66,0.00,0.00,11.70,185,14.70
18102,0.00,0.00,11.14,10,0.14,4087,63.4,35.9,0.00,0.00,14.46,16,33.79,37.50,127,4.21,-10.48,9.53,1.76,0.00,-4.18,0.00,0.66,0.00,0.00,10.90,185,14.70
18206,0.00,0.00,11.60,10,0.14,3788,63.4,35.9,0.00,0.00,13.84,16,25.00,26.00,127,4.06,-10.79,8.60,1.66,0.00,-3.87,0.00,0.66,0.00,0.00,11.20,185,14.70
18309,0.00,0.00,15.62,10,0.13,3650,63.4,35.9,0.00,0.00,13.84,16,20.08,20.00,127,3.92,-10.87,8.14,1.60,0.00,-3.56,0.00,0.66,0.00,0.00,12.20,185,14.70
18411,0.00,0.00,20.33,10,0.13,3407,63.4,35.9,0.00,0.00,13.84,16,20.08,20.00,127,3.77,-10.93,7.09,1.56,0.00,-3.25,0.00,0.66,0.00,0.00,13.90,185,14.70
18515,0.00,0.00,23.77,10,0.13,3314,63.4,35.9,0.00,0.00,13.84,16,20.08,20.00,127,3.77,-10.89,7.02,1.54,0.00,-3.25,0.00,0.64,0.00,0.00,19.40,185,14.70
18618,0.00,0.00,24.00,10,0.15,3012,63.4,35.9,0.00,0.00,13.84,16,20.08,20.00,127,3.77,-10.91,7.12,1.54,0.00,-2.63,0.00,0.66,0.00,0.00,26.80,185,14.70
18720,0.00,0.00,24.12,10,0.16,2785,63.4,35.9,0.00,0.00,13.84,16,20.08,20.00,127,3.77,-10.91,5.25,1.56,0.00,-2.32,0.78,0.66,0.00,0.00,38.00,185,14.70
18823,0.00,0.00,23.77,10,0.23,2672,63.4,35.9,0.00,0.00,13.01,16,21.48,20.00,127,4.06,-10.60,9.27,1.60,0.00,-2.01,2.75,0.72,0.00,0.00,67.70,185,14.70
18926,0.00,0.00,23.77,10,0.26,2491,63.4,35.9,0.00,0.00,13.82,16,22.19,21.00,127,4.35,-10.09,10.80,1.72,0.00,-2.01,3.92,0.78,0.00,0.00,87.50,185,14.70
19029,0.00,0.00,23.54,10,0.29,2488,63.4,35.9,0.00,0.00,13.82,16,29.22,25.00,127,4.79,-9.78,11.79,1.80,0.00,-2.01,5.10,0.80,0.00,0.00,96.00,185,14.70
19132,0.00,0.00,23.43,10,0.33,2585,63.4,35.0,0.00,0.00,13.82,16,40.82,35.50,127,5.37,-9.40,13.57,1.84,0.00,-2.01,5.88,0.84,0.00,0.00,62.00,183,14.70
19234,0.00,0.00,16.88,10,0.35,2654,63.4,35.0,0.00,0.00,13.81,16,43.28,43.50,127,5.66,-8.99,14.90,1.94,0.00,-2.01,6.27,0.86,0.00,0.00,19.90,183,14.70
19337,0.78,0.00,16.19,8,0.37,2589,63.4,33.8,0.00,0.00,13.81,16,42.23,42.00,127,6.09,-8.66,15.89,1.96,0.00,-2.01,6.27,0.86,0.00,0.00,16.90,183,14.70
19439,0.78,0.00,15.50,8,0.36,2648,63.4,33.2,0.00,0.00,13.81,16,42.93,42.00,127,6.24,-8.49,16.03,1.96,0.00,-2.01,6.67,0.86,0.00,0.00,16.30,183,14.70
19543,1.56,0.00,15.27,8,0.38,2627,63.4,32.8,0.00,0.00,13.81,16,42.58,42.50,126,6.24,-8.35,16.71,1.98,0.00,-2.01,6.67,0.88,0.00,0.00,16.00,183,14.70
19645,3.12,0.00,15.27,8,0.38,2640,63.4,32.6,0.00,0.00,13.82,16,42.93,42.50,126,6.38,-8.30,16.71,1.98,0.00,-2.01,6.67,0.88,0.00,0.00,15.50,183,14.70
19748,3.91,0.00,15.16,8,0.38,2631,63.4,32.6,0.00,0.00,13.82,16,42.93,42.50,126,6.53,-8.24,16.71,2.00,0.00,-2.01,7.06,0.88,0.00,0.00,15.60,183,14.70
19851,3.91,0.00,15.16,8,0.38,2656,63.4,32.5,0.00,0.00,13.82,16,42.93,42.50,126,6.53,-8.22,17.00,2.00,0.00,-2.01,7.06,0.88,0.00,0.00,15.40,183,14.70
19954,3.91,0.00,14.81,8,0.38,2631,63.4,32.5,0.00,0.00,13.82,16,43.63,43.00,126,6.53,-8.20,17.13,2.02,0.00,-2.01,6.67,0.88,0.00,0.00,15.10,183,14.70
20056,4.69,0.00,14.81,8,0.38,2705,63.4,32.8,0.00,0.00,13.82,16,43.98,43.50,126,6.38,-8.30,16.99,2.00,0.00,-2.01,4.71,0.82,0.00,0.00,15.00,183,14.70
20159,3.12,0.00,14.47,8,0.33,2698,63.4,32.8,0.00,0.00,13.83,16,43.98,43.50,126,6.09,-8.93,12.88,1.88,0.00,-2.01,3.92,0.78,0.00,0.00,14.80,183,14.70
20261,0.00,0.00,13.55,8,0.29,2705,63.4,34.9,0.00,0.00,13.84,16,44.69,44.00,126,5.37,-9.40,12.62,1.84,0.00,-2.01,3.92,0.78,0.00,0.00,14.60,183,14.70
20364,-2.34,0.00,13.44,8,0.27,2717,63.4,35.8,0.00,0.00,13.84,16,44.69,45.00,126,5.08,-9.65,12.34,1.82,0.00,-2.01,3.53,0.78,0.00,0.00,14.30,183,14.70
20467,-3.12,0.00,13.90,8,0.26,2714,63.4,35.9,0.00,0.00,13.84,16,45.04,45.00,126,4.93,-9.88,12.01,1.80,0.00,-2.01,3.14,0.76,0.00,0.00,14.00,183,14.70
20570,-1.56,0.00,14.59,8,0.24,2730,63.4,35.9,0.00,0.00,13.84,16,45.39,45.00,126,4.64,-10.06,10.96,1.76,0.00,-2.01,2.75,0.74,0.00,0.00,14.00,183,14.70
20673,-0.78,0.00,14.93,8,0.23,2698,63.4,35.9,0.00,0.00,13.84,16,45.04,45.00,126,4.50,-10.23,10.71,1.74,0.00,-2.01,1.96,0.74,0.00,0.00,14.40,183,14.70
20776,0.00,0.00,14.93,8,0.23,2722,63.4,35.9,0.00,0.00,13.84,16,45.39,45.00,126,4.35,-10.38,10.24,1.74,0.00,-2.01,1.96,0.72,0.00,0.00,15.00,183,14.70
20879,0.78,0.00,15.04,8,0.22,2716,63.4,35.9,0.00,0.00,13.84,16,45.39,45.00,126,4.21,-10.52,9.94,1.70,0.00,-2.01,1.18,0.72,0.00,0.00,15.00,183,14.70
20982,0.00,0.00,14.93,8,0.20,2696,63.4,35.9,0.00,0.00,13.84,16,43.98,45.00,126,4.06,-10.67,9.36,1.70,0.00,-2.01,0.78,0.68,0.00,0.00,15.00,183,14.70
21085,0.00,0.00,14.93,10,0.20,2683,63.4,35.9,0.00,0.00,13.73,16,39.77,40.00,126,3.92,-10.85,8.73,1.64,0.00,-2.01,0.78,0.68,0.00,0.00,14.80,183,14.70
21187,0.00,0.00,15.16,10,0.19,2668,63.4,35.9,0.00,0.00,13.73,16,34.84,37.00,126,3.77,-10.93,8.68,1.64,0.00,-2.01,0.39,0.68,0.00,0.00,15.00,183,14.70
21291,0.00,0.00,16.31,10,0.18,2679,63.4,35.9,0.00,0.00,13.73,16,28.87,30.50,126,3.77,-10.96,8.14,1.62,0.00,-2.01,0.39,0.66,0.00,0.00,15.00,183,14.70
21393,0.00,0.00,19.75,10,0.19,2684,63.4,35.9,0.00,0.00,13.73,16,22.19,27.00,126,3.77,-10.83,8.18,1.62,0.00,-2.01,0.39,0.66,0.00,0.00,15.60,183,14.70
21496,0.00,0.00,21.82,10,0.18,2678,63.4,35.9,0.00,0.00,13.73,16,20.08,20.00,126,3.92,-10.81,8.14,1.60,0.00,-2.01,0.39,0.66,0.00,0.00,18.10,183,14.70
21599,0.00,0.00,25.50,10,0.18,2639,63.4,35.9,0.00,0.00,13.73,16,20.08,20.00,126,3.92,-10.79,8.02,1.60,0.00,-2.01,0.39,0.66,0.00,0.00,21.10,183,14.70
21702,0.00,0.00,25.50,10,0.18,2630,63.5,35.9,0.00,0.00,13.73,16,20.08,20.00,126,3.92,-10.81,7.89,1.60,0.00,-2.01,0.39,0.66,0.00,0.00,26.10,183,14.70
21805,0.00,0.00,25.50,10,0.18,2603,63.5,35.9,0.00,0.00,13.73,16,20.08,20.00,126,3.92,-10.83,7.89,1.60,0.00,-2.01,0.39,0.66,0.00,0.00,35.00,183,14.70
21907,0.00,0.00,23.77,10,0.18,2598,63.5,35.9,0.00,0.00,13.73,16,19.38,20.00,126,3.77,-10.87,7.69,1.58,0.00,-2.01,0.00,0.66,0.00,0.00,62.00,183,14.70
22011,0.00,0.00,24.12,10,0.18,2583,63.5,35.9,0.00,0.00,13.73,16,19.02,19.00,126,3.77,-10.89,7.57,1.58,0.00,-2.01,0.00,0.66,0.00,0.00,80.20,183,14.70
22113,0.00,0.00,24.12,10,0.18,2623,63.4,35.9,0.00,0.00,13.73,16,18.32,18.00,126,3.77,-10.89,7.48,1.56,0.00,-2.01,0.00,0.66,0.00,0.00,96.00,183,14.70
22215,0.00,0.00,23.89,10,0.18,2543,63.4,35.9,0.00,0.00,13.73,16,17.97,17.50,124,3.77,-10.91,7.48,1.56,0.00,-2.01,0.00,0.66,0.00,0.00,96.00,183,14.70
22319,0.00,0.00,24.23,10,0.17,2541,63.4,35.9,0.00,0.00,13.73,16,17.27,17.50,124,3.77,-10.91,7.40,1.56,0.00,-2.01,0.00,0.66,0.00,0.00,96.00,183,14.70
22421,0.00,0.00,24.35,10,0.17,2523,63.4,35.9,0.00,0.00,13.73,16,16.21,16.50,124,3.77,-10.91,7.24,1.56,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
22524,0.00,0.00,24.00,10,0.17,2515,63.4,35.9,0.00,0.00,13.73,16,16.21,16.00,124,3.77,-10.91,7.24,1.56,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
22627,0.00,0.00,24.35,10,0.17,2516,63.4,35.9,0.00,0.00,13.73,16,16.21,16.00,124,3.77,-10.91,7.12,1.54,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
22730,0.00,0.00,24.35,10,0.17,2470,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.77,-10.89,7.13,1.54,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
22833,0.00,0.00,23.77,10,0.17,2482,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.77,-10.89,7.13,1.54,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
22936,0.00,0.00,23.77,10,0.17,2450,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.77,-10.89,7.12,1.54,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23038,0.00,0.00,24.46,10,0.17,2443,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.77,-10.87,6.98,1.52,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23142,0.00,0.00,24.12,10,0.17,2410,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.92,-10.85,6.94,1.52,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23245,0.00,0.00,24.00,10,0.17,2394,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.92,-10.85,6.91,1.52,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23348,0.00,0.00,24.12,10,0.17,2380,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.92,-10.81,6.87,1.52,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23451,0.00,0.00,23.89,10,0.17,2367,63.4,35.9,0.00,0.00,13.73,16,15.51,15.50,124,3.92,-10.83,6.73,1.52,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23553,0.00,0.00,24.00,10,0.16,2336,63.4,35.9,0.00,0.00,13.73,16,15.16,15.50,124,3.92,-10.81,6.64,1.50,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,183,14.70
23656,0.00,0.00,24.23,10,0.16,2332,63.4,35.9,0.00,0.00,13.73,16,15.16,15.00,124,3.77,-10.87,6.24,1.48,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,181,14.70
23758,0.00,0.00,24.23,10,0.15,2246,63.4,35.9,0.00,0.00,13.73,16,15.16,15.00,124,3.77,-10.93,5.98,1.46,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,181,14.70
23862,0.00,0.00,24.23,10,0.15,2312,63.4,35.9,0.00,0.00,13.73,16,15.16,15.00,124,3.77,-10.98,5.73,1.46,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,181,14.70
23965,0.00,0.00,24.12,10,0.15,2252,63.4,35.9,0.00,0.00,13.73,16,15.16,15.00,124,3.77,-11.00,5.60,1.44,0.00,-2.01,0.00,0.66,0.00,0.00,99.90,181,14.70
24068,0.00,0.00,24.23,10,0.14,2268,63.4,35.9,0.00,0.00,13.63,16,15.16,15.00,124,3.77,-11.04,5.46,1.42,0.00,-2.01,0.39,0.66,0.00,0.00,99.90,181,14.70
24171,0.00,0.00,24.23,10,0.15,2228,63.4,35.9,0.00,0.00,13.63,16,15.16,15.00,124,3.63,-11.02,5.33,1.42,0.00,-2.01,0.39,0.66,0.00,0.00,99.90,181,14.70
24273,0.00,0.00,24.35,10,0.15,2228,63.4,35.9,0.00,0.00,13.63,16,15.16,15.00,124,3.63,-11.00,5.33,1.42,0.00,-2.01,0.78,0.68,0.00,0.00,99.90,181,14.70
24376,0.00,0.00,24.23,10,0.16,2174,63.4,35.9,0.00,0.00,13.63,16,14.80,14.50,124,3.77,-10.87,5.79,1.44,0.00,-2.01,1.18,0.68,0.00,0.00,99.90,181,14.70
24479,0.00,0.00,24.35,10,0.17,2126,63.4,35.9,0.00,0.00,13.63,16,17.27,15.00,124,3.92,-10.77,5.91,1.46,0.00,-2.01,1.96,0.72,0.00,0.00,99.90,181,14.70
24581,0.00,0.00,24.35,10,0.19,2142,63.4,35.9,0.00,0.00,13.63,16,20.08,19.00,124,4.21,-10.48,6.72,1.48,0.00,-2.01,2.75,0.74,0.00,0.00,99.90,181,14.70
24685,0.00,0.00,24.23,10,0.20,2164,63.4,35.9,0.00,0.00,13.63,16,23.95,23.00,124,4.21,-10.56,7.05,1.54,0.00,-2.01,2.75,0.74,0.00,0.00,99.90,181,14.70
24787,0.00,0.00,23.89,10,0.20,2125,63.4,35.9,0.00,0.00,13.63,16,28.16,26.00,124,4.06,-10.60,7.16,1.54,0.00,-2.01,3.14,0.76,0.00,0.00,99.90,181,14.70
24891,0.00,0.00,23.66,10,0.21,2132,63.4,35.9,0.00,0.00,13.63,16,32.38,30.50,124,4.06,-10.54,7.32,1.56,0.00,-2.01,3.14,0.76,0.00,0.00,96.00,181,14.70
24994,0.00,0.00,21.48,10,0.21,2125,63.4,35.9,0.00,0.00,13.63,16,36.60,34.00,124,4.21,-10.48,7.45,1.56,0.00,-2.01,3.53,0.76,0.00,0.00,78.30,181,14.70
25096,0.00,0.00,18.83,10,0.23,2127,63.4,35.9,0.00,0.00,13.63,16,37.66,37.50,124,4.35,-10.33,8.03,1.58,0.00,-2.01,3.92,0.78,0.00,0.00,38.00,181,14.70
25199,0.00,0.00,16.54,10,0.24,2128,63.4,35.9,0.00,0.00,13.62,16,37.66,37.50,124,4.50,-10.13,8.39,1.62,0.00,-2.01,3.92,0.78,0.00,0.00,25.80,181,14.70
