Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.47,0.17,1002,0.00,0.00,16,9.88,9.50,5.66,5.33,-1.18,0.64
51,14.47,0.17,1002,0.00,0.00,16,9.88,9.50,5.66,5.46,-1.18,0.64
102,14.47,0.16,1020,0.00,0.00,16,9.88,7.00,5.66,5.52,-1.18,0.64
156,14.36,0.16,1017,0.00,0.00,16,9.88,7.50,5.66,5.52,-1.18,0.64
208,14.47,0.16,1029,0.00,0.00,16,9.88,6.00,5.66,5.52,-1.18,0.64
259,14.36,0.16,1013,0.00,0.00,16,9.88,8.00,5.66,5.49,-1.18,0.64
313,14.36,0.16,1013,0.00,0.00,16,9.88,8.00,5.66,5.46,-1.18,0.64
366,14.70,0.17,1007,0.00,0.00,16,9.88,9.00,5.66,5.59,-1.18,0.64
419,14.24,0.17,998,0.00,0.00,16,9.88,10.00,5.80,5.65,-1.18,0.64
470,14.70,0.17,1007,0.00,0.00,16,9.88,9.00,5.80,5.65,-1.18,0.64
522,14.36,0.17,1016,0.00,0.00,16,9.88,8.00,5.80,5.72,-1.18,0.64
574,14.36,0.17,1016,0.00,0.00,16,9.88,8.00,5.80,5.74,-1.18,0.64
628,14.47,0.16,1043,0.00,0.00,16,9.88,6.00,5.80,5.72,-1.18,0.64
678,14.59,0.16,1064,0.00,0.00,16,9.88,3.50,5.80,5.65,-1.18,0.64
731,14.47,0.16,1056,0.00,0.00,16,9.88,4.50,5.66,5.65,-1.18,0.64
784,14.70,0.16,1051,0.00,0.00,16,9.88,5.50,5.66,5.59,-1.18,0.64
838,14.70,0.16,1032,0.00,0.00,16,9.88,8.00,5.66,5.55,-1.18,0.64
887,14.47,0.16,1032,0.00,0.00,16,9.88,8.00,5.66,5.62,-1.18,0.64
941,14.81,0.16,1043,0.00,0.00,16,9.88,7.00,5.66,5.72,-1.18,0.64
995,14.47,0.17,1024,0.00,0.00,16,9.88,9.00,5.66,5.72,-1.18,0.64
1048,14.81,0.16,1036,0.00,0.00,16,9.88,8.00,5.66,5.65,-1.18,0.64
1101,14.81,0.16,1060,0.00,0.00,16,9.88,5.50,5.66,5.72,-1.18,0.64
1149,14.59,0.16,1060,0.00,0.00,16,9.88,5.50,5.66,5.72,-1.18,0.64
1205,14.59,0.16,1053,0.00,0.00,16,9.88,6.50,5.66,5.72,-1.18,0.64
1257,14.70,0.16,1048,0.00,0.00,16,9.88,7.00,5.66,5.72,-1.18,0.64
1310,14.70,0.16,1036,0.00,0.00,16,9.88,8.50,5.66,5.65,-1.18,0.64
1361,14.70,0.16,1041,0.00,0.00,16,9.88,8.00,5.66,5.65,-1.18,0.64
1413,14.81,0.16,1041,0.00,0.00,16,9.88,8.00,5.66,5.78,-1.18,0.64
1465,14.70,0.17,1051,0.00,0.00,16,9.88,7.00,5.80,5.85,-1.18,0.64
1518,14.81,0.17,1054,0.00,0.00,16,9.88,7.00,5.80,5.85,-1.18,0.66
1569,14.81,0.17,1067,0.00,0.00,16,9.88,6.00,5.80,5.98,-1.18,0.66
1623,14.81,0.17,1074,0.00,0.00,16,9.88,5.50,5.80,6.04,-1.18,0.66
1667,14.81,0.17,1074,0.00,0.00,16,9.88,5.50,5.80,6.07,-1.18,0.66
1729,14.81,0.17,1073,0.00,0.00,16,9.88,4.50,5.80,6.04,-1.18,0.66
1776,14.81,0.17,1070,0.00,0.00,16,9.88,6.50,5.95,6.04,-1.18,0.66
1823,14.93,0.17,1075,0.00,0.00,16,9.88,6.00,5.95,6.11,-1.18,0.66
1886,14.93,0.17,1075,0.00,0.00,16,9.88,6.00,5.95,6.15,-1.18,0.68
1933,14.93,0.17,1086,0.00,0.00,16,10.23,6.00,5.95,6.18,-1.18,0.68
1983,14.93,0.17,1085,0.00,0.00,16,10.23,6.00,5.95,6.15,-1.18,0.68
2030,14.93,0.17,1093,0.00,0.00,16,10.23,5.50,5.95,6.15,-1.18,0.68
2093,15.04,0.17,1094,0.00,0.00,16,10.59,11.00,5.80,6.18,-1.18,0.68
2140,15.04,0.16,1117,0.00,0.00,16,11.29,11.50,5.66,5.62,-1.18,0.68
2202,15.04,0.16,1117,0.00,0.00,16,12.34,11.50,5.66,5.33,-1.18,0.68
2249,15.04,0.14,1156,0.00,0.00,16,13.05,13.00,5.51,5.33,-1.18,0.68
2296,15.04,0.14,1167,0.00,0.00,16,13.75,13.50,5.51,5.33,-1.18,0.70
2358,14.93,0.15,1138,0.00,0.00,16,14.10,14.50,5.37,5.46,-1.18,0.70
2407,14.93,0.16,1142,0.00,0.00,16,15.16,15.50,5.51,5.68,-1.18,0.70
2463,14.93,0.16,1142,0.00,0.00,16,16.21,15.50,5.51,5.91,-1.18,0.72
2514,14.81,0.16,1176,0.00,0.00,16,17.27,17.00,5.51,6.22,-1.18,0.72
2569,14.81,0.17,1206,0.00,0.00,16,17.97,17.50,5.66,6.22,-1.18,0.74
2618,14.93,0.18,1242,0.00,0.00,16,19.73,20.00,5.80,6.66,-1.18,0.76
2674,14.93,0.19,1297,0.00,0.00,16,22.19,23.50,5.95,7.26,-1.49,0.78
2725,14.81,0.20,1297,0.00,0.00,16,23.95,23.50,5.95,8.52,-1.49,0.80
2776,14.93,0.21,1370,0.00,0.00,16,25.35,25.00,6.24,9.44,-1.49,0.80
2830,15.04,0.21,1478,0.00,0.00,16,27.46,27.00,6.38,9.44,-1.49,0.80
2881,15.04,0.20,1564,0.00,0.00,16,28.87,28.50,6.53,10.13,-1.49,0.82
2932,15.04,0.20,1683,0.00,0.00,16,29.92,30.50,6.53,10.43,-1.49,0.82
2985,14.81,0.19,1683,0.00,0.00,16,32.03,30.50,6.53,10.79,-1.49,0.82
3040,14.59,0.18,1790,0.00,0.00,16,33.44,32.50,6.38,10.99,-1.49,0.82
3091,14.70,0.18,1857,0.00,0.00,16,33.79,33.50,6.24,11.19,-1.49,0.82
3146,14.81,0.18,1918,0.00,0.00,16,34.84,34.50,6.24,11.19,-1.49,0.84
3195,14.81,0.18,1962,0.00,0.00,16,35.55,35.50,6.24,11.50,-1.49,0.84
3250,15.16,0.18,1962,0.00,0.00,16,36.25,35.50,6.24,11.71,-1.49,0.84
3300,15.50,0.18,2012,0.00,0.00,16,36.60,36.50,6.24,12.04,-1.80,0.84
3354,15.50,0.18,2021,0.00,0.00,16,36.95,36.50,6.24,12.20,-1.80,0.84
3403,15.50,0.18,2004,0.00,0.00,16,36.95,36.50,6.24,12.20,-1.80,0.84
3450,15.50,0.19,1983,0.00,0.00,16,36.95,36.50,6.24,12.48,-1.49,0.84
3512,15.39,0.19,1983,0.00,0.00,16,36.60,36.50,6.24,12.48,-1.49,0.84
3559,15.04,0.19,1955,0.00,0.00,16,36.25,36.00,6.24,12.37,-1.49,0.84
3606,14.93,0.19,1925,0.00,0.00,16,35.90,35.50,6.24,12.37,-1.49,0.84
3668,14.47,0.20,1887,0.00,0.00,16,35.20,35.50,6.38,12.37,-1.49,0.84
3720,14.47,0.20,1887,0.00,0.00,16,35.20,35.50,6.38,12.58,-1.49,0.84
3767,14.24,0.20,1856,0.00,0.00,16,34.49,34.50,6.53,12.70,-1.49,0.84
3813,14.01,0.21,1826,0.00,0.00,16,34.14,34.00,6.53,12.75,-1.49,0.84
3876,14.01,0.21,1798,0.00,0.00,16,33.79,33.50,6.53,12.75,-1.49,0.84
3923,14.01,0.22,1765,0.00,0.00,16,33.09,33.00,6.67,12.70,-1.49,0.84
3970,14.01,0.22,1739,0.00,0.00,16,32.73,32.50,6.67,12.85,-1.49,0.84
4032,14.24,0.22,1739,0.00,0.00,16,32.38,32.50,6.67,12.70,-1.49,0.84
4080,14.24,0.22,1717,0.00,0.00,16,32.03,32.00,6.82,12.70,-1.49,0.84
4127,14.36,0.23,1689,0.00,0.00,16,31.68,31.50,6.82,12.70,-1.49,0.84
4190,14.36,0.23,1684,0.00,0.00,16,31.33,31.00,6.96,13.08,-1.49,0.84
4240,14.36,0.23,1675,0.00,0.00,16,30.98,31.00,6.96,13.08,-1.49,0.84
4287,14.47,0.23,1675,0.00,0.00,16,30.98,31.00,6.96,12.75,-1.49,0.86
4347,14.36,0.24,1668,0.00,0.00,16,30.98,30.50,7.11,12.85,-1.49,0.84
4402,14.13,0.23,1651,0.00,0.00,16,30.62,30.50,7.11,13.01,-1.49,0.86
4454,14.13,0.24,1642,0.00,0.00,16,30.98,30.50,7.25,13.01,-1.49,0.86
4506,14.13,0.24,1628,0.00,0.00,16,30.27,30.50,7.25,12.90,-1.49,0.86
4560,14.24,0.24,1628,0.00,0.00,16,30.27,30.50,7.25,12.96,-1.49,0.86
4610,14.36,0.24,1624,0.00,0.00,16,29.92,30.00,7.40,12.90,-1.49,0.84
4666,14.36,0.24,1607,0.00,0.00,16,29.57,29.50,7.40,12.90,-1.49,0.84
4718,14.59,0.25,1589,0.00,0.00,16,29.57,29.50,7.55,12.96,-1.49,0.86
4767,14.59,0.24,1580,0.00,0.00,16,29.57,29.50,7.55,13.20,-1.49,0.82
4821,14.59,0.23,1580,0.00,0.00,16,29.57,29.50,7.55,12.20,-1.49,0.68
4875,14.59,0.20,1588,0.00,0.00,16,28.87,29.00,6.24,7.79,-1.49,0.64
4926,14.36,0.17,1596,0.00,0.00,16,26.76,34.50,5.22,7.79,-1.49,0.64
4977,14.24,0.14,1604,0.00,0.00,16,23.59,26.50,4.93,5.17,-1.49,0.64
5029,14.24,0.12,1636,0.00,0.00,16,20.08,19.00,4.50,4.75,-1.49,0.64
5082,13.67,0.11,1636,0.00,0.00,16,17.62,19.00,4.50,4.46,-1.49,0.64
5135,13.09,0.10,1630,0.00,0.00,16,14.45,17.50,4.21,4.43,-1.49,0.64
5187,12.75,0.10,1584,0.00,0.00,16,11.99,18.00,4.06,4.43,-1.49,0.64
5242,12.40,0.09,1532,0.00,0.00,16,11.99,20.00,3.92,4.55,-1.49,0.64
5294,12.40,0.09,1452,0.00,0.00,16,11.64,19.50,3.92,4.69,-1.49,0.64
5346,12.17,0.10,1452,0.00,0.00,16,11.64,19.50,3.92,4.75,-1.49,0.64
5397,12.17,0.11,1345,0.00,0.00,16,10.94,19.00,4.06,4.82,-1.49,0.64
