Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,13.78,0.30,3162,0.00,0.00,16,43.63,43.00,9.72,32.28,-2.63,1.02
187,13.44,0.31,3162,0.00,0.00,16,43.63,43.50,9.72,31.60,-2.63,1.02
359,13.78,0.28,3160,0.00,0.00,16,44.34,43.50,9.72,31.05,-2.63,1.02
531,14.01,0.28,3182,0.00,0.00,16,43.63,43.50,9.58,30.38,-2.63,1.02
703,13.78,0.29,3183,0.00,0.00,16,43.98,43.50,9.58,30.83,-2.63,1.02
879,13.78,0.29,3166,0.00,0.00,16,43.98,43.50,9.58,30.60,-2.63,1.00
1051,13.67,0.29,3164,0.00,0.00,16,43.98,43.50,9.43,30.94,-2.63,1.00
1223,13.67,0.29,3166,0.00,0.00,16,43.63,43.50,9.43,30.83,-2.63,1.00
1399,13.67,0.29,3176,0.00,0.00,16,43.63,43.50,9.43,30.83,-2.63,1.00
1571,13.55,0.28,3160,0.00,0.00,16,43.98,43.50,9.43,29.82,-2.63,1.00
1743,13.78,0.29,3159,0.00,0.00,16,43.98,43.50,9.43,30.83,-2.63,1.00
1915,13.67,0.28,3158,0.00,0.00,16,43.98,43.50,9.43,30.16,-2.63,1.00
2087,13.67,0.29,3174,0.00,0.00,16,43.98,43.50,9.43,30.05,-2.63,1.00
2259,13.78,0.28,3178,0.00,0.00,16,43.98,43.50,9.43,29.93,-2.63,1.02
2435,13.78,0.29,3159,0.00,0.00,16,43.63,43.50,9.43,30.16,-2.63,1.00
2607,13.55,0.29,3178,0.00,0.00,16,43.98,43.50,9.43,30.60,-2.63,1.02
2794,13.78,0.29,3156,0.00,0.00,16,43.98,43.50,9.43,30.60,-2.63,1.02
2966,13.78,0.29,3176,0.00,0.00,16,43.98,43.50,9.43,31.27,-2.63,1.02
3138,13.78,0.29,3155,0.00,0.00,16,43.63,43.50,9.43,30.16,-2.63,1.02
3310,13.67,0.29,3155,0.00,0.00,16,43.98,43.50,9.43,29.93,-2.63,1.02
3482,13.78,0.29,3155,0.00,0.00,16,43.98,43.50,9.43,30.72,-2.63,1.02
