Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-0.78,0.00,14.47,8,0.25,1058,0.00,0.00,14.70,16,9.88,8.50,97,5.08,-9.57,4.95,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
86,-0.78,0.00,14.47,8,0.28,1054,0.00,0.00,14.70,16,9.88,10.50,97,5.08,-9.57,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
174,-0.78,0.00,14.47,8,0.29,1044,0.00,0.00,14.70,16,9.88,10.00,97,5.08,-9.57,5.01,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
260,-0.78,0.00,14.59,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.50,97,5.08,-9.53,5.01,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
347,-0.78,0.00,14.59,8,0.29,1047,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.55,4.99,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
433,-0.78,0.00,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.57,5.05,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
520,0.00,0.00,14.59,8,0.29,1047,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.55,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
607,-0.78,0.00,14.70,8,0.29,1042,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.55,5.01,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
694,-0.78,0.00,14.59,8,0.28,1048,0.00,0.00,14.70,16,9.88,10.50,97,5.08,-9.53,5.01,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
781,-0.78,0.00,14.59,8,0.29,1051,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.57,4.99,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
868,-0.78,0.00,14.59,8,0.28,1053,0.00,0.00,14.70,16,9.88,9.00,97,5.08,-9.57,4.95,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
955,-0.78,0.00,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,97,5.08,-9.55,4.95,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1042,-0.78,0.00,14.47,8,0.29,1034,0.00,0.00,14.70,16,9.88,11.00,97,5.08,-9.53,4.99,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1129,-0.78,0.00,14.47,8,0.29,1032,0.00,0.00,14.70,16,9.88,11.50,97,5.22,-9.53,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1215,-0.78,0.00,14.36,8,0.29,1024,0.00,0.00,14.70,16,9.88,10.00,97,5.22,-9.55,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1302,-0.78,0.00,14.47,8,0.28,1058,0.00,0.00,14.70,16,9.88,8.00,97,5.08,-9.55,4.99,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1389,-0.78,0.00,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,10.00,97,5.08,-9.53,4.95,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1476,-0.78,0.00,14.59,8,0.29,1042,0.00,0.00,14.70,16,9.88,11.50,97,5.08,-9.55,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1562,-0.78,0.00,14.59,8,0.29,1036,0.00,0.00,14.70,16,9.88,10.50,97,5.22,-9.53,5.01,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.60
1649,-0.78,0.00,14.59,8,0.29,1036,0.00,0.00,14.70,16,9.88,9.50,97,5.22,-9.53,5.01,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1736,-0.78,0.00,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,8.00,97,5.08,-9.53,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1823,-0.78,0.00,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,9.00,97,5.22,-9.55,4.95,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1909,-0.78,0.00,14.47,8,0.28,1051,0.00,0.00,14.70,16,9.88,9.00,97,5.08,-9.55,4.99,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
1997,-0.78,0.00,14.47,8,0.29,1036,0.00,0.00,14.70,16,9.88,10.00,97,5.22,-9.53,4.99,1.38,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
2083,-0.78,0.00,14.47,8,0.29,1032,0.00,0.00,14.70,16,9.88,10.50,97,5.22,-9.49,5.01,1.40,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
