Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
2603,-3.12,0.00,14.70,8,0.75,1298,0.00,0.00,14.84,16,33.09,28.00,111,14.07,-0.54,18.37,2.08,7.84,-4.18,30.98,1.56,0.00,0.00,15.50
2690,-4.69,0.00,14.47,8,0.53,1714,0.00,0.00,15.83,16,35.20,37.50,111,10.16,-2.48,9.79,2.18,37.25,-3.56,0.00,0.64,0.00,0.00,14.80
2776,0.00,0.00,15.50,8,0.29,2128,0.00,0.00,17.07,16,21.13,27.00,111,6.82,-7.81,5.56,1.42,0.00,-1.70,0.00,0.64,0.00,0.00,14.80
2863,0.00,0.00,15.96,10,0.21,2504,0.00,0.00,15.55,16,4.26,17.50,111,5.66,-9.53,6.20,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,16.10
2950,0.00,0.00,16.31,10,0.19,2390,0.00,0.00,14.70,16,-15.08,-12.00,111,4.35,-10.19,6.53,1.52,0.00,-2.32,0.00,0.64,0.00,0.00,16.60
3037,0.00,0.00,17.80,10,0.17,2303,0.00,0.00,14.70,16,-15.08,-15.50,111,4.06,-10.54,5.73,1.44,0.00,-1.70,0.00,0.64,0.00,0.00,16.20
3124,0.00,0.00,19.64,10,0.15,2098,0.00,0.00,15.41,16,-15.08,-15.50,111,3.92,-10.83,5.01,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,16.40
3210,0.00,0.00,24.58,10,0.17,1994,0.00,0.00,14.70,16,-6.99,-10.50,111,3.77,-10.96,5.08,1.40,0.00,-1.39,0.00,0.64,0.00,0.00,17.50
3297,0.00,0.00,25.50,10,0.17,1900,0.00,0.00,14.69,16,2.50,-2.50,111,3.63,-11.08,5.27,1.42,0.00,-1.39,0.00,0.64,0.00,0.00,21.90
3384,0.00,0.00,25.50,10,0.19,1746,0.00,0.00,14.69,16,11.99,6.50,111,3.34,-11.37,5.49,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,21.90
3471,0.00,0.00,23.66,10,0.22,1686,0.00,0.00,13.07,16,11.99,11.50,111,3.19,-11.49,5.76,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,29.00
3558,0.00,0.00,23.89,10,0.23,1625,0.00,0.00,14.69,16,11.99,11.50,111,3.19,-11.47,5.85,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,32.90
3644,0.00,0.00,23.66,10,0.23,1532,0.00,0.00,14.69,16,11.64,11.50,111,3.34,-11.37,5.73,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,36.90
3730,0.00,0.00,23.20,10,0.23,1476,0.00,0.00,14.69,16,11.29,11.50,111,3.48,-11.29,5.66,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,38.90
3818,0.00,0.00,21.48,10,0.24,1435,0.00,0.00,14.69,16,11.29,19.00,111,3.48,-11.22,5.50,1.44,0.00,-1.39,0.00,0.64,0.00,0.00,33.70
3905,0.00,0.00,18.38,10,0.24,1377,0.00,0.00,14.69,16,11.29,19.00,111,3.48,-11.16,5.43,1.42,0.00,-1.39,0.00,0.64,0.00,0.00,29.40
3992,0.00,0.00,14.81,10,0.24,1339,0.00,0.00,14.69,16,10.94,19.00,111,3.63,-11.12,5.27,1.42,0.00,-1.39,0.00,0.64,0.00,0.00,24.40
4078,0.00,0.00,13.67,10,0.24,1327,0.00,0.00,14.69,16,10.94,19.00,111,3.63,-11.12,5.11,1.40,0.00,-1.39,0.00,0.64,0.00,0.00,24.40
4165,0.00,0.00,12.52,10,0.23,1293,0.00,0.00,14.69,16,10.94,19.00,111,3.63,-11.14,5.05,1.40,0.00,-1.39,0.00,0.64,0.00,0.00,20.60
4252,0.00,0.00,11.83,10,0.23,1267,0.00,0.00,14.69,16,10.94,19.00,111,3.48,-11.16,4.95,1.38,0.00,-1.39,0.00,0.64,0.00,0.00,17.40
4338,0.00,0.00,11.48,10,0.23,1255,0.00,0.00,14.69,16,10.59,18.50,111,3.48,-11.16,4.75,1.38,0.00,-1.39,0.00,0.64,0.00,0.00,15.60
4425,0.00,0.00,11.37,10,0.23,1208,0.00,0.00,14.69,16,10.59,18.50,111,3.63,-11.12,4.73,1.36,0.00,-1.39,0.00,0.64,0.00,0.00,14.30
4512,0.00,0.00,11.25,10,0.24,1194,0.00,0.00,14.69,16,10.59,18.50,111,3.63,-11.06,4.66,1.36,0.00,-1.39,0.00,0.64,0.00,0.00,13.50
4598,0.00,0.00,11.14,10,0.24,1174,0.00,0.00,14.69,16,10.23,18.00,111,3.77,-10.98,4.53,1.36,0.00,-1.08,0.00,0.64,0.00,0.00,12.90
4686,-1.56,0.00,11.25,8,0.24,1115,0.00,0.00,14.69,16,10.23,18.00,111,3.77,-10.96,4.48,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,12.90
4773,-3.91,-0.78,11.14,8,0.24,1098,0.00,0.00,14.69,16,10.23,18.00,111,3.77,-10.91,4.46,1.36,0.00,-1.08,0.00,0.64,0.00,0.00,12.40
4859,-5.47,-0.78,11.25,8,0.24,1094,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.87,4.35,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,12.10
4946,-7.03,-0.78,11.14,8,0.24,1074,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.81,4.26,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,11.80
5033,-7.81,-0.78,11.25,8,0.24,1058,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.83,4.18,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,11.60
5119,-9.38,-0.78,11.25,8,0.23,1054,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.87,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,11.50
5206,-10.16,-0.78,11.25,8,0.23,1042,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.87,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,11.50
5293,-11.72,-0.78,11.25,8,0.23,1043,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.85,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5379,-13.28,-0.78,11.25,8,0.23,1033,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.87,3.93,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5467,-14.84,-0.78,11.25,8,0.23,1008,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.89,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5553,-15.62,-0.78,11.25,8,0.23,1003,0.00,0.00,14.69,16,9.88,17.50,111,3.77,-10.87,3.83,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5639,-16.41,-0.78,11.25,8,0.23,989,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.87,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5726,-17.19,-0.78,11.37,8,0.24,959,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.83,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5813,-18.75,-0.78,11.48,8,0.24,948,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.77,3.72,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.30
5900,-19.53,-0.78,11.60,8,0.24,932,0.00,0.00,14.69,16,9.88,17.50,111,3.92,-10.71,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.40
5987,-19.53,-0.78,11.71,8,0.24,922,0.00,0.00,14.69,16,9.88,17.50,111,4.06,-10.67,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,11.40
6073,-20.31,-0.78,11.83,8,0.24,904,0.00,0.00,14.69,16,9.88,17.50,111,4.06,-10.60,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,11.40
6160,-21.09,-0.78,12.06,8,0.24,894,0.00,0.00,14.69,16,9.88,17.50,111,4.21,-10.58,3.52,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,11.50
6246,-21.09,-0.78,12.17,8,0.24,893,0.00,0.00,14.69,16,9.88,17.50,111,4.21,-10.56,3.49,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,11.70
6334,-21.88,-0.78,12.29,8,0.24,878,0.00,0.00,14.69,16,9.88,17.50,111,4.21,-10.52,3.44,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,11.80
6421,-21.88,-0.78,12.52,8,0.24,856,0.00,0.00,14.69,16,9.88,17.50,111,4.21,-10.48,3.39,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,11.80
6508,-22.66,-0.78,12.63,8,0.24,860,0.00,0.00,14.69,16,9.88,17.50,111,4.21,-10.46,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.10
6594,-23.44,-0.78,12.63,8,0.24,847,0.00,0.00,14.69,16,9.88,17.50,111,4.35,-10.40,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.20
6681,-22.66,-0.78,12.98,8,0.24,840,0.00,0.00,14.69,16,9.88,17.50,111,4.35,-10.38,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.20
6767,-22.66,-0.78,13.09,8,0.24,825,0.00,0.00,14.69,16,9.88,17.50,111,4.35,-10.31,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.30
6855,-23.44,-0.78,13.21,8,0.24,814,0.00,0.00,14.69,16,9.88,17.50,111,4.50,-10.23,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.50
6941,-22.66,-0.78,13.44,8,0.25,810,0.00,0.00,14.69,16,9.88,17.50,111,4.50,-10.19,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.50
7028,-22.66,-0.78,13.67,8,0.25,794,0.00,0.00,14.69,16,9.88,17.50,111,4.64,-10.09,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.70
7115,-21.88,-0.78,13.90,8,0.26,776,0.00,0.00,14.69,16,9.88,17.50,111,4.64,-10.04,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.80
7201,-21.88,-0.78,14.13,8,0.26,782,0.00,0.00,14.69,16,9.88,17.50,111,4.79,-9.94,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,12.90
7288,-21.09,-0.78,14.36,8,0.26,782,0.00,0.00,14.69,16,9.88,17.50,111,4.79,-9.88,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.10
7375,-21.09,-0.78,14.47,8,0.27,786,0.00,0.00,14.69,16,9.88,17.50,111,4.93,-9.77,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.10
7462,-20.31,-0.78,14.70,8,0.26,779,0.00,0.00,14.69,16,9.88,17.50,111,5.08,-9.71,3.51,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
7548,-20.31,-0.78,14.81,8,0.27,797,0.00,0.00,14.69,16,9.88,17.50,111,5.08,-9.65,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.40
7635,-19.53,-0.78,14.93,8,0.27,804,0.00,0.00,14.69,16,9.88,16.00,111,5.08,-9.55,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.80
7722,-18.75,-0.78,15.27,8,0.27,807,0.00,0.00,14.69,16,9.88,15.50,111,5.22,-9.55,3.58,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.10
7809,-17.97,-0.78,15.50,8,0.27,808,0.00,0.00,14.69,16,9.88,13.00,111,5.22,-9.51,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.30
7896,-16.41,-0.78,15.62,8,0.27,806,0.00,0.00,14.69,16,9.88,14.50,111,5.22,-9.49,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
7982,-16.41,-0.78,15.96,8,0.27,823,0.00,0.00,14.69,16,9.88,12.50,111,5.22,-9.46,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.70
8070,-14.84,-0.78,16.42,8,0.27,810,0.00,0.00,14.69,16,9.88,11.50,111,5.22,-9.46,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
8155,-14.84,-0.78,16.31,8,0.27,835,0.00,0.00,14.69,16,9.88,10.50,111,5.22,-9.44,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
8243,-13.28,-0.78,16.42,8,0.26,851,0.00,0.00,14.69,16,9.88,9.50,111,5.22,-9.42,3.75,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.60
8329,-12.50,-0.78,16.65,8,0.26,854,0.00,0.00,14.69,16,9.88,9.50,111,5.22,-9.48,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.00
8416,-12.50,-0.78,16.65,8,0.27,846,0.00,0.00,14.69,16,9.88,9.50,111,5.22,-9.48,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,16.00
8503,-10.94,-0.78,16.54,8,0.27,841,0.00,0.00,14.69,16,9.88,9.50,111,5.22,-9.46,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.10
8589,-10.94,-0.78,16.54,8,0.26,848,0.00,0.00,14.69,16,9.88,9.00,111,5.22,-9.48,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.30
8676,-10.16,-0.78,16.65,8,0.26,860,0.00,0.00,14.69,16,9.88,8.00,111,5.22,-9.49,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.30
8763,-9.38,-0.78,16.54,8,0.26,845,0.00,0.00,14.69,16,9.88,9.50,111,5.22,-9.49,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.50
8849,-10.16,-0.78,16.42,8,0.26,858,0.00,0.00,14.69,16,9.88,10.00,111,5.22,-9.51,3.75,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
8936,-8.59,-0.78,16.54,8,0.26,854,0.00,0.00,14.69,16,9.88,8.50,111,5.22,-9.51,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.50
9023,-9.38,-0.78,16.42,8,0.26,858,0.00,0.00,14.69,16,9.88,8.00,111,5.22,-9.53,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
9110,-8.59,-0.78,16.31,8,0.26,864,0.00,0.00,14.69,16,9.88,9.50,111,5.08,-9.55,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.30
9197,-7.81,-0.78,16.19,8,0.26,852,0.00,0.00,14.70,16,9.88,8.00,111,5.08,-9.55,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
9283,-7.81,-0.78,16.42,8,0.26,873,0.00,0.00,14.70,16,9.88,7.00,111,5.08,-9.61,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
9371,-7.03,-0.78,16.19,8,0.26,874,0.00,0.00,14.70,16,9.88,7.50,111,5.08,-9.59,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
9457,-7.03,-0.78,15.85,8,0.26,871,0.00,0.00,14.70,16,9.88,8.00,111,5.08,-9.61,3.75,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,16.30
9544,-7.03,-0.78,15.96,8,0.26,868,0.00,0.00,14.70,16,9.88,8.00,111,5.08,-9.63,3.78,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,16.30
9630,-6.25,-0.78,15.96,8,0.26,869,0.00,0.00,14.70,16,9.88,7.00,111,5.08,-9.63,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40
9718,-7.03,-0.78,15.62,8,0.25,878,0.00,0.00,14.70,16,9.88,7.00,111,5.08,-9.65,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.10
9805,-6.25,-0.78,15.85,8,0.25,879,0.00,0.00,14.70,16,9.88,7.50,111,5.08,-9.65,3.73,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,16.00
9891,-6.25,-0.78,15.50,8,0.25,885,0.00,0.00,14.70,16,9.88,7.00,111,5.08,-9.67,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.00
9978,-6.25,-0.78,15.50,8,0.25,888,0.00,0.00,14.70,16,9.88,8.00,111,4.93,-9.73,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.00
10065,-6.25,-0.78,15.39,8,0.25,884,0.00,0.00,14.70,16,9.88,7.50,111,4.93,-9.75,3.75,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.90
10151,-6.25,-0.78,15.39,8,0.25,879,0.00,0.00,14.70,16,9.88,8.00,111,4.93,-9.73,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.80
10238,-6.25,-0.78,15.27,8,0.25,890,0.00,0.00,14.70,16,9.88,8.00,111,4.93,-9.77,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.70
10325,-5.47,-0.78,15.39,8,0.25,896,0.00,0.00,14.70,16,9.88,7.00,111,4.93,-9.77,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.60
10412,-5.47,-0.78,15.27,8,0.25,886,0.00,0.00,14.70,16,9.88,8.00,111,4.93,-9.80,3.73,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.60
10498,-6.25,-0.78,15.27,8,0.25,896,0.00,0.00,14.70,16,9.88,8.00,111,4.93,-9.82,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.50
10586,-4.69,-0.78,15.16,8,0.25,896,0.00,0.00,14.70,16,9.88,7.50,111,4.93,-9.82,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.50
10672,-5.47,-0.78,15.16,8,0.25,889,0.00,0.00,14.70,16,9.88,8.00,111,4.79,-9.84,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.50
10759,-5.47,-0.78,15.16,8,0.25,896,0.00,0.00,14.70,16,9.88,8.50,111,4.79,-9.86,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
10846,-5.47,-0.78,15.04,8,0.25,898,0.00,0.00,14.70,16,9.88,7.50,111,4.79,-9.86,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
10932,-5.47,-0.78,14.93,8,0.25,889,0.00,0.00,14.70,16,9.88,9.00,111,4.79,-9.86,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.30
11020,-5.47,-0.78,14.93,8,0.24,892,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.88,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
11107,-5.47,-0.78,14.81,8,0.24,901,0.00,0.00,14.70,16,9.88,8.00,111,4.79,-9.88,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.20
11193,-5.47,-0.78,14.81,8,0.24,891,0.00,0.00,14.70,16,9.88,8.00,111,4.79,-9.92,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
11280,-5.47,-0.78,14.93,8,0.25,897,0.00,0.00,14.70,16,9.88,8.50,111,4.79,-9.92,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
11367,-5.47,-0.78,14.81,8,0.24,890,0.00,0.00,14.70,16,9.88,9.00,111,4.79,-9.92,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
11453,-5.47,-0.78,14.81,8,0.25,890,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.92,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
11541,-5.47,-0.78,14.81,8,0.25,887,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.92,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.00
11628,-5.47,-0.78,14.70,8,0.24,894,0.00,0.00,14.70,16,9.88,8.50,111,4.79,-9.90,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
11714,-5.47,-0.78,14.81,8,0.24,893,0.00,0.00,14.70,16,9.88,9.00,111,4.79,-9.92,3.62,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
11801,-5.47,-0.78,14.70,8,0.24,894,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.92,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
11887,-5.47,-0.78,14.70,8,0.24,886,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.94,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.90
11974,-5.47,-0.78,14.70,8,0.24,888,0.00,0.00,14.70,16,9.88,9.50,111,4.79,-9.96,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.10
