Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,13.09,0.21,2934,0.00,0.00,16,44.34,44.00,7.11,20.66,-4.25,0.88
172,13.32,0.19,2955,0.00,0.00,16,44.34,44.00,7.11,20.40,-4.25,0.88
344,13.90,0.21,2932,0.00,0.00,16,44.34,44.00,7.11,21.27,-4.25,0.88
516,13.44,0.21,2950,0.00,0.00,16,44.34,44.00,7.11,21.01,-4.25,0.88
688,13.32,0.19,2933,0.00,0.00,16,41.17,44.00,7.11,20.05,-4.25,0.88
860,13.90,0.19,2946,0.00,0.00,16,43.63,44.00,7.11,20.67,-4.25,0.88
1047,13.90,0.21,2940,0.00,0.00,16,44.34,44.00,7.11,21.00,-4.25,0.88
1208,13.32,0.21,2925,0.00,0.00,16,44.34,43.50,7.11,19.51,-4.25,0.88
1380,13.44,0.20,2935,0.00,0.00,16,44.34,44.00,7.11,19.66,-4.25,0.88
1583,13.78,0.21,2915,0.00,0.00,16,44.34,44.00,7.11,20.92,-4.25,0.88
1755,13.32,0.22,2930,0.00,0.00,16,44.34,44.00,7.11,21.27,-4.25,0.88
1927,12.98,0.21,2912,0.00,0.00,16,44.34,44.00,7.11,20.65,-4.25,0.88
2099,13.32,0.21,2927,0.00,0.00,16,44.34,44.00,7.11,20.83,-4.25,0.88
2270,13.78,0.21,2906,0.00,0.00,16,44.34,44.00,7.11,20.56,-4.25,0.88
2458,13.44,0.22,2917,0.00,0.00,16,44.34,44.00,7.11,20.74,-4.25,0.88
2630,13.44,0.21,2902,0.00,0.00,16,44.34,44.00,7.11,20.66,-4.25,0.88
2802,13.67,0.22,2917,0.00,0.00,16,44.34,44.00,7.11,21.18,-4.25,0.88
2974,13.09,0.21,2911,0.00,0.00,16,44.34,44.00,7.11,20.57,-4.25,0.88
3145,13.21,0.22,2914,0.00,0.00,16,44.34,44.00,7.11,21.27,-4.25,0.88
3317,12.98,0.22,2896,0.00,0.00,16,44.34,44.00,7.11,21.18,-4.25,0.88
3489,13.32,0.22,2891,0.00,0.00,16,44.34,44.00,7.11,20.75,-4.25,0.88
3676,13.21,0.21,2900,0.00,0.00,16,44.34,44.00,7.11,20.39,-4.25,0.88
3848,13.32,0.22,2886,0.00,0.00,16,44.34,44.00,7.11,20.74,-4.25,0.88
4020,13.09,0.19,2900,0.00,0.00,16,37.66,44.00,7.11,20.31,-4.25,0.88
4192,13.78,0.21,2879,0.00,0.00,16,36.25,44.00,7.11,20.39,-4.25,0.88
4364,13.44,0.21,2891,0.00,0.00,16,44.34,44.00,7.11,18.09,-4.25,0.88
