Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.24,0.13,1085,0.00,0.00,16,14.10,12.00,4.79,4.57,-1.08,0.64
172,14.24,0.13,1058,0.00,0.00,16,14.10,14.50,4.79,4.64,-1.08,0.64
344,14.47,0.13,1065,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
516,14.36,0.13,1060,0.00,0.00,16,14.10,14.50,4.79,4.64,-1.08,0.64
688,14.47,0.13,1073,0.00,0.00,16,14.10,12.50,4.79,4.64,-1.08,0.64
859,14.36,0.13,1068,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
1031,14.47,0.13,1082,0.00,0.00,16,14.10,12.50,4.79,4.57,-1.08,0.64
1203,14.36,0.13,1067,0.00,0.00,16,14.10,13.00,4.79,4.57,-1.08,0.64
1375,14.36,0.13,1070,0.00,0.00,16,14.10,14.50,4.79,4.57,-1.08,0.64
1547,14.24,0.13,1066,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
1719,14.36,0.13,1070,0.00,0.00,16,14.10,13.50,4.79,4.64,-1.08,0.64
1906,14.47,0.13,1075,0.00,0.00,16,14.10,13.00,4.79,4.60,-1.08,0.64
2078,14.36,0.13,1052,0.00,0.00,16,14.10,15.50,4.79,4.60,-1.08,0.64
2250,14.47,0.13,1068,0.00,0.00,16,14.10,13.00,4.79,4.64,-1.08,0.64
2422,14.47,0.13,1061,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
2594,14.47,0.13,1069,0.00,0.00,16,14.10,13.50,4.79,4.57,-1.08,0.64
2766,14.59,0.13,1070,0.00,0.00,16,14.10,13.50,4.79,4.60,-1.08,0.64
2937,14.47,0.13,1068,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
3113,14.36,0.13,1073,0.00,0.00,16,14.10,13.50,4.79,4.66,-1.08,0.64
3285,14.47,0.13,1068,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
3457,14.47,0.13,1084,0.00,0.00,16,14.10,12.00,4.79,4.60,-1.08,0.64
3629,14.47,0.13,1066,0.00,0.00,16,14.10,13.00,4.79,4.60,-1.08,0.64
3801,14.47,0.13,1074,0.00,0.00,16,14.10,13.50,4.79,4.64,-1.08,0.64
3972,14.47,0.13,1075,0.00,0.00,16,14.10,13.50,4.79,4.57,-1.08,0.64
4144,14.70,0.13,1073,0.00,0.00,16,14.10,13.00,4.79,4.60,-1.08,0.64
4316,14.70,0.13,1074,0.00,0.00,16,14.10,14.00,4.93,4.57,-1.08,0.64
4488,14.81,0.13,1080,0.00,0.00,16,14.10,13.00,4.79,4.60,-1.08,0.64
4660,14.81,0.13,1089,0.00,0.00,16,14.10,12.50,4.79,4.60,-1.08,0.64
4832,14.81,0.13,1086,0.00,0.00,16,14.10,13.00,4.79,4.64,-1.08,0.64
5004,14.81,0.13,1085,0.00,0.00,16,14.10,12.50,4.79,4.64,-1.08,0.64
5176,14.81,0.13,1088,0.00,0.00,16,14.10,13.00,4.79,4.64,-1.08,0.64
5347,14.81,0.13,1085,0.00,0.00,16,14.10,14.00,4.79,4.64,-1.08,0.64
5519,14.81,0.13,1091,0.00,0.00,16,14.10,14.00,4.79,4.57,-1.08,0.64
5707,14.70,0.13,1086,0.00,0.00,16,14.10,13.50,4.79,4.57,-1.08,0.64
5878,14.59,0.12,1105,0.00,0.00,16,14.10,11.50,4.93,4.57,-1.08,0.64
6050,14.59,0.12,1096,0.00,0.00,16,14.10,13.00,4.79,4.51,-1.08,0.64
6222,14.59,0.12,1099,0.00,0.00,16,14.10,13.00,4.79,4.51,-1.08,0.64
6394,14.70,0.12,1085,0.00,0.00,16,14.10,11.50,4.79,4.51,-1.08,0.64
6567,14.81,0.13,1078,0.00,0.00,16,14.10,15.50,4.79,4.60,-1.08,0.64
6739,14.81,0.14,1059,0.00,0.00,16,14.10,16.50,4.79,4.95,-1.08,0.64
6911,14.81,0.17,1057,0.00,0.00,16,14.10,17.00,5.22,5.91,-1.08,0.70
