Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
0,14.24,0.17,1255,0.00,0.00,16,14.10,15.50,5.66,7.14,-1.39,0.64
172,14.24,0.16,1271,0.00,0.00,16,14.10,14.00,5.66,6.95,-1.39,0.64
348,14.36,0.16,1260,0.00,0.00,16,14.10,13.50,5.51,6.84,-1.39,0.64
520,14.24,0.17,1254,0.00,0.00,16,14.10,15.50,5.51,6.84,-1.39,0.64
692,14.36,0.17,1253,0.00,0.00,16,14.10,15.50,5.51,6.92,-1.39,0.64
864,14.47,0.16,1241,0.00,0.00,16,14.10,16.50,5.51,6.92,-1.39,0.64
1036,14.36,0.17,1214,0.00,0.00,16,14.10,18.50,5.51,6.84,-1.39,0.64
1208,14.36,0.17,1219,0.00,0.00,16,14.10,17.50,5.66,6.92,-1.39,0.64
1379,14.24,0.17,1223,0.00,0.00,16,14.10,16.50,5.66,6.77,-1.39,0.64
1551,14.13,0.17,1218,0.00,0.00,16,14.10,16.00,5.66,6.77,-1.39,0.64
1728,14.13,0.17,1208,0.00,0.00,16,14.10,15.50,5.66,6.84,-1.39,0.64
1900,14.36,0.17,1218,0.00,0.00,16,14.10,15.50,5.66,6.84,-1.39,0.64
2071,14.36,0.17,1219,0.00,0.00,16,14.10,15.00,5.66,6.73,-1.39,0.64
2243,14.47,0.17,1198,0.00,0.00,16,14.10,16.00,5.66,6.84,-1.39,0.64
2415,14.47,0.17,1192,0.00,0.00,16,14.10,17.00,5.66,6.77,-1.39,0.64
2587,14.59,0.17,1190,0.00,0.00,16,14.10,16.50,5.66,6.73,-1.08,0.64
2759,14.24,0.17,1209,0.00,0.00,16,14.10,14.50,5.66,6.77,-1.39,0.64
2931,14.24,0.17,1196,0.00,0.00,16,14.10,15.50,5.66,6.70,-1.08,0.64
3103,14.36,0.17,1190,0.00,0.00,16,14.10,16.50,5.66,6.66,-1.39,0.64
3274,14.36,0.17,1193,0.00,0.00,16,14.10,15.00,5.66,6.62,-1.08,0.64
3446,14.36,0.17,1177,0.00,0.00,16,14.10,16.50,5.80,6.73,-1.08,0.64
3618,14.36,0.17,1186,0.00,0.00,16,14.10,14.50,5.80,6.66,-1.08,0.64
3805,14.59,0.18,1166,0.00,0.00,16,14.10,17.00,5.80,6.77,-1.08,0.64
3977,14.24,0.17,1180,0.00,0.00,16,14.10,15.00,5.95,6.88,-1.08,0.64
4149,14.36,0.18,1178,0.00,0.00,16,14.10,15.50,5.95,6.95,-1.08,0.64
4321,14.47,0.18,1179,0.00,0.00,16,14.10,14.50,5.95,6.99,-1.08,0.64
4493,14.24,0.18,1171,0.00,0.00,16,14.10,15.50,6.09,7.14,-1.08,0.64
4665,14.36,0.18,1170,0.00,0.00,16,14.10,15.50,6.09,7.10,-1.08,0.64
4838,14.24,0.18,1182,0.00,0.00,16,14.10,13.00,6.09,7.06,-1.08,0.64
5010,14.47,0.18,1178,0.00,0.00,16,14.10,14.00,6.09,7.14,-1.08,0.64
5182,14.59,0.18,1192,0.00,0.00,16,14.10,13.00,6.09,7.10,-1.39,0.64
5353,14.70,0.18,1178,0.00,0.00,16,14.10,15.50,6.09,7.14,-1.08,0.64
5525,14.81,0.18,1194,0.00,0.00,16,14.10,12.50,6.09,7.10,-1.39,0.64
5697,14.81,0.18,1215,0.00,0.00,16,14.10,11.50,5.95,7.10,-1.39,0.64
5869,14.70,0.18,1205,0.00,0.00,16,14.10,13.00,5.95,7.29,-1.39,0.64
6041,14.47,0.18,1230,0.00,0.00,16,14.10,11.00,5.95,7.33,-1.39,0.64
