Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
62793,0.00,4.69,14.47,8,133,0.56,1802,0.00,0.00,14.73,16,35.20,35.50,77,9.00,-5.76,17.03,2.00,0.00,0.94,0.00
62866,0.78,4.69,14.47,8,133,0.55,1832,0.00,0.00,14.73,16,35.90,35.00,77,9.00,-5.84,16.89,2.00,0.00,0.94,0.00
62940,0.00,4.69,14.47,8,133,0.54,1849,0.00,0.00,14.73,16,36.25,35.50,77,8.85,-5.92,17.03,2.00,0.00,0.92,0.00
63012,0.00,3.91,14.47,8,133,0.53,1842,0.00,0.00,14.73,16,35.90,35.50,77,8.56,-6.19,16.89,2.00,0.00,0.90,0.00
63086,0.00,3.91,14.47,8,133,0.52,1859,0.00,0.00,14.73,16,35.90,35.50,77,8.42,-6.36,15.85,1.96,0.00,0.90,0.00
63159,0.00,3.91,14.47,8,133,0.50,1867,0.00,0.00,14.73,16,35.90,35.50,77,8.27,-6.56,15.41,1.94,0.00,0.90,0.00
63231,-0.78,3.12,14.36,8,133,0.49,1873,0.00,0.00,14.88,16,36.25,36.00,77,8.13,-6.65,15.19,1.94,0.00,0.90,0.00
63305,-0.78,3.12,14.36,8,133,0.47,1889,0.00,0.00,14.88,16,36.60,36.00,77,7.98,-6.79,14.98,1.94,0.00,0.90,0.00
63377,-0.78,3.12,14.24,8,133,0.47,1907,0.00,0.00,14.88,16,36.25,36.00,77,7.98,-6.86,14.85,1.92,0.00,0.90,0.00
63451,0.00,3.12,14.36,8,133,0.47,1907,0.00,0.00,14.88,16,36.95,36.50,77,7.84,-6.94,14.92,1.94,0.00,0.90,0.00
63524,0.00,2.34,14.47,8,133,0.46,1941,0.00,0.00,14.88,16,37.30,36.50,77,7.69,-7.02,14.73,1.92,0.00,0.90,0.00
63596,0.00,2.34,14.59,8,133,0.46,1931,0.00,0.00,14.88,16,36.60,37.00,77,7.69,-7.06,14.79,1.92,0.00,0.90,0.00
63669,0.00,2.34,14.59,8,133,0.45,1918,0.00,0.00,14.88,16,36.95,36.50,77,7.69,-7.10,14.66,1.92,0.00,0.90,0.00
63743,0.00,2.34,14.59,8,133,0.45,1943,0.00,0.00,14.88,16,37.30,36.50,77,7.55,-7.15,14.53,1.92,0.00,0.90,0.00
63816,0.00,2.34,14.47,8,133,0.45,1939,0.00,0.00,14.87,16,36.95,36.50,77,7.55,-7.21,14.53,1.90,0.00,0.88,0.00
63889,0.00,2.34,14.47,8,133,0.44,1925,0.00,0.00,14.87,16,36.95,36.50,77,7.55,-7.33,14.28,1.90,0.00,0.88,0.00
63962,0.00,2.34,14.47,8,133,0.42,1954,0.00,0.00,15.60,16,36.95,36.50,77,7.40,-7.46,13.58,1.88,0.00,0.86,0.00
64035,-0.78,1.56,14.36,8,133,0.41,1974,0.00,0.00,14.87,16,36.60,37.00,77,7.11,-7.75,13.20,1.86,0.00,0.84,0.00
64107,0.00,1.56,14.36,8,133,0.39,1960,0.00,0.00,14.87,16,35.90,36.50,77,6.96,-7.99,12.48,1.84,0.00,0.84,0.00
64181,-0.78,1.56,14.36,8,133,0.36,1960,0.00,0.00,14.87,16,35.90,35.50,77,6.82,-8.28,12.10,1.82,0.00,0.82,0.00
64254,-1.56,1.56,14.24,8,133,0.35,1971,0.00,0.00,15.03,16,35.90,35.50,77,6.24,-8.55,11.19,1.78,0.00,0.82,0.00
64326,-3.12,0.00,14.01,8,133,0.33,1964,0.00,0.00,15.03,16,34.84,35.50,77,5.95,-8.95,10.89,1.76,0.00,0.76,0.00
64400,-3.12,0.00,14.01,8,133,0.30,1962,0.00,0.00,15.55,16,33.79,35.00,77,5.37,-9.44,9.90,1.66,0.00,0.74,0.00
64473,-3.91,0.00,14.01,8,133,0.27,1956,0.00,0.00,15.58,16,33.09,33.00,77,5.08,-9.90,7.33,1.54,0.00,0.72,0.00
64546,-5.47,-0.78,13.78,8,133,0.24,1948,0.00,0.00,15.18,16,32.03,32.50,77,4.64,-10.27,6.59,1.50,0.00,0.72,0.00
64619,-7.81,-0.78,13.44,8,133,0.20,1942,0.00,0.00,16.55,16,31.68,32.00,77,4.50,-10.33,6.44,1.50,0.00,0.72,0.00
64693,-10.16,-0.78,13.21,8,133,0.20,1923,0.00,0.00,15.18,16,31.33,31.50,77,4.35,-10.48,6.40,1.50,0.00,0.68,0.00
64765,-10.16,-0.78,12.75,8,133,0.18,1872,0.00,0.00,15.18,16,26.76,31.00,77,4.21,-10.83,5.78,1.42,0.00,0.64,0.00
64839,-10.94,-0.78,12.63,8,133,0.17,1872,0.00,0.00,15.18,16,22.54,27.00,77,3.63,-11.08,4.60,1.36,0.00,0.64,0.00
64911,-11.72,-0.78,12.75,8,133,0.15,1872,0.00,0.00,15.82,16,17.27,22.50,77,3.48,-11.25,4.64,1.38,0.00,0.64,0.00
64984,0.00,-0.78,12.98,8,133,0.16,1782,0.00,0.00,15.18,16,13.40,19.00,77,3.34,-11.37,4.88,1.40,0.00,0.64,0.00
65058,0.00,-0.78,13.21,10,133,0.19,1689,0.00,0.00,13.23,16,11.99,14.00,77,3.34,-11.39,5.04,1.40,0.00,0.64,0.00
65130,0.00,-0.78,13.32,10,133,0.20,1662,0.00,0.00,15.14,16,11.99,20.00,77,3.34,-11.35,5.36,1.44,0.00,0.64,0.00
65204,0.00,-0.78,13.44,10,133,0.20,1594,0.00,0.00,14.70,16,11.99,20.00,77,3.34,-11.37,5.36,1.42,0.00,0.64,0.00
65277,0.00,-0.78,13.55,10,133,0.23,1485,0.00,0.00,14.70,16,11.29,19.50,77,3.34,-11.14,5.33,1.44,0.00,0.64,0.00
65350,0.00,-0.78,13.55,10,133,0.24,1380,0.00,0.00,14.70,16,10.94,19.00,77,3.63,-10.98,5.46,1.44,0.00,0.64,0.00
65423,0.00,-0.78,13.55,10,133,0.26,1194,0.00,0.00,14.67,16,10.59,19.00,77,3.77,-10.77,5.21,1.42,0.00,0.64,0.00
65496,0.00,-0.78,13.90,10,133,0.26,1196,0.00,0.00,14.67,16,10.59,18.50,77,3.92,-10.71,5.27,1.42,0.00,0.64,0.00
65569,0.00,-0.78,14.36,10,133,0.25,1153,0.00,0.00,14.70,16,10.23,18.50,77,4.06,-10.65,5.14,1.40,0.00,0.64,0.00
65642,0.00,-0.78,14.93,10,133,0.26,1131,0.00,0.00,14.70,16,10.23,18.00,77,4.06,-10.56,4.88,1.38,0.00,0.64,0.00
65714,0.00,-0.78,15.39,10,133,0.26,1109,0.00,0.00,14.70,16,10.23,18.00,77,4.21,-10.48,4.82,1.38,0.00,0.64,0.00
65788,0.00,-0.78,15.62,10,133,0.26,1089,0.00,0.00,14.67,16,9.88,18.00,77,4.21,-10.38,4.66,1.38,0.00,0.64,0.00
65861,0.00,-0.78,15.50,10,133,0.26,1069,0.00,0.00,14.67,16,9.88,17.50,77,4.35,-10.31,4.60,1.38,0.00,0.64,0.00
65934,0.00,-0.78,15.39,10,133,0.26,1052,0.00,0.00,14.67,16,9.88,17.50,77,4.50,-10.19,4.55,1.36,0.00,0.64,0.00
66008,0.00,-0.78,14.81,10,133,0.26,1046,0.00,0.00,14.67,16,9.88,17.50,77,4.50,-10.07,4.55,1.36,0.00,0.64,0.00
66080,0.00,-0.78,14.59,10,133,0.27,1052,0.00,0.00,14.67,16,9.88,17.50,77,4.64,-10.00,4.60,1.38,0.00,0.64,0.00
66154,0.00,-0.78,12.75,10,133,0.27,1057,0.00,0.00,14.67,16,9.88,17.50,77,4.79,-9.88,4.73,1.38,0.00,0.64,0.00
66227,0.00,-0.78,12.40,10,133,0.27,1073,0.00,0.00,14.67,16,9.88,17.50,77,4.79,-9.82,4.79,1.38,0.00,0.64,0.00
66300,0.00,-0.78,12.06,10,133,0.28,1090,0.00,0.00,14.67,16,10.23,16.50,77,4.93,-9.73,4.85,1.40,0.00,0.64,0.00
66373,0.00,-0.78,12.06,10,133,0.27,1092,0.00,0.00,14.67,16,10.23,14.00,77,4.93,-9.67,4.97,1.40,0.00,0.64,0.00
66445,0.00,0.00,12.06,10,133,0.27,1100,0.00,0.00,14.67,16,10.23,13.00,77,5.08,-9.67,4.95,1.40,0.00,0.64,0.00
66519,0.00,0.00,12.29,10,133,0.28,1094,0.00,0.00,14.67,16,10.23,13.00,77,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
66592,0.00,0.00,12.29,10,133,0.28,1096,0.00,0.00,14.67,16,10.23,13.00,77,5.08,-9.57,5.04,1.42,0.00,0.64,0.00
66664,0.00,0.00,12.52,10,133,0.28,1088,0.00,0.00,14.67,16,10.23,13.00,77,5.08,-9.55,5.10,1.42,0.00,0.64,0.00
66737,0.00,0.00,12.98,10,133,0.29,1098,0.00,0.00,14.67,16,10.23,13.00,77,5.22,-9.48,5.17,1.42,0.00,0.64,0.00
66810,0.00,0.00,13.21,10,133,0.29,1107,0.00,0.00,14.67,16,10.23,11.50,77,5.22,-9.44,5.23,1.42,0.00,0.64,0.00
66883,0.00,0.00,13.32,10,133,0.29,1109,0.00,0.00,14.67,16,10.23,10.50,77,5.22,-9.44,5.27,1.42,0.00,0.64,0.00
66957,0.00,0.00,13.44,10,133,0.29,1104,0.00,0.00,14.67,16,10.23,10.50,77,5.22,-9.40,5.27,1.42,0.00,0.64,0.00
67029,0.00,0.00,13.55,10,135,0.29,1088,0.00,0.00,14.67,16,10.23,12.50,77,5.22,-9.38,5.33,1.42,0.00,0.64,0.00
73013,3.12,0.00,14.81,8,135,0.32,1144,0.00,0.00,14.70,16,10.23,7.50,77,6.24,-8.59,6.15,1.48,0.00,0.64,0.00
73085,3.12,0.00,14.81,8,135,0.33,1138,0.00,0.00,14.70,16,10.23,9.00,77,6.09,-8.62,6.15,1.48,0.00,0.64,0.00
73159,3.12,0.00,14.81,8,135,0.33,1134,0.00,0.00,14.70,16,10.23,8.50,77,6.09,-8.62,6.18,1.48,0.00,0.64,0.00
73231,3.12,0.00,14.70,8,135,0.32,1140,0.00,0.00,14.70,16,10.23,9.00,77,6.09,-8.64,6.18,1.48,0.00,0.64,0.00
73304,3.12,0.00,14.70,8,135,0.32,1136,0.00,0.00,14.70,16,10.23,8.50,77,6.09,-8.66,6.18,1.48,0.00,0.64,0.00
73377,3.12,0.00,14.70,8,135,0.33,1127,0.00,0.00,14.70,16,10.23,9.50,77,6.09,-8.62,6.15,1.48,0.00,0.64,0.00
73450,3.12,0.00,14.59,8,135,0.33,1120,0.00,0.00,14.70,16,10.23,10.50,77,6.09,-8.60,6.26,1.48,0.00,0.64,0.00
73524,3.12,0.00,14.70,8,135,0.33,1126,0.00,0.00,14.70,16,10.23,10.00,77,6.09,-8.60,6.22,1.50,0.00,0.64,0.00
73596,3.12,0.00,14.59,8,135,0.33,1132,0.00,0.00,14.70,16,10.23,9.50,77,6.09,-8.59,6.26,1.50,0.00,0.64,0.00
73670,3.12,0.00,14.59,8,135,0.33,1146,0.00,0.00,14.70,16,10.23,8.00,77,6.09,-8.59,6.29,1.50,0.00,0.64,0.00
73742,3.12,0.00,14.59,8,135,0.32,1143,0.00,0.00,14.70,16,10.23,8.00,77,6.09,-8.64,6.22,1.48,0.00,0.64,0.00
73815,3.12,0.00,14.59,8,135,0.32,1147,0.00,0.00,14.70,16,10.23,8.50,77,6.09,-8.66,6.15,1.48,0.00,0.64,0.00
73889,3.12,0.00,14.59,8,135,0.32,1152,0.00,0.00,14.70,16,10.23,8.00,77,5.95,-8.68,6.07,1.48,0.00,0.64,0.00
73961,3.12,0.00,14.47,8,135,0.33,1133,0.00,0.00,14.70,16,10.23,8.00,77,5.95,-8.68,6.07,1.48,0.00,0.64,0.00
74034,3.12,0.00,14.59,8,136,0.33,1136,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.68,6.18,1.48,0.00,0.64,0.00
74107,3.12,0.00,14.47,8,136,0.33,1142,0.00,0.00,14.70,16,10.23,9.00,77,6.09,-8.66,6.26,1.48,0.00,0.64,0.00
74180,3.12,0.00,14.47,8,136,0.33,1150,0.00,0.00,14.70,16,10.23,8.00,77,6.09,-8.68,6.22,1.50,0.00,0.64,0.00
74254,3.12,0.00,14.47,8,136,0.32,1146,0.00,0.00,14.70,16,10.23,9.00,77,6.09,-8.68,6.18,1.48,0.00,0.64,0.00
74326,3.12,0.00,14.47,8,136,0.32,1134,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.68,6.15,1.48,0.00,0.64,0.00
74400,3.12,0.00,14.47,8,136,0.32,1146,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.68,6.11,1.48,0.00,0.64,0.00
74472,2.34,0.00,14.36,8,136,0.32,1142,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.70,6.11,1.48,0.00,0.64,0.00
74546,3.12,0.00,14.47,8,136,0.32,1147,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.70,6.11,1.48,0.00,0.64,0.00
74618,3.12,0.00,14.36,8,136,0.32,1156,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.72,6.07,1.48,0.00,0.64,0.00
74691,3.12,0.00,14.47,8,136,0.32,1148,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,6.04,1.48,0.00,0.64,0.00
74765,3.12,0.00,14.59,8,136,0.33,1129,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.72,6.11,1.48,0.00,0.64,0.00
74838,3.12,0.00,14.59,8,136,0.33,1119,0.00,0.00,14.70,16,10.23,12.00,77,5.95,-8.68,6.11,1.48,0.00,0.64,0.00
74911,3.12,0.00,14.59,8,136,0.32,1140,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.70,6.11,1.48,0.00,0.64,0.00
74984,3.12,0.00,14.70,8,136,0.31,1135,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.72,6.11,1.48,0.00,0.64,0.00
75056,3.12,0.00,14.59,8,136,0.31,1144,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.76,6.04,1.48,0.00,0.64,0.00
75130,3.12,0.00,14.47,8,136,0.31,1143,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
75202,2.34,0.00,14.47,8,136,0.31,1144,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,5.98,1.48,0.00,0.64,0.00
75276,3.12,0.00,14.47,8,136,0.32,1132,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
75349,3.12,0.00,14.36,8,136,0.32,1125,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.72,6.00,1.48,0.00,0.64,0.00
75422,3.12,0.00,14.47,8,136,0.32,1131,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.76,6.00,1.48,0.00,0.64,0.00
75495,3.12,0.00,14.47,8,136,0.32,1132,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.74,6.04,1.48,0.00,0.64,0.00
75567,3.12,0.00,14.59,8,136,0.32,1138,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,6.04,1.48,0.00,0.64,0.00
75641,3.12,0.00,14.59,8,136,0.32,1119,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
75713,3.91,0.00,14.70,8,136,0.32,1130,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.74,6.04,1.48,0.00,0.64,0.00
75787,3.91,0.00,14.59,8,136,0.32,1132,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.72,6.07,1.48,0.00,0.64,0.00
75860,3.12,0.00,14.59,8,136,0.32,1130,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.76,6.00,1.48,0.00,0.64,0.00
75932,3.12,0.00,14.70,8,136,0.31,1143,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.80,6.04,1.48,0.00,0.64,0.00
76006,3.91,0.00,14.59,8,136,0.32,1134,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,5.98,1.48,0.00,0.64,0.00
76079,3.12,0.00,14.59,8,136,0.31,1146,0.00,0.00,14.70,16,10.23,8.50,77,5.95,-8.80,5.98,1.48,0.00,0.64,0.00
76152,3.12,0.00,14.47,8,136,0.32,1134,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,6.04,1.48,0.00,0.64,0.00
76225,3.12,0.00,14.36,8,136,0.32,1123,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
76297,3.12,0.00,14.36,8,136,0.32,1130,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
76371,3.12,0.00,14.36,8,136,0.32,1124,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,6.04,1.48,0.00,0.64,0.00
76444,3.12,0.00,14.47,8,136,0.32,1141,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.76,6.04,1.48,0.00,0.64,0.00
76517,3.12,0.00,14.47,8,136,0.32,1132,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.76,6.00,1.48,0.00,0.64,0.00
76590,3.12,0.00,14.47,8,136,0.31,1134,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.80,5.98,1.48,0.00,0.64,0.00
76663,3.12,0.00,14.47,8,136,0.32,1130,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,5.98,1.48,0.00,0.64,0.00
76736,3.12,0.00,14.47,8,136,0.32,1131,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.78,5.98,1.48,0.00,0.64,0.00
76808,3.12,0.00,14.47,8,136,0.31,1131,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,5.94,1.48,0.00,0.64,0.00
76882,3.12,0.00,14.47,8,136,0.32,1129,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.80,5.94,1.48,0.00,0.64,0.00
76956,3.12,0.00,14.47,8,136,0.32,1130,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.76,5.98,1.48,0.00,0.64,0.00
77028,3.12,0.00,14.36,8,136,0.32,1108,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
77101,3.12,0.00,14.47,8,136,0.32,1129,0.00,0.00,14.70,16,10.23,12.50,77,5.95,-8.78,5.98,1.48,0.00,0.64,0.00
77174,3.12,0.00,14.47,8,136,0.31,1136,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,5.94,1.46,0.00,0.64,0.00
77247,3.12,0.00,14.36,8,136,0.31,1126,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.80,5.91,1.46,0.00,0.64,0.00
77320,3.12,0.00,14.47,8,136,0.31,1129,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,5.91,1.48,0.00,0.64,0.00
77393,3.12,0.00,14.47,8,136,0.32,1124,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.80,5.98,1.48,0.00,0.64,0.00
77466,3.12,0.00,14.47,8,136,0.32,1128,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.76,5.98,1.48,0.00,0.64,0.00
77539,3.12,0.00,14.47,8,136,0.32,1109,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
77612,3.12,0.00,14.47,8,136,0.32,1119,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.76,5.94,1.48,0.00,0.64,0.00
77685,3.12,0.00,14.47,8,136,0.32,1121,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
77758,3.12,0.00,14.47,8,136,0.32,1127,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,6.00,1.48,0.00,0.64,0.00
77831,3.12,0.00,14.47,8,136,0.32,1132,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.76,5.98,1.48,0.00,0.64,0.00
77904,3.12,0.00,14.36,8,136,0.32,1121,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.78,5.94,1.48,0.00,0.64,0.00
77977,3.12,0.00,14.47,8,136,0.32,1131,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.80,5.94,1.46,0.00,0.64,0.00
78050,3.12,0.00,14.47,8,136,0.31,1134,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.80,5.91,1.48,0.00,0.64,0.00
78123,3.12,0.00,14.36,8,136,0.31,1124,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.80,5.91,1.46,0.00,0.64,0.00
78196,3.12,0.00,14.47,8,136,0.32,1107,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.80,5.94,1.48,0.00,0.64,0.00
78269,3.12,0.00,14.47,8,136,0.32,1121,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.80,5.91,1.48,0.00,0.64,0.00
78342,3.12,0.00,14.47,8,136,0.32,1112,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.74,5.98,1.48,0.00,0.64,0.00
78416,3.12,0.00,14.47,8,136,0.32,1102,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.78,5.98,1.48,0.00,0.64,0.00
78488,3.12,0.00,14.47,8,136,0.32,1116,0.00,0.00,14.70,16,10.23,12.00,77,5.95,-8.78,5.98,1.46,0.00,0.64,0.00
78561,3.12,0.00,14.47,8,136,0.32,1112,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.74,5.98,1.46,0.00,0.64,0.00
78634,3.12,0.00,14.47,8,136,0.32,1118,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.72,5.94,1.48,0.00,0.64,0.00
78708,2.34,0.00,14.47,8,136,0.32,1115,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.76,6.00,1.46,0.00,0.64,0.00
78781,3.12,0.00,14.36,8,136,0.32,1106,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.74,5.94,1.48,0.00,0.64,0.00
78854,3.12,0.00,14.47,8,136,0.32,1110,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.74,5.94,1.48,0.00,0.64,0.00
78927,2.34,0.00,14.47,8,136,0.32,1120,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.76,5.91,1.46,0.00,0.64,0.00
79000,3.12,0.00,14.47,8,136,0.32,1114,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
79073,3.12,0.00,14.36,8,136,0.32,1104,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
79145,3.12,0.00,14.47,8,136,0.32,1112,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.74,5.94,1.48,0.00,0.64,0.00
79219,3.12,0.00,14.47,8,136,0.32,1112,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
79292,3.12,0.00,14.47,8,136,0.32,1121,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
79365,3.12,0.00,14.47,8,136,0.32,1118,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.76,5.94,1.46,0.00,0.64,0.00
79438,3.12,0.00,14.36,8,136,0.33,1110,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.72,5.94,1.48,0.00,0.64,0.00
79511,3.12,0.00,14.47,8,136,0.32,1112,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.70,6.00,1.48,0.00,0.64,0.00
79585,2.34,0.00,14.47,8,136,0.32,1108,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
79657,2.34,0.00,14.47,8,136,0.33,1098,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.70,5.94,1.46,0.00,0.64,0.00
79730,3.12,0.00,14.36,8,136,0.33,1100,0.00,0.00,14.70,16,10.23,11.00,77,5.95,-8.68,5.98,1.48,0.00,0.64,0.00
79804,2.34,0.00,14.47,8,136,0.32,1124,0.00,0.00,14.70,16,10.23,8.00,77,5.95,-8.72,6.00,1.48,0.00,0.64,0.00
79876,3.12,0.00,14.36,8,136,0.32,1128,0.00,0.00,14.70,16,10.23,8.00,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
79949,2.34,0.00,14.36,8,136,0.32,1110,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.70,6.00,1.48,0.00,0.64,0.00
80022,2.34,0.00,14.47,8,136,0.32,1114,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
80095,2.34,0.00,14.36,8,136,0.32,1124,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,6.00,1.48,0.00,0.64,0.00
80169,2.34,0.00,14.36,8,136,0.32,1119,0.00,0.00,14.70,16,10.23,9.00,77,5.95,-8.72,5.94,1.48,0.00,0.64,0.00
80241,2.34,0.00,14.36,8,136,0.32,1097,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,5.91,1.48,0.00,0.64,0.00
80315,2.34,0.00,14.47,8,136,0.32,1100,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.70,5.94,1.46,0.00,0.64,0.00
80387,2.34,0.00,14.36,8,136,0.33,1100,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.68,5.98,1.48,0.00,0.64,0.00
80461,2.34,0.00,14.47,8,136,0.32,1107,0.00,0.00,14.70,16,10.23,10.50,77,5.95,-8.70,5.98,1.48,0.00,0.64,0.00
80534,2.34,0.00,14.47,8,136,0.32,1115,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.72,6.04,1.48,0.00,0.64,0.00
80606,2.34,0.00,14.36,8,136,0.32,1110,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.70,5.98,1.48,0.00,0.64,0.00
80680,2.34,0.00,14.47,8,136,0.32,1113,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
80752,2.34,0.00,14.47,8,136,0.32,1126,0.00,0.00,14.70,16,10.23,8.50,77,5.95,-8.74,5.98,1.48,0.00,0.64,0.00
80825,2.34,0.00,14.47,8,138,0.32,1112,0.00,0.00,14.70,16,10.23,8.50,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
80898,2.34,0.00,14.36,8,138,0.33,1100,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.74,6.00,1.48,0.00,0.64,0.00
80971,2.34,0.00,14.36,8,138,0.32,1121,0.00,0.00,14.70,16,10.23,11.50,77,5.95,-8.72,6.00,1.48,0.00,0.64,0.00
81044,2.34,0.00,14.36,8,138,0.32,1118,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.72,5.98,1.48,0.00,0.64,0.00
81118,2.34,0.00,14.47,8,138,0.32,1120,0.00,0.00,14.70,16,10.23,9.50,77,5.95,-8.74,5.91,1.46,0.00,0.64,0.00
81191,2.34,0.00,14.47,8,138,0.32,1114,0.00,0.00,14.70,16,10.23,10.00,77,5.95,-8.76,5.91,1.46,0.00,0.64,0.00
