Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%)
959,0.00,0.00,14.81,8,0.23,852,0.00,0.00,13.07,16,9.88,9.00,120,4.64,-10.06,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.4,20.9
1055,0.00,0.00,14.70,8,0.23,847,0.00,0.00,13.07,16,9.88,9.50,120,4.64,-10.06,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.2,20.8
1150,0.00,0.00,14.47,8,0.23,852,0.00,0.00,13.07,16,9.88,9.00,120,4.64,-10.07,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.2,20.8
1247,0.00,0.00,14.70,8,0.23,856,0.00,0.00,13.07,16,9.88,8.50,120,4.64,-10.09,3.25,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.1,20.8
1343,0.78,0.00,14.70,8,0.23,849,0.00,0.00,13.07,16,9.88,9.50,120,4.64,-10.06,3.23,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.1,20.8
1439,0.00,0.00,14.70,8,0.23,836,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-10.07,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.1,20.8
1534,0.00,0.00,14.70,8,0.24,825,0.00,0.00,13.07,16,9.88,11.50,120,4.64,-10.06,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.8
1630,0.00,0.00,14.70,8,0.23,836,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-10.02,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.8
1726,0.00,0.00,14.47,8,0.23,846,0.00,0.00,13.07,16,9.88,10.00,120,4.64,-10.04,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.7
1822,-0.78,0.00,14.70,8,0.23,836,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-10.02,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.7
1918,0.00,0.00,14.59,8,0.23,839,0.00,0.00,13.07,16,9.88,10.00,120,4.64,-9.96,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,57.1,20.7
2015,0.00,0.00,14.47,8,0.23,842,0.00,0.00,13.07,16,9.88,9.50,120,4.64,-10.02,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.7
2110,-0.78,0.00,14.47,8,0.23,839,0.00,0.00,13.07,16,9.88,9.50,120,4.79,-10.02,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.1,20.7
2206,0.00,0.00,14.59,8,0.24,834,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-9.96,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.3,20.8
2302,0.00,0.00,14.47,8,0.24,830,0.00,0.00,13.07,16,9.88,10.50,120,4.79,-9.98,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.5,20.8
2399,-0.78,0.00,14.47,8,0.23,822,0.00,0.00,13.07,16,9.88,10.00,120,4.79,-9.98,3.23,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.5,20.9
2494,-0.78,0.00,14.47,8,0.24,832,0.00,0.00,13.07,16,9.88,10.50,120,4.79,-9.94,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.5,20.9
2590,0.00,0.00,14.47,8,0.24,830,0.00,0.00,13.07,16,9.88,10.50,120,4.79,-9.94,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.5,20.9
2686,0.00,0.00,14.59,8,0.24,830,0.00,0.00,13.07,16,9.88,10.00,120,4.79,-9.96,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,20.9
2782,0.00,0.00,14.70,8,0.24,829,0.00,0.00,13.07,16,9.88,10.00,120,4.79,-9.92,3.27,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,20.9
2878,0.00,0.00,14.70,8,0.24,826,0.00,0.00,13.07,16,9.88,10.50,120,4.79,-9.94,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,57.6,20.9
2973,0.00,0.00,14.70,8,0.23,828,0.00,0.00,13.07,16,9.88,10.00,120,4.79,-9.96,3.23,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3069,0.00,0.00,14.70,8,0.23,842,0.00,0.00,13.07,16,9.88,8.50,120,4.79,-9.94,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,57.6,20.9
3166,0.00,0.00,14.59,8,0.24,773,0.00,0.00,13.07,16,9.88,9.00,120,4.79,-9.96,3.27,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3262,-0.78,0.00,14.70,8,0.23,839,0.00,0.00,13.07,16,9.88,9.00,120,4.79,-9.96,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3358,0.00,0.00,14.70,8,0.23,850,0.00,0.00,13.07,16,9.88,8.00,120,4.79,-9.96,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3454,0.00,0.00,14.47,8,0.23,848,0.00,0.00,13.07,16,9.88,8.00,120,4.64,-10.00,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3550,0.00,0.00,14.70,8,0.23,856,0.00,0.00,13.07,16,9.88,7.50,120,4.64,-10.02,3.27,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3645,0.78,0.00,14.70,8,0.23,848,0.00,0.00,13.07,16,9.88,8.50,120,4.64,-10.02,3.28,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.0
3740,0.00,0.00,14.81,8,0.24,832,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-10.04,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,21.0
3837,0.00,0.00,14.81,8,0.23,832,0.00,0.00,13.07,16,9.88,10.50,120,4.64,-10.02,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
3933,0.00,0.00,14.81,8,0.23,844,0.00,0.00,13.07,16,9.88,9.00,120,4.79,-10.02,3.27,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,57.6,20.9
4028,0.78,0.00,14.70,8,0.24,838,0.00,0.00,13.07,16,9.88,9.50,120,4.64,-10.00,3.27,1.24,0.00,-1.70,0.39,0.68,0.00,0.00,14.70,57.6,20.9
4125,0.00,0.00,14.59,8,0.27,846,0.00,0.00,11.33,16,9.88,9.00,120,4.79,-9.78,3.30,1.28,0.00,-1.70,1.18,0.72,0.00,0.00,14.80,57.6,20.9
4221,-0.78,0.00,14.70,8,0.33,881,0.00,0.00,11.73,16,11.64,12.00,120,5.22,-9.11,4.49,1.40,0.00,-1.70,2.35,0.74,0.00,0.00,14.80,57.6,20.9
4316,0.00,0.00,14.36,8,0.37,939,0.00,0.00,13.04,16,14.10,14.00,120,5.95,-8.70,5.22,1.44,0.00,-1.70,2.75,0.74,0.00,0.00,14.70,57.6,21.1
4412,0.00,0.00,14.47,8,0.36,1010,0.00,0.00,13.05,16,16.91,15.50,120,6.09,-8.39,6.07,1.50,0.00,-1.70,3.14,0.76,0.00,0.00,14.70,57.6,21.1
4508,-0.78,0.00,14.01,8,0.35,1160,0.00,0.00,13.05,16,21.13,21.00,120,6.38,-8.26,6.42,1.50,0.00,-1.70,3.53,0.78,0.00,0.00,14.70,57.6,21.4
4604,-3.12,0.00,13.90,8,0.37,1276,0.00,0.00,13.04,16,25.70,24.50,120,6.53,-8.12,7.51,1.56,0.00,-1.70,3.92,0.80,0.00,0.00,14.70,57.6,21.5
4700,-5.47,0.00,13.67,8,0.38,1308,0.00,0.00,13.04,16,29.22,29.00,120,6.53,-8.04,7.89,1.60,0.00,-1.70,4.71,0.80,0.00,0.00,14.50,57.6,21.5
4796,-3.12,0.00,14.24,8,0.39,1362,0.00,0.00,13.04,16,29.57,29.50,120,6.67,-7.97,8.73,1.64,0.00,-1.70,4.71,0.82,0.00,0.00,14.20,57.7,21.5
4892,0.00,0.00,14.59,8,0.39,1405,0.00,0.00,13.04,16,29.92,29.50,120,6.82,-7.85,9.02,1.66,0.00,-1.70,5.10,0.82,0.00,0.00,14.20,57.7,21.6
4988,1.56,0.00,15.50,8,0.41,1394,0.00,0.00,13.04,16,29.92,29.50,120,6.96,-7.70,9.41,1.68,0.00,-1.70,5.10,0.82,0.00,0.00,14.50,57.7,21.6
5084,2.34,0.00,15.85,8,0.43,1407,0.00,0.00,13.04,16,29.92,29.50,120,6.96,-7.50,9.79,1.68,0.00,-1.70,5.49,0.84,0.00,0.00,15.30,57.6,21.7
5180,2.34,0.00,15.50,8,0.45,1393,0.00,0.00,13.04,16,29.92,29.50,120,7.40,-7.31,10.14,1.70,0.00,-1.70,5.88,0.84,0.00,0.00,15.50,57.6,21.7
5275,1.56,0.00,15.16,8,0.46,1363,0.00,0.00,13.04,16,29.57,29.50,120,7.55,-7.06,10.47,1.72,0.00,-1.70,5.88,0.84,0.00,0.00,15.60,57.6,21.7
5371,0.78,0.00,15.04,8,0.47,1354,0.00,0.00,13.04,16,29.57,29.50,120,7.69,-6.90,10.43,1.72,0.00,-1.70,5.88,0.84,0.00,0.00,15.30,57.4,21.6
5468,1.56,0.00,14.81,8,0.48,1321,0.00,0.00,13.04,16,29.22,29.00,120,7.98,-6.71,10.66,1.74,0.00,-1.70,5.88,0.84,0.00,0.00,14.90,57.2,21.6
5563,1.56,0.00,14.81,8,0.49,1318,0.00,0.00,13.04,16,29.22,29.00,120,8.13,-6.56,10.66,1.74,0.00,-1.70,5.88,0.84,0.00,0.00,14.70,57.2,21.6
5660,2.34,0.00,14.70,8,0.50,1289,0.00,0.00,13.04,16,28.87,28.50,120,8.27,-6.28,10.76,1.74,0.00,-1.70,5.88,0.86,0.00,0.00,14.70,57.2,21.5
5755,2.34,0.00,14.81,8,0.52,1261,0.00,0.00,13.04,16,28.52,28.50,120,8.56,-6.11,10.81,1.74,0.00,-1.70,6.27,0.86,0.00,0.00,14.80,57.4,21.6
5851,3.12,0.00,14.93,8,0.54,1236,0.00,0.00,13.03,16,28.52,28.50,120,8.71,-5.86,10.90,1.76,0.00,-1.70,6.27,0.86,0.00,0.00,14.90,57.5,21.6
5947,3.91,0.00,14.93,8,0.55,1200,0.00,0.00,13.03,16,28.16,27.50,120,8.85,-5.65,10.99,1.76,0.00,-1.70,6.27,0.86,0.00,0.00,15.00,57.5,21.7
6043,3.12,0.00,15.04,8,0.57,1159,0.00,0.00,13.03,16,27.81,27.50,120,9.29,-5.36,10.90,1.76,0.00,-1.70,6.27,0.86,0.00,0.00,15.10,57.5,21.6
6139,2.34,0.00,14.93,8,0.59,1130,0.00,0.00,13.03,16,27.11,27.00,122,9.43,-5.05,10.99,1.76,0.00,-1.70,6.27,0.86,0.00,0.00,15.20,57.5,21.5
6234,2.34,0.00,14.59,8,0.60,1096,0.00,0.00,13.03,16,26.76,26.50,122,9.87,-4.76,11.05,1.76,0.00,-1.70,6.67,0.86,0.00,0.00,14.80,57.6,21.5
6330,2.34,0.00,14.59,8,0.56,1213,0.00,0.00,13.04,16,27.81,28.00,122,10.01,-4.68,10.99,1.76,0.00,-1.70,6.67,0.86,0.00,0.00,14.80,57.6,21.4
6427,2.34,0.00,14.70,8,0.55,1273,0.00,0.00,13.04,16,28.52,28.50,122,9.87,-4.85,11.29,1.76,0.00,-1.70,6.67,0.86,0.00,0.00,14.70,57.6,21.4
6522,3.91,0.00,14.81,8,0.53,1336,0.00,0.00,13.04,16,28.87,29.00,122,9.72,-5.18,11.29,1.78,0.00,-1.70,6.67,0.88,0.00,0.00,14.80,57.7,21.5
6618,7.03,0.00,15.73,8,0.52,1380,0.00,0.00,13.05,16,29.92,29.50,122,9.43,-5.41,11.67,1.78,0.00,-1.70,6.67,0.88,0.00,0.00,15.30,57.6,21.5
6714,7.03,0.00,15.39,8,0.51,1498,0.00,0.00,13.06,16,30.27,30.50,122,9.14,-5.70,11.77,1.80,0.00,-1.70,6.67,0.88,0.00,0.00,15.50,57.6,21.6
6810,6.25,0.00,15.27,8,0.49,1525,0.00,0.00,13.72,16,30.98,30.50,122,8.85,-5.94,11.97,1.80,0.00,-1.70,6.67,0.88,0.00,0.00,15.50,57.6,21.7
6906,5.47,0.00,15.16,8,0.46,1622,0.00,0.00,13.06,16,31.68,31.50,122,8.71,-6.21,12.02,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,15.30,57.6,21.7
7001,6.25,0.00,15.16,8,0.46,1664,0.00,0.00,13.06,16,32.03,32.00,122,8.27,-6.46,12.38,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,15.30,57.6,21.7
7098,7.03,0.00,14.93,8,0.45,1672,0.00,0.00,13.07,16,32.73,32.00,122,8.13,-6.75,12.28,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,57.6,21.7
7194,6.25,0.00,15.04,8,0.44,1775,0.00,0.00,13.07,16,33.09,33.00,122,7.69,-7.02,12.68,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,57.6,21.7
7290,6.25,0.00,14.81,8,0.43,1851,0.00,0.00,13.07,16,33.79,33.00,122,7.55,-7.23,12.53,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,14.90,57.7,21.7
7386,4.69,0.00,14.59,8,0.40,1890,0.00,0.00,13.07,16,34.49,34.00,122,7.40,-7.39,12.48,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.80,57.7,21.7
7482,5.47,0.00,14.24,8,0.39,1914,0.00,0.00,13.07,16,34.84,34.50,122,7.25,-7.52,12.48,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.60,57.6,21.7
7578,5.47,0.00,14.59,8,0.39,1990,0.00,0.00,13.07,16,35.20,35.50,122,7.25,-7.58,12.59,1.84,0.00,-1.70,7.06,0.88,0.00,0.00,14.50,57.7,21.7
7674,6.25,0.00,14.81,8,0.37,2030,0.00,0.00,13.07,16,35.90,35.50,122,7.11,-7.73,12.59,1.84,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,57.6,21.7
7769,7.03,0.00,14.81,8,0.36,2073,0.00,0.00,13.07,16,36.25,36.00,122,6.96,-7.83,12.53,1.84,0.00,-2.01,7.06,0.88,0.00,0.00,15.00,57.6,21.6
7866,7.03,0.00,14.81,8,0.37,2115,0.00,0.00,13.07,16,36.60,36.50,122,6.82,-7.87,12.64,1.84,0.00,-2.01,7.06,0.88,0.00,0.00,15.00,57.6,21.6
7961,7.03,0.00,14.81,8,0.37,2166,0.00,0.00,13.07,16,36.95,37.00,122,6.82,-7.91,12.93,1.86,0.00,-2.01,7.06,0.88,0.00,0.00,15.10,57.6,21.6
8057,7.03,0.00,14.81,8,0.37,2208,0.00,0.00,13.07,16,37.66,37.50,122,6.82,-7.91,13.32,1.86,0.00,-2.01,7.06,0.88,0.00,0.00,15.10,57.6,21.6
8153,7.03,0.00,14.70,8,0.38,2273,0.00,0.00,13.07,16,38.01,38.00,122,6.82,-7.87,13.91,1.90,0.00,-2.01,7.06,0.88,0.00,0.00,14.90,57.6,21.6
8249,6.25,0.00,14.59,8,0.38,2294,0.00,0.00,13.07,16,38.36,38.00,122,6.82,-7.83,14.02,1.90,0.00,-2.01,7.06,0.88,0.00,0.00,14.80,57.6,21.6
8346,5.47,0.00,14.36,8,0.39,2343,0.00,0.00,13.07,16,38.71,38.50,122,6.82,-7.81,15.11,1.96,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,57.6,21.6
8442,4.69,0.00,14.36,8,0.39,2393,0.00,0.00,13.07,16,39.06,39.00,122,6.96,-7.73,15.17,1.94,0.00,-2.01,7.06,0.88,0.00,0.00,14.60,57.6,21.6
8538,5.47,0.00,14.59,8,0.40,2379,0.00,0.00,13.07,16,39.41,39.00,124,6.96,-7.70,16.13,1.98,0.00,-2.01,7.06,0.88,0.00,0.00,14.60,57.6,21.7
8634,5.47,0.00,14.59,8,0.40,2490,0.00,0.00,13.07,16,40.12,40.00,124,6.96,-7.73,16.40,2.00,0.00,-2.01,7.45,0.88,0.00,0.00,14.80,57.6,21.6
8730,5.47,0.00,14.59,8,0.40,2454,0.00,0.00,13.07,16,40.47,40.00,124,6.96,-7.81,16.89,2.00,0.00,-2.01,7.06,0.88,0.00,0.00,14.70,57.6,21.6
8825,4.69,0.00,14.47,8,0.40,2552,0.00,0.00,13.07,16,41.17,41.50,124,6.96,-7.87,16.95,2.02,0.00,-2.01,7.45,0.88,0.00,0.00,14.60,57.6,21.7
8921,4.69,0.00,14.24,8,0.39,2600,0.00,0.00,13.07,16,41.88,41.50,124,6.82,-7.95,16.88,2.00,0.00,-2.01,7.45,0.88,0.00,0.00,14.50,57.6,21.6
9017,6.25,0.00,14.70,8,0.39,2663,0.00,0.00,13.07,16,42.93,42.50,124,6.82,-8.02,17.16,2.02,0.00,-2.01,7.06,0.86,0.00,0.00,14.70,57.6,21.6
9113,6.25,0.00,14.81,8,0.37,2662,0.00,0.00,13.07,16,43.28,42.50,124,6.53,-8.22,16.95,2.00,0.00,-2.01,6.67,0.78,0.00,0.00,14.80,57.6,21.6
9210,0.00,0.00,14.81,8,0.33,2712,0.00,0.00,13.66,16,43.98,44.00,124,6.38,-9.32,15.58,1.92,0.00,-2.01,1.18,0.64,0.00,0.00,14.80,57.6,21.5
9306,0.00,0.00,14.24,10,0.24,2702,0.00,0.00,13.37,16,39.77,39.00,124,4.64,-10.44,11.05,1.72,0.00,-2.01,0.00,0.64,0.00,0.00,14.80,57.6,20.9
9402,0.00,0.00,13.32,10,0.20,2617,0.00,0.00,13.07,16,30.62,27.00,124,4.06,-10.91,7.97,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,14.60,57.6,20.9
9497,0.00,0.00,12.86,10,0.18,2546,0.00,0.00,13.07,16,19.38,22.00,124,3.63,-11.10,7.76,1.58,0.00,-2.01,0.00,0.64,0.00,0.00,14.20,57.6,20.9
9594,0.00,0.00,13.90,10,0.19,2339,0.00,0.00,13.07,16,15.51,15.00,124,3.63,-10.98,7.46,1.56,0.00,-2.01,0.00,0.64,0.00,0.00,13.90,57.6,20.9
9689,0.00,0.00,14.70,10,0.17,2243,0.00,0.00,13.07,16,15.16,15.00,124,3.77,-10.89,7.24,1.54,0.00,-2.01,0.00,0.64,0.00,0.00,13.80,57.7,21.0
9785,0.00,0.00,18.83,10,0.15,2024,0.00,0.00,13.07,16,14.80,14.50,124,3.77,-11.02,5.29,1.40,0.00,-2.01,0.00,0.64,0.00,0.00,14.10,57.6,21.0
9881,0.00,0.00,21.94,10,0.13,1912,0.00,0.00,13.07,16,14.45,14.00,124,3.63,-11.06,4.52,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,15.60,57.6,20.9
9977,0.00,0.00,23.66,10,0.15,1842,0.00,0.00,13.07,16,14.10,14.00,124,3.63,-11.10,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,17.20,57.7,21.0
10073,0.00,0.00,23.31,10,0.18,1600,0.00,0.00,11.77,16,14.10,14.00,124,3.63,-10.98,4.35,1.36,0.00,-1.70,0.78,0.70,0.00,0.00,19.10,57.7,21.0
10169,0.00,0.00,23.77,10,0.24,1479,0.00,0.00,13.06,16,14.10,14.00,124,3.92,-10.58,5.52,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,22.10,57.6,21.0
10265,0.00,0.00,23.66,10,0.24,1411,0.00,0.00,13.06,16,16.56,16.50,124,4.21,-10.23,5.76,1.44,0.00,-1.70,2.35,0.74,0.00,0.00,24.60,57.6,20.9
10361,0.00,0.00,23.89,10,0.25,1423,0.00,0.00,13.06,16,18.67,18.00,124,4.64,-10.04,5.98,1.48,0.00,-1.70,2.75,0.74,0.00,0.00,32.00,57.7,21.0
10457,0.00,0.00,23.89,10,0.26,1466,0.00,0.00,13.06,16,21.48,22.50,124,4.64,-9.92,6.05,1.48,0.00,-1.70,2.75,0.76,0.00,0.00,51.50,57.7,21.0
10553,0.00,0.00,23.66,10,0.27,1492,0.00,0.00,13.06,16,25.00,23.50,124,4.79,-9.78,6.70,1.52,0.00,-1.70,3.14,0.78,0.00,0.00,69.60,57.7,21.0
10649,0.00,0.00,23.20,10,0.29,1612,0.00,0.00,13.06,16,28.16,30.00,124,4.93,-9.55,7.15,1.56,0.00,-1.70,3.92,0.78,0.00,0.00,61.90,57.7,21.0
10745,0.00,0.00,18.38,10,0.30,1709,0.00,0.00,13.06,16,33.09,33.00,124,5.22,-9.44,7.89,1.58,0.00,-1.70,4.31,0.80,0.00,0.00,30.60,57.7,21.0
10841,0.00,0.00,16.88,10,0.30,1720,0.00,0.00,13.06,16,33.44,33.00,124,5.22,-9.44,8.56,1.62,0.00,-1.70,4.31,0.80,0.00,0.00,20.90,57.6,21.0
10937,0.00,0.00,15.96,10,0.31,1662,0.00,0.00,13.05,16,32.73,32.50,124,5.37,-9.36,8.69,1.62,0.00,-1.70,4.71,0.80,0.00,0.00,17.60,57.6,21.0
11034,0.00,0.00,15.96,10,0.33,1677,0.00,0.00,13.05,16,32.38,32.50,124,5.37,-9.13,8.89,1.64,0.00,-1.70,4.71,0.80,0.00,0.00,16.40,57.6,21.0
11130,0.00,0.00,15.73,10,0.32,1709,0.00,0.00,13.05,16,33.09,33.00,124,5.66,-9.11,8.94,1.64,0.00,-1.70,4.71,0.80,0.00,0.00,16.10,57.6,21.1
11226,0.00,0.00,15.27,10,0.33,1608,0.00,0.00,13.06,16,32.38,32.50,124,5.66,-8.99,9.07,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.80,57.6,21.1
11321,0.00,0.00,15.27,8,0.32,1726,0.00,0.00,13.06,16,33.44,33.00,124,5.66,-8.99,9.23,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.50,57.6,21.2
11417,0.78,0.00,15.04,8,0.33,1673,0.00,0.00,13.06,16,32.73,33.00,124,5.66,-8.99,9.33,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.40,57.6,21.2
11514,2.34,0.00,15.16,8,0.32,1724,0.00,0.00,13.06,16,33.09,33.00,124,5.66,-8.95,9.23,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.20,57.6,21.2
11610,1.56,0.00,15.27,8,0.32,1731,0.00,0.00,13.06,16,33.09,33.00,124,5.66,-8.99,9.15,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.20,57.6,21.2
11706,3.12,0.00,15.16,8,0.33,1689,0.00,0.00,13.06,16,32.73,32.50,124,5.66,-8.99,9.15,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,15.30,57.6,21.2
11802,3.91,0.00,15.27,8,0.32,1729,0.00,0.00,13.06,16,33.44,33.00,124,5.66,-9.07,9.23,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,15.20,57.6,21.2
11898,3.12,0.00,15.27,8,0.33,1704,0.00,0.00,13.06,16,33.09,33.00,124,5.66,-9.07,9.28,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,15.20,57.6,21.1
11994,3.12,0.00,14.93,8,0.32,1736,0.00,0.00,13.06,16,33.44,33.00,124,5.66,-9.09,9.10,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,15.20,57.6,21.1
12090,2.34,0.00,14.81,8,0.32,1711,0.00,0.00,13.06,16,33.09,33.00,124,5.51,-9.11,8.89,1.64,0.00,-1.70,4.71,0.80,0.00,0.00,15.10,57.6,21.2
12186,2.34,0.00,14.59,8,0.33,1720,0.00,0.00,13.06,16,33.44,33.00,124,5.51,-9.15,9.19,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,14.90,57.6,21.1
12282,3.12,0.00,14.59,8,0.32,1706,0.00,0.00,13.06,16,33.09,33.00,124,5.51,-9.17,9.23,1.66,0.00,-1.70,4.71,0.80,0.00,0.00,14.80,57.6,21.1
