Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,0.00,0.00,12.75,10,183,0.18,1346,63.4,43.4,0.00,0.00,14.69,16,11.29,19.00,72,3.48,-11.25,4.10,1.32,0.00,-1.70,0.64,0.00,0.00,16.60
95,0.00,0.00,12.29,10,183,0.22,1271,63.4,43.4,0.00,0.00,10.89,16,12.70,12.50,72,3.48,-10.58,4.24,1.36,0.00,-1.70,0.72,0.00,0.00,15.90
191,-2.34,0.78,12.29,8,183,0.50,1200,63.4,43.4,0.00,0.00,11.22,16,21.13,17.50,72,5.80,-8.24,11.82,1.86,0.00,-1.70,0.88,0.00,0.00,15.90
287,-3.12,0.78,12.29,8,183,0.67,1224,63.4,42.3,0.00,0.00,14.59,16,27.81,28.00,72,7.69,-6.21,13.94,1.88,0.00,-1.70,0.90,0.00,0.00,15.00
384,-3.91,0.78,12.75,8,183,0.42,1434,63.4,40.4,0.00,0.00,15.90,16,30.27,30.50,72,7.98,-7.23,10.01,1.46,0.00,-1.70,0.68,0.00,0.00,14.20
480,-9.38,0.78,11.71,8,183,0.28,1764,63.4,40.4,0.00,0.00,16.07,16,25.35,23.00,72,6.09,-9.51,4.46,1.30,0.00,-1.70,0.64,0.00,0.00,13.30
576,-10.16,1.56,11.60,8,183,0.20,1789,63.4,43.1,0.00,0.00,15.34,16,18.67,18.50,72,4.50,-10.36,3.67,1.28,0.00,-1.70,0.64,0.00,0.00,12.90
671,-10.94,1.56,12.06,8,183,0.17,1712,63.5,43.4,0.00,0.00,12.80,16,15.16,15.50,72,3.92,-10.79,4.10,1.34,0.00,-1.70,0.68,0.00,0.00,12.30
768,-14.06,1.56,12.06,8,183,0.29,1678,63.5,43.4,0.00,0.00,12.83,16,20.43,20.00,72,4.50,-10.02,5.60,1.52,0.00,-1.70,0.80,0.00,0.00,12.00
863,-14.06,1.56,12.52,8,183,0.33,1720,63.5,43.4,0.00,0.00,14.67,16,25.35,24.50,72,5.08,-9.51,9.53,1.68,0.00,-1.70,0.80,0.00,0.00,12.20
