Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
37701,6.25,0.00,14.47,7,0.31,1235,62.4,35.1,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.17,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37797,6.25,0.00,14.36,7,0.31,1236,62.4,35.1,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.15,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37893,6.25,0.00,14.36,7,0.31,1236,62.4,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.15,6.38,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37989,6.25,0.00,14.36,7,0.31,1216,62.4,35.0,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.15,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38084,6.25,0.00,14.36,7,0.32,1224,62.4,35.0,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.13,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38180,6.25,0.00,14.24,7,0.31,1229,62.5,34.9,0.00,0.00,14.70,16,10.59,10.00,99,5.51,-9.15,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38277,6.25,0.00,14.47,7,0.31,1236,62.5,35.1,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.18,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38373,6.25,0.00,14.47,7,0.31,1229,62.5,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.18,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38470,6.25,0.00,14.59,7,0.31,1236,62.2,35.1,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.18,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38564,6.25,0.00,14.59,7,0.31,1228,62.1,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.18,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38660,6.25,0.00,14.59,7,0.31,1229,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.18,6.31,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38756,7.03,0.00,14.59,7,0.31,1247,62.0,35.3,0.00,0.00,14.70,16,10.59,10.00,99,5.51,-9.20,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38851,7.03,0.00,14.70,7,0.30,1232,62.0,35.3,0.00,0.00,14.70,16,10.59,9.00,99,5.51,-9.26,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
38947,7.03,0.00,14.70,7,0.30,1236,62.0,35.4,0.00,0.00,14.70,16,10.59,10.00,99,5.37,-9.26,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39044,7.03,0.00,14.59,7,0.30,1232,62.0,35.4,0.00,0.00,14.70,16,10.59,10.00,99,5.37,-9.28,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39139,7.03,0.00,14.59,7,0.30,1231,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39236,6.25,0.00,14.36,7,0.30,1237,62.0,35.4,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.30,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39331,6.25,0.00,14.47,7,0.30,1230,62.0,35.6,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.34,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39427,6.25,0.00,14.36,7,0.29,1236,62.0,35.6,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.34,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39523,6.25,0.00,14.36,7,0.29,1234,62.0,35.6,0.00,0.00,14.70,16,10.59,10.00,99,5.37,-9.38,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39619,6.25,0.00,14.24,7,0.29,1216,62.0,35.7,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.38,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39715,6.25,0.00,14.36,7,0.30,1221,62.0,35.6,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.32,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39811,5.47,0.00,14.13,7,0.30,1214,62.0,35.5,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.32,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
39907,6.25,0.00,14.36,7,0.30,1222,62.0,35.5,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.32,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40003,6.25,0.00,14.24,7,0.30,1221,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40098,6.25,0.00,14.36,7,0.30,1227,62.0,35.4,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.28,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40194,5.47,0.00,14.24,7,0.30,1228,62.0,35.6,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.34,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40290,6.25,0.00,14.36,7,0.30,1216,62.0,35.6,0.00,0.00,14.70,16,10.59,10.00,99,5.37,-9.34,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40386,6.25,0.00,14.47,7,0.30,1220,62.2,35.4,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40482,6.25,0.00,14.59,7,0.30,1219,62.3,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40578,6.25,0.00,14.47,7,0.30,1227,62.3,35.3,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.28,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40674,6.25,0.00,14.59,7,0.30,1214,62.3,35.3,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.28,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40770,6.25,0.00,14.36,7,0.30,1217,62.4,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40866,6.25,0.00,14.47,7,0.30,1214,62.4,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.26,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
40961,6.25,0.00,14.47,7,0.30,1228,62.4,35.3,0.00,0.00,14.70,16,10.59,9.50,99,5.37,-9.28,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41057,6.25,0.00,14.59,7,0.30,1216,62.4,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.28,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41154,6.25,0.00,14.47,7,0.30,1220,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.26,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41249,6.25,0.00,14.59,7,0.30,1205,62.5,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.24,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41345,6.25,0.00,14.47,7,0.30,1209,62.5,35.2,0.00,0.00,14.70,16,10.59,11.00,99,5.51,-9.24,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41441,6.25,0.00,14.59,7,0.30,1209,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41538,6.25,0.00,14.59,7,0.30,1216,62.5,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.26,5.92,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41634,6.25,0.00,14.59,7,0.29,1205,62.5,35.2,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.28,5.92,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41730,6.25,0.00,14.59,8,0.30,1212,62.5,35.3,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.32,5.89,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41825,5.47,0.00,14.59,8,0.29,1204,62.5,35.4,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.34,5.89,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
41922,5.47,0.00,14.47,8,0.29,1186,62.5,35.3,0.00,0.00,14.70,16,10.59,13.00,99,5.37,-9.28,5.89,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42017,5.47,0.00,14.59,8,0.30,1185,62.5,35.3,0.00,0.00,14.70,16,10.59,12.00,99,5.37,-9.24,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42113,6.25,0.00,14.59,8,0.30,1180,62.5,35.2,0.00,0.00,14.70,16,10.59,13.00,99,5.37,-9.24,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42209,6.25,0.00,14.59,8,0.30,1189,62.5,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.18,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42305,5.47,0.00,14.36,8,0.30,1180,62.5,35.2,0.00,0.00,14.70,16,10.59,12.50,99,5.51,-9.18,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42401,5.47,0.00,14.47,8,0.30,1184,62.3,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.18,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42497,5.47,0.00,14.24,8,0.30,1181,62.2,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.18,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42593,6.25,0.00,14.47,8,0.30,1186,62.1,35.1,0.00,0.00,14.70,16,10.59,11.00,99,5.51,-9.17,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42689,6.25,0.00,14.47,8,0.30,1189,62.1,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.15,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42785,6.25,0.00,14.70,8,0.30,1183,62.0,35.1,0.00,0.00,14.70,16,10.59,11.00,99,5.51,-9.13,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42881,6.25,0.00,14.47,8,0.30,1196,62.0,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.13,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
42982,6.25,0.00,14.70,8,0.30,1172,62.0,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.66,-9.15,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43072,6.25,0.00,14.59,8,0.31,1190,62.0,35.1,0.00,0.00,14.70,16,10.59,10.00,99,5.51,-9.13,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43169,7.03,0.00,14.81,8,0.31,1174,62.0,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.66,-9.09,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43264,7.03,0.00,14.70,8,0.31,1190,62.0,35.0,0.00,0.00,14.70,16,10.59,10.00,99,5.66,-9.09,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43361,7.03,0.00,14.81,8,0.31,1194,62.0,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.09,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43456,7.03,0.00,14.81,8,0.31,1192,62.0,35.0,0.00,0.00,14.70,16,10.59,10.50,99,5.66,-9.09,6.13,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43552,7.03,0.00,14.81,8,0.31,1192,62.0,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.07,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43648,7.03,0.00,14.70,8,0.31,1194,62.0,34.9,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.09,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43744,7.03,0.00,14.81,8,0.31,1196,62.0,34.9,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.09,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43839,7.81,0.00,14.81,8,0.31,1194,62.0,34.9,0.00,0.00,14.70,16,10.59,9.00,99,5.66,-9.09,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
43936,7.81,0.00,14.81,8,0.31,1198,62.0,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.05,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44032,7.81,0.00,14.81,8,0.31,1212,62.0,35.0,0.00,0.00,14.70,16,10.59,9.00,99,5.66,-9.09,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44127,7.81,0.00,14.70,8,0.30,1214,62.0,35.1,0.00,0.00,14.70,16,10.59,8.00,99,5.51,-9.13,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44223,7.81,0.00,14.70,8,0.30,1194,62.0,35.1,0.00,0.00,14.70,16,10.59,8.00,99,5.51,-9.15,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44319,7.81,0.00,14.70,8,0.31,1203,62.0,35.2,0.00,0.00,14.70,16,10.59,11.00,99,5.51,-9.15,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44414,7.81,0.00,14.59,8,0.30,1196,62.0,35.2,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.15,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44511,7.81,0.00,14.70,8,0.30,1186,62.0,35.2,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.13,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44607,7.81,0.00,14.59,8,0.30,1200,62.0,35.0,0.00,0.00,14.70,16,10.59,9.50,99,5.51,-9.15,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44702,7.81,0.00,14.47,8,0.30,1195,62.0,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.17,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44799,7.03,0.00,14.36,8,0.30,1214,62.0,35.2,0.00,0.00,14.70,16,10.59,8.50,99,5.51,-9.18,6.05,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44894,7.03,0.00,14.47,8,0.30,1188,62.0,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.18,6.05,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
44990,7.81,0.00,14.36,8,0.30,1199,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.17,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45086,7.03,0.00,14.24,8,0.30,1194,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.17,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45182,7.03,0.00,14.36,8,0.30,1210,62.0,35.2,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.18,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45278,7.03,0.00,14.36,8,0.30,1194,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.18,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45374,7.03,0.00,14.24,8,0.30,1217,62.0,35.2,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.18,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45470,7.03,0.00,14.36,8,0.30,1176,62.0,35.2,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.18,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45566,7.03,0.00,14.36,8,0.31,1182,62.0,35.2,0.00,0.00,14.70,16,10.59,12.00,100,5.51,-9.15,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45662,7.03,0.00,14.59,8,0.31,1193,61.9,35.1,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.13,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45757,7.03,0.00,14.47,8,0.30,1206,61.9,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.17,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45853,7.03,0.00,14.59,8,0.30,1206,62.0,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.17,6.05,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
45950,6.25,0.00,14.47,8,0.30,1209,62.0,35.1,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.18,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46045,6.25,0.00,14.47,8,0.30,1204,62.0,35.2,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.18,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46141,6.25,0.00,14.47,8,0.30,1198,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.17,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46237,6.25,0.00,14.47,8,0.30,1199,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.17,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46333,7.03,0.00,14.59,8,0.31,1204,62.0,35.2,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.17,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46429,7.03,0.00,14.59,8,0.30,1212,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.18,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46526,7.03,0.00,14.70,8,0.30,1212,62.0,35.3,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46621,7.03,0.00,14.59,8,0.30,1202,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46717,7.03,0.00,14.59,8,0.30,1197,62.0,35.3,0.00,0.00,14.70,16,10.59,8.50,100,5.37,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46813,7.03,0.00,14.59,8,0.30,1192,62.0,35.3,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.22,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
46909,7.03,0.00,14.59,8,0.30,1202,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47005,6.25,0.00,14.47,8,0.30,1192,62.0,35.3,0.00,0.00,14.70,16,10.59,11.50,100,5.37,-9.22,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47100,6.25,0.00,14.24,8,0.30,1204,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.22,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47197,7.03,0.00,14.24,8,0.30,1186,62.0,35.3,0.00,0.00,14.70,16,10.59,12.00,100,5.51,-9.22,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47293,7.03,0.00,14.36,8,0.30,1204,62.0,35.2,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.18,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47388,7.03,0.00,14.24,8,0.30,1198,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.20,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47485,6.25,0.00,14.36,8,0.30,1219,62.0,35.3,0.00,0.00,14.70,16,10.59,9.00,100,5.51,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47580,7.03,0.00,14.36,8,0.30,1188,62.0,35.3,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.24,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47677,7.03,0.00,14.36,8,0.30,1198,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.22,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47772,6.25,0.00,14.36,8,0.30,1196,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47868,7.03,0.00,14.36,8,0.30,1208,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
47963,6.25,0.00,14.47,8,0.31,1191,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48060,6.25,0.00,14.47,8,0.30,1205,62.0,35.3,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48156,7.03,0.00,14.47,8,0.30,1213,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48252,7.03,0.00,14.59,8,0.30,1210,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.26,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48347,7.03,0.00,14.59,8,0.30,1212,62.0,35.3,0.00,0.00,14.70,16,10.59,9.00,100,5.37,-9.26,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48444,7.03,0.00,14.59,8,0.30,1202,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.37,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48540,6.25,0.00,14.59,8,0.30,1206,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48636,6.25,0.00,14.47,8,0.30,1213,62.0,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.24,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48731,5.47,0.00,14.36,8,0.29,1218,62.0,35.4,0.00,0.00,14.70,16,10.59,8.50,100,5.37,-9.28,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48828,6.25,0.00,14.47,8,0.30,1207,62.0,35.4,0.00,0.00,14.70,16,10.59,10.00,100,5.37,-9.28,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
48923,6.25,0.00,14.47,8,0.30,1202,62.0,35.4,0.00,0.00,14.70,16,10.59,11.50,100,5.37,-9.28,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49019,6.25,0.00,14.59,8,0.30,1202,62.0,35.4,0.00,0.00,14.70,16,10.59,10.50,100,5.37,-9.24,5.99,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49115,6.25,0.00,14.59,8,0.30,1192,62.0,35.3,0.00,0.00,14.70,16,10.59,11.50,100,5.37,-9.24,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49212,6.25,0.00,14.59,8,0.30,1202,62.0,35.3,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.98,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49307,6.25,0.00,14.47,8,0.30,1186,62.0,35.3,0.00,0.00,14.70,16,10.59,12.00,100,5.51,-9.20,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49404,6.25,0.00,14.59,8,0.30,1210,62.2,35.3,0.00,0.00,14.70,16,10.59,10.00,100,5.51,-9.24,5.98,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49499,5.47,0.00,14.36,8,0.30,1195,62.2,35.3,0.00,0.00,14.70,16,10.59,11.00,100,5.37,-9.26,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49595,5.47,0.00,14.47,8,0.30,1205,62.3,35.3,0.00,0.00,14.70,16,10.59,9.50,100,5.37,-9.24,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49691,6.25,0.00,14.24,8,0.30,1189,62.4,35.2,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.24,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49787,6.25,0.00,14.36,8,0.30,1192,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.22,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49883,6.25,0.00,14.47,8,0.30,1188,62.4,35.2,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.22,6.02,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
49979,6.25,0.00,14.59,8,0.30,1196,62.4,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.22,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
50075,6.25,0.00,14.47,8,0.30,1196,62.5,35.1,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
50171,6.25,0.00,14.47,8,0.30,1206,62.5,35.2,0.00,0.00,14.70,16,10.59,9.50,100,5.51,-9.26,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
50267,6.25,0.00,14.36,8,0.30,1180,62.5,35.2,0.00,0.00,14.70,16,10.59,10.50,100,5.51,-9.24,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
50363,6.25,0.00,14.36,8,0.30,1185,62.5,35.2,0.00,0.00,14.70,16,10.59,11.50,100,5.51,-9.20,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
