Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,-5.47,-2.34,14.24,8,0.24,912,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.94,3.67,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
86,-5.47,-2.34,14.36,8,0.24,914,0.00,0.00,14.70,16,9.88,9.00,95,4.79,-9.94,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
173,-5.47,-2.34,14.47,8,0.24,914,0.00,0.00,14.70,16,9.88,8.00,95,4.79,-9.92,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
260,-5.47,-2.34,14.36,8,0.24,920,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.94,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.50
347,-5.47,-2.34,14.59,8,0.24,912,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.94,3.59,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.50
434,-5.47,-2.34,14.59,8,0.24,911,0.00,0.00,14.70,16,9.88,9.00,95,4.79,-9.92,3.62,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.50
520,-5.47,-2.34,14.59,8,0.24,916,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.94,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
607,-5.47,-2.34,14.70,8,0.24,914,0.00,0.00,14.70,16,9.88,9.00,95,4.79,-9.94,3.67,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
694,-5.47,-2.34,14.81,8,0.24,907,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.92,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
780,-5.47,-2.34,14.70,8,0.24,911,0.00,0.00,14.70,16,9.88,9.50,95,4.79,-9.96,3.65,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.60
867,-5.47,-2.34,14.81,8,0.24,918,0.00,0.00,14.70,16,9.88,8.50,95,4.79,-9.94,3.62,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
954,-4.69,-2.34,14.81,8,0.24,922,0.00,0.00,14.70,16,9.88,8.00,95,4.79,-9.94,3.59,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
1040,-4.69,-2.34,14.81,8,0.23,926,0.00,0.00,14.70,16,9.88,7.50,95,4.79,-9.96,3.59,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
1128,-4.69,-2.34,14.81,8,0.23,936,0.00,0.00,14.70,16,9.88,7.00,95,4.79,-9.98,3.62,1.28,0.00,-1.39,0.00,0.64,0.00,0.00,14.70
1214,-4.69,-2.34,14.93,8,0.24,934,0.00,0.00,14.70,16,9.88,7.50,95,4.79,-9.96,3.65,1.28,0.00,-1.39,0.00,0.66,0.00,0.00,14.70
1301,-4.69,-2.34,14.81,8,0.26,933,0.00,0.00,14.69,16,9.88,9.50,95,4.79,-9.96,3.73,1.30,0.00,-1.39,0.39,0.66,0.00,0.00,14.80
1388,-4.69,-2.34,14.93,8,0.27,927,0.00,0.00,14.69,16,9.88,8.00,95,4.79,-9.84,4.13,1.34,0.00,-1.39,0.78,0.68,0.00,0.00,14.80
1474,-4.69,-2.34,14.93,8,0.29,948,0.00,0.00,14.69,16,9.88,7.00,95,5.08,-9.63,4.55,1.36,0.00,-1.39,1.57,0.70,0.00,0.00,14.80
1561,-4.69,-1.56,14.93,8,0.33,954,0.00,0.00,13.12,16,11.29,11.50,95,5.37,-9.40,4.95,1.40,0.00,-1.39,1.96,0.72,0.00,0.00,15.00
1647,-4.69,-1.56,14.93,8,0.34,984,0.00,0.00,14.68,16,13.05,13.00,95,5.66,-9.07,5.50,1.46,0.00,-1.39,2.35,0.72,0.00,0.00,15.00
1734,-4.69,-1.56,14.81,8,0.34,1068,0.00,0.00,14.68,16,14.80,14.00,95,5.80,-8.86,6.13,1.50,0.00,-1.39,2.75,0.74,0.00,0.00,14.90
1821,-4.69,-1.56,14.81,8,0.32,1158,0.00,0.00,14.69,16,17.62,18.50,95,5.95,-8.70,6.38,1.50,0.00,-1.39,3.14,0.76,0.00,0.00,14.90
1907,-5.47,-1.56,14.59,8,0.31,1210,0.00,0.00,14.69,16,20.78,20.50,95,5.95,-8.72,6.49,1.52,0.00,-1.70,2.75,0.76,0.00,0.00,14.80
1995,-7.03,-0.78,14.24,8,0.30,1342,0.00,0.00,14.69,16,22.89,22.50,95,5.95,-8.86,6.73,1.52,0.00,-1.70,3.14,0.76,0.00,0.00,14.50
2081,-7.03,-0.78,14.36,8,0.30,1391,0.00,0.00,14.69,16,27.11,28.00,95,5.66,-8.99,6.84,1.52,0.00,-1.70,3.14,0.76,0.00,0.00,14.40
2168,-5.47,-0.78,14.70,8,0.30,1435,0.00,0.00,14.69,16,28.52,28.50,95,5.66,-9.05,7.02,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,14.50
2254,-3.91,-0.78,15.27,8,0.30,1450,0.00,0.00,14.69,16,28.52,28.50,95,5.66,-9.07,7.24,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,14.90
2342,-1.56,-0.78,15.73,8,0.30,1457,0.00,0.00,14.69,16,28.52,28.50,95,5.66,-9.09,7.24,1.54,0.00,-1.70,3.14,0.76,0.00,0.00,14.90
2428,0.78,-0.78,16.08,8,0.29,1445,0.00,0.00,14.69,16,28.52,28.50,95,5.66,-9.09,7.24,1.54,0.00,-1.70,1.57,0.68,0.00,0.00,15.30
2515,0.78,1.56,15.62,8,0.26,1464,0.00,0.00,15.43,16,27.11,27.50,95,4.93,-9.90,5.24,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.70
2602,0.78,1.56,15.62,8,0.21,1510,0.00,0.00,15.39,16,22.54,19.50,95,4.21,-10.27,3.80,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,15.90
2688,0.78,0.78,15.50,8,0.18,1552,0.00,0.00,14.71,16,17.62,16.50,95,3.92,-10.64,3.96,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.90
2775,-0.78,0.78,14.70,8,0.17,1534,0.00,0.00,14.71,16,11.99,11.50,95,3.77,-10.94,4.02,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.50
2862,-1.56,0.78,14.36,8,0.16,1515,0.00,0.00,14.71,16,11.64,11.50,95,3.63,-11.06,3.99,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,15.00
2949,-2.34,0.78,14.13,8,0.16,1468,0.00,0.00,14.71,16,11.64,6.00,95,3.48,-11.23,3.96,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.00
3035,-3.91,0.00,13.55,10,0.16,1365,0.00,0.00,14.71,16,11.29,13.50,95,3.34,-11.31,3.59,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80
3122,0.00,0.00,13.67,10,0.17,1323,0.00,0.00,14.71,16,10.94,19.00,95,3.34,-11.35,3.59,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,14.60
3208,0.00,0.00,13.67,10,0.18,1279,0.00,0.00,14.71,16,10.94,19.00,95,3.34,-11.35,3.67,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,14.50
