Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
0,2.34,-2.34,14.47,8,0.31,1970,0.00,0.00,14.70,16,35.90,35.50,66,5.66,-9.01,9.81,1.70,0.00,-1.39,4.71,0.80,0.00,0.00,0.00
87,1.56,-2.34,14.36,8,0.30,1954,0.00,0.00,14.70,16,35.55,35.50,66,5.66,-9.01,10.08,1.72,0.00,-1.39,4.71,0.80,0.00,0.00,0.00
173,0.78,-2.34,14.24,8,0.29,1937,0.00,0.00,14.70,16,35.90,35.50,66,5.66,-9.13,9.77,1.70,0.00,-1.39,4.31,0.80,0.00,0.00,0.00
260,1.56,-2.34,14.36,8,0.28,1988,0.00,0.00,14.70,16,36.25,35.50,66,5.51,-9.38,9.53,1.66,0.00,-1.39,3.92,0.78,0.00,0.00,0.00
347,1.56,-2.34,14.47,8,0.26,1971,0.00,0.00,14.71,16,35.90,35.50,66,5.08,-9.69,8.56,1.62,0.00,-1.39,2.75,0.74,0.00,0.00,0.00
433,0.78,-2.34,14.47,8,0.22,1968,0.00,0.00,15.17,16,36.25,36.00,66,4.79,-10.23,6.57,1.48,0.00,-1.39,1.57,0.70,0.00,0.00,0.00
520,0.00,-2.34,14.13,8,0.20,1976,0.00,0.00,14.71,16,35.90,35.50,66,4.35,-10.52,5.89,1.46,0.00,-1.39,1.57,0.70,0.00,0.00,0.00
607,-2.34,-2.34,13.90,8,0.18,1959,0.00,0.00,14.71,16,35.90,35.50,66,4.06,-10.67,5.85,1.46,0.00,-1.39,1.18,0.70,0.00,0.00,0.00
694,-4.69,0.00,13.44,8,0.19,1942,0.00,0.00,14.71,16,35.55,35.50,66,3.92,-10.79,6.05,1.46,0.00,-1.39,1.18,0.70,0.00,0.00,0.00
781,-6.25,0.00,13.21,8,0.19,1955,0.00,0.00,14.71,16,35.90,36.00,66,3.92,-10.89,6.24,1.48,0.00,-1.39,1.18,0.70,0.00,0.00,0.00
867,-7.03,0.00,13.09,8,0.20,1988,0.00,0.00,14.71,16,36.25,35.50,66,3.77,-10.89,6.49,1.50,0.00,-1.39,1.18,0.70,0.00,0.00,0.00
955,-7.81,0.00,13.21,8,0.19,1981,0.00,0.00,14.71,16,35.90,35.50,66,3.77,-10.91,6.31,1.50,0.00,-1.39,1.57,0.70,0.00,0.00,0.00
